Date,Chained (2017) dollars,Current dollars,Personal saving as a percentage of disposable personal income
2023-09-01,50625.0,61449.0,4.4
2023-10-01,50735.0,61599.0,4.5
2023-11-01,50920.0,61821.0,4.6
2023-12-01,50992.0,62005.0,4.4
2024-01-01,51425.0,62794.0,5.5
2024-02-01,51435.0,63001.0,5.4
2024-03-01,51526.0,63329.0,5.2
2024-04-01,51421.0,63364.0,5.1
2024-05-01,51514.0,63475.0,4.9
2024-06-01,51484.0,63512.0,4.8
2024-07-01,51418.0,63536.0,4.3
2024-08-01,51359.0,63541.0,4.2
2024-09-01,51404.0,63706.0,3.8
2024-10-01,51520.0,64018.0,4.0
2024-11-01,51565.0,64143.0,3.7
2024-12-01,51581.0,64354.0,3.3
2025-01-01,51724.0,64749.0,4.3
2025-02-01,51981.0,65285.0,4.6
