Date,"Agriculture, forestry, and fishing",Communications,Construction,Domestic industries,Durable goods,"Electric, gas, and sanitary services","Finance, insurance, and real estate",Government,Manufacturing,Mining,National income without capital consumption adjustment,Nondurable goods,Private industries,Rest of the world,Retail trade,Services,Transportation,Transportation and public utilities,Wholesale trade
1985-04-01,63169.0,88453.0,164212.0,3529667.0,426896.0,84222.0,566414.0,469551.0,726802.0,58760.0,3557337.0,299906.0,3060116.0,27670.0,350295.0,591756.0,109230.0,281905.0,256804.0
1985-07-01,60926.0,91498.0,167931.0,3594043.0,432170.0,84512.0,567775.0,479696.0,747624.0,56384.0,3616538.0,315455.0,3114346.0,22495.0,359935.0,607387.0,109689.0,285700.0,260686.0
1985-10-01,62061.0,93313.0,171734.0,3632490.0,437982.0,83745.0,575797.0,485994.0,753879.0,53166.0,3658094.0,315897.0,3146496.0,25604.0,361541.0,620732.0,110605.0,287664.0,259922.0
1986-01-01,58885.0,96653.0,179550.0,3692143.0,438519.0,85492.0,594468.0,491875.0,739520.0,48394.0,3714300.0,301001.0,3200268.0,22156.0,375170.0,641777.0,114911.0,297056.0,265448.0
1986-04-01,58997.0,95880.0,183744.0,3714229.0,437095.0,86937.0,596817.0,498685.0,733542.0,43504.0,3729723.0,296447.0,3215544.0,15494.0,376435.0,653294.0,117621.0,300438.0,268775.0
1986-07-01,65210.0,95436.0,187590.0,3752721.0,435649.0,86985.0,592813.0,506112.0,725729.0,40695.0,3770899.0,290080.0,3246609.0,18178.0,386035.0,665964.0,120499.0,302920.0,279653.0
1986-10-01,64501.0,94121.0,191851.0,3803286.0,445526.0,86544.0,601131.0,516722.0,747818.0,35622.0,3815284.0,302292.0,3286564.0,11998.0,385805.0,680224.0,122408.0,303073.0,276539.0
1987-01-01,64393.0,93528.0,195185.0,3870630.0,452756.0,90772.0,621648.0,521298.0,746783.0,37611.0,3884988.0,294028.0,3349332.0,14358.0,391202.0,705455.0,123858.0,308159.0,278887.0
1987-04-01,65010.0,96014.0,199848.0,3966565.0,453160.0,96056.0,649594.0,529545.0,765431.0,41796.0,3984697.0,312271.0,3437020.0,18132.0,395969.0,720860.0,126674.0,318744.0,279761.0
1987-07-01,66798.0,98530.0,202281.0,4060586.0,462875.0,93268.0,665131.0,536356.0,796074.0,43281.0,4078350.0,333199.0,3524230.0,17764.0,405129.0,741538.0,126408.0,318206.0,285793.0
1987-10-01,69797.0,98748.0,206705.0,4152751.0,464868.0,95065.0,671493.0,547120.0,812507.0,47438.0,4172435.0,347639.0,3605631.0,19684.0,409435.0,774896.0,131771.0,325584.0,287791.0
