Date,Average of GDP and GDI,Business current transfer payments (net),Capital consumption allowances,"Contributions for government social insurance, domestic",Corporate profits with inventory valuation and capital consumption adjustments,Current surplus of government enterprises,Domestic business,Equals: Gross national product,Equals: National income,Equals: Net national product,Equals: Personal income,General government,Government,Government enterprises,Gross domestic income (GDI),Gross domestic product (GDP),Gross national factor income,Gross national income,Households and institutions,Less: Capital consumption adjustment,Less: Consumption of fixed capital,Less: Income payments to the rest of the world,Less: Statistical discrepancy,Net domestic income,Net domestic product,Net domestic purchases,Net interest and miscellaneous payments on assets,Net national factor income,Plus: Income receipts from the rest of the world,Plus: Personal current transfer receipts,Plus: Personal income receipts on assets,Private,Taxes on production and imports less subsidies
2001-10-01,10662440.0,97665.0,1233094.0,734970.0,785445.0,2686.0,1081822.0,10748408.0,9126367.0,9122417.0,8987692.0,258071.0,290315.0,32244.0,10664415.0,10660465.0,9961345.0,10752358.0,253854.0,151271.0,1625991.0,220517.0,-3950.0,9038424.0,9034474.0,9404162.0,466109.0,8335353.0,308460.0,1235155.0,1403709.0,1335676.0,690663.0
2002-01-01,10805136.0,87839.0,1279984.0,743108.0,870086.0,4575.0,1088882.0,10833143.0,9238886.0,9195613.0,9032727.0,259910.0,292566.0,32656.0,10826772.0,10783500.0,10082550.0,10876416.0,256082.0,191102.0,1637530.0,268355.0,-43273.0,9189243.0,9145970.0,9532854.0,447143.0,8445020.0,317998.0,1260047.0,1387996.0,1344964.0,701452.0
2002-04-01,10927398.0,81552.0,1284907.0,751507.0,901521.0,5513.0,1094023.0,10918384.0,9349010.0,9269133.0,9131907.0,261842.0,294894.0,33052.0,10967337.0,10887460.0,10199725.0,10998260.0,260334.0,190884.0,1649251.0,302625.0,-79877.0,9318086.0,9238209.0,9666468.0,446524.0,8550474.0,333548.0,1282260.0,1398725.0,1354357.0,711471.0
2002-07-01,11017891.0,77463.0,1286978.0,754343.0,933964.0,10424.0,1102417.0,11027515.0,9430814.0,9363112.0,9176669.0,263953.0,297375.0,33422.0,11051742.0,10984040.0,10280171.0,11095217.0,264611.0,184561.0,1664403.0,307466.0,-67702.0,9387339.0,9319637.0,9767185.0,444217.0,8615768.0,350941.0,1292135.0,1401290.0,1367028.0,727158.0
2002-10-01,11129353.0,76168.0,1285228.0,757026.0,1015892.0,9780.0,1109932.0,11120565.0,9575665.0,9439825.0,9258902.0,266056.0,299807.0,33750.0,11197272.0,11061433.0,10436000.0,11256405.0,271001.0,175295.0,1680740.0,281624.0,-135840.0,9516532.0,9380693.0,9876981.0,452379.0,8755260.0,340756.0,1306424.0,1422516.0,1380933.0,734457.0
2003-01-01,11209962.0,77822.0,1268552.0,763323.0,1007215.0,7080.0,1113917.0,11217689.0,9594327.0,9522661.0,9306711.0,268465.0,302731.0,34266.0,11245795.0,11174129.0,10462960.0,11289355.0,278379.0,154634.0,1695027.0,313175.0,-71666.0,9550767.0,9479101.0,10004364.0,452525.0,8767933.0,356735.0,1324248.0,1437594.0,1392296.0,741493.0
2003-04-01,11344895.0,75585.0,1305112.0,773938.0,1044048.0,5672.0,1120518.0,11369131.0,9724589.0,9660336.0,9408696.0,270668.0,305372.0,34704.0,11377023.0,11312766.0,10609276.0,11433384.0,282905.0,184594.0,1708794.0,311563.0,-64257.0,9668229.0,9603972.0,10123842.0,433548.0,8900481.0,367928.0,1340592.0,1419157.0,1403422.0,742852.0
2003-07-01,11566034.0,75740.0,1317692.0,783785.0,1097616.0,4214.0,1128558.0,11621172.0,9894192.0,9895459.0,9537651.0,273402.0,308525.0,35123.0,11565399.0,11566669.0,10772883.0,11619905.0,288629.0,189134.0,1725713.0,324539.0,1270.0,9839686.0,9840956.0,10359950.0,423090.0,9047170.0,379042.0,1360991.0,1433980.0,1417187.0,767068.0
2003-10-01,11753296.0,75042.0,1324113.0,796085.0,1159393.0,3517.0,1138623.0,11851792.0,10067059.0,10104935.0,9673955.0,276273.0,311902.0,35629.0,11734357.0,11772234.0,10960535.0,11813916.0,296331.0,185490.0,1746857.0,326359.0,37878.0,9987500.0,10025378.0,10549072.0,398981.0,9213678.0,405917.0,1363189.0,1451546.0,1434954.0,774823.0
2004-01-01,11919726.0,80273.0,1319111.0,809187.0,1268591.0,2001.0,1153359.0,12021455.0,10240028.0,10247468.0,9771023.0,279647.0,315889.0,36242.0,11916004.0,11923447.0,11128660.0,12014015.0,304739.0,165752.0,1773987.0,341887.0,7444.0,10142017.0,10149461.0,10715436.0,355210.0,9354673.0,439894.0,1397104.0,1452235.0,1458098.0,803080.0
2004-04-01,12130654.0,79672.0,1327888.0,823645.0,1301225.0,1145.0,1169022.0,12185610.0,10417678.0,10382001.0,9934737.0,283917.0,321177.0,37261.0,12148492.0,12112815.0,11324233.0,12221287.0,313410.0,158866.0,1803609.0,381632.0,-35677.0,10344883.0,10309206.0,10926788.0,344490.0,9520624.0,454427.0,1415992.0,1467481.0,1482431.0,816236.0
2004-07-01,12340691.0,78496.0,1336780.0,839195.0,1364114.0,-511.0,1184788.0,12386919.0,10622543.0,10551774.0,10073884.0,289021.0,327436.0,38415.0,12376076.0,12305307.0,11553748.0,12457688.0,322922.0,151992.0,1835146.0,389467.0,-70769.0,10540930.0,10470161.0,11122833.0,344787.0,9718602.0,471079.0,1425540.0,1477836.0,1507710.0,825955.0
2004-10-01,12533912.0,89409.0,1345721.0,844933.0,1348245.0,-1215.0,1208177.0,12581653.0,10720437.0,10707040.0,10283853.0,294828.0,334366.0,39538.0,12540611.0,12527214.0,11665281.0,12595050.0,332070.0,137545.0,1874613.0,438946.0,-13397.0,10665998.0,10652601.0,11352938.0,357245.0,9790668.0,493385.0,1446333.0,1597273.0,1540247.0,841575.0
2005-01-01,12758671.0,84154.0,1154661.0,858093.0,1480160.0,-2086.0,1231790.0,12854364.0,10925533.0,10942763.0,10292562.0,299131.0,339186.0,40055.0,12750057.0,12767286.0,11896738.0,12837135.0,340625.0,-77129.0,1911601.0,451713.0,17229.0,10838456.0,10855684.0,11552339.0,387913.0,9985137.0,538791.0,1488112.0,1545480.0,1572415.0,858330.0
2005-04-01,12943709.0,96497.0,1164004.0,866281.0,1497015.0,-2943.0,1254318.0,12996998.0,11090135.0,11048029.0,10458092.0,304140.0,345097.0,40957.0,12964763.0,12922656.0,12068928.0,13039104.0,349554.0,-90314.0,1948969.0,475403.0,-42107.0,11015794.0,10973687.0,11680897.0,422271.0,10119959.0,549745.0,1512649.0,1611051.0,1603872.0,876623.0
2005-07-01,13161609.0,92038.0,1174738.0,879533.0,1525820.0,-4442.0,1275838.0,13225668.0,11273926.0,11235993.0,10621855.0,309821.0,351763.0,41942.0,13180576.0,13142642.0,12285888.0,13263602.0,362074.0,-101100.0,1989675.0,493526.0,-37934.0,11190901.0,11152967.0,11903928.0,446152.0,10296213.0,576552.0,1528289.0,1648858.0,1637912.0,890117.0
2005-10-01,13406798.0,89876.0,1186098.0,889480.0,1617181.0,-4326.0,1303885.0,13378959.0,11510186.0,11344998.0,10811909.0,314996.0,357637.0,42641.0,13489392.0,13324204.0,12557558.0,13544147.0,372439.0,-117786.0,2033960.0,557232.0,-165188.0,11455432.0,11290244.0,12095029.0,482976.0,10523598.0,611986.0,1537921.0,1740029.0,1676323.0,901038.0
2006-01-01,13697527.0,76709.0,1225865.0,913205.0,1675823.0,-2322.0,1327452.0,13654952.0,11781257.0,11584523.0,11104338.0,319078.0,362327.0,43250.0,13795893.0,13599160.0,12851183.0,13851685.0,380649.0,-101587.0,2070428.0,587108.0,-196733.0,11725465.0,11528732.0,12319550.0,481208.0,10780755.0,642899.0,1588317.0,1805503.0,1708101.0,926115.0
2006-04-01,13863254.0,76301.0,1238881.0,918087.0,1691228.0,-4767.0,1350678.0,13802877.0,11915443.0,11695783.0,11257803.0,324929.0,369300.0,44372.0,13973084.0,13753424.0,13010861.0,14022537.0,387116.0,-111797.0,2107094.0,645952.0,-219660.0,11865990.0,11646330.0,12440372.0,549033.0,10903767.0,695405.0,1602841.0,1909543.0,1737794.0,940143.0
2006-07-01,13997613.0,82700.0,1252001.0,922630.0,1739368.0,-7175.0,1373700.0,13906646.0,12020387.0,11765538.0,11350946.0,330056.0,375189.0,45133.0,14125037.0,13870188.0,13131753.0,14161494.0,392219.0,-121700.0,2141108.0,685176.0,-254849.0,11983929.0,11729080.0,12552365.0,537409.0,10990645.0,721634.0,1628325.0,1931383.0,1765919.0,954216.0
2006-10-01,14123524.0,83562.0,1265497.0,936230.0,1677999.0,-9356.0,1398627.0,14083697.0,12073594.0,11905666.0,11494898.0,336250.0,382479.0,46230.0,14207487.0,14039560.0,13215602.0,14251625.0,396924.0,-133130.0,2178031.0,706409.0,-167927.0,12029456.0,11861529.0,12599197.0,514010.0,11037571.0,750546.0,1635890.0,1949676.0,1795551.0,961816.0
2007-01-01,14278816.0,97820.0,1302027.0,955692.0,1587388.0,-11876.0,1421575.0,14258594.0,12170250.0,12043919.0,11734242.0,343921.0,390958.0,47037.0,14341982.0,14215651.0,13322627.0,14384925.0,402142.0,-119547.0,2214675.0,735383.0,-126331.0,12127307.0,12000976.0,12740249.0,534880.0,11107952.0,778325.0,1706693.0,1997556.0,1823717.0,976354.0
2007-04-01,14456727.0,95081.0,1317592.0,957252.0,1655229.0,-12263.0,1439130.0,14463277.0,12331638.0,12222349.0,11902014.0,349326.0,397097.0,47772.0,14511372.0,14402082.0,13514850.0,14572566.0,404700.0,-121538.0,2240928.0,781806.0,-109289.0,12270444.0,12161154.0,12906960.0,594778.0,11273922.0,843000.0,1710353.0,2124998.0,1843831.0,974898.0
2007-07-01,14514622.0,98480.0,1334909.0,960568.0,1589733.0,-12249.0,1454853.0,14681751.0,12317160.0,12416150.0,11981417.0,354761.0,403322.0,48560.0,14465128.0,14564117.0,13516647.0,14582761.0,407427.0,-119944.0,2265601.0,767055.0,98989.0,12199527.0,12298516.0,13027470.0,595378.0,11251046.0,884689.0,1732667.0,2143384.0,1862279.0,979884.0
2007-10-01,14622149.0,97608.0,1354716.0,972128.0,1550866.0,-15096.0,1470849.0,14875943.0,12400330.0,12586147.0,12110797.0,360442.0,409852.0,49410.0,14529241.0,14715058.0,13609771.0,14690126.0,409095.0,-116133.0,2289796.0,733837.0,185817.0,12239445.0,12425262.0,13154961.0,604121.0,11319975.0,894723.0,1762664.0,2155273.0,1879944.0,997843.0
2008-01-01,14640312.0,111964.0,1558342.0,983972.0,1454232.0,-16103.0,1493511.0,14857342.0,12405094.0,12537547.0,12269131.0,366793.0,416972.0,50179.0,14574086.0,14706538.0,13635221.0,14724889.0,409312.0,64831.0,2319795.0,759372.0,132452.0,12254291.0,12386744.0,13157991.0,592116.0,11315427.0,910175.0,1802913.0,2181112.0,1902823.0,993807.0
2008-04-01,14741800.0,105541.0,1578681.0,986201.0,1428070.0,-17118.0,1514875.0,15023210.0,12428207.0,12676010.0,12614301.0,372618.0,423410.0,50792.0,14617898.0,14865701.0,13683951.0,14775407.0,408914.0,63806.0,2347200.0,741847.0,247803.0,12270699.0,12518501.0,13294906.0,605299.0,11336751.0,899356.0,2148386.0,2148734.0,1923790.0,1003033.0
2008-07-01,14805002.0,105628.0,1595362.0,991546.0,1431252.0,-17088.0,1539196.0,15075730.0,12511695.0,12699689.0,12461943.0,378733.0,430344.0,51611.0,14711004.0,14898999.0,13792703.0,14887736.0,406500.0,56166.0,2376040.0,692424.0,187994.0,12334964.0,12522958.0,13310312.0,648558.0,11416662.0,869155.0,1941399.0,2175237.0,1945696.0,1006493.0
2008-10-01,14509935.0,127991.0,1606122.0,991713.0,1068927.0,-16602.0,1552325.0,14704022.0,12114661.0,12311208.0,12357344.0,384834.0,437352.0,52519.0,14411662.0,14608209.0,13410684.0,14507475.0,403137.0,53797.0,2392814.0,646393.0,196547.0,12018847.0,12215395.0,12843869.0,628634.0,11017869.0,742207.0,1927755.0,2100995.0,1955462.0,985403.0
2009-01-01,14296726.0,120888.0,1565847.0,959828.0,1297511.0,-15610.0,1546634.0,14551583.0,11895792.0,12164143.0,12032785.0,387768.0,440635.0,52866.0,14162551.0,14430902.0,13217400.0,14283233.0,400172.0,19213.0,2387440.0,546986.0,268350.0,11775111.0,12043461.0,12464454.0,561743.0,10829960.0,667668.0,2039705.0,1982202.0,1946806.0,960554.0
2009-04-01,14284795.0,140736.0,1564475.0,966268.0,1321896.0,-14241.0,1530388.0,14504002.0,11942064.0,12134947.0,12077329.0,388798.0,441556.0,52758.0,14188354.0,14381236.0,13222777.0,14311119.0,397111.0,34087.0,2369055.0,537317.0,192883.0,11819299.0,12012181.0,12370550.0,531927.0,10853722.0,660083.0,2178621.0,1865077.0,1927499.0,961847.0
2009-07-01,14356262.0,118224.0,1561615.0,963814.0,1492548.0,-13562.0,1521371.0,14631308.0,12087085.0,12272327.0,12023565.0,389680.0,442626.0,52946.0,14263641.0,14448882.0,13379722.0,14446067.0,394984.0,40244.0,2358981.0,518058.0,185241.0,11904660.0,12089901.0,12513898.0,490761.0,11020740.0,700484.0,2176336.0,1773611.0,1916355.0,961683.0
2009-10-01,14591045.0,120622.0,1558659.0,967179.0,1590652.0,-14810.0,1525668.0,14826345.0,12336310.0,12456716.0,12129048.0,392880.0,446252.0,53373.0,14530841.0,14651249.0,13610328.0,14705939.0,397709.0,32991.0,2369629.0,553693.0,120407.0,12161212.0,12281619.0,12754874.0,479130.0,11240699.0,728789.0,2192316.0,1732995.0,1923377.0,989799.0
2010-01-01,14708559.0,126022.0,1544529.0,973619.0,1684635.0,-16282.0,1526747.0,14968895.0,12482241.0,12594344.0,12288740.0,396356.0,450305.0,53949.0,14652508.0,14764610.0,13757202.0,14856792.0,397499.0,17782.0,2374551.0,536483.0,112103.0,12277957.0,12390059.0,12899251.0,468383.0,11382651.0,740768.0,2303234.0,1729492.0,1924246.0,989851.0
2010-04-01,14922955.0,122725.0,1544193.0,984519.0,1685234.0,-18455.0,1532161.0,15187024.0,12689828.0,12804299.0,12512040.0,400610.0,455248.0,54638.0,14865717.0,14980193.0,13961633.0,15072552.0,395316.0,12032.0,2382725.0,545705.0,114476.0,12482992.0,12597469.0,13139983.0,450703.0,11578908.0,752536.0,2311094.0,1742493.0,1927477.0,1006649.0
2010-07-01,15138890.0,129358.0,1606151.0,987394.0,1850316.0,-19556.0,1536944.0,15339713.0,12942506.0,12947939.0,12638296.0,403726.0,459075.0,55349.0,15136173.0,15141607.0,14211404.0,15334280.0,395754.0,69207.0,2391773.0,559841.0,5434.0,12744400.0,12749833.0,13303776.0,415488.0,11819630.0,757947.0,2336133.0,1735731.0,1932699.0,1013074.0
2010-10-01,15286591.0,127205.0,1730879.0,989456.0,1877713.0,-19889.0,1550340.0,15522784.0,13064503.0,13110268.0,12787436.0,408033.0,463982.0,55949.0,15263709.0,15309474.0,14350217.0,15477019.0,398194.0,180539.0,2412516.0,575315.0,45765.0,12851193.0,12896958.0,13420544.0,416247.0,11937702.0,788626.0,2350149.0,1783001.0,1948534.0,1019486.0
2011-01-01,15355198.0,145512.0,1802872.0,911816.0,1720152.0,-19482.0,1567775.0,15574336.0,13144602.0,13137103.0,13138162.0,413098.0,469697.0,56598.0,15358947.0,15351448.0,14423179.0,15581835.0,399761.0,235098.0,2437233.0,581060.0,-7499.0,12921715.0,12914215.0,13482692.0,425376.0,11985946.0,803947.0,2361802.0,1847758.0,1967536.0,1032627.0
2011-04-01,15565311.0,130516.0,1820842.0,914490.0,1842839.0,-18309.0,1587258.0,15780010.0,13331967.0,13316423.0,13249214.0,417562.0,474979.0,57416.0,15573082.0,15557539.0,14637765.0,15795554.0,401350.0,233584.0,2463587.0,607321.0,-15544.0,13109496.0,13093952.0,13675044.0,411673.0,12174178.0,829792.0,2361601.0,1882438.0,1988608.0,1045583.0
2011-07-01,15673981.0,128038.0,1840924.0,922877.0,1872252.0,-17544.0,1604536.0,15893498.0,13458525.0,13405922.0,13392554.0,421889.0,480170.0,58281.0,15700283.0,15647680.0,14791898.0,15946101.0,402870.0,236388.0,2487576.0,599354.0,-52603.0,13212707.0,13160104.0,13727215.0,382616.0,12304322.0,845172.0,2352079.0,1913898.0,2007406.0,1043709.0
2011-10-01,15853015.0,116422.0,1862834.0,917421.0,2014468.0,-16031.0,1620462.0,16102811.0,13615266.0,13593754.0,13458353.0,424725.0,483773.0,59048.0,15863772.0,15842259.0,14970987.0,16124324.0,404822.0,242372.0,2509057.0,572011.0,-21513.0,13354715.0,13333202.0,13934990.0,412792.0,12461930.0,832563.0,2359259.0,1981845.0,2025284.0,1052945.0
2012-01-01,16171815.0,108356.0,1628654.0,940311.0,2078584.0,-14645.0,1643586.0,16314993.0,13982742.0,13776723.0,13720382.0,428885.0,488598.0,59713.0,16274824.0,16068805.0,15354820.0,16521012.0,406086.0,-14931.0,2538270.0,593190.0,-206019.0,13736554.0,13530535.0,14132806.0,457109.0,12816550.0,839378.0,2340368.0,2039467.0,2049672.0,1072481.0
2012-04-01,16293389.0,97100.0,1653290.0,944742.0,2063652.0,-13969.0,1662091.0,16435211.0,14043866.0,13871317.0,13851860.0,432182.0,492582.0,60400.0,16379664.0,16207115.0,15448790.0,16607760.0,409221.0,-8801.0,2563894.0,587498.0,-172549.0,13815770.0,13643221.0,14208462.0,476345.0,12884897.0,815594.0,2362807.0,2088895.0,2071312.0,1075839.0
2012-07-01,16324416.0,86507.0,1678875.0,947647.0,2047024.0,-13145.0,1680313.0,16548753.0,13968354.0,13958605.0,13811848.0,434827.0,495846.0,61018.0,16329290.0,16319541.0,15410120.0,16558502.0,413989.0,-1438.0,2590148.0,597519.0,-9749.0,13739142.0,13729394.0,14252476.0,403990.0,12819972.0,826730.0,2364726.0,2025810.0,2094302.0,1075019.0
2012-10-01,16533557.0,90166.0,1705227.0,969405.0,2041673.0,-12824.0,1693720.0,16647685.0,14264053.0,14037776.0,14287089.0,435943.0,497446.0,61504.0,16646696.0,16420419.0,15707648.0,16873962.0,418743.0,11506.0,2609909.0,600517.0,-226277.0,14036786.0,13810510.0,14326384.0,443767.0,13097739.0,827784.0,2384165.0,2260029.0,2112463.0,1088972.0
2013-01-01,16679827.0,96964.0,1718577.0,1090642.0,2060178.0,-12650.0,1707453.0,16864086.0,14294155.0,14230874.0,13904887.0,437221.0,499255.0,62034.0,16711465.0,16648189.0,15727032.0,16927367.0,426504.0,11124.0,2633212.0,618569.0,-63275.0,14078253.0,14014978.0,14514326.0,399138.0,13093820.0,834466.0,2403483.0,1957542.0,2133956.0,1116020.0
2013-04-01,16788729.0,101653.0,1744064.0,1103056.0,2060487.0,-13977.0,1726893.0,16957701.0,14413433.0,14293348.0,14037079.0,440340.0,502971.0,62631.0,16848772.0,16728687.0,15870863.0,17077786.0,434489.0,17171.0,2664353.0,616833.0,-120085.0,14184419.0,14064334.0,14562714.0,386037.0,13206510.0,845848.0,2416214.0,1963935.0,2161382.0,1119247.0
2013-07-01,16950413.0,102272.0,1766029.0,1106254.0,2084760.0,-14221.0,1745431.0,17194256.0,14492630.0,14499483.0,14123638.0,443379.0,506536.0,63156.0,16946988.0,16953838.0,15969127.0,17187404.0,442807.0,20598.0,2694774.0,610040.0,6850.0,14252215.0,14259065.0,14741131.0,392298.0,13274354.0,850458.0,2434529.0,1998067.0,2188238.0,1130225.0
2013-10-01,17163340.0,128309.0,1786527.0,1117191.0,2119135.0,-13725.0,1770194.0,17427640.0,14636204.0,14693565.0,14209478.0,447528.0,511279.0,63751.0,17134661.0,17192019.0,16116773.0,17370278.0,452602.0,16333.0,2734074.0,622300.0,57358.0,14400586.0,14457945.0,14891963.0,393493.0,13382699.0,857920.0,2443169.0,2013430.0,2222795.0,1138920.0
2014-01-01,17255544.0,113706.0,1827577.0,1139777.0,2056218.0,-10315.0,1796547.0,17435205.0,14776092.0,14660478.0,14460196.0,450682.0,515026.0,64344.0,17313351.0,17197738.0,16290190.0,17550819.0,463154.0,31030.0,2774727.0,630355.0,-115614.0,14538624.0,14423011.0,14933099.0,400605.0,13515463.0,867822.0,2474093.0,2067240.0,2259701.0,1157238.0
2014-04-01,17585625.0,118343.0,1850756.0,1144500.0,2226807.0,-8953.0,1817888.0,17746905.0,15079344.0,14945110.0,14691362.0,452138.0,517035.0,64897.0,17652741.0,17518508.0,16595379.0,17881140.0,466873.0,32869.0,2801795.0,646193.0,-134233.0,14850946.0,14716713.0,15222117.0,418507.0,13793584.0,874590.0,2526764.0,2160828.0,2284761.0,1176371.0
2014-07-01,17866568.0,177269.0,1879066.0,1156128.0,2286538.0,-7799.0,1843112.0,18056230.0,15342881.0,15218201.0,14888875.0,454287.0,519883.0,65596.0,17928908.0,17804228.0,16823999.0,18180910.0,475033.0,35954.0,2838028.0,647780.0,-124679.0,15090879.0,14966200.0,15455557.0,436596.0,13985971.0,899782.0,2568210.0,2213956.0,2318146.0,1187441.0
2014-10-01,18006696.0,132579.0,1911447.0,1173807.0,2281771.0,-6831.0,1864053.0,18134846.0,15459888.0,15270656.0,15095862.0,455318.0,521398.0,66081.0,18101313.0,17912079.0,17000891.0,18324078.0,478739.0,47394.0,2864191.0,661095.0,-189234.0,15237122.0,15047888.0,15578638.0,449974.0,14136700.0,883863.0,2597133.0,2267580.0,2342792.0,1197440.0
2015-01-01,18138239.0,124316.0,1945402.0,1188947.0,2240371.0,-4454.0,1884562.0,18286270.0,15544478.0,15395064.0,15286081.0,456607.0,523063.0,66456.0,18212948.0,18063529.0,17112715.0,18435684.0,483581.0,60840.0,2891206.0,630527.0,-149418.0,15321742.0,15172323.0,15698755.0,472350.0,14221509.0,853268.0,2644076.0,2322165.0,2368143.0,1203108.0
2015-04-01,18330425.0,133690.0,1974647.0,1200915.0,2219018.0,-3569.0,1900375.0,18491766.0,15680190.0,15578904.0,15431734.0,457564.0,524566.0,67002.0,18381066.0,18279784.0,17248503.0,18593053.0,487922.0,74272.0,2912862.0,660674.0,-101282.0,15468204.0,15366922.0,15876449.0,507473.0,14335641.0,872657.0,2682347.0,2341153.0,2388297.0,1214428.0
2015-07-01,18431200.0,135027.0,1998467.0,1210850.0,2171670.0,-2169.0,1916034.0,18614786.0,15737131.0,15677961.0,15546539.0,458809.0,526229.0,67421.0,18460774.0,18401626.0,17322928.0,18673956.0,494561.0,82432.0,2936825.0,663683.0,-59148.0,15523949.0,15464802.0,16002883.0,504026.0,14386103.0,876843.0,2699135.0,2347846.0,2410596.0,1218170.0
2015-10-01,18466158.0,222603.0,2016484.0,1218284.0,2061454.0,-1195.0,1924233.0,18667767.0,15778998.0,15716907.0,15630610.0,458795.0,526437.0,67642.0,18497179.0,18435137.0,17279108.0,18729858.0,500190.0,92251.0,2950860.0,606942.0,-62042.0,15546319.0,15484276.0,16007515.0,501168.0,14328248.0,839572.0,2716072.0,2367196.0,2424423.0,1229342.0
2016-01-01,18558998.0,161419.0,2049204.0,1225341.0,2152042.0,-440.0,1929824.0,18740558.0,15845271.0,15779126.0,15707656.0,458680.0,526640.0,67960.0,18592063.0,18525933.0,17413925.0,18806704.0,504968.0,119380.0,2961432.0,644388.0,-66130.0,15630630.0,15564500.0,16076182.0,500924.0,14452492.0,859014.0,2745405.0,2388065.0,2434792.0,1231800.0
2016-04-01,18671057.0,166165.0,2065777.0,1231436.0,2111552.0,-2521.0,1950174.0,18927449.0,15851242.0,15932530.0,15785822.0,462665.0,531361.0,68696.0,18630413.0,18711702.0,17447377.0,18846161.0,513384.0,115602.0,2994919.0,665607.0,81289.0,15635494.0,15716782.0,16206153.0,482600.0,14452457.0,881354.0,2767716.0,2391237.0,2463558.0,1235140.0
2016-07-01,18846760.0,147747.0,2087301.0,1242524.0,2141288.0,-2655.0,1964404.0,19112464.0,16000452.0,16092219.0,15940626.0,464525.0,533917.0,69392.0,18800880.0,18892639.0,17618476.0,19020698.0,521924.0,122897.0,3020245.0,672861.0,91759.0,15780635.0,15872394.0,16353623.0,482706.0,14598231.0,892685.0,2787069.0,2421844.0,2486328.0,1257129.0
2016-10-01,19037018.0,174717.0,2113560.0,1256043.0,2172364.0,-3001.0,1987671.0,19364643.0,16204072.0,16308803.0,16116495.0,468048.0,538195.0,70147.0,18984656.0,19089379.0,17822754.0,19259911.0,529973.0,125889.0,3055839.0,663268.0,104723.0,15928817.0,16033540.0,16564346.0,490442.0,14766914.0,938531.0,2807899.0,2460530.0,2517644.0,1265442.0
2017-01-01,19258550.0,155911.0,2173215.0,1277203.0,2190228.0,-4176.0,2011198.0,19552357.0,16419879.0,16462948.0,16357295.0,471388.0,542362.0,70973.0,19237015.0,19280084.0,18079979.0,19509288.0,535849.0,162017.0,3089409.0,691982.0,43069.0,16147606.0,16190675.0,16724095.0,532833.0,14990569.0,964255.0,2831434.0,2535555.0,2547047.0,1277575.0
2017-04-01,19422286.0,146284.0,2203873.0,1289670.0,2188025.0,-4525.0,2037221.0,19702804.0,16541117.0,16573830.0,16551071.0,475306.0,546989.0,71683.0,19405930.0,19438643.0,18232895.0,19670091.0,544764.0,166652.0,3128974.0,722975.0,32713.0,16276955.0,16309668.0,16863168.0,525987.0,15103920.0,987137.0,2838181.0,2612651.0,2581985.0,1295438.0
2017-07-01,19647111.0,129494.0,2233028.0,1304937.0,2236674.0,-4449.0,2064522.0,20001049.0,16739623.0,16830590.0,16747178.0,479945.0,552396.0,72450.0,19601627.0,19692595.0,18474984.0,19910082.0,553541.0,168505.0,3170459.0,751052.0,90967.0,16431168.0,16522135.0,17053633.0,521799.0,15304525.0,1059507.0,2869763.0,2636299.0,2618064.0,1310053.0
2017-10-01,19984658.0,140013.0,2626365.0,1323908.0,2286037.0,-3860.0,2088905.0,20363997.0,17052168.0,17157027.0,16995481.0,484486.0,557804.0,73319.0,19932229.0,20037088.0,18789665.0,20259139.0,560261.0,537460.0,3206970.0,786600.0,104858.0,16725259.0,16830117.0,17385014.0,519991.0,15582694.0,1113510.0,2883361.0,2659361.0,2649166.0,1333321.0
2018-01-01,20266755.0,146597.0,2554339.0,1343786.0,2310840.0,-3170.0,2111138.0,20643376.0,17270306.0,17393903.0,17204659.0,490499.0,564900.0,74401.0,20204957.0,20328553.0,19011767.0,20519779.0,573435.0,443202.0,3249473.0,796028.0,123596.0,16955484.0,17079080.0,17655111.0,532689.0,15762294.0,1110850.0,2939413.0,2690267.0,2684573.0,1364586.0
2018-04-01,20525556.0,145723.0,2572696.0,1353672.0,2372926.0,-2965.0,2138662.0,20884383.0,17478480.0,17589192.0,17407174.0,497237.0,572906.0,75670.0,20470200.0,20580912.0,19248221.0,20773671.0,583623.0,434034.0,3295191.0,847554.0,110712.0,17175009.0,17285721.0,17829544.0,540463.0,15953030.0,1151025.0,2966080.0,2755125.0,2722285.0,1382691.0
2018-07-01,20779783.0,172041.0,2592189.0,1370314.0,2371399.0,-4450.0,2164554.0,21066974.0,17694642.0,17732536.0,17648330.0,501895.0,578650.0,76755.0,20760836.0,20798730.0,19455727.0,21029080.0,591235.0,427636.0,3334438.0,863691.0,37894.0,17426398.0,17464292.0,18082539.0,528213.0,16121289.0,1131935.0,2989012.0,2807955.0,2755788.0,1405762.0
2018-10-01,20927091.0,158881.0,2612326.0,1378959.0,2405504.0,-7781.0,2188953.0,21192559.0,17839695.0,17821248.0,17852608.0,506938.0,584753.0,77815.0,20936314.0,20917867.0,19637850.0,21211006.0,597605.0,423373.0,3371311.0,886132.0,-18447.0,17565003.0,17546557.0,18180764.0,544223.0,16266539.0,1160824.0,3010599.0,2904157.0,2786558.0,1422056.0
2019-01-01,21161429.0,170691.0,2661260.0,1411423.0,2416436.0,-13307.0,2224517.0,21403915.0,18085256.0,17985598.0,18152690.0,511546.0,590268.0,78722.0,21211258.0,21111600.0,19906915.0,21503573.0,603532.0,436743.0,3418317.0,883159.0,-99658.0,17792941.0,17693283.0,18285577.0,534604.0,16488598.0,1175474.0,3106072.0,2920484.0,2828049.0,1439274.0
