Date,Average of GDP and GDI,Business current transfer payments (net),Capital consumption allowances,"Contributions for government social insurance, domestic",Corporate profits with inventory valuation and capital consumption adjustments,Current surplus of government enterprises,Domestic business,Equals: Gross national product,Equals: National income,Equals: Net national product,Equals: Personal income,General government,Government,Government enterprises,Gross domestic income (GDI),Gross domestic product (GDP),Gross national factor income,Gross national income,Households and institutions,Less: Capital consumption adjustment,Less: Consumption of fixed capital,Less: Income payments to the rest of the world,Less: Statistical discrepancy,Net domestic income,Net domestic product,Net domestic purchases,Net interest and miscellaneous payments on assets,Net national factor income,Plus: Income receipts from the rest of the world,Plus: Personal current transfer receipts,Plus: Personal income receipts on assets,Private,Taxes on production and imports less subsidies
1965-01-01,718971.0,3502.0,55380.0,22888.0,85843.0,848.0,49384.0,723225.0,639973.0,637610.0,552984.0,24436.0,25883.0,1446.0,720152.0,717790.0,663978.0,725588.0,10348.0,5996.0,85615.0,2489.0,-2362.0,634537.0,632175.0,627664.0,18557.0,578363.0,7924.0,35032.0,66878.0,59732.0,57260.0
1965-04-01,731436.0,3504.0,56393.0,23196.0,88045.0,903.0,50334.0,735832.0,651176.0,648685.0,562564.0,24782.0,26258.0,1476.0,732681.0,730191.0,676547.0,738322.0,10554.0,6059.0,87146.0,2550.0,-2491.0,645535.0,643044.0,636357.0,18981.0,589401.0,8191.0,34640.0,68746.0,60888.0,57368.0
1965-07-01,747613.0,3486.0,57495.0,23552.0,89261.0,765.0,51379.0,754576.0,662383.0,665803.0,576868.0,25124.0,26629.0,1505.0,745903.0,749323.0,689378.0,751156.0,10765.0,6116.0,88773.0,2635.0,3420.0,657130.0,660550.0,655029.0,19533.0,600605.0,7888.0,38140.0,70469.0,62144.0,57528.0
1965-10-01,769658.0,3444.0,58684.0,24028.0,94005.0,635.0,52519.0,776644.0,681757.0,686153.0,590228.0,25458.0,26990.0,1532.0,767460.0,771857.0,709516.0,772247.0,10981.0,6165.0,90490.0,2734.0,4396.0,676970.0,681366.0,675616.0,19505.0,619026.0,7521.0,36900.0,71840.0,63500.0,58652.0
1966-01-01,792532.0,3419.0,59978.0,30376.0,97376.0,582.0,53753.0,800732.0,702017.0,708422.0,602901.0,25784.0,27354.0,1570.0,789329.0,795734.0,732525.0,794327.0,11203.0,6225.0,92310.0,2801.0,6405.0,697019.0,703424.0,699057.0,20671.0,640215.0,7799.0,37844.0,73265.0,64956.0,57801.0
1966-04-01,803033.0,3379.0,61246.0,30840.0,96371.0,453.0,55000.0,810033.0,711801.0,715695.0,612809.0,26302.0,27914.0,1612.0,801086.0,804981.0,743408.0,806139.0,11424.0,6246.0,94338.0,2884.0,3895.0,706748.0,710643.0,706011.0,21327.0,649071.0,7936.0,37880.0,74397.0,66424.0,58899.0
1966-07-01,817017.0,3365.0,62500.0,31924.0,94828.0,204.0,56261.0,824605.0,723075.0,728317.0,626019.0,26741.0,28384.0,1643.0,814396.0,819638.0,756110.0,819363.0,11643.0,6239.0,96288.0,3103.0,5242.0,718108.0,723350.0,720664.0,22141.0,659822.0,8070.0,39600.0,75492.0,67904.0,59684.0
1966-10-01,830903.0,3401.0,63736.0,32204.0,95912.0,312.0,57534.0,838565.0,735467.0,740265.0,639626.0,27226.0,28904.0,1678.0,828503.0,833302.0,769389.0,833766.0,11862.0,6202.0,98300.0,3217.0,4798.0,730204.0,735002.0,731237.0,23201.0,671089.0,8480.0,43144.0,76710.0,69396.0,60664.0
1967-01-01,840484.0,3468.0,64980.0,33632.0,93326.0,263.0,58820.0,849391.0,741750.0,749123.0,650497.0,27653.0,29368.0,1715.0,836797.0,844170.0,776714.0,842018.0,12080.0,6160.0,100268.0,3232.0,7373.0,736529.0,743902.0,739448.0,23957.0,676446.0,8453.0,46084.0,78883.0,70900.0,61572.0
1967-04-01,847332.0,3567.0,66227.0,34580.0,92153.0,369.0,60159.0,854063.0,748411.0,751713.0,657638.0,28129.0,29878.0,1749.0,845681.0,848983.0,783864.0,850761.0,12313.0,6068.0,102350.0,3239.0,3302.0,743331.0,746633.0,742413.0,24843.0,681514.0,8319.0,47224.0,80476.0,72472.0,62960.0
1967-07-01,863998.0,3689.0,67507.0,35240.0,93216.0,395.0,61550.0,870922.0,763832.0,766303.0,671585.0,28720.0,30507.0,1788.0,862763.0,865233.0,799306.0,868452.0,12562.0,5956.0,104619.0,3242.0,2470.0,758143.0,760614.0,757311.0,25244.0,694687.0,8931.0,48704.0,81894.0,74112.0,65062.0
1967-10-01,881292.0,3790.0,68827.0,36016.0,96768.0,84.0,62994.0,887023.0,779744.0,780039.0,683174.0,29333.0,31165.0,1832.0,881145.0,881439.0,815945.0,886729.0,12826.0,5832.0,106985.0,3442.0,294.0,774160.0,774455.0,772211.0,25657.0,708960.0,9026.0,50044.0,82611.0,75820.0,66910.0
1968-01-01,906758.0,3912.0,70127.0,37588.0,98123.0,459.0,64490.0,915204.0,800451.0,805708.0,702518.0,30013.0,31900.0,1887.0,904129.0,909387.0,836244.0,909946.0,13106.0,5636.0,109496.0,3699.0,5258.0,794634.0,799891.0,798838.0,25997.0,726748.0,9516.0,52424.0,85053.0,77596.0,69331.0
1968-04-01,930903.0,4127.0,71635.0,38424.0,102114.0,488.0,66078.0,940344.0,821517.0,828398.0,722353.0,30511.0,32437.0,1926.0,927463.0,934344.0,857627.0,933463.0,13431.0,5557.0,111946.0,3987.0,6881.0,815517.0,822398.0,820649.0,26327.0,745682.0,9987.0,55916.0,87621.0,79509.0,71220.0
1968-07-01,950051.0,4271.0,73288.0,39072.0,102643.0,497.0,67756.0,957077.0,840995.0,842544.0,741250.0,31005.0,32975.0,1970.0,949276.0,950825.0,877288.0,955528.0,13803.0,5532.0,114534.0,4137.0,1549.0,834743.0,836292.0,834641.0,27129.0,762754.0,10389.0,57340.0,89999.0,81558.0,73473.0
1968-10-01,968608.0,4418.0,75082.0,39696.0,104110.0,368.0,69524.0,974301.0,858006.0,856851.0,757524.0,31674.0,33706.0,2032.0,969185.0,968030.0,895763.0,975456.0,14220.0,5558.0,117450.0,4245.0,-1155.0,851735.0,850580.0,849635.0,28353.0,778312.0,10516.0,58696.0,92675.0,83744.0,74908.0
1969-01-01,991036.0,4716.0,77100.0,42908.0,103475.0,172.0,71384.0,999671.0,874604.0,879206.0,772358.0,32300.0,34398.0,2098.0,988736.0,993337.0,913932.0,995069.0,14683.0,5716.0,120465.0,4750.0,4601.0,868271.0,872872.0,872633.0,31377.0,793467.0,11084.0,60444.0,96207.0,86067.0,76249.0
1969-04-01,1008209.0,4827.0,78902.0,43692.0,100332.0,158.0,73254.0,1015181.0,890053.0,891675.0,790610.0,33007.0,35164.0,2157.0,1007398.0,1009020.0,930137.0,1013559.0,15089.0,5649.0,123506.0,5373.0,1622.0,883892.0,885514.0,884410.0,32183.0,806631.0,11534.0,61536.0,98650.0,88342.0,78437.0
1969-07-01,1029207.0,4837.0,80599.0,44624.0,97418.0,124.0,75133.0,1035904.0,908081.0,909579.0,811619.0,33531.0,35755.0,2224.0,1028459.0,1029956.0,948897.0,1034407.0,15438.0,5466.0,126325.0,6112.0,1497.0,902133.0,903631.0,902399.0,33305.0,822571.0,12060.0,62896.0,101498.0,90571.0,80549.0
1969-10-01,1038843.0,4812.0,82191.0,45284.0,92440.0,197.0,77022.0,1044164.0,916267.0,914875.0,826760.0,34232.0,36537.0,2305.0,1039539.0,1038147.0,958494.0,1045556.0,15730.0,5169.0,129289.0,6421.0,-1392.0,910250.0,908858.0,905709.0,34099.0,829204.0,12438.0,64340.0,105038.0,92752.0,82053.0
1970-01-01,1049132.0,4617.0,83679.0,45984.0,84663.0,-516.0,78920.0,1057487.0,921112.0,925249.0,841741.0,34980.0,37352.0,2372.0,1047063.0,1051200.0,965520.0,1053350.0,15966.0,4758.0,132239.0,6585.0,4137.0,914825.0,918962.0,915448.0,36167.0,833281.0,12872.0,66104.0,109170.0,94886.0,83730.0
1970-04-01,1064617.0,4463.0,85148.0,46260.0,88470.0,-1128.0,80828.0,1074012.0,933222.0,938740.0,860032.0,35742.0,38184.0,2442.0,1061858.0,1067375.0,979444.0,1068494.0,16261.0,4320.0,135272.0,6538.0,5517.0,926586.0,932103.0,926896.0,38543.0,844172.0,13175.0,76080.0,113054.0,97089.0,85715.0
1970-07-01,1082768.0,4225.0,86599.0,46712.0,88384.0,-1110.0,82744.0,1092643.0,947735.0,954316.0,874679.0,36453.0,38968.0,2514.0,1079478.0,1086059.0,995175.0,1086062.0,16616.0,3855.0,138327.0,6440.0,6580.0,941151.0,947732.0,943644.0,40933.0,856848.0,13024.0,76348.0,117512.0,99359.0,87772.0
1970-10-01,1086034.0,4123.0,88031.0,46480.0,83458.0,-1382.0,84668.0,1094672.0,948014.0,953161.0,883724.0,37218.0,39813.0,2595.0,1083461.0,1088608.0,997457.0,1089525.0,17030.0,3363.0,141511.0,6197.0,5147.0,941950.0,947097.0,944112.0,42379.0,855946.0,12261.0,80120.0,119974.0,101698.0,89327.0
1971-01-01,1128501.0,4132.0,88948.0,50468.0,96622.0,-1772.0,86601.0,1142570.0,984615.0,997924.0,903659.0,37875.0,40542.0,2667.0,1121847.0,1135156.0,1034013.0,1129261.0,17503.0,2347.0,144646.0,5871.0,13309.0,977201.0,990510.0,985940.0,43439.0,889367.0,13285.0,82024.0,122797.0,104104.0,92888.0
1971-04-01,1150132.0,4105.0,91095.0,51044.0,98739.0,-1246.0,88498.0,1164246.0,1004372.0,1016649.0,927064.0,38370.0,41118.0,2748.0,1143994.0,1156271.0,1054974.0,1151969.0,17981.0,2597.0,147597.0,6099.0,12277.0,996397.0,1008674.0,1009075.0,44324.0,907378.0,14074.0,89584.0,124210.0,106479.0,94135.0
1971-07-01,1171563.0,4154.0,93410.0,51308.0,101436.0,-1564.0,90360.0,1184935.0,1022350.0,1034575.0,941115.0,38711.0,41538.0,2827.0,1165451.0,1177675.0,1072959.0,1172711.0,18463.0,3051.0,150361.0,6692.0,12224.0,1015090.0,1027315.0,1027079.0,44410.0,922599.0,13952.0,89568.0,126103.0,108822.0,97162.0
1971-10-01,1190166.0,4241.0,95918.0,51884.0,105790.0,-1480.0,92185.0,1198025.0,1044664.0,1044926.0,959300.0,39036.0,41965.0,2929.0,1190035.0,1190297.0,1095915.0,1197763.0,18949.0,3733.0,153099.0,7005.0,262.0,1036936.0,1037198.0,1039118.0,44494.0,942816.0,14733.0,91256.0,127396.0,111134.0,99087.0
1972-01-01,1228121.0,4540.0,98642.0,58140.0,111517.0,-1388.0,93975.0,1238784.0,1077865.0,1082842.0,986539.0,39519.0,42528.0,3009.0,1225632.0,1230609.0,1132199.0,1233807.0,19439.0,4667.0,155942.0,7017.0,4977.0,1069690.0,1074667.0,1078201.0,45379.0,976257.0,15192.0,94348.0,130971.0,113414.0,98457.0
1972-04-01,1257721.0,4695.0,101198.0,58804.0,113410.0,-1040.0,95961.0,1274485.0,1098237.0,1115533.0,1004185.0,39924.0,42996.0,3071.0,1249073.0,1266369.0,1152951.0,1257189.0,19995.0,5237.0,158952.0,7630.0,17296.0,1090121.0,1107417.0,1111674.0,46639.0,993999.0,15746.0,94896.0,134142.0,115957.0,100583.0
1972-07-01,1286123.0,4873.0,103604.0,59492.0,118171.0,-897.0,98144.0,1299485.0,1127893.0,1136780.0,1030120.0,40802.0,43943.0,3141.0,1281679.0,1290566.0,1184934.0,1290598.0,20618.0,5460.0,162705.0,7765.0,8887.0,1118974.0,1127861.0,1130499.0,48906.0,1022229.0,16684.0,96040.0,138419.0,118762.0,101687.0
1972-10-01,1330165.0,5006.0,105875.0,60380.0,125749.0,-420.0,100523.0,1337927.0,1174015.0,1171493.0,1076989.0,41372.0,44603.0,3230.0,1331426.0,1328904.0,1231422.0,1340449.0,21308.0,5352.0,166434.0,8467.0,-2522.0,1164992.0,1162470.0,1165531.0,51109.0,1064988.0,17490.0,106396.0,142844.0,121831.0,104441.0
1973-01-01,1374155.0,5576.0,108023.0,73628.0,133496.0,-1356.0,103099.0,1388160.0,1211000.0,1217670.0,1095077.0,41993.0,45327.0,3333.0,1370820.0,1377490.0,1268613.0,1381490.0,22065.0,4924.0,170490.0,9611.0,6670.0,1200330.0,1207000.0,1208401.0,51583.0,1098123.0,20281.0,109056.0,146604.0,125163.0,108656.0
1973-04-01,1406699.0,5889.0,110425.0,74724.0,131249.0,-1757.0,106156.0,1425513.0,1235742.0,1250119.0,1124860.0,42924.0,46367.0,3443.0,1399511.0,1413887.0,1296522.0,1411136.0,22870.0,4268.0,175393.0,10796.0,14376.0,1224117.0,1238493.0,1236039.0,53380.0,1121129.0,22422.0,111452.0,151633.0,129026.0,110481.0
1973-07-01,1432598.0,5648.0,113087.0,76068.0,133029.0,-2175.0,109697.0,1447715.0,1263995.0,1266474.0,1152519.0,44263.0,47820.0,3557.0,1431358.0,1433838.0,1328083.0,1445235.0,23724.0,3390.0,181240.0,11356.0,2480.0,1250118.0,1252597.0,1246160.0,57278.0,1146842.0,25233.0,113296.0,158756.0,133421.0,113680.0
1973-10-01,1475761.0,5849.0,116010.0,77564.0,135784.0,-2544.0,113720.0,1490591.0,1301928.0,1302983.0,1190659.0,45586.0,49262.0,3677.0,1475234.0,1476289.0,1371089.0,1489537.0,24626.0,2290.0,187608.0,11926.0,1056.0,1287625.0,1288681.0,1279729.0,60503.0,1183481.0,26228.0,116468.0,164561.0,138346.0,115143.0
1974-01-01,1491177.0,6297.0,119207.0,83100.0,130297.0,-2460.0,118226.0,1508276.0,1313905.0,1313967.0,1206827.0,46646.0,50506.0,3860.0,1491146.0,1491209.0,1387127.0,1508214.0,25577.0,982.0,194309.0,12603.0,63.0,1296837.0,1296900.0,1290506.0,64936.0,1192818.0,29670.0,121876.0,170465.0,143802.0,117250.0
1974-04-01,1525211.0,6569.0,122380.0,84696.0,128925.0,-1892.0,123183.0,1546453.0,1334637.0,1344328.0,1232887.0,48274.0,52398.0,4124.0,1520365.0,1530056.0,1410910.0,1536762.0,26544.0,-803.0,202126.0,13931.0,9691.0,1318240.0,1327931.0,1330645.0,69813.0,1208784.0,30328.0,129888.0,177649.0,149727.0,121176.0
1974-07-01,1558241.0,6971.0,125534.0,86360.0,124284.0,-2461.0,128592.0,1575303.0,1360551.0,1364122.0,1269102.0,50585.0,55061.0,4476.0,1556456.0,1560026.0,1443340.0,1571732.0,27529.0,-3057.0,211181.0,15185.0,3570.0,1345275.0,1348845.0,1355817.0,73406.0,1232159.0,30462.0,137120.0,183872.0,156120.0,123882.0
1974-10-01,1591416.0,7311.0,128662.0,86568.0,119313.0,-2971.0,134452.0,1613018.0,1376536.0,1393061.0,1298456.0,52246.0,56975.0,4730.0,1583154.0,1599679.0,1468081.0,1596493.0,28530.0,-5789.0,219957.0,15481.0,16524.0,1363197.0,1379722.0,1379689.0,78481.0,1248124.0,28820.0,144292.0,190402.0,162982.0,124072.0
1975-01-01,1608420.0,8356.0,131813.0,87632.0,117750.0,-3694.0,140763.0,1627512.0,1383375.0,1398768.0,1318422.0,53505.0,58433.0,4928.0,1600724.0,1616116.0,1482857.0,1612120.0,29548.0,-8950.0,228744.0,15529.0,15392.0,1371979.0,1387372.0,1370891.0,82586.0,1254112.0,26925.0,155904.0,196373.0,170311.0,124601.0
1975-04-01,1644912.0,9097.0,134690.0,88020.0,128940.0,-3884.0,146146.0,1663509.0,1413848.0,1427731.0,1349955.0,54092.0,59142.0,5050.0,1637971.0,1651853.0,1515666.0,1649626.0,30489.0,-11456.0,235778.0,14873.0,13882.0,1402193.0,1416075.0,1394494.0,83052.0,1279888.0,26529.0,171544.0,198535.0,176635.0,128747.0
1975-07-01,1705318.0,9276.0,137360.0,89764.0,149763.0,-4272.0,150600.0,1722818.0,1471682.0,1480686.0,1386478.0,55023.0,60179.0,5156.0,1700816.0,1709820.0,1575174.0,1713814.0,31352.0,-13241.0,242132.0,15090.0,9005.0,1458684.0,1467688.0,1455645.0,84335.0,1333043.0,28088.0,174824.0,202473.0,181953.0,133635.0
1975-10-01,1754268.0,9415.0,139833.0,91824.0,158982.0,-4423.0,154126.0,1777797.0,1515281.0,1530407.0,1422706.0,55858.0,61126.0,5268.0,1746705.0,1761831.0,1621470.0,1762671.0,32139.0,-14293.0,247391.0,14588.0,15126.0,1499315.0,1514441.0,1500640.0,84668.0,1374080.0,30554.0,177640.0,206461.0,186265.0,136209.0
1976-01-01,1811144.0,9549.0,142042.0,98948.0,175111.0,-2422.0,156723.0,1836233.0,1565621.0,1584306.0,1456113.0,57005.0,62356.0,5351.0,1801802.0,1820487.0,1673883.0,1817548.0,32847.0,-14681.0,251926.0,15638.0,18685.0,1549875.0,1568560.0,1563910.0,84099.0,1421956.0,31384.0,181767.0,210548.0,189571.0,136538.0
1976-04-01,1841866.0,9394.0,145092.0,100432.0,173151.0,-2420.0,159950.0,1868977.0,1591347.0,1612278.0,1481236.0,57562.0,63029.0,5467.0,1831400.0,1852332.0,1701052.0,1848045.0,33719.0,-14859.0,256699.0,15609.0,20932.0,1574702.0,1595633.0,1596129.0,86616.0,1444353.0,32254.0,180031.0,217051.0,193669.0,140020.0
1976-07-01,1877876.0,9049.0,148913.0,102192.0,174747.0,-2310.0,163808.0,1903677.0,1623620.0,1640985.0,1518387.0,58582.0,64131.0,5549.0,1869193.0,1886558.0,1736948.0,1886312.0,34754.0,-14895.0,262692.0,15435.0,17364.0,1606501.0,1623866.0,1627939.0,88426.0,1474256.0,32554.0,186731.0,222765.0,198561.0,142625.0
1976-10-01,1921456.0,8550.0,153518.0,103764.0,174343.0,-2389.0,168295.0,1952150.0,1656929.0,1682562.0,1554856.0,59680.0,65342.0,5662.0,1908639.0,1934273.0,1774487.0,1926517.0,35952.0,-14777.0,269589.0,15383.0,25634.0,1639051.0,1664685.0,1671288.0,90449.0,1504899.0,33260.0,188819.0,229694.0,204247.0,145869.0
1977-01-01,1974777.0,8160.0,158955.0,109284.0,184122.0,-2613.0,173412.0,2009413.0,1704135.0,1731876.0,1588814.0,61038.0,66813.0,5775.0,1960906.0,1988648.0,1827110.0,1981672.0,37312.0,-14458.0,277537.0,15015.0,27742.0,1683369.0,1711111.0,1732190.0,97134.0,1549572.0,35780.0,190964.0,238817.0,210725.0,149016.0
1977-04-01,2045558.0,7823.0,164319.0,112088.0,204911.0,-2722.0,178698.0,2076658.0,1770298.0,1790998.0,1633021.0,62294.0,68184.0,5891.0,2035208.0,2055909.0,1898685.0,2055958.0,38778.0,-14378.0,285660.0,16204.0,20701.0,1749548.0,1770249.0,1791385.0,100997.0,1613025.0,36953.0,191420.0,246571.0,217476.0,152172.0
1977-07-01,2108171.0,8029.0,169660.0,114332.0,219642.0,-3216.0,184151.0,2139358.0,1824999.0,1845603.0,1677748.0,63201.0,69256.0,6055.0,2097868.0,2118473.0,1958825.0,2118754.0,40349.0,-14490.0,293756.0,17245.0,20605.0,1804113.0,1824718.0,1845297.0,105347.0,1665070.0,38130.0,196564.0,255435.0,224499.0,155116.0
1977-10-01,2159902.0,8312.0,174986.0,116672.0,214459.0,-3280.0,189771.0,2183039.0,1871938.0,1880674.0,1737356.0,64403.0,70568.0,6165.0,2155534.0,2164270.0,2015319.0,2174303.0,42025.0,-14786.0,302364.0,19168.0,8736.0,1853169.0,1861905.0,1891487.0,109280.0,1712954.0,37937.0,199340.0,265472.0,231796.0,153952.0
1978-01-01,2201365.0,9353.0,180222.0,123899.0,209938.0,-3203.0,195560.0,2224853.0,1910465.0,1913255.0,1778084.0,65945.0,72232.0,6287.0,2199970.0,2202760.0,2057682.0,2222063.0,43806.0,-15338.0,311598.0,20379.0,2789.0,1888372.0,1891162.0,1929843.0,110821.0,1746084.0,42472.0,203344.0,273314.0,239366.0,158232.0
1978-04-01,2320610.0,10035.0,186006.0,129025.0,239724.0,-2718.0,201861.0,2350382.0,2006335.0,2028383.0,1838230.0,68015.0,74506.0,6491.0,2309587.0,2331633.0,2156326.0,2328335.0,45632.0,-15855.0,321999.0,23835.0,22047.0,1987587.0,2009634.0,2032258.0,113737.0,1834327.0,42584.0,205128.0,281261.0,247493.0,164691.0
1978-07-01,2380455.0,10732.0,192255.0,133358.0,246225.0,-1381.0,208676.0,2415943.0,2054768.0,2083964.0,1892608.0,69101.0,75802.0,6701.0,2365857.0,2395053.0,2215972.0,2386747.0,47502.0,-16421.0,331980.0,25349.0,29196.0,2033878.0,2063074.0,2086834.0,115444.0,1883993.0,46239.0,213892.0,289750.0,256178.0,161423.0
1978-10-01,2457317.0,11380.0,198958.0,138759.0,258389.0,-2208.0,216004.0,2501540.0,2119073.0,2158338.0,1945960.0,70892.0,77783.0,6891.0,2437684.0,2476949.0,2289602.0,2462275.0,49416.0,-17045.0,343202.0,29121.0,39265.0,2094482.0,2133747.0,2150147.0,119393.0,1946399.0,53712.0,217196.0,298905.0,265419.0,163502.0
1979-01-01,2514221.0,12283.0,206373.0,145963.0,250028.0,-2290.0,223845.0,2552290.0,2172732.0,2197511.0,2005182.0,72474.0,79560.0,7087.0,2501832.0,2526610.0,2349429.0,2527511.0,51374.0,-17471.0,354779.0,31938.0,24778.0,2147053.0,2171831.0,2189990.0,124782.0,1994650.0,57618.0,222723.0,308581.0,275218.0,168089.0
1979-04-01,2570737.0,12699.0,213137.0,150316.0,252438.0,-2439.0,231989.0,2620698.0,2212452.0,2253473.0,2045197.0,74539.0,81882.0,7343.0,2550227.0,2591247.0,2399700.0,2579677.0,53354.0,-18852.0,367225.0,34655.0,41020.0,2183002.0,2224022.0,2246211.0,130482.0,2032475.0,64106.0,227387.0,318571.0,285343.0,169717.0
1979-07-01,2638350.0,12958.0,219521.0,155360.0,250288.0,-2597.0,240437.0,2703659.0,2264919.0,2323351.0,2110875.0,76877.0,84515.0,7638.0,2609135.0,2667565.0,2462096.0,2645228.0,55356.0,-20917.0,380308.0,37319.0,58431.0,2228826.0,2287257.0,2310286.0,138680.0,2081788.0,73413.0,242991.0,330425.0,295793.0,172770.0
1979-10-01,2696003.0,13069.0,225541.0,159357.0,244109.0,-3469.0,249189.0,2760381.0,2311411.0,2367172.0,2169580.0,78700.0,86640.0,7940.0,2668123.0,2723883.0,2519316.0,2704620.0,57380.0,-23648.0,393209.0,41649.0,55761.0,2274914.0,2330674.0,2357476.0,153171.0,2126107.0,78147.0,249135.0,350975.0,306569.0,175704.0
1980-01-01,2755946.0,13159.0,230630.0,161928.0,237401.0,-3554.0,258244.0,2827831.0,2353289.0,2421082.0,2233200.0,80853.0,89079.0,8226.0,2722050.0,2789842.0,2570120.0,2760038.0,59426.0,-27615.0,406750.0,45585.0,67792.0,2315301.0,2383093.0,2418896.0,169018.0,2163370.0,83574.0,259405.0,378772.0,317670.0,180313.0
1980-04-01,2769519.0,13392.0,238992.0,162902.0,206769.0,-4186.0,267681.0,2833163.0,2356528.0,2412195.0,2270768.0,83411.0,91936.0,8525.0,2741686.0,2797352.0,2581018.0,2777496.0,61351.0,-28690.0,420968.0,43812.0,55666.0,2320718.0,2376384.0,2391596.0,176706.0,2160050.0,79623.0,264553.0,392542.0,329033.0,187272.0
1980-07-01,2840116.0,13709.0,250031.0,166951.0,214074.0,-4518.0,277501.0,2890897.0,2422799.0,2455534.0,2349230.0,85819.0,94706.0,8887.0,2823750.0,2856483.0,2654749.0,2858162.0,63156.0,-27470.0,435363.0,40455.0,32733.0,2388387.0,2421120.0,2415649.0,183446.0,2219386.0,74869.0,296565.0,397749.0,340656.0,194222.0
1980-10-01,2975110.0,15728.0,263716.0,172971.0,234259.0,-5668.0,287702.0,3014083.0,2542552.0,2563446.0,2444643.0,88884.0,98096.0,9212.0,2964663.0,2985557.0,2782816.0,2993189.0,64839.0,-23986.0,450637.0,49776.0,20894.0,2514026.0,2534920.0,2541602.0,202128.0,2332179.0,78302.0,299989.0,421833.0,352541.0,200313.0
1981-01-01,3094553.0,16441.0,280910.0,189856.0,243132.0,-6143.0,298285.0,3155609.0,2630760.0,2690067.0,2507965.0,91340.0,100855.0,9515.0,3064900.0,3124206.0,2865718.0,3096302.0,66402.0,-17376.0,465542.0,54337.0,59306.0,2599358.0,2658664.0,2672922.0,205256.0,2400176.0,85740.0,306475.0,439559.0,364687.0,220286.0
1981-04-01,3144824.0,16560.0,295539.0,193587.0,239325.0,-4136.0,308590.0,3192545.0,2676696.0,2712113.0,2558139.0,94186.0,103989.0,9803.0,3127116.0,3162532.0,2919912.0,3157127.0,67852.0,-13051.0,480431.0,59733.0,35416.0,2646684.0,2682100.0,2695608.0,225703.0,2439480.0,89746.0,309935.0,467339.0,376443.0,224792.0
1981-07-01,3246229.0,17106.0,308469.0,198362.0,256094.0,-4638.0,318616.0,3293303.0,2770024.0,2798786.0,2657007.0,96598.0,106710.0,10112.0,3231849.0,3260609.0,3025727.0,3264541.0,69191.0,-10148.0,494517.0,63214.0,28761.0,2737331.0,2766092.0,2773653.0,254660.0,2531210.0,95908.0,328471.0,506442.0,387808.0,226346.0
1981-10-01,3267151.0,17548.0,319691.0,200999.0,245026.0,-3952.0,328364.0,3318447.0,2782684.0,2810022.0,2689677.0,99346.0,109643.0,10297.0,3253483.0,3280818.0,3052253.0,3291110.0,70419.0,-8673.0,508426.0,59073.0,27335.0,2745057.0,2772393.0,2787143.0,261561.0,2543828.0,96702.0,331055.0,522380.0,398783.0,225260.0
1982-01-01,3273215.0,18641.0,328380.0,206006.0,219839.0,-3438.0,337833.0,3310294.0,2786195.0,2788367.0,2724699.0,102104.0,112559.0,10455.0,3272128.0,3274302.0,3069513.0,3308121.0,71534.0,-9453.0,521926.0,62332.0,2174.0,2750201.0,2752375.0,2768652.0,274343.0,2547587.0,98324.0,336297.0,541003.0,409367.0,223405.0
1982-04-01,3329349.0,19152.0,338072.0,208041.0,234129.0,-3349.0,345495.0,3372900.0,2833779.0,2839022.0,2769538.0,105134.0,115866.0,10732.0,3326727.0,3331972.0,3127196.0,3367657.0,72516.0,-7423.0,533877.0,66255.0,5244.0,2792850.0,2798094.0,2802481.0,284333.0,2593318.0,107183.0,345529.0,557195.0,418011.0,224658.0
1982-07-01,3363577.0,19522.0,347971.0,210318.0,231535.0,-3497.0,351351.0,3401349.0,2853112.0,2858600.0,2810495.0,107047.0,118035.0,10988.0,3360833.0,3366322.0,3151100.0,3395861.0,73363.0,-3380.0,542749.0,66423.0,5489.0,2818084.0,2823573.0,2853221.0,276983.0,2608351.0,101450.0,362145.0,558834.0,424714.0,228737.0
1982-10-01,3391715.0,19954.0,358145.0,211211.0,225521.0,-3385.0,355400.0,3436654.0,2865663.0,2887353.0,2853110.0,108711.0,119825.0,11114.0,3380870.0,3402561.0,3171530.0,3414964.0,74076.0,2744.0,549301.0,62923.0,21690.0,2831570.0,2853260.0,2882847.0,272778.0,2622229.0,97016.0,377889.0,562502.0,429476.0,226864.0
1983-01-01,3458119.0,20301.0,369024.0,218918.0,242393.0,-2587.0,357643.0,3507464.0,2924568.0,2955156.0,2893144.0,108761.0,120010.0,11249.0,3442826.0,3473413.0,3228398.0,3476875.0,74654.0,11381.0,552307.0,59753.0,30587.0,2890518.0,2921105.0,2945653.0,277448.0,2676091.0,93804.0,380734.0,575079.0,432297.0,230764.0
1983-04-01,3552743.0,20905.0,379878.0,222948.0,272625.0,-2075.0,360592.0,3615589.0,3004298.0,3056508.0,2943387.0,111684.0,123060.0,11376.0,3526639.0,3578848.0,3304895.0,3563380.0,75429.0,19286.0,559081.0,62051.0,52209.0,2967557.0,3019767.0,3065201.0,279512.0,2745813.0,98792.0,386910.0,585750.0,436021.0,239655.0
