Date,Aircraft,Amusement and recreation,Commercial,Conservation and development,Educational,Electronics,Equipment,Federal,Government enterprise gross fixed investment,Gross government fixed investment,Health care,Highways and streets,Industrial,Intellectual property products,Military facilities,Missiles,National defense,Net purchases of used structures,New,Nondefense,Office,Other,Other equipment,Power,Public safety,Research and development,Residential,Sewer systems,Ships,Software,State and local,Structures,Transportation,Vehicles,Water systems
1929-01-01,,20.5,8.0,43.5,196.5,,99.66666666666667,94.6,531.0,2903.0,51.5,654.0,0.0,31.0,24.0,,27.5,27.333333333333332,831.0,88.5,26.5,1.5,,106.0,12.0,20.666666666666668,0.0,131.0,,,1173.2,1024.6666666666667,36.0,,126.0
1930-01-01,,20.5,7.0,73.5,183.5,,89.33333333333333,129.6,634.0,3255.0,59.5,762.0,0.0,40.0,37.0,,43.5,22.0,955.6666666666666,114.5,25.0,1.5,,108.0,11.5,26.666666666666668,0.0,147.0,,,1298.8,1180.0,35.5,,201.0
1931-01-01,,25.5,9.0,88.0,144.0,,98.33333333333333,167.4,620.0,3087.0,55.0,682.5,0.0,47.0,51.0,,55.0,19.666666666666668,890.3333333333334,148.0,29.5,1.5,,143.0,13.0,31.333333333333332,0.0,118.0,,,1191.0,1105.6666666666667,44.0,,156.0
1932-01-01,,16.0,5.0,106.5,65.0,,84.0,195.8,420.0,2262.0,39.5,489.5,0.0,57.5,43.0,,51.0,17.0,624.0,181.5,16.0,1.5,,94.0,7.0,38.333333333333336,0.0,71.0,,,793.0,771.6666666666666,27.0,,87.0
1933-01-01,,9.5,3.0,172.5,27.5,,82.0,278.2,271.0,2030.0,24.0,435.0,2.0,52.5,45.0,,60.0,14.666666666666666,553.0,278.0,10.5,1.0,,51.0,4.0,35.0,0.0,46.0,,,588.0,650.0,18.0,,50.0
1934-01-01,,15.0,4.0,226.5,77.0,,112.66666666666667,354.2,385.0,2671.0,26.5,509.0,11.0,46.0,60.0,,69.5,13.0,741.0,366.5,22.0,1.5,,67.0,9.5,30.666666666666668,0.5,105.0,,,791.6,875.3333333333334,31.0,,71.0
1935-01-01,,16.0,5.0,289.0,80.5,,164.0,494.2,408.0,2852.0,21.0,444.0,2.0,45.5,46.0,,63.0,16.0,747.0,545.0,19.0,1.5,,86.0,7.5,30.333333333333332,4.5,104.0,,,728.2,892.0,32.5,,74.0
1936-01-01,,37.0,13.0,280.0,187.0,,143.0,526.6,837.0,4230.0,38.0,703.5,4.0,51.5,35.0,,145.0,64.66666666666667,1174.6666666666667,501.5,37.5,3.0,,235.0,16.5,34.333333333333336,32.0,237.0,,,1332.8,1511.6666666666667,67.5,,112.0
1937-01-01,,27.0,9.0,264.0,130.0,,163.33333333333334,528.6,717.0,3899.0,37.5,637.0,2.0,53.5,46.0,,176.5,72.66666666666667,1037.0,472.5,30.0,2.5,,174.0,13.0,35.666666666666664,49.0,216.0,,,1174.2,1339.3333333333333,53.0,,102.0
1938-01-01,,33.0,11.0,238.5,159.0,,185.33333333333334,521.6,818.0,4290.0,49.5,734.5,12.0,59.0,78.0,,173.0,69.66666666666667,1146.0,468.5,36.0,5.0,,204.0,16.0,39.333333333333336,18.5,243.0,,,1358.4,1478.3333333333333,59.0,,120.0
1939-01-01,,42.0,15.0,242.0,238.0,,199.0,481.2,933.0,4590.0,65.0,715.5,23.0,63.0,160.0,,177.5,18.666666666666668,1281.6666666666667,412.5,56.0,8.0,,202.0,25.0,42.0,30.0,251.0,,,1541.4,1600.0,74.5,,128.0
1940-01-01,,30.5,10.0,195.5,125.0,,200.0,663.6,913.0,4435.0,26.0,659.0,164.0,68.5,496.0,,418.5,-4.333333333333333,1246.6666666666667,400.0,47.0,9.5,,148.0,27.5,45.666666666666664,92.5,190.0,,,1292.6,1536.3333333333333,54.0,,154.0
1941-01-01,,23.0,7.0,187.0,126.0,,1426.6666666666667,3423.2,811.0,10796.0,20.0,543.5,1280.0,162.0,2090.0,,3704.5,6.333333333333333,2077.3333333333335,554.0,32.0,8.5,,127.0,21.0,108.0,212.5,122.0,,,1057.4,2334.3333333333335,40.5,,134.0
1942-01-01,,11.5,3.0,140.0,99.5,,5784.666666666667,11167.4,1514.0,28986.0,16.5,376.5,3437.0,254.0,6479.0,,13182.5,-8.666666666666666,4047.6666666666665,522.0,17.0,6.0,,69.0,12.5,169.33333333333334,274.5,78.0,,,729.8,4212.666666666667,21.0,,93.0
1943-01-01,,7.5,2.0,137.0,64.0,,11233.666666666666,15945.4,1988.0,39892.0,20.0,225.5,1870.0,466.5,3290.0,,19041.5,-33.0,2365.3333333333335,450.5,16.0,3.5,,31.0,12.0,311.0,384.5,36.0,,,409.0,2415.3333333333335,14.0,,67.0
1944-01-01,,5.5,2.0,70.5,34.5,,11551.0,15233.4,1504.0,38151.0,25.0,173.5,1230.0,776.5,1077.0,,18378.0,-15.333333333333334,1108.0,327.5,10.0,1.5,,28.0,7.0,517.6666666666666,110.0,25.0,,,327.8,1149.3333333333333,11.5,,49.0
1945-01-01,,5.5,2.0,66.0,39.0,,7086.666666666667,9789.2,256.0,25309.0,32.5,173.0,755.0,765.0,879.0,,11994.5,-17.0,864.3333333333334,234.0,9.0,2.5,,31.0,6.5,510.0,68.5,33.0,,,385.2,924.6666666666666,11.0,,51.0
1946-01-01,,8.5,3.0,100.0,72.0,,550.3333333333334,1241.4,507.0,4708.0,38.0,383.0,113.0,703.5,241.0,,1371.0,-200.0,763.0,168.5,12.0,3.5,,57.0,9.0,469.0,184.5,100.0,,,743.2,719.0,17.0,,97.0
1947-01-01,,31.0,8.0,136.5,135.5,,447.0,1131.8,919.0,5686.0,54.0,669.5,112.0,694.5,251.0,,1078.0,-120.66666666666667,1128.6666666666667,320.0,39.0,16.0,,132.0,36.0,463.0,96.5,191.0,,,1326.4,1291.6666666666667,51.0,,163.0
1948-01-01,,46.5,10.0,198.5,333.5,,780.0,1784.8,1157.0,8482.0,148.0,836.0,196.0,797.0,241.0,,1624.0,-52.666666666666664,1598.0,582.0,65.0,9.0,,77.5,31.5,531.3333333333334,76.5,310.0,,,1839.0,1901.3333333333333,74.5,,235.0
1949-01-01,,64.5,30.0,207.5,499.0,,1121.3333333333333,2402.4,1571.0,11315.0,315.0,1015.0,177.0,861.5,202.0,,2134.0,1.3333333333333333,2112.6666666666665,824.5,112.0,20.0,,94.0,43.5,574.3333333333334,168.5,364.0,,,2438.0,2600.0,95.5,,265.0
1950-01-01,,67.0,32.5,213.5,602.0,,933.3333333333334,2263.0,1700.0,11455.0,331.0,1079.0,224.0,941.5,239.0,,1832.0,26.666666666666668,2291.0,933.5,122.5,19.5,,88.0,51.5,627.6666666666666,163.0,395.0,,,2659.4,2824.3333333333335,100.0,,276.0
1951-01-01,,68.5,23.5,280.0,792.5,,2722.0,5067.4,2092.0,19582.0,292.0,1190.0,974.0,1051.5,1024.0,,5324.5,47.333333333333336,3128.0,947.5,113.0,22.0,,85.5,45.5,701.0,279.5,439.0,,,3183.8,3801.6666666666665,105.5,,350.0
1952-01-01,,61.5,19.0,296.0,841.5,,3824.3333333333335,6958.6,2225.0,24621.0,265.5,1346.0,1684.0,1188.0,1569.0,,7627.0,43.333333333333336,3658.0,984.5,96.0,19.0,,72.5,36.5,792.0,312.5,446.0,,,3335.0,4332.333333333333,93.5,,355.0
1953-01-01,,72.5,24.5,298.0,895.5,,4182.0,7516.6,2197.0,26666.0,197.0,1511.0,1771.0,1342.0,1515.0,,8471.0,57.0,3829.0,864.5,121.5,21.0,,83.5,45.0,894.6666666666666,269.0,537.0,,,3589.4,4544.333333333333,112.0,,363.0
1954-01-01,,80.0,25.0,264.5,1104.5,,3471.3333333333335,6475.0,2148.0,25396.0,184.5,1850.0,1506.0,1521.0,1212.0,,7312.5,56.666666666666664,3980.3333333333335,739.0,141.5,15.5,,98.5,54.5,1014.0,166.5,586.0,,,4113.0,4696.333333333333,126.0,,414.0
1955-01-01,,84.5,20.0,246.5,1256.5,,2973.6666666666665,5710.6,2218.0,24358.0,171.0,1915.0,721.0,1793.0,1521.0,,6487.5,13.666666666666666,3989.6666666666665,619.0,153.0,20.0,,107.0,63.5,1195.3333333333333,133.5,635.0,,,4476.2,4689.666666666667,141.5,,470.0
