Date,Change in private inventories,Clothing and footwear,Computers and peripheral equipment,Consumption expenditures,Durable goods,"Entertainment, literary, and artistic originals",Equipment,Exports,Farm,Federal,Final consumption expenditures of nonprofit institutions serving households (NPISHs),Financial services and insurance,Fixed investment,Food and beverages purchased for off-premises consumption,Food services and accommodations,Furnishings and durable household equipment,Gasoline and other energy goods,Goods,Government consumption expenditures and gross investment,Gross investment,Gross output of nonprofit institutions,Gross private domestic investment,Health care,Household consumption expenditures (for services),Housing and utilities,Imports,Industrial equipment,Information processing equipment,Intellectual property products,Less: Receipts from sales of goods and services by nonprofit institutions,Motor vehicles and parts,National defense,Net exports of goods and services,Nondefense,Nondurable goods,Nonfarm,Nonresidential,Other,Other durable goods,Other equipment,Other nondurable goods,Other services,Personal consumption expenditures,Recreation services,Recreational goods and vehicles,Research and development,Residential,Services,Software,State and local,Structures,Transportation equipment,Transportation services
1999-04-01,-1.73,0.1,0.47,0.04000000000000001,1.66,-0.01,1.01,0.5,0.11,-0.03,0.05,0.49,1.76,0.22,0.1,0.19,0.12,0.42333333333333334,0.27,0.049999999999999996,0.13,0.03,0.14,1.73,0.46,-1.42,0.09,0.76,0.57,0.08,1.01,-0.03,-0.92,0.0,0.57,-1.84,1.46,0.29,0.06,-0.08,0.12,0.27,4.01,0.16,0.41,0.18,0.3,0.6066666666666667,0.4,0.3,-0.12,0.24,0.12
1999-07-01,0.38,0.08,0.18,0.19666666666666666,0.86,0.05,0.99,1.24,-0.43,0.41,0.05,0.48,1.76,0.19,0.06,0.26,-0.09,0.10333333333333335,0.88,0.09333333333333334,0.18,2.15,0.29,1.81,0.49,-1.85,0.08,0.42,0.62,0.13,0.05,0.39,-0.61,0.02,0.28,0.81,1.62,0.24,0.13,0.06,0.09,0.05,2.99,0.21,0.43,0.25,0.15,0.6933333333333334,0.32,0.47,0.0,0.43,0.22
1999-10-01,1.72,0.03,-0.05,0.22333333333333336,0.44,0.03,-0.19,0.9,0.26,0.53,0.08,0.74,0.41,0.34,0.37,0.25,0.02,0.4633333333333334,1.14,0.15666666666666665,0.25,2.13,0.34,2.16,0.0,-1.35,0.01,-0.06,0.32,0.18,-0.43,0.36,-0.45,0.17,1.22,1.46,0.26,-0.02,0.22,0.11,0.83,0.48,3.91,0.11,0.4,0.09,0.15,0.6866666666666666,0.2,0.61,0.14,-0.25,0.12
2000-01-01,-2.73,0.18,0.21,-0.19666666666666666,1.96,0.05,1.32,0.6,-0.56,-0.85,0.2,1.11,2.17,-0.2,0.26,0.2,-0.26,0.08333333333333333,-0.51,0.03,0.2,-0.56,0.21,2.36,0.23,-2.07,0.28,0.93,0.5,0.01,1.2,-0.83,-1.46,-0.02,-0.53,-2.17,2.07,0.72,0.02,0.15,-0.24,0.42,3.99,-0.01,0.54,0.25,0.1,0.7566666666666667,0.2,0.34,0.26,-0.05,0.14
2000-04-01,2.95,0.24,0.43,0.32666666666666666,-0.67,0.05,1.12,1.31,0.91,0.79,0.03,0.07,1.74,0.33,0.14,0.16,0.12,0.013333333333333345,0.73,-0.08333333333333333,0.23,4.69,0.47,1.98,0.63,-1.78,0.17,0.74,0.2,0.2,-1.08,0.58,-0.47,0.21,1.2,2.04,1.84,0.31,0.14,0.13,0.51,0.46,2.54,0.09,0.12,0.02,-0.1,0.6766666666666666,0.13,-0.06,0.52,0.08,0.12
2000-07-01,-1.11,0.12,0.14,-0.07666666666666667,0.59,0.0,0.09,1.03,-0.3,-0.47,0.23,0.12,0.32,0.04,0.06,0.11,0.02,0.14666666666666664,-0.3,-0.023333333333333334,0.27,-0.79,0.24,1.29,0.41,-2.06,0.12,0.3,0.09,0.03,0.25,-0.4,-1.02,-0.07,0.4,-0.81,0.62,0.16,0.02,-0.09,0.22,0.38,2.52,0.01,0.22,0.15,-0.3,0.35333333333333333,-0.06,0.17,0.44,-0.24,0.07
2000-10-01,-0.04,0.09,0.07,0.07,0.25,-0.02,-0.08,-0.43,0.32,0.07,0.19,0.08,0.21,0.22,-0.05,0.05,-0.06,0.07999999999999999,0.44,0.08,0.31,0.17,0.38,1.29,0.76,-0.09,-0.09,0.34,0.23,0.12,0.04,0.15,-0.51,-0.07,0.58,-0.37,0.2,0.27,-0.03,0.0,0.33,0.12,2.31,-0.02,0.19,0.07,0.02,0.5166666666666667,0.18,0.37,0.05,-0.33,0.03
2001-01-01,-3.12,-0.17,0.15,0.3,0.58,-0.04,-0.26,-0.53,-0.02,0.54,0.04,-0.4,-0.48,-0.06,0.12,0.12,0.02,0.20000000000000004,1.12,0.07333333333333333,0.28,-3.6,0.52,0.68,0.24,0.75,0.02,-0.13,0.06,0.23,0.38,0.21,0.23,0.33,-0.36,-3.09,-0.56,-0.28,-0.06,0.08,-0.14,0.11,0.94,0.08,0.13,0.03,0.08,0.18999999999999997,0.07,0.58,-0.36,-0.23,0.01
2001-04-01,1.06,0.07,-0.23,0.19999999999999998,-0.03,-0.03,-1.2,-1.22,-0.33,0.36,0.15,-0.26,-0.91,0.15,-0.16,0.07,-0.11,0.29666666666666663,1.26,0.22333333333333336,0.27,0.15,0.42,0.12,-0.06,1.81,-0.44,-0.62,-0.08,0.12,-0.24,0.17,0.59,0.19,0.28,1.38,-1.2,-0.39,-0.1,-0.15,0.17,0.34,0.52,-0.1,0.24,0.07,0.29,0.07333333333333335,-0.12,0.9,0.08,0.01,-0.06
2001-07-01,-1.03,-0.01,-0.23,0.17333333333333334,0.39,0.0,-0.7,-2.04,0.16,0.15,0.12,-0.3,-0.54,-0.06,-0.09,0.08,0.11,-0.023333333333333355,-0.08,-0.20333333333333334,0.34,-1.57,0.55,0.11,0.19,1.19,-0.24,-0.38,-0.06,0.22,0.16,0.1,-0.85,0.04,0.27,-1.19,-0.66,-0.14,-0.03,0.09,0.23,0.04,0.9,-0.06,0.18,-0.04,0.12,0.043333333333333335,-0.02,-0.22,0.1,-0.17,-0.22
2001-10-01,-1.89,0.18,0.18,0.15333333333333335,2.88,0.01,-0.08,-1.31,-0.19,0.3,0.15,0.14,-1.69,0.05,-0.03,0.24,0.0,1.02,1.21,0.25333333333333335,0.37,-3.57,0.61,0.74,-0.05,0.51,-0.16,0.05,-0.23,0.22,2.09,0.23,-0.81,0.07,0.5,-1.7,-1.56,-0.13,0.12,-0.15,0.27,0.27,4.27,-0.01,0.42,-0.07,-0.13,0.13333333333333333,-0.18,0.92,-1.24,0.17,-0.2
2002-01-01,2.77,0.12,0.16,0.3233333333333333,-0.42,0.06,-0.56,0.77,0.22,0.84,0.13,-0.06,-0.6,-0.07,0.25,0.26,-0.02,-0.3,1.3,0.11333333333333333,0.45,2.17,0.75,0.62,-0.24,-1.43,0.04,-0.11,-0.06,0.32,-1.09,0.55,-0.67,0.3,0.25,2.55,-1.24,-0.27,0.11,-0.07,0.22,-0.18,0.58,0.06,0.31,-0.15,0.64,0.2733333333333333,0.04,0.46,-0.62,-0.42,0.04
2002-04-01,1.29,0.0,-0.06,0.16333333333333333,0.22,0.02,-0.1,1.06,-0.4,0.51,0.2,0.0,-0.06,0.04,0.11,0.07,0.06,-0.2533333333333334,0.57,0.03,0.44,1.22,0.57,0.88,0.29,-1.72,-0.14,-0.04,0.15,0.24,-0.06,0.27,-0.66,0.24,0.04,1.69,-0.56,0.02,0.08,0.17,-0.07,-0.02,1.34,0.01,0.13,0.01,0.49,0.47666666666666674,0.12,0.06,-0.61,-0.1,-0.09
2002-07-01,0.06,-0.06,0.14,0.04,1.07,0.04,0.24,0.11,0.21,0.26,0.3,0.08,-0.1,0.09,0.02,-0.01,0.0,0.16,0.39,0.09000000000000001,0.36,-0.04,0.32,0.4,0.16,-0.68,0.06,0.29,0.1,0.06,0.93,0.12,-0.57,0.14,0.09,-0.16,-0.16,0.16,0.03,-0.01,0.07,-0.2,1.86,0.02,0.11,-0.05,0.06,0.26999999999999996,0.11,0.12,-0.5,-0.1,-0.01
2002-10-01,0.26,0.31,-0.05,0.10666666666666665,-0.33,0.03,-0.46,-0.55,0.05,0.47,0.18,0.06,-0.3,0.18,-0.01,0.14,-0.03,-0.2833333333333333,0.56,0.08333333333333333,0.14,-0.04,0.23,0.93,0.26,-0.95,-0.03,-0.16,-0.07,-0.04,-0.74,0.35,-1.5,0.12,0.7,0.21,-0.66,-0.11,0.08,-0.01,0.24,0.27,1.48,0.11,0.18,0.1,0.37,0.2733333333333334,-0.2,0.09,-0.13,-0.27,0.01
2003-01-01,-0.03,-0.03,0.12,0.023333333333333345,0.03,0.06,0.07,-0.12,0.16,0.33,0.04,-0.1,0.62,0.17,0.14,-0.03,-0.07,0.2966666666666667,0.07,0.0,0.08,0.59,0.23,0.76,0.08,0.26,-0.02,0.32,0.22,0.04,-0.1,0.3,0.15,0.03,0.48,-0.19,0.23,0.2,0.01,0.13,0.42,0.37,1.32,-0.02,0.15,0.03,0.39,0.19000000000000003,0.13,-0.26,-0.06,-0.36,0.06
2003-04-01,-1.17,0.26,0.06,0.23666666666666666,1.58,0.07,0.9,0.06,-0.12,0.99,0.16,0.05,1.66,-0.03,0.33,0.35,0.02,0.3066666666666667,0.72,0.003333333333333336,0.14,0.49,0.19,0.88,0.15,-0.77,0.2,0.24,0.14,-0.02,0.58,0.84,-0.71,0.15,0.48,-1.05,1.31,0.19,0.2,0.06,0.22,0.09,3.1,0.14,0.45,0.0,0.34,0.48666666666666664,0.07,-0.27,0.27,0.39,-0.07
2003-07-01,0.3,0.22,0.18,-0.05000000000000001,1.58,0.01,0.78,0.98,0.05,0.0,0.05,0.03,2.29,0.32,0.29,0.34,0.1,0.9900000000000001,0.19,0.11333333333333333,0.08,2.6,0.29,1.14,0.1,-0.82,-0.12,0.69,0.3,0.03,0.44,-0.08,0.16,0.09,1.1,0.26,1.04,0.51,0.2,0.25,0.46,0.08,3.87,0.19,0.6,-0.05,1.25,0.35333333333333333,0.34,0.19,-0.03,-0.04,0.17
2003-10-01,1.16,0.02,0.2,0.1366666666666667,0.52,0.0,0.42,1.62,-0.07,0.54,-0.02,-0.03,1.3,-0.04,0.18,0.17,0.08,0.19000000000000003,0.47,0.02333333333333333,0.05,2.46,0.29,1.03,0.39,-1.71,-0.11,0.51,0.17,0.07,-0.16,0.52,-0.09,0.02,0.35,1.24,0.62,0.32,0.14,0.09,0.28,-0.05,1.88,0.19,0.38,-0.02,0.68,0.41,0.19,-0.07,0.02,-0.07,0.06
2004-01-01,0.34,0.25,-0.05,0.12,0.62,-0.02,-0.29,0.84,0.25,0.31,0.08,0.33,-0.19,0.2,0.14,0.16,-0.04,0.06333333333333331,0.35,-0.006666666666666667,0.16,0.15,0.21,1.36,0.31,-1.57,-0.19,-0.01,0.03,0.08,0.09,0.26,-0.73,0.05,0.46,0.08,-0.46,0.03,0.11,-0.04,0.04,0.1,2.52,0.19,0.26,-0.02,0.27,0.5333333333333333,0.07,0.03,-0.2,-0.04,0.09
2004-04-01,0.96,-0.12,0.08,0.03666666666666667,0.1,0.0,0.98,0.8,0.33,0.17,-0.03,0.12,1.94,0.02,0.07,0.14,0.0,-0.38666666666666666,0.21,0.03333333333333333,0.2,2.9,0.48,1.18,0.19,-2.26,0.12,0.23,0.14,0.23,-0.27,0.08,-1.46,0.09,0.24,0.62,1.19,0.15,-0.02,0.12,0.34,0.25,1.49,0.01,0.25,0.07,0.76,0.39666666666666667,0.07,0.04,0.06,0.51,0.06
2004-07-01,-0.34,0.1,0.11,0.06,0.91,0.04,0.82,0.13,-0.22,0.33,0.04,0.29,1.55,0.16,0.16,0.19,-0.06,0.33,0.15,-0.013333333333333336,0.39,1.21,0.62,1.81,0.42,-0.82,0.15,0.14,0.39,0.35,0.39,0.4,-0.69,-0.08,0.43,-0.12,1.37,0.03,0.04,0.19,0.23,0.23,3.18,0.06,0.29,0.1,0.18,0.5033333333333333,0.25,-0.17,0.17,0.34,0.04
2004-10-01,0.24,0.19,0.15,-0.003333333333333327,0.67,0.07,0.73,0.91,-0.07,-0.05,-0.11,0.5,1.35,0.22,0.17,0.1,0.02,0.16666666666666666,-0.03,-0.01,0.2,1.58,0.49,1.9,0.73,-1.39,0.1,0.1,0.26,0.3,0.26,-0.23,-0.48,0.18,0.61,0.31,1.0,-0.05,0.08,0.12,0.17,-0.07,3.07,0.03,0.23,0.03,0.35,0.7000000000000001,0.16,0.01,0.01,0.42,0.05
2005-01-01,0.84,0.13,-0.04,0.12333333333333334,0.17,0.05,0.22,0.74,-0.37,0.34,-0.19,0.18,1.31,0.32,0.13,0.11,0.07,0.22666666666666668,0.4,0.006666666666666665,-0.12,2.16,0.09,1.19,0.48,-0.52,0.11,0.22,0.35,0.07,-0.5,0.34,0.22,0.0,0.57,1.22,0.72,0.26,0.13,0.09,0.05,0.23,1.74,0.11,0.43,0.26,0.6,0.4266666666666667,0.04,0.06,0.14,-0.2,-0.02
2005-04-01,-2.27,0.2,0.09,-0.04,0.92,0.04,0.59,0.88,0.19,-0.03,0.16,0.26,1.26,0.08,0.2,0.13,-0.06,0.5099999999999999,-0.04,0.02666666666666667,0.22,-1.01,0.25,1.42,0.67,-0.81,-0.06,0.21,0.24,0.06,0.35,0.06,0.07,-0.09,0.47,-2.46,0.79,0.12,0.08,0.23,0.25,-0.08,2.97,0.07,0.35,0.01,0.47,0.5033333333333333,0.19,-0.01,-0.05,0.21,0.04
2005-07-01,-0.29,-0.03,0.13,0.08333333333333333,0.68,0.03,0.87,-0.01,0.08,0.22,0.07,0.3,1.32,0.18,0.12,0.15,-0.1,0.24333333333333332,0.25,4.625929269271485e-18,0.32,1.03,0.48,1.25,0.37,-0.33,0.21,0.4,0.2,0.25,0.35,0.09,-0.34,0.13,0.22,-0.37,1.03,0.27,0.02,0.02,0.17,-0.06,2.23,0.0,0.16,0.08,0.29,0.3866666666666667,0.1,0.03,-0.05,0.24,0.03
2005-10-01,2.17,0.28,0.2,0.006666666666666667,-1.05,0.03,0.34,1.22,-0.04,0.01,0.35,0.03,0.33,0.24,0.18,0.19,-0.01,-0.38999999999999996,0.05,0.013333333333333334,0.26,2.49,0.06,0.33,-0.12,-2.0,0.21,0.25,-0.06,-0.09,-1.65,-0.14,-0.78,0.15,0.84,2.21,0.38,0.05,0.16,0.05,0.34,0.15,0.48,0.1,0.25,-0.12,-0.06,0.29,0.02,0.04,0.11,-0.17,-0.06
2006-01-01,-0.18,0.06,0.17,0.19333333333333333,1.32,-0.01,1.09,1.65,-0.01,0.75,0.23,0.19,1.44,0.09,0.26,0.23,-0.02,0.8099999999999999,0.96,0.13,0.27,1.25,0.19,0.75,-0.22,-1.29,-0.05,0.6,0.18,0.03,0.39,0.41,0.36,0.34,0.62,-0.17,1.69,0.43,0.16,0.18,0.5,0.2,2.92,0.12,0.55,0.12,-0.25,0.2833333333333333,0.07,0.21,0.42,0.36,0.0
2006-04-01,-0.03,-0.07,0.11,-0.05666666666666667,0.01,-0.01,0.28,0.78,-0.26,-0.2,0.21,-0.08,-0.43,0.19,-0.09,-0.1,0.03,0.020000000000000018,-0.03,0.04666666666666667,0.26,-0.46,0.26,1.03,0.5,-0.63,0.31,0.06,0.25,0.05,0.03,-0.03,0.15,-0.17,0.12,0.23,0.89,-0.05,-0.01,-0.01,-0.03,0.37,1.38,0.05,0.09,0.2,-1.32,0.49,0.06,0.17,0.36,-0.08,0.03
2006-07-01,0.15,0.1,0.19,0.03,0.48,-0.01,0.21,-0.05,0.04,-0.26,0.11,-0.02,-0.48,0.04,0.09,0.04,0.11,0.08,-0.11,-0.06666666666666667,0.19,-0.34,0.21,0.8,0.33,-0.64,-0.04,0.26,0.46,0.08,0.2,-0.37,-0.69,0.12,0.35,0.11,0.9,0.07,0.03,-0.12,0.1,0.11,1.73,0.06,0.21,0.35,-1.38,0.27,0.12,0.15,0.23,0.1,0.02
2006-10-01,-1.01,0.1,0.03,0.17333333333333334,0.48,0.0,0.15,1.63,0.06,0.43,-0.03,0.23,-0.51,0.28,0.27,-0.02,0.03,0.8966666666666666,0.65,0.043333333333333335,0.14,-1.51,0.34,1.31,-0.16,0.1,0.02,0.04,0.43,0.17,0.0,0.57,1.74,-0.13,0.85,-1.06,0.58,0.01,0.08,0.02,0.44,0.27,2.61,0.26,0.41,0.26,-1.09,0.5499999999999999,0.16,0.22,0.01,0.08,0.1
2007-01-01,-0.58,0.06,0.14,0.013333333333333327,0.46,-0.03,0.37,0.88,0.24,-0.16,0.05,0.16,-0.01,0.04,-0.08,0.11,-0.01,0.09666666666666668,0.13,0.03,0.22,-0.59,0.15,1.0,0.43,-0.93,-0.1,0.57,0.14,0.17,0.13,-0.14,-0.05,-0.02,0.21,-0.81,0.99,0.43,0.03,-0.11,0.13,0.22,1.72,0.07,0.19,-0.07,-0.99,0.46,0.23,0.29,0.48,0.01,0.05
2007-04-01,0.29,-0.01,-0.02,0.13333333333333333,0.35,-0.01,0.36,0.69,-0.45,0.48,-0.09,0.1,0.38,-0.1,0.06,-0.05,-0.11,0.14666666666666664,0.71,0.10666666666666667,0.03,0.68,0.22,0.6,0.23,-0.35,0.34,0.15,0.1,0.11,0.02,0.42,0.34,0.06,-0.12,0.74,1.21,0.17,0.13,0.17,0.1,-0.03,0.74,0.05,0.25,0.07,-0.82,0.21333333333333335,0.04,0.23,0.74,-0.3,-0.02
2007-07-01,-0.47,0.07,0.13,0.10333333333333333,0.4,0.0,0.14,1.41,-0.59,0.26,0.1,0.31,-0.4,0.02,0.01,0.03,0.03,0.4166666666666667,0.36,0.016666666666666666,0.16,-0.87,0.39,1.11,0.37,-0.37,0.03,0.29,0.05,0.05,-0.05,0.12,1.04,0.14,0.19,0.12,0.86,0.16,0.07,-0.04,0.07,-0.07,1.8,0.12,0.35,-0.05,-1.26,0.53,0.1,0.1,0.67,-0.13,-0.02
2007-10-01,-0.12,-0.03,0.14,0.14,0.24,-0.03,0.16,1.05,0.42,0.48,0.35,-0.01,-0.7,0.08,0.18,-0.01,-0.03,0.47333333333333333,0.62,0.06666666666666667,0.29,-0.82,0.19,0.52,0.2,0.64,-0.28,0.54,0.32,-0.06,0.06,0.34,1.69,0.15,-0.06,-0.54,0.84,0.4,0.0,-0.02,-0.08,-0.05,1.05,0.04,0.19,0.2,-1.54,0.44,0.15,0.13,0.37,-0.08,-0.03
2008-01-01,-0.8,-0.07,0.09,0.07333333333333332,-1.06,-0.03,-0.13,0.73,-0.05,0.44,0.24,0.14,-1.12,-0.11,-0.24,-0.2,-0.19,-0.30333333333333334,0.17,-0.02,0.37,-1.92,0.42,0.89,0.73,-0.26,0.01,0.04,0.28,0.13,-0.58,0.31,0.47,0.13,-0.49,-0.75,0.21,-0.06,-0.11,-0.09,-0.12,-0.06,-0.41,-0.03,-0.16,0.06,-1.34,0.3233333333333333,0.24,-0.27,0.06,-0.08,-0.07
2008-04-01,-0.57,0.19,0.03,0.12333333333333334,-0.22,-0.03,-0.28,1.44,0.24,0.64,0.33,0.19,-0.57,-0.05,0.1,-0.02,-0.17,0.5133333333333333,0.68,0.10666666666666667,0.24,-1.14,0.12,0.55,0.26,0.67,-0.04,0.1,0.15,-0.09,-0.38,0.36,2.11,0.29,0.09,-0.81,0.12,0.07,-0.05,0.09,0.12,-0.07,0.75,0.06,0.23,0.12,-0.69,0.44333333333333336,0.06,0.04,0.26,-0.43,-0.11
2008-07-01,0.39,-0.21,-0.06,0.17666666666666667,-1.02,-0.05,-0.74,-0.23,0.01,0.4,0.25,0.07,-1.73,-0.34,-0.12,-0.29,-0.33,-0.26333333333333325,0.65,0.03666666666666667,0.26,-1.34,0.14,-0.38,-0.1,0.9,-0.1,-0.15,-0.18,0.02,-0.5,0.46,0.67,-0.06,-0.91,0.38,-1.0,-0.08,-0.06,-0.05,-0.03,-0.13,-2.06,-0.09,-0.17,-0.18,-0.73,-0.20333333333333334,0.05,0.25,-0.08,-0.45,-0.14
2008-10-01,-1.99,-0.28,-0.15,0.21666666666666667,-2.12,-0.02,-2.65,-2.88,-0.09,0.42,0.37,0.09,-4.38,-0.29,-0.21,-0.36,0.3,-0.8733333333333332,0.58,-0.026666666666666672,0.25,-6.38,0.12,0.0,0.4,2.51,-0.16,-0.54,-0.11,-0.12,-1.04,0.32,-0.37,0.1,-0.55,-1.9,-3.09,-0.39,-0.21,-0.86,-0.28,-0.02,-2.31,-0.09,-0.51,0.02,-1.3,-0.016666666666666663,-0.1,0.16,-0.34,-1.09,-0.29
2009-01-01,-2.0,-0.09,0.02,0.3333333333333333,0.07,-0.03,-2.34,-3.59,-0.09,0.43,-0.16,0.0,-5.06,0.08,-0.27,-0.19,0.06,0.7866666666666666,0.94,-0.023333333333333334,0.08,-7.06,0.31,-0.49,-0.18,5.84,-0.69,-0.23,-0.41,0.24,0.2,0.08,2.25,0.35,-0.01,-1.9,-3.88,-0.25,-0.01,-0.4,-0.06,-0.14,-0.6,0.0,0.06,-0.36,-1.18,-0.23666666666666666,-0.02,0.51,-1.13,-1.02,-0.2
2009-04-01,-1.06,-0.15,0.1,0.30666666666666664,-0.19,0.01,-0.74,0.3,-0.03,0.78,-0.19,-0.08,-2.11,0.14,-0.12,-0.13,-0.04,0.5033333333333334,1.23,0.09666666666666668,0.19,-3.17,0.5,-0.54,-0.16,2.2,-0.27,0.01,0.39,0.38,0.07,0.56,2.5,0.22,-0.35,-1.03,-1.44,-0.09,0.03,-0.29,-0.3,-0.46,-1.27,-0.09,-0.16,0.23,-0.68,-0.08999999999999998,0.14,0.45,-1.08,-0.19,-0.13
2009-07-01,-0.35,0.08,0.09,0.053333333333333344,1.35,-0.01,0.46,1.6,-0.11,0.31,0.08,-0.27,0.24,0.13,-0.01,0.06,-0.03,0.29000000000000004,0.23,0.02666666666666666,0.24,-0.11,0.28,0.25,0.1,-2.19,-0.15,0.36,0.16,0.16,0.98,0.17,-0.59,0.14,0.19,-0.24,-0.25,0.27,0.06,0.02,0.01,0.08,1.88,0.07,0.25,0.05,0.49,0.14,0.12,-0.07,-0.87,0.23,0.0
2009-10-01,4.49,0.05,0.23,0.10666666666666669,-0.67,0.03,0.85,2.46,0.14,0.51,0.33,-0.27,0.31,0.13,-0.02,0.05,0.01,-0.32000000000000006,0.16,-0.053333333333333344,0.1,4.8,-0.22,-0.14,0.49,-2.75,-0.06,0.44,0.48,-0.23,-0.9,0.25,-0.29,0.26,0.2,4.35,0.33,0.21,0.01,0.04,0.01,-0.19,-0.28,0.05,0.17,0.15,-0.02,0.13,0.29,-0.35,-1.0,0.43,0.03
2010-01-01,1.25,0.19,0.12,-0.043333333333333335,0.33,0.06,1.31,1.05,-0.05,0.38,0.04,0.13,-0.02,0.14,0.21,0.17,-0.13,0.0366666666666667,-0.37,-0.08,0.0,1.23,-0.06,0.86,0.38,-1.51,-0.1,0.37,-0.27,-0.04,-0.09,0.12,-0.45,0.26,0.32,1.3,0.32,0.25,0.11,0.31,0.11,0.07,1.55,0.1,0.15,-0.24,-0.34,0.32666666666666666,-0.09,-0.76,-0.72,0.73,0.02
2010-04-01,0.93,0.12,0.09,-0.02,0.86,0.08,1.28,1.06,-0.09,0.46,0.09,0.18,2.03,-0.1,0.21,0.15,0.11,-0.19333333333333336,0.26,0.09999999999999999,0.26,2.95,0.4,1.16,0.26,-2.79,0.25,0.27,-0.08,0.17,0.52,0.16,-1.73,0.3,0.33,1.02,1.49,0.17,0.0,0.28,0.2,0.03,2.45,0.15,0.19,-0.06,0.53,0.43,-0.09,-0.19,0.29,0.49,-0.07
2010-07-01,2.25,0.05,-0.02,-0.18999999999999997,0.43,0.03,1.11,1.39,-0.09,-0.15,-0.11,0.05,0.33,0.03,0.12,0.02,0.05,-0.16,-0.59,-0.006666666666666668,0.32,2.58,0.65,1.4,0.36,-2.2,0.09,0.28,0.3,0.44,0.21,-0.04,-0.81,-0.11,0.22,2.34,1.26,0.3,0.07,0.0,0.1,0.05,1.95,0.11,0.13,0.16,-0.93,0.54,0.11,-0.44,-0.14,0.74,0.06
2010-10-01,-1.25,0.21,-0.11,-0.12666666666666668,0.77,0.03,0.44,1.36,0.06,-0.05,-0.12,0.22,1.09,0.15,0.06,0.1,-0.04,0.6433333333333333,-0.52,-0.04666666666666667,-0.01,-0.16,0.07,0.58,0.21,-0.24,0.19,0.08,0.29,0.11,0.43,0.06,1.12,-0.11,0.45,-1.31,0.93,0.19,0.07,0.11,0.13,-0.08,1.68,-0.04,0.17,0.14,0.16,0.29,0.12,-0.47,0.2,0.06,0.13
2011-01-01,-1.05,0.08,-0.1,-0.22333333333333336,0.25,-0.06,0.54,0.44,0.33,-0.48,0.15,0.17,-0.07,0.01,0.14,0.06,-0.13,0.09333333333333334,-1.0,-0.11,0.1,-1.12,0.16,0.46,-0.23,-0.33,0.27,-0.15,0.16,-0.06,-0.07,-0.39,0.11,-0.08,0.21,-1.38,-0.03,-0.05,0.03,0.17,0.25,0.34,1.07,-0.14,0.22,0.04,-0.03,0.29333333333333333,0.18,-0.53,-0.73,0.24,0.02
2011-04-01,0.98,0.05,0.16,-0.12333333333333335,-0.2,-0.03,0.31,0.9,-0.07,-0.12,0.26,0.03,1.35,-0.04,0.13,0.04,-0.18,0.08000000000000002,-0.55,-0.06333333333333334,0.27,2.33,0.03,0.37,-0.02,-0.25,0.07,0.25,0.26,0.0,-0.45,0.1,0.65,-0.22,-0.13,1.05,1.24,0.1,0.05,0.03,0.04,-0.1,0.3,0.07,0.17,0.07,0.11,0.23666666666666666,0.22,-0.43,0.67,-0.05,0.22
2011-07-01,-2.18,-0.12,0.1,-0.3333333333333333,0.25,0.01,1.32,0.75,0.06,-0.73,0.41,0.29,2.42,-0.08,0.09,0.02,0.02,-0.06666666666666665,-1.15,-0.05000000000000001,0.07,0.24,-0.15,0.4,0.21,-0.76,0.35,0.16,0.32,-0.33,0.02,-0.29,-0.01,-0.44,-0.21,-2.23,2.25,0.06,0.06,0.36,-0.03,-0.2,0.84,0.04,0.15,0.06,0.17,0.34,0.25,-0.43,0.61,0.45,0.12
2011-10-01,3.05,0.04,-0.02,0.003333333333333336,0.67,0.02,0.54,0.43,0.07,0.13,-0.22,-0.11,1.54,-0.03,0.05,0.09,-0.05,0.17666666666666667,-0.05,-0.02,0.14,4.59,0.42,0.05,-0.21,-0.89,0.33,0.03,0.37,0.36,0.46,-0.18,-0.46,0.31,-0.01,2.98,1.29,0.05,-0.05,-0.05,0.03,0.04,0.48,-0.13,0.16,0.12,0.25,-0.16666666666666666,0.23,-0.17,0.38,0.23,-0.01
2012-01-01,-0.48,0.11,0.22,-0.003333333333333332,0.69,0.02,0.73,0.68,-0.15,0.0,0.22,0.08,1.89,0.14,0.14,0.1,-0.07,0.3533333333333333,-0.34,-0.10666666666666667,0.63,1.41,0.62,0.6,-0.45,-0.32,-0.05,0.45,0.03,0.41,0.31,-0.14,0.36,0.14,0.45,-0.33,1.3,0.23,0.09,0.11,0.28,0.17,1.96,0.15,0.18,-0.1,0.6,0.42333333333333334,0.12,-0.34,0.54,0.21,-0.1
2012-04-01,0.19,-0.16,-0.02,-0.11333333333333333,0.05,0.0,0.67,0.54,-0.18,-0.26,0.39,-0.39,1.25,0.12,0.1,-0.06,0.08,0.08666666666666667,-0.41,-0.02666666666666667,-0.04,1.44,-0.14,0.1,0.45,-0.24,0.12,0.15,0.21,-0.43,-0.02,-0.25,0.3,0.0,-0.07,0.37,1.16,0.17,0.03,0.15,-0.11,-0.26,0.47,0.16,0.1,-0.02,0.09,0.17,0.23,-0.16,0.28,0.25,0.19
