Date,Commodity Credit Corporation inventory change,Compensation of general government employees,Consumption of general government fixed capital,Defense consumption expenditures,Durable goods,Federal consumption expenditures,Government consumption expenditures,Gross output of general government,Health and hospital charges,Intermediate goods and services purchased,Less: Own-account investment,Less: Sales to other sectors,Nondefense consumption expenditures,Nondurable goods,Other nondurable goods,Other sales,Services,State and local consumption expenditures,Tuition and related educational charges,Value added
2020-07-01,-189.0,888057.0,275711.2,692105.0,46686.0,1155887.0,3182435.0,1775810.8,279819.0,612043.0,52893.4,218766.0,463782.0,142716.8,26364.0,158740.0,422640.2,2026548.0,96609.0,1163768.0
2020-10-01,-98.0,888340.0,279498.0,716406.0,46654.0,1160605.0,3195540.0,1789689.6,288351.0,621851.8,55358.8,223994.0,444199.0,148322.6,27328.0,162406.0,426875.2,2034935.0,96721.0,1167838.0
2021-01-01,-15.0,895911.6,283080.6,717745.0,48772.4,1242517.0,3325207.0,1864637.4,292502.0,685645.8,57733.4,228317.8,524772.0,170992.4,41255.0,167589.0,465880.6,2082690.0,97336.0,1178991.8
2021-04-01,104.0,906065.8,288521.0,721700.0,47581.6,1221585.0,3348272.0,1877704.2,297666.0,683117.2,59799.0,234280.0,499885.0,181382.4,43833.0,171887.0,454152.8,2126687.0,97590.0,1194587.0
2021-07-01,-105.0,920109.8,294634.8,719546.0,48521.2,1202178.0,3386910.0,1892767.4,301350.0,678023.2,61277.0,236291.4,482632.0,187088.8,40474.0,176607.0,442412.8,2184732.0,97824.0,1214744.4
2021-10-01,138.0,921894.6,302280.0,717593.0,51065.4,1224826.0,3440748.0,1929138.4,308708.0,704964.0,62597.0,245277.2,507233.0,200243.8,46505.0,181641.0,453654.4,2215923.0,98155.0,1224174.8
2022-01-01,-64.0,926706.0,310539.4,710923.0,48737.0,1212147.0,3473916.0,1950436.6,319826.0,713191.0,63033.0,255407.8,501224.0,213672.0,42744.0,186710.0,450782.2,2261769.0,99061.0,1237245.6
2022-04-01,158.0,929982.8,319333.4,728391.0,48104.0,1216467.0,3560032.0,2004037.0,325300.0,754720.4,63943.4,272787.2,488076.0,239523.0,42497.0,190694.0,467093.6,2343565.0,99310.0,1249316.2
2022-07-01,-219.0,940731.8,326125.8,734169.0,50861.2,1235935.0,3590272.0,2027752.2,330908.0,760894.8,65330.0,279126.2,501765.0,234693.4,47672.0,194685.0,475340.0,2354337.0,99840.0,1266857.4
2022-10-01,-8.0,953260.0,330687.0,743974.0,52716.2,1266925.0,3641910.0,2049674.2,334138.0,765727.4,66800.8,272724.2,522951.0,233867.6,50438.0,197945.0,479143.4,2374985.0,99815.0,1283947.0
2023-01-01,-55.0,971285.8,335511.4,763864.0,51513.0,1297538.0,3680844.0,2066133.0,336794.0,759335.4,69647.6,264640.4,533674.0,219585.4,43463.0,200625.0,488237.2,2383306.0,99677.0,1306797.4
2023-04-01,57.0,985176.2,338336.6,770689.0,52229.0,1299590.0,3674318.0,2074556.4,342066.0,751043.4,71226.0,273685.2,528902.0,208875.4,42337.0,203323.0,489938.8,2374728.0,99896.0,1323513.0
2023-07-01,-6.0,1005412.0,341949.6,795507.0,52984.4,1336562.0,3758931.0,2112490.6,345088.0,765128.4,73102.2,268503.8,541055.0,214561.0,41438.0,205392.0,497583.2,2422369.0,100015.0,1347361.8
2023-10-01,18.0,1020635.6,345397.4,802726.0,53267.6,1347029.0,3781725.0,2127485.2,351383.0,761451.8,74499.8,270889.4,544303.0,210466.0,40725.0,207066.0,497718.0,2434696.0,100537.0,1366033.4
2024-01-01,-11.0,1041208.0,349230.6,810829.0,50816.0,1367421.0,3840088.0,2162217.4,358812.0,771778.8,75906.0,276792.0,556593.0,214341.4,42755.0,213480.0,506621.0,2472667.0,101916.0,1390438.6
2024-04-01,17.0,1056032.8,353122.0,823672.0,52205.8,1386397.0,3882139.0,2186348.6,362556.0,777193.8,76941.4,279272.4,562725.0,212089.8,43077.0,215432.0,512898.0,2495742.0,103348.0,1409155.0
2024-07-01,14.0,1069445.6,358280.6,851169.0,56358.4,1422687.0,3947656.0,2223857.0,364005.0,796131.0,77657.8,282599.4,571517.0,215700.0,44110.0,218246.0,524072.6,2524970.0,104988.0,1427726.0
2024-10-01,92.0,1084401.8,363154.6,866511.0,60042.0,1446940.0,3996878.0,2252778.4,369001.0,805222.0,78153.8,286485.4,580429.0,214678.0,44333.0,221453.0,530502.2,2549938.0,106805.0,1447556.4
