Date,Commodity Credit Corporation inventory change,Compensation of general government employees,Consumption of general government fixed capital,Defense consumption expenditures,Durable goods,Federal consumption expenditures,Government consumption expenditures,Gross output of general government,Health and hospital charges,Intermediate goods and services purchased,Less: Own-account investment,Less: Sales to other sectors,Nondefense consumption expenditures,Nondurable goods,Other nondurable goods,Other sales,Services,State and local consumption expenditures,Tuition and related educational charges,Value added
1947-01-01,-364.0,11286.0,6547.6,20950.0,192.6,24698.0,35326.0,20446.8,184.0,2613.4,340.0,1036.6,3748.0,792.0,352.0,847.0,1628.4,10628.0,82.0,17833.6
1947-04-01,232.0,10697.6,6317.8,19342.0,206.8,24036.0,35020.0,20221.4,192.0,3206.2,332.8,1073.0,4694.0,1170.0,383.0,882.0,1829.4,10984.0,86.0,17015.4
1947-07-01,300.0,9679.6,6217.8,17565.0,307.4,21886.0,33269.0,18648.0,205.0,2751.0,336.8,626.2,4321.0,1071.0,112.0,910.0,1372.2,11383.0,90.0,15897.4
1947-10-01,168.0,9581.2,6086.8,17810.0,299.8,21139.0,32949.0,18397.8,221.0,2729.8,348.8,641.6,3329.0,1011.6,113.0,931.0,1418.2,11811.0,93.0,15668.0
1948-01-01,-484.0,9926.0,5850.8,17675.0,524.6,21275.0,33338.0,18807.2,234.0,3030.2,371.2,845.4,3600.0,839.6,220.0,934.0,1666.4,12064.0,101.0,15777.2
1948-04-01,168.0,10030.8,5700.2,17323.0,504.6,22275.0,34638.0,19381.4,247.0,3650.0,400.4,670.8,4952.0,1284.4,301.0,952.0,1861.4,12363.0,109.0,15731.4
1948-07-01,660.0,10438.4,5657.6,17504.0,584.0,23020.0,35881.0,20065.8,263.0,3969.8,427.2,682.0,5515.0,1519.2,301.0,974.0,1867.0,12862.0,117.0,16095.8
1948-10-01,848.0,10855.2,5536.4,18055.0,650.2,23945.0,37237.0,20962.2,276.0,4570.2,446.8,831.2,5890.0,1830.6,393.0,1001.0,2089.2,13293.0,121.0,16391.8
1949-01-01,1620.0,11264.0,5471.4,18388.0,626.4,24728.0,38333.0,21395.8,288.0,4660.8,436.0,680.6,6340.0,2331.6,213.0,1036.0,1702.6,13605.0,124.0,16735.2
1949-04-01,1820.0,11403.2,5258.0,18331.0,681.4,25316.0,39086.0,21841.4,296.0,5180.0,447.2,696.2,6985.0,2482.8,308.0,1075.0,2015.4,13770.0,128.0,16661.4
1949-07-01,1308.0,11451.2,5054.6,18072.0,731.0,24253.0,38432.0,21467.6,291.0,4961.8,465.2,778.8,6181.0,2202.6,283.0,1119.0,2028.2,14178.0,132.0,16505.8
1949-10-01,1252.0,11538.8,4940.0,17497.0,641.6,23722.0,38121.0,21202.0,291.0,4723.4,468.4,740.8,6225.0,2158.6,283.0,1166.0,1923.0,14399.0,132.0,16478.8
1950-01-01,1020.0,11422.4,4792.0,17595.0,966.2,23471.0,38276.0,21227.8,286.0,5013.2,459.6,763.8,5876.0,2056.4,260.0,1231.0,1990.4,14805.0,127.0,16214.6
1950-04-01,1768.0,11620.8,4710.0,17659.0,995.2,23570.0,38553.0,21838.4,286.0,5507.4,470.0,1233.2,5911.0,2538.2,237.0,1271.0,1974.0,14983.0,131.0,16330.8
1950-07-01,-1152.0,12354.8,4741.6,18931.0,1145.0,22713.0,38013.0,21039.4,290.0,3943.0,524.4,767.4,3782.0,952.0,226.0,1302.0,1846.0,15300.0,127.0,17096.2
1950-10-01,-620.0,13607.2,4912.2,21755.0,1391.8,25794.0,41394.0,23041.0,298.0,4521.6,541.2,783.4,4039.0,1310.0,132.0,1323.0,1820.4,15600.0,126.0,18519.4
1951-01-01,-564.0,15144.0,5061.4,27074.0,1826.0,31252.0,47138.0,27451.2,307.0,7246.0,581.2,1764.4,4179.0,2033.2,180.0,1320.0,3387.0,15886.0,130.0,20205.0
1951-04-01,-532.0,16357.6,5140.6,31143.0,2470.6,35522.0,51618.0,29244.8,316.0,7746.6,638.8,854.2,4379.0,2058.2,214.0,1331.0,3217.8,16095.0,130.0,21498.0
1951-07-01,-160.0,17448.4,5259.6,36056.0,2957.2,40433.0,56906.0,32396.0,316.0,9688.0,697.2,850.0,4377.0,2257.2,205.0,1343.0,4473.6,16473.0,133.0,22708.0
1951-10-01,-300.0,17876.0,5417.0,37890.0,3666.4,42405.0,59225.0,33730.6,325.0,10437.8,720.4,839.6,4516.0,2213.0,301.0,1356.0,4558.2,16819.0,133.0,23293.0
1952-01-01,-348.0,18606.8,5535.8,38848.0,4281.2,44172.0,60921.0,34812.4,330.0,10670.0,784.8,824.8,5325.0,2372.0,402.0,1376.0,4016.6,16749.0,137.0,24142.2
1952-04-01,92.0,19097.6,5699.8,42045.0,4806.0,47154.0,64723.0,37096.0,333.0,12298.8,830.8,945.2,5109.0,2787.8,290.0,1393.0,4705.4,17569.0,137.0,24797.4
1952-07-01,224.0,19334.0,5929.4,43134.0,5106.4,48700.0,66087.0,37905.6,343.0,12641.8,877.6,853.6,5566.0,2832.2,303.0,1411.0,4703.4,17387.0,141.0,25263.4
1952-10-01,656.0,19376.8,6079.8,44610.0,5512.0,50343.0,68119.0,39131.2,347.0,13674.6,914.4,900.4,5734.0,3114.4,238.0,1430.0,5048.2,17776.0,145.0,25457.0
1953-01-01,1672.0,19414.0,6237.0,44361.0,5837.4,50914.0,69217.0,39748.0,351.0,14096.6,964.0,914.0,6553.0,4472.4,221.0,1452.0,3787.4,18304.0,149.0,25650.8
1953-04-01,2808.0,19538.4,6414.6,44206.0,6242.4,52504.0,70767.0,40682.2,364.0,14729.0,962.0,912.0,8298.0,5081.6,333.0,1473.0,3404.6,18264.0,153.0,25953.2
1953-07-01,1796.0,19462.4,6463.6,43669.0,5298.6,50951.0,69592.0,39917.0,372.0,13990.8,964.8,925.6,7282.0,4687.4,330.0,1492.0,4004.8,18641.0,152.0,25926.0
1953-10-01,1868.0,19418.8,6562.8,44533.0,5015.6,52046.0,70818.0,40637.0,385.0,14655.6,960.4,940.4,7514.0,4801.4,372.0,1513.0,4839.2,18771.0,156.0,25981.8
1954-01-01,2316.0,19311.6,6675.2,41427.0,4325.8,49264.0,68418.0,39147.2,393.0,13160.2,969.6,958.0,7836.0,4306.2,358.0,1525.0,4527.8,19154.0,160.0,25986.8
1954-04-01,1612.0,19522.8,6867.0,40000.0,4499.8,46959.0,66591.0,38171.8,410.0,11782.0,966.8,1176.8,6959.0,3889.8,359.0,1554.0,3392.8,19632.0,167.0,26389.8
1954-07-01,1232.0,19572.4,6990.0,39450.0,3987.6,46111.0,66415.0,37733.4,422.0,11171.0,952.0,992.6,6662.0,3678.6,312.0,1592.0,3504.8,20304.0,171.0,26562.6
1954-10-01,2332.0,19671.6,7149.6,38417.0,4081.6,46279.0,66859.0,38004.2,431.0,11183.0,941.2,1063.6,7862.0,4110.8,313.0,1636.0,2990.4,20580.0,179.0,26821.2
1955-01-01,1456.0,19827.6,7195.0,39295.0,3796.6,46404.0,67728.0,38592.6,446.0,11569.8,951.2,1269.6,7109.0,3115.4,322.0,1705.0,4657.8,21324.0,186.0,27022.6
1955-04-01,2580.0,20339.6,7261.8,38572.0,3895.0,46204.0,67777.0,39692.2,471.0,12091.0,958.4,2382.6,7631.0,3932.2,537.0,1745.0,4264.4,21573.0,190.0,27601.4
1955-07-01,2452.0,20404.8,7447.6,40207.0,3701.4,47919.0,69834.0,39796.8,488.0,11944.8,967.2,1312.2,7712.0,3564.2,194.0,1775.0,4679.0,21915.0,197.0,27852.2
1955-10-01,1688.0,20564.4,7637.6,39479.0,3457.4,46683.0,69063.0,39270.2,509.0,11068.0,975.6,1333.0,7204.0,3083.4,236.0,1794.0,4527.0,22380.0,209.0,28202.2
1956-01-01,548.0,20812.0,7862.0,39631.0,3472.4,46465.0,69274.0,39281.0,530.0,10606.8,1006.0,1272.0,6835.0,2517.6,367.0,1785.0,4616.8,22809.0,216.0,28674.0
1956-04-01,692.0,21217.6,8022.4,41407.0,3992.6,48317.0,71663.0,40880.0,551.0,11640.2,1049.6,1501.6,6910.0,2608.0,373.0,1800.0,5039.6,23346.0,224.0,29240.0
1956-07-01,-544.0,21527.6,8189.2,40721.0,3506.2,46526.0,70518.0,39890.4,572.0,10173.8,1091.6,1286.2,5805.0,1941.2,379.0,1819.0,4726.2,23992.0,235.0,29716.8
1956-10-01,-72.0,21759.2,8344.8,41874.0,3847.4,48103.0,72680.0,41107.6,593.0,11003.4,1083.2,1331.6,6229.0,2151.8,341.0,1845.0,5004.6,24577.0,246.0,30104.2
1957-01-01,636.0,22127.2,8582.8,43492.0,4040.4,50591.0,75585.0,43020.2,610.0,12310.4,1124.8,1543.4,7099.0,2755.6,393.0,1891.0,5514.8,24994.0,258.0,30710.0
1957-04-01,-984.0,22540.8,8730.0,44712.0,4315.2,50402.0,76106.0,43363.8,647.0,12092.8,1159.6,1681.2,5690.0,1890.0,450.0,1923.0,5887.8,25704.0,265.0,31270.6
1957-07-01,-1152.0,22870.0,8900.2,45024.0,4223.4,50372.0,76806.0,43738.6,688.0,11968.2,1200.0,1742.0,5348.0,1712.0,395.0,1956.0,6033.2,26434.0,277.0,31770.2
1957-10-01,1136.0,22843.2,9044.2,45079.0,4219.8,52151.0,79236.0,45138.4,737.0,13251.4,1230.8,1783.2,7072.0,3249.6,280.0,1987.0,5782.2,27085.0,288.0,31887.0
1958-01-01,-916.0,23413.6,9037.2,45365.0,4373.0,50641.0,78576.0,44478.0,801.0,12027.4,1264.8,1654.6,5276.0,1988.0,169.0,2015.0,5666.4,27935.0,296.0,32450.8
1958-04-01,708.0,23906.4,9185.4,46051.0,4776.8,52879.0,81642.0,46727.6,858.0,13635.6,1302.0,2192.6,6828.0,3001.2,292.0,2049.0,5857.6,28764.0,308.0,33091.6
1958-07-01,220.0,24424.8,9380.6,46299.0,4062.0,52857.0,82168.0,46411.4,907.0,12606.4,1362.8,1610.0,6558.0,2750.8,176.0,2088.0,5793.8,29311.0,319.0,33805.4
1958-10-01,1164.0,24620.4,9550.2,46217.0,4296.6,53951.0,83676.0,47551.2,961.0,13380.4,1440.0,1850.6,7734.0,3246.2,213.0,2129.0,5837.4,29725.0,335.0,34170.8
1959-01-01,1212.0,24664.4,9674.4,42349.0,2962.8,50806.0,80978.0,45982.4,941.0,11643.6,1495.6,1934.2,8456.0,3431.0,298.0,2156.0,5249.6,30172.0,369.0,34338.8
1959-04-01,2680.0,24788.0,9804.8,41394.0,3204.2,51836.0,82377.0,46570.2,946.0,11977.4,1565.2,1687.6,10441.0,4237.2,290.0,2207.0,4536.0,30541.0,373.0,34592.8
1959-07-01,2644.0,24930.0,9956.2,42051.0,3346.4,52390.0,83354.0,47141.0,954.0,12254.8,1578.8,1742.4,10339.0,4283.8,269.0,2250.0,4624.4,30964.0,381.0,34886.2
1959-10-01,1972.0,25103.2,10098.0,42233.0,3319.6,52175.0,83669.0,47434.0,969.0,12232.8,1586.8,1944.4,9942.0,3927.4,369.0,2299.0,4985.6,31494.0,393.0,35201.0
1960-01-01,-132.0,25598.4,10243.6,41592.0,2889.6,49415.0,81850.0,46101.8,987.0,10259.6,1573.2,1905.6,7822.0,2676.8,309.0,2408.0,4693.4,32436.0,409.0,35842.4
1960-04-01,12.0,26100.0,10389.2,41868.0,2772.6,49824.0,83186.0,46804.0,999.0,10315.0,1632.4,1932.4,7956.0,2720.0,248.0,2460.0,4822.6,33362.0,424.0,36489.2
1960-07-01,100.0,26660.0,10530.0,43314.0,2896.6,51759.0,85579.0,48183.2,1006.0,10993.4,1650.8,1949.0,8445.0,2860.4,297.0,2507.0,5236.2,33820.0,438.0,37190.0
1960-10-01,660.0,26980.0,10663.2,43720.0,2818.4,52914.0,87451.0,49187.2,1005.0,11544.0,1689.6,1934.2,9194.0,3164.0,344.0,2571.0,5561.4,34537.0,448.0,37643.4
1961-01-01,-1048.0,27345.6,10816.2,43306.0,2311.8,51010.0,86591.0,48584.0,1003.0,10422.4,1767.6,1978.2,7704.0,2533.2,391.0,2696.0,5577.0,35581.0,460.0,38161.8
1961-04-01,-616.0,27713.2,10957.4,43484.0,2370.0,52163.0,88743.0,49700.6,1019.0,11029.4,1715.2,2055.4,8679.0,2725.2,476.0,2774.0,5934.4,36580.0,473.0,38670.8
1961-07-01,-628.0,28190.4,11131.8,44365.0,2478.2,53290.0,90111.0,50535.6,1054.0,11213.6,1762.8,2070.4,8925.0,2925.2,487.0,2828.0,5810.4,36821.0,490.0,39322.0
1961-10-01,-784.0,28945.2,11306.0,45562.0,2502.6,54472.0,91914.0,51591.8,1108.0,11340.6,1868.0,2063.4,8910.0,2962.6,569.0,2854.0,5875.0,37443.0,509.0,40251.2
1962-01-01,-880.0,29495.6,11526.0,47818.0,2915.4,57212.0,95155.0,53596.6,1183.0,12575.0,1844.0,2248.6,9394.0,3316.2,876.0,3039.0,6343.4,37943.0,531.0,41021.6
1962-04-01,212.0,29755.2,11676.8,48056.0,2993.4,58131.0,96572.0,54423.8,1240.0,12991.6,1842.4,2326.8,10074.0,3769.8,671.0,3084.0,6228.6,38441.0,554.0,41432.0
1962-07-01,920.0,29957.6,11940.2,49018.0,3053.8,60124.0,98939.0,55930.2,1279.0,14032.4,1979.2,2351.0,11106.0,4516.6,673.0,3133.0,6461.8,38814.0,576.0,41898.0
1962-10-01,1052.0,30447.6,12213.4,49337.0,3039.8,60605.0,100093.0,56579.2,1302.0,13918.4,2039.6,2381.6,11268.0,4605.0,707.0,3188.0,6273.4,39488.0,601.0,42660.8
1963-01-01,-76.0,31030.8,12394.6,49823.0,3178.6,60176.0,100470.0,57012.8,1307.0,13587.4,2017.2,2772.4,10354.0,3728.2,768.0,3405.0,6680.6,40294.0,624.0,43425.2
1963-04-01,-788.0,31454.0,12598.0,49564.0,3122.4,59476.0,100580.0,56730.2,1323.0,12678.2,2111.2,2491.8,9912.0,3044.8,717.0,3520.0,6511.2,41104.0,651.0,44052.0
1963-07-01,508.0,31855.6,12757.6,50609.0,3056.2,62177.0,104110.0,58920.8,1347.0,14307.8,2189.6,2651.8,11568.0,4073.8,690.0,3635.0,7177.4,41934.0,682.0,44613.2
1963-10-01,-360.0,32746.0,12903.8,52067.0,3091.2,62995.0,105858.0,59837.6,1381.0,14187.8,2204.4,2691.0,10928.0,3706.8,782.0,3762.0,7389.6,42863.0,716.0,45649.8
1964-01-01,-476.0,33384.4,13074.8,51526.0,2775.8,62925.0,106778.0,60505.6,1428.0,14046.2,2263.6,2945.8,11399.0,3851.4,899.0,3826.0,7419.0,43853.0,754.0,46459.6
1964-04-01,-392.0,33936.0,13227.6,50967.0,2756.4,63045.0,107813.0,60850.2,1478.0,13686.6,2322.8,2793.0,12078.0,3706.2,805.0,3933.0,7224.0,44768.0,792.0,47163.6
1964-07-01,-104.0,34646.4,13366.0,52003.0,2625.4,63831.0,109465.0,61949.4,1536.0,13937.0,2383.6,3013.2,11828.0,4032.2,598.0,4049.0,7279.2,45634.0,833.0,48012.4
1964-10-01,-692.0,35123.6,13521.6,51060.0,2661.4,62753.0,109430.0,61837.6,1598.0,13192.6,2438.0,3077.0,11692.0,3780.2,714.0,4173.0,6751.0,46677.0,874.0,48645.0
1965-01-01,-400.0,35451.6,13671.2,50994.0,2706.0,63018.0,110829.0,62597.6,1666.0,13474.6,2453.2,3209.4,12024.0,4022.4,775.0,4306.0,6746.2,47811.0,918.0,49122.8
1965-04-01,-768.0,36017.2,13853.4,51771.0,2987.6,63883.0,112899.0,63718.8,1737.0,13848.0,2545.6,3237.0,12112.0,3445.4,783.0,4426.0,7414.6,49017.0,962.0,49870.8
1965-07-01,-164.0,37106.4,14037.4,54366.0,2792.2,67517.0,117893.0,66767.4,1810.0,15623.2,2607.6,3498.8,13151.0,4769.0,874.0,4544.0,8062.0,50376.0,1007.0,51143.8
1965-10-01,-352.0,38593.2,14213.6,58531.0,2955.4,71571.0,123140.0,69751.6,1885.0,16944.8,2642.4,3539.2,13040.0,5037.6,875.0,4662.0,8951.8,51569.0,1054.0,52806.8
1966-01-01,-920.0,39788.8,14386.0,59522.0,3407.6,71988.0,125112.0,71017.4,1962.0,16842.8,2695.6,3879.4,12466.0,4685.8,798.0,4731.0,8749.2,53124.0,1102.0,54174.8
1966-04-01,-1220.0,40909.6,14657.8,61806.0,4175.2,75143.0,129716.0,73792.6,2045.0,18225.4,2750.8,4126.8,13337.0,5303.0,934.0,4889.0,8747.0,54574.0,1150.0,55567.4
1966-07-01,-2068.0,42515.6,14892.8,66271.0,3974.6,79141.0,135288.0,76636.0,2131.0,19227.6,2768.0,3924.8,12870.0,4678.4,943.0,5034.0,10574.6,56148.0,1198.0,57408.4
1966-10-01,-1928.0,43602.0,15152.2,67420.0,4844.4,79675.0,137392.0,77683.2,2223.0,18928.6,2827.6,3964.0,12255.0,4363.6,783.0,5169.0,9720.8,57717.0,1245.0,58754.2
1967-01-01,-780.0,44532.0,15384.8,70995.0,4182.8,85883.0,144699.0,81952.0,2318.0,22035.2,2855.6,4040.2,14888.0,6784.8,1204.0,5301.0,11067.4,58816.0,1294.0,59916.8
1967-04-01,-144.0,45346.4,15651.2,72961.0,4114.0,87043.0,147248.0,83268.8,2438.0,22271.6,2815.2,4146.4,14083.0,7162.4,705.0,5412.0,10995.6,60205.0,1346.0,60997.6
1967-07-01,-1176.0,46452.4,15970.8,74545.0,4153.2,88290.0,150458.0,84977.0,2581.0,22554.0,2831.6,4304.2,13745.0,6899.6,903.0,5484.0,11501.2,62168.0,1400.0,62423.2
1967-10-01,-1552.0,48158.8,16305.8,76397.0,4119.6,91020.0,154992.0,87437.4,2750.0,22972.6,2866.8,4370.0,14623.0,6754.8,1139.0,5580.0,12097.8,63973.0,1458.0,64464.6
1968-01-01,-156.0,49464.0,16667.4,80116.0,4931.6,95065.0,161395.0,90985.8,2940.0,24854.4,2906.4,4508.6,14949.0,8166.0,831.0,5700.0,11757.4,66330.0,1551.0,66131.4
1968-04-01,-68.0,50771.6,16937.2,81422.0,4861.0,95861.0,164107.0,92475.0,3099.0,24766.6,2966.0,4694.0,14439.0,8317.6,515.0,5846.0,11588.0,68246.0,1611.0,67708.6
1968-07-01,420.0,52572.0,17216.6,81534.0,4966.0,97405.0,167823.0,94450.4,3228.0,24661.8,2986.0,4854.2,15871.0,8255.2,624.0,5985.0,11440.6,70418.0,1670.0,69788.6
1968-10-01,468.0,53144.4,17567.2,82640.0,5049.8,99050.0,171796.0,96657.8,3325.0,25945.8,3076.4,5052.8,16409.0,8569.6,751.0,6117.0,12326.0,72746.0,1729.0,70711.6
1969-01-01,264.0,53867.6,17900.6,80073.0,4632.4,97121.0,172180.0,96553.2,3390.0,24784.6,3162.4,5094.8,17047.0,8373.6,896.0,6243.0,11778.8,75059.0,1795.0,71768.4
1969-04-01,676.0,54848.4,18268.8,81983.0,4412.4,99536.0,177150.0,99310.6,3455.0,26193.4,3256.8,5287.0,17553.0,8645.6,690.0,6370.0,13135.4,77614.0,1870.0,73117.2
1969-07-01,1724.0,57506.8,18552.2,83616.0,4430.0,102336.0,182606.0,102215.6,3518.0,26156.8,3350.4,5355.6,18720.0,9090.6,575.0,6493.0,12636.2,80270.0,1962.0,76059.0
1969-10-01,176.0,58270.4,18917.4,84777.0,4279.0,102865.0,185815.0,103729.0,3579.0,26541.4,3391.2,5439.2,18088.0,8083.2,693.0,6613.0,14179.2,82950.0,2071.0,77187.8
1970-01-01,-180.0,60277.2,19315.6,83231.0,4289.8,102717.0,188878.0,105161.0,3640.0,25568.2,3450.8,5615.6,19486.0,7429.4,923.0,6728.0,13849.4,86160.0,2210.0,79593.0
1970-04-01,-228.0,61269.2,19712.2,80826.0,4289.4,101430.0,190308.0,105611.6,3742.0,24630.2,3511.6,5691.2,20604.0,6892.0,920.0,6847.0,13449.2,88878.0,2337.0,80981.4
1970-07-01,-376.0,62190.4,20083.2,81533.0,4297.2,102414.0,194343.0,107603.6,3885.0,25330.0,3605.6,5777.8,20881.0,6908.0,880.0,6974.0,14125.0,91929.0,2463.0,82273.8
1970-10-01,-840.0,63077.2,20472.8,81523.0,4411.4,102815.0,197612.0,109244.4,4071.0,25694.2,3635.6,6001.2,21292.0,7247.4,1045.0,7100.0,14035.6,94796.0,2589.0,83550.0
1971-01-01,-1344.0,65772.0,20819.6,83550.0,3884.2,105648.0,203856.0,112567.2,4300.0,25975.6,3726.0,6169.6,22097.0,6768.4,1124.0,7230.0,15323.4,98208.0,2723.0,86591.6
1971-04-01,-584.0,66942.4,21071.8,82349.0,3612.6,106748.0,207792.0,114665.4,4528.0,26651.4,3786.4,6412.2,24399.0,7249.6,1350.0,7355.0,15788.8,101044.0,2833.0,88013.8
1971-07-01,412.0,67930.0,21242.6,80965.0,3543.0,106761.0,210611.0,116088.2,4759.0,26915.2,3822.4,6669.0,25796.0,7617.2,1242.0,7478.0,15755.0,103850.0,2927.0,89173.0
1971-10-01,132.0,69264.4,21392.6,82513.0,3301.2,107566.0,213579.0,117685.4,4993.0,27028.4,3910.0,6830.6,25053.0,7379.4,1130.0,7602.0,16347.8,106014.0,3006.0,90657.0
1972-01-01,-20.0,71828.8,21641.8,85721.0,4517.0,112890.0,222233.0,122787.2,5225.0,29316.4,4010.6,7305.2,27168.0,8120.8,1450.0,7715.0,16678.4,109343.0,3086.0,93470.6
1972-04-01,-140.0,72500.4,21852.0,85901.0,4534.8,113684.0,225543.0,124656.4,5464.0,30303.8,4052.0,7650.4,27783.0,8156.2,1506.0,7847.0,17612.8,111858.0,3164.0,94352.4
1972-07-01,-772.0,73489.6,22330.4,82422.0,4182.2,110424.0,225102.0,123942.6,5709.0,28122.8,4034.4,7782.8,28002.0,7623.2,1659.0,7993.0,16317.2,114678.0,3256.0,95820.0
1972-10-01,-572.0,75744.0,22615.2,83692.0,4115.6,112189.0,229115.0,126389.8,5958.0,28030.2,4151.8,8154.0,28497.0,7637.8,1568.0,8156.0,16276.8,116926.0,3363.0,98359.4
1973-01-01,-824.0,76652.4,22927.2,84506.0,4421.2,113602.0,233395.0,128590.8,6215.0,29010.6,4203.6,8308.6,29097.0,7755.8,1651.0,8233.0,16833.8,119793.0,3508.0,99579.8
1973-04-01,-1284.0,77448.8,23419.4,84977.0,4460.8,114308.0,237173.0,130819.2,6456.0,29951.0,4209.8,8879.0,29331.0,7754.0,1740.0,8362.0,17736.2,122865.0,3615.0,100868.2
1973-07-01,-408.0,78282.4,24155.4,83547.0,4054.8,113471.0,239548.0,131712.4,6683.0,29274.8,4268.2,8930.6,29924.0,8066.6,1612.0,8502.0,17153.6,126077.0,3709.0,102437.8
1973-10-01,-140.0,80216.8,24855.4,86443.0,4291.4,116753.0,246385.0,135275.0,6896.0,30202.6,4370.6,8999.8,30311.0,8739.6,1531.0,8657.0,17171.6,129631.0,3790.0,105072.4
1974-01-01,-152.0,81530.8,25336.8,87159.0,4103.4,119404.0,253627.0,139383.8,7093.0,32516.4,4415.0,9637.2,32245.0,9414.4,1832.0,8808.0,18999.0,134223.0,3859.0,106867.4
1974-04-01,-2208.0,82768.4,26109.8,89032.0,4444.0,119719.0,258921.0,141978.2,7301.0,33100.0,4599.6,9866.4,30687.0,8954.8,1778.0,8980.0,19701.0,139202.0,3926.0,108878.2
1974-07-01,96.0,84128.0,27295.6,89126.0,3987.6,123926.0,268513.0,146681.2,7523.0,35257.6,4655.0,9835.8,34800.0,10725.6,1995.0,9162.0,20544.6,144587.0,3994.0,111423.8
1974-10-01,88.0,87130.8,28141.2,92788.0,4642.0,129628.0,279758.0,152548.8,7752.0,37276.6,4683.2,10036.8,36840.0,11423.4,2137.0,9354.0,21211.2,150130.0,4062.0,115272.0
1975-01-01,424.0,89231.2,28816.4,93941.0,4839.8,130948.0,287098.0,156408.6,7998.0,38360.8,4818.0,10561.2,37008.0,11760.6,1808.0,9536.0,21760.6,156150.0,4126.0,118047.6
1975-04-01,708.0,91204.4,29137.8,94280.0,4752.4,132561.0,294242.0,159571.6,8283.0,39229.6,4790.0,10572.4,38281.0,12132.4,1758.0,9754.0,22345.0,161680.0,4207.0,120342.2
1975-07-01,132.0,92715.2,29669.6,95527.0,5064.6,134322.0,299868.0,161771.0,8614.0,39386.2,4902.2,10057.2,38795.0,11388.0,1827.0,10005.0,22934.0,165546.0,4299.0,122384.8
1975-10-01,-172.0,94991.6,30129.8,97606.0,5248.6,137673.0,305691.0,165342.8,8987.0,40221.6,4983.0,10548.8,40068.0,12120.2,2078.0,10272.0,22852.6,168018.0,4402.0,125121.6
1976-01-01,660.0,96167.6,30772.6,97699.0,4779.6,137976.0,308389.0,166687.2,9403.0,39747.6,4908.0,10828.8,40277.0,12329.6,1827.0,10519.0,22638.2,170413.0,4518.0,126940.0
1976-04-01,332.0,97191.6,31064.4,99112.0,5188.4,139114.0,312013.0,169265.2,9758.0,41009.4,5026.0,11611.2,40002.0,12349.8,2038.0,10827.0,23470.8,172899.0,4637.0,128256.0
1976-07-01,-300.0,98290.8,31654.6,98905.0,4969.2,139252.0,314804.0,170918.4,10054.0,40973.0,5111.6,12034.8,40347.0,12487.8,2135.0,11134.0,23515.6,175552.0,4762.0,129945.4
1976-10-01,-12.0,100844.0,32278.0,101617.0,5377.6,143842.0,322825.0,174540.6,10287.0,41418.6,5082.4,11560.2,42225.0,12444.4,1822.0,11443.0,23597.0,178983.0,4888.0,133122.0
1977-01-01,208.0,102411.6,33023.4,103725.0,6067.0,146326.0,329794.0,178850.0,10462.0,43415.0,5073.8,12593.4,42601.0,13092.4,1901.0,11698.0,24255.8,183468.0,5021.0,135435.2
1977-04-01,364.0,103944.0,33723.2,105582.0,6748.4,149587.0,337145.0,182967.4,10705.0,45300.4,5167.6,13025.0,44005.0,13312.8,1906.0,12020.0,25239.2,187558.0,5150.0,137667.2
1977-07-01,600.0,105786.4,34210.4,107469.0,6306.2,152072.0,344386.0,186971.8,11021.0,46974.8,5225.0,13578.0,44603.0,14296.4,1949.0,12358.0,26372.2,192314.0,5281.0,139996.8
1977-10-01,596.0,109341.6,34868.0,109144.0,6659.0,156562.0,353352.0,191302.8,11407.0,47092.8,5210.4,13439.2,47418.0,14608.6,2436.0,12696.0,25825.4,196791.0,5413.0,144209.6
1978-01-01,-228.0,111167.4,35726.0,111383.0,7129.2,158342.0,359085.0,194646.4,12030.0,47753.4,5279.2,14064.6,46959.0,14189.4,2617.0,12893.0,26434.6,200744.0,5470.0,146893.0
1978-04-01,-200.0,113177.6,36882.4,114585.0,7453.6,163245.0,367337.0,199872.0,12444.0,49812.4,5580.0,14708.8,48659.0,14919.6,3133.0,13328.0,27439.2,204092.0,5661.0,150060.0
1978-07-01,-72.0,115824.6,37445.2,116987.0,7651.0,166019.0,374547.0,204250.2,12879.0,50981.0,5843.4,15384.4,49032.0,15735.8,3272.0,13788.0,27594.4,208528.0,5860.0,153269.6
1978-10-01,644.0,118021.2,38428.6,117589.0,7714.2,169114.0,382109.0,208739.6,13365.0,52289.8,6081.0,15992.0,51526.0,16219.4,3473.0,14293.0,28356.6,212994.0,6083.0,156450.0
1979-01-01,0.0,120545.2,39260.8,121545.0,8100.2,173442.0,392092.0,214095.4,14530.0,54289.2,6033.8,16536.2,51898.0,16370.0,3525.0,14382.0,29819.0,218650.0,6118.0,159806.2
1979-04-01,-348.0,121647.4,40358.2,125322.0,8812.6,177599.0,399582.0,218573.4,14980.0,56567.8,6292.0,16929.0,52277.0,16891.2,3351.0,14830.0,30864.0,221983.0,6311.0,162005.6
1979-07-01,-80.0,124539.8,41612.2,125561.0,8682.0,179023.0,407726.0,222606.0,15370.0,56453.8,6526.4,17184.6,53462.0,18068.6,3102.0,15236.0,29703.4,228702.0,6477.0,166152.0
1979-10-01,368.0,126958.8,42548.4,130534.0,9591.0,185269.0,419421.0,230451.8,15821.0,60944.4,6729.6,18899.6,54735.0,19422.8,3414.0,15691.0,31930.4,234153.0,6668.0,169507.2
