Date,"Automotive vehicles, engines, and parts","Capital goods, except automotive",Charges for the use of intellectual property n.e.c.,"Civilian aircraft, engines, and parts","Computers, peripherals, and parts","Consumer goods, except food and automotive",Durable goods,Exports of goods,Exports of services,"Foods, feeds, and beverages",Government goods and services n.e.c.,Imports of goods,Imports of services,Industrial supplies and materials,Nondurable goods,"Nondurable goods, excluding petroleum and products",Other,Other business services,Petroleum and products,Transport,Travel (for all purposes including education)
1991-01-01,-0.975,1.13,-0.16999999999999998,-0.8,1.5899999999999999,0.61,-0.5925,7.32,-4.86,0.38,0.935,-1.95,-2.53,2.02,1.9025,-0.06499999999999995,-0.041666666666666664,1.245,3.115,-2.315,-3.4050000000000002
1991-04-01,-0.5449999999999999,4.965,0.13499999999999998,1.575,0.945,-0.49500000000000005,0.3525,6.94,8.46,0.020000000000000018,-1.19,5.43,1.87,1.71,0.255,1.2650000000000001,1.0133333333333334,0.7200000000000001,-0.19999999999999996,2.0,3.42
1991-07-01,3.98,3.1,0.08,0.985,1.0699999999999998,1.48,0.5700000000000001,6.93,2.88,0.9500000000000001,-0.25999999999999995,13.03,-1.29,1.31,0.825,0.185,0.12666666666666662,0.19,0.9450000000000001,0.52,0.09999999999999998
1991-10-01,-0.635,1.92,0.21500000000000002,0.2849999999999999,0.675,3.1149999999999998,0.8425,6.59,2.73,0.10500000000000001,-0.475,7.96,1.17,1.435,1.43,1.19,0.785,0.825,0.14500000000000002,0.32,1.025
1992-01-01,0.7549999999999999,3.035,1.03,0.62,0.9650000000000001,0.26,0.26749999999999996,6.92,0.51,0.375,0.31,4.65,-1.72,0.735,0.23000000000000004,0.255,0.7166666666666668,-1.575,-0.08000000000000002,-1.06,0.6100000000000001
1992-04-01,0.8200000000000001,1.8199999999999998,-0.31,-2.32,2.155,1.2850000000000001,0.15749999999999997,-0.16,0.35,0.97,-0.04500000000000001,8.15,-1.41,0.185,0.5775,0.875,0.32,0.22,-0.38999999999999996,-0.55,0.09999999999999999
1992-07-01,0.575,4.0,0.51,0.51,1.4949999999999999,1.1800000000000002,0.38749999999999996,8.9,-0.15,1.14,-0.655,6.74,-0.29,0.78,0.5924999999999999,-0.08500000000000002,0.7200000000000001,0.515,0.6799999999999999,-0.09499999999999997,-0.515
1992-10-01,1.855,2.645,-0.605,0.065,0.88,0.31,0.1,2.12,-0.1,-0.425,0.03500000000000003,8.74,1.19,1.73,0.925,-0.04500000000000001,0.36000000000000004,-0.255,1.405,0.36,0.94
1993-01-01,1.87,1.1849999999999998,0.03,-1.8649999999999998,0.75,1.2,0.49,-1.28,2.17,-0.030000000000000002,0.23,9.12,-0.17,-0.09500000000000003,0.06250000000000001,0.04000000000000001,0.7316666666666666,0.16999999999999998,-0.02,0.11,0.35
1993-04-01,0.05500000000000001,3.35,0.395,0.07999999999999999,1.085,0.9500000000000001,-0.06250000000000001,3.74,1.13,0.075,-0.165,7.68,0.84,-0.13,0.47250000000000003,0.28,1.2216666666666667,0.425,-0.03499999999999999,0.05000000000000002,0.20500000000000002
1993-07-01,-1.07,1.145,-0.13999999999999999,-1.235,1.2349999999999999,1.62,1.07,-2.24,1.17,-0.96,0.18500000000000003,4.28,1.09,0.565,0.017500000000000016,0.16,0.31,0.45999999999999996,-0.5549999999999999,0.030000000000000006,0.52
1993-10-01,3.265,6.015000000000001,0.22,1.705,1.08,0.06999999999999999,0.6375000000000001,12.49,1.04,0.47000000000000003,-0.78,14.47,2.59,3.445,1.1175,0.64,1.1383333333333334,0.7899999999999999,1.595,0.475,1.145
1994-01-01,-0.29500000000000004,4.949999999999999,1.4249999999999998,-0.34500000000000003,1.31,0.46499999999999997,0.06499999999999999,0.21,3.77,-0.41000000000000003,0.275,8.42,1.23,0.010000000000000009,0.17,0.38500000000000006,1.225,1.105,-0.39,0.25,-0.645
1994-04-01,2.865,4.050000000000001,-0.215,-1.165,1.455,2.2,1.2525,11.7,2.5,0.09,-0.49,15.34,0.41,2.32,1.0075,1.33,1.96,0.64,-0.205,0.875,0.52
1994-07-01,1.77,5.955,0.060000000000000005,0.05499999999999994,1.4300000000000002,1.9100000000000001,0.98,15.67,0.17,1.165,-0.07,11.92,-0.19,3.3200000000000003,1.6325,1.02,1.3866666666666667,0.035,0.9749999999999999,0.29,-0.345
1994-10-01,1.9,4.14,0.24,-0.37,1.955,1.745,1.04,6.91,2.64,1.03,-0.39,12.17,-0.43,0.5449999999999999,0.1075,0.11499999999999999,0.9566666666666667,1.045,-0.4650000000000001,0.035,0.05000000000000002
1995-01-01,0.74,4.145,0.39,-1.52,0.7649999999999999,0.825,0.5175000000000001,7.5,0.43,0.3,0.31,6.68,2.39,0.75,0.2725,0.18,1.7550000000000001,-0.15,-0.045,0.22,0.605
1995-04-01,-1.835,6.470000000000001,0.24000000000000002,0.9199999999999999,1.495,0.345,0.027500000000000017,3.95,1.78,-0.085,0.16500000000000004,4.66,-0.8,-0.195,0.045000000000000005,0.31500000000000006,1.2066666666666668,0.355,-0.5049999999999999,0.025,-0.255
1995-07-01,-1.1,6.085,0.475,-0.6,2.38,0.5,-0.08999999999999997,13.25,5.22,0.445,-0.02500000000000001,0.73,0.65,1.0499999999999998,0.8674999999999999,0.73,1.43,0.69,0.49999999999999994,0.68,1.1549999999999998
1995-10-01,-0.6900000000000001,5.27,0.08499999999999999,-0.36,2.445,-0.8049999999999999,-0.20750000000000002,3.67,2.16,-1.175,-0.13,3.88,1.33,0.55,0.07750000000000001,0.44000000000000006,1.2633333333333334,0.33999999999999997,0.34500000000000003,0.21,1.265
1996-01-01,1.2999999999999998,3.17,-0.08499999999999999,0.235,1.3800000000000001,2.085,0.9225,5.56,-0.66,1.17,0.44,12.49,1.16,1.455,0.8474999999999999,0.22999999999999998,0.45166666666666666,0.875,0.48500000000000004,-0.7150000000000001,-0.22000000000000003
1996-04-01,1.6949999999999998,2.75,-0.034999999999999996,1.24,0.7,0.735,0.6975,3.73,2.93,-0.33,0.03,8.7,0.56,0.625,-0.01749999999999996,-0.020000000000000018,0.5,0.605,-0.23000000000000004,0.69,0.5050000000000001
1996-07-01,1.765,2.955,0.645,-0.06999999999999999,0.865,1.935,1.005,6.18,-2.9,0.295,0.015,11.91,1.7,1.8900000000000001,0.905,0.49,0.7949999999999999,0.19,0.615,-0.19000000000000003,-1.28
1996-10-01,-1.625,8.405000000000001,-0.07499999999999998,1.72,1.3,1.8250000000000002,0.59,17.95,9.42,0.9,-0.065,8.32,-0.19,2.56,1.605,1.3399999999999999,2.151666666666667,1.205,0.595,0.625,2.925
1997-01-01,3.32,7.045,-0.01999999999999999,0.505,2.68,1.47,0.45,9.11,-1.28,-0.16999999999999998,0.08,15.36,2.86,0.44,0.5025,0.375,1.3316666666666668,0.38,-0.08500000000000002,0.455,-0.12
1997-04-01,0.655,7.6049999999999995,0.075,0.84,2.28,2.455,1.13,15.65,1.32,0.15500000000000003,-0.09000000000000001,13.32,0.8,2.045,1.12,1.285,2.0283333333333333,0.925,-0.11,0.345,-0.24
1997-07-01,0.935,5.720000000000001,0.2,0.84,1.505,1.475,0.5249999999999999,8.37,1.21,0.48000000000000004,0.235,12.89,2.68,1.19,0.805,0.595,1.3883333333333334,0.845,0.305,0.035,0.6799999999999999
1997-10-01,-0.39,1.155,-0.21500000000000002,-0.56,0.10000000000000003,1.4449999999999998,0.7649999999999999,-0.24,-0.33,0.655,-0.044999999999999984,7.77,1.14,0.94,0.42499999999999993,-0.235,0.5333333333333333,0.395,0.42500000000000004,0.39,-0.13999999999999999
1998-01-01,1.255,2.7,0.5700000000000001,1.4300000000000002,0.885,1.37,1.04,1.76,0.1,0.15500000000000003,0.1,13.07,2.8,1.355,0.32499999999999996,0.020000000000000018,0.325,0.42,0.2,-0.23,0.585
1998-04-01,-0.75,-0.3899999999999999,0.125,0.72,0.74,1.805,0.5425,-7.95,3.62,-0.59,0.485,8.12,1.36,0.14,0.4325,0.1,-0.67,1.185,-0.049999999999999996,0.32,0.395
1998-07-01,-1.355,1.8599999999999999,0.035,1.78,0.46,0.785,0.21250000000000002,0.17,-1.98,-0.455,-0.015000000000000013,3.92,1.59,-0.10999999999999999,0.1275,-0.26,0.31166666666666665,0.265,0.19,0.14500000000000002,-0.62
1998-10-01,5.04,4.25,0.815,1.455,1.725,0.16499999999999998,0.49250000000000005,13.37,2.35,1.06,-0.345,12.83,0.75,0.745,-0.0375,0.275,0.9533333333333333,0.55,-0.11499999999999999,0.19,0.4
1999-01-01,1.02,0.2100000000000002,0.215,-1.53,1.035,1.405,-0.08999999999999997,-4.76,3.43,-0.19999999999999996,0.065,10.71,1.08,0.635,1.1099999999999999,-0.625,-0.17499999999999993,4.5649999999999995,1.4649999999999999,-1.5350000000000001,0.07499999999999998
1999-04-01,1.04,3.245,0.25,-1.305,1.7850000000000001,1.215,1.0425,4.24,0.83,0.8200000000000001,0.27,11.57,0.42,1.04,0.085,0.765,1.0983333333333334,0.585,-0.18500000000000003,-0.065,-0.4
1999-07-01,1.625,5.705,-0.175,0.95,0.925,2.485,0.8475,8.19,4.43,0.625,0.195,13.48,1.78,1.035,0.9099999999999999,0.955,1.0766666666666667,1.285,-0.28,0.46499999999999997,1.305
1999-10-01,0.665,3.9749999999999996,0.365,-0.32,0.625,2.315,1.4,8.78,0.04,-0.08999999999999998,-0.215,9.23,1.4,1.9100000000000001,0.7075,0.8899999999999999,1.32,0.875,-0.46499999999999997,0.06,-0.41500000000000004
2000-01-01,2.7800000000000002,2.4450000000000003,0.495,-1.9300000000000002,0.65,2.275,1.44,5.63,0.25,0.09,-0.015,13.64,2.34,2.09,0.7424999999999999,0.185,1.2283333333333333,-0.015000000000000013,0.8600000000000001,0.010000000000000009,0.8
2000-04-01,-1.2349999999999999,8.98,0.355,1.51,2.14,2.34,0.325,8.7,4.06,0.23500000000000001,0.39,10.41,2.95,-0.15000000000000002,0.77,0.065,1.5766666666666669,0.885,-0.21000000000000002,0.79,1.07
2000-07-01,-0.0050000000000000044,5.505,-0.11499999999999999,-0.49,1.6600000000000001,1.54,0.42000000000000004,10.99,-1.03,0.8200000000000001,0.2,12.59,2.59,1.83,1.2625,1.555,2.145,0.365,0.20999999999999996,0.2,0.13500000000000004
2000-10-01,-0.5900000000000001,-1.09,-0.035,0.21500000000000002,-0.75,0.7450000000000001,0.27749999999999997,-4.5,0.56,-0.5399999999999999,-0.185,0.65,-0.06,0.18500000000000003,0.185,-0.575,-0.39000000000000007,1.275,0.7,-0.45499999999999996,-0.385
2001-01-01,-1.4649999999999999,-3.065,-0.635,1.395,-0.995,0.18,-0.33999999999999997,-4.07,-0.87,0.31000000000000005,-0.14500000000000002,-5.48,0.42,0.22999999999999998,0.5425,0.35500000000000004,-1.4749999999999999,0.52,0.465,0.044999999999999984,-0.024999999999999998
2001-04-01,0.835,-10.445,0.275,-0.445,-1.7249999999999999,-0.635,-0.935,-11.65,0.44,0.195,0.055,-12.86,0.66,-2.82,-0.7874999999999999,-0.84,-2.5500000000000003,1.065,-0.82,-0.095,-0.765
2001-07-01,0.14500000000000002,-7.405,-0.72,-0.875,-0.975,-1.605,-0.58,-14.93,-4.03,0.11499999999999999,0.23,-6.29,-2.48,-1.095,-0.7749999999999999,-0.135,-2.103333333333333,0.07999999999999999,-0.5499999999999999,-1.1949999999999998,-1.65
2001-10-01,-0.865,-2.9899999999999998,0.855,-0.33999999999999997,-0.29500000000000004,-0.8099999999999999,-0.3525,-6.1,-7.1,0.10499999999999998,0.02999999999999997,-2.37,-1.71,0.47000000000000003,0.185,-0.125,-0.8250000000000001,1.23,0.905,-1.625,-4.91
2002-01-01,0.845,0.9200000000000002,0.19000000000000003,-0.385,0.675,1.55,0.72,0.44,8.59,0.05,0.24000000000000002,6.29,5.57,-0.21500000000000002,-0.05250000000000005,0.36,0.2816666666666667,1.54,-0.665,1.435,3.67
2002-04-01,2.7199999999999998,3.2649999999999997,0.9700000000000001,-0.375,0.43499999999999994,3.45,1.385,9.82,2.63,0.275,-0.185,15.03,-0.94,2.09,1.385,1.1099999999999999,1.2733333333333332,0.3550000000000001,0.28500000000000003,0.375,-0.66
2002-07-01,0.615,1.185,-0.24,0.18000000000000005,-0.05,1.805,0.3625,1.74,-0.47,-0.21000000000000002,0.165,6.37,-1.19,-0.06,0.51,-0.25,0.5883333333333334,0.37,0.10500000000000001,-0.585,-0.525
2002-10-01,-0.36,-1.7650000000000001,-0.08,-0.62,0.22,0.4,-0.095,-6.81,1.04,-0.275,-0.04500000000000001,4.43,2.94,1.57,1.075,0.24,-0.7000000000000001,0.53,1.14,0.845,0.7250000000000001
2003-01-01,-0.395,1.7349999999999999,-0.41500000000000004,-0.865,0.23500000000000004,1.21,-0.022500000000000003,3.37,-4.59,0.725,-0.13,-0.4,-1.33,-0.86,0.2,-0.17000000000000004,0.47333333333333333,0.315,-0.62,-1.175,-1.55
2003-04-01,1.24,1.415,0.6950000000000001,-0.49000000000000005,0.15,0.44000000000000006,0.3175,0.28,0.42,0.045,-0.115,8.71,-2.75,1.555,0.6775,0.04500000000000004,0.525,0.38,1.4949999999999999,-0.17,-1.97
2003-07-01,-1.6099999999999999,3.325,-0.18,0.13499999999999998,0.835,1.725,0.785,6.88,4.5,0.42,0.7050000000000001,2.5,3.92,0.885,0.5175000000000001,0.955,0.7683333333333332,0.515,0.05000000000000002,0.6799999999999999,2.475
2003-10-01,2.475,7.609999999999999,0.6549999999999999,1.55,1.26,2.405,1.33,13.68,5.56,0.10499999999999998,0.28,11.36,1.96,0.44500000000000006,0.09250000000000003,0.13,1.4383333333333335,1.53,-0.4600000000000001,0.605,0.65
2004-01-01,0.405,2.6149999999999998,0.645,-1.565,0.385,1.37,0.87,5.2,4.16,-0.785,0.01999999999999999,10.07,1.62,3.505,1.5699999999999998,0.835,1.446666666666667,1.475,1.4200000000000002,0.65,0.07500000000000001
2004-04-01,1.56,3.095,0.575,-0.044999999999999984,0.68,3.455,1.79,5.48,3.17,-0.475,-0.02500000000000001,14.82,1.9,2.2249999999999996,1.055,1.115,0.9233333333333333,1.075,-0.28500000000000003,0.425,0.455
2004-07-01,0.6799999999999999,2.14,0.020000000000000018,0.15000000000000002,0.8400000000000001,-0.065,0.55,3.28,-1.94,0.42000000000000004,-0.020000000000000004,4.61,1.05,0.81,-0.175,-0.07,0.37666666666666665,-0.27,0.20500000000000002,0.015000000000000013,-0.20500000000000002
2004-10-01,0.215,1.3900000000000001,1.1900000000000002,0.295,0.63,2.29,1.065,5.16,4.68,1.0999999999999999,-0.265,8.7,0.95,2.205,1.1825,0.19,0.06666666666666667,2.0749999999999997,1.36,0.065,-0.25
2005-01-01,0.205,1.735,-0.225,0.555,0.375,1.795,0.5225,5.39,2.32,-0.31000000000000005,0.505,3.88,-0.39,0.10500000000000001,0.43,0.5700000000000001,0.635,-0.88,-0.51,0.45,1.11
2005-04-01,0.295,4.62,0.455,1.48,0.7050000000000001,1.05,0.5625,9.08,0.16,0.455,0.20500000000000002,4.9,0.57,0.8550000000000001,0.385,0.07,0.7216666666666667,-0.015000000000000013,0.19,-0.04500000000000001,-0.22999999999999998
2005-07-01,0.9950000000000001,0.8,-0.54,-1.485,0.56,0.11499999999999999,0.5275000000000001,0.35,-0.42,-0.30000000000000004,-0.010000000000000002,1.44,0.82,-1.595,-1.2675,-0.48000000000000004,0.8666666666666667,1.37,-1.045,-0.45,-0.16000000000000003
2005-10-01,2.0,4.62,0.47500000000000003,0.765,0.45999999999999996,1.28,0.8674999999999999,8.86,4.12,0.485,-0.325,12.11,1.41,2.4000000000000004,0.9674999999999999,0.20500000000000007,1.03,1.605,0.925,1.035,-0.019999999999999997
2006-01-01,0.835,3.885,0.08500000000000002,0.81,0.835,2.25,1.47,13.3,3.94,0.515,0.48,5.31,3.18,1.19,0.25,0.32500000000000007,0.9500000000000001,3.0300000000000002,-0.675,-0.075,0.060000000000000005
2006-04-01,-0.31,2.42,0.065,0.015,0.42999999999999994,1.01,0.11000000000000001,5.12,2.51,0.295,0.27,3.84,0.21,1.33,1.06,0.96,0.5633333333333334,0.6699999999999999,0.47,0.35,0.024999999999999994
2006-07-01,-0.415,0.8,-0.065,-0.25,0.19499999999999998,1.045,0.35750000000000004,1.04,-1.56,0.105,-0.32,4.48,-0.42,1.185,0.76,-0.665,0.2933333333333334,-0.24500000000000002,1.745,0.02500000000000001,-0.38
2006-10-01,1.385,2.025,0.86,0.96,0.355,2.21,0.75,9.1,6.96,0.03,0.08499999999999999,-2.57,2.06,-1.81,-0.5575000000000001,0.52,0.05000000000000001,2.5949999999999998,-2.255,0.275,0.675
2007-01-01,-0.06999999999999995,1.2,0.385,0.07500000000000001,0.9299999999999999,1.94,0.2375,3.01,5.15,0.25,0.18,4.48,1.47,-0.215,0.6275,-0.02,0.2866666666666667,2.515,0.325,0.07500000000000001,0.14
2007-04-01,1.12,1.025,0.24,0.065,-0.48,-0.43500000000000005,0.06500000000000003,4.02,2.17,0.065,-0.75,1.46,0.69,1.6400000000000001,0.535,1.255,0.25333333333333335,1.81,0.15,0.165,-0.024999999999999994
2007-07-01,0.84,2.655,0.72,0.76,0.065,0.325,0.3425,8.07,5.03,0.835,0.14,1.25,1.01,-0.030000000000000027,-0.1975,0.38,0.62,1.645,-0.20499999999999996,0.21999999999999997,0.295
2007-10-01,-1.0699999999999998,1.485,0.12,0.11499999999999999,0.14,1.205,0.44,6.21,3.29,0.09,1.035,-3.25,-0.48,-0.04499999999999993,0.135,-0.565,0.3433333333333333,-0.30500000000000005,0.92,0.07999999999999999,0.5
2008-01-01,-0.285,1.565,0.325,-0.28,0.475,0.65,0.215,5.36,1.17,0.04,-1.07,-0.21,1.72,0.8650000000000001,0.5499999999999999,0.13500000000000006,0.35833333333333334,1.665,0.22499999999999998,0.385,0.16999999999999998
2008-04-01,-0.09000000000000002,2.4899999999999998,-0.33,0.155,0.6699999999999999,0.9750000000000001,0.8125,10.03,2.24,0.23,0.185,-2.73,-1.0,1.0599999999999998,0.20749999999999996,0.815,0.205,1.785,-0.69,-0.39499999999999996,-0.585
2008-07-01,-1.4049999999999998,-0.51,0.35,-0.29,-0.215,0.060000000000000026,-0.12,0.16,-1.93,-0.485,-0.31,-6.16,1.21,-0.525,-0.11499999999999999,-0.035,-0.06166666666666667,0.22499999999999998,-0.37,-0.335,-0.25
2008-10-01,-5.195,-6.67,-0.7949999999999999,-1.9200000000000002,-1.7599999999999998,-4.25,-2.77,-20.87,-0.66,-0.375,0.395,-15.57,1.87,-2.085,-0.39750000000000013,-2.575,-0.875,1.255,2.435,-0.625,0.365
2009-01-01,-9.39,-7.715,-0.37499999999999994,1.675,-0.35000000000000003,-3.17,-2.9175,-25.48,-2.83,-0.83,0.08499999999999999,-31.38,-1.55,-6.845,-2.0875000000000004,-2.69,-3.1733333333333333,0.03500000000000003,-0.78,-1.185,-0.755
2009-04-01,-0.06,-3.905,0.395,-0.315,0.305,-0.21999999999999997,-0.7375,-1.5,4.16,0.7200000000000001,0.36000000000000004,-15.26,-0.02,-4.25,-1.4949999999999999,-0.54,-1.5216666666666665,0.7999999999999999,-2.1100000000000003,0.13499999999999995,0.385
2009-07-01,7.535,2.9450000000000003,0.20500000000000002,-0.83,1.69,1.33,0.9275,13.62,2.0,-0.04,0.59,16.57,0.98,3.9,1.6875,2.32,0.49333333333333335,-0.15999999999999998,0.5399999999999998,0.39,0.495
2009-10-01,4.72,6.93,1.68,0.5800000000000001,1.875,3.645,1.8575,19.9,4.02,1.265,-0.885,19.44,1.5,2.25,1.09,1.355,1.765,0.97,-0.87,0.435,0.61
2010-01-01,0.47000000000000003,2.89,-0.17,-0.62,0.48,1.225,1.0575,8.21,1.11,0.45999999999999996,0.135,10.16,0.28,3.4,1.2525,1.5550000000000002,1.2466666666666668,-0.345,0.8749999999999999,0.29500000000000004,0.805
2010-04-01,2.58,5.53,-0.33999999999999997,0.04000000000000001,0.6499999999999999,1.85,1.7875,8.14,0.96,-0.605,0.15000000000000002,18.96,0.57,4.335,1.3025,0.2,1.5616666666666668,0.5900000000000001,2.56,0.22499999999999998,0.165
2010-07-01,0.8400000000000001,3.945,0.20500000000000002,0.27,0.26,2.8200000000000003,0.9075,6.83,5.1,0.7350000000000001,0.19,12.95,1.78,0.96,0.9850000000000001,0.44499999999999995,1.3266666666666664,2.425,0.655,0.07999999999999999,0.555
2010-10-01,0.925,2.7,0.32499999999999996,0.03,0.08999999999999997,0.82,0.4175,8.34,3.07,0.535,-0.33499999999999996,1.74,-0.26,-0.3699999999999999,-0.1875,0.575,0.9966666666666666,1.21,-1.535,0.1,0.11
2011-01-01,1.77,1.09,0.74,-0.024999999999999994,0.18,-0.12999999999999995,0.25999999999999995,2.96,0.52,-0.435,0.175,3.23,-1.26,2.3,0.8250000000000002,0.7300000000000001,-0.19166666666666676,-0.345,1.205,-0.22999999999999998,-0.7
2011-04-01,-1.83,3.07,-0.14,0.43,0.79,1.06,0.425,4.31,2.63,-0.155,0.045,-0.06,1.57,0.015000000000000013,0.10999999999999999,-0.205,0.605,1.2349999999999999,-0.365,0.155,0.815
2011-07-01,2.8,1.5699999999999998,0.485,0.265,0.615,-0.465,-0.1325,2.69,2.93,-0.29,-0.065,3.44,1.07,-0.375,-0.2875,-0.36,0.1683333333333333,1.115,0.125,0.10500000000000001,0.365
2011-10-01,0.975,2.005,-0.28,0.665,-0.185,0.315,0.1775,6.0,-2.93,0.6699999999999999,-0.025,5.71,-0.36,1.3199999999999998,0.635,0.55,0.7050000000000001,-1.56,0.885,0.225,-0.014999999999999986
2012-01-01,2.335,2.715,0.06000000000000001,0.315,0.44,-0.51,0.48000000000000004,1.45,3.53,-0.71,-0.0049999999999999975,1.78,0.21,-2.555,-2.0149999999999997,-0.54,0.7683333333333332,1.24,-2.9899999999999998,0.16,0.395
2012-04-01,-0.18000000000000002,0.375,-0.06,-0.49,-0.21000000000000002,0.69,0.03749999999999998,3.42,0.57,0.83,-0.07500000000000001,1.12,0.38,0.8500000000000001,0.73,0.37,0.26333333333333336,0.355,0.605,0.035,0.21
2012-07-01,-0.14,0.29000000000000004,-0.01999999999999999,0.8150000000000001,-0.5700000000000001,0.59,0.007500000000000007,1.67,0.81,0.865,0.060000000000000005,2.08,0.08,-0.15999999999999998,0.20750000000000002,0.4700000000000001,0.16,0.325,-0.24999999999999997,0.09000000000000001,-0.025
2012-10-01,0.019999999999999997,-0.5549999999999999,0.035,0.395,0.21500000000000002,0.15500000000000003,0.135,-2.86,3.24,-1.62,-0.024999999999999994,-3.14,-0.58,-1.1849999999999998,-0.65,-0.94,-0.3216666666666667,1.315,0.050000000000000044,-0.375,0.37
2013-01-01,0.21500000000000002,0.27999999999999997,0.45,-0.125,0.22,0.7400000000000001,0.63,1.8,0.29,0.7150000000000001,-0.125,1.63,-1.97,-0.595,-0.5575,0.6749999999999999,0.18333333333333332,-2.195,-2.03,0.014999999999999986,1.005
2013-04-01,1.29,1.47,-0.18,0.855,-0.255,1.83,0.73,4.27,-0.59,-0.695,-0.004999999999999999,5.57,0.36,0.8700000000000001,0.62,-0.16999999999999998,0.34833333333333333,0.62,1.27,-0.26,-0.31
2013-07-01,0.515,0.38999999999999996,-0.015,0.435,0.15000000000000002,-0.33999999999999997,0.002500000000000016,1.49,1.98,0.76,0.019999999999999997,2.86,0.04,1.405,0.5275,0.16,-0.24833333333333332,0.6849999999999999,0.84,0.045,0.265
2013-10-01,0.33,1.4500000000000002,0.21500000000000002,-0.295,0.24,1.105,0.7675,10.92,1.11,1.82,-0.305,2.32,0.87,1.3850000000000002,0.48,0.205,0.68,0.39,0.9850000000000001,0.27,0.425
2014-01-01,-0.555,1.045,0.185,0.23,-0.13499999999999998,0.9450000000000001,0.34500000000000003,-4.74,0.96,0.095,0.10500000000000001,4.15,1.11,-1.8650000000000002,-0.8049999999999999,-0.425,0.3333333333333333,0.485,-2.04,0.405,-0.145
2014-04-01,2.07,2.14,-0.12,0.475,-0.010000000000000002,2.245,1.2375,7.36,1.57,-0.29000000000000004,-0.29,9.51,-0.09,2.0,0.8875000000000002,0.52,0.645,1.23,0.5699999999999998,-0.67,0.595
2014-07-01,0.76,1.435,-0.024999999999999994,0.195,0.11000000000000001,-0.625,-0.1825,2.72,-1.06,-0.6599999999999999,0.065,0.8,-0.05,0.45,0.09,-0.21,0.5066666666666667,-0.5800000000000001,0.365,-0.19,0.19
2014-10-01,-0.20500000000000002,0.59,-0.07,-0.23500000000000004,0.5599999999999999,1.795,1.21,2.3,1.05,1.315,-0.015,8.75,2.17,1.24,0.3075,0.14,0.3516666666666666,0.78,0.3899999999999999,0.64,0.285
2015-01-01,-0.955,0.14500000000000002,-0.525,0.67,-0.43500000000000005,1.92,-0.012499999999999983,-5.08,1.95,0.020000000000000004,0.1,7.32,-1.23,0.045,0.9924999999999999,-0.17500000000000002,-0.043333333333333335,0.21500000000000002,0.5700000000000001,-0.215,0.775
2015-04-01,1.7850000000000001,-0.015,-0.015,-0.3,-0.04500000000000001,0.12,-0.33749999999999997,1.68,-0.61,0.21,0.020000000000000004,2.52,0.65,-0.515,0.14,0.22999999999999998,0.2816666666666667,-0.525,-0.36,-0.2,0.74
2015-07-01,0.53,-1.1,0.0049999999999999975,-0.475,0.435,0.91,0.3525,-2.64,-0.55,-0.435,0.049999999999999996,1.66,1.1,-0.5549999999999999,-0.175,-0.315,-0.3,0.020000000000000018,-0.04000000000000001,0.015,0.175
2015-10-01,-0.32999999999999996,-0.19,-0.07499999999999998,0.48000000000000004,-0.27999999999999997,-0.23000000000000004,-0.34249999999999997,-1.56,1.02,0.305,-0.25,-0.71,1.84,-0.8400000000000001,-0.1875,-0.555,-0.07666666666666667,1.025,0.21,0.5700000000000001,0.155
2016-01-01,-0.61,-0.775,0.09,-0.65,0.05500000000000001,-0.745,-0.15,1.26,-2.4,0.28500000000000003,-0.125,-0.04,-0.43,1.84,0.6975,0.18000000000000002,0.14500000000000002,-0.82,1.68,-0.575,0.014999999999999986
2016-04-01,0.19,0.9550000000000001,0.545,0.73,-0.05,-0.015,0.065,-0.01,3.14,-0.40499999999999997,0.24,0.23,0.28,0.035,-0.05749999999999998,0.024999999999999994,-0.12666666666666668,0.53,-0.065,0.36,0.039999999999999994
2016-07-01,0.44,-0.13,0.74,-0.63,-0.15500000000000003,0.7649999999999999,0.8175,4.8,1.85,1.7349999999999999,0.009999999999999998,1.68,1.27,0.77,-0.0525,0.5549999999999999,0.105,0.565,-0.385,0.0050000000000000044,0.25
2016-10-01,0.12499999999999997,1.285,-0.885,-0.19,0.255,0.885,0.3875,0.28,-3.23,-0.245,-0.265,6.77,-0.88,0.18,0.14750000000000002,0.29,0.8283333333333335,0.37,-0.29500000000000004,-1.095,-0.155
2017-01-01,1.13,1.65,0.38,-0.13,0.28,0.39999999999999997,0.185,6.01,4.09,-0.12500000000000003,0.235,4.14,2.2,3.355,1.69,0.495,0.04666666666666669,1.7650000000000001,2.8850000000000002,1.195,-0.395
2017-04-01,-0.3,0.885,0.14500000000000002,-0.175,0.485,1.015,0.9650000000000001,-0.66,2.01,-0.32999999999999996,-0.055,2.57,1.29,-0.8400000000000001,-0.8775,0.095,0.36000000000000004,0.61,-1.305,0.11,0.865
2017-07-01,-0.27,2.27,-0.25,0.7050000000000001,0.575,-1.145,-0.2575,1.14,1.23,0.24000000000000002,-0.015,-1.02,2.56,-0.8,-0.7150000000000001,-0.09999999999999999,0.24500000000000002,0.855,-0.885,1.015,0.315
2017-10-01,0.9199999999999999,2.16,0.75,-0.605,0.33999999999999997,3.4899999999999998,1.3325,9.77,1.0,0.15000000000000002,-0.03,12.4,-0.73,3.575,2.1925,0.875,1.0633333333333332,-0.22,2.08,-0.61,0.27
