Date,Consumption expenditures,Equipment,Federal,Government consumption expenditures and gross investment,Gross investment,Intellectual property products,National defense,Nondefense,Research and development,Software,State and local,Structures
1947-01-01,19070.0,621.6,26956.0,40274.0,2430.6,802.0,22790.0,4166.0,802.0,,13318.0,1007.2
1947-04-01,18815.2,554.6,26424.0,40138.0,2524.4,806.8,21105.0,5319.0,806.8,,13714.0,1163.2
1947-07-01,17684.8,817.6,25038.0,39361.0,3067.4,828.4,19985.0,5053.0,828.4,,14324.0,1421.6
1947-10-01,17407.6,810.2,24525.0,39534.0,3311.4,857.2,20410.0,4115.0,857.2,,15009.0,1644.0
1948-01-01,17590.4,1177.6,25350.0,40875.0,3830.0,895.6,20685.0,4666.0,895.6,,15525.0,1756.8
1948-04-01,18310.2,1219.6,26585.0,42884.0,4160.4,941.6,20555.0,6030.0,941.6,,16299.0,1999.2
1948-07-01,18956.4,1219.0,27485.0,44660.0,4404.2,963.6,20716.0,6769.0,963.6,,17174.0,2221.6
1948-10-01,19684.0,1443.0,28744.0,46603.0,4706.2,985.6,21593.0,7150.0,985.6,,17859.0,2277.6
1949-01-01,20278.8,1732.0,30182.0,48585.0,5191.6,998.0,22461.0,7720.0,998.0,,18403.0,2461.6
1949-04-01,20697.6,1953.4,31243.0,50381.0,5703.4,1010.8,22753.0,8490.0,1010.8,,19138.0,2739.2
1949-07-01,20223.2,1994.2,30476.0,50356.0,6014.2,1030.4,22546.0,7930.0,1030.4,,19880.0,2989.6
1949-10-01,19992.8,1757.8,29790.0,49910.0,5929.0,1050.4,21602.0,8188.0,1050.4,,20121.0,3120.8
1950-01-01,20004.6,1299.6,28544.0,48956.0,5286.8,1077.6,20890.0,7654.0,1077.6,,20412.0,2909.6
1950-04-01,20135.2,1360.0,28924.0,49643.0,5507.0,1102.4,20950.0,7973.0,1102.4,,20720.0,3044.8
1950-07-01,19747.8,1582.4,28428.0,49746.0,5836.0,1127.2,22696.0,5732.0,1127.2,,21319.0,3126.4
1950-10-01,21716.4,1664.0,31776.0,53713.0,6124.0,1161.6,26061.0,5715.0,1161.6,,21937.0,3298.4
1951-01-01,25105.8,2682.2,39574.0,62033.0,7622.2,1189.2,33539.0,6035.0,1189.2,,22460.0,3751.2
1951-04-01,27751.4,3876.2,46602.0,69821.0,9497.0,1226.0,40264.0,6338.0,1226.0,,23220.0,4395.2
1951-07-01,30849.0,5267.6,54303.0,78046.0,11230.0,1267.2,48081.0,6222.0,1267.2,,23743.0,4695.2
1951-10-01,32171.0,6822.8,59311.0,83314.0,13016.8,1308.8,52874.0,6437.0,1308.8,,24003.0,4885.6
1952-01-01,33203.0,6517.6,60899.0,84998.0,12975.6,1347.6,53490.0,7409.0,1347.6,,24098.0,5110.8
1952-04-01,35320.0,6455.8,64067.0,88987.0,13088.2,1386.4,56979.0,7088.0,1386.4,,24919.0,5246.0
1952-07-01,36174.8,6584.0,66178.0,90931.0,13433.6,1432.4,58675.0,7503.0,1432.4,,24753.0,5417.2
1952-10-01,37316.4,6706.2,68116.0,93418.0,13674.2,1474.0,60506.0,7610.0,1474.0,,25302.0,5494.0
1953-01-01,37869.8,7167.8,69659.0,95764.0,14367.8,1520.4,61306.0,8353.0,1520.4,,26105.0,5679.6
1953-04-01,38807.8,7684.0,71950.0,97925.0,14752.4,1564.8,61975.0,9975.0,1564.8,,25976.0,5503.6
1953-07-01,38027.0,7542.8,69969.0,96622.0,14615.6,1616.4,60964.0,9004.0,1616.4,,26653.0,5456.4
1953-10-01,38736.4,6678.0,69519.0,96747.0,13866.0,1670.8,60290.0,9229.0,1670.8,,27228.0,5517.2
1954-01-01,37219.8,6640.4,66734.0,94831.0,14059.2,1730.0,57326.0,9408.0,1730.0,,28097.0,5688.8
1954-04-01,36028.2,6377.8,63692.0,92534.0,13723.6,1779.6,55214.0,8478.0,1779.6,,28842.0,5566.4
1954-07-01,35788.4,5557.4,61352.0,91148.0,12941.4,1828.8,53215.0,8137.0,1828.8,,29796.0,5555.2
1954-10-01,35999.4,5436.6,61244.0,91356.0,12792.0,1882.4,52038.0,9206.0,1882.4,,30112.0,5472.8
1955-01-01,36372.0,5205.6,60720.0,91869.0,12519.6,1936.0,52356.0,8364.0,1936.0,,31149.0,5378.0
1955-04-01,36351.4,5396.6,60849.0,92533.0,12831.4,2042.4,51867.0,8982.0,2042.4,,31684.0,5392.4
1955-07-01,37517.4,5001.2,61923.0,94099.0,12506.8,2178.0,53076.0,8847.0,2178.0,,32176.0,5327.6
1955-10-01,36961.8,4816.2,60570.0,93331.0,12484.6,2361.6,52152.0,8417.0,2361.6,,32762.0,5306.8
1956-01-01,37002.8,5006.0,60989.0,94848.0,13134.0,2578.8,52758.0,8231.0,2578.8,,33859.0,5549.2
1956-04-01,38328.6,4991.4,63516.0,98247.0,13673.4,2791.2,54943.0,8574.0,2791.2,,34731.0,5890.8
1956-07-01,37512.4,5184.8,62796.0,98279.0,14358.6,2996.8,55090.0,7706.0,2996.8,,35483.0,6177.2
1956-10-01,38692.6,5476.2,65158.0,101345.0,14877.0,3166.0,57042.0,8116.0,3166.0,,36187.0,6234.8
1957-01-01,40352.2,5513.4,67892.0,105342.0,15363.0,3316.0,58831.0,9061.0,3316.0,,37450.0,6533.6
1957-04-01,40522.8,5277.4,67524.0,105842.0,15319.0,3459.2,59639.0,7885.0,3459.2,,38318.0,6582.4
1957-07-01,40796.8,5587.0,68355.0,107405.0,15836.4,3568.8,60667.0,7688.0,3568.8,,39050.0,6680.8
1957-10-01,42124.6,5520.4,70043.0,110062.0,15908.8,3658.8,60626.0,9417.0,3658.8,,40019.0,6729.6
1958-01-01,41558.6,5339.0,68738.0,109843.0,16126.4,3725.2,60841.0,7897.0,3725.2,,41106.0,7062.4
1958-04-01,43232.8,5606.4,71549.0,113624.0,16526.4,3779.2,61977.0,9572.0,3779.2,,42075.0,7140.8
1958-07-01,43438.6,5600.4,71885.0,115093.0,16975.6,3857.6,62633.0,9252.0,3857.6,,43208.0,7517.6
1958-10-01,44260.6,5879.2,73912.0,117992.0,17718.4,3943.2,63429.0,10483.0,3943.2,,44080.0,7896.0
1959-01-01,42552.2,6796.6,72367.0,117195.0,18799.0,4040.8,61137.0,11230.0,4040.4,1.0,44829.0,7961.6
1959-04-01,43317.8,6849.2,73580.0,118535.0,18812.0,4126.4,60290.0,13290.0,4126.0,1.0,44955.0,7836.4
1959-07-01,43819.6,7202.0,74532.0,119492.0,18883.4,4216.8,61398.0,13134.0,4216.4,1.0,44960.0,7464.4
1959-10-01,43902.6,7091.2,73836.0,118608.0,18307.4,4295.6,60956.0,12880.0,4295.2,1.0,44772.0,6920.8
1960-01-01,42623.0,6912.2,70981.0,116951.0,18353.8,4432.8,60024.0,10957.0,4421.6,11.2,45970.0,7008.8
1960-04-01,43239.2,6442.2,71066.0,118380.0,18325.6,4609.6,59522.0,11544.0,4591.2,18.4,47314.0,7273.6
1960-07-01,44583.4,6851.2,74161.0,122419.0,19216.4,4737.2,61963.0,12198.0,4715.6,21.6,48258.0,7628.0
1960-10-01,45563.2,6606.2,75291.0,124330.0,19227.0,4852.8,62094.0,13197.0,4828.0,24.8,49039.0,7768.0
1961-01-01,44838.4,7416.2,75281.0,126218.0,20704.8,5003.2,63393.0,11888.0,4976.4,26.8,50936.0,8285.2
1961-04-01,45929.8,7303.0,76174.0,127254.0,20206.8,5178.4,63357.0,12817.0,5151.6,26.8,51080.0,7725.6
1961-07-01,46702.4,7783.6,78136.0,129961.0,20909.2,5329.6,64961.0,13175.0,5302.4,27.2,51825.0,7796.0
1961-10-01,47660.2,7880.8,79925.0,133516.0,21731.6,5450.4,66462.0,13464.0,5420.0,30.4,53591.0,8400.4
1962-01-01,49504.4,8268.6,83331.0,137107.0,22004.6,5568.0,69164.0,14167.0,5535.2,32.8,53776.0,8168.0
1962-04-01,50254.8,7933.2,84127.0,138426.0,21940.6,5736.0,68916.0,15211.0,5700.8,35.2,54299.0,8271.2
1962-07-01,51600.2,8446.4,87019.0,142052.0,22624.0,5955.6,70445.0,16573.0,5919.6,36.0,55033.0,8222.0
1962-10-01,52158.2,8118.2,87596.0,143562.0,22785.8,6224.0,70278.0,17318.0,6186.4,37.6,55966.0,8443.6
1963-01-01,52223.4,7427.8,86208.0,143724.0,22507.8,6545.6,69388.0,16820.0,6506.0,39.6,57517.0,8534.4
1963-04-01,52127.2,7212.4,85764.0,144132.0,22678.4,6838.8,68896.0,16868.0,6796.8,42.0,58368.0,8627.2
1963-07-01,54079.6,7478.6,89876.0,149927.0,23866.2,7166.0,70846.0,19030.0,7056.4,109.6,60051.0,9221.6
1963-10-01,54942.2,7408.0,89653.0,150989.0,23384.0,7307.2,70880.0,18773.0,7258.4,48.8,61336.0,8668.8
1964-01-01,55296.2,7298.6,90084.0,152554.0,23742.2,7498.4,70383.0,19702.0,7429.6,68.8,62469.0,8945.2
1964-04-01,55734.2,7157.6,90125.0,154314.0,24016.4,7643.2,69375.0,20750.0,7574.0,69.2,64189.0,9215.6
1964-07-01,56552.2,6997.2,90847.0,156033.0,24030.0,7753.6,70153.0,20694.0,7680.0,73.6,65186.0,9279.2
1964-10-01,56322.4,6975.4,89968.0,156152.0,24131.8,7847.6,69002.0,20967.0,7769.6,78.0,66184.0,9308.8
1965-01-01,56935.2,6601.8,89493.0,157025.0,23773.4,7917.2,68031.0,21462.0,7854.4,62.8,67532.0,9254.4
1965-04-01,57936.4,6202.2,90116.0,159808.0,24010.2,8088.4,68163.0,21953.0,7994.8,93.6,69692.0,9719.6
1965-07-01,60660.6,6415.4,94476.0,166761.0,24939.0,8286.8,71157.0,23319.0,8185.6,101.2,72285.0,10236.8
1965-10-01,63570.2,6223.6,98697.0,172619.0,25217.0,8536.0,74979.0,23718.0,8429.6,106.4,73922.0,10457.2
1966-01-01,64442.4,7076.8,101202.0,177032.0,26610.8,8840.4,77480.0,23722.0,8726.8,113.6,75830.0,10693.6
1966-04-01,66915.2,6719.8,104010.0,181659.0,26550.2,9083.2,79135.0,24875.0,8956.8,126.4,77649.0,10747.2
1966-07-01,69943.6,7765.0,109934.0,189466.0,27829.8,9280.4,85613.0,24321.0,9132.4,148.0,79533.0,10784.4
1966-10-01,70891.8,8195.0,111155.0,193621.0,28788.2,9408.8,87657.0,23498.0,9248.0,160.8,82466.0,11184.4
1967-01-01,75056.2,8653.8,117935.0,202588.0,29565.8,9472.4,92232.0,25703.0,9306.0,166.4,84654.0,11439.6
1967-04-01,76308.0,8139.8,117918.0,203811.0,28800.0,9547.6,93499.0,24419.0,9381.2,166.4,85893.0,11112.8
1967-07-01,77841.2,8969.4,120961.0,208379.0,29702.6,9635.2,96659.0,24302.0,9462.8,172.4,87418.0,11098.0
1967-10-01,80201.0,8585.0,123209.0,213293.0,29758.6,9768.0,97745.0,25465.0,9590.0,178.0,90084.0,11405.6
1968-01-01,83571.0,7989.2,126409.0,219749.0,29610.6,9902.8,100462.0,25947.0,9719.2,183.6,93340.0,11718.8
1968-04-01,84815.0,7925.8,127154.0,223637.0,30070.6,10046.0,101515.0,25639.0,9848.4,197.6,96483.0,12098.4
1968-07-01,86610.2,7710.4,128537.0,227370.0,30045.0,10187.2,101469.0,27068.0,9971.2,216.0,98832.0,12147.6
1968-10-01,88528.2,7269.4,129749.0,231347.0,29960.8,10316.8,101980.0,27769.0,10086.8,230.0,101598.0,12374.4
1969-01-01,88296.0,8291.6,129608.0,233705.0,31107.6,10441.2,101262.0,28346.0,10188.4,252.8,104096.0,12374.8
1969-04-01,90767.2,6827.0,129782.0,236859.0,29933.0,10516.0,100860.0,28922.0,10237.6,278.4,107076.0,12590.0
1969-07-01,93509.6,7331.8,133392.0,242535.0,30182.8,10543.2,103448.0,29944.0,10232.0,311.2,109143.0,12307.6
1969-10-01,94899.0,6358.4,131991.0,242838.0,28634.8,10510.4,102700.0,29291.0,10167.2,343.2,110848.0,11766.0
1970-01-01,96094.4,7589.2,133559.0,247889.0,29773.0,10433.6,102837.0,30723.0,10050.0,383.6,114330.0,11750.4
1970-04-01,96409.2,7238.8,131760.0,249143.0,29600.2,10376.8,99604.0,32156.0,9968.4,408.4,117383.0,11984.8
1970-07-01,98220.0,6951.6,132360.0,254584.0,30085.4,10370.4,99914.0,32446.0,9939.2,431.2,122224.0,12763.6
1970-10-01,99607.6,7301.2,133540.0,258708.0,30583.2,10411.2,100486.0,33054.0,9969.6,441.6,125168.0,12870.8
1971-01-01,102671.8,5283.6,133347.0,261905.0,28759.8,10468.8,99478.0,33869.0,10026.0,442.8,128558.0,13007.2
1971-04-01,104466.4,4925.8,134252.0,266118.0,28831.0,10575.6,97839.0,36412.0,10120.8,454.8,131867.0,13329.6
1971-07-01,105596.6,5360.6,135604.0,269783.0,29437.4,10714.0,97432.0,38171.0,10250.8,463.2,134180.0,13362.8
1971-10-01,106945.0,4201.6,134712.0,272067.0,28824.2,10910.8,97231.0,37481.0,10430.8,480.0,137355.0,13711.6
1972-01-01,111471.0,4942.8,141416.0,282228.0,29703.2,11118.0,101361.0,40055.0,10627.2,490.6,140811.0,13642.4
1972-04-01,112953.8,5983.8,144235.0,286464.0,30479.0,11333.0,103310.0,40925.0,10817.2,515.6,142229.0,13162.0
1972-07-01,112125.6,4518.4,138763.0,284316.0,29353.6,11499.6,97727.0,41036.0,10962.4,537.2,145552.0,13335.6
1972-10-01,114083.8,5361.8,142167.0,291749.0,31048.8,11659.8,100456.0,41711.0,11100.8,559.0,149582.0,14027.2
1973-01-01,116078.6,6657.2,146354.0,299571.0,33020.8,11798.2,103436.0,42918.0,11196.8,601.4,153217.0,14565.2
1973-04-01,117730.8,6292.0,146517.0,302709.0,32656.6,11929.6,103355.0,43162.0,11298.4,631.2,156192.0,14434.8
1973-07-01,118513.4,5149.6,144240.0,304189.0,32010.4,12072.8,100495.0,43746.0,11405.2,667.6,159949.0,14788.0
1973-10-01,121904.6,5086.0,147630.0,312593.0,32658.4,12215.4,103255.0,44374.0,11505.2,710.2,164963.0,15356.8
1974-01-01,125331.6,6624.2,152687.0,324586.0,35040.2,12365.0,106194.0,46492.0,11616.0,749.0,171899.0,16050.8
1974-04-01,127512.2,7317.0,154877.0,334957.0,37446.2,12548.4,108827.0,46050.0,11757.6,790.8,180080.0,17580.8
1974-07-01,132190.4,8276.8,160404.0,346710.0,38574.4,12748.2,110321.0,50083.0,11904.0,844.0,186306.0,17549.2
1974-10-01,137828.8,8560.8,167370.0,359228.0,39336.8,12987.8,114235.0,53136.0,12094.0,893.8,191858.0,17788.0
1975-01-01,141029.0,8110.6,168635.0,370138.0,40753.2,13261.8,115068.0,53566.0,12298.4,963.4,201504.0,19380.8
1975-04-01,144208.8,7429.4,169392.0,373408.0,39033.0,13534.4,114248.0,55144.0,12533.6,1000.8,204016.0,18069.2
1975-07-01,146811.6,9943.6,176118.0,385394.0,42569.6,13840.2,119996.0,56123.0,12809.2,1031.0,209275.0,18785.6
1975-10-01,149811.2,10274.4,180772.0,395571.0,44571.6,14172.0,122592.0,58180.0,13106.4,1065.6,214799.0,20125.2
1976-01-01,150950.8,10232.6,181601.0,401291.0,45886.0,14500.6,122920.0,58681.0,13436.4,1064.2,219691.0,21152.8
1976-04-01,152628.0,9852.8,182502.0,400985.0,44266.6,14843.8,123427.0,59075.0,13760.0,1083.8,218482.0,19569.6
1976-07-01,153772.0,10952.4,184874.0,403517.0,44609.4,15196.4,125164.0,59710.0,14081.6,1114.8,218643.0,18460.4
1976-10-01,157898.4,10930.8,190224.0,410818.0,44474.0,15539.6,128298.0,61926.0,14396.8,1142.8,220595.0,18003.6
