Date,Durable goods,Equipment,Exports,Federal,Fixed investment,Goods,Government consumption expenditures and gross investment,Gross domestic product,Gross private domestic investment,Imports,Intellectual property products,National defense,Nondefense,Nondurable goods,Nonresidential,Personal consumption expenditures,Residential,Services,State and local,Structures
1950-04-01,3.801,3.547,2.444,23.361,8.348,5.249333333333333,19.246,12.327,8.213,2.144,1.018,29.179,15.951,19.174,4.89,11.379,31.485,5.242,16.324,26.849
1950-07-01,4.702,3.927,2.507,22.693,8.941,5.7443333333333335,18.936,12.804,8.919,2.646,1.022,30.939,11.717,19.505,5.296,11.963,33.204,5.343666666666667,16.338,28.404
1950-10-01,4.12,3.867,2.71,25.508,8.763,5.588666666666666,20.274,13.049,10.052,2.651,1.012,35.4,12.218,19.072,5.288,11.603,31.657,5.504333333333332,16.344,29.132
1951-01-01,4.25,3.703,2.846,30.232,8.445,5.697,22.431,13.226,9.025,2.651,0.984,44.321,11.051,19.422,5.15,11.883,30.019,5.754666666666666,16.184,29.226
1951-04-01,3.64,3.709,3.126,36.268,8.069,5.561,25.42,13.455,9.234,2.563,0.974,54.132,11.979,19.138,5.212,11.548,26.008,5.855666666666667,16.457,30.219
1951-07-01,3.574,3.789,3.203,42.139,7.95,5.524,28.213,13.733,8.555,2.346,0.993,64.513,11.714,19.54,5.273,11.682,24.367,6.070666666666667,16.539,30.035
1951-10-01,3.563,3.752,3.172,45.356,7.889,5.485666666666667,29.703,13.763,7.873,2.285,1.034,69.908,11.978,19.769,5.186,11.75,24.601,6.280333333333334,16.515,28.881
1952-01-01,3.583,3.773,3.341,47.218,8.01,5.609333333333333,30.585,13.91,8.078,2.55,1.122,72.115,13.356,19.606,5.236,11.777,25.246,6.4816666666666665,16.559,28.916
1952-04-01,3.653,3.825,2.974,49.077,8.145,5.561,31.626,13.939,7.469,2.537,1.2,75.863,12.647,20.062,5.319,12.008,25.714,6.410333333333334,16.911,29.124
1952-07-01,3.436,3.259,2.739,50.293,7.702,5.509,31.945,14.04,7.87,2.692,1.279,77.528,13.238,20.415,4.905,12.066,25.465,6.576666666666667,16.454,29.367
1952-10-01,4.029,3.668,2.758,51.017,8.288,5.766666666666667,32.477,14.501,8.437,2.933,1.374,78.775,13.251,20.714,5.34,12.491,26.84,6.878666666666667,16.832,30.492
1953-01-01,4.164,3.929,2.711,52.828,8.625,5.772333333333333,33.506,14.771,8.618,2.861,1.435,81.011,14.471,20.843,5.629,12.638,27.273,6.885333333333333,17.193,31.41
1953-04-01,4.14,3.923,2.728,54.347,8.691,5.84,34.194,14.885,8.667,3.01,1.501,81.644,17.104,20.938,5.685,12.714,27.363,6.977,17.162,32.013
1953-07-01,4.114,4.055,2.838,53.037,8.707,5.828333333333333,33.831,14.801,8.486,2.998,1.529,80.781,15.266,20.746,5.812,12.684,26.339,7.1193333333333335,17.616,32.191
1953-10-01,3.999,3.938,2.744,52.368,8.631,5.703,33.747,14.577,7.873,2.851,1.547,79.359,15.589,20.777,5.759,12.599,26.125,7.133333333333333,18.037,32.759
1954-01-01,3.875,3.718,2.621,49.747,8.51,5.619666666666667,32.87,14.507,7.816,2.686,1.562,74.45,16.029,20.978,5.607,12.645,26.411,6.955666666666667,18.68,33.092
1954-04-01,4.062,3.635,2.998,47.264,8.646,5.8870000000000005,31.758,14.523,7.798,2.928,1.571,71.457,14.284,20.922,5.557,12.809,28.133,7.170333333333333,18.752,33.322
1954-07-01,4.08,3.807,2.901,45.192,8.975,5.814,31.071,14.687,8.174,2.751,1.586,68.247,13.76,21.186,5.699,12.983,29.846,7.265333333333333,19.27,33.249
1954-10-01,4.331,3.798,3.035,44.693,9.171,5.979333333333333,30.885,14.975,8.533,2.777,1.61,66.067,15.494,21.543,5.691,13.255,31.714,7.418333333333333,19.358,33.108
1955-01-01,4.72,3.833,3.148,43.833,9.523,6.224333333333333,30.903,15.402,9.385,2.941,1.626,65.92,13.716,21.766,5.789,13.553,34.045,7.413333333333334,20.165,34.134
1955-04-01,4.976,4.173,3.074,42.902,9.922,6.320666666666667,30.601,15.653,9.956,3.108,1.677,63.715,14.477,22.168,6.134,13.812,34.535,7.8116666666666665,20.426,34.981
1955-07-01,5.137,4.434,3.276,43.355,10.147,6.4543333333333335,30.797,15.865,10.109,3.16,1.737,64.409,14.607,22.317,6.438,13.983,33.799,8.029,20.397,36.141
