Date,Business current transfer payments (net),Capital consumption adjustment,Compensation of employees,Consumption of fixed capital,Corporate profits with IVA,Corporate profits with IVA and CCAdj,Current surplus of government enterprises,Employer contributions for employee pension and insurance funds,Employer contributions for government social insurance,Farm,Government,Inventory valuation adjustment,Less: Capital transfers paid (net),Less: Subsidies,National income,Net cash flow with IVA,Net dividends,Net interest and miscellaneous payments,Nonfarm,Other,Profits after tax (without IVA and CCAdj),Profits after tax with IVA and CCAdj,Profits before tax (without IVA and CCAdj),Proprietors' income (without IVA and CCAdj),Proprietors' income with IVA,Proprietors' income with IVA and CCAdj,Rental income of persons (without CCAdj),Rental income of persons with CCAdj,Supplements to wages and salaries,Taxes on corporate income,Taxes on production and imports,To government (net),To persons (net),To the rest of the world (net),Undistributed profits (without IVA and CCAdj),Undistributed profits with IVA and CCAdj,Wages and salaries
1947-01-01,524.0,-779.75,128989.0,9036.0,23814.0,21455.0,,5453.0,4672.0,15980.0,17126.0,-5926.0,,511.0,213000.0,12927.0,6068.0,2018.0,20208.0,101738.0,21970.0,9959.0,33466.0,22457.0,16241.0,36188.0,7107.0,6657.0,10125.0,11496.0,17679.0,315.0,209.0,,15902.0,3891.0,118864.0
1947-04-01,685.0,-888.25,130787.0,9561.0,26992.0,24483.0,,5238.0,4288.0,12355.0,17346.0,-2716.0,,417.0,215599.0,16796.0,6368.0,2290.0,20907.0,103914.0,20788.0,13603.0,31668.0,21931.0,12642.0,33262.0,7257.0,6768.0,9526.0,10880.0,17740.0,319.0,366.0,,14420.0,7235.0,121260.0
1947-07-01,797.0,-967.0,132781.0,10059.0,27240.0,24592.0,,5249.0,3544.0,14098.0,17598.0,-2720.0,,364.0,219196.0,17335.0,6592.0,2491.0,19795.0,106390.0,20564.0,13868.0,31288.0,21575.0,14412.0,33893.0,7491.0,6973.0,8793.0,10724.0,18031.0,327.0,470.0,,13972.0,7276.0,123988.0
1947-10-01,854.0,-1022.25,136877.0,10529.0,28903.0,26127.0,,5390.0,3220.0,14935.0,17973.0,-3378.0,,302.0,227168.0,18428.0,6556.0,2508.0,20037.0,110294.0,22451.0,14455.0,34123.0,22004.0,15278.0,34972.0,7696.0,7157.0,8610.0,11672.0,18974.0,331.0,523.0,,15895.0,7899.0,128267.0
1948-01-01,732.0,-1058.25,140405.0,10972.0,32871.0,29979.0,,5532.0,3208.0,14486.0,18294.0,-1751.5,,384.0,235846.0,21779.0,7164.0,2449.0,21897.0,113371.0,23739.0,17971.0,35747.0,22943.0,14859.0,36384.0,7869.0,7319.0,8740.0,12008.0,18963.0,350.0,384.0,,16575.0,10807.0,131665.0
1948-04-01,705.0,-1073.5,142070.0,11356.0,34721.0,31757.0,,5704.0,2988.0,17972.0,18631.0,-1840.0,,292.0,244048.0,23641.0,6824.0,2446.0,22259.0,114747.0,24941.0,19109.0,37589.0,23445.0,18370.0,40231.0,8023.0,7465.0,8692.0,12648.0,19665.0,342.0,364.0,,18117.0,12285.0,133378.0
1948-07-01,700.0,-1070.5,146847.0,11680.0,34163.0,31170.0,,5846.0,2944.0,17924.0,19254.0,-1704.0,,615.0,248774.0,23182.0,7260.0,2525.0,22680.0,118803.0,24551.0,18762.0,36959.0,23604.0,18340.0,40604.0,8097.0,7536.0,8790.0,12408.0,20006.0,332.0,368.0,,17291.0,11502.0,138057.0
1948-10-01,692.0,-1052.75,147929.0,11944.0,35644.0,32665.0,,5952.0,2876.0,16436.0,19902.0,171.5,,869.0,250735.0,25094.0,7564.0,2534.0,23462.0,119199.0,23760.0,20713.0,35712.0,23294.0,16865.0,39897.0,8177.0,7617.0,8828.0,11952.0,20270.0,324.0,368.0,,16196.0,13149.0,139101.0
1949-01-01,650.0,-1021.75,146267.0,12149.0,33923.0,31004.0,,5985.0,3540.0,12707.0,20350.0,978.0,,585.0,243316.0,24885.0,7432.0,2655.0,22707.0,116392.0,21683.0,20168.0,32519.0,22333.0,13142.0,35414.0,8098.0,7543.0,9525.0,10836.0,20369.0,319.0,332.0,,14251.0,12736.0,136742.0
1949-04-01,657.0,-992.75,144680.0,12336.0,31528.0,28664.0,,6143.0,3532.0,12132.0,20689.0,1810.0,,399.0,239734.0,24081.0,7400.0,2719.0,22805.0,114316.0,19172.0,19144.0,28692.0,22141.0,12569.0,34937.0,8204.0,7654.0,9675.0,9520.0,20822.0,326.0,332.0,,11772.0,11744.0,135005.0
1949-07-01,697.0,-966.25,143608.0,12506.0,32736.0,29923.0,,6341.0,3284.0,11615.0,21079.0,1754.0,,529.0,239881.0,25197.0,7296.0,2803.0,22623.0,112904.0,19816.0,19987.0,29752.0,22172.0,12048.0,34238.0,8435.0,7888.0,9625.0,9936.0,21253.0,342.0,356.0,,12520.0,12691.0,133983.0
1949-10-01,749.0,-942.0,142780.0,12657.0,29405.0,26640.0,,6538.0,3040.0,11502.0,21190.0,96.0,,481.0,235983.0,21953.0,7596.0,2843.0,22669.0,112012.0,19457.0,16892.0,29205.0,22714.0,11925.0,34171.0,8652.0,8108.0,9578.0,9748.0,21172.0,349.0,400.0,,11861.0,9296.0,133202.0
1950-01-01,710.0,-929.5,147004.0,12790.0,32777.0,30056.0,,6865.0,3268.0,12228.0,21225.0,-370.0,,690.0,246329.0,20930.0,8476.0,2991.0,24018.0,115645.0,20037.0,16616.0,33477.0,24106.0,12636.0,36246.0,9000.0,8458.0,10133.0,13440.0,21554.0,267.0,444.0,,11561.0,8140.0,136870.0
1950-04-01,778.0,-929.5,153616.0,13043.0,36607.0,33889.0,,7318.0,3256.0,12227.0,21804.0,-1953.5,,809.0,258480.0,22252.0,8572.0,3061.0,24585.0,121238.0,23815.0,17781.0,39923.0,25225.0,12634.0,36813.0,9215.0,8669.0,10574.0,16108.0,22462.0,272.0,508.0,,15243.0,9209.0,143042.0
1950-07-01,858.0,-951.0,162303.0,13414.0,41197.0,38441.0,,7877.0,3400.0,13104.0,22958.0,-4498.0,,772.0,275559.0,22776.0,9356.0,3052.0,25352.0,128067.0,28777.0,18717.0,48501.0,27118.0,13523.0,38456.0,9397.0,8841.0,11277.0,19724.0,24380.0,269.0,588.0,,19421.0,9361.0,151025.0
1950-10-01,949.0,-994.5,170150.0,13905.0,44681.0,41848.0,,8508.0,3568.0,13932.0,24545.0,-5295.5,,1103.0,286083.0,24377.0,9736.0,3145.0,24610.0,133529.0,31581.0,20208.0,53221.0,26790.0,14377.0,38543.0,9720.0,9148.0,12076.0,21640.0,23404.0,268.0,680.0,,21845.0,10472.0,158074.0
1951-01-01,1079.0,-1052.5,178566.0,14515.0,43669.0,40716.0,,9201.0,4032.0,15015.0,26706.0,-5314.0,,1156.0,297818.0,20571.0,8612.0,3298.0,25886.0,138627.0,26345.0,14668.0,52393.0,27968.0,15500.0,40901.0,9913.0,9320.0,13233.0,26048.0,25094.0,287.0,792.0,,17733.0,6056.0,165333.0
1951-04-01,1151.0,-1090.5,184901.0,15007.0,43581.0,40568.0,,9779.0,4128.0,15397.0,28509.0,-641.5,,1128.0,305196.0,24680.0,8892.0,3520.0,27141.0,142484.0,22589.0,18564.0,44593.0,27635.0,15914.0,42539.0,10186.0,9576.0,13907.0,22004.0,24069.0,284.0,868.0,,13697.0,9672.0,170993.0
1951-07-01,1187.0,-1101.5,187854.0,15382.0,44130.0,41117.0,,10292.0,4068.0,15148.0,30184.0,2000.0,,872.0,310552.0,27775.0,8836.0,3685.0,28093.0,143310.0,20778.0,21229.0,40666.0,27789.0,15689.0,43241.0,10478.0,9858.0,14360.0,19888.0,24481.0,287.0,900.0,,11942.0,12393.0,173494.0
1951-10-01,1221.0,-1086.0,191495.0,15640.0,45344.0,42390.0,,10741.0,4148.0,15654.0,31516.0,904.0,,1037.0,316978.0,27793.0,8960.0,3752.0,28044.0,145089.0,22592.0,21114.0,43868.0,27919.0,16211.0,43698.0,10748.0,10124.0,14889.0,21276.0,25336.0,290.0,932.0,,13632.0,12154.0,176605.0
1952-01-01,1216.0,-1047.25,196097.0,15780.0,42862.0,40026.0,,10967.0,4124.0,13714.0,32439.0,692.5,,813.0,318523.0,27846.0,8432.0,3817.0,27978.0,148567.0,22062.0,20498.0,41590.0,28029.0,14279.0,41693.0,11024.0,10400.0,15091.0,19528.0,26087.0,304.0,912.0,,13630.0,12066.0,181006.0
1952-04-01,1203.0,-1000.25,197426.0,15970.0,40823.0,38129.0,,11210.0,4096.0,14516.0,33135.0,674.0,,791.0,320447.0,26736.0,8992.0,3940.0,28440.0,148985.0,21295.0,19757.0,39667.0,28365.0,15084.0,42956.0,11288.0,10665.0,15306.0,18372.0,26918.0,307.0,896.0,,12303.0,10765.0,182120.0
1952-07-01,1188.0,-948.75,201503.0,16211.0,40598.0,38072.0,,11447.0,4104.0,15974.0,33761.0,443.5,,798.0,326978.0,27075.0,8900.0,4003.0,28772.0,152191.0,21590.0,19764.0,39898.0,28664.0,16541.0,44745.0,11552.0,10931.0,15551.0,18308.0,27334.0,310.0,876.0,,12690.0,10864.0,185952.0
1952-10-01,1183.0,-892.75,209326.0,16503.0,44768.0,42432.0,,11612.0,4248.0,13045.0,34177.0,554.0,,695.0,338501.0,29631.0,9084.0,4080.0,29717.0,159289.0,23752.0,22212.0,43972.0,29460.0,13605.0,42762.0,11886.0,11267.0,15860.0,20220.0,28145.0,315.0,868.0,,14668.0,13128.0,193466.0
1953-01-01,1193.0,-830.5,213123.0,16845.0,45461.0,43340.0,,11866.0,4188.0,13010.0,34321.0,-271.0,,727.0,344485.0,30137.0,8764.0,4278.0,29940.0,162748.0,24609.0,22056.0,45893.0,30084.0,13558.0,42948.0,12202.0,11584.0,16054.0,21284.0,28746.0,305.0,888.0,,15845.0,13292.0,197069.0
1953-04-01,1196.0,-775.5,216209.0,17164.0,44438.0,42509.0,,11978.0,4204.0,12398.0,34355.0,-846.0,,451.0,347302.0,28772.0,9524.0,4421.0,29949.0,165672.0,24658.0,21133.0,46034.0,30065.0,12935.0,42347.0,12509.0,11894.0,16182.0,21376.0,29178.0,313.0,884.0,,15134.0,11609.0,200027.0
1953-07-01,1148.0,-726.5,216523.0,17459.0,43073.0,41310.0,,12109.0,4268.0,11732.0,34287.0,-1267.5,,676.0,345591.0,28494.0,9400.0,4588.0,29485.0,165859.0,24201.0,20434.0,45077.0,30022.0,12258.0,41218.0,12774.0,12162.0,16377.0,20876.0,29319.0,314.0,836.0,,14801.0,11034.0,200146.0
1953-10-01,1075.0,-683.75,215129.0,17732.0,35635.0,34017.0,,12234.0,4180.0,11537.0,34389.0,54.0,,202.0,337972.0,26281.0,9228.0,4763.0,30020.0,164326.0,19351.0,17777.0,35591.0,29947.0,12054.0,41557.0,13081.0,12474.0,16414.0,16240.0,29161.0,316.0,760.0,,10123.0,8549.0,198715.0
1954-01-01,956.0,-643.0,213112.0,17982.0,38007.0,36508.0,,12103.0,4608.0,12860.0,34397.0,-3.5,,130.0,339618.0,28651.0,9744.0,5014.0,29820.0,162004.0,21923.0,20412.0,38019.0,29777.0,13369.0,42681.0,13400.0,12797.0,16711.0,16096.0,28681.0,342.0,612.0,,12179.0,10668.0,196401.0
1954-04-01,881.0,-578.5,212684.0,18225.0,39105.0,37847.0,,12115.0,4612.0,11663.0,34717.0,30.0,,692.0,339907.0,30289.0,9172.0,5261.0,30436.0,161240.0,22529.0,21235.0,39141.0,30300.0,12160.0,42099.0,13614.0,13015.0,16727.0,16612.0,28812.0,348.0,532.0,,13357.0,12063.0,195957.0
1954-07-01,883.0,-485.75,213224.0,18462.0,40789.0,39895.0,,12302.0,4588.0,11788.0,35129.0,-378.5,,328.0,343289.0,31128.0,9568.0,5479.0,30461.0,161205.0,23813.0,22235.0,41473.0,30502.0,12270.0,42248.0,13743.0,13144.0,16890.0,17660.0,28744.0,350.0,532.0,,14245.0,12667.0,196334.0
1954-10-01,943.0,-363.25,217536.0,18691.0,43999.0,43589.0,,12536.0,4640.0,10685.0,35377.0,-382.5,,160.0,352198.0,33508.0,9748.0,5691.0,31308.0,164983.0,25515.0,24565.0,44539.0,31514.0,11148.0,41992.0,13886.0,13287.0,17176.0,19024.0,29319.0,352.0,592.0,,15767.0,14817.0,200360.0
1955-01-01,1101.0,-224.75,221895.0,18913.0,48607.0,48804.0,,12791.0,5048.0,10922.0,35482.0,-473.5,-4.0,264.0,364606.0,36329.0,10260.0,5821.0,32744.0,168574.0,28583.0,27672.0,49715.0,32638.0,11363.0,43667.0,13934.0,13333.0,17839.0,21132.0,30248.0,369.0,732.0,,18323.0,17412.0,204056.0
1955-04-01,1245.0,-136.75,228083.0,19260.0,49560.0,50107.0,,13088.0,5144.0,11279.0,36234.0,-618.5,-8.0,327.0,373957.0,37599.0,10396.0,5965.0,32992.0,173617.0,29064.0,28727.0,50444.0,33401.0,11711.0,44270.0,13991.0,13386.0,18232.0,21380.0,31228.0,369.0,876.0,,18668.0,18331.0,209851.0
1955-07-01,1372.0,-113.5,233910.0,19734.0,49539.0,50177.0,,13420.0,5244.0,10692.0,37398.0,-1228.0,-8.0,31.0,381360.0,36983.0,11048.0,5915.0,33943.0,177848.0,29843.0,28289.0,51731.0,34252.0,11129.0,44635.0,14050.0,13441.0,18664.0,21888.0,31941.0,366.0,1004.0,,18795.0,17241.0,215246.0
1955-10-01,1471.0,-155.0,238391.0,20333.0,51111.0,51582.0,,13680.0,5260.0,9971.0,37270.0,-1548.0,-12.0,181.0,387692.0,37956.0,11216.0,5933.0,34547.0,182181.0,31115.0,28826.0,53871.0,34907.0,10425.0,44518.0,14141.0,13527.0,18940.0,22756.0,32451.0,364.0,1108.0,,19899.0,17610.0,219451.0
1956-01-01,1574.0,-246.75,242828.0,21058.0,49373.0,49420.0,,13970.0,5576.0,10193.0,37836.0,-1684.0,-16.0,300.0,391240.0,37290.0,11520.0,6231.0,34670.0,185446.0,30601.0,27736.0,52285.0,35054.0,10678.0,44863.0,14216.0,13595.0,19546.0,21684.0,33031.0,415.0,1160.0,,19081.0,16216.0,223282.0
1956-04-01,1623.0,-324.25,247491.0,21760.0,49898.0,49642.0,,14338.0,5652.0,10364.0,38532.0,-2160.0,-16.0,556.0,397011.0,37742.0,11580.0,6359.0,34887.0,188969.0,31446.0,27546.0,53542.0,35466.0,10877.0,45251.0,14230.0,13604.0,19990.0,22096.0,33596.0,415.0,1208.0,,19866.0,15966.0,227501.0
1956-07-01,1674.0,-371.75,250420.0,22439.0,49747.0,49309.0,,14791.0,5676.0,10879.0,39184.0,-732.5,-20.0,899.0,401886.0,39444.0,11596.0,6695.0,35530.0,190769.0,30211.0,28581.0,50939.0,35688.0,11416.0,46408.0,14309.0,13682.0,20467.0,20728.0,34597.0,418.0,1256.0,,18615.0,16985.0,229953.0
1956-10-01,1731.0,-390.75,256363.0,23094.0,50711.0,50214.0,,15228.0,5768.0,10917.0,39656.0,-1814.0,-20.0,1213.0,410082.0,39440.0,12032.0,6721.0,35836.0,195711.0,31879.0,28358.0,53735.0,36324.0,11474.0,46753.0,14416.0,13790.0,20996.0,21856.0,35724.0,416.0,1316.0,,19847.0,16326.0,235367.0
1957-01-01,1798.0,-387.0,260222.0,23727.0,52094.0,51659.0,,15596.0,6360.0,9949.0,40229.0,-1396.0,-24.0,1286.0,416849.0,40978.0,12088.0,7513.0,36978.0,198037.0,32174.0,29315.0,54518.0,37261.0,10524.0,46927.0,14494.0,13871.0,21956.0,22344.0,36144.0,422.0,1376.0,,20086.0,17227.0,238266.0
1957-04-01,1826.0,-397.5,262057.0,24315.0,50731.0,50289.0,,16044.0,6396.0,10517.0,40733.0,-938.0,-24.0,1218.0,418912.0,40964.0,12308.0,7714.0,37196.0,198884.0,30883.0,28933.0,52239.0,37505.0,11105.0,47713.0,14589.0,13970.0,22440.0,21356.0,36561.0,422.0,1404.0,,18575.0,16625.0,239617.0
1957-07-01,1840.0,-427.0,264724.0,24858.0,49858.0,49340.0,,16491.0,6404.0,11049.0,41501.0,-699.5,-24.0,1061.0,422581.0,40897.0,12460.0,7840.0,37755.0,200328.0,30274.0,28476.0,51138.0,37852.0,11646.0,48805.0,14695.0,14080.0,22895.0,20864.0,37012.0,428.0,1412.0,,17814.0,16016.0,241829.0
1957-10-01,1827.0,-473.5,263301.0,25357.0,45934.0,45271.0,,16897.0,6312.0,10688.0,41589.0,-644.0,-24.0,962.0,415785.0,39411.0,12284.0,7611.0,37012.0,198503.0,27922.0,26315.0,46878.0,37375.0,11289.0,47700.0,14902.0,14291.0,23209.0,18956.0,36746.0,440.0,1388.0,,15638.0,14031.0,240092.0
1958-01-01,1794.0,-544.75,259767.0,25811.0,40344.0,39466.0,,16743.0,6300.0,13326.0,42035.0,-150.5,-28.0,1097.0,409687.0,36833.0,12144.0,8097.0,36940.0,194689.0,24236.0,23138.0,40564.0,37112.0,13928.0,50265.0,15179.0,14572.0,23043.0,16328.0,36823.0,485.0,1308.0,,12092.0,10994.0,236724.0
1958-04-01,1741.0,-579.5,259426.0,26227.0,41588.0,40608.0,,16862.0,6288.0,12977.0,43091.0,119.5,-28.0,1291.0,411599.0,37939.0,12248.0,8710.0,37349.0,193185.0,24600.0,23932.0,41276.0,37552.0,13581.0,50325.0,15353.0,14750.0,23150.0,16676.0,37331.0,482.0,1260.0,,12352.0,11684.0,236276.0
1958-07-01,1673.0,-585.0,267228.0,26604.0,45728.0,44759.0,,17031.0,6360.0,12142.0,46107.0,-90.0,-28.0,1476.0,424481.0,40347.0,12136.0,9491.0,37981.0,197730.0,27064.0,25851.0,45972.0,38080.0,12749.0,50123.0,15490.0,14889.0,23391.0,18908.0,37795.0,459.0,1212.0,,14928.0,13715.0,243837.0
1958-10-01,1607.0,-560.75,272263.0,26942.0,51438.0,50593.0,,17383.0,6448.0,11244.0,45255.0,-502.5,-32.0,1612.0,437248.0,43887.0,11832.0,10576.0,38673.0,203177.0,30458.0,28745.0,52306.0,38996.0,11855.0,49916.0,15577.0,14976.0,23831.0,21848.0,38929.0,426.0,1180.0,,18626.0,16913.0,248432.0
1959-01-01,1600.0,-499.25,279746.0,27240.0,54874.0,54265.0,494.0,17983.0,7752.0,10869.0,45456.0,-419.0,-44.0,1148.0,448264.0,45966.0,12788.0,8486.0,39213.0,208555.0,32706.0,31469.0,55502.0,39593.0,11485.0,50080.0,15571.0,14970.0,25735.0,22796.0,39770.0,332.0,1272.0,,19918.0,18681.0,254011.0
1959-04-01,1661.0,-432.75,286458.0,27512.0,59402.0,59067.0,554.0,18014.0,7888.0,9861.0,45844.0,-568.0,-40.0,928.0,462360.0,48431.0,13236.0,9485.0,40479.0,214712.0,35446.0,34115.0,60398.0,40798.0,10477.0,50340.0,16031.0,15431.0,25902.0,24952.0,40292.0,341.0,1320.0,,22210.0,20879.0,260556.0
1959-07-01,1672.0,-352.75,286926.0,27756.0,54217.0,54190.0,521.0,18151.0,7876.0,9360.0,46236.0,-83.5,-60.0,1088.0,459613.0,46126.0,13772.0,9531.0,40995.0,214663.0,32441.0,32082.0,54549.0,41010.0,9969.0,50356.0,16380.0,15783.0,26027.0,22108.0,41722.0,332.0,1340.0,,18669.0,18310.0,260899.0
1959-10-01,1695.0,-259.75,290187.0,27972.0,54216.0,54535.0,610.0,18381.0,7904.0,10084.0,46680.0,452.0,-52.0,1068.0,464844.0,47023.0,14128.0,9812.0,40522.0,217222.0,31960.0,33127.0,53368.0,40636.0,10680.0,50606.0,16634.0,16043.0,26285.0,21408.0,42424.0,339.0,1356.0,,17832.0,18999.0,263902.0
1960-01-01,1732.0,-155.0,298735.0,28161.0,57910.0,58609.0,546.0,18734.0,9252.0,9643.0,47712.0,-492.0,-84.0,1024.0,478067.0,48578.0,14112.0,9799.0,40105.0,223037.0,34614.0,34445.0,58778.0,40379.0,10219.0,49748.0,16810.0,16227.0,27986.0,24164.0,43696.0,399.0,1332.0,,20502.0,20333.0,270749.0
1960-04-01,1729.0,-80.75,301716.0,28367.0,53824.0,54796.0,547.0,19054.0,9264.0,10618.0,48636.0,-286.0,-100.0,1280.0,478812.0,46951.0,14196.0,9862.0,40097.0,224762.0,32312.0,32680.0,54428.0,40223.0,11179.0,50715.0,16955.0,16379.0,28318.0,22116.0,44347.0,420.0,1308.0,,18116.0,18484.0,273398.0
1960-07-01,1740.0,-38.0,302573.0,28591.0,52671.0,53807.0,396.0,19329.0,9280.0,11009.0,49872.0,340.0,-96.0,1048.0,480249.0,46934.0,14428.0,10507.0,39862.0,224092.0,31023.0,32675.0,52155.0,39870.0,11557.0,50871.0,17111.0,16542.0,28609.0,21132.0,44861.0,439.0,1300.0,,16595.0,18247.0,273964.0
1960-10-01,1771.0,-25.5,302104.0,28833.0,50314.0,51506.0,378.0,19592.0,9204.0,11326.0,50508.0,142.0,-92.0,1232.0,478469.0,45987.0,14316.0,10934.0,39694.0,222800.0,29922.0,31378.0,50050.0,39869.0,11865.0,51020.0,17263.0,16703.0,28796.0,20128.0,45284.0,462.0,1308.0,,15606.0,17062.0,273308.0
1961-01-01,1851.0,-48.75,303112.0,29091.0,49103.0,50242.0,307.0,19871.0,9452.0,11548.0,51104.0,-26.0,-108.0,1572.0,480301.0,45222.0,14264.0,11340.0,40779.0,222685.0,29223.0,30286.0,49179.0,41005.0,12081.0,52327.0,17469.0,16918.0,29323.0,19956.0,45776.0,531.0,1320.0,,14959.0,16022.0,273789.0
1961-04-01,1870.0,8.25,307313.0,29368.0,53111.0,54481.0,236.0,20124.0,9556.0,10870.0,51800.0,551.5,-116.0,2008.0,489936.0,48233.0,14308.0,11851.0,41776.0,225833.0,30671.0,33057.0,52095.0,41955.0,11398.0,52645.0,17627.0,17084.0,29680.0,21424.0,46463.0,530.0,1340.0,,16363.0,18749.0,277633.0
1961-07-01,1916.0,139.5,312320.0,29662.0,55357.0,57243.0,311.0,20424.0,9644.0,11044.0,52792.0,150.0,-128.0,2172.0,499689.0,49709.0,14608.0,12205.0,42281.0,229460.0,32317.0,34527.0,55033.0,42573.0,11569.0,53325.0,17821.0,17286.0,30068.0,22716.0,47256.0,547.0,1368.0,,17709.0,19919.0,282252.0
1961-10-01,1969.0,346.0,318939.0,29974.0,59131.0,61816.0,499.0,20748.0,9788.0,11532.0,54188.0,-127.5,-140.0,2304.0,514228.0,52042.0,15172.0,12927.0,42962.0,234215.0,34595.0,37100.0,59311.0,43289.0,12054.0,54495.0,18039.0,17512.0,30536.0,24716.0,48377.0,552.0,1416.0,,19423.0,21928.0,288403.0
1962-01-01,2034.0,633.0,325482.0,30304.0,58784.0,62551.0,427.0,21162.0,11044.0,11861.0,55300.0,256.0,-120.0,2284.0,523404.0,54507.0,15324.0,12734.0,43463.0,237976.0,35196.0,39407.0,58340.0,43587.0,12383.0,55324.0,18260.0,17739.0,32206.0,23144.0,49396.0,554.0,1480.0,,19872.0,24083.0,293276.0
1962-04-01,2091.0,856.75,331427.0,30649.0,57902.0,62521.0,361.0,21504.0,11176.0,11079.0,55976.0,-90.0,-120.0,2384.0,530536.0,54638.0,15792.0,13697.0,43887.0,242771.0,35166.0,39661.0,58026.0,44101.0,11598.0,54966.0,18465.0,17950.0,32680.0,22860.0,49906.0,559.0,1532.0,,19374.0,23869.0,298747.0
1962-07-01,2146.0,1022.25,334241.0,31008.0,59005.0,64244.0,413.0,21838.0,11228.0,10668.0,56488.0,-462.0,-108.0,2216.0,536929.0,55816.0,15992.0,14175.0,44220.0,244687.0,36205.0,40692.0,59757.0,44516.0,11184.0,54888.0,18658.0,18150.0,33066.0,23552.0,50888.0,574.0,1572.0,,20213.0,24700.0,301175.0
1962-10-01,2197.0,1129.75,337658.0,31382.0,61230.0,66857.0,391.0,22144.0,11280.0,11264.0,57624.0,340.0,-156.0,2208.0,544924.0,58572.0,16196.0,14587.0,44496.0,246610.0,37066.0,43229.0,60694.0,44446.0,11775.0,55760.0,18846.0,18343.0,33424.0,23628.0,51338.0,585.0,1612.0,,20870.0,27033.0,304234.0
1963-01-01,2436.0,1174.0,342654.0,31771.0,61412.0,67197.0,718.0,22488.0,12204.0,11403.0,58620.0,516.0,-92.0,2032.0,551839.0,58744.0,16596.0,14346.0,44571.0,249342.0,36708.0,43477.0,60428.0,44608.0,11908.0,55974.0,19039.0,18542.0,34692.0,23720.0,52005.0,642.0,1796.0,,20112.0,26881.0,307962.0
1963-04-01,2518.0,1224.25,347560.0,32185.0,64280.0,70229.0,756.0,22872.0,12332.0,10829.0,59380.0,86.0,-84.0,2176.0,560854.0,60141.0,16944.0,14542.0,44971.0,252976.0,38652.0,44817.0,64064.0,45074.0,11329.0,55800.0,19180.0,18687.0,35204.0,25412.0,52938.0,684.0,1836.0,,21708.0,27873.0,312356.0
1963-07-01,2535.0,1275.0,352644.0,32623.0,65537.0,71657.0,844.0,23343.0,12456.0,10679.0,60180.0,-172.0,-92.0,2296.0,569385.0,61036.0,17220.0,15010.0,45550.0,256665.0,39653.0,45541.0,65769.0,45693.0,11176.0,56229.0,19333.0,18842.0,35799.0,26116.0,53919.0,653.0,1884.0,,22433.0,28321.0,316845.0
1963-10-01,2619.0,1326.75,358774.0,33085.0,66652.0,72951.0,938.0,23906.0,12628.0,11127.0,61924.0,-410.0,-84.0,2432.0,579412.0,61700.0,17704.0,15454.0,46462.0,260316.0,40688.0,46235.0,67404.0,46538.0,11621.0,57589.0,19327.0,18836.0,36534.0,26716.0,54682.0,665.0,1956.0,,22984.0,28531.0,322240.0
1964-01-01,2721.0,1386.25,365175.0,33572.0,70569.0,77053.0,940.0,24525.0,12428.0,9873.0,63124.0,-133.0,-84.0,2728.0,591739.0,65349.0,18964.0,16156.0,48042.0,265098.0,44409.0,50657.0,70805.0,48026.0,10365.0,57913.0,19331.0,18840.0,36953.0,26396.0,55671.0,648.0,2072.0,,25445.0,31693.0,328222.0
1964-04-01,2785.0,1429.0,372622.0,34103.0,70653.0,77320.0,943.0,25217.0,12572.0,9514.0,64160.0,-74.0,-72.0,2880.0,601847.0,65511.0,19584.0,16712.0,49307.0,270673.0,44397.0,50920.0,70797.0,49274.0,10007.0,58821.0,19274.0,18779.0,37789.0,26400.0,56746.0,612.0,2172.0,,24813.0,31336.0,334833.0
1964-07-01,3207.0,1463.5,380011.0,34677.0,71592.0,78439.0,704.0,25894.0,12708.0,9295.0,65660.0,-501.5,-84.0,2648.0,613202.0,66204.0,20016.0,17458.0,49991.0,275749.0,45512.0,51459.0,72492.0,50091.0,9790.0,59287.0,19365.0,18863.0,38602.0,26980.0,57881.0,966.0,2240.0,,25496.0,31443.0,341409.0
1964-10-01,3306.0,1490.0,386093.0,35296.0,70994.0,78019.0,875.0,26586.0,12820.0,10439.0,66756.0,-392.0,-84.0,2660.0,621367.0,66343.0,20540.0,17611.0,50064.0,279931.0,45174.0,51503.0,71690.0,50206.0,10939.0,60503.0,19352.0,18841.0,39406.0,26516.0,58778.0,1042.0,2264.0,,24634.0,30963.0,346687.0
1965-01-01,3502.0,1499.0,392930.0,35958.0,78643.0,85843.0,848.0,27312.0,12804.0,11431.0,67452.0,-249.0,-84.0,2924.0,639973.0,73121.0,20420.0,18557.0,50516.0,285362.0,50699.0,57499.0,79043.0,50788.0,11938.0,61949.0,19608.0,19083.0,40116.0,28344.0,60184.0,1171.0,2332.0,,30279.0,37079.0,352814.0
1965-04-01,3504.0,1515.0,399925.0,36695.0,80686.0,88045.0,903.0,28072.0,12976.0,11962.0,68548.0,-608.0,-96.0,2972.0,651176.0,74445.0,21160.0,18981.0,51215.0,290329.0,52574.0,58813.0,81806.0,51558.0,12476.0,63177.0,19811.0,19272.0,41048.0,29232.0,60340.0,1205.0,2300.0,,31414.0,37653.0,358877.0
