Date,Business current transfer payments (net),Capital consumption adjustment,Compensation of employees,Consumption of fixed capital,Corporate profits with IVA,Corporate profits with IVA and CCAdj,Current surplus of government enterprises,Employer contributions for employee pension and insurance funds,Employer contributions for government social insurance,Farm,Government,Inventory valuation adjustment,Less: Capital transfers paid (net),Less: Subsidies,National income,Net cash flow with IVA,Net dividends,Net interest and miscellaneous payments,Nonfarm,Other,Profits after tax (without IVA and CCAdj),Profits after tax with IVA and CCAdj,Profits before tax (without IVA and CCAdj),Proprietors' income (without IVA and CCAdj),Proprietors' income with IVA,Proprietors' income with IVA and CCAdj,Rental income of persons (without CCAdj),Rental income of persons with CCAdj,Supplements to wages and salaries,Taxes on corporate income,Taxes on production and imports,To government (net),To persons (net),To the rest of the world (net),Undistributed profits (without IVA and CCAdj),Undistributed profits with IVA and CCAdj,Wages and salaries
2009-04-01,140736.0,8522.0,7761958.0,1262815.0,1402038.0,1321896.0,-14241.0,1048067.0,459405.0,24002.0,1176045.0,3340.0,-137437.0,55465.0,11942064.0,1887633.0,639184.0,531927.0,878032.0,5078441.0,1199363.0,1126565.0,1394694.0,743541.0,30330.0,902034.0,350504.0,335906.0,1507472.0,195331.0,1017312.0,97518.0,38613.0,4605.0,560179.0,487381.0,6254486.0
2009-07-01,118224.0,10061.0,7746527.0,1255888.0,1568287.0,1492548.0,-13562.0,1051483.0,457829.0,27070.0,1178993.0,-11624.0,49457.0,67069.0,12087085.0,1893569.0,598996.0,490761.0,907944.0,5058222.0,1382393.0,1286134.0,1588807.0,774323.0,33223.0,935014.0,370103.0,355890.0,1509312.0,206414.0,1028752.0,79748.0,39437.0,-961.0,783397.0,687138.0,6237216.0
2009-10-01,120622.0,8247.75,7797217.0,1259681.0,1672950.0,1590652.0,-14810.0,1058896.0,459163.0,35824.0,1183056.0,-38084.0,-23457.0,55499.0,12336310.0,2044717.0,587064.0,479130.0,965828.0,5096102.0,1499252.0,1348642.0,1741262.0,837967.0,41886.0,1001652.0,386413.0,372046.0,1518059.0,242010.0,1045298.0,80373.0,40244.0,5.0,912189.0,761579.0,6279158.0
2010-01-01,126022.0,4445.5,7767627.0,1261059.0,1780234.0,1684635.0,-16282.0,1070272.0,464109.0,31621.0,1185755.0,-27714.0,-4243.0,54794.0,12482241.0,2105921.0,587676.0,468383.0,1025503.0,5047491.0,1570962.0,1428295.0,1827302.0,900308.0,37495.0,1057125.0,419182.0,404881.0,1534381.0,256340.0,1044645.0,80969.0,41032.0,4021.0,983287.0,840619.0,6233246.0
2010-04-01,122725.0,3008.0,7910633.0,1266900.0,1786635.0,1685234.0,-18455.0,1080392.0,469546.0,34740.0,1196595.0,-20528.0,-70296.0,55491.0,12689828.0,2150179.0,610003.0,450703.0,1068724.0,5164100.0,1560780.0,1422987.0,1823027.0,940289.0,40448.0,1103464.0,442832.0,428875.0,1549938.0,262247.0,1062140.0,79946.0,42416.0,363.0,950777.0,812984.0,6360695.0
2010-07-01,129358.0,17301.75,7982234.0,1271314.0,1907656.0,1850316.0,-19556.0,1088886.0,470818.0,40792.0,1191252.0,-9626.0,-18436.0,56001.0,12942506.0,2209879.0,651006.0,415488.0,1088199.0,5231278.0,1646527.0,1571136.0,1925708.0,943253.0,46511.0,1128991.0,456482.0,442603.0,1559704.0,279180.0,1069075.0,84538.0,44087.0,734.0,995521.0,920130.0,6422530.0
2010-10-01,127205.0,45134.75,8040983.0,1283582.0,1849942.0,1877713.0,-19889.0,1095886.0,471527.0,47631.0,1191093.0,-51278.0,10718.0,56948.0,13064503.0,2164109.0,695167.0,416247.0,1096804.0,5282477.0,1647500.0,1586412.0,1938802.0,937954.0,53435.0,1144435.0,472298.0,458324.0,1567413.0,291302.0,1076434.0,84826.0,47430.0,-5051.0,952333.0,891245.0,6473571.0
2011-01-01,145512.0,58774.5,8170086.0,1299799.0,1657342.0,1720152.0,-19482.0,1102026.0,490780.0,66939.0,1193065.0,-82048.0,-18244.0,58877.0,13144602.0,2008680.0,744393.0,425376.0,1114268.0,5384214.0,1513837.0,1435031.0,1798958.0,944757.0,72703.0,1181207.0,503064.0,489126.0,1592807.0,285121.0,1091504.0,87297.0,48755.0,9460.0,769444.0,690637.0,6577279.0
2011-04-01,130516.0,58396.0,8206445.0,1317501.0,1782298.0,1842839.0,-18309.0,1106422.0,491792.0,60692.0,1199207.0,-45942.0,-39996.0,59902.0,13331967.0,2149047.0,766176.0,411673.0,1151177.0,5409024.0,1580148.0,1557726.0,1865262.0,967152.0,66580.0,1211868.0,515367.0,501353.0,1598214.0,285113.0,1105484.0,85710.0,49486.0,-4680.0,813972.0,791550.0,6608231.0
2011-07-01,128038.0,59097.25,8287289.0,1333173.0,1812855.0,1872252.0,-17544.0,1109459.0,496216.0,64964.0,1197632.0,-19390.0,-35158.0,60169.0,13458525.0,2177051.0,807151.0,382616.0,1187142.0,5483983.0,1592155.0,1615871.0,1848535.0,993322.0,70882.0,1252105.0,524069.0,510060.0,1605674.0,256380.0,1103878.0,86338.0,48924.0,-7224.0,785004.0,808720.0,6681614.0
2011-10-01,116422.0,60593.25,8240879.0,1347675.0,1956251.0,2014468.0,-16031.0,1111096.0,492180.0,63126.0,1189501.0,-8124.0,-61891.0,61083.0,13615266.0,2293332.0,834262.0,412792.0,1205039.0,5448103.0,1671585.0,1718029.0,1968023.0,1005479.0,69015.0,1268165.0,539617.0,525626.0,1603276.0,296439.0,1114028.0,81699.0,47020.0,-12297.0,837322.0,883767.0,6637603.0
2012-01-01,108356.0,-3733.0,8456399.0,1368981.0,2225119.0,2078584.0,-14645.0,1112080.0,508034.0,59474.0,1198655.0,-17830.0,-25395.0,58394.0,13982742.0,2271736.0,881337.0,457109.0,1238209.0,5637629.0,1936487.0,1758696.0,2256375.0,1091138.0,65427.0,1297683.0,540693.0,526776.0,1620114.0,319888.0,1130876.0,75559.0,43529.0,-10732.0,1055150.0,877360.0,6836284.0
2012-04-01,97100.0,-2200.25,8503777.0,1385523.0,2212637.0,2063652.0,-13969.0,1117795.0,509997.0,59197.0,1195793.0,11530.0,-7886.0,58058.0,14043866.0,2222772.0,900051.0,476345.0,1249461.0,5680191.0,1860118.0,1729414.0,2194357.0,1084657.0,65030.0,1308658.0,546471.0,532464.0,1627792.0,334239.0,1133897.0,68439.0,40963.0,-12301.0,960067.0,829362.0,6875985.0
2012-07-01,86507.0,-359.75,8546085.0,1401303.0,2195395.0,2047024.0,-13145.0,1128821.0,511210.0,61027.0,1196831.0,-15426.0,-9160.0,56306.0,13968354.0,2211995.0,903774.0,403990.0,1225765.0,5709222.0,1878552.0,1705305.0,2220271.0,1064799.0,66811.0,1286792.0,550306.0,536081.0,1640032.0,341719.0,1131325.0,61160.0,39148.0,-13801.0,974778.0,801532.0,6906053.0
2012-10-01,90166.0,2876.5,8763190.0,1412310.0,2182525.0,2041673.0,-12824.0,1145084.0,523930.0,64221.0,1201957.0,-4554.0,12838.0,59391.0,14264053.0,2002527.0,1096108.0,443767.0,1242335.0,5892218.0,1847960.0,1699163.0,2190469.0,1070849.0,70005.0,1306555.0,557060.0,542554.0,1669014.0,342509.0,1148362.0,63631.0,38084.0,-11549.0,751852.0,603056.0,7094176.0
2013-01-01,96964.0,2781.25,8732585.0,1423022.0,2214473.0,2060178.0,-12650.0,1168351.0,520382.0,93099.0,1206382.0,12526.0,-9645.0,59388.0,14294155.0,2271967.0,860333.0,399138.0,1246539.0,5837470.0,1831269.0,1699634.0,2191813.0,1058036.0,98851.0,1339638.0,577219.0,562280.0,1688733.0,360544.0,1175409.0,75286.0,37803.0,-16125.0,970936.0,839301.0,7043853.0
2013-04-01,101653.0,4292.75,8819553.0,1439018.0,2211710.0,2060487.0,-13977.0,1190692.0,525907.0,95030.0,1206753.0,17934.0,-5843.0,60106.0,14413433.0,2029570.0,1118615.0,386037.0,1269110.0,5896201.0,1823848.0,1703325.0,2181010.0,1074464.0,100808.0,1364139.0,591599.0,576295.0,1716599.0,357162.0,1179354.0,77423.0,37937.0,-13708.0,705233.0,584710.0,7102954.0
2013-07-01,102272.0,5149.5,8845560.0,1454231.0,2235057.0,2084760.0,-14221.0,1205863.0,526834.0,93215.0,1204848.0,4438.0,-4503.0,59966.0,14492630.0,2231498.0,947676.0,392298.0,1269908.0,5908015.0,1862618.0,1720440.0,2226937.0,1076813.0,98986.0,1363124.0,604285.0,588613.0,1732697.0,364320.0,1190191.0,75358.0,38507.0,-11593.0,914942.0,772764.0,7112863.0
2013-10-01,128309.0,4083.5,8942457.0,1474506.0,2274995.0,2119135.0,-13725.0,1214033.0,532117.0,68785.0,1214041.0,-3638.0,-2856.0,59420.0,14636204.0,2166215.0,1062637.0,393493.0,1271269.0,5982267.0,1913254.0,1751490.0,2280899.0,1078321.0,74677.0,1340054.0,603794.0,587559.0,1746150.0,367645.0,1198340.0,101866.0,39506.0,-13063.0,850617.0,688853.0,7196308.0
2014-01-01,113706.0,7757.5,9114238.0,1495858.0,2198288.0,2056218.0,-10315.0,1216117.0,539498.0,66633.0,1221874.0,-31060.0,-7386.0,58698.0,14776092.0,2132402.0,1023484.0,400605.0,1282813.0,6136750.0,1848159.0,1652642.0,2251736.0,1095465.0,72635.0,1349446.0,611874.0,594956.0,1755614.0,403576.0,1215936.0,83744.0,40854.0,-10891.0,824676.0,629158.0,7358624.0
2014-04-01,118343.0,8217.0,9172447.0,1514201.0,2371119.0,2226807.0,-8953.0,1221292.0,541775.0,79733.0,1230580.0,-4572.0,-6855.0,58475.0,15079344.0,2262114.0,1060714.0,418507.0,1297009.0,6178800.0,1952580.0,1801772.0,2377615.0,1099638.0,85677.0,1376742.0,615975.0,599082.0,1763067.0,425035.0,1234846.0,85440.0,42222.0,-9320.0,891867.0,741058.0,7409380.0
2014-07-01,177269.0,8988.5,9280613.0,1534745.0,2431953.0,2286538.0,-7799.0,1229912.0,547686.0,64592.0,1241451.0,13498.0,35615.0,58183.0,15342881.0,2326748.0,1061405.0,436596.0,1317339.0,6261565.0,2011030.0,1889023.0,2408545.0,1108978.0,70567.0,1381932.0,617721.0,600292.0,1777597.0,397515.0,1245624.0,141169.0,43610.0,-7509.0,949625.0,827618.0,7503016.0
2014-10-01,132579.0,11848.5,9433535.0,1552439.0,2422971.0,2281771.0,-6831.0,1242501.0,556726.0,62989.0,1253699.0,27706.0,-8114.0,57002.0,15459888.0,2346903.0,1093988.0,449974.0,1308753.0,6380609.0,1977683.0,1880338.0,2379115.0,1085260.0,68940.0,1371742.0,617071.0,599679.0,1799227.0,401432.0,1254442.0,92861.0,45016.0,-5299.0,883695.0,786350.0,7634308.0
2015-01-01,124316.0,15209.75,9563849.0,1569453.0,2370110.0,2240371.0,-4454.0,1256192.0,561474.0,52702.0,1263191.0,46956.0,-3014.0,55995.0,15544478.0,2283384.0,1115714.0,472350.0,1303425.0,6482992.0,1877034.0,1826631.0,2290774.0,1074801.0,58685.0,1356127.0,606298.0,588811.0,1817665.0,413740.0,1259103.0,86319.0,46395.0,-8398.0,761320.0,710917.0,7746184.0
2015-04-01,133690.0,18568.0,9666156.0,1582579.0,2342601.0,2219018.0,-3569.0,1267912.0,567456.0,55437.0,1272958.0,12130.0,-4351.0,56442.0,15680190.0,2290006.0,1096523.0,507473.0,1284483.0,6557830.0,1898930.0,1799600.0,2318349.0,1063129.0,61331.0,1339920.0,620670.0,603074.0,1835369.0,419419.0,1270870.0,92146.0,48495.0,-6952.0,802407.0,703076.0,7830788.0
2015-07-01,135027.0,20608.0,9751718.0,1595302.0,2292399.0,2171670.0,-2169.0,1276327.0,572412.0,58224.0,1280192.0,34212.0,-3693.0,57676.0,15737131.0,2256998.0,1122286.0,504026.0,1294099.0,6622786.0,1842986.0,1780289.0,2234367.0,1056891.0,64040.0,1352322.0,624206.0,606368.0,1848739.0,391381.0,1275845.0,86396.0,51311.0,-2680.0,720700.0,658003.0,7902978.0
2015-10-01,222603.0,23062.5,9815952.0,1601550.0,2176712.0,2061454.0,-1195.0,1281868.0,576105.0,55476.0,1286681.0,41744.0,-1907.0,58654.0,15778998.0,2124676.0,1180274.0,501168.0,1287044.0,6671298.0,1746728.0,1701493.0,2106688.0,1042313.0,61284.0,1342520.0,625104.0,607153.0,1857973.0,359961.0,1287997.0,170538.0,54844.0,-2778.0,566454.0,521219.0,7957979.0
2016-01-01,161419.0,29845.0,9851656.0,1606050.0,2249120.0,2152042.0,-440.0,1284412.0,574534.0,38754.0,1294432.0,40644.0,-1661.0,60689.0,15845271.0,2252948.0,1132239.0,500924.0,1297132.0,6698278.0,1805898.0,1777476.0,2180464.0,1044326.0,44512.0,1335886.0,629943.0,611984.0,1858946.0,374566.0,1292489.0,101503.0,59224.0,692.0,673659.0,645237.0,7992710.0
2016-04-01,166165.0,28900.5,9905216.0,1623246.0,2214781.0,2111552.0,-2521.0,1288683.0,577322.0,39463.0,1302561.0,-18398.0,5566.0,62380.0,15851242.0,2226740.0,1124068.0,482600.0,1294502.0,6736650.0,1865417.0,1733129.0,2243841.0,1059258.0,45242.0,1333965.0,637494.0,619124.0,1866004.0,378423.0,1297521.0,105923.0,61182.0,-940.0,741349.0,609060.0,8039211.0
2016-07-01,147747.0,30724.25,9998495.0,1635101.0,2241762.0,2141288.0,-2655.0,1296492.0,582688.0,36053.0,1314084.0,-944.0,-1587.0,62998.0,16000452.0,2246355.0,1145117.0,482706.0,1319814.0,6805230.0,1857546.0,1754784.0,2244050.0,1071410.0,41898.0,1355867.0,638663.0,619876.0,1879180.0,386504.0,1320127.0,87602.0,60720.0,-574.0,712429.0,609667.0,8119315.0
2016-10-01,174717.0,31472.25,10109063.0,1655231.0,2275083.0,2172364.0,-3001.0,1306108.0,589237.0,29828.0,1321039.0,-9380.0,15418.0,60924.0,16204072.0,2291290.0,1156243.0,490442.0,1341309.0,6892679.0,1926839.0,1807720.0,2291483.0,1089963.0,35795.0,1371136.0,643040.0,623910.0,1895345.0,364643.0,1326366.0,108490.0,57835.0,8391.0,770597.0,651477.0,8213718.0
2017-01-01,155911.0,40504.25,10224281.0,1675843.0,2276341.0,2190228.0,-4176.0,1318502.0,594795.0,45383.0,1331511.0,-27760.0,25270.0,59353.0,16419879.0,2345099.0,1216834.0,532833.0,1363990.0,6979473.0,2045666.0,1911361.0,2324533.0,1097861.0,51401.0,1409373.0,653163.0,633854.0,1913297.0,278867.0,1336928.0,110036.0,52382.0,-6508.0,828832.0,694527.0,8310984.0
2017-04-01,146284.0,41663.25,10335907.0,1698020.0,2274954.0,2188025.0,-4525.0,1333435.0,600358.0,44200.0,1340313.0,-21520.0,-1530.0,58042.0,16541117.0,2331883.0,1264580.0,525987.0,1375530.0,7061801.0,2019850.0,1896913.0,2310962.0,1103224.0,50251.0,1419731.0,653978.0,634271.0,1933793.0,291112.0,1353479.0,87160.0,48511.0,10613.0,755270.0,632333.0,8402114.0
2017-07-01,129494.0,42126.0,10478366.0,1721284.0,2326135.0,2236674.0,-4449.0,1352792.0,607316.0,36925.0,1353262.0,-26388.0,154338.0,61912.0,16739623.0,2226795.0,1267152.0,521799.0,1387008.0,7164996.0,2061502.0,1927001.0,2371175.0,1110608.0,43008.0,1423933.0,663840.0,643753.0,1960108.0,309673.0,1371965.0,88238.0,46317.0,-5061.0,794350.0,659848.0,8518258.0
2017-10-01,140013.0,134365.0,10658933.0,1742105.0,2112691.0,2286037.0,-3860.0,1376498.0,616152.0,37513.0,1367726.0,-33984.0,931639.0,60192.0,17052168.0,1520689.0,1266841.0,519991.0,1423987.0,7298558.0,1864830.0,1977064.0,2173803.0,1040707.0,43254.0,1461500.0,676514.0,656233.0,1992650.0,308972.0,1393513.0,90288.0,45802.0,3922.0,597990.0,710224.0,8666283.0
2018-01-01,146597.0,110800.5,10783040.0,1760066.0,2211036.0,2310840.0,-3170.0,1403597.0,616901.0,29688.0,1381575.0,-34660.0,-1277.0,58705.0,17270306.0,2524668.0,1265077.0,532689.0,1442540.0,7380966.0,1986985.0,2028401.0,2269424.0,1082893.0,35621.0,1472227.0,684745.0,663498.0,2020498.0,282439.0,1423291.0,102276.0,47199.0,-2878.0,721909.0,763324.0,8762541.0
2018-04-01,145723.0,108508.75,10891035.0,1783075.0,2277871.0,2372926.0,-2965.0,1426700.0,620932.0,31841.0,1394958.0,-52360.0,-1187.0,58236.0,17478480.0,2566184.0,1289032.0,540463.0,1447728.0,7448445.0,2063283.0,2070954.0,2365255.0,1098141.0,37939.0,1479569.0,690883.0,669037.0,2047632.0,301972.0,1440928.0,96405.0,48839.0,479.0,774251.0,781922.0,8843404.0
2018-07-01,172041.0,106908.75,11042029.0,1805098.0,2275172.0,2371399.0,-4450.0,1444292.0,628717.0,24346.0,1411545.0,-21878.0,13450.0,57831.0,17694642.0,2527345.0,1336300.0,528213.0,1475519.0,7557474.0,2014346.0,2071997.0,2313748.0,1120835.0,30655.0,1499864.0,701929.0,679784.0,2073009.0,299402.0,1463593.0,115735.0,51118.0,5188.0,678046.0,735697.0,8969020.0
2018-10-01,158881.0,105843.0,11113516.0,1826023.0,2302140.0,2405504.0,-7781.0,1456577.0,632609.0,42649.0,1419418.0,-9388.0,31814.0,78508.0,17839695.0,2504517.0,1389315.0,544223.0,1487014.0,7604913.0,2015959.0,2099624.0,2321840.0,1137246.0,49216.0,1529663.0,695902.0,673633.0,2089185.0,305881.0,1500564.0,91400.0,54055.0,13426.0,626644.0,710308.0,9024330.0
2019-01-01,170691.0,109185.75,11329137.0,1857330.0,2317192.0,2416436.0,-13307.0,1462541.0,644636.0,29043.0,1424204.0,-6976.0,-1050.0,69054.0,18085256.0,2609970.0,1381753.0,534604.0,1504939.0,7797756.0,2045140.0,2133343.0,2328232.0,1141439.0,35668.0,1533982.0,696726.0,674440.0,2107177.0,283093.0,1508328.0,88035.0,57916.0,24740.0,663387.0,751590.0,9221960.0
2019-04-01,164621.0,108293.5,11388885.0,1885207.0,2359717.0,2456629.0,-14919.0,1467700.0,647865.0,20280.0,1436131.0,2584.0,-1176.0,58870.0,18199520.0,2624048.0,1423075.0,524581.0,1515313.0,7837189.0,2059292.0,2160739.0,2355181.0,1149452.0,26858.0,1535592.0,705188.0,682800.0,2115565.0,295889.0,1520200.0,90729.0,58830.0,15063.0,636217.0,737665.0,9273320.0
2019-07-01,167456.0,110002.0,11453042.0,1904920.0,2403842.0,2499116.0,-12946.0,1473323.0,650710.0,41969.0,1458879.0,12034.0,-1303.0,81198.0,18337641.0,2686047.0,1425049.0,497494.0,1528898.0,7870130.0,2087795.0,2204873.0,2382038.0,1152719.0,48464.0,1570867.0,712917.0,690231.0,2124033.0,294243.0,1553580.0,107164.0,56797.0,3495.0,662746.0,779824.0,9329009.0
2019-10-01,142815.0,113216.5,11615381.0,1919866.0,2423338.0,2513104.0,-7390.0,1479750.0,659345.0,43848.0,1482132.0,-7468.0,-46190.0,82703.0,18526870.0,2726139.0,1437466.0,504329.0,1538812.0,7994153.0,2120925.0,2197550.0,2436478.0,1148259.0,50259.0,1582660.0,729095.0,706257.0,2139095.0,315554.0,1552419.0,88730.0,51818.0,2267.0,683458.0,760084.0,9476285.0
2020-01-01,134476.0,65537.25,11778647.0,1944023.0,2352332.0,2262828.0,-966.0,1485167.0,665991.0,37703.0,1513245.0,37462.0,-938.0,80655.0,18461290.0,2477898.0,1460729.0,502750.0,1540045.0,8114243.0,2023162.0,1993666.0,2292324.0,1143880.0,44385.0,1577748.0,752187.0,729272.0,2151158.0,269162.0,1557190.0,91479.0,43892.0,-895.0,562432.0,532937.0,9627488.0
2020-04-01,135777.0,68125.25,11050501.0,1961434.0,2201319.0,2100684.0,-1029.0,1416269.0,635543.0,25722.0,1466615.0,30946.0,57040.0,1032423.0,16367603.0,2272331.0,1453987.0,540484.0,1398706.0,7532074.0,1871838.0,1821924.0,2150599.0,984902.0,32327.0,1424427.0,754041.0,731152.0,2051812.0,278761.0,1418030.0,94279.0,46614.0,-5116.0,417851.0,367936.0,8998689.0
2020-07-01,153562.0,73466.5,11568058.0,1971982.0,2854358.0,2760036.0,-5975.0,1474492.0,658750.0,44137.0,1499231.0,-32946.0,-835.0,1163936.0,17835272.0,2900705.0,1479514.0,533665.0,1661660.0,7935586.0,2553784.0,2407402.0,2906418.0,1256970.0,50698.0,1705797.0,768393.0,744619.0,2133241.0,352634.0,1539446.0,100060.0,45464.0,8038.0,1074270.0,927888.0,9434816.0
2020-10-01,160420.0,78884.5,11988507.0,1994197.0,2604965.0,2521575.0,-1467.0,1512280.0,674582.0,77816.0,1499231.0,-82144.0,-736.0,517024.0,18674110.0,2577245.0,1592693.0,536197.0,1590288.0,8302413.0,2398030.0,2175004.0,2744601.0,1184981.0,84346.0,1668104.0,771905.0,747404.0,2186862.0,346571.0,1570395.0,103977.0,54962.0,1481.0,805337.0,582311.0,9801645.0
2021-01-01,170204.0,90366.25,12089107.0,2005151.0,2880856.0,2863080.0,-10877.0,1529448.0,680111.0,49276.0,1509170.0,-130208.0,8653.0,520672.0,19139313.0,2816922.0,1656433.0,507048.0,1648273.0,8370377.0,2716546.0,2476858.0,3102768.0,1275048.0,55954.0,1697548.0,771365.0,745556.0,2209559.0,386222.0,1598319.0,100388.0,70268.0,-452.0,1060113.0,820425.0,9879547.0
2021-04-01,186840.0,95018.25,12403999.0,2039619.0,3134520.0,3130701.0,-14180.0,1534796.0,697255.0,94917.0,1529119.0,-181544.0,8716.0,830652.0,19655635.0,2922273.0,1788002.0,467001.0,1750631.0,8642829.0,2996334.0,2679371.0,3447664.0,1381966.0,102048.0,1845547.0,789184.0,761599.0,2232052.0,451330.0,1704781.0,98037.0,92689.0,-3886.0,1208332.0,891369.0,10171947.0
2021-07-01,200309.0,95642.5,12702303.0,2088694.0,3145278.0,3138945.0,-11713.0,1536922.0,714423.0,89165.0,1565335.0,-165830.0,62042.0,674084.0,20168646.0,2807009.0,1880241.0,442455.0,1777958.0,8885622.0,2952754.0,2660598.0,3431102.0,1397492.0,97099.0,1867123.0,810629.0,781163.0,2251346.0,478347.0,1722145.0,98990.0,99941.0,1377.0,1072514.0,780358.0,10450957.0
2021-10-01,212311.0,93364.75,13032687.0,2147762.0,3199317.0,3177634.0,-7355.0,1537585.0,735165.0,68827.0,1576771.0,-133680.0,8930.0,414060.0,20879863.0,2836019.0,1939385.0,451971.0,1782019.0,9183166.0,2886711.0,2636571.0,3427773.0,1385866.0,77809.0,1850846.0,831650.0,800717.0,2272750.0,541063.0,1775111.0,101151.0,107994.0,3166.0,947326.0,697187.0,10759937.0
2022-01-01,217339.0,88008.25,13174225.0,2207050.0,3181245.0,3132260.0,-1755.0,1536969.0,744483.0,81188.0,1594780.0,-167714.0,-382.0,151471.0,21317908.0,2825079.0,1948612.0,487231.0,1752136.0,9297993.0,2898216.0,2566259.0,3464217.0,1360146.0,91053.0,1833323.0,847874.0,814312.0,2281452.0,566001.0,1812445.0,102512.0,117838.0,-3012.0,949605.0,617647.0,10892773.0
2022-04-01,260053.0,84809.25,13287823.0,2268949.0,3387549.0,3318347.0,-3613.0,1537701.0,754248.0,98061.0,1608610.0,-170214.0,73484.0,129959.0,21794947.0,2976286.0,1947235.0,500830.0,1751988.0,9387264.0,3084126.0,2728056.0,3674417.0,1350981.0,108806.0,1850050.0,893599.0,858214.0,2291948.0,590291.0,1853202.0,127522.0,128441.0,4091.0,1136890.0,780821.0,10995874.0
2022-07-01,247891.0,82799.25,13604574.0,2321728.0,3506255.0,3422354.0,-8613.0,1548376.0,777344.0,100494.0,1634180.0,-32360.0,69735.0,119107.0,22251964.0,3202029.0,1895659.0,451586.0,1794851.0,9644674.0,2985393.0,2845696.0,3562051.0,1340936.0,111730.0,1895345.0,925965.0,889462.0,2325720.0,576658.0,1868471.0,110327.0,127941.0,9623.0,1089734.0,950036.0,11278855.0
2022-10-01,255630.0,84261.5,13680257.0,2357200.0,3479936.0,3393975.0,-17488.0,1569998.0,785285.0,103957.0,1659101.0,35686.0,60876.0,111454.0,22308700.0,3210209.0,1895970.0,406330.0,1811544.0,9665874.0,2834572.0,2809855.0,3418692.0,1330495.0,115379.0,1915501.0,955569.0,919077.0,2355282.0,584120.0,1866872.0,117067.0,127439.0,11125.0,938602.0,913885.0,11324975.0
2023-01-01,224791.0,51238.75,13883422.0,2409394.0,3582355.0,3405386.0,-25324.0,1602079.0,800653.0,92686.0,1687817.0,24530.0,-144512.0,104485.0,22553991.0,3436961.0,1913771.0,394465.0,1841983.0,9792874.0,2931223.0,2796826.0,3539783.0,1406617.0,104121.0,1934669.0,999146.0,963627.0,2402732.0,608561.0,1877440.0,111069.0,123994.0,-10272.0,1017452.0,883055.0,11480691.0
2023-04-01,227116.0,52474.0,14084643.0,2441066.0,3622128.0,3443698.0,-31582.0,1628271.0,815384.0,75968.0,1711654.0,15250.0,-16686.0,102475.0,22775091.0,3350166.0,1943133.0,347826.0,1860601.0,9929334.0,2989192.0,2835546.0,3597344.0,1419652.0,87505.0,1936569.0,1019459.0,984089.0,2443655.0,608151.0,1885208.0,111499.0,121411.0,-5794.0,1046059.0,892413.0,11640988.0
2023-07-01,247605.0,54982.0,14311436.0,2466482.0,3760424.0,3586981.0,-35943.0,1657896.0,829590.0,66244.0,1750981.0,7352.0,-24248.0,104653.0,23115374.0,3509526.0,1934244.0,264182.0,1888346.0,10072969.0,3114986.0,2953039.0,3748928.0,1443912.0,77848.0,1954590.0,1031236.0,994985.0,2487486.0,633942.0,1896191.0,118404.0,120889.0,8312.0,1180742.0,1018796.0,11823950.0
2023-10-01,245275.0,55147.0,14481248.0,2501595.0,3928113.0,3749878.0,-38185.0,1687404.0,838499.0,50173.0,1780654.0,25640.0,-980.0,99617.0,23509089.0,3643620.0,1960790.0,273124.0,1919974.0,10174692.0,3239649.0,3101834.0,3887693.0,1462345.0,61724.0,1970147.0,1050011.0,1013617.0,2525902.0,648044.0,1913603.0,115748.0,119988.0,9538.0,1278860.0,1141045.0,11955346.0
2024-01-01,311668.0,29847.5,14823738.0,2533056.0,3945878.0,3684751.0,-40482.0,1722712.0,850069.0,38513.0,1816236.0,-9086.0,22915.0,96848.0,23867319.0,3551083.0,1995760.0,228284.0,1933624.0,10434720.0,3314945.0,3036702.0,3962994.0,1506492.0,50117.0,1972137.0,1082185.0,1046118.0,2572782.0,648049.0,1937952.0,169616.0,131525.0,10526.0,1319185.0,1040942.0,12250957.0
2024-04-01,259838.0,27918.75,14945626.0,2574186.0,4084811.0,3817243.0,-41758.0,1750264.0,852333.0,41059.0,1843290.0,394.0,-1136.0,94400.0,24100763.0,3720865.0,1996013.0,203782.0,1961235.0,10499739.0,3413018.0,3141557.0,4088703.0,1529496.0,52591.0,2002294.0,1089695.0,1053412.0,2602597.0,675686.0,1954728.0,118134.0,132281.0,9423.0,1417004.0,1145544.0,12343029.0
2024-07-01,282372.0,25841.75,15036067.0,2616435.0,4076195.0,3802229.0,-40215.0,1776632.0,855363.0,46440.0,1866580.0,1074.0,25681.0,92795.0,24214618.0,3736441.0,1982809.0,181884.0,1967071.0,10537493.0,3402982.0,3128496.0,4076715.0,1538690.0,58033.0,2013512.0,1092467.0,1055680.0,2631994.0,673733.0,1975885.0,134792.0,132628.0,14952.0,1420173.0,1145687.0,12404072.0
2024-10-01,308186.0,24647.25,15223993.0,2656430.0,4285443.0,4006964.0,-39661.0,1799307.0,865380.0,54746.0,1894351.0,-23642.0,20531.0,94189.0,24705888.0,3954284.0,1993642.0,188701.0,1980761.0,10664954.0,3631383.0,3312027.0,4326319.0,1561727.0,66337.0,2035507.0,1109019.0,1072237.0,2664688.0,694936.0,2004150.0,152836.0,135505.0,19845.0,1637741.0,1318385.0,12559306.0
