Date,Clothing and footwear,Durable goods,Energy goods and services,Final consumption expenditures of nonprofit institutions serving households (NPISHs),Financial services and insurance,Food and beverages purchased for off-premises consumption,Food services and accommodations,Furnishings and durable household equipment,Gasoline and other energy goods,Goods,Gross output of nonprofit institutions,Health care,Household consumption expenditures (for services),Housing,Housing and utilities,Less: Receipts from sales of goods and services by nonprofit institutions,Market-based PCE,Market-based PCE excluding food and energy,Motor vehicles and parts,Nondurable goods,Other durable goods,Other nondurable goods,Other services,PCE excluding food and energy,"PCE excluding food, energy, and housing",PCE services excluding energy and housing,Recreation services,Recreational goods and vehicles,Services,Transportation services
1959-01-01,0.17,1.11,,,,-0.19,,0.02,0.45,1.74,,,,,,,,,1.08,0.63,0.04,0.19,,,,,,-0.04,1.03,
1959-04-01,0.14,0.3,0.26,-0.26,0.13,-0.42,0.36,0.09,0.22,0.5,-0.34,0.19,1.4,0.4,0.45,-0.08,,,0.18,0.21,0.01,0.27,0.03,1.79,1.4,0.7,0.12,0.01,1.14,0.11
1959-07-01,0.17,0.04,0.14,-0.09,0.17,0.19,0.27,0.03,0.02,0.84,0.0,0.2,1.69,0.23,0.36,0.1,,,-0.02,0.79,0.0,0.41,0.48,2.1,1.87,1.25,0.12,0.03,1.6,0.09
1959-10-01,0.07,-0.01,0.53,-0.07,0.2,-0.07,0.16,0.0,0.43,0.61,0.21,0.37,1.66,0.33,0.45,0.28,,,-0.02,0.62,0.0,0.17,0.34,1.73,1.4,1.16,0.09,0.01,1.59,0.06
1960-01-01,0.06,-0.1,-0.15,-0.13,0.17,-0.19,0.23,0.06,-0.25,-0.4,0.02,0.18,1.05,0.14,0.25,0.15,,,-0.19,-0.29,0.01,0.09,0.1,0.87,0.73,0.68,0.05,0.02,0.92,0.07
1960-04-01,0.16,-0.08,0.07,-0.12,0.14,0.95,0.07,0.06,-0.01,1.02,0.29,0.52,1.21,0.13,0.22,0.41,,,-0.16,1.1,0.0,0.0,0.2,1.09,0.96,0.88,0.04,0.02,1.08,0.02
1960-07-01,0.11,-0.18,0.44,-0.06,0.17,-0.06,0.09,0.03,0.39,0.27,0.2,0.39,1.3,0.27,0.32,0.26,,,-0.21,0.45,0.0,0.01,0.21,1.14,0.87,0.93,0.06,0.0,1.24,0.06
1960-10-01,0.06,-0.1,0.06,0.0,0.18,0.75,0.05,0.03,0.05,0.8,0.16,0.21,0.97,0.23,0.26,0.16,,,-0.11,0.9,0.0,0.04,0.14,0.96,0.73,0.73,0.04,-0.01,0.98,0.09
1961-01-01,0.02,0.02,0.03,0.05,0.02,0.21,0.15,0.0,0.0,0.28,0.01,-0.04,0.41,0.12,0.16,-0.04,,,0.02,0.27,0.0,0.05,-0.03,0.51,0.39,0.32,0.08,-0.01,0.46,0.09
1961-04-01,-0.06,0.24,-0.47,0.06,0.06,-0.55,0.16,0.03,-0.5,-0.85,-0.02,-0.07,0.74,0.31,0.35,-0.07,,,0.24,-1.09,-0.01,0.02,0.1,0.97,0.66,0.46,0.04,-0.01,0.8,0.11
1961-07-01,0.15,0.24,0.39,0.07,0.25,-0.24,0.16,0.0,0.42,0.55,0.08,0.04,0.83,0.2,0.18,0.0,,,0.27,0.31,0.0,-0.02,0.07,1.3,1.1,0.73,0.06,-0.02,0.9,0.07
1961-10-01,-0.01,-0.06,-0.1,0.01,0.23,-0.18,0.18,-0.01,-0.11,-0.36,0.05,0.09,0.77,0.02,0.04,0.03,,,-0.02,-0.29,0.0,0.01,0.13,0.72,0.69,0.76,0.06,-0.03,0.79,0.05
1962-01-01,-0.12,0.01,-0.06,0.01,0.27,0.69,0.11,0.01,-0.07,0.62,0.1,0.16,1.11,0.3,0.31,0.09,,,0.01,0.61,0.01,0.1,0.15,1.11,0.81,0.82,0.05,-0.02,1.12,0.06
1962-04-01,0.12,0.07,0.1,0.02,0.12,0.17,0.16,-0.02,0.11,0.48,0.16,0.21,0.93,0.1,0.11,0.13,,,0.18,0.41,-0.07,0.01,0.2,1.16,1.06,0.86,0.04,-0.02,0.95,0.09
1962-07-01,0.12,0.18,-0.03,0.0,-0.02,0.11,0.18,-0.02,-0.06,0.33,0.08,0.16,0.74,0.25,0.29,0.08,,,0.16,0.15,0.06,-0.02,0.06,0.99,0.74,0.47,0.04,-0.02,0.74,0.03
1962-10-01,0.04,-0.22,0.36,0.01,0.0,0.3,0.13,0.0,0.4,0.58,0.11,0.18,0.64,0.09,0.07,0.1,,,-0.19,0.8,-0.01,0.06,0.2,0.56,0.48,0.6,0.05,-0.02,0.65,0.0
1963-01-01,0.03,0.02,-0.15,0.05,0.04,0.3,0.15,-0.01,-0.17,0.25,0.11,0.11,0.85,0.26,0.29,0.06,,,0.01,0.23,0.02,0.06,0.25,1.0,0.74,0.63,0.02,0.0,0.9,-0.01
1963-04-01,0.06,0.17,-0.23,0.02,-0.04,-0.28,0.12,0.0,-0.21,0.03,0.1,0.12,0.58,0.18,0.19,0.07,,,0.16,-0.15,-0.01,0.29,0.14,1.14,0.95,0.43,0.05,0.02,0.61,0.01
1963-07-01,0.08,0.16,0.14,0.02,0.1,0.62,0.03,0.02,0.18,1.27,0.17,0.2,0.65,0.11,0.07,0.15,,,0.13,1.11,-0.01,0.22,0.15,1.18,1.07,0.6,0.08,0.02,0.67,0.01
1963-10-01,0.13,0.18,-0.02,0.01,0.13,0.04,0.16,0.06,-0.05,0.49,0.12,0.14,0.99,0.25,0.29,0.11,,,0.09,0.31,0.05,0.2,0.17,1.48,1.23,0.72,0.08,-0.01,1.0,0.03
1964-01-01,0.1,0.09,-0.12,-0.01,0.22,0.71,0.08,0.01,-0.06,0.98,0.12,0.24,0.93,0.11,0.06,0.13,,,0.08,0.89,0.06,0.14,0.21,1.3,1.19,0.87,0.05,-0.07,0.92,0.08
1964-04-01,0.07,-0.03,-0.1,-0.01,0.19,0.06,0.14,-0.01,-0.18,-0.06,0.08,0.18,0.94,0.12,0.21,0.09,,,-0.04,-0.03,0.04,0.02,0.18,0.92,0.8,0.74,0.04,-0.02,0.94,0.01
1964-07-01,-0.02,-0.06,-0.02,0.03,0.17,0.48,0.02,-0.05,-0.03,0.39,0.12,0.18,0.9,0.18,0.2,0.09,,,0.01,0.45,0.01,0.02,0.22,0.85,0.67,0.74,0.07,-0.02,0.93,0.03
1964-10-01,-0.02,-0.11,0.19,0.01,0.16,0.36,0.05,-0.04,0.2,0.49,0.14,0.25,0.83,0.1,0.09,0.13,,,-0.06,0.61,0.01,0.07,0.2,0.78,0.68,0.75,0.03,-0.02,0.84,0.04
1965-01-01,0.11,0.01,0.27,0.08,0.0,-0.13,0.16,-0.03,0.29,0.46,0.17,0.16,0.76,0.14,0.12,0.09,,,0.09,0.45,-0.04,0.18,0.24,1.16,1.02,0.72,0.03,-0.02,0.84,0.05
1965-04-01,0.06,-0.19,0.12,0.05,0.06,0.95,0.08,-0.01,0.16,1.21,0.17,0.2,0.78,0.18,0.15,0.12,,,-0.17,1.39,0.03,0.22,0.17,0.96,0.79,0.69,0.05,-0.04,0.83,0.07
1965-07-01,0.16,-0.3,0.04,0.03,0.15,0.51,0.22,-0.04,0.05,0.51,0.09,0.14,0.97,0.12,0.15,0.07,,,-0.19,0.81,-0.02,0.09,0.21,0.95,0.83,0.88,0.05,-0.05,0.99,0.05
1965-10-01,0.09,-0.33,0.22,0.06,0.21,-0.02,0.24,-0.01,0.19,0.0,0.14,0.16,1.16,0.18,0.25,0.08,,,-0.16,0.34,-0.07,0.08,0.22,1.02,0.84,1.0,0.03,-0.09,1.22,0.06
1966-01-01,0.24,-0.08,0.01,0.06,0.38,1.56,0.16,0.02,0.01,1.92,0.15,0.22,1.15,0.28,0.3,0.09,,,-0.08,2.0,-0.01,0.18,0.04,1.56,1.28,0.93,0.07,-0.02,1.21,-0.01
1966-04-01,0.25,0.26,0.05,0.07,0.31,0.74,0.29,0.08,0.04,1.53,0.23,0.32,1.7,0.22,0.26,0.16,,,0.14,1.27,0.05,0.24,0.42,2.51,2.28,1.53,0.07,0.0,1.77,0.04
1966-07-01,0.3,0.26,0.2,0.06,0.25,0.33,0.35,0.15,0.22,1.32,0.23,0.39,1.71,0.13,0.12,0.17,,,0.07,1.05,0.02,0.2,0.44,2.56,2.42,1.65,0.02,0.02,1.77,0.13
1966-10-01,0.3,0.27,0.22,0.07,0.16,0.22,0.31,0.15,0.22,1.2,0.27,0.44,1.85,0.4,0.4,0.2,,,0.05,0.93,0.06,0.19,0.33,2.68,2.28,1.51,0.08,0.02,1.91,0.12
1967-01-01,0.33,-0.12,0.14,0.01,-0.07,-0.68,0.39,0.07,0.12,-0.17,0.19,0.39,1.33,0.3,0.33,0.18,,,-0.27,-0.05,0.05,0.18,0.14,1.7,1.4,1.02,0.06,0.03,1.34,0.09
1967-04-01,0.27,0.26,0.12,0.07,-0.01,-0.28,0.35,0.07,0.12,0.49,0.25,0.34,1.36,0.2,0.22,0.18,,,0.19,0.23,0.0,0.12,0.27,2.07,1.87,1.23,0.08,-0.01,1.43,0.11
1967-07-01,0.33,0.66,0.14,0.04,0.15,0.78,0.25,0.14,0.1,2.21,0.25,0.41,1.51,0.24,0.3,0.2,,,0.5,1.55,0.03,0.34,0.2,2.84,2.6,1.28,0.1,-0.01,1.55,0.11
1967-10-01,0.29,0.6,0.09,0.06,0.31,0.26,0.3,0.12,0.05,1.59,0.26,0.4,1.84,0.33,0.38,0.2,,,0.38,1.0,0.03,0.39,0.23,3.14,2.82,1.54,0.13,0.06,1.9,0.09
1968-01-01,0.45,0.39,0.13,0.07,0.37,0.63,0.32,0.29,0.12,1.92,0.31,0.41,2.33,0.37,0.4,0.24,,,0.0,1.53,0.03,0.33,0.55,3.56,3.19,2.02,0.13,0.08,2.4,0.15
1968-04-01,0.55,0.37,0.0,0.06,0.48,0.5,0.33,0.21,-0.02,1.77,0.28,0.38,2.32,0.42,0.46,0.22,,,0.13,1.4,0.0,0.36,0.44,3.65,3.23,1.94,0.1,0.04,2.38,0.14
1968-07-01,0.49,0.52,0.19,0.07,0.47,0.5,0.38,0.15,0.16,1.92,0.3,0.38,2.22,0.35,0.39,0.23,,,0.2,1.4,0.08,0.25,0.37,3.52,3.17,1.91,0.1,0.08,2.29,0.12
1968-10-01,0.39,0.57,0.06,0.09,0.39,0.77,0.33,0.17,0.05,2.09,0.33,0.44,2.32,0.43,0.49,0.25,,,0.23,1.52,0.1,0.31,0.42,3.67,3.24,1.97,0.08,0.08,2.41,0.17
1969-01-01,0.39,0.36,0.22,0.12,0.45,0.27,0.32,0.17,0.19,1.44,0.35,0.48,2.37,0.41,0.47,0.23,,,0.02,1.08,0.1,0.23,0.39,3.44,3.03,2.05,0.08,0.07,2.49,0.19
1969-04-01,0.35,0.47,0.39,0.12,0.34,1.0,0.36,0.19,0.31,2.48,0.42,0.57,2.59,0.48,0.58,0.3,,,0.14,2.01,0.06,0.35,0.41,3.8,3.32,2.15,0.11,0.08,2.71,0.23
1969-07-01,0.37,0.3,0.04,0.1,0.27,1.28,0.44,0.15,-0.04,2.31,0.38,0.46,2.57,0.63,0.73,0.28,,,0.08,2.01,0.04,0.39,0.41,3.66,3.04,1.97,0.1,0.04,2.67,0.16
1969-10-01,0.31,0.38,0.07,0.08,0.3,0.91,0.53,0.12,-0.04,1.91,0.4,0.54,2.71,0.58,0.7,0.31,,,0.22,1.53,0.05,0.35,0.36,3.72,3.14,2.1,0.09,0.0,2.79,0.18
1970-01-01,0.22,0.12,0.01,0.06,0.19,1.25,0.44,0.08,-0.05,1.96,0.4,0.55,2.7,0.62,0.71,0.34,,,0.05,1.84,0.03,0.42,0.33,3.46,2.84,2.07,0.09,-0.04,2.75,0.38
1970-04-01,0.18,0.23,0.39,0.05,0.17,0.54,0.6,0.08,0.31,1.64,0.35,0.59,2.81,0.58,0.7,0.3,,,0.15,1.41,0.04,0.38,0.5,3.57,2.99,2.2,0.1,-0.03,2.86,0.15
1970-07-01,0.25,0.41,0.02,0.05,0.19,0.41,0.34,0.03,-0.1,1.38,0.3,0.45,2.51,0.58,0.8,0.25,,,0.33,0.97,0.03,0.4,0.4,3.51,2.92,1.86,0.1,0.01,2.56,0.22
1970-10-01,0.36,0.9,0.55,0.12,0.31,0.3,0.32,0.11,0.32,2.2,0.35,0.42,2.97,0.72,1.01,0.22,,,0.63,1.3,0.03,0.31,0.55,4.44,3.72,2.14,0.12,0.13,3.1,0.24
1971-01-01,0.26,0.76,0.19,0.12,0.27,-0.33,0.42,0.09,0.01,1.01,0.24,0.3,2.71,0.7,0.94,0.12,,,0.48,0.25,0.04,0.31,0.5,3.99,3.28,1.95,0.11,0.14,2.83,0.18
1971-04-01,0.27,0.39,-0.12,0.08,0.36,1.13,0.24,0.09,-0.26,1.87,0.26,0.39,2.69,0.71,0.89,0.19,,,0.11,1.48,0.04,0.33,0.45,3.63,2.92,1.92,0.08,0.16,2.77,0.28
1971-07-01,0.14,-0.14,0.48,0.1,0.39,0.5,0.3,0.08,0.3,1.07,0.31,0.36,2.81,0.63,0.85,0.21,,,-0.36,1.21,0.06,0.26,0.55,3.01,2.38,2.11,0.08,0.08,2.92,0.28
1971-10-01,0.09,-0.31,0.28,0.05,0.27,0.4,0.2,0.02,0.19,0.56,0.25,0.33,1.89,0.43,0.53,0.19,,,-0.37,0.87,0.04,0.18,0.45,1.82,1.39,1.43,0.04,0.0,1.95,0.07
1972-01-01,0.16,0.53,-0.08,0.07,0.39,1.28,0.18,0.05,-0.2,2.01,0.31,0.34,2.2,0.54,0.67,0.24,,,0.39,1.48,0.06,0.24,0.43,3.08,2.54,1.61,0.07,0.03,2.27,0.12
1972-04-01,0.07,0.31,-0.02,0.04,0.18,0.2,0.28,0.06,-0.11,0.63,0.2,0.23,1.67,0.41,0.51,0.16,,,0.2,0.32,0.03,0.16,0.38,2.16,1.75,1.2,0.04,0.02,1.7,0.05
1972-07-01,0.02,0.31,0.43,0.1,0.19,0.74,0.24,0.09,0.32,1.52,0.44,0.41,1.94,0.55,0.67,0.34,,,0.14,1.21,0.05,0.13,0.3,2.4,1.85,1.39,0.05,0.04,2.04,0.09
1972-10-01,0.3,-0.19,0.45,0.1,0.08,0.86,0.26,0.11,0.33,1.37,0.3,0.26,1.82,0.5,0.64,0.2,,,-0.39,1.57,0.04,0.08,0.39,1.99,1.5,1.31,0.05,0.04,1.93,0.12
1973-01-01,0.23,0.26,0.42,-0.02,-0.19,2.26,0.27,0.09,0.23,3.17,0.12,0.32,1.77,0.76,0.96,0.14,,,0.11,2.9,0.01,0.18,0.2,2.23,1.47,0.8,0.06,0.05,1.75,0.15
1973-04-01,0.42,0.52,0.69,0.19,0.28,2.78,0.63,0.11,0.58,4.66,0.54,0.43,3.06,0.57,0.75,0.34,,,0.25,4.14,0.1,0.36,0.68,4.44,3.87,2.57,0.13,0.07,3.25,0.17
1973-07-01,0.16,0.33,0.41,0.29,0.28,2.75,0.67,0.14,0.31,3.84,0.86,0.45,3.34,0.58,0.69,0.56,,,0.07,3.51,0.07,0.29,1.0,4.32,3.74,2.96,0.09,0.05,3.64,0.16
1973-10-01,0.24,0.22,1.85,0.13,0.31,2.07,1.02,0.14,1.63,4.51,0.44,0.57,3.8,0.64,0.88,0.31,,,-0.02,4.29,0.04,0.35,0.68,4.53,3.89,3.07,0.13,0.07,3.93,0.2
1974-01-01,0.53,0.71,3.73,0.31,0.48,3.02,0.57,0.36,3.15,8.03,0.82,0.71,4.1,0.41,1.01,0.51,,,0.06,7.32,0.16,0.62,0.98,5.69,5.27,3.41,0.13,0.13,4.41,0.22
1974-04-01,0.85,1.5,2.19,0.39,0.38,1.6,0.72,0.55,1.67,6.81,1.0,0.94,4.62,0.36,0.94,0.61,,,0.65,5.3,0.15,1.18,1.09,8.03,7.66,4.13,0.2,0.16,5.01,0.34
1974-07-01,0.87,2.24,0.66,0.13,0.41,1.41,0.84,0.7,0.27,6.32,0.66,1.13,4.79,0.63,1.06,0.53,,,1.15,4.08,0.15,1.53,0.76,9.17,8.53,3.9,0.2,0.24,4.92,0.39
1974-10-01,0.39,1.76,0.08,0.15,0.4,2.7,0.7,0.62,-0.28,5.84,0.63,1.05,4.57,0.96,1.35,0.47,,,0.74,4.08,0.2,1.27,0.42,7.79,6.83,3.4,0.22,0.21,4.72,0.42
1975-01-01,0.09,0.82,0.66,0.2,0.34,0.95,0.62,0.38,0.07,2.86,0.62,0.85,4.68,1.22,1.88,0.41,,,0.17,2.04,0.1,0.92,0.43,6.13,4.91,3.08,0.21,0.18,4.89,0.35
1975-04-01,0.07,0.96,0.59,0.07,0.36,-0.33,0.38,0.27,0.36,1.48,0.47,0.76,3.44,0.81,1.1,0.39,,,0.34,0.53,0.08,0.43,0.48,4.73,3.92,2.46,0.09,0.26,3.51,0.27
1975-07-01,0.19,0.61,1.39,0.23,0.18,1.56,0.4,0.16,1.14,3.74,0.88,0.88,3.73,0.82,1.11,0.64,,,0.29,3.12,0.09,0.24,0.82,4.75,3.94,2.89,0.11,0.07,3.96,0.25
1975-10-01,0.11,0.9,0.76,0.04,0.4,0.95,0.54,0.24,0.36,2.67,0.42,0.99,4.16,1.01,1.46,0.38,,,0.44,1.78,0.07,0.36,0.37,5.17,4.16,2.8,0.13,0.14,4.21,0.26
1976-01-01,0.22,0.81,0.04,0.18,0.14,-0.36,0.42,0.2,-0.17,1.0,0.54,0.81,3.3,0.88,1.16,0.36,,,0.44,0.18,0.08,0.49,0.42,4.8,3.92,2.39,0.12,0.08,3.48,0.23
1976-04-01,0.22,0.68,0.03,-0.02,-0.14,-0.42,0.43,0.13,-0.18,0.67,0.35,0.73,2.74,0.72,0.98,0.37,,,0.39,0.0,0.06,0.38,0.45,3.78,3.06,1.78,0.09,0.1,2.71,0.2
1976-07-01,0.36,0.74,0.53,0.02,0.47,0.68,0.47,0.11,0.33,2.41,0.49,0.74,3.79,0.95,1.21,0.47,,,0.47,1.67,0.11,0.3,0.57,5.01,4.05,2.65,0.12,0.05,3.81,0.21
1976-10-01,0.23,1.02,0.94,0.15,0.29,0.55,0.38,0.12,0.51,2.76,0.44,0.7,3.56,1.11,1.59,0.28,,,0.69,1.74,0.1,0.45,0.28,4.98,3.87,2.17,0.12,0.11,3.71,0.19
1977-01-01,0.37,0.63,0.97,0.23,0.18,1.06,0.46,0.21,0.52,3.07,0.67,0.74,4.12,1.37,1.86,0.44,,,0.24,2.43,0.07,0.49,0.52,5.39,4.02,2.54,0.11,0.11,4.35,0.24
1977-04-01,0.08,0.32,0.46,0.0,0.65,1.65,0.7,0.12,0.28,2.73,0.41,0.85,4.29,1.17,1.4,0.41,,,0.11,2.41,0.03,0.41,0.34,4.91,3.74,2.94,0.11,0.06,4.29,0.25
1977-07-01,0.39,0.64,0.25,0.21,0.78,0.58,0.49,0.2,-0.02,2.0,0.52,0.63,3.94,1.08,1.41,0.3,,,0.26,1.36,0.08,0.41,0.31,5.32,4.25,2.8,0.1,0.11,4.15,0.21
1977-10-01,0.14,0.82,0.61,0.09,0.54,0.53,0.41,0.16,0.41,2.34,0.32,0.6,3.38,0.97,1.26,0.23,,,0.56,1.52,0.05,0.43,0.25,4.67,3.7,2.3,0.12,0.05,3.47,0.2
1978-01-01,-0.13,0.87,0.21,0.11,0.85,1.46,0.48,0.15,0.07,2.6,0.58,0.86,4.02,0.83,1.05,0.47,,,0.48,1.73,0.11,0.33,0.37,5.05,4.21,3.15,0.15,0.14,4.12,0.26
1978-04-01,0.36,0.94,0.35,0.11,0.75,2.5,0.72,0.33,-0.02,4.06,0.51,0.68,4.3,0.85,1.25,0.4,,,0.34,3.12,0.1,0.29,0.57,5.62,4.78,3.19,0.16,0.17,4.41,0.16
1978-07-01,0.03,1.01,0.46,0.21,0.22,1.18,0.78,0.25,0.37,3.14,0.69,0.86,3.87,0.88,1.01,0.49,,,0.56,2.13,0.15,0.55,0.61,5.57,4.69,3.11,0.15,0.05,4.08,0.23
