Date,Clothing and footwear,Durable goods,Energy goods and services,Final consumption expenditures of nonprofit institutions serving households (NPISHs),Financial services and insurance,Food and beverages purchased for off-premises consumption,Food services and accommodations,Furnishings and durable household equipment,Gasoline and other energy goods,Goods,Gross output of nonprofit institutions,Health care,Household consumption expenditures (for services),Housing,Housing and utilities,Less: Receipts from sales of goods and services by nonprofit institutions,Market-based PCE,Market-based PCE excluding food and energy,Motor vehicles and parts,Nondurable goods,Other durable goods,Other nondurable goods,Other services,PCE excluding food and energy,"PCE excluding food, energy, and housing",PCE services excluding energy and housing,Recreation services,Recreational goods and vehicles,Services,Transportation services
1978-10-01,0.1,1.08,1.08,0.06,0.52,0.86,0.67,0.33,0.85,3.32,0.58,1.01,4.4,1.13,1.4,0.52,,,0.5,2.23,0.14,0.42,0.42,5.83,4.7,3.1,0.17,0.12,4.46,0.22
1979-01-01,0.05,1.0,1.19,0.17,-0.81,2.11,0.76,0.26,0.88,4.62,0.75,0.98,2.96,0.88,1.19,0.58,,,0.51,3.62,0.08,0.58,0.51,4.46,3.58,1.95,0.14,0.15,3.13,0.19
1979-04-01,0.25,1.07,2.97,0.2,1.63,1.22,0.84,0.22,2.66,5.59,0.59,0.65,5.6,1.01,1.33,0.4,,,0.55,4.52,0.12,0.39,0.61,7.2,6.19,4.47,0.19,0.19,5.79,0.34
1979-07-01,0.06,0.69,3.72,0.31,0.35,0.57,0.65,0.17,3.22,5.03,0.82,0.89,4.97,1.37,1.9,0.52,,,0.23,4.34,0.18,0.49,0.63,6.01,4.64,3.4,0.14,0.11,5.27,0.41
1979-10-01,0.22,1.06,2.24,0.18,0.06,1.04,0.7,0.3,1.79,4.71,0.82,1.06,5.16,1.6,2.07,0.65,,,0.33,3.65,0.3,0.6,0.54,6.76,5.16,3.28,0.1,0.13,5.33,0.61
1980-01-01,0.33,1.68,3.67,0.17,0.29,0.92,0.72,0.45,3.17,6.92,0.95,1.38,5.47,0.95,1.5,0.79,,,0.57,5.25,0.47,0.83,0.85,7.97,7.02,4.18,0.18,0.19,5.64,0.55
1980-04-01,0.21,1.27,1.79,0.26,0.48,1.21,0.63,0.38,1.15,4.64,0.82,1.08,5.26,1.14,1.83,0.56,,,0.32,3.36,0.43,0.79,0.51,7.16,6.01,3.74,0.28,0.16,5.52,0.45
1980-07-01,0.18,0.96,0.47,-0.07,0.61,2.1,0.56,0.31,-0.07,3.85,0.65,1.17,5.91,1.46,2.06,0.72,,,0.33,2.9,0.17,0.69,0.83,7.12,5.66,3.83,0.19,0.15,5.84,0.49
1980-10-01,0.29,0.92,0.59,0.14,1.11,1.83,0.65,0.25,0.26,3.83,0.92,1.26,6.3,1.7,2.06,0.78,,,0.42,2.91,0.11,0.53,0.63,7.85,6.15,4.41,0.13,0.15,6.44,0.44
1981-01-01,0.18,0.69,2.87,0.14,0.62,0.74,0.79,0.31,2.4,4.67,0.89,1.27,5.97,1.34,1.87,0.74,,,0.23,3.98,0.03,0.66,0.74,7.18,5.85,4.31,0.2,0.12,6.11,0.47
1981-04-01,0.21,0.99,0.74,0.26,-0.05,0.14,0.57,0.28,0.27,2.31,0.71,0.9,4.3,1.32,1.86,0.44,,,0.57,1.33,0.02,0.7,0.75,6.0,4.69,2.79,0.08,0.12,4.57,0.21
1981-07-01,0.19,0.77,0.2,-0.07,-0.19,0.71,0.49,0.26,-0.33,1.82,0.7,1.4,5.0,1.49,2.14,0.76,,,0.43,1.05,0.03,0.49,0.75,5.85,4.36,2.92,0.1,0.05,4.94,0.31
1981-10-01,0.04,0.66,0.55,-0.06,-0.05,0.09,0.38,0.19,0.17,1.53,0.8,1.42,4.8,1.48,1.91,0.85,,,0.29,0.88,0.06,0.58,0.81,5.63,4.16,2.88,0.17,0.12,4.74,0.17
1982-01-01,0.05,0.41,0.03,-0.16,0.48,0.55,0.34,0.21,-0.52,1.03,0.55,1.15,4.31,1.06,1.66,0.71,,,0.11,0.62,0.01,0.55,0.44,4.6,3.54,2.53,0.14,0.08,4.15,0.09
1982-04-01,0.16,0.38,-0.82,-0.14,0.43,0.49,0.35,0.19,-1.2,0.4,0.33,0.85,3.64,0.82,1.27,0.47,,,0.19,0.02,-0.05,0.57,0.43,4.24,3.42,2.31,0.11,0.05,3.5,0.21
1982-07-01,0.05,0.18,1.11,-0.04,0.87,0.23,0.42,0.03,0.88,1.85,0.69,1.21,4.66,1.19,1.48,0.73,,,0.12,1.67,0.04,0.51,0.32,5.13,3.94,3.2,0.17,0.0,4.62,0.2
1982-10-01,-0.08,0.14,0.29,-0.16,0.75,-0.23,0.3,0.1,-0.31,0.25,0.46,1.01,4.4,1.09,1.73,0.62,,,0.01,0.11,0.04,0.73,0.48,4.43,3.34,2.54,0.12,-0.01,4.24,0.0
1983-01-01,0.13,0.36,-0.85,-0.25,0.49,0.02,0.27,0.08,-1.1,0.06,0.37,1.11,3.54,0.8,1.1,0.62,,,0.25,-0.3,0.06,0.65,0.51,4.18,3.38,2.24,0.1,-0.04,3.29,-0.04
1983-04-01,0.15,0.19,0.67,0.0,-0.74,0.57,0.28,0.08,0.52,1.72,0.39,0.71,1.98,0.8,0.99,0.39,,,0.11,1.53,0.06,0.3,0.36,2.47,1.67,1.03,0.12,-0.06,1.99,0.27
1983-07-01,0.19,0.3,0.33,-0.15,1.82,0.11,0.2,0.07,0.31,1.23,0.38,0.98,4.28,0.61,0.68,0.53,,,0.21,0.93,0.08,0.32,0.34,4.92,4.3,3.5,0.03,-0.06,4.13,0.23
1983-10-01,-0.1,0.34,-0.08,-0.16,-0.26,0.18,0.35,0.06,-0.35,0.29,0.37,0.91,2.53,0.59,0.91,0.52,,,0.27,-0.04,0.02,0.23,0.34,2.57,1.97,1.51,0.15,-0.01,2.38,0.13
1984-01-01,0.04,0.02,0.15,-0.03,0.01,0.95,0.34,0.0,0.09,1.41,0.42,0.85,3.02,0.7,0.79,0.45,,,0.04,1.38,0.03,0.3,0.71,3.29,2.59,2.23,0.11,-0.05,2.99,0.2
1984-04-01,-0.12,0.35,0.14,0.0,0.93,-0.01,0.31,0.08,-0.03,0.43,0.41,0.73,3.5,0.92,1.11,0.41,,,0.25,0.08,0.05,0.24,0.25,3.8,2.88,2.42,0.13,-0.03,3.5,0.04
1984-07-01,0.19,0.12,-0.22,-0.1,0.65,0.29,0.25,0.0,-0.53,0.39,0.28,0.63,2.84,0.85,1.19,0.38,,,0.18,0.27,-0.01,0.32,0.08,3.05,2.2,1.58,0.12,-0.06,2.74,-0.1
1984-10-01,0.12,0.11,0.12,-0.11,-0.02,0.05,0.22,0.08,0.05,0.52,0.28,0.7,2.08,0.69,0.79,0.39,,,0.05,0.42,0.0,0.2,0.13,2.32,1.63,1.2,0.11,-0.02,1.97,0.15
1985-01-01,0.2,0.3,0.01,-0.01,1.35,0.29,0.28,0.03,-0.02,1.1,0.31,0.68,3.72,0.82,0.9,0.33,,,0.23,0.8,0.02,0.34,0.23,4.5,3.68,2.85,0.13,0.01,3.7,0.14
1985-04-01,0.09,0.14,0.5,-0.06,-0.15,-0.08,0.36,0.09,0.43,0.83,0.32,0.68,2.5,0.94,1.05,0.37,,,0.09,0.7,0.05,0.26,0.45,2.86,1.91,1.43,0.11,-0.1,2.45,0.01
1985-07-01,0.06,-0.09,-0.2,0.03,0.64,-0.01,0.26,-0.11,-0.12,0.14,0.29,0.57,3.0,0.95,0.92,0.26,,,0.09,0.24,0.01,0.3,0.46,3.38,2.43,2.16,0.08,-0.09,3.03,0.06
1985-10-01,0.1,0.15,0.08,0.11,-0.58,0.38,0.27,0.12,0.08,1.03,0.36,0.57,1.68,0.87,0.88,0.26,,,0.11,0.89,-0.01,0.33,0.37,2.36,1.5,0.92,0.1,-0.08,1.78,0.06
1986-01-01,-0.16,0.01,-0.95,-0.14,1.09,0.27,0.2,-0.01,-1.02,-0.54,0.26,0.71,3.54,0.88,0.99,0.39,,,0.1,-0.54,0.01,0.36,0.43,3.54,2.66,2.45,0.16,-0.09,3.4,-0.04
1986-04-01,-0.21,0.25,-2.8,-0.19,-0.29,0.13,0.29,0.07,-2.72,-2.38,0.13,0.69,2.15,0.93,0.89,0.32,,,0.22,-2.63,0.06,0.17,0.42,2.25,1.32,1.11,0.07,-0.09,1.96,0.07
1986-07-01,0.15,0.49,-0.84,-0.07,-0.46,0.67,0.26,0.07,-0.84,0.77,0.27,0.63,1.42,0.59,0.62,0.34,,,0.38,0.28,0.11,0.3,0.3,2.3,1.71,0.76,0.08,-0.07,1.35,0.0
1986-10-01,0.07,0.35,-0.57,-0.04,-0.11,0.28,0.27,0.05,-0.28,0.58,0.36,0.76,1.91,0.7,0.45,0.4,,,0.28,0.23,0.07,0.16,0.24,2.73,2.04,1.46,0.09,-0.05,1.87,0.2
1987-01-01,0.28,0.5,1.26,-0.01,-0.91,0.42,0.29,0.08,1.24,2.86,0.33,0.68,0.99,0.62,0.67,0.33,,,0.17,2.36,0.18,0.42,-0.02,2.17,1.55,0.35,0.12,0.07,0.98,0.17
1987-04-01,0.24,0.46,0.28,-0.04,0.06,0.35,0.23,0.05,0.28,1.64,0.37,0.82,2.32,0.75,0.8,0.42,3.67,3.05,0.42,1.18,0.09,0.31,0.21,3.29,2.54,1.53,0.13,-0.1,2.28,0.09
1987-07-01,0.03,0.43,0.65,0.04,0.12,0.15,0.28,0.06,0.54,1.45,0.44,0.78,2.35,0.49,0.64,0.4,3.53,2.72,0.36,1.02,0.14,0.3,0.22,3.03,2.54,1.79,0.11,-0.13,2.4,0.21
1987-10-01,0.32,0.25,-0.05,0.0,0.25,0.12,0.21,-0.02,0.04,0.91,0.41,0.73,2.59,0.83,0.78,0.41,3.18,3.11,0.15,0.67,0.09,0.19,0.3,3.43,2.6,1.85,0.11,0.04,2.59,0.2
1988-01-01,-0.02,-0.09,-0.3,-0.01,0.35,0.25,0.33,0.06,-0.28,0.26,0.5,0.96,2.95,0.76,0.76,0.5,3.0,3.06,-0.26,0.35,0.12,0.4,0.35,3.25,2.49,2.21,0.09,-0.01,2.94,0.11
1988-04-01,0.41,0.33,0.02,-0.04,0.38,0.35,0.32,0.12,-0.03,1.39,0.53,1.08,3.14,0.51,0.6,0.57,3.97,3.6,0.11,1.06,0.09,0.33,0.47,4.12,3.61,2.55,0.11,0.0,3.1,0.17
1988-07-01,0.04,0.41,0.28,-0.05,0.62,0.81,0.29,0.03,0.16,1.8,0.5,1.02,3.27,0.65,0.81,0.55,4.22,3.13,0.31,1.39,0.12,0.39,0.27,3.94,3.29,2.45,0.1,-0.05,3.21,0.17
1988-10-01,0.29,0.42,-0.03,-0.06,0.22,0.33,0.27,0.06,-0.18,1.19,0.49,1.0,2.98,0.59,0.78,0.56,3.8,3.5,0.17,0.77,0.13,0.34,0.39,3.81,3.22,2.17,0.21,0.05,2.91,0.12
1989-01-01,-0.02,0.29,0.34,-0.11,0.22,0.59,0.32,-0.06,0.33,1.71,0.49,1.13,3.07,0.58,0.64,0.6,4.53,3.59,0.29,1.43,0.04,0.52,0.26,3.74,3.16,2.37,0.18,0.02,2.96,0.32
1989-04-01,0.11,0.05,1.62,-0.18,0.27,0.74,0.33,-0.07,1.54,2.81,0.41,1.06,2.86,0.61,0.73,0.59,5.39,3.03,0.12,2.76,0.07,0.37,0.3,3.14,2.53,2.0,0.11,-0.07,2.69,0.08
1989-07-01,-0.26,0.13,-0.5,-0.21,-0.02,0.37,0.32,0.12,-0.59,0.04,0.37,1.07,2.55,0.66,0.8,0.59,2.64,2.78,-0.03,-0.08,0.08,0.4,0.22,2.52,1.85,1.58,0.16,-0.04,2.34,-0.01
1989-10-01,0.23,0.19,-0.22,-0.24,0.12,0.31,0.29,0.03,-0.28,0.68,0.33,1.06,2.75,0.75,0.87,0.58,3.3,3.22,0.11,0.5,0.0,0.24,0.22,3.1,2.34,1.69,0.1,0.05,2.5,0.09
1990-01-01,0.33,0.31,1.01,-0.04,0.2,0.95,0.34,0.06,0.94,2.97,0.45,0.97,2.99,0.57,0.7,0.49,5.74,3.78,0.03,2.67,0.24,0.45,0.36,3.97,3.39,2.31,0.21,-0.03,2.95,0.21
1990-04-01,0.32,0.01,-0.23,-0.2,0.18,0.12,0.32,0.01,-0.21,0.62,0.37,1.11,3.26,0.8,0.83,0.58,3.66,3.77,-0.12,0.61,0.15,0.38,0.45,3.79,2.99,2.27,0.18,-0.04,3.06,0.19
1990-07-01,0.07,0.03,1.13,-0.21,0.15,0.59,0.3,0.03,1.13,2.24,0.44,1.19,3.15,0.93,0.96,0.65,5.22,3.51,0.0,2.21,0.02,0.42,0.26,3.47,2.54,2.02,0.23,-0.03,2.94,0.07
1990-10-01,0.02,0.11,2.25,-0.11,0.12,0.27,0.24,-0.03,2.16,2.85,0.51,1.12,2.66,0.36,0.49,0.63,5.27,2.76,0.15,2.75,0.03,0.3,0.37,2.88,2.52,2.1,0.14,-0.04,2.54,0.18
1991-01-01,0.04,0.42,-1.43,-0.21,-0.27,0.58,0.35,0.03,-1.68,-0.09,0.35,1.0,2.43,0.42,0.73,0.56,2.61,3.46,0.29,-0.51,0.08,0.55,0.46,2.97,2.55,1.54,0.17,0.02,2.21,-0.02
1991-04-01,0.13,0.12,-0.8,-0.03,-0.12,0.41,0.26,0.03,-0.75,0.3,0.46,0.88,1.93,0.36,0.37,0.49,2.37,2.76,0.09,0.18,0.04,0.39,0.31,2.59,2.23,1.6,0.18,-0.04,1.9,0.06
1991-07-01,0.17,0.18,-0.09,-0.18,0.41,-0.21,0.22,0.07,-0.13,0.28,0.34,0.95,2.64,0.29,0.39,0.52,2.59,2.89,0.15,0.1,0.11,0.27,0.33,3.05,2.76,2.14,0.13,-0.15,2.46,0.2
1991-10-01,0.14,0.11,0.28,-0.17,0.11,-0.03,0.13,-0.04,0.17,0.63,0.36,1.01,2.48,0.55,0.7,0.54,2.92,2.67,0.09,0.52,0.08,0.24,0.37,2.68,2.13,1.64,0.09,-0.02,2.3,0.06
1992-01-01,-0.09,0.0,-0.22,-0.28,0.33,0.14,0.08,0.12,-0.22,0.18,0.3,1.08,2.63,0.51,0.55,0.58,2.49,2.57,-0.01,0.18,0.0,0.35,0.38,2.61,2.1,1.84,0.03,-0.1,2.35,0.18
1992-04-01,-0.02,0.14,0.19,-0.21,0.28,0.08,0.16,0.02,0.13,0.64,0.32,0.96,2.26,0.36,0.47,0.53,2.49,2.23,0.16,0.5,0.01,0.32,0.27,2.42,2.06,1.62,0.17,-0.06,2.05,-0.06
1992-07-01,0.03,0.05,0.3,-0.13,0.12,0.24,0.17,-0.02,0.23,0.77,0.36,0.89,1.93,0.26,0.38,0.49,2.35,1.81,0.15,0.73,0.07,0.22,0.31,2.04,1.78,1.48,0.1,-0.15,1.8,-0.04
1992-10-01,0.07,0.08,0.27,-0.22,0.48,0.03,0.1,0.03,0.13,0.38,0.29,0.94,2.67,0.41,0.6,0.51,2.68,2.38,0.12,0.29,0.0,0.06,0.15,2.52,2.11,1.9,0.07,-0.07,2.44,0.33
1993-01-01,-0.06,-0.02,-0.02,-0.13,0.34,0.07,0.08,-0.05,-0.01,0.28,0.26,0.74,2.25,0.51,0.53,0.39,2.02,1.98,0.16,0.3,-0.01,0.3,0.28,2.36,1.85,1.63,0.1,-0.12,2.12,0.19
1993-04-01,-0.14,0.26,-0.15,0.01,0.56,0.25,0.22,0.09,-0.33,0.14,0.32,0.66,2.56,0.45,0.67,0.31,2.12,2.02,0.27,-0.12,0.01,0.1,0.32,2.61,2.16,1.94,0.13,-0.1,2.57,0.0
1993-07-01,0.01,0.24,-0.23,-0.1,0.4,0.07,0.11,0.02,-0.32,-0.16,0.22,0.64,2.01,0.3,0.42,0.32,1.43,1.59,0.28,-0.4,0.01,-0.16,0.27,1.91,1.62,1.53,0.11,-0.07,1.91,0.06
1993-10-01,-0.01,0.33,0.26,0.01,0.05,0.29,0.11,0.09,0.26,0.8,0.26,0.49,1.51,0.37,0.42,0.25,1.96,1.41,0.27,0.47,0.03,-0.07,0.28,1.77,1.4,1.15,0.13,-0.06,1.52,0.04
1994-01-01,-0.26,0.12,-0.14,-0.03,-0.1,0.03,0.07,0.03,-0.14,-0.15,0.23,0.63,1.62,0.52,0.56,0.26,1.17,1.28,0.13,-0.27,0.03,0.1,0.32,1.55,1.04,1.08,0.09,-0.07,1.59,0.04
1994-04-01,0.09,0.31,-0.18,0.01,0.27,0.12,0.17,0.08,-0.15,0.52,0.25,0.53,1.72,0.45,0.46,0.24,2.0,2.06,0.24,0.21,0.01,0.16,0.23,2.32,1.86,1.3,-0.01,-0.02,1.73,0.07
1994-07-01,-0.1,0.37,0.59,0.05,0.05,0.38,0.08,0.04,0.6,1.37,0.37,0.59,1.48,0.35,0.37,0.32,2.46,1.49,0.32,1.01,0.06,0.13,0.35,1.94,1.59,1.19,0.03,-0.05,1.53,0.02
1994-10-01,-0.17,0.09,0.1,0.08,0.21,0.04,0.15,-0.1,0.13,0.19,0.32,0.52,1.62,0.42,0.42,0.24,1.34,1.2,0.32,0.1,-0.01,0.1,0.27,1.75,1.34,1.31,0.08,-0.12,1.7,-0.04
1995-01-01,-0.2,0.21,-0.05,-0.13,0.12,0.2,0.12,0.01,-0.1,0.18,0.2,0.72,1.92,0.5,0.58,0.33,2.05,1.89,0.23,-0.03,0.04,0.07,0.24,1.81,1.31,1.24,0.09,-0.07,1.79,0.04
1995-04-01,-0.1,-0.05,-0.02,0.03,0.21,0.31,0.24,-0.04,0.01,0.31,0.23,0.37,2.01,0.51,0.5,0.21,2.01,1.72,0.14,0.36,0.01,0.14,0.32,2.06,1.55,1.57,0.11,-0.17,2.04,0.26
1995-07-01,-0.03,-0.16,-0.11,0.04,0.23,0.1,0.15,0.08,-0.13,0.04,0.22,0.3,1.56,0.48,0.51,0.18,1.4,1.4,-0.02,0.2,0.06,0.26,0.16,1.65,1.17,1.1,0.08,-0.27,1.6,0.13
1995-10-01,-0.02,-0.11,-0.13,-0.02,0.32,0.17,0.13,-0.01,-0.17,0.04,0.26,0.45,1.76,0.54,0.6,0.29,1.42,1.39,0.12,0.15,0.01,0.17,0.13,1.73,1.2,1.16,0.13,-0.23,1.73,0.01
1996-01-01,0.0,0.04,0.6,0.02,0.13,0.27,0.12,0.02,0.52,0.98,0.24,0.27,1.25,0.45,0.58,0.22,1.79,0.91,0.22,0.94,-0.03,0.14,0.23,1.37,0.92,0.73,0.12,-0.17,1.26,-0.2
1996-04-01,-0.08,-0.34,0.69,0.1,0.3,0.36,0.23,-0.02,0.61,0.66,0.31,0.34,1.94,0.41,0.55,0.2,2.37,1.32,0.01,1.0,-0.04,0.1,0.23,1.66,1.25,1.56,0.14,-0.29,2.04,0.14
1996-07-01,-0.26,-0.13,-0.25,0.04,0.39,0.39,0.19,0.03,-0.34,-0.27,0.21,0.31,1.94,0.43,0.48,0.16,1.16,1.03,0.07,-0.14,0.0,0.07,0.33,1.58,1.15,1.46,0.13,-0.23,1.98,0.12
1996-10-01,0.08,-0.22,0.47,0.08,0.31,0.3,0.22,-0.05,0.42,0.67,0.27,0.37,2.01,0.38,0.45,0.19,2.12,1.35,0.12,0.89,-0.06,0.08,0.33,1.98,1.6,1.65,0.14,-0.23,2.08,0.19
1997-01-01,0.04,-0.19,0.38,0.11,0.27,0.03,0.17,0.02,0.19,0.19,0.22,0.23,1.48,0.4,0.61,0.12,1.53,1.11,0.07,0.38,0.0,0.11,0.14,1.36,0.96,1.0,0.12,-0.27,1.59,-0.05
1997-04-01,0.21,-0.49,-0.85,0.01,0.39,0.06,0.16,0.03,-0.73,-0.78,0.19,0.35,1.78,0.45,0.34,0.18,0.68,1.47,-0.12,-0.29,-0.02,0.17,0.28,1.8,1.36,1.46,0.13,-0.38,1.78,0.13
1997-07-01,-0.19,-0.34,0.12,0.14,0.19,0.13,0.15,-0.05,0.11,-0.4,0.24,0.21,1.32,0.47,0.52,0.09,0.8,0.55,-0.06,-0.06,0.0,-0.11,0.1,0.81,0.35,0.99,0.1,-0.23,1.46,0.05
1997-10-01,-0.07,-0.29,0.08,0.18,0.19,0.07,0.22,-0.03,0.04,-0.19,0.26,0.11,1.27,0.43,0.51,0.08,0.78,0.62,0.01,0.1,-0.05,0.06,0.04,1.11,0.67,0.97,0.05,-0.22,1.45,0.16
1998-01-01,-0.19,-0.38,-1.11,0.15,0.02,0.11,0.13,0.02,-0.87,-1.13,0.3,0.32,1.01,0.47,0.25,0.15,-0.05,0.95,-0.13,-0.75,0.0,0.21,0.14,1.03,0.56,0.93,0.11,-0.27,1.16,0.05
1998-04-01,-0.08,-0.39,-0.43,0.16,-0.27,0.08,0.16,0.06,-0.42,-0.58,0.36,0.36,1.14,0.49,0.5,0.19,0.42,0.77,-0.12,-0.19,-0.05,0.24,0.32,1.07,0.58,0.82,0.09,-0.27,1.3,-0.03
1998-07-01,0.11,-0.4,-0.13,0.08,0.01,0.13,0.14,-0.04,-0.04,-0.05,0.22,0.25,1.21,0.51,0.44,0.14,1.09,1.1,0.09,0.36,-0.06,0.16,0.17,1.25,0.74,0.87,0.09,-0.39,1.29,0.11
1998-10-01,-0.13,-0.4,-0.25,0.01,-0.06,0.19,0.22,-0.06,-0.19,-0.26,0.16,0.31,1.32,0.48,0.44,0.15,0.93,0.99,0.03,0.14,-0.03,0.27,0.28,1.12,0.64,0.9,0.11,-0.34,1.32,0.0
1999-01-01,-0.22,-0.46,-0.23,0.02,-0.26,0.14,0.11,-0.02,-0.25,-0.16,0.22,0.34,0.93,0.36,0.39,0.2,0.83,0.92,-0.06,0.3,-0.09,0.64,0.21,0.88,0.53,0.57,0.12,-0.29,0.95,0.03
1999-04-01,0.11,-0.27,0.97,0.12,-0.04,0.09,0.16,-0.05,0.98,1.05,0.29,0.25,1.13,0.37,0.37,0.17,2.09,1.03,0.0,1.32,0.03,0.14,0.12,1.24,0.86,0.89,0.14,-0.24,1.25,0.12
1999-07-01,-0.07,-0.25,0.79,0.15,0.08,0.12,0.17,-0.05,0.73,0.74,0.32,0.3,1.33,0.39,0.46,0.17,1.6,0.69,0.17,0.98,-0.05,0.2,0.16,1.31,0.92,1.04,0.12,-0.32,1.48,0.04
1999-10-01,0.03,-0.32,0.6,0.16,0.28,0.19,0.15,-0.07,0.53,0.52,0.36,0.35,1.77,0.42,0.5,0.2,1.92,1.14,0.04,0.84,-0.02,0.09,0.25,1.67,1.25,1.45,0.15,-0.26,1.93,0.1
2000-01-01,-0.11,-0.25,1.23,0.04,0.31,0.19,0.2,0.05,1.19,1.17,0.3,0.44,2.08,0.62,0.67,0.26,3.03,1.61,-0.09,1.42,0.01,0.15,0.17,1.87,1.26,1.46,0.17,-0.22,2.12,0.12
2000-04-01,-0.11,-0.11,0.47,0.25,-0.36,0.22,0.15,-0.02,0.34,0.69,0.45,0.26,0.98,0.46,0.6,0.2,1.37,0.68,0.1,0.8,-0.07,0.35,0.06,1.23,0.77,0.64,0.11,-0.11,1.23,0.16
2000-07-01,-0.04,-0.32,0.61,0.02,0.11,0.3,0.2,-0.02,0.32,0.4,0.39,0.62,2.18,0.5,0.81,0.37,2.32,1.41,-0.06,0.73,-0.04,0.14,0.11,1.69,1.19,1.41,0.21,-0.2,2.2,0.13
2000-10-01,-0.01,-0.13,0.44,0.15,0.1,0.13,0.14,-0.05,0.14,0.17,0.37,0.39,1.96,0.53,0.85,0.21,1.93,1.36,0.09,0.3,0.05,0.04,0.22,1.72,1.19,1.28,0.1,-0.21,2.11,0.15
2001-01-01,0.02,-0.24,0.45,0.2,0.32,0.3,0.18,-0.05,-0.28,0.01,0.39,0.54,2.79,0.56,1.3,0.2,2.3,1.56,0.07,0.24,0.04,0.2,0.37,2.25,1.7,1.71,0.11,-0.29,2.99,-0.04
2001-04-01,-0.23,-0.37,0.38,0.08,-0.04,0.21,0.18,-0.08,0.41,0.24,0.35,0.45,1.57,0.66,0.65,0.28,1.67,1.09,-0.03,0.61,-0.01,0.23,0.25,1.3,0.64,1.02,0.14,-0.25,1.65,-0.06
2001-07-01,-0.16,-0.35,-0.95,0.05,-0.62,0.26,0.17,-0.05,-0.77,-0.72,0.29,0.37,0.88,0.66,0.51,0.24,0.61,1.3,-0.06,-0.38,-0.01,0.29,0.47,0.89,0.23,0.45,0.07,-0.23,0.92,-0.09
2001-10-01,-0.16,-0.27,-1.66,-0.09,0.48,0.14,0.11,-0.08,-1.35,-1.55,0.12,0.38,1.8,0.73,0.44,0.2,-0.38,1.14,0.07,-1.28,-0.03,0.09,0.34,1.69,0.96,1.3,0.1,-0.23,1.71,-0.03
2002-01-01,-0.06,-0.48,-0.46,0.09,0.09,0.17,0.17,-0.09,-0.36,-0.64,0.32,0.17,1.35,0.63,0.56,0.22,0.48,0.78,-0.11,-0.16,-0.02,0.09,0.29,1.1,0.47,0.92,0.09,-0.26,1.45,-0.02
2002-04-01,-0.03,-0.27,1.01,0.06,0.34,0.02,0.11,-0.01,1.02,1.01,0.34,0.4,1.93,0.53,0.53,0.28,2.36,1.33,-0.04,1.27,-0.03,0.27,0.26,1.97,1.44,1.48,0.15,-0.19,1.99,0.14
2002-07-01,-0.08,-0.26,0.22,-0.1,0.42,-0.03,0.14,-0.07,0.25,-0.01,0.3,0.59,2.2,0.46,0.45,0.4,1.61,1.41,0.07,0.25,-0.05,0.11,0.54,1.89,1.43,1.67,0.1,-0.2,2.1,-0.04
2002-10-01,-0.11,-0.35,0.55,-0.09,0.39,0.07,0.14,-0.07,0.43,-0.04,0.27,0.53,2.01,0.44,0.58,0.35,1.69,1.07,-0.08,0.31,-0.02,-0.08,0.2,1.26,0.82,1.36,0.12,-0.17,1.92,0.06
2003-01-01,-0.16,-0.66,1.82,-0.1,0.39,0.17,0.08,-0.08,1.5,0.81,0.29,0.51,2.38,0.41,0.75,0.39,2.83,0.84,-0.32,1.48,-0.05,-0.03,0.42,1.1,0.7,1.55,0.14,-0.21,2.28,0.07
2003-04-01,-0.15,-0.56,-1.12,-0.24,0.7,0.2,0.11,-0.13,-1.44,-1.94,0.12,0.69,2.58,0.22,0.56,0.36,-0.1,0.82,-0.13,-1.37,-0.03,0.02,0.34,1.32,1.11,1.81,0.08,-0.27,2.34,0.1
2003-07-01,0.08,-0.54,0.78,-0.03,0.44,0.25,0.17,-0.13,0.76,0.68,0.32,0.54,2.02,0.32,0.38,0.35,2.27,1.23,-0.15,1.22,0.0,0.12,0.26,1.62,1.3,1.64,0.11,-0.25,1.98,0.12
2003-10-01,-0.01,-0.49,0.04,0.05,0.42,0.36,0.19,-0.05,0.09,-0.11,0.4,0.54,2.04,0.41,0.4,0.35,1.34,0.94,-0.24,0.38,-0.07,-0.06,0.35,1.58,1.17,1.73,0.08,-0.14,2.09,0.07
2004-01-01,-0.07,-0.06,1.03,-0.08,0.17,0.14,0.19,0.02,0.94,1.15,0.29,0.71,2.05,0.36,0.49,0.38,2.84,1.68,0.03,1.21,0.03,0.2,0.37,1.95,1.6,1.52,0.12,-0.13,1.97,0.01
2004-04-01,0.07,-0.05,0.35,0.08,0.3,0.34,0.26,-0.03,0.28,0.79,0.41,0.48,1.84,0.48,0.6,0.32,2.28,1.59,0.08,0.84,0.03,0.15,0.17,2.03,1.55,1.37,0.1,-0.13,1.93,-0.06
2004-07-01,-0.05,-0.4,0.57,-0.12,0.25,0.14,0.23,-0.07,0.39,0.11,0.14,0.38,1.99,0.4,0.63,0.26,1.79,1.07,-0.06,0.51,-0.04,0.03,0.3,1.27,0.86,1.29,0.09,-0.23,1.88,0.1
2004-10-01,-0.02,0.08,1.32,0.06,0.19,0.21,0.18,0.06,1.21,1.65,0.34,0.36,1.75,0.31,0.44,0.27,2.97,1.44,0.25,1.57,-0.01,0.17,0.38,1.93,1.63,1.4,0.1,-0.22,1.81,0.09
