Date,Durable goods,Final sales,Final sales of computers,Final sales of domestic product,Goods,Gross domestic product,Gross domestic product excluding final sales of computers,Gross domestic product excluding motor vehicle output,Gross domestic product excluding research and development,Gross domestic purchases excluding final sales of computers to domestic purchasers,Motor vehicle output,Nondurable goods,Research and development,Services,Structures
1997-10-01,5.4,2.066666666666667,17.0,2.9,3.7,3.5,3.3,2.9,3.5,4.3,18.6,1.4,2.0,3.7,1.4
1998-01-01,12.5,3.4000000000000004,40.5,2.9,7.2,4.1,3.7,4.6,3.9,5.0,-7.9,0.0,8.8,2.4,3.0
1998-04-01,-2.7,5.5,46.7,6.9,-2.9,3.8,3.3,4.0,3.7,4.9,-1.2,-3.3,4.9,5.8,17.8
1998-07-01,12.4,5.933333333333334,54.5,4.6,8.1,5.1,4.7,5.2,5.1,5.5,2.0,2.1,6.8,2.9,8.4
1998-10-01,17.0,12.433333333333332,44.4,6.4,13.6,6.6,6.2,4.8,6.8,6.0,65.4,8.6,0.7,3.2,2.7
1999-01-01,6.1,2.3333333333333335,55.8,3.0,4.7,3.8,3.4,4.4,3.8,4.6,-10.0,2.6,6.1,3.6,1.7
1999-04-01,3.2,9.033333333333333,47.7,5.2,3.9,3.4,3.0,3.4,3.3,3.7,2.8,4.8,7.2,3.5,1.1
1999-07-01,14.7,5.533333333333332,31.7,5.1,7.3,5.4,5.1,5.1,5.3,5.6,12.7,-2.9,11.0,4.7,2.8
1999-10-01,8.5,5.466666666666666,-3.9,5.0,10.1,6.7,6.8,6.7,6.8,7.1,8.3,12.6,3.6,4.8,6.3
2000-01-01,6.0,5.066666666666666,58.8,4.3,-2.0,1.5,1.0,1.3,1.2,2.5,6.0,-13.2,10.3,2.9,5.4
2000-04-01,10.6,4.533333333333333,48.0,4.5,13.4,7.5,7.1,8.5,7.7,7.3,-14.3,17.9,1.5,5.3,0.8
2000-07-01,-1.9,1.8666666666666665,11.8,1.5,-1.5,0.4,0.3,1.1,0.2,1.2,-17.1,-0.9,6.8,1.4,1.1
2000-10-01,2.0,1.8333333333333333,22.1,2.5,1.6,2.4,2.2,3.0,2.4,2.7,-12.5,0.9,3.7,3.1,1.4
2001-01-01,-9.2,0.8000000000000002,41.6,1.9,-7.8,-1.3,-1.7,-0.8,-1.4,-1.7,-16.4,-5.5,2.7,2.6,-1.2
2001-04-01,0.9,-0.13333333333333316,-13.4,1.5,2.4,2.5,2.7,1.6,2.5,2.0,32.4,4.5,4.8,1.4,9.8
2001-07-01,-8.8,-1.9000000000000001,-17.6,-0.5,-5.7,-1.6,-1.4,-1.5,-1.7,-0.6,-4.5,-1.0,0.8,1.2,-4.1
2001-10-01,4.8,8.9,21.1,3.1,3.1,1.1,0.9,0.7,1.1,1.5,15.0,0.6,0.0,1.6,-7.4
2002-01-01,6.9,-3.066666666666667,-3.2,0.6,4.3,3.4,3.4,3.1,3.5,3.6,11.6,0.7,-1.5,3.2,1.7
2002-04-01,1.7,-1.5666666666666664,0.9,1.2,2.5,2.5,2.5,1.9,2.4,3.0,19.9,3.6,3.8,3.4,-2.7
2002-07-01,6.3,2.8666666666666667,24.9,1.6,3.4,1.6,1.5,0.8,1.7,1.9,25.3,-0.6,0.8,1.6,-3.9
2002-10-01,-4.0,-3.5666666666666664,12.2,0.3,-3.4,0.5,0.4,1.7,0.3,1.9,-27.8,-2.6,6.8,1.9,4.4
2003-01-01,2.0,4.366666666666666,17.7,2.2,3.9,2.1,2.0,1.8,2.1,1.7,10.6,6.6,3.5,1.1,3.0
2003-04-01,7.8,6.366666666666666,5.2,4.8,2.9,3.6,3.6,3.6,3.6,4.1,2.0,-3.7,1.6,3.7,5.1
2003-07-01,15.5,13.799999999999999,68.2,6.6,15.1,6.8,6.5,6.6,7.0,6.1,12.6,14.6,-0.5,1.5,15.4
2003-10-01,12.3,4.366666666666667,18.1,3.6,8.2,4.7,4.6,4.8,4.8,4.4,2.7,2.7,0.6,2.8,5.9
2004-01-01,-0.2,-0.26666666666666666,-22.3,2.0,0.9,2.3,2.5,2.4,2.3,2.9,-0.9,2.3,0.9,3.4,0.3
2004-04-01,4.6,0.26666666666666666,1.7,2.2,3.5,3.1,3.2,3.6,3.1,4.3,-9.4,2.0,4.4,2.2,7.7
2004-07-01,9.0,7.866666666666667,5.9,4.2,6.8,3.8,3.8,3.3,3.8,4.2,23.6,3.9,5.7,2.9,1.1
2004-10-01,5.5,5.333333333333333,30.1,3.9,6.2,4.1,4.0,4.0,4.2,4.2,8.7,7.3,2.2,3.5,1.8
2005-01-01,12.3,4.133333333333333,10.8,3.7,7.2,4.5,4.5,4.9,4.3,4.1,-6.3,0.2,11.7,2.8,7.0
2005-04-01,2.4,8.566666666666666,33.1,4.4,0.8,2.0,1.8,1.8,2.0,1.7,7.6,-1.6,1.4,2.4,3.2
2005-07-01,10.3,6.0,17.2,3.5,5.4,3.2,3.1,2.6,3.1,3.2,21.9,-1.5,4.0,2.4,1.2
2005-10-01,1.9,-2.3333333333333335,32.4,0.1,4.5,2.2,2.1,3.2,2.4,2.6,-21.9,8.5,-3.9,1.5,0.1
2006-01-01,5.7,14.066666666666668,35.8,5.8,12.6,5.5,5.3,5.6,5.5,4.6,3.0,23.4,5.2,2.4,3.5
2006-04-01,8.1,2.066666666666667,22.4,1.1,2.2,1.0,0.9,0.8,0.8,0.7,7.7,-5.9,9.0,2.2,-7.9
2006-07-01,6.3,2.533333333333333,16.4,0.4,3.5,0.6,0.5,0.8,0.2,1.0,-6.1,-0.5,15.1,1.5,-11.3
2006-10-01,3.2,12.633333333333333,23.5,4.5,8.6,3.5,3.4,4.0,3.3,1.6,-13.1,17.0,10.7,3.6,-10.4
2007-01-01,5.9,2.1,-0.9,1.6,1.0,1.2,1.2,0.9,1.3,1.0,12.0,-5.6,-2.3,2.3,-4.2
2007-04-01,5.3,3.266666666666666,9.6,2.1,5.0,2.5,2.4,2.4,2.5,2.0,4.8,4.6,2.8,1.7,-0.1
2007-07-01,6.6,5.233333333333333,52.4,2.8,3.5,2.3,2.1,2.5,2.4,1.0,-4.7,-0.9,-1.4,3.2,-5.7
2007-10-01,12.1,6.833333333333333,34.7,2.7,6.7,2.5,2.4,2.6,2.4,0.6,2.1,-0.9,7.9,2.9,-10.7
2008-01-01,-10.6,-1.9666666666666668,0.8,-0.8,-5.2,-1.7,-1.7,-1.0,-1.8,-2.2,-23.4,3.5,2.4,2.0,-12.9
2008-04-01,0.7,6.0,17.7,3.0,3.6,2.4,2.3,3.1,2.3,0.2,-23.5,7.8,4.4,2.8,-3.3
2008-07-01,-1.3,-5.433333333333334,7.6,-2.5,-4.2,-2.1,-2.1,-1.5,-2.0,-2.6,-23.0,-8.2,-6.2,-0.2,-7.7
2008-10-01,-24.6,-17.0,10.2,-6.6,-23.7,-8.5,-8.6,-7.2,-8.7,-7.6,-53.9,-22.6,1.2,0.8,-17.1
2009-01-01,-25.0,-0.8000000000000002,26.7,-2.6,-8.2,-4.5,-4.6,-3.1,-4.2,-6.5,-59.8,19.5,-11.8,0.3,-23.6
2009-04-01,-0.5,5.3999999999999995,-3.6,0.3,1.3,-0.7,-0.7,-1.0,-1.0,-3.3,18.9,3.6,9.3,0.9,-18.0
2009-07-01,10.1,5.3999999999999995,-20.9,1.7,4.6,1.4,1.6,0.0,1.4,1.8,131.2,-1.7,2.7,0.9,-4.8
2009-10-01,17.5,1.6666666666666667,-14.9,-0.1,18.7,4.4,4.5,4.1,4.4,4.3,22.8,20.3,5.6,1.1,-15.1
2010-01-01,19.3,4.066666666666666,42.1,0.8,8.7,1.9,1.8,1.4,2.2,2.2,33.8,-3.4,-7.5,1.4,-17.0
2010-04-01,9.0,1.7666666666666666,-4.4,3.0,5.2,3.9,4.0,3.6,4.1,5.5,20.6,0.5,-2.4,1.9,17.3
2010-07-01,10.3,2.766666666666667,3.1,0.9,11.0,3.1,3.1,2.7,3.0,3.9,22.4,12.0,5.6,1.6,-13.4
2010-10-01,4.1,9.833333333333334,7.7,3.4,5.1,2.1,2.1,2.0,2.1,1.0,5.1,6.4,4.2,0.7,2.2
2011-01-01,7.4,2.8000000000000003,11.9,0.1,-0.5,-0.9,-1.0,-1.2,-1.0,-1.0,11.4,-9.9,0.6,0.3,-13.3
2011-04-01,5.6,2.566666666666667,5.4,1.7,6.4,2.7,2.7,3.1,2.8,1.8,-12.7,7.4,2.0,0.5,8.4
2011-07-01,5.5,4.866666666666666,13.9,2.1,-2.3,-0.1,-0.2,-0.4,-0.2,-0.2,12.8,-12.0,2.1,0.0,9.3
2011-10-01,8.4,4.533333333333334,19.7,1.5,15.8,4.6,4.5,4.0,4.6,4.9,28.7,26.5,4.2,-0.8,8.7
2012-01-01,7.7,6.033333333333334,31.0,3.9,4.0,3.4,3.3,2.8,3.6,2.7,29.5,-0.5,-4.5,2.0,13.1
2012-04-01,6.4,4.066666666666666,0.9,1.6,4.7,1.8,1.8,1.8,1.9,1.5,2.4,2.3,-1.3,0.3,3.2
2012-07-01,0.1,0.6333333333333333,16.7,0.5,0.9,0.6,0.5,0.7,0.6,0.7,-3.1,2.0,0.0,0.6,-1.3
2012-10-01,2.4,4.933333333333334,10.7,2.2,-0.6,0.5,0.4,0.3,0.3,-0.4,7.0,-4.3,4.6,0.7,2.7
2013-01-01,9.6,8.733333333333333,6.1,2.7,13.3,4.0,4.0,3.6,3.8,3.5,17.7,18.4,9.5,0.2,0.2
2013-04-01,-2.8,-0.8333333333333334,3.8,0.9,-0.2,1.1,1.1,1.0,1.1,1.6,4.6,3.3,0.5,0.6,10.4
2013-07-01,4.0,3.4333333333333336,-3.2,1.9,8.1,3.5,3.5,4.1,3.4,3.3,-15.9,13.5,3.8,0.4,11.0
2013-10-01,10.0,10.833333333333334,14.3,4.0,8.9,3.5,3.5,2.9,3.7,2.3,26.8,7.4,-1.6,1.7,-2.3
2014-01-01,-2.6,-1.7999999999999998,0.6,0.1,-6.2,-1.4,-1.4,-1.5,-1.4,0.1,2.6,-10.6,-1.1,0.5,3.5
2014-04-01,9.8,8.133333333333333,19.2,4.4,11.0,5.3,5.2,4.9,5.2,5.4,16.8,12.4,7.4,1.6,13.5
2014-07-01,10.2,7.933333333333334,-2.9,4.7,8.8,5.0,5.0,4.6,4.9,4.7,15.6,7.0,5.6,3.2,3.7
2014-10-01,-3.6,2.066666666666667,-19.9,2.8,-0.5,2.0,2.2,2.2,1.8,3.1,-2.6,3.5,11.7,2.4,9.6
2015-01-01,-1.5,-1.7333333333333334,5.2,1.4,5.3,3.6,3.6,3.6,3.9,5.0,4.1,14.5,-5.3,3.2,1.1
2015-04-01,4.4,3.6666666666666665,20.6,3.0,2.1,2.5,2.4,2.0,2.6,2.8,18.3,-0.7,0.8,1.7,10.3
2015-07-01,1.5,3.9,2.1,2.3,1.7,1.6,1.6,1.1,1.5,2.3,18.2,2.0,6.9,1.6,1.4
2015-10-01,2.5,2.1333333333333333,1.4,1.2,0.7,0.7,0.7,1.5,0.5,1.0,-20.6,-1.5,9.4,1.5,-4.5
2016-01-01,2.5,5.633333333333333,40.1,3.2,2.7,2.3,2.2,2.1,2.1,2.2,9.8,3.0,8.6,1.9,3.9
2016-04-01,0.1,3.033333333333333,2.2,2.1,0.3,1.3,1.3,1.3,1.1,1.0,0.9,0.5,7.5,1.6,2.4
2016-07-01,7.0,5.5,-11.8,3.4,3.8,2.9,2.9,2.9,2.9,2.5,3.3,0.0,3.3,2.1,4.7
2016-10-01,6.9,-0.3000000000000001,-8.6,1.0,4.2,2.2,2.3,2.3,2.3,3.3,1.2,0.8,-1.0,0.9,5.0
2017-01-01,-1.3,5.866666666666667,1.3,3.1,1.7,2.0,2.0,2.3,1.8,1.6,-9.9,5.6,6.4,1.9,3.1
2017-04-01,6.1,4.133333333333333,11.1,1.8,5.5,2.3,2.2,2.1,2.4,2.5,6.8,4.7,-1.9,0.8,1.6
2017-07-01,13.5,7.366666666666667,-1.4,2.5,9.9,3.2,3.2,3.4,3.1,2.9,-4.9,5.6,4.9,0.9,-2.7
2017-10-01,5.4,8.266666666666667,21.9,4.9,7.3,4.6,4.5,3.7,4.6,4.9,36.9,9.7,4.0,2.7,8.9
2018-01-01,11.9,4.5,32.1,3.4,4.2,3.3,3.2,3.5,3.2,2.9,-3.8,-4.9,4.8,2.8,3.7
2018-04-01,2.0,4.8999999999999995,17.0,2.9,2.3,2.1,2.1,1.8,1.9,1.8,13.8,2.8,8.5,1.8,4.1
2018-07-01,5.2,-2.4,-18.6,0.5,4.2,2.5,2.6,2.6,2.5,3.9,-0.3,3.0,2.9,2.3,-1.4
2018-10-01,6.3,4.666666666666667,42.8,0.7,4.2,0.6,0.4,0.6,0.3,1.0,0.3,1.4,10.3,0.4,-10.2
2019-01-01,-0.7,4.633333333333334,25.7,2.1,5.8,2.5,2.4,2.9,2.4,1.9,-10.2,15.0,6.9,1.1,1.5
2019-04-01,5.5,3.533333333333333,6.5,4.1,1.4,3.4,3.4,3.2,3.2,3.7,8.7,-3.7,9.9,3.4,10.4
2019-07-01,6.4,6.766666666666667,-3.1,5.0,6.0,4.8,4.8,4.7,4.7,4.5,8.0,5.5,7.7,3.7,7.6
2019-10-01,-3.9,5.1000000000000005,-6.6,3.5,2.6,2.8,2.8,3.7,2.6,1.2,-24.9,11.8,8.2,3.7,-3.1
2020-01-01,-4.8,-0.8333333333333334,-6.9,-4.2,-6.0,-5.5,-5.4,-4.9,-5.8,-5.2,-24.0,-7.5,4.9,-7.0,7.7
2020-04-01,-41.8,-15.666666666666666,-26.7,-24.7,-27.6,-28.1,-28.1,-25.6,-28.7,-27.9,-85.5,-5.3,-10.2,-28.5,-26.7
2020-07-01,102.2,35.03333333333333,91.7,25.7,72.0,35.2,35.0,28.4,36.2,38.3,1171.5,41.5,11.8,21.9,20.6
2020-10-01,1.7,2.8666666666666667,14.1,4.9,1.4,4.4,4.4,5.7,4.4,5.5,-32.2,1.0,6.0,4.4,15.6
2021-01-01,11.9,12.333333333333334,23.4,7.8,5.4,5.6,5.6,5.2,5.5,6.4,20.1,-2.1,8.6,5.9,4.6
2021-04-01,3.4,12.700000000000001,-1.9,8.7,5.6,6.4,6.5,7.0,6.3,7.2,-11.0,8.3,10.8,8.6,-4.6
2021-07-01,-4.1,-7.966666666666666,-14.1,0.4,0.8,3.5,3.6,5.0,3.4,4.5,-41.8,7.0,5.8,6.1,-4.5
2021-10-01,16.9,4.466666666666666,24.6,3.2,18.6,7.4,7.3,6.8,7.3,7.2,32.6,20.5,9.9,3.7,-4.0
2022-01-01,-1.2,-4.633333333333334,-4.6,-0.9,-4.6,-1.0,-1.0,-0.9,-1.3,1.2,-5.4,-8.7,6.2,0.7,0.2
2022-04-01,4.2,2.8666666666666667,-1.4,2.3,-3.6,0.3,0.3,0.2,0.0,-0.1,2.6,-12.2,9.0,3.3,-5.4
2022-07-01,11.6,9.466666666666667,56.4,3.5,6.7,2.7,2.5,2.5,2.6,0.0,11.9,1.1,6.0,2.9,-11.6
2022-10-01,8.3,1.8999999999999997,38.9,1.9,6.8,3.4,3.2,3.5,3.2,2.9,0.0,4.9,6.2,3.4,-8.3
2023-01-01,-6.4,7.666666666666667,3.5,5.1,0.3,2.8,2.8,2.2,2.6,2.5,24.6,9.2,7.5,3.9,4.4
2023-04-01,11.4,1.7333333333333334,-6.2,2.6,1.6,2.4,2.5,2.2,2.4,2.4,13.3,-9.5,4.1,1.7,11.2
2023-07-01,4.0,2.6999999999999997,3.9,3.0,7.1,4.4,4.4,4.7,4.5,4.4,-8.2,11.3,1.2,2.5,7.5
2023-10-01,1.1,4.5,19.4,3.7,2.5,3.2,3.1,3.9,3.2,2.9,-19.0,4.3,3.3,2.8,8.6
2024-01-01,-2.3,-2.066666666666667,-8.7,2.1,-3.6,1.6,1.7,1.6,1.5,2.1,3.4,-5.3,4.2,3.2,9.9
2024-04-01,5.6,1.433333333333333,-21.5,1.9,5.2,3.0,3.1,2.6,3.1,3.7,20.2,4.7,0.0,2.4,-0.6
2024-07-01,2.5,5.433333333333334,-8.9,3.3,4.7,3.1,3.1,3.7,3.1,3.2,-18.3,7.5,3.6,3.2,-2.9
2024-10-01,-0.2,3.6,33.9,3.3,0.7,2.4,2.3,2.4,2.6,2.2,4.4,1.9,-2.1,3.0,4.7
