Date,Business,Farm,Federal,General government,Gross domestic product,Gross housing value added,Households,Households and institutions,Nonfarm,Nonprofit institutions serving households,State and local
2021-04-01,110.919,101.713,106.803,101.254,109.06,107.212,107.516,105.223,111.001,102.352,98.806
2021-07-01,111.845,101.717,106.842,102.353,109.99,108.403,108.708,105.992,111.936,102.602,100.367
2021-10-01,114.329,105.429,106.883,102.245,111.974,109.737,110.134,106.916,114.404,102.912,100.194
2022-01-01,113.727,103.337,107.029,102.444,111.685,111.453,112.063,108.054,113.819,103.084,100.415
2022-04-01,113.615,102.173,106.622,102.573,111.764,112.998,113.849,109.232,113.723,103.52,100.783
2022-07-01,114.337,101.994,106.799,103.282,112.516,114.047,115.002,110.211,114.457,104.284,101.73
2022-10-01,115.371,103.137,107.051,104.091,113.448,114.45,115.413,110.629,115.491,104.705,102.792
2023-01-01,116.082,104.043,107.806,105.476,114.233,114.891,115.876,111.329,116.2,105.696,104.466
2023-04-01,116.815,108.098,108.034,106.302,114.926,115.066,115.92,111.667,116.888,106.402,105.572
2023-07-01,118.217,106.936,108.542,107.238,116.158,115.362,116.192,112.152,118.32,107.155,106.709
2023-10-01,119.207,107.971,108.601,107.927,117.074,115.934,116.803,112.834,119.31,107.926,107.696
2024-01-01,119.614,110.156,109.251,108.674,117.548,116.365,117.22,113.459,119.7,108.819,108.49
2024-04-01,120.581,118.316,109.782,109.129,118.416,117.154,118.143,114.123,120.602,109.152,108.909
2024-07-01,121.631,116.477,110.228,109.637,119.316,117.549,118.544,114.493,121.679,109.483,109.447
2024-10-01,122.384,115.876,110.857,110.214,120.04,118.227,119.271,115.181,122.446,110.122,109.999
