Date,Economic affairs,Education,Elementary and secondary,Federal,General public service,Government,Gross expenditures,Health,Health (net),Higher,Housing and community services,Income security,Less: Sales to other sectors,Libraries and other,National defense,Other economic affairs,Public order and safety,Recreation and culture,Space,State and local,Transportation
2005-01-01,97.39466666666665,95.152,98.422,91.603,94.563,94.968,76.669,75.467,90.125,69.628,112.47699999999999,101.027,71.54,116.674,98.645,99.33833333333332,88.21233333333333,96.08133333333335,96.569,97.3,96.52333333333333
2006-01-01,98.20333333333333,93.42099999999999,99.788,93.777,96.44266666666665,96.471,77.937,76.465,89.955,71.968,103.00533333333334,113.55733333333335,73.34,114.133,100.216,102.58466666666668,90.73833333333334,95.75633333333333,94.581,98.367,96.82966666666668
2007-01-01,98.859,92.675,100.726,95.607,96.604,98.196,81.759,80.11949999999999,99.094,78.499,109.82433333333334,97.43066666666668,75.154,113.679,103.07,106.58433333333333,93.467,96.89033333333333,99.68,100.028,94.197
2008-01-01,98.38666666666666,93.61366666666667,100.582,101.67,99.21933333333334,100.675,84.113,84.9865,101.5,83.04,115.91933333333333,94.65566666666666,77.493,111.355,110.191,106.10366666666668,97.74066666666666,98.77866666666667,103.716,100.269,95.05266666666667
2009-01-01,101.98966666666666,94.95033333333333,100.604,108.004,105.882,104.285,86.694,91.6265,103.657,86.423,121.23599999999999,97.09933333333333,80.235,114.081,116.487,111.15633333333334,101.17733333333332,103.272,105.563,102.194,96.79733333333333
2010-01-01,104.73566666666666,94.78533333333333,96.836,112.364,106.007,104.195,86.71,93.499,100.251,87.859,122.15566666666666,97.88333333333333,81.501,112.396,119.913,116.09966666666666,100.423,105.83766666666668,103.144,99.34,97.86899999999999
2011-01-01,98.41533333333332,94.76233333333333,93.141,109.332,100.755,100.875,85.951,94.369,93.962,90.417,118.85700000000001,89.59966666666666,82.793,108.656,117.343,104.78833333333334,98.43566666666668,97.48566666666666,96.517,95.835,96.85199999999999
2012-01-01,96.97533333333332,93.90333333333335,91.541,107.251,100.26633333333332,98.788,85.713,95.23249999999999,90.924,92.512,113.54266666666668,88.026,83.619,105.449,113.349,103.58966666666667,96.533,93.64566666666667,96.001,93.741,95.43266666666666
2013-01-01,94.46366666666665,94.778,91.524,101.411,97.51266666666668,96.422,87.182,94.334,90.019,94.347,107.76866666666666,90.41966666666667,86.006,103.251,105.891,98.812,93.022,91.729,93.456,93.462,92.86133333333333
2014-01-01,94.50166666666667,93.83600000000001,92.184,98.885,95.67266666666667,95.588,88.464,94.913,85.04,95.32,103.11766666666666,91.776,89.787,102.619,101.618,94.99166666666667,93.96,91.65266666666666,95.851,93.63,94.431
2015-01-01,98.40566666666666,96.75466666666667,95.499,98.948,99.21766666666667,97.54,92.283,98.571,88.547,97.739,102.54933333333334,90.88933333333334,93.725,101.873,99.543,99.10133333333333,96.31200000000001,93.60333333333334,97.871,96.701,98.05466666666666
2016-01-01,99.85033333333332,99.10633333333334,98.77,99.519,99.35933333333332,99.452,97.619,102.8845,100.15,100.237,100.35966666666667,95.10733333333333,96.669,100.803,99.045,100.90566666666666,98.97666666666667,98.94433333333332,100.335,99.411,98.70800000000001
2017-01-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2018-01-01,102.26933333333334,98.96600000000001,100.531,103.467,100.449,101.998,103.137,103.166,103.007,99.466,101.30333333333334,110.30499999999999,103.187,102.839,103.516,103.81566666666667,102.21300000000001,100.86133333333333,103.087,101.13,101.10733333333333
2019-01-01,104.47366666666666,100.39999999999999,102.776,107.445,104.35366666666665,105.983,109.727,110.8075,118.932,101.2,103.74566666666665,110.50533333333334,106.186,110.375,109.089,105.35833333333333,104.59533333333333,104.92933333333333,104.965,105.119,103.55866666666667
2020-01-01,111.51533333333333,99.33533333333332,101.476,114.177,116.14066666666668,109.556,115.856,127.94550000000001,147.445,99.2,106.86133333333333,112.15133333333334,103.996,113.458,112.324,120.06633333333333,104.75033333333333,103.89966666666668,108.519,106.857,102.64133333333332
2021-01-01,110.099,100.29233333333333,101.601,116.267,115.45400000000001,109.252,118.079,141.4525,134.438,96.276,93.84366666666666,119.05466666666666,111.983,112.523,111.175,122.82266666666668,104.23133333333334,99.04633333333334,108.876,105.197,101.23833333333334
2022-01-01,100.32533333333333,101.47933333333333,102.11,112.498,120.86666666666666,108.028,120.381,146.994,126.098,100.137,85.03466666666667,119.70400000000001,118.819,111.416,106.811,104.755,104.55533333333334,97.15466666666667,110.658,105.381,99.968
2023-01-01,108.55466666666666,105.55966666666666,106.915,115.801,125.92733333333332,112.205,123.612,141.88150000000002,130.618,106.658,99.29933333333334,118.12233333333334,121.499,114.821,110.282,117.78466666666667,108.93900000000001,101.13233333333334,113.936,110.042,103.75166666666667
