Date,Distributive industries,Goods-producing industries,Government,Manufacturing,Private industries,Service industries,Wages and salaries
1995-09-01,791722.0,869343.0,631897.0,654922.0,2821708.0,1160643.0,3453605.0
1995-10-01,792277.0,872118.0,634223.0,655802.0,2836100.0,1171705.0,3470324.0
1995-11-01,795125.0,874271.0,635215.0,657305.0,2846004.0,1176608.0,3481219.0
1995-12-01,796441.0,871947.0,636529.0,656238.0,2851606.0,1183218.0,3488135.0
1996-01-01,795800.0,869484.0,637476.0,651546.0,2853280.0,1187996.0,3490756.0
1996-02-01,806632.0,885019.0,639942.0,663502.0,2891933.0,1200282.0,3531875.0
1996-03-01,812897.0,885069.0,642647.0,661720.0,2908035.0,1210069.0,3550683.0
1996-04-01,810664.0,894145.0,643772.0,670200.0,2919766.0,1214957.0,3563538.0
1996-05-01,816298.0,899208.0,645757.0,672912.0,2939880.0,1224374.0,3585637.0
1996-06-01,827411.0,905740.0,647394.0,676776.0,2973280.0,1240129.0,3620674.0
1996-07-01,823136.0,909486.0,649323.0,679522.0,2973067.0,1240445.0,3622389.0
1996-08-01,830797.0,914229.0,649746.0,682034.0,2996742.0,1251717.0,3646488.0
1996-09-01,837195.0,918058.0,653027.0,684383.0,3019807.0,1264554.0,3672834.0
1996-10-01,836067.0,919818.0,654017.0,684633.0,3024772.0,1268888.0,3678789.0
1996-11-01,841038.0,925614.0,656057.0,688458.0,3047536.0,1280884.0,3703593.0
1996-12-01,847941.0,932232.0,657969.0,694639.0,3072405.0,1292232.0,3730374.0
1997-01-01,850660.0,940197.0,660423.0,699246.0,3085849.0,1294992.0,3746272.0
1997-02-01,857434.0,946504.0,662208.0,702335.0,3115688.0,1311749.0,3777896.0
1997-03-01,865497.0,953880.0,664252.0,707678.0,3140650.0,1321273.0,3804902.0
1997-04-01,865827.0,956724.0,665648.0,710327.0,3150901.0,1328350.0,3816548.0
1997-05-01,868975.0,960983.0,667332.0,712120.0,3167595.0,1337636.0,3834927.0
1997-06-01,872860.0,964064.0,670945.0,714850.0,3184514.0,1347590.0,3855459.0
1997-07-01,878868.0,968716.0,672983.0,718160.0,3200419.0,1352834.0,3873402.0
1997-08-01,890993.0,977063.0,672857.0,724462.0,3234964.0,1366908.0,3907822.0
1997-09-01,895856.0,981533.0,676442.0,727096.0,3251219.0,1373829.0,3927661.0
1997-10-01,902574.0,992068.0,680614.0,736066.0,3278287.0,1383646.0,3958900.0
1997-11-01,914801.0,1000554.0,683441.0,742561.0,3317085.0,1401730.0,4000526.0
1997-12-01,912675.0,1008144.0,685499.0,747446.0,3332313.0,1411494.0,4017813.0
1998-01-01,920588.0,1013795.0,687484.0,748906.0,3362333.0,1427950.0,4049818.0
1998-02-01,926737.0,1017994.0,689957.0,751586.0,3386643.0,1441912.0,4076600.0
1998-03-01,928726.0,1021359.0,691969.0,754933.0,3406293.0,1456208.0,4098262.0
1998-04-01,933481.0,1025155.0,694310.0,755379.0,3424625.0,1465988.0,4118935.0
1998-05-01,943240.0,1030344.0,698083.0,758578.0,3452498.0,1478914.0,4150582.0
1998-06-01,946232.0,1030856.0,699821.0,757194.0,3467138.0,1490051.0,4166959.0
1998-07-01,953695.0,1027217.0,703149.0,751192.0,3484058.0,1503147.0,4187207.0
1998-08-01,962168.0,1040379.0,705713.0,761327.0,3519077.0,1516529.0,4224789.0
1998-09-01,965674.0,1044719.0,707935.0,765220.0,3532312.0,1521919.0,4240247.0
1998-10-01,969585.0,1045914.0,709995.0,764286.0,3552118.0,1536618.0,4262113.0
1998-11-01,979828.0,1049485.0,712612.0,764804.0,3580883.0,1551570.0,4293495.0
1998-12-01,981339.0,1055435.0,714728.0,766233.0,3595657.0,1558882.0,4310385.0
1999-01-01,994084.0,1060455.0,715528.0,771575.0,3626710.0,1572171.0,4342239.0
1999-02-01,1005928.0,1069197.0,718450.0,775760.0,3654642.0,1579517.0,4373092.0
1999-03-01,1005095.0,1068958.0,720258.0,776277.0,3658279.0,1584226.0,4378536.0
1999-04-01,1009112.0,1070161.0,724762.0,774708.0,3669417.0,1590145.0,4394179.0
1999-05-01,1012111.0,1073660.0,726314.0,778410.0,3686608.0,1600838.0,4412922.0
1999-06-01,1014705.0,1073856.0,730040.0,777622.0,3690824.0,1602263.0,4420864.0
1999-07-01,1020559.0,1081533.0,734752.0,784088.0,3714303.0,1612211.0,4449055.0
1999-08-01,1029676.0,1083582.0,738616.0,785916.0,3736913.0,1623655.0,4475530.0
1999-09-01,1030875.0,1090900.0,742309.0,789427.0,3754139.0,1632364.0,4496447.0
1999-10-01,1043182.0,1096190.0,747049.0,790509.0,3788483.0,1649111.0,4535532.0
1999-11-01,1051228.0,1107899.0,751250.0,798011.0,3825447.0,1666320.0,4576697.0
1999-12-01,1066905.0,1124643.0,755864.0,811967.0,3884151.0,1692603.0,4640016.0
2000-01-01,1076535.0,1153359.0,761026.0,835056.0,3963474.0,1733580.0,4724500.0
2000-02-01,1078613.0,1162811.0,764546.0,843901.0,3991805.0,1750381.0,4756351.0
2000-03-01,1084827.0,1162191.0,770118.0,837031.0,4003513.0,1756494.0,4773630.0
2000-04-01,1093089.0,1154200.0,774316.0,829358.0,4004735.0,1757447.0,4779051.0
2000-05-01,1088734.0,1138817.0,781551.0,816104.0,3979288.0,1751736.0,4760839.0
2000-06-01,1097693.0,1149572.0,779820.0,825470.0,4017456.0,1770191.0,4797276.0
2000-07-01,1107425.0,1168823.0,781994.0,842540.0,4075300.0,1799052.0,4857294.0
2000-08-01,1103329.0,1168083.0,783659.0,839649.0,4083131.0,1811719.0,4866790.0
2000-09-01,1113820.0,1167543.0,785790.0,837876.0,4103962.0,1822599.0,4889752.0
2000-10-01,1112718.0,1169726.0,788537.0,837326.0,4111012.0,1828568.0,4899549.0
2000-11-01,1112325.0,1165515.0,791286.0,831772.0,4106683.0,1828844.0,4897968.0
2000-12-01,1115233.0,1150557.0,794801.0,817177.0,4101547.0,1835757.0,4896348.0
