Date,Clothing and footwear,Computers and peripheral equipment,Consumption expenditures,Durable goods,"Entertainment, literary, and artistic originals",Equipment,Exports,Federal,Final consumption expenditures of nonprofit institutions serving households (NPISHs),Financial services and insurance,Fixed investment,Food and beverages purchased for off-premises consumption,Food services and accommodations,Furnishings and durable household equipment,Gasoline and other energy goods,Goods,Government consumption expenditures and gross investment,Gross domestic product,Gross investment,Gross output of nonprofit institutions,Gross private domestic investment,Health care,Household consumption expenditures (for services),Housing and utilities,Imports,Industrial equipment,Information processing equipment,Intellectual property products,Less: Receipts from sales of goods and services by nonprofit institutions,Motor vehicles and parts,National defense,Nondefense,Nondurable goods,Nonresidential,Other,Other durable goods,Other equipment,Other nondurable goods,Other services,Personal consumption expenditures,Recreation services,Recreational goods and vehicles,Research and development,Residential,Services,Software,State and local,Structures,Transportation equipment,Transportation services
1962-04-01,4.6,,11.433333333333335,11.1,-8.0,10.5,25.0,1.6,-4.7,8.6,11.8,-0.5,4.0,5.0,0.9,15.266666666666666,2.0,3.7,7.033333333333335,1.9,-3.1,11.3,6.5,6.0,9.0,4.2,-10.1,4.4,5.4,16.5,-3.8,31.3,1.6,11.3,-9.7,14.4,26.6,3.9,3.9,5.0,15.7,8.3,9.8,13.0,7.233333333333333,36.0,2.7,15.4,18.8,5.2
1962-07-01,1.8,,19.366666666666667,3.0,-1.1,1.4,-0.7,12.6,-5.3,-3.9,3.3,3.4,4.5,10.5,-0.5,3.733333333333333,9.6,5.0,14.433333333333332,2.8,7.0,11.5,3.7,5.2,5.1,-15.1,-8.4,4.7,6.9,-5.5,7.0,40.6,3.1,5.1,-17.5,2.2,10.2,5.9,3.4,3.3,-8.2,13.6,5.6,-0.3,-0.19999999999999996,52.4,5.1,11.0,19.6,1.1
1962-10-01,3.3,,0.9333333333333336,18.8,9.0,1.2,-12.3,1.9,-5.0,1.2,-1.2,-1.9,4.7,3.0,9.8,-4.533333333333333,2.8,1.3,13.566666666666668,2.6,-11.2,9.6,5.4,7.8,5.0,-12.6,11.5,9.4,6.3,38.3,0.3,8.8,2.3,-1.5,-1.2,10.0,10.7,6.5,0.6,5.8,6.1,9.4,6.2,-0.6,11.433333333333332,131.4,4.2,-9.3,1.5,4.5
1963-01-01,-1.6,,-11.299999999999999,8.2,18.0,7.6,6.2,-12.9,1.3,-3.5,5.3,0.0,0.6,7.4,10.1,0.033333333333333215,-5.3,4.4,9.066666666666666,5.7,22.8,5.3,1.8,3.7,-8.9,24.3,31.0,13.7,7.7,12.5,-13.7,-9.6,2.2,0.9,13.0,-4.2,20.2,6.2,-2.7,2.8,5.7,5.6,8.2,14.9,2.0,100.0,7.6,-13.2,-23.0,4.4
1963-04-01,2.5,,-3.8666666666666667,8.9,15.8,8.3,36.0,-1.8,13.4,9.1,19.1,2.3,1.3,4.1,-4.1,22.03333333333333,0.3,4.6,8.333333333333332,9.7,6.5,3.5,4.1,0.9,9.7,21.1,26.4,14.5,8.1,11.2,-2.3,0.6,1.4,13.0,15.0,6.0,15.7,1.6,12.0,3.8,1.7,14.9,8.4,31.9,3.8000000000000003,162.4,3.4,20.3,-18.5,4.6
1963-07-01,7.3,,34.300000000000004,5.0,-2.7,18.4,-2.0,24.6,16.4,14.2,10.2,2.5,0.7,10.9,-1.3,7.366666666666667,19.0,9.1,24.700000000000003,8.1,12.9,2.8,6.9,7.2,10.5,19.7,20.3,7.3,4.6,0.6,17.0,59.3,3.7,11.4,11.1,6.7,19.2,5.6,7.5,5.5,19.8,5.3,7.2,7.9,-2.833333333333334,104.9,11.0,2.8,15.4,5.6
1963-10-01,-3.6,,-7.133333333333333,6.5,-3.5,16.6,16.5,-10.0,14.9,15.7,12.5,0.9,5.4,6.5,3.4,6.966666666666666,-4.1,2.6,-0.6999999999999998,8.9,5.0,6.9,5.3,3.8,-1.2,11.9,3.7,4.9,6.2,8.2,-10.5,-8.3,-0.5,12.2,-0.2,-3.0,15.9,-2.6,7.6,3.4,-14.0,7.2,5.9,13.2,2.933333333333333,48.8,5.4,8.4,32.0,6.1
1964-01-01,17.6,,2.4666666666666663,16.5,-18.5,10.2,21.9,-1.9,21.1,-3.4,14.6,2.4,9.5,20.2,7.2,8.666666666666666,1.3,8.7,8.833333333333334,14.3,15.8,16.7,6.0,5.7,-0.4,7.7,23.3,-1.6,11.2,10.1,-5.9,14.2,7.0,8.7,16.8,16.1,3.6,7.5,0.4,8.1,16.7,30.0,6.3,26.9,14.0,11.3,6.1,10.8,11.3,5.1
1964-04-01,11.0,,7.600000000000001,10.8,-6.6,8.5,-1.6,-0.2,3.3,7.3,-0.7,7.1,5.2,14.1,10.2,7.666666666666667,3.6,4.4,7.3999999999999995,4.3,-1.4,16.5,5.8,3.9,9.3,1.1,7.0,4.0,4.8,4.4,-4.8,17.5,7.8,9.7,6.2,9.6,10.3,5.4,5.4,7.3,-3.6,25.1,9.2,-18.5,-0.4333333333333334,0.0,9.4,14.2,16.2,5.4
1964-07-01,6.0,,-3.5333333333333328,13.9,4.6,14.9,13.1,-2.2,-0.7,11.7,6.7,6.0,3.3,4.6,12.8,12.466666666666667,0.5,6.4,1.9333333333333336,2.2,9.7,14.3,5.6,5.2,11.2,22.8,1.7,7.6,3.5,20.3,-0.9,-6.6,8.1,13.5,-1.1,18.7,-0.4,11.8,-0.2,7.6,3.5,14.1,10.4,-6.2,8.1,-10.1,4.4,13.8,32.1,6.1
1964-10-01,4.1,,-1.3333333333333337,-11.7,7.6,12.4,8.3,-3.3,0.4,0.8,3.5,1.5,3.3,6.2,-1.6,6.633333333333333,-0.2,1.2,4.2,0.2,3.8,7.9,5.8,6.6,11.3,38.1,35.6,8.8,0.1,-31.7,-5.5,4.8,0.8,8.8,33.4,0.6,31.5,-2.3,5.7,1.2,14.7,12.4,10.9,-6.9,5.933333333333334,-5.3,4.2,3.2,-31.5,4.6
1965-01-01,0.4,,3.6666666666666665,42.7,23.3,34.1,-39.0,-3.4,-1.3,6.5,19.3,4.5,9.5,0.2,-1.8,-16.733333333333334,-0.5,10.0,-2.8333333333333326,7.4,43.9,6.8,4.9,4.1,-13.7,5.4,4.7,18.8,11.6,112.8,-6.8,8.4,3.9,28.0,0.4,15.4,7.9,9.0,2.3,9.2,2.1,8.7,14.7,2.0,-2.8666666666666667,51.6,3.6,22.2,148.8,2.8
1965-04-01,-0.7,,4.5,0.7,11.9,7.4,85.7,0.7,13.4,6.4,11.8,3.0,11.8,5.5,10.6,60.53333333333334,4.8,5.2,6.033333333333334,9.5,1.1,-1.2,5.9,6.3,56.3,18.5,28.6,13.8,7.7,-7.7,-1.8,8.9,3.9,15.6,20.8,-3.6,-6.5,6.4,7.8,4.5,-0.7,22.2,12.2,3.5,23.366666666666664,45.8,10.5,30.9,-2.5,6.4
1965-07-01,8.6,,18.6,14.4,11.8,23.2,-8.6,15.7,18.3,7.3,11.3,5.6,5.9,12.5,9.7,0.20000000000000004,13.9,9.2,15.799999999999999,10.0,14.7,-7.1,5.2,5.3,1.7,25.4,21.6,14.0,6.3,14.1,12.8,25.2,6.1,15.3,20.0,18.0,29.1,3.2,13.5,7.1,0.6,17.1,10.9,1.9,0.9999999999999999,65.9,11.7,4.3,17.0,6.9
1965-10-01,16.1,,4.800000000000001,17.9,8.2,16.4,26.7,9.2,12.8,15.9,9.6,19.0,8.1,22.4,4.4,25.333333333333332,7.8,9.5,5.033333333333334,8.7,2.7,-0.3,6.8,5.0,21.0,8.1,30.2,14.3,6.8,4.6,11.9,1.4,15.7,17.3,12.0,36.4,17.1,14.7,10.1,11.7,7.6,41.4,13.0,-7.6,7.966666666666666,62.3,5.9,19.7,17.2,6.0
1966-01-01,8.8,,-3.2000000000000006,20.4,18.5,23.9,-9.5,9.8,3.2,3.2,15.8,-1.8,7.5,6.7,0.3,4.966666666666667,7.7,10.1,23.200000000000003,7.6,36.0,7.1,4.2,3.5,10.7,14.1,37.6,14.5,9.7,27.2,14.6,-4.1,2.9,17.9,28.5,36.3,19.4,9.3,2.7,6.0,2.0,21.8,9.1,10.4,-4.033333333333334,54.0,4.8,9.8,30.7,4.1
1966-04-01,1.5,,18.233333333333334,-15.1,3.9,14.8,12.6,11.4,-6.6,-2.1,-3.9,0.9,0.7,-0.9,10.5,-0.6,7.8,1.4,-3.766666666666667,5.3,-5.8,14.9,4.8,4.4,10.4,27.1,34.4,12.4,11.3,-34.0,9.0,19.7,3.8,6.7,18.6,-7.0,7.0,8.8,2.8,1.0,11.6,15.1,12.4,-27.7,42.03333333333334,51.9,3.1,-7.5,-0.9,9.0
1966-07-01,4.6,,2.7333333333333343,13.8,0.8,1.8,-4.7,16.5,-7.1,-4.1,0.4,1.1,2.4,13.1,5.5,12.0,11.4,3.4,17.933333333333334,0.9,-2.9,11.4,3.7,4.8,24.4,5.4,23.8,11.3,4.7,12.5,26.2,-10.7,2.9,5.4,8.7,3.4,1.0,3.6,1.0,4.7,9.6,25.0,12.7,-12.6,-1.1333333333333329,46.0,4.7,9.2,-13.4,-0.3
1966-10-01,-3.5,,-1.5666666666666667,-0.2,-0.3,5.9,10.3,4.6,-6.7,-6.3,-10.2,-1.9,-3.6,-3.2,2.0,4.366666666666666,7.1,3.3,9.633333333333333,2.2,2.4,11.0,4.8,4.3,4.6,3.9,18.9,10.5,6.2,-2.1,10.7,-14.9,-1.1,0.0,5.1,-5.5,4.4,1.1,9.8,1.7,12.2,13.8,11.5,-35.8,7.566666666666666,44.7,10.6,-12.9,0.8,12.2
1967-01-01,0.2,0.0,48.73333333333333,-7.4,-1.5,-15.0,5.0,28.5,7.9,16.8,-7.3,8.2,-3.3,1.4,-0.7,0.26666666666666666,18.0,3.6,8.133333333333333,5.4,-9.5,1.3,3.6,2.8,6.4,3.8,-11.4,7.2,4.3,-18.5,24.7,43.3,4.6,-6.3,-12.5,-0.6,-27.7,4.3,5.4,2.3,2.8,0.7,11.4,-10.6,17.099999999999998,7.2,5.0,4.2,-25.5,4.9
1967-04-01,3.1,0.0,-4.133333333333332,18.3,-8.7,4.4,-5.2,-4.3,12.6,7.5,10.2,2.2,-3.4,4.1,3.9,-1.6666666666666667,-1.6,0.2,-11.799999999999999,10.3,-13.7,0.6,3.7,6.1,-3.2,-7.8,4.2,2.9,9.3,40.7,0.6,-20.5,3.0,-1.0,1.9,11.8,8.8,4.0,8.6,5.6,-9.2,4.0,8.2,54.7,1.6666666666666667,4.7,2.1,-10.9,18.1,1.5
1967-07-01,1.8,0.0,0.33333333333333365,-3.1,5.6,-5.4,-3.2,6.8,18.5,14.7,4.9,-2.2,4.4,0.4,-0.9,-1.5333333333333334,4.5,3.8,8.833333333333334,10.6,12.2,-0.5,5.2,4.3,5.4,-17.6,-6.9,7.0,7.5,-11.1,9.5,-3.4,-0.4,-0.7,-6.8,-3.6,-10.5,1.5,3.8,2.1,17.6,10.8,9.6,23.0,7.8999999999999995,-6.7,1.5,4.3,18.2,6.3
1967-10-01,-2.3,0.0,9.700000000000001,1.0,6.3,13.3,7.8,0.2,14.3,-1.5,12.6,5.4,4.1,3.9,7.5,17.433333333333334,3.1,3.1,0.9666666666666662,8.6,8.9,1.0,3.0,6.8,22.8,9.2,28.5,7.2,6.2,-10.8,-3.6,16.5,1.8,8.3,23.6,8.1,14.9,-3.8,5.1,2.5,-22.1,21.4,7.1,25.3,-0.7333333333333331,9.6,7.1,0.6,7.4,5.0
1968-01-01,11.7,0.0,8.133333333333333,27.3,1.8,16.1,11.7,7.2,2.1,-4.4,9.2,4.9,16.1,6.9,8.6,21.166666666666668,7.3,8.4,-3.433333333333333,4.9,8.3,11.1,6.6,5.2,25.7,6.4,7.0,7.6,6.2,62.6,9.2,-0.3,8.1,12.3,6.9,10.1,-12.5,11.1,1.5,9.9,25.4,7.9,9.3,1.2,4.7,16.9,7.5,8.0,67.4,7.7
1968-04-01,2.8,0.0,-3.566666666666667,8.8,14.6,-9.3,6.9,-2.2,-3.1,25.2,-1.0,7.4,3.5,9.6,0.6,7.533333333333332,2.1,6.9,3.9333333333333336,7.9,16.2,16.2,6.7,1.8,6.2,-10.3,-6.5,10.6,12.9,6.8,-0.4,-8.9,5.0,-4.8,-13.1,25.3,-0.9,4.8,1.4,6.2,14.0,4.3,7.7,10.1,3.8333333333333335,18.7,8.1,-3.4,-15.6,6.7
1968-07-01,7.1,406.3,11.5,19.2,3.8,10.3,31.6,-2.3,-1.0,2.7,6.4,7.3,4.4,13.8,4.3,23.833333333333332,1.2,3.1,-2.3000000000000003,1.9,-10.5,9.8,5.4,6.3,26.4,-5.6,11.1,6.9,3.1,26.6,-6.6,16.5,6.5,5.6,5.2,6.1,13.5,5.7,1.6,7.7,5.3,19.7,7.0,8.3,18.3,17.8,5.9,-2.6,25.2,8.0
1968-10-01,-2.8,0.0,3.733333333333333,-2.3,-2.6,14.6,-8.6,-1.9,0.1,2.0,9.8,1.4,0.4,-3.0,-0.8,-5.333333333333333,0.3,1.6,-6.033333333333332,6.2,4.4,10.6,4.6,6.2,-3.4,8.5,-3.7,5.9,8.7,-4.9,-3.3,3.5,0.1,11.4,-4.7,3.4,24.5,0.7,-0.4,1.8,9.9,2.2,7.6,5.7,0.9333333333333332,21.7,3.4,8.4,26.0,6.3
1969-01-01,4.1,0.0,3.733333333333333,7.8,-11.8,15.4,-39.0,-1.3,-1.4,-10.3,11.6,5.1,-0.4,3.0,9.1,-26.96666666666667,0.9,6.4,9.566666666666665,5.2,25.7,7.0,3.7,6.2,-32.7,15.2,35.4,2.8,7.9,10.7,-3.3,6.4,4.5,10.6,33.4,7.2,9.6,1.6,5.5,4.5,6.4,9.9,6.0,14.1,-6.566666666666666,31.9,3.7,6.3,9.3,6.8
1969-04-01,1.5,0.0,6.333333333333333,-1.1,-2.5,4.2,121.0,-4.9,2.2,5.6,2.1,-1.7,9.0,4.1,5.2,104.5,-1.3,1.2,-15.866666666666667,5.7,-2.3,5.1,5.1,4.0,105.5,8.5,38.1,8.0,7.1,-7.5,-7.4,4.3,0.9,4.5,28.9,-0.6,-7.5,3.2,3.4,2.6,7.2,5.2,7.2,-3.7,21.5,50.3,3.4,3.2,-8.2,6.3
1969-07-01,2.2,216.0,5.033333333333334,-1.1,-18.7,5.3,-6.5,0.7,6.0,2.6,5.8,-0.3,-2.8,-7.3,1.3,-5.666666666666667,0.8,2.7,-0.933333333333333,3.9,8.4,2.5,3.2,6.5,-5.1,12.6,28.8,3.0,3.1,4.7,0.0,3.5,1.5,9.4,25.8,-5.0,-1.6,4.6,3.0,2.0,-4.3,-1.5,5.9,-3.1,3.5666666666666664,55.6,0.9,20.2,-9.8,6.2
1969-10-01,-2.0,0.0,-3.2000000000000006,-1.5,-8.0,-3.3,10.8,-8.8,8.2,7.7,-8.6,4.5,2.3,-0.8,8.8,2.133333333333333,-5.3,-1.9,-21.233333333333334,6.5,-18.0,4.4,5.0,4.9,-4.3,-4.0,18.0,4.3,5.8,-6.8,-7.4,-13.5,2.7,-2.1,14.3,1.8,5.5,0.7,5.4,3.2,4.4,7.6,3.4,-24.8,5.866666666666667,45.1,-0.9,-2.8,-21.1,7.2
1970-01-01,-4.6,144.1,0.2666666666666666,-6.0,-17.7,-2.8,5.4,-6.6,6.8,-1.1,-2.0,5.5,9.1,-0.3,6.7,2.5,-1.9,-0.6,7.866666666666666,6.0,-11.4,7.3,4.3,2.4,-1.3,9.8,11.5,-1.9,5.7,-24.0,-9.7,4.8,3.5,-2.8,-1.1,11.6,5.0,5.5,5.5,2.5,9.5,21.4,-1.2,0.2,0.16666666666666666,32.2,3.9,-3.1,-29.4,0.0
1970-04-01,-1.2,-59.0,1.6333333333333335,4.7,-12.3,-1.7,16.4,-10.1,5.8,4.0,-8.0,0.4,4.5,1.6,-3.7,5.3,-4.6,0.6,-7.033333333333334,1.4,0.9,2.2,2.4,2.4,8.1,-6.1,4.4,-2.7,-0.1,13.0,-15.9,11.2,-0.3,-2.6,8.5,-0.2,6.9,1.0,0.8,1.8,0.7,-3.3,-3.3,-22.3,19.333333333333332,21.1,2.2,-4.0,-8.6,1.6
1970-07-01,-1.1,0.0,0.6,1.4,-8.8,2.5,1.6,-4.8,11.3,6.1,6.9,3.1,0.6,0.8,6.3,0.6666666666666666,1.7,3.7,-0.06666666666666761,8.0,6.7,7.9,4.4,4.7,-0.9,-0.6,-14.1,-2.7,6.8,-3.9,-5.5,-2.7,2.9,1.4,-6.8,17.0,16.6,4.3,2.7,3.6,2.7,6.6,-0.8,25.1,2.933333333333333,0.0,9.4,1.5,9.3,6.0
1970-10-01,6.7,0.0,1.4333333333333333,-24.0,-5.6,-19.5,0.8,-1.5,-4.6,6.1,-0.1,4.7,-4.5,6.4,0.1,4.166666666666667,0.2,-4.2,-0.33333333333333304,4.5,-19.6,11.2,2.3,3.6,6.3,-13.5,8.3,-6.3,8.2,-56.0,-2.8,2.6,4.8,-13.0,4.9,6.1,-7.9,5.6,-3.3,-1.1,0.9,3.4,-5.6,46.8,-5.3,-11.2,2.0,-4.6,-50.9,-0.1
1971-01-01,2.7,0.0,0.20000000000000004,50.4,-4.7,6.9,3.7,-12.3,5.1,7.2,8.5,2.0,-4.1,2.1,7.9,1.7666666666666666,-5.7,11.3,-21.766666666666666,7.3,55.4,4.1,2.7,4.5,-4.6,-17.9,-6.3,0.4,8.1,195.3,-15.5,-1.7,1.6,3.3,-8.5,-4.3,-10.0,-2.7,0.8,7.9,2.2,-3.5,3.0,22.4,10.033333333333333,-3.6,1.7,-1.0,96.6,3.5
1971-04-01,10.2,144.1,8.966666666666667,9.4,3.2,10.1,-2.9,-4.6,8.1,-0.5,15.9,-1.3,2.9,4.7,6.5,15.733333333333334,-0.9,2.2,-4.433333333333334,10.1,11.8,7.8,4.0,4.6,33.7,-6.6,38.2,4.6,10.8,13.6,-12.9,23.3,0.9,5.6,14.5,7.8,8.7,-5.0,1.0,3.7,5.5,9.4,1.9,44.3,0.7333333333333331,22.3,3.0,-1.0,10.8,7.5
1971-07-01,2.2,107.4,3.7999999999999994,11.1,11.1,2.8,21.5,-1.7,10.3,-0.7,7.1,-3.6,4.0,7.3,-1.7,15.933333333333335,-0.2,3.3,6.766666666666666,8.4,4.9,8.8,3.6,4.2,9.1,1.7,9.1,5.3,7.7,18.4,-7.4,14.9,-0.8,1.8,-1.0,7.9,2.7,2.6,-0.6,3.2,3.5,3.8,0.2,19.7,-1.1666666666666667,22.5,1.4,-1.4,-0.7,5.8
1971-10-01,5.6,85.3,-4.233333333333333,18.2,17.4,14.5,-32.1,-10.2,15.6,-0.2,10.9,2.2,6.7,12.4,0.3,-22.266666666666666,-2.8,0.9,-11.700000000000001,7.0,-10.3,6.9,6.1,6.4,-24.5,11.6,17.6,9.1,3.9,27.8,-9.9,-10.9,2.7,8.4,7.5,3.0,-5.4,2.5,5.8,6.8,13.7,15.2,2.2,16.3,4.633333333333334,30.4,5.1,-1.0,36.4,6.8
1972-01-01,3.3,173.3,10.933333333333335,9.5,5.7,16.0,53.8,3.3,-4.1,15.1,18.2,-3.6,13.6,14.7,8.9,58.6,2.2,7.6,-3.933333333333333,5.3,29.1,6.3,7.3,4.7,72.5,-2.2,23.4,9.2,9.1,2.6,-4.0,24.5,1.3,13.4,1.8,-0.3,23.7,5.8,6.8,5.4,-0.5,23.2,9.1,28.8,11.366666666666667,16.3,1.1,10.9,23.8,7.3
1972-04-01,10.5,0.0,1.8999999999999997,10.4,10.5,9.4,-11.1,3.9,4.1,2.9,7.1,14.4,6.0,5.5,3.4,-5.000000000000001,1.6,9.4,13.466666666666669,4.3,24.7,7.0,4.9,5.9,-13.5,20.2,-0.6,7.0,4.4,11.7,3.4,5.2,11.3,6.7,4.2,9.7,16.9,10.0,2.2,7.8,4.7,15.5,4.3,7.8,-4.3,12.4,-0.7,2.3,1.7,3.6
1972-07-01,13.1,0.0,-4.733333333333333,10.7,-2.1,9.9,26.3,-17.1,-3.9,10.5,4.6,2.0,7.6,12.7,7.6,16.46666666666667,-7.4,3.8,-16.2,1.6,5.8,5.7,5.9,4.3,8.6,17.3,10.0,3.3,3.7,7.5,-22.4,-2.5,5.6,6.0,7.5,6.7,23.7,5.4,5.6,6.3,6.2,16.8,3.6,1.8,6.833333333333335,13.1,3.3,0.9,-7.5,4.4
1972-10-01,11.9,0.0,-0.7000000000000001,22.9,-2.2,34.3,18.1,1.0,25.0,5.2,18.7,4.0,4.6,10.0,17.4,21.099999999999998,3.4,6.9,17.333333333333332,6.6,2.5,6.2,6.8,8.1,19.3,12.1,16.2,5.4,0.5,35.6,1.8,-0.8,7.8,20.6,29.1,14.2,29.8,6.9,7.9,9.7,8.7,21.3,9.8,14.9,3.4666666666666663,-1.9,5.6,6.5,84.4,3.9
1973-01-01,11.5,0.0,-0.36666666666666675,28.0,-15.7,23.9,32.6,5.3,-8.9,8.1,16.6,-6.2,12.4,23.5,9.1,24.3,3.5,10.3,25.166666666666668,3.4,25.6,11.5,5.7,1.5,19.8,16.2,27.4,4.7,8.4,35.4,5.7,4.3,2.4,17.9,31.2,23.2,34.4,8.5,2.5,7.5,14.3,21.5,10.4,14.0,8.566666666666666,16.9,1.8,13.7,20.6,1.3
1973-04-01,-1.3,0.0,-0.9666666666666665,-4.6,-1.2,19.8,20.7,-6.3,5.0,3.2,3.1,-8.3,-3.6,4.1,-2.8,4.133333333333333,-2.8,4.4,-10.733333333333334,4.7,18.2,7.4,3.4,5.1,-11.0,28.6,21.3,5.9,4.7,-11.5,-7.9,-2.4,-3.3,15.7,18.6,10.6,5.1,4.7,2.0,-0.2,8.4,-7.8,5.9,-19.2,-2.966666666666667,19.3,0.6,13.1,24.5,0.0
1973-07-01,0.7,0.0,-1.7999999999999996,-3.5,-0.5,5.0,1.4,-13.4,-13.5,2.0,-1.2,0.1,4.9,1.8,1.8,-2.1333333333333333,-4.6,-2.1,-13.666666666666666,-6.5,-13.7,3.9,3.2,6.0,-10.6,15.0,13.3,4.5,-3.9,-13.1,-18.7,0.4,1.9,6.3,17.7,8.3,-1.7,6.8,-1.9,1.4,2.3,5.6,2.9,-16.1,-4.933333333333334,20.4,4.3,9.4,-3.7,-0.2
1973-10-01,2.8,123.2,1.5999999999999999,-9.0,3.6,6.6,21.1,0.9,2.4,3.9,-3.4,-5.5,-0.8,4.5,-6.0,11.333333333333334,3.0,3.9,-0.16666666666666666,4.8,15.0,2.7,1.4,3.0,3.0,21.1,30.0,5.2,5.7,-23.5,2.9,-3.5,-1.6,3.0,21.7,13.1,-13.4,5.5,-3.1,-1.2,7.1,-6.1,2.1,-16.9,-6.033333333333334,22.2,5.0,-3.6,-4.8,-0.7
1974-01-01,1.4,0.0,11.1,-9.0,6.1,0.3,5.3,10.0,0.2,-10.7,-7.7,-1.8,-6.1,5.3,-37.1,-7.533333333333334,7.4,-3.4,17.8,-0.1,-21.0,3.6,-0.8,2.9,-12.9,7.3,9.1,0.9,-0.3,-25.4,6.8,17.6,-5.3,-0.4,9.8,2.2,1.0,5.0,-5.6,-3.5,4.8,-0.6,-2.8,-23.6,10.933333333333335,10.6,5.1,-2.2,-13.2,4.7
1974-04-01,-4.7,-31.7,-6.6000000000000005,2.2,1.6,-0.7,21.0,-1.4,-0.8,7.1,-4.9,-3.3,2.2,-0.8,14.0,14.9,2.0,1.0,14.399999999999999,5.3,-1.6,3.9,4.2,7.8,22.9,4.3,-0.9,1.7,7.7,-2.3,4.3,-13.4,-2.6,-0.7,1.0,9.0,5.2,-7.8,-1.8,1.4,8.0,11.9,0.6,-15.2,12.666666666666666,6.2,5.0,-1.6,-10.7,-0.3
1974-07-01,-6.6,406.3,15.666666666666666,2.4,-3.2,1.9,-19.9,2.6,-4.6,15.5,-6.4,9.2,-1.2,-9.0,8.2,-9.0,0.8,-3.7,-3.9666666666666663,-1.2,-19.2,1.4,2.4,5.2,-6.8,-6.6,30.6,3.9,0.1,12.2,-7.2,29.0,0.9,-4.0,3.0,-3.2,-3.2,-11.5,-6.9,1.7,10.2,6.5,1.5,-12.7,-5.8999999999999995,27.2,-0.7,-16.2,-4.3,-1.8
1974-10-01,-15.8,0.0,4.466666666666666,-33.0,-8.7,-15.3,10.9,4.0,2.7,12.9,-19.8,-7.1,3.1,-23.9,13.1,-5.033333333333334,1.9,-1.5,0.7333333333333331,2.8,2.4,3.0,4.2,4.3,-3.9,-16.0,8.3,-0.1,2.8,-50.0,1.6,9.6,-6.9,-10.1,9.0,-12.7,8.9,-10.0,1.9,-5.7,10.2,-18.9,-4.3,-42.8,14.633333333333333,33.2,0.1,-4.7,-47.3,-2.2
1975-01-01,14.4,-24.1,0.09999999999999994,8.8,-12.1,-26.1,2.8,-4.1,-5.2,17.3,-20.8,0.5,3.9,-4.3,-7.4,-12.299999999999999,4.4,-4.8,4.466666666666667,5.2,-50.5,10.7,4.1,0.0,-34.5,-31.9,-17.4,-2.3,9.0,17.7,-3.6,-5.3,0.8,-21.0,-15.2,14.7,-36.9,-4.3,0.8,3.4,2.6,11.6,-7.9,-20.7,4.266666666666667,37.2,12.4,-19.0,-12.3,0.2
1975-04-01,14.3,-46.0,2.6666666666666665,8.0,-6.8,-8.1,-11.1,-3.9,3.6,1.8,-4.5,11.7,9.8,4.2,3.7,-13.166666666666666,-3.3,2.9,-17.366666666666664,6.4,-11.4,6.4,4.9,5.4,-28.4,-12.8,-15.2,-2.3,7.4,0.6,-7.6,4.4,9.2,-9.3,-8.4,8.7,9.1,3.1,3.0,6.7,-2.1,27.6,-2.0,11.8,2.5,1.8,-2.8,-14.2,-11.8,4.0
1975-07-01,6.9,0.0,0.4666666666666666,27.4,15.3,5.1,-6.6,10.7,6.1,0.8,10.2,3.0,-0.4,7.9,-3.2,22.166666666666668,7.7,7.0,47.43333333333334,-1.2,34.8,-1.8,1.8,2.5,37.6,-2.1,-2.7,5.9,-3.6,61.4,15.7,1.0,4.0,4.3,-0.2,21.1,-2.7,8.1,3.3,5.8,6.7,10.3,6.9,29.1,-15.466666666666667,-6.5,5.2,2.3,34.0,7.3
1975-10-01,2.7,37.7,0.46666666666666673,12.1,26.4,6.1,24.6,1.3,9.9,8.1,8.2,-4.8,14.6,7.0,-2.0,17.633333333333333,3.6,5.5,14.266666666666666,13.4,11.6,9.7,5.8,0.0,23.1,-3.1,1.8,10.4,14.6,16.9,-0.8,6.0,-1.0,4.9,-4.7,10.2,17.3,4.6,5.2,4.4,7.8,12.1,9.2,18.3,14.366666666666665,-2.4,5.5,0.3,9.8,5.2
1976-01-01,5.1,77.3,-2.4,21.6,48.7,5.3,-2.7,-3.9,11.6,6.5,17.4,10.7,6.8,7.2,12.8,13.200000000000001,0.6,9.3,5.866666666666667,7.4,44.6,3.9,4.5,2.8,27.4,9.3,15.4,17.9,6.0,44.4,-5.3,-0.8,8.3,8.8,8.4,12.0,-10.9,4.1,4.9,8.2,4.3,8.6,11.4,43.7,6.800000000000001,8.3,4.6,11.2,10.3,6.8
1976-04-01,0.9,107.4,-0.7666666666666667,1.8,28.6,7.7,4.1,-1.4,1.2,4.6,6.8,9.3,2.5,1.8,7.8,9.666666666666666,-4.4,3.0,-11.700000000000001,0.7,16.8,4.1,2.7,2.6,18.5,0.1,33.4,11.1,0.6,0.5,-1.8,-0.3,6.3,5.4,18.8,7.7,-2.5,4.2,-1.0,3.7,7.7,1.1,2.3,10.2,6.266666666666667,24.5,-6.8,-1.2,6.6,3.3
1976-07-01,5.6,52.4,-0.9666666666666668,4.6,23.8,11.4,12.1,0.6,0.7,5.7,4.6,2.0,6.5,6.2,5.6,11.166666666666666,-1.2,2.2,3.633333333333334,4.3,1.4,3.8,5.1,4.7,17.4,-1.5,30.8,10.6,5.6,2.6,0.5,0.8,3.1,9.0,29.7,5.8,13.4,1.8,4.7,4.3,14.0,5.9,3.9,-6.1,10.966666666666667,19.1,-2.6,4.1,8.9,1.3
