Date,Change in book value,Change in private inventories,Durable goods,Farm,Inventory valuation adjustment,Manufacturing,Merchant wholesalers,Motor vehicle dealers,Nondurable goods,Nonfarm,Nonmerchant wholesalers,Other,Retail trade,Wholesale trade
1995-04-01,82930.0,33759.0,7359.666666666667,-13627.0,-35544.0,15528.0,11160.0,7138.0,3045.3333333333335,47386.0,3884.0,2144.0,17598.0,15044.0
1995-07-01,42800.0,11326.0,5288.666666666667,-20338.0,-11136.0,12724.0,11608.0,-5004.0,2278.0,31664.0,2128.0,4148.0,5084.0,13736.0
1995-10-01,30400.0,18431.0,7580.0,-4413.0,-7556.0,7160.0,4292.0,6568.0,-2613.3333333333335,22844.0,2664.0,1840.0,3316.0,6956.0
1996-01-01,7888.0,6881.0,2505.3333333333335,1097.0,-2104.0,17196.0,76.0,-15820.0,-962.0,5784.0,3400.0,1722.0,-14620.0,3476.0
1996-04-01,20008.0,30521.0,3602.0,11901.0,-1388.0,-3424.0,6148.0,12672.0,346.0,18620.0,-1080.0,1956.0,15648.0,5068.0
1996-07-01,28406.0,51070.0,7855.666666666667,17068.0,5596.0,13996.0,-6688.0,15098.0,-3162.0,34002.0,848.0,2152.0,23134.0,-5840.0
1996-10-01,29529.0,34725.0,1543.5,4556.0,640.0,12620.0,10176.0,-1523.0,5129.333333333333,30169.0,-308.0,2000.0,5469.0,9868.0
1997-01-01,28530.0,49745.0,7826.166666666667,-591.0,21819.0,16533.0,20174.0,183.0,4130.166666666667,50336.0,1215.0,5178.0,6406.0,21389.0
1997-04-01,65085.0,88374.0,14046.833333333334,760.0,22543.0,23539.0,32402.0,5614.0,6453.833333333333,87614.0,2975.0,7053.5,21229.0,35377.0
1997-07-01,40521.0,67935.0,7554.333333333333,8300.0,19127.0,20205.0,16673.0,4924.0,5379.833333333333,59635.0,1285.0,6051.5,15690.0,17958.0
1997-10-01,61667.0,77652.0,11250.5,4613.0,11384.0,26716.0,26016.0,6695.0,6132.333333333333,73039.0,5229.0,3758.0,11324.0,31245.0
