Date,Change in private inventories,Clothing and footwear,Computers and peripheral equipment,Consumption expenditures,Durable goods,"Entertainment, literary, and artistic originals",Equipment,Exports,Farm,Federal,Final consumption expenditures of nonprofit institutions serving households (NPISHs),Financial services and insurance,Fixed investment,Food and beverages purchased for off-premises consumption,Food services and accommodations,Furnishings and durable household equipment,Gasoline and other energy goods,Goods,Government consumption expenditures and gross investment,Gross domestic product,Gross investment,Gross output of nonprofit institutions,Gross private domestic investment,Health care,Household consumption expenditures (for services),Housing and utilities,Imports,Industrial equipment,Information processing equipment,Intellectual property products,Less: Receipts from sales of goods and services by nonprofit institutions,Motor vehicles and parts,National defense,Net exports of goods and services,Nondefense,Nondurable goods,Nonfarm,Nonresidential,Other,Other durable goods,Other equipment,Other nondurable goods,Other services,Personal consumption expenditures,Recreation services,Recreational goods and vehicles,Research and development,Residential,Services,Software,State and local,Structures,Transportation equipment,Transportation services
1963-01-01,6868.0,28194.0,576.0,33490.333333333336,52589.0,2724.0,32872.0,29161.0,1920.0,86208.0,5447.0,14768.0,92821.0,65243.0,23011.0,17056.0,17127.0,77751.0,143724.0,621672.0,14418.0,17569.0,99689.0,20469.0,173789.0,67114.0,25185.0,9386.0,5722.0,8867.0,12122.0,23440.0,69388.0,3976.0,16820.0,142458.0,4948.0,61973.0,5146.0,4818.0,8279.0,31895.0,30318.0,374283.0,7708.0,7275.0,5823.0,30848.0,65125.333333333336,321.0,57517.0,20233.0,9486.0,10401.0
1963-04-01,4836.0,28421.0,717.0,33526.666666666664,53881.0,2844.0,33467.0,31448.0,84.0,85764.0,5645.0,15057.0,96814.0,65345.0,23205.0,17234.0,16745.0,79233.66666666667,144132.0,629752.0,14517.333333333334,18075.0,101650.0,20760.0,176083.0,67435.0,25890.0,9834.0,6058.0,9183.0,12431.0,24220.0,68896.0,5558.0,16868.0,142803.0,4752.0,63883.0,5341.0,4883.0,8584.0,32293.0,31316.0,378413.0,7785.0,7545.0,5938.0,32930.0,66016.66666666667,402.0,58368.0,21233.0,8991.0,10526.0
1963-07-01,5716.0,29002.0,806.0,34703.666666666664,54701.0,2857.0,34894.0,31215.0,-644.0,89876.0,5882.0,15661.0,98896.0,66350.0,23272.0,17707.0,16863.0,80594.66666666667,149927.0,644444.0,15272.0,18598.0,104612.0,21097.0,179644.0,68684.0,26704.0,10288.0,6288.0,9381.0,12715.0,24378.0,70846.0,4511.0,19030.0,145166.0,6360.0,65712.0,5482.0,4957.0,9005.0,32952.0,32028.0,385394.0,8220.0,7660.0,6045.0,33184.0,67176.33333333333,479.0,60051.0,21436.0,9313.0,10683.0
1963-10-01,5064.0,28856.0,841.0,35286.0,55739.0,2867.0,36238.0,32474.0,608.0,89653.0,6100.0,16369.0,102125.0,66543.0,23735.0,18044.0,16954.0,81370.66666666667,150989.0,653938.0,15043.666666666666,19114.0,107189.0,21584.0,182931.0,69596.0,26764.0,10599.0,6312.0,9540.0,13014.0,24947.0,70880.0,5711.0,18773.0,145279.0,4456.0,67669.0,5472.0,4969.0,9389.0,32926.0,32784.0,390049.0,7991.0,7779.0,6143.0,34456.0,68391.66666666667,531.0,61336.0,21891.0,9938.0,10873.0
1964-01-01,5124.0,30146.0,950.0,35592.666666666664,57995.0,2740.0,37146.0,34192.0,-636.0,90084.0,6387.0,16444.0,105350.0,67648.0,24360.0,18903.0,17194.0,83712.66666666667,152554.0,669822.0,15258.666666666666,19880.0,110474.0,22671.0,186549.0,70616.0,26978.0,10827.0,6647.0,9542.0,13493.0,25637.0,70383.0,7213.0,19702.0,148651.0,5760.0,69113.0,5698.0,5221.0,9498.0,33663.0,33018.0,399581.0,8354.0,8234.0,6255.0,36237.0,69871.0,547.0,62469.0,22425.0,10173.0,11087.0
1964-04-01,4456.0,31011.0,947.0,35937.666666666664,59476.0,2732.0,37939.0,34030.0,-1208.0,90125.0,6431.0,16928.0,106062.0,68892.0,24813.0,19525.0,17434.0,85348.66666666667,154314.0,678674.0,15500.333333333334,20171.0,110518.0,23736.0,190174.0,71497.0,27726.0,10885.0,6745.0,9686.0,13741.0,25876.0,69375.0,6305.0,20750.0,151455.0,5664.0,71075.0,5799.0,5382.0,9755.0,34118.0,33637.0,407536.0,8315.0,8693.0,6404.0,34988.0,71082.0,550.0,64189.0,23450.0,10554.0,11248.0
1964-07-01,4692.0,31443.0,888.0,36488.333333333336,61378.0,2792.0,39264.0,35375.0,-1784.0,90847.0,6450.0,17580.0,107939.0,70397.0,25040.0,19694.0,17936.0,87654.33333333333,156033.0,692031.0,15522.333333333334,20398.0,112631.0,24727.0,193718.0,72611.0,28429.0,11501.0,6690.0,9892.0,13948.0,27107.0,70153.0,6946.0,20694.0,154877.0,6476.0,73406.0,5803.0,5623.0,9751.0,35100.0,33853.0,416422.0,8459.0,8953.0,6561.0,34533.0,72421.33333333333,539.0,65186.0,24250.0,11321.0,11448.0
1964-10-01,5016.0,31739.0,927.0,36476.333333333336,59377.0,2863.0,40390.0,36480.0,-1084.0,89968.0,6464.0,17780.0,109968.0,71024.0,25298.0,19946.0,18072.0,87833.0,156152.0,697319.0,15574.0,20552.0,114984.0,25464.0,197346.0,73871.0,29285.0,12520.0,7212.0,10111.0,14087.0,24587.0,69002.0,7195.0,20967.0,155800.0,6100.0,75324.0,6286.0,5640.0,10398.0,34966.0,34529.0,418987.0,8789.0,9203.0,6720.0,34644.0,73751.33333333333,528.0,66184.0,24823.0,10259.0,11617.0
1965-01-01,11544.0,31889.0,1020.0,36943.0,64915.0,3041.0,43542.0,32969.0,348.0,89493.0,6528.0,18053.0,114998.0,71659.0,26044.0,19929.0,18296.0,88904.0,157025.0,717790.0,15398.666666666666,21106.0,126542.0,26061.0,200508.0,74751.0,28457.0,12732.0,7268.0,10546.0,14578.0,29803.0,68031.0,4512.0,21462.0,157760.0,11196.0,80230.0,6248.0,5801.0,10671.0,35916.0,34985.0,429711.0,8867.0,9382.0,6929.0,34768.0,74808.33333333333,576.0,67532.0,26142.0,12870.0,11745.0
1965-04-01,8568.0,31902.0,1076.0,37633.333333333336,64818.0,3176.0,44296.0,38367.0,1148.0,90116.0,6796.0,18392.0,118484.0,73217.0,26867.0,20183.0,18937.0,92334.0,159808.0,730191.0,15636.333333333334,21775.0,127052.0,26194.0,204260.0,76061.0,31679.0,13332.0,7626.0,10920.0,14979.0,29032.0,68163.0,6688.0,21953.0,160768.0,7420.0,83382.0,6550.0,5781.0,10505.0,36711.0,35836.0,436642.0,8903.0,9823.0,7115.0,35102.0,76562.0,629.0,69692.0,28166.0,12833.0,12007.0
1965-07-01,9292.0,32750.0,1219.0,39297.666666666664,66700.0,3321.0,46825.0,37551.0,788.0,94476.0,7117.0,18882.0,121945.0,74787.0,27498.0,20735.0,19435.0,93897.66666666667,166761.0,749323.0,16289.333333333334,22400.0,131237.0,25868.0,207918.0,77215.0,32030.0,14162.0,8070.0,11327.0,15283.0,29794.0,71157.0,5521.0,23319.0,164069.0,8504.0,86686.0,6851.0,6006.0,11250.0,37096.0,37221.0,445804.0,8968.0,10166.0,7298.0,35258.0,77897.33333333333,708.0,72285.0,28535.0,13342.0,12266.0
1965-10-01,7584.0,34095.0,1341.0,41046.666666666664,69126.0,3420.0,48457.0,39698.0,1004.0,98697.0,7406.0,19825.0,126168.0,78106.0,28313.0,21797.0,19858.0,98059.0,172619.0,771857.0,16493.0,23033.0,133752.0,26026.0,212658.0,78446.0,33948.0,14496.0,8395.0,11746.0,15626.0,29951.0,74979.0,5750.0,23718.0,170545.0,6580.0,90645.0,7054.0,6403.0,11751.0,38486.0,38369.0,459736.0,9163.0,10975.0,7531.0,35523.0,79735.0,795.0,73922.0,30442.0,13814.0,12515.0
1966-01-01,13872.0,35102.0,1439.0,41704.0,72312.0,3626.0,51069.0,39356.0,640.0,101202.0,7536.0,20418.0,130328.0,79541.0,29013.0,22178.0,19886.0,100638.66666666667,177032.0,795734.0,17306.666666666668,23630.0,144200.0,26731.0,216194.0,79458.0,34990.0,15060.0,8959.0,12215.0,16094.0,31713.0,77480.0,4367.0,23722.0,174094.0,13232.0,94382.0,7520.0,6911.0,12331.0,39566.0,38659.0,470136.0,9288.0,11510.0,7716.0,35946.0,80855.33333333333,873.0,75830.0,31098.0,14720.0,12627.0
1966-04-01,12316.0,35524.0,1621.0,43239.0,69721.0,3703.0,53024.0,40872.0,-1656.0,104010.0,7488.0,20657.0,131185.0,80590.0,29409.0,22217.0,20432.0,101000.66666666667,181659.0,804981.0,17314.0,24206.0,143501.0,28060.0,220742.0,80626.0,36240.0,16117.0,9523.0,12628.0,16717.0,28733.0,79135.0,4632.0,24875.0,177238.0,13972.0,96823.0,7902.0,6849.0,12648.0,40691.0,39416.0,475189.0,9628.0,11922.0,7960.0,34362.0,83099.33333333333,964.0,77649.0,31172.0,14736.0,12945.0
1966-07-01,11852.0,36292.0,1766.0,45096.333333333336,72323.0,3734.0,53417.0,40857.0,-556.0,109934.0,7422.0,20733.0,131342.0,81217.0,30005.0,23095.0,20965.0,103409.0,189466.0,819638.0,18059.333333333332,24532.0,143194.0,29306.0,224775.0,81729.0,38171.0,16520.0,9883.0,13000.0,17110.0,29679.0,85613.0,2687.0,24321.0,179770.0,12408.0,98325.0,8118.0,6929.0,12766.0,41296.0,40036.0,484291.0,9881.0,12620.0,8213.0,33018.0,84364.0,1054.0,79533.0,31907.0,14248.0,13085.0
1966-10-01,16504.0,36328.0,1966.0,45797.333333333336,72625.0,3766.0,54581.0,42594.0,-428.0,111155.0,7373.0,20576.0,129351.0,81092.0,30110.0,23083.0,21339.0,104341.33333333333,193621.0,833302.0,18743.333333333332,24990.0,145855.0,30616.0,229667.0,83089.0,38829.0,16903.0,10244.0,13366.0,17617.0,29583.0,87657.0,3765.0,23498.0,180394.0,16932.0,99163.0,8278.0,6900.0,13066.0,41636.0,41393.0,490060.0,10272.0,13060.0,8447.0,30188.0,86153.0,1153.0,82466.0,31217.0,14368.0,13611.0
1967-01-01,15423.0,36760.0,1860.0,48233.0,71102.0,3764.0,52713.0,43886.0,1747.0,117935.0,7528.0,21289.0,127388.0,81868.0,30335.0,23244.0,21451.0,104690.0,202588.0,844170.0,19296.0,25547.0,142811.0,31193.0,233313.0,84072.0,39432.0,17266.0,9954.0,13618.0,18019.0,27788.0,92232.0,4453.0,25703.0,182375.0,13676.0,97999.0,8094.0,6945.0,12153.0,42296.0,42122.0,494317.0,10417.0,13124.0,8682.0,29389.0,87855.33333333333,1171.0,84654.0,31668.0,13340.0,13886.0
1967-04-01,6341.0,37376.0,1859.0,49083.0,74483.0,3737.0,53577.0,43239.0,2149.0,117918.0,7847.0,21660.0,131154.0,81971.0,30503.0,23567.0,21812.0,105982.33333333333,203811.0,848983.0,18854.333333333332,26496.0,137495.0,31665.0,237106.0,85603.0,39020.0,17077.0,10043.0,13786.0,18649.0,30514.0,93499.0,4219.0,24419.0,184021.0,4192.0,98297.0,8184.0,7145.0,12493.0,42863.0,43342.0,503458.0,10261.0,13257.0,8870.0,32857.0,89256.33333333333,1179.0,85893.0,30934.0,13965.0,14073.0
1967-07-01,9263.0,37957.0,1818.0,50152.666666666664,74699.0,3860.0,53193.0,42845.0,527.0,120961.0,8236.0,22603.0,133571.0,82497.0,31147.0,23762.0,21886.0,106480.33333333333,208379.0,865233.0,19307.0,27485.0,142835.0,32135.0,242006.0,86892.0,39543.0,16410.0,9903.0,14116.0,19249.0,30241.0,96659.0,3302.0,24302.0,185777.0,8736.0,98785.0,8085.0,7115.0,12219.0,43437.0,43991.0,510717.0,10812.0,13582.0,9101.0,34786.0,91221.33333333333,1155.0,87418.0,31476.0,14660.0,14426.0
1967-10-01,8433.0,38097.0,1935.0,51664.333333333336,75642.0,4014.0,55286.0,43896.0,-887.0,123209.0,8588.0,22917.0,139220.0,83899.0,31843.0,24145.0,22356.0,108578.33333333333,213293.0,881439.0,19434.0,28385.0,147653.0,32721.0,246155.0,88808.0,41652.0,16925.0,10512.0,14492.0,19797.0,29862.0,97745.0,2244.0,25465.0,187864.0,9320.0,101744.0,8577.0,7288.0,12750.0,43513.0,44832.0,518249.0,10314.0,14346.0,9295.0,37476.0,92687.33333333333,1183.0,90084.0,31966.0,15099.0,14721.0
1968-01-01,8438.0,39753.0,1871.0,53798.333333333336,80859.0,4148.0,57601.0,45452.0,3034.0,126409.0,8721.0,23132.0,143850.0,85711.0,33467.0,24917.0,22978.0,113492.0,219749.0,909387.0,19451.333333333332,29133.0,152288.0,34128.0,253181.0,90472.0,44399.0,17332.0,10625.0,14930.0,20411.0,33715.0,100462.0,1054.0,25947.0,193535.0,5404.0,105582.0,8753.0,7499.0,12433.0,45094.0,45708.0,536297.0,11086.0,14728.0,9553.0,38268.0,95224.0,1229.0,93340.0,33051.0,17211.0,15188.0
1968-04-01,14082.0,40764.0,1908.0,54702.333333333336,83084.0,4337.0,56698.0,47165.0,4254.0,127154.0,8726.0,25126.0,144862.0,87920.0,34199.0,25771.0,22978.0,116454.33333333333,223637.0,934344.0,19843.333333333332,30071.0,158943.0,35947.0,260435.0,91499.0,45416.0,17096.0,10426.0,15417.0,21345.0,34446.0,101515.0,1749.0,25639.0,197769.0,9828.0,105299.0,8518.0,7933.0,12552.0,46108.0,46455.0,550014.0,11583.0,14934.0,9795.0,39563.0,97744.0,1285.0,96483.0,33184.0,16625.0,15628.0
1968-07-01,7681.0,42141.0,1979.0,55941.0,87545.0,4415.0,58581.0,49891.0,225.0,128537.0,8799.0,25939.0,148003.0,90157.0,35101.0,26820.0,23442.0,120966.66666666667,227370.0,950825.0,19848.666666666668,30626.0,155683.0,37326.0,266936.0,93456.0,48240.0,17059.0,10690.0,15796.0,21827.0,36819.0,101469.0,1650.0,27068.0,202841.0,7456.0,107609.0,8711.0,8163.0,13122.0,47101.0,47146.0,566122.0,11875.0,15742.0,10038.0,40394.0,100451.0,1343.0,98832.0,33232.0,17711.0,16093.0
1968-10-01,6007.0,42383.0,1938.0,57265.0,87826.0,4457.0,61233.0,49116.0,-2029.0,129749.0,8923.0,26597.0,154754.0,91538.0,35609.0,26849.0,23469.0,121465.33333333333,231347.0,968030.0,19850.666666666668,31562.0,160760.0,38903.0,273221.0,95566.0,48170.0,17628.0,10643.0,16187.0,22638.0,36676.0,101980.0,945.0,27769.0,205007.0,8036.0,112182.0,8705.0,8370.0,13995.0,47617.0,47699.0,574977.0,12267.0,15932.0,10316.0,42572.0,102622.33333333333,1414.0,101598.0,34762.0,18968.0,16580.0
1969-01-01,11489.0,43366.0,2096.0,57393.0,90011.0,4419.0,63689.0,44042.0,1753.0,129608.0,9061.0,26491.0,160899.0,93066.0,36030.0,27296.0,24261.0,120560.0,233705.0,993337.0,20508.333333333332,32473.0,172388.0,40260.0,279100.0,97712.0,43804.0,18348.0,11515.0,16510.0,23412.0,37649.0,101262.0,239.0,28346.0,208834.0,9736.0,115993.0,9419.0,8655.0,14434.0,48141.0,48903.0,587005.0,12575.0,16410.0,10574.0,44906.0,104390.66666666667,1516.0,104096.0,35794.0,19393.0,17129.0
1969-04-01,9222.0,44045.0,2408.0,59050.0,90448.0,4457.0,64691.0,53775.0,1378.0,129782.0,9278.0,27333.0,163499.0,94114.0,37344.0,27851.0,25030.0,127408.66666666667,236859.0,1009020.0,19903.0,33540.0,172721.0,41602.0,286395.0,99524.0,52671.0,18798.0,12492.0,17006.0,24261.0,37130.0,100860.0,1104.0,28922.0,212216.0,7844.0,118368.0,10084.0,8732.0,14265.0,49027.0,49916.0,598337.0,12950.0,16735.0,10870.0,45130.0,107519.0,1679.0,107076.0,36671.0,19136.0,17725.0
1969-07-01,10194.0,44841.0,2564.0,60868.666666666664,90628.0,4332.0,66122.0,53596.0,-1166.0,133392.0,9562.0,27906.0,167370.0,95928.0,37727.0,27539.0,25058.0,128370.66666666667,242535.0,1029956.0,19976.666666666668,34437.0,177564.0,42541.0,292447.0,102198.0,52365.0,19512.0,13342.0,17355.0,24875.0,37673.0,103448.0,1231.0,29944.0,215988.0,11360.0,122408.0,10778.0,8680.0,14300.0,50162.0,50897.0,608626.0,12948.0,16736.0,11138.0,44962.0,109825.0,1885.0,109143.0,38931.0,18969.0,18232.0
1969-10-01,5787.0,45072.0,2696.0,61938.333333333336,90844.0,4309.0,66149.0,56275.0,-1893.0,131991.0,9874.0,28886.0,165787.0,98376.0,38742.0,27668.0,25525.0,130641.33333333333,242838.0,1038147.0,19008.0,35587.0,171573.0,43831.0,300125.0,104494.0,53126.0,19545.0,13939.0,17736.0,25714.0,37340.0,102700.0,3149.0,29291.0,219744.0,7680.0,123284.0,11243.0,8789.0,14608.0,50771.0,52121.0,620586.0,13227.0,17048.0,11346.0,42503.0,112687.66666666667,2080.0,110848.0,39399.0,18058.0,18823.0
1970-01-01,1823.0,44880.0,3113.0,62959.0,89611.0,4219.0,66401.0,57031.0,1607.0,133559.0,10117.0,29096.0,166289.0,101638.0,40283.0,27769.0,25858.0,132286.33333333334,247889.0,1051200.0,19670.333333333332,36727.0,168113.0,45474.0,307472.0,106212.0,53517.0,20296.0,14436.0,17905.0,26610.0,34926.0,102837.0,3514.0,30723.0,224484.0,216.0,123796.0,11323.0,9077.0,14910.0,52108.0,53330.0,631685.0,13676.0,17839.0,11429.0,42493.0,115124.33333333333,2257.0,114330.0,39490.0,16758.0,19401.0
1970-04-01,5081.0,45017.0,2950.0,63436.0,91006.0,4129.0,66748.0,60411.0,377.0,131760.0,10331.0,29643.0,166374.0,102598.0,41662.0,28000.0,26098.0,134399.33333333334,249143.0,1067375.0,19612.0,37409.0,171455.0,46653.0,313685.0,107939.0,55204.0,20281.0,14622.0,17948.0,27078.0,36242.0,99604.0,5207.0,32156.0,226548.0,4704.0,125008.0,11672.0,9133.0,15310.0,52835.0,54217.0,641570.0,13863.0,17631.0,11450.0,41365.0,117995.66666666667,2369.0,117383.0,40313.0,16535.0,19707.0
1970-07-01,5083.0,45289.0,2429.0,64781.0,92011.0,4108.0,67661.0,60519.0,-1849.0,132360.0,10691.0,30379.0,168821.0,104058.0,42262.0,28111.0,26332.0,136060.33333333334,254584.0,1086059.0,20080.333333333332,38620.0,173904.0,48272.0,321064.0,110471.0,56431.0,20523.0,13993.0,18016.0,27928.0,36416.0,99914.0,4088.0,32446.0,229716.0,6932.0,126255.0,11564.0,9550.0,16063.0,54037.0,55213.0,653482.0,14123.0,17934.0,11542.0,42566.0,120750.33333333333,2366.0,122224.0,40578.0,17081.0,20344.0
1970-10-01,-3984.0,46616.0,2396.0,65870.33333333333,87324.0,4135.0,64834.0,60873.0,-3488.0,133540.0,10755.0,31310.0,170738.0,105730.0,42287.0,28725.0,26854.0,136835.0,258708.0,1088608.0,20365.333333333332,39608.0,166754.0,50255.0,327607.0,113065.0,57888.0,20034.0,14215.0,17918.0,28854.0,30569.0,100486.0,2985.0,33054.0,234475.0,-496.0,123520.0,11818.0,9737.0,15982.0,55276.0,55619.0,660161.0,14345.0,18293.0,11491.0,47218.0,122805.66666666667,2292.0,125168.0,40767.0,14603.0,20724.0
1971-01-01,12254.0,47357.0,2272.0,67951.66666666667,98052.0,4195.0,66644.0,63221.0,2530.0,133347.0,11087.0,32256.0,177241.0,105682.0,42529.0,29021.0,27385.0,141257.66666666666,261905.0,1135156.0,19350.0,40707.0,189495.0,51256.0,334220.0,115841.0,58651.0,19235.0,13928.0,18133.0,29621.0,40977.0,99478.0,4570.0,33869.0,235828.0,9724.0,126281.0,11656.0,9701.0,15827.0,55404.0,56549.0,679186.0,14599.0,18352.0,11693.0,50961.0,125762.0,2245.0,128558.0,41504.0,17653.0,21189.0
1971-04-01,10875.0,48986.0,2793.0,69264.0,100989.0,4255.0,68690.0,62894.0,4155.0,134252.0,11429.0,32804.0,186455.0,107247.0,43238.0,29501.0,27354.0,144543.0,266118.0,1156271.0,19442.0,42139.0,197329.0,52882.0,341975.0,118632.0,63296.0,19125.0,14957.0,18456.0,30710.0,42505.0,97839.0,-401.0,36412.0,238832.0,6720.0,129481.0,12164.0,9947.0,16327.0,55245.0,57445.0,693225.0,14928.0,19036.0,11859.0,56974.0,128595.0,2342.0,131867.0,42335.0,18280.0,22046.0
1971-07-01,10188.0,49500.0,2912.0,70203.66666666667,103442.0,4392.0,69260.0,65717.0,2268.0,135604.0,11886.0,33407.0,191870.0,107132.0,44175.0,30159.0,27743.0,147509.0,269783.0,1177675.0,19724.0,43529.0,202058.0,54632.0,349846.0,121301.0,65482.0,19400.0,15144.0,18812.0,31643.0,43688.0,97432.0,236.0,38171.0,240424.0,7920.0,131190.0,12231.0,10249.0,16547.0,56050.0,58294.0,705599.0,15190.0,19346.0,11968.0,60680.0,131423.33333333334,2451.0,134180.0,43118.0,18169.0,22847.0
1971-10-01,-295.0,50344.0,3119.0,71193.33333333333,107302.0,4582.0,71642.0,60019.0,-2311.0,134712.0,12414.0,33878.0,198706.0,108438.0,45246.0,31092.0,28106.0,146505.66666666666,272067.0,1190297.0,19495.666666666668,44706.0,198411.0,56130.0,358428.0,124148.0,61939.0,20072.0,15672.0,19312.0,32292.0,45762.0,97231.0,-1920.0,37481.0,243595.0,2016.0,134711.0,12553.0,10393.0,16349.0,56706.0,59918.0,721739.0,15753.0,20054.0,12129.0,63995.0,134726.66666666666,2602.0,137355.0,43758.0,19549.0,23356.0
1972-01-01,3227.0,51050.0,3717.0,74077.33333333333,110704.0,4754.0,74881.0,68639.0,-457.0,141416.0,12412.0,35807.0,209741.0,109715.0,47025.0,32272.0,28337.0,154425.33333333334,282228.0,1230609.0,19998.333333333332,45857.0,212968.0,57619.0,368792.0,126807.0,72173.0,20009.0,16428.0,19923.0,33445.0,46750.0,101361.0,-3534.0,40055.0,247040.0,3684.0,140585.0,12711.0,10490.0,17483.0,57938.0,61687.0,738948.0,15857.0,21191.0,12486.0,69156.0,138828.0,2683.0,140811.0,45781.0,20961.0,23990.0
1972-04-01,11998.0,52478.0,3446.0,75180.66666666667,114066.0,4940.0,76946.0,67152.0,2042.0,144235.0,12608.0,36413.0,214800.0,113834.0,48245.0,32816.0,28366.0,157385.33333333334,286464.0,1266369.0,20307.333333333332,46719.0,226798.0,59037.0,376388.0,129576.0,71409.0,21019.0,16308.0,20424.0,34112.0,48432.0,103310.0,-4258.0,40925.0,254302.0,9956.0,143976.0,12862.0,10791.0,18371.0,59624.0,62722.0,757364.0,16110.0,22028.0,12726.0,70824.0,141256.33333333334,2759.0,142229.0,46607.0,21248.0,24286.0
1972-07-01,13715.0,54150.0,3498.0,75034.0,117591.0,4959.0,78938.0,71453.0,991.0,138763.0,12654.0,37689.0,219375.0,115771.0,49598.0,33978.0,29506.0,162494.33333333334,284316.0,1290566.0,19738.0,47738.0,233090.0,60636.0,385469.0,132238.0,74090.0,21929.0,16658.0,20763.0,35083.0,49577.0,97727.0,-2638.0,41036.0,260084.0,12724.0,147015.0,13160.0,11062.0,19329.0,60656.0,64149.0,775799.0,16450.0,22975.0,12964.0,72360.0,144619.33333333334,2840.0,145552.0,47314.0,21023.0,24709.0
1972-10-01,7491.0,56286.0,3231.0,76371.66666666667,123416.0,4951.0,84780.0,76129.0,-1417.0,142167.0,13582.0,38331.0,232224.0,118566.0,50674.0,35024.0,31364.0,170141.66666666666,291749.0,1328904.0,20877.666666666668,49099.0,239715.0,62078.0,395447.0,136119.0,79190.0,22682.0,17309.0,21197.0,35516.0,52701.0,100456.0,-3061.0,41711.0,268057.0,8908.0,154967.0,14078.0,11521.0,20625.0,61841.0,66154.0,800502.0,16900.0,24171.0,13415.0,77257.0,148465.33333333334,2831.0,149582.0,48990.0,24165.0,25192.0
1973-01-01,10550.0,58311.0,3430.0,77798.66666666667,131812.0,4810.0,89808.0,83959.0,-4230.0,146354.0,13227.0,38666.0,243763.0,121140.0,52730.0,37112.0,32524.0,179650.33333333334,299571.0,1377490.0,22058.666666666668,49748.0,254313.0,64445.0,404513.0,138560.0,85360.0,23671.0,18588.0,21704.0,36522.0,57070.0,103436.0,-1400.0,42918.0,275456.0,14780.0,162839.0,15158.0,12155.0,22351.0,63480.0,66949.0,825007.0,17592.0,25474.0,13915.0,80925.0,151791.33333333334,2979.0,153217.0,51327.0,25197.0,25570.0
1973-04-01,18206.0,58963.0,3666.0,79057.66666666667,131295.0,4829.0,94897.0,91923.0,4986.0,146517.0,13765.0,39520.0,249990.0,124031.0,53503.0,37708.0,33454.0,185093.66666666666,302709.0,1413887.0,21845.666666666668,51420.0,268196.0,66479.0,414082.0,141794.0,89468.0,25444.0,19602.0,22326.0,37655.0,55834.0,103355.0,2454.0,43162.0,281386.0,13220.0,171283.0,15936.0,12660.0,22923.0,64937.0,68662.0,840527.0,18205.0,25093.0,14367.0,78707.0,155546.0,3130.0,156192.0,54060.0,26928.0,25918.0
1973-07-01,9761.0,59391.0,3398.0,79849.33333333333,130800.0,4858.0,96850.0,97576.0,2569.0,144240.0,13844.0,40269.0,254574.0,129670.0,55529.0,38159.0,34235.0,190017.33333333334,304189.0,1433838.0,21547.0,52311.0,264335.0,68055.0,424316.0,145317.0,91139.0,26662.0,20064.0,22961.0,38467.0,54038.0,100495.0,6437.0,43746.0,289916.0,7192.0,176642.0,16666.0,13066.0,23046.0,66621.0,70419.0,858877.0,18501.0,25537.0,14809.0,77932.0,159179.66666666666,3294.0,159949.0,56831.0,27079.0,26225.0
1973-10-01,24993.0,60305.0,3662.0,82128.33333333333,128201.0,4945.0,98693.0,107620.0,2781.0,147630.0,14183.0,41289.0,255865.0,132017.0,57565.0,38864.0,37087.0,197571.0,312593.0,1476289.0,22069.333333333332,53847.0,280858.0,69722.0,433828.0,148270.0,98669.0,28318.0,21184.0,23735.0,39665.0,50489.0,103255.0,8952.0,44374.0,297675.0,22212.0,180142.0,17522.0,13567.0,22155.0,68266.0,71292.0,873887.0,19094.0,25281.0,15312.0,75723.0,162488.0,3478.0,164963.0,57714.0,27036.0,26597.0
1974-01-01,12519.0,61630.0,3455.0,84542.33333333333,126652.0,5099.0,100032.0,116709.0,-3337.0,152687.0,14790.0,41101.0,255842.0,137625.0,57850.0,40123.0,39207.0,206484.33333333334,324586.0,1491209.0,23653.0,55532.0,268361.0,71857.0,441573.0,151489.0,110315.0,29323.0,21567.0,24388.0,40742.0,47026.0,106194.0,6394.0,46492.0,308853.0,15856.0,183404.0,18112.0,13971.0,22385.0,70391.0,72321.0,891868.0,19589.0,25533.0,15712.0,72438.0,166479.33333333334,3578.0,171899.0,58984.0,26758.0,27365.0
1974-04-01,17416.0,62715.0,3188.0,86307.0,130583.0,5204.0,102376.0,126668.0,1032.0,154877.0,15553.0,42635.0,259975.0,139639.0,59723.0,41225.0,44173.0,219508.0,334957.0,1530056.0,25345.333333333332,58426.0,277391.0,74612.0,456270.0,156434.0,129382.0,30405.0,21934.0,25110.0,42874.0,48140.0,108827.0,-2714.0,46050.0,318017.0,16384.0,188818.0,18747.0,14599.0,23250.0,71490.0,74371.0,920422.0,20416.0,26619.0,16211.0,71157.0,172649.33333333334,3695.0,180080.0,61333.0,26786.0,28079.0
1974-07-01,5578.0,63568.0,4426.0,89504.33333333333,136324.0,5272.0,107085.0,126638.0,-98.0,160404.0,15623.0,45115.0,265434.0,145761.0,61405.0,41808.0,45647.0,226085.33333333334,346710.0,1560026.0,26065.666666666668,59717.0,271013.0,77426.0,469661.0,160794.0,133610.0,31233.0,23883.0,25983.0,44094.0,52134.0,110321.0,-6972.0,50083.0,327667.0,5676.0,194485.0,19458.0,14810.0,24561.0,72691.0,74722.0,949276.0,21372.0,27572.0,16710.0,70949.0,177089.33333333334,4001.0,186306.0,61417.0,27409.0,28827.0
