Date,Clothing and footwear,Computers and peripheral equipment,Consumption expenditures,Durable goods,"Entertainment, literary, and artistic originals",Equipment,Exports,Federal,Final consumption expenditures of nonprofit institutions serving households (NPISHs),Financial services and insurance,Fixed investment,Food and beverages purchased for off-premises consumption,Food services and accommodations,Furnishings and durable household equipment,Gasoline and other energy goods,Goods,Government consumption expenditures and gross investment,Gross domestic product,Gross investment,Gross output of nonprofit institutions,Gross private domestic investment,Health care,Household consumption expenditures (for services),Housing and utilities,Imports,Industrial equipment,Information processing equipment,Intellectual property products,Less: Receipts from sales of goods and services by nonprofit institutions,Motor vehicles and parts,National defense,Nondefense,Nondurable goods,Nonresidential,Other,Other durable goods,Other equipment,Other nondurable goods,Other services,Personal consumption expenditures,Recreation services,Recreational goods and vehicles,Research and development,Residential,Services,Software,State and local,Structures,Transportation equipment,Transportation services
1953-07-01,10.814,,42.79266666666666,4.114,11.412,4.055,2.838,53.037,,,8.707,32.029,,7.041,37.265,5.828333333333333,33.831,14.801,27.90533333333333,,8.486,,,,2.998,25.393,0.102,1.529,,10.256,80.781,15.266,20.746,5.812,1.022,5.373,17.723,12.339,,12.684,,0.37,3.447,26.339,7.1193333333333335,,17.616,32.191,12.197,
1953-10-01,10.662,,43.181000000000004,3.999,11.371,3.938,2.744,52.368,,,8.631,32.036,,7.059,37.18,5.703,33.747,14.577,26.840666666666667,,7.873,,,,2.851,25.616,0.092,1.547,,9.511,79.359,15.589,20.777,5.759,0.922,5.335,16.49,12.647,,12.599,,0.371,3.515,26.125,7.133333333333333,,18.037,32.759,12.15,
1954-01-01,10.787,,41.132,3.875,11.389,3.718,2.621,49.747,,,8.51,32.592,,6.915,37.387,5.619666666666667,32.87,14.507,27.301,,7.816,,,,2.686,25.095,0.09,1.562,,8.906,74.45,16.029,20.978,5.607,0.903,5.258,15.305,12.52,,12.645,,0.378,3.564,26.411,6.955666666666667,,18.68,33.092,11.006,
1954-04-01,10.787,,39.095666666666666,4.062,11.439,3.635,2.998,47.264,,,8.646,32.488,,6.901,37.495,5.8870000000000005,31.758,14.523,26.474333333333334,,7.798,,,,2.928,25.043,0.085,1.571,,9.882,71.457,14.284,20.922,5.557,0.853,5.498,16.121,12.425,,12.809,,0.389,3.589,28.133,7.170333333333333,,18.752,33.322,10.003,
1954-07-01,10.745,,38.44833333333333,4.08,11.862,3.807,2.901,45.192,,,8.975,33.194,,7.002,38.265,5.814,31.071,14.687,24.813666666666666,,8.174,,,,2.751,26.721,0.087,1.586,,9.546,68.247,13.76,21.186,5.699,0.87,5.8,17.069,12.454,,12.983,,0.406,3.571,29.846,7.265333333333333,,19.27,33.249,10.256,
1954-10-01,10.984,,38.72966666666667,4.331,12.354,3.798,3.035,44.693,,,9.171,33.734,,7.305,39.273,5.979333333333333,30.885,14.975,24.286,,8.533,,,,2.777,25.223,0.087,1.61,,10.506,66.067,15.494,21.543,5.691,0.876,5.918,17.515,12.537,,13.255,,0.422,3.575,31.714,7.418333333333333,,19.358,33.108,10.608,
1955-01-01,11.111,,38.164,4.72,13.22,3.833,3.148,43.833,,,9.523,33.937,,7.707,39.91,6.224333333333333,30.903,15.402,24.173333333333336,,9.385,,,,2.941,23.167,0.085,1.626,,12.381,65.92,13.716,21.766,5.789,0.847,5.758,17.555,12.755,,13.553,,0.432,3.488,34.045,7.413333333333334,,20.165,34.134,12.086,
1955-04-01,11.416,,37.389,4.976,13.666,4.173,3.074,42.902,,,9.922,34.457,,7.805,40.886,6.320666666666667,30.601,15.653,24.608999999999998,,9.956,,,,3.108,24.49,0.094,1.677,,13.607,63.715,14.477,22.168,6.134,0.939,5.978,19.165,12.919,,13.812,,0.445,3.592,34.535,7.8116666666666665,,20.426,34.981,13.407,
1955-07-01,11.322,,38.46233333333333,5.137,13.874,4.434,3.276,43.355,,,10.147,34.733,,8.095,41.312,6.4543333333333335,30.797,15.865,23.471,,10.109,,,,3.16,25.845,0.108,1.737,,14.09,64.409,14.607,22.317,6.438,1.087,6.004,19.756,13.154,,13.983,,0.457,3.767,33.799,8.029,,20.397,36.141,14.248,
1955-10-01,11.563,,37.312333333333335,5.001,13.957,4.563,3.291,41.913,,,10.188,35.255,,8.086,42.439,6.567333333333333,30.186,15.96,23.042666666666666,,10.343,,,,3.275,27.801,0.115,1.826,,13.101,62.522,13.78,22.77,6.63,1.152,6.221,20.951,13.53,,14.158,,0.465,4.063,32.381,7.904,,20.519,37.035,13.536,
1956-01-01,11.568,,36.78633333333334,4.773,13.351,4.337,3.447,41.655,,,10.018,35.792,,8.19,42.86,6.641666666666667,30.179,15.898,23.649666666666665,,10.048,,,,3.412,26.76,0.108,1.911,,11.625,62.294,13.488,23.027,6.549,1.083,6.109,20.601,13.721,,14.181,,0.465,4.459,31.553,8.077666666666666,,20.734,38.184,12.364,
1956-04-01,11.611,,37.47766666666667,4.779,13.168,4.346,3.679,42.671,,,10.121,35.628,,8.446,42.945,6.6883333333333335,30.789,16.029,24.233666666666664,,9.969,,,,3.394,27.256,0.122,1.985,,11.198,63.838,13.79,22.97,6.666,1.222,6.194,19.652,13.628,,14.229,,0.476,4.747,31.39,8.325333333333333,,20.994,39.545,12.077,
1956-07-01,11.719,,36.06633333333334,4.695,13.358,4.39,3.802,41.975,,,10.126,35.637,,8.29,42.42,6.7076666666666656,30.518,16.015,25.023,,9.879,,,,3.424,29.331,0.116,2.031,,10.827,63.657,12.373,22.985,6.733,1.164,6.324,20.347,13.631,,14.261,,0.476,4.876,30.797,8.523,,21.096,39.795,11.335,
1956-10-01,11.704,,37.18566666666666,4.846,13.78,4.379,3.972,43.407,,,10.079,35.924,,8.312,43.356,6.840333333333334,31.295,16.279,25.727333333333334,,9.788,,,,3.267,28.506,0.119,2.076,,11.611,65.594,13.118,23.169,6.734,1.191,6.448,19.29,13.761,,14.457,,0.48,4.964,30.338,8.195,,21.31,39.701,12.094,
1957-01-01,11.558,,38.257,4.935,13.95,4.458,4.231,44.259,,,10.072,36.188,,8.232,43.955,6.998,31.966,16.383,26.241666666666664,,9.636,,,,3.527,28.574,0.121,2.055,,12.398,66.188,14.346,23.309,6.769,1.214,6.277,19.694,14.013,,14.558,,0.47,4.864,29.922,8.772333333333334,,21.837,39.359,12.497,
1957-04-01,11.509,,37.471666666666664,4.818,14.354,4.441,4.105,43.704,,,9.985,36.533,,8.218,43.429,6.9446666666666665,31.8,16.347,25.959999999999997,,9.626,,,,3.554,28.464,0.133,2.059,,11.888,66.729,12.243,23.397,6.756,1.327,6.117,18.582,14.121,,14.583,,0.46,4.809,29.214,8.785666666666666,,22.014,39.332,12.47,
1957-07-01,11.754,,37.318,4.785,14.635,4.598,3.991,43.934,,,10.087,36.877,,8.173,44.277,6.919999999999999,32.071,16.507,26.656666666666666,,9.847,,,,3.486,28.672,0.143,2.084,,11.531,67.343,11.949,23.722,6.892,1.437,6.471,18.755,14.315,,14.699,,0.467,4.849,28.829,8.748666666666667,,22.327,39.338,13.307,
1957-10-01,11.454,,38.586666666666666,4.729,14.572,4.416,3.872,44.452,,,9.919,36.788,,7.982,44.17,6.835999999999999,32.598,16.336,26.75,,9.09,,,,3.497,27.546,0.129,2.094,,11.56,66.566,14.281,23.567,6.733,1.297,6.42,18.542,14.317,,14.705,,0.455,4.895,28.791,8.695666666666666,,22.878,39.114,12.883,
1958-01-01,11.342,,36.75066666666667,4.415,14.248,3.947,3.488,43.134,,,9.361,36.506,,7.983,44.42,6.587666666666666,32.316,15.912,27.518,,8.476,,,,3.549,25.07,0.121,2.1,,9.75,66.064,11.833,23.355,6.305,1.214,6.303,18.125,14.018,,14.501,,0.457,4.97,27.659,8.831666666666667,,23.526,38.381,10.144,
1958-04-01,11.559,,38.27466666666667,4.347,14.467,3.745,3.504,44.491,,,9.13,36.456,,7.85,45.748,6.607333333333333,33.122,16.017,27.994,,8.306,,,,3.701,23.566,0.113,2.13,,9.611,66.799,14.047,23.566,6.073,1.134,6.265,18.912,14.197,,14.621,,0.447,5.04,27.758,9.218333333333334,,23.857,37.108,8.883,
1958-07-01,11.819,,38.099333333333334,4.437,14.629,3.706,3.515,44.34,,,9.267,36.793,,8.121,46.563,6.711333333333333,33.312,16.387,28.481666666666666,,8.943,,,,3.645,22.474,0.116,2.185,,9.618,66.792,13.688,23.997,6.009,1.162,6.432,19.732,14.726,,14.864,,0.463,5.206,29.759,9.081333333333333,,24.365,36.261,8.504,
1958-10-01,12.023,,38.90966666666667,4.6,15.442,3.906,3.502,45.307,,,9.816,37.239,,8.245,46.98,6.856000000000001,33.983,16.77,29.590666666666664,,9.706,,,,3.837,23.277,0.121,2.261,,10.248,67.28,15.306,24.327,6.234,1.204,6.558,19.887,14.979,,15.066,,0.477,5.337,32.856,9.173333333333334,,24.789,36.821,9.779,
1959-01-01,12.068,0.0,37.41133333333334,4.85,16.483,4.121,3.756,44.404,2.488,10.863,10.394,37.919,22.256,8.403,47.063,6.955333333333333,33.636,17.092,31.246,11.237,10.234,11.821,16.147,19.103,3.938,23.949,0.122,2.33,17.787,11.298,65.18,16.011,24.643,6.429,1.226,6.46,20.144,15.223,20.822,15.342,8.181,0.506,5.403,36.565,9.776333333333334,0.001,24.934,36.691,11.319,16.202
1959-04-01,12.378,0.0,38.711333333333336,5.032,16.607,4.245,3.726,45.227,2.476,11.231,10.715,38.149,22.552,8.586,47.155,7.127,34.05,17.477,31.326333333333334,10.964,11.03,11.911,16.395,19.291,4.129,23.418,0.125,2.371,17.17,11.995,64.31,19.099,24.848,6.614,1.247,6.583,20.483,15.227,21.285,15.579,8.379,0.515,5.531,37.842,9.732,0.001,24.991,37.827,12.537,16.445
1959-07-01,12.294,0.0,39.17433333333333,5.13,16.222,4.383,4.085,45.832,2.464,11.455,10.829,38.378,23.04,8.629,46.984,7.289000000000001,34.34,17.489,31.393333333333334,10.735,10.318,11.954,16.622,19.638,4.169,23.496,0.128,2.359,16.662,12.471,65.357,19.108,24.943,6.792,1.271,6.611,20.744,15.438,21.32,15.741,8.435,0.516,5.552,37.134,9.967333333333334,0.001,25.005,38.952,13.586,16.786
1959-10-01,12.411,0.0,39.034,4.884,15.677,4.374,3.883,45.376,2.532,11.676,10.703,38.631,23.299,8.674,46.982,7.151,34.06,17.539,30.474333333333334,10.738,10.654,11.922,16.812,19.915,4.063,24.952,0.14,2.377,16.427,10.982,64.826,18.759,25.097,6.773,1.384,6.723,20.96,15.525,21.538,15.759,8.536,0.518,5.684,36.082,9.927666666666667,0.004,24.876,38.656,12.003,16.993
1960-01-01,12.448,0.0,37.03766666666667,5.041,14.623,4.526,4.383,43.671,2.695,11.665,11.06,38.498,22.914,8.529,47.381,7.412333333333333,33.48,17.934,30.665000000000003,11.225,11.725,12.085,16.936,20.189,4.216,25.474,0.147,2.415,17.015,12.128,63.921,15.971,25.16,7.008,1.419,6.612,19.842,15.722,21.756,15.91,8.734,0.511,5.949,37.19,10.282333333333334,0.009,25.293,40.269,13.556,17.089
1960-04-01,12.534,0.0,37.535,5.156,14.084,4.602,4.509,43.775,2.786,11.808,10.859,38.738,23.259,8.605,48.492,7.564333333333334,33.857,17.837,30.723333333333333,11.484,10.632,12.172,17.113,20.389,4.248,27.356,0.156,2.446,17.322,12.588,63.492,16.811,25.435,7.111,1.504,6.726,19.714,16.015,22.006,16.111,8.832,0.518,6.099,34.145,10.270999999999999,0.015,25.924,40.746,12.941,17.125
1960-07-01,12.331,0.0,38.270999999999994,5.115,15.498,4.403,4.607,45.125,2.823,11.832,10.626,38.506,22.951,8.346,47.653,7.498666666666668,34.686,17.925,32.074333333333335,11.285,10.605,11.856,17.085,20.597,4.123,25.687,0.152,2.548,16.757,12.822,65.481,17.29,25.286,6.986,1.446,6.619,18.115,16.197,21.848,16.046,8.866,0.503,6.171,33.125,10.391333333333334,0.019,26.31,40.824,12.935,17.168
1960-10-01,12.284,0.0,38.74966666666666,4.987,16.294,4.248,4.632,45.303,2.802,11.756,10.605,38.429,22.98,8.306,47.66,7.421666666666667,34.927,17.695,32.13766666666667,11.442,9.43,12.103,17.26,20.938,3.928,24.794,0.163,2.605,17.179,12.109,64.827,18.584,25.304,6.97,1.527,6.61,17.926,16.384,22.036,16.067,8.952,0.507,6.211,33.09,10.317333333333334,0.021,26.614,42.378,11.503,17.203
1961-01-01,12.395,0.0,37.611333333333334,4.713,17.527,4.11,4.6,45.456,2.744,12.292,10.516,38.75,23.162,8.295,47.079,7.374333333333333,35.446,17.814,34.55533333333333,11.384,9.675,12.231,17.447,21.107,3.909,23.207,0.154,2.68,17.228,10.544,66.554,16.622,25.454,6.87,1.442,6.593,18.509,16.512,22.184,16.061,9.04,0.51,6.269,33.225,10.302666666666667,0.02,27.473,42.185,11.053,17.174
1961-04-01,12.524,0.0,38.531,4.81,18.464,4.307,4.386,45.858,2.836,12.587,10.688,39.176,22.981,8.406,48.287,7.363333333333333,35.535,18.116,33.58466666666667,11.918,10.353,12.575,17.691,21.425,3.957,24.12,0.169,2.766,18.152,10.834,66.305,17.883,25.794,7.024,1.592,6.67,19.022,16.757,22.581,16.3,9.145,0.524,6.404,33.357,10.436,0.021,27.285,41.482,11.524,17.276
1961-07-01,12.626,0.0,39.36066666666667,4.928,18.698,4.365,4.584,47.239,2.868,12.245,10.944,39.101,22.933,8.558,47.211,7.572333333333333,36.295,18.464,34.71866666666667,11.959,11.158,12.678,17.739,21.608,4.219,24.308,0.172,2.818,18.146,11.161,68.356,18.349,25.814,7.092,1.589,6.804,18.742,16.973,22.657,16.379,9.243,0.539,6.542,35.177,10.468666666666666,0.021,27.514,41.506,12.03,17.36
1961-10-01,12.968,0.0,39.978,5.167,18.333,4.628,4.659,48.119,2.951,12.398,11.29,39.292,23.326,8.737,47.343,7.7363333333333335,37.092,18.827,35.93,12.188,11.342,12.875,18.048,22.007,4.319,26.157,0.177,2.85,18.404,12.14,69.643,18.672,26.165,7.308,1.635,7.036,18.555,17.418,23.069,16.709,9.47,0.548,6.701,36.374,10.661,0.024,28.255,41.288,13.542,17.612
1962-01-01,13.035,0.0,41.25300000000001,5.279,17.706,4.748,4.632,49.907,2.991,12.198,11.507,39.26,23.556,8.765,48.683,7.819,37.808,19.162,36.36333333333334,12.383,11.954,13.188,18.215,22.286,4.451,26.243,0.19,2.854,18.72,12.71,72.154,19.468,26.382,7.454,1.743,7.154,18.732,17.775,23.245,16.886,9.477,0.545,6.821,37.008,10.799000000000001,0.025,28.049,42.063,14.029,17.759
1962-04-01,13.181,0.0,41.79966666666667,5.42,17.343,4.868,4.898,50.108,2.955,12.451,11.833,39.211,23.788,8.872,48.792,8.002333333333334,38.0,19.336,36.184666666666665,12.442,11.86,13.546,18.505,22.611,4.548,26.517,0.185,2.885,18.969,13.205,71.465,20.839,26.488,7.656,1.699,7.398,19.869,17.947,23.466,17.093,9.828,0.556,6.982,38.154,10.954333333333333,0.027,28.239,43.596,14.645,17.986
1962-07-01,13.239,0.0,43.108000000000004,5.46,17.297,4.885,4.889,51.612,2.915,12.327,11.928,39.537,24.049,9.097,48.73,8.066666666666666,38.879,19.574,37.107,12.527,12.061,13.919,18.676,22.9,4.605,25.451,0.181,2.918,19.287,13.019,72.685,22.691,26.694,7.751,1.619,7.439,20.356,18.208,23.662,17.231,9.62,0.574,7.077,38.124,10.986666666666666,0.03,28.589,44.745,15.316,18.037
1962-10-01,13.347,0.0,43.40366666666666,5.7,17.672,4.9,4.731,51.854,2.878,12.365,11.892,39.348,24.328,9.165,49.88,8.065666666666667,39.149,19.638,37.23133333333333,12.607,11.708,14.241,18.925,23.335,4.662,24.606,0.186,2.984,19.582,14.119,72.739,23.173,26.843,7.722,1.614,7.618,20.88,18.495,23.698,17.475,9.763,0.587,7.185,38.064,11.248333333333335,0.037,28.886,43.662,15.374,18.236
1963-01-01,13.294,0.0,42.13933333333333,5.814,18.417,4.99,4.803,50.099,2.887,12.254,12.047,39.348,24.366,9.331,51.094,8.105333333333332,38.618,19.852,37.062666666666665,12.783,12.324,14.425,19.01,23.547,4.554,25.982,0.199,3.081,19.947,14.542,70.118,22.598,26.99,7.74,1.664,7.537,21.862,18.777,23.537,17.597,9.9,0.595,7.328,39.407,11.213333333333333,0.044,29.418,42.143,14.4,18.434
1963-04-01,13.376,0.0,41.86533333333333,5.939,19.103,5.09,5.187,49.876,2.979,12.523,12.584,39.568,24.446,9.426,50.561,8.345666666666666,38.647,20.075,37.242,13.083,12.52,14.551,19.201,23.598,4.661,27.255,0.211,3.187,20.34,14.932,69.703,22.632,27.082,7.981,1.723,7.647,22.672,18.851,24.211,17.763,9.943,0.616,7.478,42.233,11.312666666666667,0.056,29.667,44.14,13.684,18.644
1963-07-01,13.613,0.0,44.14033333333333,6.012,18.975,5.31,5.161,52.697,3.094,12.945,12.894,39.817,24.487,9.673,50.397,8.461666666666668,40.363,20.517,39.23433333333333,13.341,12.906,14.651,19.522,24.011,4.779,28.511,0.221,3.244,20.569,14.953,72.497,25.425,27.33,8.2,1.769,7.772,23.692,19.111,24.652,18.004,10.402,0.624,7.609,43.041,11.354999999999999,0.067,30.453,44.446,14.182,18.898
1963-10-01,13.488,0.0,43.45733333333333,6.107,18.808,5.518,5.362,51.326,3.203,13.425,13.28,39.911,24.814,9.826,50.82,8.557,39.946,20.651,38.40533333333333,13.627,13.063,14.897,19.775,24.234,4.764,29.321,0.223,3.283,20.881,15.251,70.521,24.879,27.295,8.44,1.768,7.714,24.584,18.987,25.106,18.154,10.016,0.635,7.718,44.392,11.444666666666668,0.074,30.859,45.354,15.201,19.178
