Date,Command-basis gross domestic product,Command-basis gross national product,Command-basis net domestic product,Command-basis net national product,Equals: Command-basis gross domestic product,Equals: Command-basis gross national product,Equals: Gross domestic purchases,Gross domestic product,Less: Exports of goods and services,"Less: Imports of goods and services, command basis","Less: Income payments to the rest of the world, command basis",Net domestic product,Net national product,"Plus: Exports of goods and services, command basis",Plus: Imports of goods and services,"Plus: Income receipts from the rest of the world, command basis",Real gross domestic product,Real gross national product
1991-04-01,4.2,3.4,59.948,59.269,57.682,57.133,49.384,51.139,29.406,33.924,35.88,53.472,52.84,40.762,23.848,31.071,3.2,2.4
1991-07-01,2.5,2.2,60.31,59.584,58.034,57.447,49.66,51.398,30.102,34.121,34.869,53.729,53.055,41.164,24.519,29.676,2.0,1.8
1991-10-01,1.4,1.9,60.482,59.842,58.229,57.711,49.835,51.577,30.78,34.821,31.485,53.891,53.292,41.912,25.061,28.696,1.4,1.9
1992-01-01,4.5,4.4,61.206,60.546,58.873,58.341,50.378,52.194,31.336,35.071,30.867,54.593,53.977,42.402,25.243,28.135,4.9,4.8
1992-04-01,4.3,4.2,61.901,61.219,59.498,58.949,51.004,52.76,31.351,35.562,31.424,55.227,54.593,42.198,25.658,28.377,4.4,4.3
1992-07-01,3.5,3.3,62.46,61.735,60.015,59.431,51.483,53.282,32.016,36.361,29.899,55.803,55.131,42.827,26.063,26.735,4.0,3.8
1992-10-01,4.5,4.5,63.187,62.46,60.674,60.089,52.118,53.837,32.176,36.702,29.07,56.416,55.743,42.693,26.687,26.302,4.2,4.3
1993-01-01,0.8,1.2,63.261,62.606,60.801,60.274,52.308,53.927,32.248,37.084,28.336,56.454,55.844,42.619,27.264,26.971,0.7,1.1
1993-04-01,2.3,1.9,63.61,62.876,61.155,60.563,52.662,54.241,32.633,37.759,30.377,56.765,56.086,42.992,27.828,27.242,2.3,1.9
1993-07-01,2.7,3.0,64.018,63.335,61.56,61.01,52.996,54.5,32.546,37.761,29.645,57.006,56.375,42.672,28.194,27.661,1.9,2.2
1993-10-01,5.6,4.6,64.953,64.086,62.399,61.699,53.77,55.241,33.595,38.905,33.563,57.836,57.043,43.792,29.327,27.727,5.6,4.6
1994-01-01,4.0,4.4,65.618,64.811,63.019,62.368,54.369,55.777,33.924,39.6,33.417,58.413,57.674,44.219,30.01,28.779,3.9,4.3
1994-04-01,5.3,5.0,66.524,65.652,63.841,63.139,55.139,56.533,35.07,41.238,36.907,59.253,58.456,45.647,31.128,30.482,5.5,5.2
1994-07-01,2.0,1.9,66.806,65.911,64.157,63.435,55.428,56.864,36.382,42.825,40.581,59.567,58.748,47.264,32.004,32.829,2.4,2.3
1994-10-01,4.7,4.6,67.601,66.682,64.899,64.157,56.103,57.515,37.222,43.968,44.093,60.269,59.426,48.402,32.904,35.175,4.7,4.6
1995-01-01,1.4,1.9,67.76,66.936,65.123,64.459,56.33,57.719,37.939,45.066,45.296,60.417,59.655,49.592,33.626,37.63,1.4,1.9
1995-04-01,0.8,1.0,67.809,67.012,65.26,64.616,56.477,57.891,38.471,45.894,46.835,60.524,59.782,50.401,33.945,39.183,1.2,1.3
1995-07-01,3.8,3.1,68.445,67.494,65.879,65.108,56.721,58.384,40.136,45.588,49.454,61.022,60.143,52.249,34.062,38.721,3.5,2.7
1995-10-01,3.0,3.6,68.927,68.086,66.373,65.693,57.101,58.78,40.709,45.569,48.088,61.4,60.619,52.537,34.497,39.678,2.7,3.3
1996-01-01,3.2,3.5,69.436,68.653,66.891,66.259,57.667,59.221,41.199,46.739,47.23,61.83,61.101,52.832,35.619,40.17,3.0,3.4
1996-04-01,7.0,6.5,70.696,69.808,68.033,67.315,58.671,60.208,41.868,47.361,48.661,62.924,62.1,53.324,36.416,39.802,6.8,6.4
1996-07-01,3.2,3.0,71.211,70.28,68.569,67.815,59.364,60.749,42.207,48.194,50.695,63.463,62.6,53.125,37.596,40.714,3.6,3.5
1996-10-01,4.3,4.5,71.944,71.055,69.289,68.571,59.727,61.379,44.839,48.873,52.44,64.105,63.28,55.568,38.338,42.865,4.2,4.5
1997-01-01,3.5,3.1,72.517,71.534,69.885,69.089,60.288,61.775,45.691,50.383,56.431,64.455,63.548,56.249,39.975,44.355,2.6,2.2
1997-04-01,6.6,7.0,73.732,72.804,71.016,70.266,61.261,62.804,47.518,50.869,57.499,65.57,64.711,58.316,41.317,46.352,6.8,7.2
1997-07-01,5.9,5.5,74.811,73.789,72.042,71.215,62.133,63.588,48.617,52.271,59.785,66.379,65.438,59.37,42.84,46.742,5.1,4.7
1997-10-01,3.6,3.2,75.408,74.308,72.676,71.784,62.83,64.131,48.547,52.814,59.972,66.887,65.877,58.84,43.764,45.764,3.5,3.1
1998-01-01,5.1,5.5,76.322,75.296,73.579,72.748,63.705,64.775,48.771,53.492,59.993,67.512,66.57,58.573,45.406,47.254,4.1,4.5
1998-04-01,4.1,3.9,77.026,75.96,74.315,73.45,64.538,65.375,48.234,53.959,61.319,68.076,67.097,57.523,46.446,47.735,3.8,3.6
1998-07-01,5.6,5.0,78.074,76.862,75.34,74.355,65.472,66.198,48.014,53.808,61.542,68.905,67.797,56.62,47.073,45.787,5.1,4.5
1998-10-01,6.6,6.7,79.331,78.124,76.545,75.564,66.515,67.263,49.8,55.349,60.69,70.021,68.914,58.331,48.597,45.6,6.6,6.7
1999-01-01,4.1,4.7,80.059,78.974,77.319,76.438,67.379,67.895,49.633,56.575,60.899,70.603,69.557,57.849,49.97,47.957,3.8,4.2
1999-04-01,2.6,2.8,80.451,79.405,77.814,76.964,68.082,68.462,50.25,58.592,63.123,71.108,70.094,58.347,51.405,50.332,3.4,3.6
1999-07-01,4.7,4.6,81.343,80.259,78.72,77.838,69.066,69.369,51.766,61.135,67.867,72.031,70.978,59.878,53.263,53.349,5.4,5.3
1999-10-01,6.3,6.7,82.615,81.599,79.936,79.112,70.246,70.507,52.872,63.156,69.623,73.238,72.243,61.011,54.626,56.092,6.7,7.1
2000-01-01,0.8,0.6,82.609,81.542,80.094,79.224,70.739,70.763,53.633,66.245,73.584,73.377,72.334,61.794,56.688,58.094,1.5,1.2
2000-04-01,7.9,8.0,84.248,83.177,81.639,80.767,72.069,72.052,55.268,68.073,77.867,74.739,73.693,63.839,58.494,61.551,7.5,7.6
2000-07-01,0.1,-0.1,84.051,82.931,81.666,80.751,72.317,72.125,56.594,70.558,77.376,74.619,73.529,65.26,60.598,60.354,0.4,0.2
2000-10-01,2.3,3.3,84.393,83.491,82.137,81.402,72.822,72.556,56.028,70.426,76.829,74.933,74.037,64.215,60.687,63.677,2.4,3.3
2001-01-01,-1.2,-1.7,83.862,82.83,81.891,81.044,72.554,72.318,55.323,68.834,71.2,74.434,73.424,62.874,59.904,57.332,-1.3,-1.9
2001-04-01,3.2,3.5,84.501,83.535,82.544,81.751,72.888,72.77,53.702,65.0,64.513,74.853,73.902,60.391,57.987,53.779,2.5,2.8
2001-07-01,-0.6,-1.5,84.29,83.111,82.412,81.44,72.752,72.478,50.952,62.506,63.859,74.458,73.324,56.93,56.671,49.721,-1.6,-2.4
2001-10-01,1.9,4.3,84.799,84.193,82.802,82.307,73.083,72.677,49.181,60.323,46.815,74.74,74.11,54.282,56.084,47.068,1.1,3.5
2002-01-01,3.6,2.1,85.206,84.235,83.544,82.744,73.788,73.285,50.255,61.662,56.825,75.03,74.084,55.031,57.678,48.399,3.4,1.9
2002-04-01,1.5,0.8,85.626,84.476,83.848,82.899,74.338,73.734,51.751,64.747,63.701,75.622,74.513,56.679,59.611,50.464,2.5,1.8
2002-07-01,1.7,2.1,86.02,84.976,84.2,83.34,74.728,74.034,51.915,65.828,64.42,75.959,74.943,57.057,60.369,52.85,1.6,2.1
2002-10-01,0.3,0.9,86.003,85.098,84.27,83.524,75.087,74.126,51.15,67.042,58.641,75.978,75.084,56.006,61.453,50.999,0.5,1.1
2003-01-01,0.9,0.3,86.06,85.009,84.457,83.589,75.442,74.516,50.993,67.849,64.697,76.295,75.269,55.628,61.185,52.969,2.1,1.5
2003-04-01,4.6,5.1,87.05,86.096,85.411,84.625,76.211,75.176,51.083,67.681,64.294,76.952,76.014,55.748,62.077,54.572,3.6,4.0
2003-07-01,6.8,6.7,88.608,87.609,86.832,86.01,77.4,76.426,52.478,68.573,66.591,78.324,77.345,57.074,63.049,55.901,6.8,6.7
2003-10-01,4.9,5.7,89.713,88.912,87.873,87.218,78.278,77.313,54.838,70.771,66.584,79.264,78.46,59.724,65.052,59.524,4.7,5.6
2004-01-01,1.7,2.3,90.033,89.382,88.241,87.711,78.836,77.751,56.078,73.827,69.156,79.682,79.008,61.491,66.874,63.955,2.3,2.9
2004-04-01,3.0,2.1,90.693,89.805,88.898,88.17,79.693,78.354,57.253,77.008,76.554,80.295,79.41,62.942,69.508,65.519,3.1,2.2
2004-07-01,3.5,3.8,91.478,90.649,89.672,88.993,80.543,79.097,57.445,78.394,77.573,81.063,80.228,63.034,70.471,67.44,3.8,4.1
2004-10-01,3.3,2.4,92.192,91.113,90.401,89.512,81.416,79.904,58.809,81.397,86.577,81.896,80.835,64.602,72.113,69.946,4.1,3.2
2005-01-01,4.7,5.8,93.285,92.461,91.45,90.774,82.233,80.791,59.911,82.193,88.435,82.819,81.983,66.064,72.734,75.817,4.5,5.5
2005-04-01,1.7,1.3,93.59,92.648,91.844,91.069,82.606,81.189,61.25,83.515,92.35,83.151,82.209,67.449,73.708,76.758,2.0,1.6
2005-07-01,2.3,2.5,94.037,93.153,92.362,91.634,83.289,81.825,61.239,84.692,94.797,83.763,82.868,67.078,74.122,79.599,3.2,3.4
2005-10-01,1.7,0.8,94.335,93.207,92.757,91.824,83.882,82.279,63.135,88.074,106.027,84.157,83.042,68.918,76.511,83.696,2.2,1.3
2006-01-01,5.8,5.8,95.738,94.592,94.072,93.125,84.883,83.386,65.696,89.516,111.005,85.338,84.207,71.687,78.085,87.367,5.5,5.5
2006-04-01,1.0,0.8,95.837,94.634,94.3,93.303,85.064,83.602,66.914,90.7,121.053,85.441,84.259,73.357,78.863,93.67,1.0,0.8
2006-07-01,0.5,0.1,95.803,94.493,94.416,93.328,85.327,83.728,66.828,91.84,127.479,85.438,84.16,73.609,79.651,96.502,0.6,0.2
2006-10-01,4.2,4.4,96.8,95.535,95.398,94.348,85.677,84.447,69.363,90.5,131.196,86.149,84.913,76.273,79.548,100.19,3.5,3.7
2007-01-01,1.2,1.2,96.976,95.695,95.691,94.626,85.938,84.701,70.737,91.552,135.299,86.296,85.046,77.852,80.706,102.926,1.2,1.2
2007-04-01,2.3,2.8,97.48,96.332,96.248,95.293,86.372,85.219,71.809,92.905,142.805,86.771,85.638,79.484,81.135,110.676,2.5,3.0
2007-07-01,2.3,3.9,98.0,97.282,96.808,96.213,86.634,85.71,74.053,94.205,139.358,87.224,86.475,82.124,81.59,115.526,2.3,3.9
2007-10-01,0.7,1.8,98.057,97.665,96.974,96.651,86.804,86.249,75.753,95.941,132.181,87.742,87.276,84.56,80.819,115.836,2.5,3.7
2008-01-01,-3.4,-3.6,96.93,96.469,96.15,95.765,86.353,85.881,76.961,99.178,135.697,87.17,86.636,86.89,81.122,116.903,-1.7,-2.0
2008-04-01,0.8,0.9,97.014,96.591,96.334,95.98,86.404,86.392,79.221,101.997,131.396,87.66,87.155,90.492,80.355,114.494,2.4,2.5
2008-07-01,-3.0,-2.5,96.026,95.753,95.612,95.381,85.828,85.938,78.868,102.057,121.452,86.997,86.625,90.41,79.341,109.576,-2.1,-1.6
2008-10-01,-3.9,-5.9,94.77,93.915,94.658,93.934,84.119,84.057,74.23,88.568,114.481,84.638,83.767,80.75,76.472,94.481,-8.5,-10.3
2009-01-01,-1.7,-0.9,94.231,93.583,94.265,93.712,82.744,83.103,68.303,74.101,97.659,83.43,82.756,72.377,69.203,85.68,-4.5,-3.8
2009-04-01,-1.6,-1.6,93.734,93.108,93.877,93.342,82.088,82.955,68.753,72.009,95.867,83.217,82.562,72.774,66.392,84.649,-0.7,-0.7
2009-07-01,0.4,2.0,93.818,93.641,93.973,93.816,82.482,83.246,71.294,77.061,92.092,83.534,83.275,76.017,69.132,89.501,1.4,3.1
2009-10-01,3.2,2.9,94.649,94.393,94.706,94.485,83.404,84.146,75.221,82.585,97.825,84.572,84.237,80.706,72.496,92.548,4.4,4.1
2010-01-01,1.6,2.4,95.059,95.01,95.089,95.044,83.885,84.553,76.914,85.771,94.436,85.016,84.866,83.071,74.32,93.724,1.9,2.7
2010-04-01,4.9,4.9,96.378,96.322,96.24,96.192,85.022,85.372,78.607,89.075,95.824,85.948,85.793,85.685,77.71,94.979,3.9,3.9
2010-07-01,3.4,3.1,97.284,97.143,97.055,96.937,85.821,86.03,80.852,91.465,98.082,86.677,86.448,88.191,80.426,95.443,3.1,2.8
2010-10-01,1.9,2.2,97.753,97.708,97.514,97.477,86.022,86.482,83.066,93.301,100.158,87.147,87.003,92.065,80.722,98.682,2.1,2.5
2011-01-01,-2.0,-1.8,97.077,97.101,97.021,97.041,85.802,86.276,83.778,96.774,100.372,86.819,86.733,94.513,81.116,99.817,-0.9,-0.7
2011-04-01,1.7,1.6,97.459,97.457,97.419,97.418,86.229,86.86,85.197,99.131,103.944,87.433,87.319,97.119,81.419,102.078,2.7,2.6
2011-07-01,0.7,1.2,97.547,97.707,97.582,97.716,86.215,86.841,86.37,99.7,102.159,87.316,87.351,98.579,82.322,103.543,-0.1,0.5
2011-10-01,4.2,4.5,98.629,98.874,98.588,98.795,87.252,87.816,87.024,100.515,97.294,88.38,88.487,98.068,83.403,101.785,4.6,4.9
2012-01-01,3.1,2.7,99.421,99.537,99.352,99.451,87.889,88.553,88.087,101.329,100.245,89.155,89.144,99.241,83.814,101.955,3.4,2.9
2012-04-01,2.5,2.0,100.015,99.986,99.958,99.934,88.207,88.948,88.954,100.664,99.036,89.515,89.377,100.152,84.125,98.82,1.8,1.3
2012-07-01,1.4,1.4,100.302,100.271,100.308,100.281,88.337,89.076,89.499,99.237,100.381,89.554,89.418,100.357,84.577,99.827,0.6,0.6
2012-10-01,0.3,0.2,100.257,100.202,100.376,100.329,88.288,89.179,89.585,98.786,100.333,89.561,89.405,100.245,83.78,99.408,0.5,0.4
2013-01-01,4.3,3.9,101.368,101.208,101.433,101.298,89.06,90.059,90.05,98.529,103.009,90.481,90.231,100.739,83.708,99.881,4.0,3.6
2013-04-01,1.3,1.6,101.611,101.538,101.761,101.698,89.393,90.3,90.867,98.533,102.556,90.64,90.468,100.822,84.924,101.081,1.1,1.4
2013-07-01,3.7,3.9,102.575,102.56,102.687,102.673,90.135,91.069,91.645,98.372,100.991,91.437,91.316,101.441,85.534,101.195,3.5,3.7
2013-10-01,3.7,3.6,103.558,103.486,103.635,103.573,90.672,91.862,94.285,98.474,102.531,92.259,92.084,103.792,86.21,101.598,3.5,3.3
2014-01-01,-1.7,-1.7,102.88,102.824,103.187,103.135,90.669,91.545,93.382,100.495,103.374,91.752,91.591,103.061,87.323,102.292,-1.4,-1.3
2014-04-01,5.9,5.6,104.519,104.365,104.688,104.556,91.879,92.728,95.399,101.735,105.545,93.034,92.787,104.904,89.312,102.675,5.3,5.0
2014-07-01,5.2,5.6,105.939,105.921,106.015,105.998,92.942,93.855,95.793,100.951,105.426,94.241,94.114,104.705,89.48,105.254,5.0,5.4
2014-10-01,2.6,1.9,106.593,106.361,106.697,106.499,93.681,94.33,96.587,101.632,107.633,94.67,94.355,103.741,91.829,103.431,2.0,1.4
2015-01-01,5.1,5.1,108.04,107.793,108.041,107.829,94.811,95.179,95.823,99.189,103.078,95.555,95.228,100.783,93.196,100.26,3.6,3.6
2015-04-01,3.3,3.0,108.934,108.589,108.912,108.62,95.462,95.769,96.079,98.263,107.589,96.131,95.722,100.455,93.926,102.143,2.5,2.2
2015-07-01,1.9,1.9,109.407,109.059,109.434,109.139,96.024,96.152,95.304,97.691,107.878,96.457,96.047,98.537,94.567,102.442,1.6,1.6
2015-10-01,1.3,1.7,109.68,109.465,109.791,109.607,96.25,96.329,95.174,95.969,98.797,96.534,96.244,97.001,94.834,98.229,0.7,1.2
2016-01-01,2.5,2.1,110.345,109.996,110.48,110.183,96.808,96.888,94.902,94.282,105.033,97.063,96.654,95.369,94.721,100.638,2.3,1.9
2016-04-01,1.6,1.6,110.723,110.365,110.929,110.624,97.041,97.199,95.637,94.34,107.851,97.296,96.882,96.542,94.842,102.645,1.3,1.3
2016-07-01,2.7,2.7,111.437,111.091,111.661,111.366,97.629,97.888,97.189,95.438,108.695,97.98,97.574,98.331,95.534,103.649,2.9,2.9
2016-10-01,2.3,3.4,112.036,112.054,112.296,112.307,98.442,98.431,96.464,96.646,106.644,98.49,98.404,97.799,96.91,108.462,2.2,3.4
2017-01-01,1.7,1.6,112.448,112.426,112.774,112.752,98.849,98.91,98.813,98.638,110.629,98.921,98.801,100.305,98.411,110.803,2.0,1.8
2017-04-01,2.2,2.0,113.028,112.937,113.402,113.321,99.484,99.464,99.146,99.407,115.28,99.436,99.252,100.466,99.346,113.134,2.3,2.0
2017-07-01,3.6,4.5,114.061,114.247,114.415,114.567,100.234,100.248,99.729,99.439,119.268,100.222,100.28,101.54,99.727,120.932,3.2,4.0
2017-10-01,4.6,4.9,115.439,115.712,115.715,115.943,101.433,101.378,102.312,102.839,124.161,101.42,101.667,104.932,102.516,126.331,4.6,5.2
2018-01-01,2.9,2.5,116.225,116.388,116.531,116.666,102.219,102.203,102.975,104.074,124.721,102.24,102.384,105.76,102.941,125.098,3.3,2.9
2018-04-01,2.7,2.4,116.948,117.011,117.302,117.352,102.699,102.745,103.534,103.903,132.033,102.717,102.773,107.03,103.073,128.88,2.1,1.8
2018-07-01,2.6,1.8,117.641,117.449,118.048,117.883,103.689,103.386,102.241,105.06,133.985,103.309,103.142,105.473,104.523,126.212,2.5,1.8
2018-10-01,0.8,0.9,117.735,117.578,118.288,118.15,103.937,103.532,102.666,105.267,136.961,103.316,103.179,105.165,105.615,128.958,0.6,0.7
2019-01-01,2.8,3.1,118.503,118.445,119.102,119.047,104.439,104.179,103.629,103.724,136.18,103.912,103.865,105.034,105.55,130.278,2.5,2.8
2019-04-01,3.6,3.5,119.551,119.471,120.151,120.077,105.432,105.049,103.104,104.321,138.965,104.775,104.71,104.838,106.134,132.194,3.4,3.3
2019-07-01,5.1,4.8,121.137,120.94,121.657,121.485,106.565,106.278,103.126,102.515,136.871,106.062,105.896,103.974,105.673,129.164,4.8,4.4
2019-10-01,2.7,2.3,121.899,121.57,122.465,122.182,106.925,107.003,103.754,99.98,135.626,106.749,106.469,103.841,103.692,126.288,2.8,2.4
2020-01-01,-5.3,-5.2,119.728,119.484,120.795,120.577,105.468,105.513,99.312,95.6,121.575,104.811,104.606,98.452,99.934,117.013,-5.5,-5.3
2020-04-01,-28.4,-29.4,108.094,107.446,111.109,110.521,97.355,97.168,78.341,76.904,107.268,94.766,94.203,74.116,82.853,96.635,-28.1,-29.1
2020-07-01,35.5,35.9,118.376,117.749,119.876,119.328,105.577,104.776,88.138,90.898,117.415,103.708,103.165,85.292,96.723,107.186,35.2,35.6
2020-10-01,4.7,4.2,119.862,119.054,121.269,120.569,107.039,105.913,93.523,97.634,124.441,104.912,104.212,91.378,103.731,109.61,4.4,3.9
2021-01-01,6.2,6.1,121.867,120.99,123.108,122.353,108.749,107.374,93.6,101.319,128.846,106.487,105.731,94.83,105.819,112.193,5.6,5.5
2021-04-01,6.9,5.8,124.122,122.857,125.18,124.099,110.611,109.06,94.345,105.013,135.53,108.311,107.219,98.348,107.95,111.093,6.4,5.4
2021-07-01,3.8,3.9,125.319,124.057,126.357,125.279,111.814,109.99,94.557,107.229,139.468,109.245,108.156,99.497,110.187,114.296,3.5,3.5
2021-10-01,7.5,7.9,127.874,126.715,128.671,127.683,113.836,111.974,100.084,112.349,136.83,111.438,110.44,105.254,115.51,114.848,7.4,7.8
2022-01-01,-0.9,-1.6,127.337,125.906,128.392,127.171,114.223,111.685,98.908,117.322,140.467,110.92,109.685,106.31,119.193,112.73,-1.0,-1.8
2022-04-01,1.1,1.7,127.526,126.331,128.732,127.707,114.169,111.764,101.903,119.859,140.873,110.828,109.801,112.301,120.923,117.03,0.3,0.9
2022-07-01,2.6,2.8,128.279,127.151,129.548,128.578,114.229,112.516,105.41,115.432,145.683,111.539,110.569,112.128,119.243,121.815,2.7,2.9
2022-10-01,3.5,2.9,129.388,128.034,130.655,129.494,114.994,113.448,105.108,111.794,154.447,112.466,111.301,109.13,117.872,124.634,3.4,2.8
2023-01-01,3.2,2.5,130.408,128.793,131.687,130.307,115.677,114.233,105.619,110.233,165.228,113.22,111.831,108.743,117.632,128.289,2.8,2.1
2023-04-01,2.7,2.8,131.261,129.655,132.576,131.204,116.392,114.926,104.328,107.676,169.444,113.867,112.489,106.021,116.703,131.725,2.4,2.5
2023-07-01,4.9,4.8,132.942,131.281,134.156,132.738,117.638,116.158,105.578,108.199,177.672,115.161,113.737,107.652,118.038,137.174,4.4,4.3
2023-10-01,3.0,2.9,133.954,132.242,135.165,133.704,118.516,117.074,107.174,108.859,177.465,116.089,114.62,108.239,119.263,136.458,3.2,3.1
2024-01-01,1.6,1.4,134.419,132.625,135.71,134.179,119.16,117.548,107.684,110.39,182.824,116.49,114.951,108.604,121.052,139.062,1.6,1.4
2024-04-01,3.1,2.7,135.434,133.497,136.743,135.091,120.278,118.416,107.961,112.33,186.003,117.338,115.677,108.948,123.279,139.237,3.0,2.7
2024-07-01,3.0,2.4,136.437,134.227,137.766,135.883,121.292,119.316,110.465,114.62,183.165,118.226,116.326,110.693,126.465,132.863,3.1,2.4
2024-10-01,2.6,3.5,137.281,135.407,138.647,137.047,121.931,120.04,110.422,113.37,183.411,118.911,117.304,110.114,125.865,138.942,2.4,3.3
