Date,Clothing and footwear,Computers and peripheral equipment,Consumption expenditures,Durable goods,"Entertainment, literary, and artistic originals",Equipment,Exports,Federal,Final consumption expenditures of nonprofit institutions serving households (NPISHs),Financial services and insurance,Fixed investment,Food and beverages purchased for off-premises consumption,Food services and accommodations,Furnishings and durable household equipment,Gasoline and other energy goods,Goods,Government consumption expenditures and gross investment,Gross domestic product,Gross investment,Gross output of nonprofit institutions,Gross private domestic investment,Health care,Household consumption expenditures (for services),Housing and utilities,Imports,Industrial equipment,Information processing equipment,Intellectual property products,Less: Receipts from sales of goods and services by nonprofit institutions,Motor vehicles and parts,National defense,Nondefense,Nondurable goods,Nonresidential,Other,Other durable goods,Other equipment,Other nondurable goods,Other services,Personal consumption expenditures,Recreation services,Recreational goods and vehicles,Research and development,Residential,Services,Software,State and local,Structures,Transportation equipment,Transportation services
1965-04-01,53.885,149103.344,11.091,64.134,18.879,56.675,26.379,14.243,49.275,11.909,22.832,17.103,10.708,57.126,10.532,27.219333333333335,11.507,16.527,20.060666666666666,9.731,23.872,6.79,10.95,12.365,19.541,15.549,706.978,32.539,5.917,30.802,13.807,15.274,19.521,30.57,111.387,34.289,16.284,16.656,12.148,16.522,14.841,318.994,18.125,10.341,14.502666666666668,184.976,9.666,8.412,21.691,13.539
1965-07-01,54.185,157876.652,11.219000000000001,63.814,19.201,56.866,26.405,14.399,49.469,12.013,22.88,17.233,10.804,56.988,10.563,27.296000000000003,11.622,16.602,20.081,9.775,23.917,6.831,11.006,12.391,19.677,15.608,711.963,32.667,5.945,30.584,13.988,15.339,19.628,30.666,111.32,34.183,16.363,16.699,12.224,16.583,14.93,317.289,18.114,10.336,14.572000000000001,183.165,9.751,8.433,21.685,13.603
1965-10-01,54.344,133959.281,11.452333333333334,63.462,19.379,56.649,26.308,14.713,49.948,12.155,23.134,17.229,10.91,56.949,10.677,27.307666666666666,11.807,16.711,20.184,9.843,24.173,6.88,11.075,12.436,19.885,15.671,693.511,32.755,5.979,30.399,14.331,15.546,19.673,30.812,111.397,33.726,16.431,16.739,12.303,16.634,14.979,314.393,18.131,10.617,14.668,181.57,9.83,8.599,21.577,13.678
1966-01-01,54.783,123094.255,11.575000000000001,63.378,19.69,56.593,26.746,14.736,50.401,12.416,23.035,17.626,10.979,57.014,10.683,27.628666666666664,11.887,16.813,20.209666666666667,9.915,24.087,6.948,11.143,12.489,19.98,15.754,684.016,32.933,6.018,30.307,14.312,15.71,19.937,30.792,111.541,33.694,16.494,16.831,12.314,16.763,15.11,313.862,18.177,10.472,14.774666666666667,179.55,9.966,8.578,21.504,13.664
1966-04-01,55.236,110860.673,11.6,63.65,19.917,56.764,26.969,14.74,50.942,12.627,23.414,17.818,11.108,57.241,10.707,27.895666666666667,11.971,16.965,20.442666666666664,10.026,24.454,7.047,11.244,12.536,20.191,15.879,675.251,33.072,6.087,30.465,14.306,15.749,20.105,31.077,112.317,34.002,16.637,16.948,12.468,16.899,15.24,313.79,18.213,10.851,14.855666666666666,178.642,10.128,8.766,21.579,13.71
1966-07-01,55.792,99287.932,11.794333333333334,63.932,20.04,56.928,27.286,14.994,51.441,12.806,23.416,17.906,11.266,57.707,10.84,28.078,12.154,17.114,20.490666666666666,10.137,24.465,7.163,11.346,12.558,20.136,16.063,665.125,33.146,6.159,30.554,14.602,15.84,20.246,31.147,113.013,34.112,16.749,17.048,12.631,17.028,15.285,314.392,18.239,10.786,14.930666666666665,177.536,10.254,8.777,21.628,13.869
1966-10-01,56.349,93065.863,11.848333333333334,64.224,20.228,57.349,27.756,14.992,52.01,12.918,23.691,17.965,11.408,58.149,10.978,28.417666666666662,12.209,17.254,20.613,10.272,24.742,7.29,11.457,12.632,20.254,16.276,660.648,33.243,6.246,30.619,14.575,15.935,20.373,31.412,113.834,34.452,16.957,17.143,12.756,17.16,15.437,315.004,18.256,11.023,15.014000000000001,176.726,10.367,8.89,21.769,14.016
1967-01-01,56.984,89190.891,11.874666666666664,64.091,20.297,57.673,28.248,14.938,52.112,12.859,23.785,17.784,11.59,58.351,11.055,28.636666666666667,12.256,17.326,20.622333333333334,10.365,24.841,7.401,11.537,12.694,20.251,16.467,660.921,33.284,6.322,30.273,14.51,15.931,20.368,31.555,115.079,34.73,17.104,17.231,12.81,17.209,15.543,316.019,18.264,11.047,15.106666666666667,176.539,10.513,8.926,21.762,14.13
1967-04-01,57.499,87018.335,12.009,64.372,20.619,57.992,28.204,15.1,52.738,12.852,23.901,17.71,11.757,58.566,11.134,28.57766666666667,12.381,17.43,20.712666666666667,10.491,24.948,7.499,11.619,12.735,20.199,16.617,661.055,33.457,6.4,30.522,14.686,16.03,20.4,31.727,115.789,34.752,17.215,17.289,12.911,17.291,15.685,315.802,18.294,11.081,15.187333333333335,176.09,10.61,8.975,21.853,14.268
1967-07-01,58.134,86809.194,12.119666666666667,65.082,21.01,58.374,28.172,15.237,53.057,12.96,24.054,17.922,11.876,58.993,11.197,28.635,12.519,17.587,20.86133333333333,10.611,25.088,7.62,11.711,12.79,20.205,16.76,663.62,33.681,6.487,31.156,14.839,16.095,20.614,31.94,116.421,34.926,17.315,17.457,12.984,17.452,15.869,315.473,18.345,11.143,15.272666666666666,175.483,10.759,9.037,22.005,14.405
1967-10-01,58.699,83356.997,12.317,65.739,21.519,58.802,28.327,15.511,53.495,13.191,24.341,17.991,12.02,59.378,11.231,28.759666666666664,12.718,17.781,21.019000000000002,10.736,25.376,7.74,11.823,12.86,20.217,16.91,661.707,33.988,6.573,31.659,15.142,16.233,20.752,32.249,117.083,35.094,17.454,17.657,13.067,17.602,16.112,317.362,18.417,11.348,15.379,175.337,10.898,9.163,22.263,14.523
1968-01-01,59.579,78740.204,12.524333333333333,66.166,22.146,59.021,28.529,15.639,54.035,13.47,24.6,18.163,12.172,60.274,11.308,28.957000000000004,12.873,17.975,21.199666666666666,10.886,25.628,7.866,11.968,12.934,20.352,17.052,656.928,34.376,6.676,31.655,15.222,16.553,20.967,32.51,117.516,35.251,17.6,17.825,13.273,17.789,16.371,319.7,18.511,11.55,15.545333333333332,175.649,11.09,9.292,22.31,14.708
1968-04-01,60.677,75176.17,12.696666666666665,66.569,22.375,59.537,29.118,15.818,54.483,13.832,24.834,18.303,12.331,60.925,11.292,29.389,13.033,18.177,21.373,11.024,25.857,7.981,12.113,13.022,20.506,17.285,655.611,34.616,6.773,31.812,15.395,16.741,21.166,32.826,118.436,35.247,17.812,18.014,13.442,17.971,16.558,320.923,18.631,11.653,15.679333333333332,175.702,11.244,9.41,22.485,14.891
1968-07-01,61.667,71371.117,12.933,67.123,22.567,60.032,28.759,16.081,55.074,14.186,24.983,18.442,12.519,61.397,11.399,29.262333333333334,13.211,18.351,21.503333333333334,11.175,26.0,8.095,12.253,13.098,20.548,17.5,654.485,34.878,6.873,32.061,15.654,17.011,21.369,33.093,119.601,35.737,18.041,18.147,13.587,18.157,16.757,323.326,18.776,11.659,15.816666666666668,176.205,11.352,9.486,22.64,15.044
1968-10-01,62.464,70291.423,13.160000000000002,67.736,22.923,60.642,28.962,16.312,55.834,14.474,25.52,18.661,12.686,61.932,11.434,29.49933333333333,13.429,18.607,21.828000000000003,11.345,26.535,8.227,12.401,13.193,20.695,17.719,658.622,35.24,6.981,32.341,15.867,17.302,21.592,33.585,120.969,36.335,18.212,18.314,13.759,18.358,16.906,325.518,18.946,12.117,15.947000000000001,176.818,11.573,9.725,22.882,15.264
1969-01-01,63.277,69220.738,13.217666666666666,68.131,23.449,60.855,29.396,16.346,56.907,14.812,25.813,18.737,12.848,62.498,11.565,29.817333333333334,13.535,18.793,22.066999999999997,11.525,26.83,8.37,12.554,13.287,20.781,17.804,660.451,35.694,7.083,32.369,15.888,17.386,21.753,33.86,121.832,36.925,18.353,18.441,13.92,18.536,17.062,327.569,19.141,12.364,16.051,177.078,11.749,9.863,22.877,15.512
1969-04-01,64.022,67733.5,13.39,68.642,23.8,61.171,29.445,16.575,57.962,15.073,26.091,19.029,13.034,63.118,11.781,29.942333333333334,13.761,19.041,22.468333333333334,11.739,27.114,8.54,12.721,13.402,20.872,17.875,660.402,36.065,7.214,32.546,16.13,17.553,22.056,34.18,122.441,37.297,18.493,18.632,14.089,18.772,17.267,329.754,19.337,12.542,16.227999999999998,176.906,11.983,10.026,23.059,15.811
1969-07-01,64.819,65886.541,13.773000000000001,68.97,24.361,61.716,29.847,17.005,58.875,15.289,26.329,19.412,13.261,63.61,11.755,30.27,14.062,19.312,22.691,11.937,27.351,8.68,12.888,13.547,21.023,18.008,661.913,36.539,7.34,32.631,16.546,18.017,22.364,34.558,123.579,37.555,18.609,18.853,14.26,19.002,17.454,330.929,19.534,12.593,16.433333333333334,177.908,12.187,10.165,23.448,16.02
1969-10-01,65.489,64783.688,13.961333333333334,69.395,24.74,62.254,30.537,17.218,59.599,15.535,26.672,19.689,13.54,64.034,11.725,30.95266666666667,14.272,19.554,23.064333333333334,12.143,27.711,8.847,13.067,13.686,21.565,18.222,664.448,36.94,7.48,32.899,16.745,18.274,22.602,34.983,124.616,37.853,18.756,19.05,14.411,19.221,17.64,330.916,19.732,12.782,16.578,178.86,12.406,10.358,23.677,16.252
1970-01-01,65.987,64499.317,14.442,69.514,25.433,62.928,30.536,17.722,60.068,15.693,26.887,20.074,13.774,64.318,11.687,31.219666666666665,14.64,19.823,23.498666666666665,12.351,27.934,9.019,13.247,13.829,21.793,18.48,669.277,37.475,7.635,32.942,17.199,18.946,22.893,35.371,125.823,38.038,18.913,19.293,14.549,19.444,17.829,329.87,19.931,12.771,16.572,180.746,12.676,10.462,23.962,16.751
1970-04-01,66.395,62733.678,14.687666666666667,69.787,25.727,63.525,31.133,17.956,60.483,15.831,27.465,20.243,14.089,64.605,11.906,31.650333333333332,14.888,20.109,23.930000000000003,12.535,28.514,9.203,13.434,13.969,22.042,18.754,670.699,37.819,7.772,33.141,17.394,19.311,23.118,35.95,127.075,38.29,19.101,19.511,14.761,19.659,18.041,328.898,20.133,13.244,16.815,180.736,12.944,10.789,24.178,16.946
1970-07-01,66.98,58486.095,14.944000000000003,70.301,26.196,64.003,31.059,18.263,60.941,15.984,27.407,20.373,14.271,64.73,11.831,31.857333333333333,15.149,20.274,24.299666666666667,12.693,28.457,9.344,13.603,14.133,22.581,19.007,666.231,38.221,7.885,33.628,17.696,19.62,23.274,36.182,128.139,38.504,19.287,19.746,14.933,19.851,18.255,329.172,20.336,12.888,17.023666666666667,180.747,13.178,10.819,24.431,17.243
1970-10-01,67.827,54672.268,15.14,71.47,26.759,64.752,31.174,18.495,62.028,16.229,27.728,20.465,14.443,65.119,12.06,32.08566666666667,15.387,20.539,24.720333333333333,12.875,28.792,9.472,13.803,14.339,22.809,19.241,663.313,38.644,7.987,34.671,17.922,19.865,23.481,36.659,129.379,38.684,19.591,19.926,15.171,20.108,18.5,333.008,20.542,12.994,17.206666666666667,180.284,13.428,10.998,24.95,17.572
1971-01-01,68.451,51494.268,15.642000000000001,72.482,27.48,65.462,32.082,19.081,63.171,16.43,28.21,20.355,14.679,65.456,12.067,32.668,15.808,20.85,25.094666666666665,13.003,29.294,9.565,13.987,14.531,23.382,19.412,660.619,39.074,8.041,35.473,18.504,20.442,23.52,37.178,130.51,38.969,19.916,20.108,15.395,20.299,18.727,337.115,20.751,13.341,17.70866666666667,178.102,13.733,11.226,25.477,17.815
1971-04-01,69.105,47134.558,15.965666666666666,72.998,27.658,65.877,32.154,19.437,63.861,16.728,28.607,20.723,14.817,65.773,11.865,32.73866666666667,16.099,21.13,25.471333333333334,13.142,29.71,9.685,14.173,14.716,23.464,19.637,654.542,39.33,8.126,35.65,18.839,20.855,23.765,37.613,131.663,39.218,20.121,20.31,15.599,20.53,18.893,341.895,20.946,13.615,17.984333333333336,176.719,13.981,11.481,25.726,18.204
1971-07-01,69.453,43509.52,16.19966666666667,72.835,27.812,65.972,31.997,19.719,64.813,17.068,28.94,20.893,14.992,66.067,12.088,32.75366666666667,16.33,21.343,25.741,13.305,30.034,9.797,14.371,14.895,23.751,19.837,648.461,39.573,8.22,35.136,19.127,21.116,23.973,37.945,132.711,39.644,20.257,20.475,15.854,20.732,19.059,344.382,21.128,13.866,18.238,175.86,14.178,11.736,25.628,18.6
1971-10-01,69.68,40897.874,16.44966666666667,72.461,27.868,65.968,32.195,20.122,65.287,17.316,29.205,21.034,15.108,66.155,12.238,32.96366666666667,16.586,21.52,26.058333333333334,13.436,30.291,9.9,14.507,15.009,24.105,19.966,644.614,39.753,8.308,34.62,19.592,21.337,24.126,38.184,133.76,39.899,20.296,20.587,16.07,20.86,19.141,344.539,21.295,14.08,18.485333333333333,174.633,14.333,11.941,25.528,18.704
1972-01-01,70.08,38547.996,16.878333333333334,73.086,28.515,66.427,33.061,20.953,65.957,17.672,29.565,21.483,15.211,66.351,12.081,33.471333333333334,17.112,21.865,27.503666666666664,13.603,30.646,10.008,14.666,15.154,24.514,20.011,640.856,40.118,8.419,35.138,20.636,21.582,24.389,38.616,134.854,40.298,20.581,20.741,16.276,21.08,19.292,345.589,21.45,14.278,18.924333333333333,173.534,14.654,12.175,25.942,18.872
1972-04-01,70.261,37352.333,17.063666666666666,73.461,28.894,66.737,33.323,21.166,66.32,17.844,29.764,21.553,15.38,66.576,11.994,33.86633333333333,17.3,21.999,27.670333333333332,13.712,30.858,10.082,14.788,15.266,25.148,20.078,637.309,40.445,8.494,35.414,20.857,21.768,24.446,38.912,135.055,40.509,20.798,20.845,16.459,21.202,19.374,346.328,21.632,14.345,19.116666666666664,173.101,14.827,12.327,26.176,18.937
1972-07-01,70.307,36116.345,17.236,73.836,29.16,66.862,33.454,21.34,67.237,18.015,30.057,21.81,15.525,66.915,12.25,34.11966666666667,17.503,22.198,27.971999999999998,13.954,31.179,10.213,14.931,15.414,25.554,20.132,635.279,40.776,8.655,35.603,21.022,21.964,24.662,39.161,135.689,40.858,20.749,20.933,16.604,21.388,19.488,347.432,21.842,14.586,19.362,173.038,15.052,12.488,26.4,19.06
1972-10-01,71.063,35620.144,17.580000000000002,73.599,29.273,66.708,34.215,21.804,68.243,18.09,30.482,22.116,15.684,67.353,12.505,34.75566666666666,17.813,22.45,28.393,14.122,31.622,10.299,15.067,15.559,26.12,20.241,635.501,41.094,8.751,35.077,21.508,22.369,24.946,39.396,136.175,41.169,20.742,20.991,16.8,21.562,19.61,348.411,22.08,15.034,19.653333333333332,173.124,15.259,12.731,26.037,19.246
1973-01-01,71.649,36771.919,17.921,73.904,29.677,66.986,35.189,22.155,67.997,17.896,30.789,22.952,15.851,67.711,12.681,35.763,18.133,22.735,28.684,14.189,31.906,10.404,15.199,15.778,26.888,20.353,642.514,41.597,8.818,35.221,21.836,22.772,25.479,39.738,136.997,41.235,20.874,21.115,16.897,21.823,19.74,349.717,22.346,15.23,19.819666666666667,175.003,15.559,12.92,25.93,19.471
1973-04-01,72.68,36548.632,18.198333333333334,74.486,29.887,67.661,36.768,22.54,69.901,18.145,31.333,24.011,16.232,68.112,13.132,37.51833333333333,18.453,23.111,29.195000000000004,14.496,32.474,10.543,15.429,15.948,29.005,20.546,645.728,42.181,8.989,35.527,22.267,23.042,26.247,40.302,138.044,41.882,21.142,21.354,17.241,22.242,20.022,351.452,22.745,15.614,20.59266666666667,176.349,15.836,13.196,26.241,19.734
1973-07-01,73.065,34513.822,18.488,74.853,30.108,68.208,38.896,23.006,72.891,18.4,31.994,25.093,16.648,68.602,13.381,39.18933333333333,18.764,23.553,29.707333333333334,14.998,33.152,10.691,15.685,16.108,30.387,20.787,641.134,42.905,9.274,35.597,22.803,23.334,26.914,40.927,138.616,42.375,21.347,21.546,17.763,22.647,20.234,352.916,23.277,16.145,21.334,177.106,16.049,13.562,26.629,19.978
1973-10-01,73.669,32140.28,18.895666666666667,75.092,30.37,68.388,40.869,23.498,74.227,18.689,32.422,25.913,17.294,69.071,14.73,41.279333333333334,19.141,23.961,30.19333333333333,15.259,33.548,10.881,15.98,16.315,32.672,21.036,633.613,43.79,9.432,35.532,23.268,23.886,27.741,41.414,138.788,42.656,21.276,21.77,18.125,23.11,20.529,354.928,23.942,16.426,21.94066666666667,177.7,16.353,13.893,26.888,20.297
1974-01-01,74.994,30313.08,19.072333333333333,75.924,30.846,69.235,43.712,23.739,77.371,19.144,33.059,27.144,17.654,70.355,17.502,45.177666666666674,19.525,24.446,31.072999999999997,15.742,34.242,11.115,16.297,16.551,37.854,21.388,631.992,44.9,9.696,35.57,23.545,24.04,29.172,42.189,140.143,43.666,21.448,22.159,18.653,23.798,20.818,358.953,24.741,16.799,22.905666666666665,178.567,16.828,14.267,27.529,20.643
1974-04-01,77.229,28848.88,19.508333333333333,77.846,31.356,70.97,45.206,24.168,81.546,19.522,34.009,27.782,18.129,72.414,19.092,48.11266666666666,20.05,24.989,31.93466666666667,16.35,35.265,11.431,16.666,16.773,42.193,21.937,644.086,46.036,10.016,36.607,23.882,24.688,30.238,43.497,144.702,44.654,22.001,22.959,19.27,24.472,21.285,363.778,25.484,17.196,23.567333333333334,181.64,17.413,14.889,28.328,21.2
1974-07-01,79.632,27850.692,20.012,80.812,32.022,73.875,47.751,24.874,82.893,19.926,35.304,28.373,18.696,75.182,19.346,50.623333333333335,20.713,25.759,33.165,16.761,36.643,11.821,17.055,17.025,44.358,22.913,656.294,47.175,10.3,38.528,24.67,25.197,31.089,45.26,149.086,45.67,23.437,24.066,19.713,25.132,21.748,371.085,26.172,17.746,24.122666666666664,185.219,18.048,15.583,29.31,21.863
1974-10-01,80.8,27271.569,20.71766666666667,83.339,32.84,77.507,50.187,25.7,84.46,20.32,36.683,29.567,19.182,77.833,19.052,52.74533333333333,21.359,26.541,33.94433333333333,17.156,38.002,12.189,17.432,17.348,45.776,24.268,670.203,48.275,10.559,39.908,25.448,26.126,31.971,47.223,153.636,47.093,25.256,25.042,19.963,25.771,22.257,377.628,26.804,18.225,24.677000000000003,188.27,18.579,16.238,30.359,22.588
1975-01-01,81.119,27342.382,21.109333333333336,84.645,33.414,81.084,51.599,26.167,86.878,20.654,37.937,29.99,19.621,79.604,19.109,53.907000000000004,21.77,27.141,34.651,17.559,39.303,12.489,17.824,17.807,46.496,25.773,685.696,49.221,10.789,40.31,25.872,26.691,32.426,48.972,157.747,47.809,26.958,25.798,20.231,26.256,22.741,383.512,27.382,18.69,25.063,190.876,18.953,16.712,31.159,23.227
1975-04-01,81.352,27163.078,21.474666666666668,86.167,34.701,83.67,51.452,26.546,87.746,21.021,38.831,29.813,19.898,80.946,19.465,53.84633333333333,22.149,27.534,35.21666666666667,17.87,40.204,12.762,18.123,18.085,46.617,27.018,694.732,50.139,11.009,41.051,26.201,27.178,32.543,50.226,160.371,48.413,27.854,26.174,20.541,26.578,22.958,392.096,27.869,19.016,25.496333333333336,190.832,19.329,17.014,32.039,23.728
1975-07-01,81.939,26218.848,21.813,87.112,35.142,84.963,51.299,26.904,90.618,21.192,39.293,30.541,20.188,81.733,20.645,53.482,22.439,28.021,35.426,18.463,40.682,13.085,18.45,18.369,45.581,27.861,694.719,50.725,11.376,41.652,26.534,27.59,33.268,50.872,161.343,49.048,28.361,26.382,21.073,27.076,23.215,394.361,28.266,19.192,25.84,191.024,19.576,17.165,32.283,24.195
1975-10-01,82.267,24994.086,22.304333333333332,88.451,35.668,86.284,51.613,27.522,90.997,21.604,39.874,31.008,20.59,82.907,21.039,53.74966666666666,22.83,28.489,35.88966666666666,18.752,41.234,13.457,18.823,18.759,45.654,28.424,696.497,51.26,11.599,42.484,27.161,28.186,33.696,51.568,163.207,49.58,28.845,26.694,21.317,27.53,23.543,398.863,28.573,19.539,26.285,191.792,19.826,17.367,32.948,24.684
1976-01-01,82.971,23665.604,22.595,89.646,35.797,87.609,52.36,27.924,93.375,21.748,40.259,30.819,20.904,83.9,20.851,54.44133333333334,23.122,28.8,36.39333333333334,19.131,41.596,13.768,19.129,19.084,46.403,28.824,700.077,51.517,11.809,43.282,27.608,28.484,33.739,52.137,165.911,50.171,29.371,27.127,21.605,27.833,23.849,401.576,28.789,19.66,26.609666666666666,191.27,20.05,17.472,33.736,25.139
1976-04-01,83.676,22438.231,22.799666666666667,90.641,36.364,88.453,52.931,28.158,93.026,21.591,40.958,30.601,21.233,84.533,20.65,55.040333333333336,23.363,29.088,36.71666666666667,19.383,42.302,14.053,19.388,19.363,47.112,29.262,701.646,52.257,12.033,43.97,27.85,28.701,33.737,52.807,168.099,50.589,29.752,27.47,21.92,28.066,24.083,404.898,29.302,20.233,26.825999999999997,191.119,20.293,17.786,33.97,25.536
1976-07-01,84.864,21431.574,23.027,91.738,36.891,89.587,53.241,28.481,93.109,22.083,41.533,30.951,21.589,85.072,21.018,55.628666666666675,23.58,29.459,37.039,19.729,42.897,14.342,19.743,19.703,47.952,29.775,701.207,52.899,12.316,44.813,28.206,28.95,34.156,53.51,169.476,51.414,30.19,27.735,22.321,28.492,24.394,406.375,29.712,20.559,27.273666666666667,191.635,20.444,18.047,34.581,25.963
1976-10-01,85.644,20759.65,23.599999999999998,93.29,37.34,90.977,54.192,29.242,95.206,22.392,42.182,31.237,21.883,85.676,21.58,56.41733333333334,24.022,29.96,37.54666666666667,20.049,43.55,14.623,20.081,20.156,48.431,30.353,696.328,53.573,12.49,46.084,29.015,29.607,34.599,54.292,169.027,52.169,30.96,28.15,22.514,28.942,24.708,410.0,30.175,20.935,27.714,192.214,20.689,18.297,35.353,26.345
1977-01-01,86.891,20932.501,23.926333333333332,94.247,37.513,92.456,54.812,29.656,98.397,22.579,43.066,31.802,22.244,86.735,22.169,57.65366666666666,24.422,30.443,38.181666666666665,20.547,44.434,14.924,20.475,20.691,50.157,31.16,698.356,53.987,12.766,46.513,29.488,29.893,35.232,55.35,169.176,52.746,31.666,28.608,22.883,29.465,24.994,413.569,30.439,21.449,28.109333333333336,193.791,21.079,18.878,35.72,26.828
1977-04-01,87.151,20288.914,24.255666666666666,94.727,37.899,93.818,55.624,29.993,98.18,23.293,43.869,32.708,22.798,87.371,22.495,58.73133333333333,24.786,30.925,38.67066666666667,20.854,45.256,15.274,20.894,21.103,51.533,31.911,694.703,54.541,13.026,46.693,29.799,30.285,35.878,56.183,169.185,52.962,32.313,29.007,23.128,29.969,25.271,415.599,30.824,22.028,28.658666666666665,193.993,21.456,19.218,36.336,27.337
1977-07-01,88.504,18787.698,24.459999999999997,95.711,38.333,95.327,55.348,30.141,101.293,24.171,44.844,33.036,23.204,88.376,22.465,58.90966666666666,25.069,31.351,38.97166666666667,21.249,46.141,15.534,21.287,21.531,52.206,32.606,686.112,55.16,13.221,47.153,29.911,30.51,36.251,57.158,169.476,53.61,33.047,29.416,23.355,30.42,25.543,419.202,31.281,22.758,29.163666666666668,193.517,21.821,19.652,37.418,27.776
1977-10-01,88.999,16827.867,25.144000000000002,96.992,38.725,96.937,55.61,31.014,102.506,24.781,45.809,33.342,23.563,89.207,22.975,59.29566666666667,25.632,31.875,39.54033333333333,21.493,47.069,15.786,21.63,21.918,52.735,33.26,674.394,55.785,13.371,48.2,30.863,31.218,36.675,58.15,170.098,53.987,33.829,29.854,23.535,30.852,25.867,420.989,31.785,23.464,29.730333333333334,192.393,22.189,20.066,38.853,28.186
1978-01-01,88.509,14897.186,25.404666666666667,98.382,39.966,98.08,56.696,31.369,103.859,25.748,46.681,34.204,23.99,89.96,23.068,60.327333333333335,25.962,32.397,40.14533333333333,21.939,47.964,16.152,22.041,22.243,53.62,34.026,667.926,56.551,13.681,49.138,31.273,31.461,37.164,59.011,172.843,54.82,34.236,30.197,23.804,31.358,26.269,425.761,32.23,24.139,30.211,189.637,22.503,20.497,39.653,28.723
1978-04-01,89.726,13358.634,25.84266666666667,99.882,40.658,99.263,58.107,31.985,105.287,26.614,47.644,35.72,24.624,91.677,23.035,61.77333333333334,26.43,33.043,40.897,22.338,48.937,16.445,22.486,22.635,54.921,34.697,663.744,57.241,13.948,49.801,31.999,31.853,38.056,59.994,175.872,55.59,35.076,30.491,24.23,32.002,26.717,431.82,32.694,24.858,30.880333333333336,188.971,22.879,21.07,40.073,29.058
1978-07-01,89.799,12240.879,26.268333333333334,101.5,41.341,100.504,59.059,32.52,108.389,26.867,48.574,36.469,25.314,93.024,23.507,62.68333333333333,26.851,33.626,41.547000000000004,22.898,49.902,16.828,22.897,22.963,55.836,35.392,658.96,58.083,14.279,50.857,32.535,32.383,38.681,60.976,177.956,56.795,35.815,31.063,24.704,32.564,27.141,433.704,33.286,25.523,31.69966666666667,188.695,23.227,21.587,40.7,29.571
1978-10-01,90.156,11476.645,26.732333333333333,103.276,41.9,101.719,60.997,33.081,109.114,27.502,49.544,37.019,25.908,94.823,24.641,64.23766666666667,27.272,34.291,42.147,23.369,50.92,17.285,23.373,23.42,56.817,36.121,653.982,59.023,14.635,51.833,33.059,33.016,39.343,62.028,179.039,57.942,36.546,31.491,25.036,33.179,27.629,437.969,33.973,26.195,32.28733333333333,189.278,23.56,22.176,41.272,30.064
1979-01-01,90.343,11491.133,27.249666666666666,104.953,41.975,103.611,62.796,33.691,111.72,26.445,50.576,38.416,26.595,96.305,25.816,66.42166666666667,27.854,34.931,42.88766666666667,23.997,51.957,17.74,23.698,23.816,59.036,37.047,655.785,59.934,15.042,52.856,33.733,33.498,40.441,63.332,179.574,58.639,37.087,32.094,25.455,33.804,28.028,443.33,34.664,26.725,32.796,192.362,24.121,22.794,42.475,30.502
1979-04-01,91.219,11195.447,27.669333333333338,106.8,42.635,105.499,65.353,34.2,114.564,28.478,51.864,39.214,27.361,97.514,29.525,69.29833333333333,28.391,35.775,43.69233333333333,24.486,53.264,18.039,24.315,24.259,62.106,37.973,656.361,61.02,15.324,54.049,34.292,33.907,41.813,64.726,180.913,59.686,37.875,32.503,25.958,34.728,28.578,449.974,35.423,27.637,33.787,193.81,24.673,23.493,43.518,31.294
1979-07-01,91.417,10563.27,28.412333333333333,108.026,42.99,107.218,66.885,34.998,119.631,28.882,53.112,39.577,27.986,98.492,34.378,72.23766666666667,29.216,36.522,44.595333333333336,25.202,54.565,18.459,24.88,24.915,66.74,39.022,651.374,62.089,15.702,54.574,35.151,34.582,43.168,66.088,181.853,61.311,39.015,33.025,26.493,35.59,28.981,453.906,36.255,28.516,34.93333333333333,195.516,25.509,24.221,44.173,32.276
1979-10-01,92.218,9815.477,29.037000000000003,109.973,43.679,109.081,68.114,35.768,122.475,28.906,54.186,40.289,28.671,100.22,37.237,74.87433333333333,29.82,37.188,45.50533333333334,25.94,55.683,18.976,25.479,25.648,71.159,39.959,647.252,63.204,16.188,55.353,35.884,35.427,44.337,67.326,183.877,64.082,39.981,33.678,26.965,36.451,29.285,459.018,37.024,29.212,36.16466666666667,197.236,26.007,24.735,45.406,33.785
1980-01-01,93.427,9332.412,29.617333333333335,113.197,43.847,111.891,70.12,36.475,124.965,29.205,55.445,40.914,29.385,102.892,42.517,78.7,30.511,38.001,46.407999999999994,26.799,56.983,19.652,26.121,26.183,77.095,41.493,650.987,64.458,16.789,56.763,36.701,35.911,46.043,68.825,187.608,68.708,41.142,34.593,27.711,37.545,29.837,466.658,38.142,29.984,37.717,197.802,26.684,25.162,46.813,35.186
1980-04-01,94.224,8633.133,30.71666666666667,115.869,44.372,114.736,71.081,37.885,129.422,29.831,56.721,41.766,30.026,105.273,44.568,80.67399999999999,31.507,38.903,47.748,27.557,58.317,20.197,26.757,26.842,79.893,42.906,653.654,65.691,17.225,57.647,38.215,37.116,47.168,70.405,192.402,73.232,42.887,35.496,28.169,38.464,30.706,473.473,39.079,30.692,38.550666666666665,199.382,27.417,25.673,47.956,36.4
