Date,"Automotive vehicles, engines, and parts","Capital goods, except automotive",Charges for the use of intellectual property n.e.c.,"Civilian aircraft, engines, and parts","Computers, peripherals, and parts","Consumer goods, except food and automotive",Durable goods,Exports of agricultural goods,Exports of durable goods,Exports of goods,Exports of goods and services,Exports of nonagricultural goods,Exports of nondurable goods,Exports of services,"Foods, feeds, and beverages",Government goods and services n.e.c.,Imports of durable goods,Imports of goods,Imports of goods and services,Imports of nondurable goods,Imports of nonpetroleum goods,Imports of services,Industrial supplies and materials,Nondurable goods,"Nondurable goods, excluding petroleum and products",Other,Other business services,Petroleum and products,Transport,Travel (for all purposes including education)
1987-04-01,10.9,31.25,56.25,57.400000000000006,72.1,29.65,23.625,11.9,25.2,20.6,17.5,21.7,13.2,9.7,12.15,-34.35,11.5,8.3,10.4,2.9,8.5,20.2,3.1500000000000004,12.525,-3.15,14.883333333333333,11.549999999999999,-0.14999999999999947,30.15,22.049999999999997
1987-07-01,-7.3,37.599999999999994,9.0,75.75,73.2,0.6500000000000004,-4.575,122.8,17.6,21.7,18.5,12.6,28.8,10.3,66.45,-14.6,4.7,10.0,8.0,19.7,2.0,-0.2,19.700000000000003,19.2,11.3,6.183333333333334,0.19999999999999996,39.95,9.1,5.6499999999999995
1987-10-01,46.15,24.55,35.85,27.5,47.55,13.799999999999999,25.975,-37.5,35.0,15.9,15.8,25.7,-10.4,15.3,-31.05,105.2,13.6,7.2,9.5,-3.0,11.2,20.2,12.45,6.025,18.55,9.799999999999999,7.65,31.650000000000002,21.85,19.7
1988-01-01,2.6500000000000004,16.200000000000003,49.9,-9.599999999999998,24.1,15.85,17.925,52.3,29.2,28.4,24.2,25.7,27.2,12.6,41.050000000000004,-27.15,-4.5,-1.2,-1.9,4.8,-1.5,-4.5,10.15,11.25,7.5,7.583333333333333,5.15,-5.0,13.5,5.75
1988-04-01,-2.0500000000000003,19.95,12.75,147.9,20.299999999999997,19.2,17.025,-18.1,21.4,11.9,11.7,16.5,-3.0,10.9,-18.85,-2.2,-2.9,-3.9,-4.5,-5.7,-5.5,-7.1,-2.45,3.849999999999999,-7.9,5.6000000000000005,5.550000000000001,1.6000000000000005,7.45,-2.55
1988-07-01,3.0500000000000003,12.15,7.2,-29.25,23.15,13.899999999999999,5.3999999999999995,4.7,3.5,6.3,8.1,6.5,11.3,13.6,8.2,6.550000000000001,10.2,10.3,9.8,10.5,10.7,7.4,10.299999999999999,16.275,19.85,14.033333333333333,6.1,-12.899999999999999,-0.25,26.25
1988-10-01,12.799999999999999,22.6,15.4,33.9,18.65,21.700000000000003,26.8,9.9,24.2,15.8,12.8,16.6,2.4,4.3,-1.3499999999999999,-16.950000000000003,16.2,13.9,12.8,9.7,12.8,7.6,12.55,10.2,-1.1,10.35,17.4,53.599999999999994,-2.5,7.9
1989-01-01,20.650000000000002,0.15,-11.45,-3.6500000000000004,-2.8499999999999996,21.05,23.825,1.3,11.2,8.5,12.5,9.4,3.8,25.2,8.25,7.2,-0.1,1.2,1.9,3.9,-1.6,4.8,3.75,2.2250000000000005,-2.5999999999999996,-0.5166666666666665,30.15,62.599999999999994,17.4,12.899999999999999
1989-04-01,-26.700000000000003,33.9,3.3,90.0,47.0,30.15,18.975,26.2,18.5,23.3,18.7,23.0,32.4,6.2,2.7,50.95,6.2,1.7,1.9,-5.9,5.8,3.0,14.05,24.650000000000002,26.25,11.299999999999999,15.55,-3.0999999999999996,1.55,0.0
1989-07-01,-12.35,11.9,-15.149999999999999,34.75,25.8,-8.45,-8.1,-16.7,8.4,3.3,4.1,6.1,-5.3,6.7,11.7,-38.699999999999996,-7.7,-2.5,-0.5,7.6,-4.0,8.7,0.45,0.5,-2.05,2.2833333333333337,19.35,-5.75,6.15,18.3
1989-10-01,15.450000000000001,7.3,45.2,15.250000000000004,35.400000000000006,11.100000000000001,8.575,8.1,4.9,3.8,6.2,3.3,1.8,13.3,9.3,2.55,7.1,8.5,7.4,10.9,8.6,2.6,0.10000000000000053,3.8499999999999996,-0.09999999999999964,13.883333333333333,0.8500000000000001,-4.749999999999999,4.15,18.450000000000003
1990-01-01,6.05,25.3,24.1,48.050000000000004,19.900000000000002,12.65,12.8,25.1,29.0,20.3,18.5,19.7,5.2,13.7,23.6,1.3,1.8,12.4,13.3,31.7,4.0,17.3,26.700000000000003,23.724999999999998,6.6,-1.9666666666666675,0.35000000000000053,63.25,37.55,17.75
1990-04-01,15.15,6.7,5.1000000000000005,25.8,-4.7,16.45,0.4249999999999996,-12.5,2.9,4.0,5.1,6.2,6.4,8.1,-13.0,17.299999999999997,9.7,-1.5,-0.7,-17.4,5.6,2.9,-11.7,5.950000000000001,3.6500000000000004,8.466666666666667,4.65,-26.65,10.45,3.5
1990-07-01,-10.5,4.4,35.75,-4.3,10.15,-2.9,6.775,-2.2,4.7,3.9,3.1,4.6,2.4,0.9,-6.8,22.200000000000003,0.3,-2.9,-1.6,-8.0,0.0,3.7,0.10000000000000009,-6.325,5.0,13.883333333333333,12.100000000000001,5.599999999999998,-1.35,-9.899999999999999
1990-10-01,-15.35,1.9499999999999997,28.299999999999997,62.95,10.85,-5.0,-1.525,-21.5,-2.6,-0.1,3.6,2.5,4.9,13.9,-15.25,-14.5,-4.4,-11.4,-10.3,-21.5,-4.6,-5.6,-3.75,-0.6499999999999999,0.0,5.1000000000000005,13.25,64.2,-11.15,9.8
1991-01-01,-0.6000000000000014,4.9,-2.8,-28.15,47.45,8.3,-7.6,15.5,6.2,10.5,2.5,10.0,18.7,-16.1,7.0,141.85,-10.2,-2.4,-4.5,11.6,-9.5,-12.5,9.5,20.05,-3.8499999999999996,-3.133333333333333,28.599999999999998,68.30000000000001,-31.25,-36.9
1991-04-01,1.6000000000000005,21.35,28.8,41.65,24.1,-6.4,4.450000000000001,-9.9,19.7,8.9,15.4,11.0,-9.2,34.9,2.6500000000000004,-36.5,3.4,6.8,7.3,13.1,5.9,9.2,7.85,-2.3999999999999995,16.8,12.516666666666667,11.8,-24.8,38.15,54.75
1991-07-01,46.55,13.5,5.8999999999999995,20.35,27.0,10.350000000000001,8.925,31.3,12.3,9.5,9.8,7.5,4.2,10.5,18.2,-7.200000000000001,20.5,16.8,11.7,10.9,15.3,-6.7,6.1,6.775,2.9,3.7833333333333337,2.35,-0.34999999999999787,8.2,-1.2999999999999998
1991-10-01,-7.949999999999999,7.449999999999999,1.8500000000000005,-3.5999999999999996,15.399999999999999,22.2,11.825,10.6,6.6,9.1,9.3,9.0,14.5,9.7,0.9500000000000001,-34.1,8.0,9.9,9.1,13.5,11.9,5.8,7.4,16.975,17.75,14.35,19.6,40.849999999999994,4.95,11.45
1992-01-01,10.35,13.5,136.45,13.9,22.7,4.85,6.625000000000001,12.2,9.4,9.8,7.4,9.5,10.5,1.6,5.25,74.55,9.7,5.8,2.9,-0.6,7.2,-8.5,4.3,5.15,2.0999999999999996,10.35,-28.349999999999998,10.2,-16.0,8.25
1992-04-01,11.5,12.3,-27.95,-4.650000000000002,59.099999999999994,10.25,1.725,5.6,-2.6,-0.2,0.2,-0.8,4.7,1.2,28.049999999999997,13.95,12.2,10.3,6.7,6.9,12.6,-7.3,1.2000000000000002,8.475,11.5,-0.06666666666666628,5.75,-3.15,-9.5,0.9
1992-07-01,9.25,17.6,99.35000000000001,2.5,36.6,10.3,6.45,31.5,15.2,12.7,8.8,10.8,7.9,-0.7,20.25,-22.9,7.6,8.4,6.5,9.7,7.0,-1.7,3.75,7.349999999999999,1.0,5.716666666666666,9.55,1.0999999999999996,-0.7000000000000002,-6.7
1992-10-01,18.450000000000003,11.45,-38.85,9.9,20.25,1.9500000000000002,2.125,-8.3,7.2,3.0,2.0,4.3,-5.2,-0.4,-8.35,-9.649999999999999,10.4,10.8,9.9,11.4,8.0,6.3,8.9,8.25,0.5499999999999998,1.1833333333333338,-4.25,22.55,6.4,14.399999999999999
1993-01-01,15.15,5.800000000000001,1.0,-45.7,17.1,6.5,5.8500000000000005,-12.2,-0.9,-1.7,0.9,-0.6,-3.6,8.0,-0.65,41.7,16.5,11.3,8.9,2.5,12.6,-1.1,-1.05,-0.3250000000000002,1.0999999999999999,8.266666666666666,1.9500000000000002,-0.4,1.9,3.0
1993-04-01,1.15,16.55,30.4,14.750000000000002,24.95,7.0,0.2749999999999997,8.8,5.7,5.2,4.9,4.9,4.4,3.9,0.9,-9.3,10.0,9.4,8.5,8.3,10.8,4.6,-1.25,4.775,5.05,17.1,11.55,5.8,1.5,1.25
1993-07-01,-10.25,4.9,1.1000000000000005,-33.0,28.450000000000003,12.6,17.75,-24.6,0.6,-3.1,-1.1,-0.5,-10.5,4.1,-12.3,54.650000000000006,7.3,5.2,5.4,1.4,6.2,6.3,2.8,2.3,2.05,1.6833333333333333,10.05,-26.200000000000003,0.7,9.0
1993-10-01,38.1,25.75,9.6,78.5,23.200000000000003,-0.05,9.950000000000001,6.5,21.6,17.9,13.5,19.2,10.5,3.2,7.550000000000001,-46.75,21.3,17.6,17.1,10.9,15.4,14.4,19.950000000000003,10.725,7.35,5.766666666666666,14.45,53.2,9.1,19.25
1994-01-01,-4.25,21.65,98.9,-17.5,28.7,2.75,0.2749999999999999,-17.0,5.4,0.2,4.0,2.1,-10.1,14.0,-5.35,35.2,12.1,10.2,9.6,6.7,11.6,6.9,-0.6499999999999999,2.05,7.3500000000000005,9.35,22.25,-21.75,4.95,-8.35
1994-04-01,25.95,16.65,-26.150000000000002,-10.75,30.25,18.3,20.525,21.5,15.6,16.6,14.2,16.1,19.0,8.5,1.45,-39.9,25.2,18.9,15.8,7.3,21.2,1.8,14.100000000000001,13.65,16.5,26.116666666666664,11.45,-6.15,16.65,6.2
1994-07-01,15.95,24.200000000000003,15.700000000000001,-13.3,30.200000000000003,16.75,16.475,37.3,23.0,22.6,15.8,21.1,21.6,0.2,22.849999999999998,30.800000000000004,15.1,14.6,11.7,13.6,13.0,-1.4,19.049999999999997,20.85,12.9,9.200000000000001,0.1499999999999999,13.250000000000002,6.15,-5.15
1994-10-01,17.4,18.25,16.7,38.4,43.3,12.3,15.275,35.8,9.0,9.5,9.6,7.1,10.6,9.6,19.299999999999997,-35.9,22.8,14.9,11.7,0.2,18.3,-3.0,2.35,2.425,3.35,12.216666666666667,20.4,17.549999999999997,-0.09999999999999964,-1.25
1995-01-01,7.85,16.8,16.9,-43.900000000000006,16.7,3.25,7.625,8.3,15.7,10.5,7.9,10.7,0.3,1.3,8.799999999999999,24.65,8.6,7.9,9.1,6.5,8.8,15.3,4.1499999999999995,1.4749999999999996,1.2,11.85,1.0999999999999996,3.4000000000000004,3.85,11.700000000000001
1995-04-01,-17.049999999999997,27.75,15.05,38.5,32.05,3.0,0.7,-5.7,9.6,5.4,5.7,6.6,-2.9,6.7,-2.85,167.75,8.0,5.6,3.8,0.9,7.6,-5.0,-1.05,1.65,6.0,4.633333333333334,7.0,-1.9999999999999991,0.5,-4.75
1995-07-01,-3.55,24.25,25.1,-24.0,53.150000000000006,5.3999999999999995,-0.30000000000000016,7.7,19.8,18.1,18.5,19.2,14.4,19.6,7.6499999999999995,-6.4,-0.1,0.9,1.4,2.8,-0.9,4.1,6.0,10.799999999999999,6.2,8.049999999999999,13.9,-4.4,13.1,12.2
1995-10-01,-6.0,20.75,16.75,-7.300000000000001,51.8,-4.300000000000001,-2.475,-22.1,9.4,5.0,5.8,8.4,-3.7,8.1,-14.149999999999999,-17.0,7.8,4.6,5.2,-1.8,4.7,8.5,3.25,0.20000000000000018,4.25,10.533333333333333,5.6,37.199999999999996,3.8000000000000003,20.25
1996-01-01,11.149999999999999,11.4,-12.15,9.35,28.049999999999997,15.399999999999999,13.45,25.0,7.2,7.8,4.9,6.0,8.9,-2.3,24.700000000000003,59.900000000000006,15.8,15.0,13.7,13.4,15.2,6.8,7.95,11.075,3.15,1.45,17.6,14.350000000000001,-12.75,0.4500000000000002
1996-04-01,14.8,10.15,0.050000000000000044,69.6,12.05,5.65,11.8,-25.2,11.3,5.0,6.7,9.1,-6.9,11.1,-3.05,6.8500000000000005,12.7,10.5,9.3,6.1,10.6,3.2,3.05,-2.220446049250313e-16,0.55,6.45,10.95,-27.35,15.25,3.6499999999999995
1996-07-01,21.25,12.2,81.5,2.2,15.65,12.5,14.6,-0.5,10.6,8.8,3.3,9.8,4.9,-10.0,8.4,-2.6999999999999993,15.6,14.3,13.6,11.6,15.0,10.3,10.35,8.8,7.75,7.483333333333333,2.8000000000000003,53.1,-2.8499999999999996,-9.7
1996-10-01,-14.25,33.849999999999994,-19.400000000000002,68.60000000000001,24.55,14.649999999999999,9.9,28.4,24.4,24.2,27.4,23.8,23.8,36.0,13.149999999999999,-10.15,8.6,10.1,8.1,12.8,10.1,-1.5,13.899999999999999,18.3,16.2,18.366666666666667,20.7,25.85,11.65,38.05
1997-01-01,34.0,28.9,25.700000000000003,10.4,56.15,11.7,5.800000000000001,-12.4,20.1,13.0,7.8,15.8,-1.2,-4.6,-2.35,-1.6500000000000004,25.2,18.4,18.2,6.4,20.2,17.4,2.1999999999999997,8.075000000000001,4.300000000000001,10.716666666666667,4.6499999999999995,-9.799999999999999,10.0,5.85
1997-04-01,8.2,30.1,0.1499999999999999,35.55,43.1,18.2,18.475,3.6,26.5,22.0,17.0,23.8,12.2,4.3,4.45,-13.899999999999999,18.1,16.1,14.1,12.1,18.3,4.4,11.75,12.275,16.4,21.683333333333334,14.55,4.45,7.35,-3.4
1997-07-01,11.1,21.950000000000003,26.349999999999998,66.7,26.049999999999997,7.800000000000001,6.325,10.1,15.0,11.5,9.6,11.6,3.6,4.4,11.75,15.15,15.6,15.4,15.6,14.7,16.2,16.7,6.35,7.3,7.85,11.200000000000001,16.25,14.35,0.25000000000000006,11.45
1997-10-01,-3.6,5.3,-12.25,-17.200000000000003,0.8499999999999996,9.05,10.125,12.8,-1.8,-0.3,-0.6,-1.4,3.3,-1.3,13.75,-15.350000000000001,9.9,9.3,8.9,8.1,8.6,7.1,4.75,5.75,-2.35,4.05,8.2,0.05000000000000071,8.100000000000001,0.39999999999999947
1998-01-01,11.3,11.2,51.900000000000006,42.05,14.750000000000002,6.6,14.100000000000001,-2.1,4.8,2.4,1.9,2.9,-2.9,0.3,5.25,31.25,18.5,15.6,15.9,9.9,16.3,17.4,7.1000000000000005,2.3,2.35,5.8500000000000005,6.05,2.05,-3.8499999999999996,14.549999999999999
1998-04-01,-9.75,-0.05000000000000071,-0.04999999999999982,69.25,13.25,12.65,7.25,-17.4,-11.5,-10.4,-4.3,-9.8,-8.0,14.2,-10.2,272.2,10.5,9.7,9.5,8.2,10.3,8.3,0.4499999999999993,6.05,2.5,-4.333333333333334,22.0,-7.85,7.2,6.15
1998-07-01,-14.5,6.550000000000001,11.6,44.75,9.25,5.0,2.6,-15.0,2.2,0.2,-1.8,1.6,-4.5,-6.9,-7.949999999999999,-4.900000000000002,3.4,4.7,5.5,7.6,4.5,9.5,-0.6500000000000001,1.6,-3.25,9.016666666666667,4.6,6.9,3.7,-5.15
1998-10-01,56.05,14.95,33.05,36.5,33.15,-0.5999999999999999,5.975,46.2,20.0,18.8,15.7,16.8,15.7,8.1,25.400000000000002,-37.3,22.3,15.7,13.6,2.3,16.2,3.6,4.9,-0.9500000000000002,2.45,12.333333333333334,8.35,-19.6,4.55,3.9999999999999996
1999-01-01,6.05,1.85,9.8,-30.7,17.8,6.4,-3.925,-33.7,-7.1,-6.3,-1.3,-3.8,-4.4,12.9,0.20000000000000107,80.75,9.8,13.3,11.8,21.4,11.7,4.5,4.55,14.525,-6.7,-14.6,105.05000000000001,235.2,-28.05,-1.0
1999-04-01,9.15,14.549999999999999,12.15,-14.450000000000001,34.25,7.2,15.149999999999999,30.1,4.5,5.9,5.1,4.3,9.6,2.9,20.6,29.85,19.8,14.2,12.0,2.6,15.9,1.4,7.3,-0.050000000000000044,13.25,7.833333333333333,7.65,8.149999999999999,-1.1999999999999997,-5.4
1999-07-01,13.05,21.7,-11.1,36.25,17.55,15.65,11.275,29.4,14.9,11.3,12.6,10.0,2.8,15.9,14.049999999999999,23.5,17.6,16.2,15.3,13.4,17.4,10.4,5.85,10.175,15.35,6.566666666666667,17.95,-20.4,11.05,18.2
1999-10-01,5.8,15.2,26.6,-13.2,11.55,17.35,24.575,-16.2,14.6,12.6,8.8,15.1,7.7,-0.1,-1.4499999999999997,-22.3,14.5,11.0,10.6,4.1,13.9,8.7,12.6,9.45,12.25,12.716666666666667,13.5,5.549999999999999,1.7000000000000002,-4.1
2000-01-01,30.15,9.5,29.65,-34.4,15.700000000000001,16.45,21.375,15.6,11.7,7.9,5.9,7.4,-1.0,0.8,2.1,-2.7,19.0,16.1,16.0,10.6,14.9,15.2,10.9,7.875,2.05,8.416666666666666,3.6000000000000005,0.4499999999999993,0.25,13.75
2000-04-01,-12.25,36.85,11.65,50.45,45.75,14.35,2.25,-1.5,16.4,11.9,12.8,12.9,1.2,15.0,5.8,67.55,14.1,12.1,13.4,8.4,14.2,20.4,-1.3,12.225000000000001,0.8499999999999999,8.283333333333333,12.850000000000001,-5.05,19.299999999999997,20.9
2000-07-01,-1.5499999999999998,20.6,21.35,-0.15000000000000036,32.3,11.7,6.3999999999999995,35.0,13.3,15.7,9.9,14.4,22.0,-3.9,21.650000000000002,25.099999999999998,14.3,14.8,15.2,16.0,15.6,17.3,10.5,13.799999999999999,22.05,24.95,6.9,-4.55,5.85,4.699999999999999
2000-10-01,-5.25,-3.15,-7.0,26.25,-12.25,2.0500000000000003,1.775,-21.0,-5.1,-6.1,-3.9,-4.9,-8.6,2.1,-10.55,-19.75,-0.3,0.7,0.6,2.7,-0.5,-0.2,0.5,0.8500000000000001,-7.5,-1.3833333333333335,22.15,20.35,-10.3,-6.2
2001-01-01,-15.95,-11.45,-17.150000000000002,40.800000000000004,-16.3,5.65,-1.0750000000000004,11.6,-7.0,-5.6,-4.9,-6.7,-1.8,-3.2,7.1499999999999995,-16.45,-13.3,-6.5,-5.1,7.4,-9.3,3.0,0.09999999999999964,4.5249999999999995,4.9,-10.833333333333334,9.850000000000001,-10.2,1.0,-0.7
2001-04-01,10.799999999999999,-33.45,4.95,-9.6,-29.599999999999998,-4.5,-13.65,4.9,-20.7,-15.6,-11.2,-17.0,-1.4,1.3,5.05,4.85,-19.2,-15.0,-12.2,-6.8,-14.6,4.1,-14.549999999999999,-6.0,-12.05,-6.433333333333334,15.649999999999999,-9.299999999999999,-2.3499999999999996,-8.35
2001-07-01,0.3999999999999999,-25.35,-23.0,-17.55,-19.35,-15.0,-11.174999999999999,-3.5,-24.5,-20.6,-19.0,-21.8,-10.4,-14.7,6.499999999999999,34.55,-8.5,-7.6,-8.8,-5.8,-6.5,-14.4,-6.85,-10.3,-2.95,-13.766666666666666,1.4999999999999998,3.3499999999999996,-25.15,-24.049999999999997
2001-10-01,-7.7,-10.4,37.05,0.34999999999999964,-6.3500000000000005,-5.65,-6.675,10.3,-13.2,-8.8,-13.2,-10.2,2.6,-23.6,0.7999999999999998,11.100000000000001,-4.5,-2.9,-4.1,0.4,-4.6,-9.9,2.2,1.85,-1.5499999999999998,-4.066666666666666,16.25,34.1,-31.85,-54.400000000000006
2002-01-01,6.0,4.8500000000000005,34.75,-16.3,15.75,6.6,8.575,-3.0,-2.0,0.4,9.0,0.7,6.0,34.1,1.3,24.85,14.0,7.2,11.9,-4.4,9.9,37.6,-1.55,-1.225,2.95,4.816666666666666,21.1,-9.85,41.6,82.45
2002-04-01,28.75,13.25,23.05,-18.75,10.05,20.3,17.9,0.7,16.3,14.0,12.4,15.2,8.8,8.8,6.35,-18.55,19.6,18.6,14.1,17.1,19.6,-5.8,12.5,15.175,16.45,10.266666666666667,1.3999999999999995,1.0999999999999996,9.45,-11.7
2002-07-01,3.9,4.35,-3.9,-6.1,-1.7500000000000002,10.2,4.6,-19.2,4.9,2.5,1.3,4.6,-2.8,-1.7,-2.8000000000000003,25.95,6.5,7.8,5.2,10.2,8.7,-7.1,-0.7000000000000002,5.95,-1.75,6.233333333333333,6.45,10.15,-13.350000000000001,-12.2
2002-10-01,-4.5,-5.35,-7.65,24.5,6.2,0.8999999999999999,-1.8,-11.4,-11.7,-9.4,-5.8,-9.2,-4.0,3.5,-5.1499999999999995,-9.35,1.1,5.3,7.4,12.9,3.2,19.0,8.4,10.425,5.5,-5.833333333333333,6.95,25.950000000000003,21.8,23.0
2003-01-01,-2.25,8.6,-13.75,-28.400000000000002,4.9,8.4,-0.35,19.7,2.3,4.9,-1.2,3.8,10.7,-14.7,17.25,-11.5,1.3,-0.4,-1.7,-3.4,1.5,-7.9,-2.45,7.425,-4.85,0.06666666666666637,5.3500000000000005,1.0499999999999998,-22.45,-23.3
2003-04-01,11.85,7.05,19.650000000000002,-7.449999999999999,2.6999999999999997,3.2,4.824999999999999,2.7,4.4,0.4,0.7,0.2,-7.5,1.4,2.0,-7.35,8.5,10.8,6.0,14.3,7.6,-15.7,7.8,4.049999999999999,4.65,3.6833333333333336,2.3000000000000003,15.849999999999998,-4.2,-32.95
2003-07-01,-14.75,13.350000000000001,2.1499999999999995,-2.5,22.55,12.65,10.025,19.4,9.4,9.6,11.4,8.7,10.2,15.8,9.5,117.95,3.5,2.9,6.4,1.8,2.7,26.3,4.300000000000001,5.625,12.45,6.083333333333333,6.7,-5.999999999999999,16.15,64.3
2003-10-01,24.65,34.1,19.9,62.2,30.35,14.700000000000001,19.15,-14.0,27.6,19.3,19.2,22.9,3.5,19.0,4.35,22.6,25.0,13.7,13.3,-3.0,17.6,11.7,2.45,2.025,-1.5499999999999998,9.299999999999999,18.25,6.7,14.1,8.5
2004-01-01,4.3,11.95,21.15,-46.95,7.85,11.25,14.675,-21.8,9.6,7.2,9.4,10.1,2.4,14.7,-11.15,16.75,9.8,12.1,11.7,16.3,9.8,9.6,19.05,17.325,13.5,15.333333333333334,17.700000000000003,20.2,17.6,-0.30000000000000027
2004-04-01,16.25,15.049999999999999,19.65,28.8,15.0,23.6,27.125,-17.0,9.8,7.7,8.6,10.0,3.5,10.9,-6.949999999999999,-5.25,24.0,17.8,16.7,8.4,22.2,11.4,10.600000000000001,11.825,17.95,10.25,11.5,8.8,9.75,10.25
2004-07-01,10.0,10.2,26.6,0.5,20.9,1.0,9.625,15.3,6.2,4.8,1.3,3.9,1.6,-6.4,9.7,4.65,9.4,5.5,5.7,-0.7,5.8,6.6,3.2,-2.95,0.0,4.083333333333333,-1.25,3.6,1.1,-1.9
2004-10-01,2.25,6.8999999999999995,27.6,32.5,15.25,16.4,14.15,46.4,3.2,7.2,9.8,4.6,16.1,16.4,27.099999999999998,-22.55,10.9,10.4,9.7,9.8,8.9,5.6,10.399999999999999,12.475,1.25,-1.05,27.15,23.549999999999997,1.85,-6.35
2005-01-01,2.8,7.050000000000001,-14.299999999999999,9.45,10.4,11.75,7.3,-11.3,11.0,7.7,7.7,9.5,1.0,7.7,-7.3,95.65,4.0,4.7,3.5,5.7,6.8,-2.4,0.8,5.275,9.850000000000001,12.583333333333334,-11.2,-6.55,11.95,17.95
2005-04-01,2.6999999999999997,21.5,18.75,56.75,19.549999999999997,7.75,8.6,7.5,15.1,13.2,9.2,13.7,9.2,0.3,10.6,16.950000000000003,9.8,5.8,5.5,-0.1,7.3,3.5,5.25,5.699999999999999,-0.3999999999999999,3.7000000000000006,2.5000000000000004,13.3,-1.4499999999999997,-2.9
2005-07-01,11.350000000000001,3.6,-5.65,-43.55,14.0,2.5,7.9750000000000005,-11.9,8.5,0.5,-0.1,1.5,-14.5,-1.4,-4.5,-0.04999999999999982,5.3,1.7,2.3,-3.5,2.0,5.2,-7.45,-11.025,-4.05,10.549999999999999,18.25,-27.75,-10.2,-0.5500000000000003
2005-10-01,22.05,20.0,7.65,25.75,10.7,9.3,13.175,14.7,19.6,12.5,13.0,12.3,-1.7,14.3,11.899999999999999,-23.55,14.6,14.4,13.5,14.0,13.9,8.8,8.45,8.25,6.55,3.783333333333333,18.25,0.3000000000000007,26.85,0.34999999999999987
2006-01-01,8.45,17.1,-8.600000000000001,38.5,22.05,16.1,21.65,24.4,15.3,19.0,17.2,18.6,27.7,13.1,13.600000000000001,59.45,17.7,6.2,8.5,-8.4,12.5,21.6,10.549999999999999,11.375,2.799999999999999,7.916666666666667,51.9,40.6,-2.4,1.35
2006-04-01,-3.7,10.45,-10.3,-4.3,11.0,7.300000000000001,3.1499999999999995,13.8,6.3,7.1,7.6,6.7,9.1,8.8,7.1,44.449999999999996,2.4,4.6,4.0,7.8,4.5,1.0,6.8,9.175,12.149999999999999,0.18333333333333313,7.55,6.8,9.0,1.8
2006-07-01,-3.2,4.35,2.1999999999999997,-7.85,3.8999999999999995,7.0,4.125,-7.6,1.6,1.5,-0.5,2.2,1.3,-5.2,3.0,-21.450000000000003,3.0,5.4,4.1,8.9,2.2,-2.8,3.8499999999999996,5.824999999999999,-6.4,4.483333333333333,-1.4000000000000001,19.55,0.3999999999999999,-8.5
2006-10-01,15.5,7.75,72.35,43.3,11.05,17.450000000000003,11.925,-4.3,14.5,12.5,16.1,13.9,8.1,25.4,1.25,6.45,4.5,-3.0,-0.5,-13.2,3.6,13.9,-2.4000000000000004,3.575,5.1,-1.366666666666667,28.75,-7.3500000000000005,6.55,11.7
2007-01-01,2.8,6.0,-2.7500000000000018,11.05,24.950000000000003,13.850000000000001,3.3499999999999996,1.4,4.9,4.1,8.2,4.4,2.3,18.5,6.1,16.15,2.9,5.3,6.0,9.2,5.4,9.3,-1.25,7.525,-0.25,8.700000000000001,31.1,1.15,1.3,2.1999999999999997
2007-04-01,15.649999999999999,4.75,4.0,8.0,-12.350000000000001,-0.5499999999999998,3.25,18.6,7.1,5.7,6.2,4.8,3.1,7.3,1.1,-39.45,1.1,1.7,2.1,2.6,1.1,4.4,7.199999999999999,1.9999999999999998,19.049999999999997,-2.7999999999999994,17.5,-4.300000000000001,5.4,-1.9000000000000001
2007-07-01,8.649999999999999,11.200000000000001,16.0,17.95,3.2,4.25,4.2,38.1,11.2,11.4,13.1,9.4,11.9,17.1,20.05,23.700000000000003,6.2,1.5,2.3,-4.9,3.5,6.4,0.5499999999999998,-0.8250000000000002,5.8,3.75,18.45,9.8,5.05,3.8
2007-10-01,-9.65,6.05,4.25,1.1,3.0500000000000003,7.800000000000001,6.324999999999999,1.5,9.2,8.9,9.5,9.6,8.5,10.9,1.9500000000000002,235.4,-4.1,-3.9,-3.7,-3.6,-5.2,-2.9,1.8499999999999996,0.07500000000000018,-9.45,-1.0666666666666669,-1.7000000000000002,31.2,1.4,6.3
2008-01-01,-3.9000000000000004,7.550000000000001,16.5,-0.45000000000000107,14.100000000000001,8.15,5.45,0.9,4.2,7.8,6.5,8.4,15.1,3.6,2.9,-45.15,2.1,-0.3,1.5,-3.1,1.4,11.1,6.2,10.675,-0.9500000000000002,-2.6833333333333336,18.5,24.6,10.15,2.85
2008-04-01,1.3499999999999996,11.2,-10.899999999999999,4.9,25.75,9.45,12.625,12.3,15.9,14.4,12.3,14.6,12.0,7.4,3.85,25.750000000000004,-0.1,-3.3,-3.7,-6.8,-0.8,-5.9,8.2,6.750000000000001,8.65,-9.65,18.3,5.0,-10.35,-14.25
2008-07-01,-10.599999999999998,-3.1,46.6,-17.95,-4.65,2.0,-2.15,-11.7,0.6,0.3,-1.8,1.6,-0.3,-6.6,-8.05,-21.85,-10.2,-7.3,-5.0,-3.6,-7.4,8.3,-1.5,4.275,0.9499999999999997,-6.783333333333332,4.9,2.1000000000000005,-8.4,-4.1
