Date,"Automotive vehicles, engines, and parts","Capital goods, except automotive",Charges for the use of intellectual property n.e.c.,"Civilian aircraft, engines, and parts","Computers, peripherals, and parts","Consumer goods, except food and automotive",Durable goods,Exports of agricultural goods,Exports of durable goods,Exports of goods,Exports of goods and services,Exports of nonagricultural goods,Exports of nondurable goods,Exports of services,"Foods, feeds, and beverages",Government goods and services n.e.c.,Imports of durable goods,Imports of goods,Imports of goods and services,Imports of nondurable goods,Imports of nonpetroleum goods,Imports of services,Industrial supplies and materials,Nondurable goods,"Nondurable goods, excluding petroleum and products",Other,Other business services,Petroleum and products,Transport,Travel (for all purposes including education)
1967-01-01,7.113,1.365,6.1335,3.6505,0.008,3.0835,11.33,20.064,4.537,6.148,6.506,6.811,10.851,7.632,19.285,189.0815,2.319,5.516,6.642,17.506,3.781,12.999,12.309,6.0553333333333335,16.273,23.124666666666666,0.557,22.651,19.8355,9.756
1967-04-01,7.204000000000001,1.383,6.1690000000000005,3.5045,0.008,2.9355,11.03775,19.787,4.57,6.131,6.42,6.818,10.679,7.291,18.3775,179.906,2.281,5.356,6.589,16.764,3.656,13.539,19.070500000000003,10.77125,15.073,23.602,0.596,23.07,19.54,10.8185
1967-07-01,7.865,1.367,6.014,4.7655,0.008,2.9905,10.35825,19.136,4.441,6.026,6.368,6.73,10.66,7.434,18.734,185.8365,2.352,5.399,6.676,16.484,3.748,13.865,18.128,10.344249999999999,14.727,23.826666666666668,0.655,18.949,18.82,11.612
1967-10-01,7.8355,1.382,6.0345,5.2645,0.009,3.133,11.45675,20.084,4.496,6.142,6.488,6.809,10.963,7.566,19.523,189.5555,2.562,5.902,7.028,18.084,4.073,13.393,20.094,11.27975,16.194,24.42533333333333,0.6615,22.321,19.548000000000002,10.137
1968-01-01,8.8845,1.411,6.1530000000000005,5.9735,0.008,3.2965,12.9385,20.959,4.677,6.35,6.67,7.052,11.243,7.652,20.127499999999998,189.145,2.907,6.374,7.442,18.417,4.403,13.491,21.887,11.6345,16.577,24.55183333333333,0.6445000000000001,23.884,20.185000000000002,10.174
1968-04-01,9.900500000000001,1.3835,6.161,6.54,0.008,3.4935,13.532,18.781,4.862,6.448,6.782,7.402,11.039,7.811,19.445500000000003,191.4905,2.957,6.531,7.555,19.036,4.52,13.371,22.3515,11.974499999999999,16.982,25.043333333333333,0.6639999999999999,23.782,20.3825,9.815999999999999
1968-07-01,10.344,1.4949999999999999,6.3469999999999995,8.0,0.01,3.6555,13.75325,19.893,5.147,6.894,7.264,7.983,11.982,8.41,21.6225,207.75349999999997,3.111,6.982,8.01,20.753,4.817,13.854,23.182000000000002,12.74575,17.044,25.607333333333333,0.6655,26.561,21.138,10.186
1968-10-01,11.1405,1.4445000000000001,6.3845,7.5725,0.009,3.6115,13.44325,19.178,5.082,6.733,7.103,7.763,11.509,8.251,19.8695,212.8095,3.141,6.867,7.942,19.765,4.74,14.047,22.534,12.531500000000001,17.558,25.945166666666665,0.6799999999999999,25.951,20.923499999999997,9.847000000000001
1969-01-01,10.1015,1.3485,6.507499999999999,7.0325,0.01,3.5149999999999997,11.07625,12.619,4.678,5.824,6.277,6.919,8.973,7.741,14.568999999999999,197.838,2.744,5.983,7.193,17.162,4.084,14.022,18.642,10.9615,14.819,26.043666666666667,0.7015,25.917,19.299500000000002,10.7175
1969-04-01,11.7995,1.5945,6.6715,5.139,0.011,4.217,14.741,21.837,5.51,7.367,7.653,8.373,12.771,8.493,21.295,201.74,3.486,7.577,8.612,21.646,5.234,14.505,24.494500000000002,13.861,18.467,26.704666666666668,0.7264999999999999,28.304,23.064,10.8545
1969-07-01,12.1305,1.605,6.457,5.726,0.013,4.053,14.23125,19.348,5.548,7.179,7.525,8.278,11.825,8.576,20.451999999999998,206.45350000000002,3.42,7.422,8.5,21.159,5.128,14.628,23.198,13.22825,17.945,26.900166666666667,0.7455,27.709,23.005499999999998,10.9125
1969-10-01,11.710999999999999,1.5985,6.7865,6.702999999999999,0.014,3.9499999999999997,14.1675,21.654,5.624,7.429,7.721,8.458,12.648,8.578,21.5535,209.69350000000003,3.297,7.234,8.407,20.917,4.96,15.061,23.250500000000002,13.25175,17.394,27.587,0.7565,29.834,23.3785,11.033000000000001
1970-01-01,10.777,1.6400000000000001,6.830500000000001,6.797,0.017,4.1475,14.29725,20.721,5.672,7.541,7.823,8.618,12.968,8.638,21.374499999999998,193.615,3.263,7.247,8.38,21.272,4.955,14.804,23.471,13.722750000000001,17.47,28.38033333333333,0.756,30.983,23.3805,12.017
1970-04-01,12.34,1.7065,7.117500000000001,7.9399999999999995,0.02,3.992,14.439,21.626,5.922,7.75,8.126,8.844,12.997,9.275,21.342,213.031,3.36,7.305,8.545,20.883,5.012,15.578,23.560499999999998,13.530750000000001,17.137,28.456333333333333,0.7715000000000001,29.852,24.782,12.343
1970-07-01,11.607,1.7055,7.1105,5.991,0.023,4.234,14.15975,22.227,5.88,7.764,8.159,8.662,13.206,9.374,22.5005,207.4355,3.297,7.283,8.526,21.245,5.014,15.575,22.944000000000003,13.32775,16.942,29.187833333333334,0.7915000000000001,28.468,25.779,12.285
1970-10-01,10.8405,1.7650000000000001,7.101999999999999,6.711,0.025,4.416,14.54125,23.393,5.863,7.861,8.176,8.7,13.685,9.105,22.4575,200.575,3.385,7.487,8.658,21.875,5.126,15.295,24.460499999999996,14.2735,18.218,29.0235,0.792,31.428,24.5135,12.448
1971-01-01,12.734,1.727,7.0649999999999995,8.4045,0.025,4.1775,13.3585,22.491,5.786,7.737,8.251,8.644,13.42,9.886,21.247500000000002,205.157,3.45,7.45,8.556,21.098,5.146,14.827,23.407,13.85675,18.328,29.2075,0.842,27.791,24.567999999999998,12.718499999999999
1971-04-01,13.352,1.7554999999999998,7.0645,8.525500000000001,0.025,4.3645,14.17525,21.273,5.836,7.723,8.19,8.708,13.186,9.661,21.7665,198.6015,3.779,8.169,9.201,23.164,5.606,15.075,25.4285,14.92025,20.071,29.445333333333338,0.8719999999999999,33.341,25.969,12.326
1971-07-01,14.231,1.878,7.1485,8.0025,0.025,4.49,13.64525,23.702,6.043,8.252,8.599,9.181,14.751,9.645,25.9895,193.856,3.784,8.457,9.404,25.034,5.772,14.82,26.020500000000002,15.845750000000002,19.928,29.566833333333335,0.9035,36.926,25.957,12.065000000000001
1971-10-01,13.030999999999999,1.7105000000000001,7.673500000000001,7.6259999999999994,0.027,4.198499999999999,12.59425,20.361,5.562,7.172,7.805,7.941,11.75,9.842,19.2045,198.33499999999998,3.636,7.706,8.767,21.263,5.174,14.786,22.765,13.89175,17.201,29.638499999999997,0.9175,40.012,24.188499999999998,12.651
1972-01-01,14.1645,1.9380000000000002,7.4885,8.7995,0.0165,5.2490000000000006,14.515749999999999,23.949,6.222,8.321,8.692,9.24,14.447,9.838,23.802,188.82150000000001,4.201,9.057,10.048,25.584,6.179,15.71,26.613500000000002,16.546,20.809,30.73183333333333,0.9435,39.752,28.201,13.1755
1972-04-01,14.4545,1.9055,7.6530000000000005,8.8305,0.016,4.8055,14.255749999999999,23.427,6.182,8.141,8.439,8.935,13.8,9.341,23.155,181.5635,4.094,8.63,9.691,23.609,5.869,15.745,25.593000000000004,15.358500000000001,20.017,31.279,0.9615,39.348,27.274,13.277999999999999
1972-07-01,14.713999999999999,1.974,7.729,8.8295,0.0165,5.231,14.901499999999999,25.043,6.473,8.593,8.947,9.396,14.739,10.026,25.252499999999998,177.1765,4.141,8.998,9.893,25.694,6.085,14.998,26.74,16.428749999999997,19.979,32.40683333333333,0.944,43.552,27.261000000000003,13.465
1972-10-01,15.607000000000001,2.0780000000000003,8.0725,9.931000000000001,0.0175,5.271,16.06425,28.509,6.809,9.192,9.326,9.97,16.148,9.674,26.109,168.522,4.412,9.42,10.339,26.253,6.362,15.579,29.0195,17.373,20.916,33.52433333333334,0.9690000000000001,45.964,28.7255,13.7765
1973-01-01,16.4395,2.298,8.733,10.844999999999999,0.02,5.7405,17.14575,32.319,7.455,10.009,10.008,10.722,17.44,9.892,28.353,149.977,4.663,9.909,10.816,27.443,6.633,15.997,30.400999999999996,18.4115,21.377,34.80533333333333,1.0095,52.549,33.344500000000004,14.051000000000002
1973-04-01,16.5565,2.4185000000000003,8.235,11.421,0.022000000000000002,5.8235,17.2055,32.929,7.978,10.605,10.49,11.446,18.227,9.968,28.506,148.29,4.462,9.658,10.505,27.446,6.351,15.342,30.695500000000003,19.00325,20.416,36.21266666666667,1.029,60.096,31.935000000000002,13.783000000000001
1973-07-01,15.883499999999998,2.5795000000000003,8.969,12.504999999999999,0.025,5.759,17.20525,29.857,8.207,10.594,10.526,11.712,17.521,10.164,26.9675,128.232,4.42,9.508,10.214,26.79,6.228,14.247,30.3995,18.76875,19.008,36.59966666666667,1.0545,61.121,31.8465,13.4455
1973-10-01,16.622999999999998,2.693,8.907,12.2495,0.027999999999999997,5.788,17.29175,32.941,8.684,11.418,11.043,12.434,19.294,9.534,29.1315,124.28300000000002,4.393,9.578,10.291,27.413,6.215,14.353,31.465500000000002,19.64825,19.333,38.09283333333334,1.1165,65.771,31.018500000000003,13.058
1974-01-01,17.7855,2.8225000000000002,9.594,13.383,0.0325,6.242,16.90275,30.863,8.98,11.457,11.187,12.685,18.666,10.063,28.247500000000002,118.8425,4.443,9.125,9.942,24.493,6.267,14.679,28.5195,17.632,18.845,38.18866666666667,1.8715,48.937,30.5015,13.2095
1974-04-01,18.037,3.0625,9.539,14.6135,0.038,6.6595,17.88125,30.82,9.659,12.012,11.732,13.455,18.959,10.552,26.4315,128.897,4.595,9.652,10.468,26.429,6.326,15.133,31.3365,19.5595,19.336,39.19566666666667,1.867,60.184,32.4655,13.091000000000001
