Date,Durable goods,Equipment,Exports,Federal,Fixed investment,Goods,Government consumption expenditures and gross investment,Gross domestic product,Gross national product,Gross private domestic investment,Imports,Intellectual property products,National defense,Nondefense,Nondurable goods,Nonresidential,Personal consumption expenditures,Residential,Services,State and local,Structures
1998-07-01,146.285,124.483,81.561,65.521,81.122,87.78800000000001,59.618,70.255,70.23,82.191,80.428,93.66,65.251,66.117,71.26,92.353,71.058,56.303,66.52233333333334,56.225,47.126
1998-10-01,145.19,123.091,81.249,65.729,81.163,87.43066666666668,60.004,70.453,70.431,82.302,80.371,94.326,65.591,66.083,71.37,92.139,71.245,56.806,67.06833333333333,56.693,47.511
1999-01-01,143.956,122.221,81.052,65.938,81.268,87.17899999999999,60.366,70.682,70.699,82.595,80.095,94.634,65.907,66.11,71.61,92.011,71.384,57.34,67.16833333333334,57.127,47.852
1999-04-01,143.227,120.915,81.21,66.491,81.333,87.70166666666667,61.072,70.949,70.968,82.343,81.098,95.268,66.524,66.557,72.644,91.777,71.789,57.963,67.83833333333332,57.899,48.165
1999-07-01,142.556,119.587,81.316,67.095,81.234,88.29,61.742,71.2,71.22,82.105,82.084,95.254,66.993,67.388,73.423,91.373,72.183,58.452,68.092,58.595,48.499
1999-10-01,141.699,118.88,81.647,67.923,81.495,89.04466666666667,62.47,71.595,71.615,82.479,83.22,96.296,67.732,68.367,74.086,91.524,72.622,58.922,68.17633333333333,59.27,48.911
2000-01-01,141.032,118.528,82.2,68.589,82.009,90.06266666666666,63.205,72.071,72.092,82.963,84.814,96.957,68.508,68.85,75.221,91.781,73.212,59.923,68.68566666666668,60.029,49.482
2000-04-01,140.732,118.05,82.834,68.856,82.344,90.532,63.729,72.52,72.54,83.348,84.9,97.777,68.925,68.868,75.879,91.977,73.562,60.526,68.70833333333333,60.669,49.928
2000-07-01,139.874,117.652,83.233,69.35,82.705,90.92266666666667,64.334,72.944,72.964,83.522,85.498,98.679,69.227,69.678,76.479,92.258,74.037,61.036,69.246,61.321,50.453
2000-10-01,139.547,116.805,83.191,69.663,82.873,91.15033333333334,64.961,73.337,73.358,83.641,85.691,98.953,69.558,69.963,76.729,92.241,74.457,61.568,69.00066666666667,62.088,51.076
2001-01-01,138.936,115.351,83.013,69.78,82.907,90.95166666666667,65.507,73.822,73.842,83.568,85.384,98.619,69.964,69.612,76.936,91.864,75.011,62.425,69.28433333333334,62.83,51.805
2001-04-01,137.957,114.639,82.493,70.144,83.164,90.21199999999999,65.792,74.266,74.286,83.509,83.652,98.392,70.128,70.299,77.462,91.832,75.363,63.241,68.92166666666667,63.074,52.591
2001-07-01,137.045,113.818,82.088,70.591,83.361,89.368,66.048,74.558,74.577,84.144,82.434,97.466,70.575,70.748,77.142,91.606,75.401,64.256,68.98866666666667,63.238,53.439
2001-10-01,136.36,113.224,81.18,71.045,83.403,87.947,66.278,74.792,74.81,84.227,80.479,97.382,70.776,71.612,76.041,91.476,75.431,64.624,68.66666666666667,63.361,53.768
2002-01-01,135.148,112.759,80.748,71.502,83.32,87.52633333333334,66.682,75.027,75.046,84.553,80.197,97.132,71.358,71.868,75.902,91.407,75.582,64.523,68.64366666666666,63.734,54.273
2002-04-01,134.463,112.405,81.246,72.175,83.401,88.53266666666667,67.293,75.289,75.309,84.095,81.967,96.586,72.024,72.554,76.993,91.322,76.142,64.892,69.40366666666667,64.31,54.86
2002-07-01,133.797,111.241,81.908,72.794,83.333,88.91366666666666,67.813,75.65,75.669,84.199,82.673,96.696,72.715,73.055,77.208,91.054,76.535,65.173,70.37966666666667,64.777,55.346
2002-10-01,132.924,111.12,82.109,74.144,83.761,89.14466666666665,68.631,76.089,76.108,84.688,83.225,96.221,74.674,73.423,77.48,91.087,76.892,66.247,70.823,65.324,55.988
2003-01-01,131.243,110.076,82.457,74.95,84.078,90.07466666666666,69.525,76.461,76.482,84.768,85.269,95.681,75.381,74.385,78.775,90.739,77.48,67.651,71.82799999999999,66.256,56.644
2003-04-01,129.829,109.346,82.58,75.486,84.003,88.94766666666668,69.743,76.73,76.75,84.743,83.927,96.034,75.925,74.904,77.559,90.559,77.557,67.762,72.79899999999999,66.307,56.67
2003-07-01,128.517,108.344,82.765,76.171,84.033,89.077,70.27,77.169,77.189,84.768,84.2,96.137,76.602,75.602,78.633,90.319,78.068,68.247,73.582,66.747,57.075
2003-10-01,127.331,108.29,83.356,76.743,84.598,89.432,70.815,77.639,77.659,85.46,84.706,95.851,77.295,75.97,78.971,90.462,78.451,69.464,74.18599999999999,67.274,57.83
2004-01-01,127.196,108.032,84.647,77.399,85.358,90.86233333333332,71.606,78.193,78.214,86.226,86.696,95.788,77.903,76.71,80.042,90.716,79.056,70.987,75.176,68.132,59.001
2004-04-01,127.072,108.428,85.578,78.072,86.265,91.865,72.48,78.824,78.845,87.107,87.733,95.647,78.498,77.522,80.797,91.257,79.587,72.407,75.42399999999999,69.11,60.32
2004-07-01,126.092,107.834,86.024,78.788,86.995,92.33999999999999,73.457,79.324,79.346,87.858,88.718,95.533,79.28,78.125,81.259,91.486,79.979,73.873,76.11,70.226,61.948
2004-10-01,126.262,108.028,86.966,79.555,87.86,93.76366666666667,74.515,79.939,79.962,88.733,90.905,95.494,80.154,78.707,82.694,92.123,80.662,75.032,77.22633333333333,71.441,63.79
2005-01-01,125.994,108.532,87.95,80.602,88.79,94.29633333333334,75.306,80.578,80.6,89.774,91.689,95.75,81.293,79.598,82.556,92.975,81.131,76.004,78.10133333333333,72.087,65.655
2005-04-01,125.818,108.418,88.518,81.33,89.655,95.01666666666667,76.161,81.158,81.181,90.606,92.653,96.175,82.079,80.226,83.1,93.569,81.644,77.236,78.406,73.01,67.376
2005-07-01,124.911,107.46,89.044,82.18,90.673,96.36833333333334,77.218,81.898,81.922,91.404,94.493,96.271,83.083,80.806,85.661,93.904,82.526,79.277,79.05766666666666,74.179,69.788
2005-10-01,124.621,106.974,89.582,82.772,91.707,97.25466666666667,78.209,82.571,82.596,92.577,96.101,96.721,83.791,81.199,85.912,94.633,83.184,80.759,79.51799999999999,75.389,72.541
2006-01-01,124.097,106.735,90.12,83.472,92.572,97.43033333333334,78.808,83.156,83.181,93.464,96.315,97.185,84.462,81.951,86.007,95.218,83.617,82.074,80.19533333333334,75.926,74.418
2006-04-01,123.521,106.454,91.344,84.054,93.152,98.497,79.767,83.882,83.907,93.988,97.486,97.321,85.146,82.358,87.267,95.689,84.352,82.841,81.247,77.099,76.269
2006-07-01,122.972,106.803,92.443,84.675,93.645,99.44566666666667,80.493,84.468,84.493,94.353,98.444,97.387,85.868,82.807,88.277,96.279,84.959,83.143,81.966,77.881,77.659
2006-10-01,122.191,107.035,92.452,85.11,94.359,98.38333333333333,81.176,84.77,84.795,94.932,97.306,97.579,86.335,83.187,86.239,97.033,84.818,83.739,82.29933333333334,78.703,79.661
2007-01-01,121.559,107.054,93.406,85.831,94.831,99.16300000000001,82.401,85.576,85.602,95.152,97.941,98.178,86.975,84.053,87.437,97.506,85.593,84.16,83.04,80.209,80.64
2007-04-01,120.977,106.968,94.623,86.514,94.889,100.551,83.203,86.171,86.197,95.48,99.58,98.539,87.589,84.859,89.145,97.692,86.319,83.924,83.94233333333334,81.079,81.029
2007-07-01,120.137,106.208,95.314,87.112,94.861,101.33966666666667,83.987,86.642,86.667,96.115,100.953,98.731,88.375,85.128,89.77,97.655,86.808,83.939,84.735,81.967,81.753
2007-10-01,119.619,105.299,96.768,87.818,94.845,103.728,84.993,86.993,87.022,95.658,104.69,98.825,89.292,85.462,91.668,97.626,87.691,84.007,85.802,83.143,82.756
2008-01-01,119.263,104.912,98.656,88.572,95.053,106.44066666666667,86.118,87.315,87.348,95.411,108.679,99.578,90.007,86.286,93.222,98.047,88.407,83.667,86.66633333333334,84.484,83.905
2008-04-01,118.476,104.562,100.702,89.486,95.187,109.72733333333333,87.202,87.738,87.774,96.167,113.84,100.142,90.988,87.081,95.266,98.351,89.269,83.326,87.88033333333334,85.668,84.773
2008-07-01,118.095,105.514,102.052,90.159,95.797,111.834,88.179,88.399,88.437,96.485,116.493,100.585,91.843,87.43,97.779,99.379,90.222,82.607,88.688,86.826,86.32
2008-10-01,117.26,108.207,95.911,89.724,96.697,102.51766666666667,87.365,88.613,88.641,98.674,103.878,100.197,91.118,87.52,91.736,100.884,88.781,81.467,86.92766666666667,85.782,88.047
2009-01-01,116.647,107.801,92.675,88.961,95.996,97.182,86.391,88.543,88.565,97.19,95.269,99.463,90.111,87.187,89.588,100.157,88.181,80.838,85.36233333333332,84.679,87.022
2009-04-01,116.356,107.091,92.637,88.97,94.722,98.346,86.515,88.396,88.419,95.443,96.563,98.719,89.852,87.664,91.16,98.817,88.531,79.79,84.78099999999999,84.875,84.496
2009-07-01,115.474,106.019,93.66,89.238,93.72,100.42999999999999,86.891,88.501,88.526,94.584,99.608,98.548,90.298,87.618,93.147,97.689,89.141,79.239,85.252,85.317,82.315
2009-10-01,115.875,104.582,94.826,89.924,93.495,102.08266666666667,87.535,88.781,88.809,93.902,102.422,98.797,91.126,88.057,94.101,97.232,89.828,79.829,86.49233333333332,85.935,82.266
2010-01-01,115.252,102.899,95.806,90.5,93.009,103.18233333333335,88.282,89.036,89.066,93.737,104.146,98.471,91.56,88.887,94.536,96.581,90.175,79.953,87.057,86.793,82.695
2010-04-01,114.227,102.492,96.932,91.197,92.933,103.16333333333334,88.912,89.471,89.498,93.897,103.693,98.727,92.087,89.88,94.115,96.644,90.314,79.39,87.68833333333333,87.379,83.234
2010-07-01,113.377,102.453,97.218,91.562,92.928,102.94933333333334,89.334,89.743,89.769,93.574,103.115,98.341,92.364,90.398,94.406,96.639,90.488,79.393,88.06166666666667,87.84,83.75
2010-10-01,113.017,102.368,99.41,92.31,93.229,105.17366666666668,90.077,90.264,90.29,93.922,105.463,98.829,93.077,91.205,96.095,96.904,91.068,79.843,88.88633333333333,88.579,84.303
2011-01-01,113.022,102.293,101.978,93.14,93.49,108.51666666666667,90.95,90.726,90.757,94.316,109.71,99.576,94.153,91.615,98.284,97.19,91.833,80.001,89.67,89.48,84.589
2011-04-01,113.301,102.634,104.001,93.984,93.962,111.17833333333333,91.938,91.326,91.361,94.365,113.003,99.917,95.049,92.369,100.58,97.707,92.737,80.29,90.69733333333333,90.567,85.662
2011-07-01,113.118,102.507,104.56,94.31,94.133,111.40133333333334,92.346,91.876,91.908,94.992,112.868,100.001,95.445,92.575,101.151,97.915,93.166,80.306,91.12,91.03,86.646
2011-10-01,112.664,102.625,103.453,94.183,94.336,110.86099999999999,92.227,91.985,92.019,95.074,112.551,99.732,95.278,92.515,101.664,98.16,93.474,80.339,90.98233333333333,90.917,87.795
2012-01-01,112.514,102.894,104.099,94.507,94.797,111.67766666666667,93.014,92.525,92.561,95.378,113.641,100.259,95.638,92.777,102.65,98.767,94.093,80.2,91.62333333333333,92.019,89.134
2012-04-01,111.855,102.841,104.289,94.715,95.078,111.16233333333334,93.103,92.907,92.94,95.795,112.757,100.264,95.875,92.937,102.445,99.044,94.32,80.513,92.05866666666667,92.027,90.342
2012-07-01,111.213,103.136,104.223,94.898,95.465,110.36166666666668,93.504,93.417,93.447,95.806,110.945,100.564,96.124,93.013,102.696,99.361,94.594,81.202,92.21833333333332,92.574,90.724
2012-10-01,110.831,103.467,104.579,95.017,95.609,111.00766666666668,94.229,93.885,93.917,96.414,112.104,100.084,96.337,92.979,103.533,99.339,95.124,82.019,92.85366666666668,93.708,90.628
2013-01-01,110.55,103.27,104.896,94.956,95.636,111.06133333333332,94.848,94.258,94.289,96.522,112.278,99.612,96.031,93.32,103.472,99.046,95.458,83.292,93.37633333333333,94.775,90.369
2013-04-01,109.816,102.989,104.206,95.113,95.939,109.71499999999999,95.205,94.461,94.492,96.453,110.852,99.838,96.05,93.705,102.402,99.14,95.506,84.393,93.72133333333333,95.259,90.998
2013-07-01,109.219,102.821,104.405,95.448,96.24,109.539,95.795,94.924,94.954,96.444,110.356,99.903,96.332,94.125,102.847,99.224,95.899,85.501,94.171,96.012,91.566
2013-10-01,108.647,102.371,104.329,96.913,96.795,109.15133333333334,96.703,95.426,95.456,96.911,110.127,100.427,97.459,96.133,102.86,99.495,96.252,87.122,94.92233333333333,96.567,92.85
2014-01-01,107.722,102.185,105.084,96.653,97.446,109.99166666666667,97.075,95.788,95.82,97.486,111.475,100.685,97.46,95.458,103.502,99.834,96.694,88.971,95.50933333333334,97.339,94.279
2014-04-01,107.001,102.201,105.126,97.057,97.649,109.56866666666667,97.416,96.33,96.361,98.006,110.783,100.295,97.726,96.076,103.987,100.033,97.126,89.18,96.169,97.641,95.555
2014-07-01,106.616,102.06,104.869,97.512,98.178,108.96499999999999,97.909,96.726,96.756,98.4,110.116,100.242,98.094,96.664,103.858,100.29,97.392,90.764,96.61099999999999,98.159,96.934
2014-10-01,105.818,102.055,103.012,97.64,98.383,106.76333333333332,97.906,96.822,96.851,99.022,107.984,100.104,98.125,96.94,102.308,100.5,97.263,90.937,96.54133333333334,98.073,97.98
2015-01-01,105.057,101.951,100.461,97.451,98.626,103.043,97.276,96.769,96.795,99.016,103.417,100.77,97.934,96.753,99.526,100.647,96.827,91.532,96.13533333333334,97.172,97.944
2015-04-01,105.112,101.733,100.253,97.641,98.599,102.47133333333333,97.727,97.325,97.349,98.89,102.05,100.944,98.127,96.938,100.273,100.488,97.311,91.994,96.46833333333335,97.781,97.476
2015-07-01,104.475,101.295,99.324,97.731,98.651,101.41666666666667,97.799,97.583,97.606,99.052,100.956,100.812,98.162,97.107,100.192,100.33,97.563,92.813,96.68,97.844,97.807
2015-10-01,103.848,101.023,97.768,97.612,98.455,99.50466666666667,97.518,97.581,97.602,98.84,98.755,100.005,97.989,97.068,98.955,99.918,97.488,93.396,96.423,97.465,97.649
2016-01-01,103.348,100.624,96.269,97.503,98.114,97.50533333333333,96.989,97.496,97.518,98.28,97.004,99.226,97.753,97.145,97.635,99.372,97.535,93.792,96.88633333333333,96.683,97.131
2016-04-01,103.034,100.276,97.28,98.021,98.432,98.282,97.641,98.159,98.179,98.763,97.516,99.504,98.28,97.651,98.439,99.434,98.154,94.997,97.383,97.415,97.686
2016-07-01,101.983,100.034,97.797,98.404,98.566,98.59233333333333,97.975,98.41,98.431,98.803,98.235,99.221,98.629,98.081,98.365,99.207,98.492,96.378,97.842,97.72,97.576
2016-10-01,101.053,99.888,98.46,98.89,99.072,98.92033333333332,98.454,98.886,98.908,99.092,98.527,99.847,99.016,98.708,99.172,99.506,98.943,97.604,98.48966666666666,98.195,98.241
2017-01-01,100.976,100.082,99.145,99.358,99.405,99.75866666666667,99.197,99.39,99.412,99.421,99.589,99.682,99.484,99.176,100.012,99.721,99.52,98.328,99.00999999999999,99.101,99.079
2017-04-01,100.376,100.037,99.232,99.679,99.909,99.45400000000001,99.429,99.65,99.673,99.914,99.682,100.079,99.688,99.668,99.383,100.016,99.72,99.541,99.74633333333334,99.28,99.884
2017-07-01,99.499,99.976,100.115,100.116,100.254,99.82933333333334,100.144,100.162,100.186,100.2,99.742,100.05,100.06,100.198,99.872,100.135,100.073,100.662,100.23566666666666,100.16,100.593
2017-10-01,99.224,99.911,101.458,100.833,100.412,100.925,101.216,100.778,100.708,100.438,100.953,100.178,100.754,100.947,100.721,100.119,100.672,101.429,100.97500000000001,101.445,100.457
2018-01-01,99.092,99.802,102.357,101.791,100.945,101.98266666666666,102.394,101.419,101.354,100.905,102.502,100.627,101.699,101.923,101.599,100.18,101.377,103.643,101.844,102.756,100.263
2018-04-01,98.842,99.75,103.62,102.489,101.448,102.64233333333334,103.31,102.136,102.07,101.393,102.79,100.846,102.424,102.582,102.132,100.333,101.91,105.428,102.51233333333333,103.804,100.704
2018-07-01,98.363,100.162,103.838,103.02,101.837,102.66033333333333,104.089,102.577,102.512,101.785,102.923,100.682,102.975,103.085,102.121,100.554,102.252,106.442,102.95533333333333,104.734,101.131
2018-10-01,98.243,99.972,103.486,103.773,102.034,102.13366666666667,104.658,103.019,102.953,102.075,102.436,100.189,103.43,104.279,101.889,100.635,102.64,107.082,103.35566666666666,105.19,102.633
2019-01-01,98.485,100.146,102.639,104.731,102.545,101.01299999999999,104.703,103.328,103.26,102.536,101.236,100.668,103.519,106.548,101.116,101.123,102.848,107.687,103.693,104.676,103.722
2019-04-01,97.974,100.192,103.454,104.036,102.965,101.57333333333332,104.928,103.862,103.793,103.006,101.735,101.071,103.929,104.189,102.11,101.55,103.423,108.075,104.33300000000001,105.462,104.931
2019-07-01,97.384,99.985,102.822,104.133,103.179,100.65666666666668,105.222,104.192,104.121,103.132,100.648,100.969,104.184,104.053,101.867,101.596,103.67,108.917,104.53133333333334,105.878,105.726
2019-10-01,96.953,99.592,102.404,104.51,103.145,100.418,105.75,104.516,104.445,102.921,100.362,100.251,104.624,104.339,102.285,101.347,104.076,109.682,104.72033333333333,106.501,106.569
2020-01-01,96.724,99.657,101.87,104.821,103.496,99.76133333333333,106.724,104.999,104.927,103.488,100.003,100.555,104.865,104.755,101.933,101.622,104.395,110.269,105.28800000000001,107.883,107.276
2020-04-01,95.85,99.828,96.976,104.889,103.861,96.056,106.666,104.612,104.542,103.395,96.789,101.732,104.66,105.198,100.198,102.047,103.975,110.416,104.04033333333332,107.747,106.837
2020-07-01,96.888,99.498,100.006,105.464,104.366,98.269,107.68,105.527,105.456,104.099,98.8,101.996,105.407,105.551,101.127,101.981,104.814,112.943,105.42433333333334,109.042,106.651
2020-10-01,97.648,98.886,101.581,106.258,104.956,99.17900000000002,108.809,106.244,106.172,104.724,99.547,103.268,106.187,106.368,101.225,102.174,105.316,114.903,106.46966666666667,110.38,106.321
2021-01-01,98.024,99.458,106.523,107.085,105.678,102.68133333333333,110.62,107.59,107.516,105.345,102.411,102.453,107.322,106.775,103.185,102.122,106.496,118.216,108.16399999999999,112.825,106.489
2021-04-01,101.28,98.732,111.176,108.244,106.702,106.45800000000001,112.424,109.256,109.18,106.349,105.544,102.567,108.58,107.808,104.66,102.195,108.152,122.441,110.03666666666668,115.048,108.091
2021-07-01,103.624,99.999,113.809,109.522,108.529,108.57733333333333,114.05,110.897,110.819,107.892,107.075,102.828,109.83,109.121,106.219,103.27,109.646,126.875,111.671,116.894,110.437
2021-10-01,106.023,101.288,115.693,110.871,110.697,110.79466666666667,115.982,112.826,112.747,110.142,108.85,102.947,111.237,110.391,109.095,104.964,111.461,130.731,113.03933333333333,119.201,116.412
2022-01-01,108.307,103.177,120.597,112.636,113.304,115.22866666666668,118.349,115.119,115.038,112.565,112.348,103.265,113.576,111.421,112.667,106.71,113.567,136.369,114.64433333333334,121.956,121.035
2022-04-01,108.602,105.406,126.208,114.68,115.973,119.72566666666667,121.673,117.731,117.647,115.15,115.479,103.861,116.168,112.757,116.928,108.778,115.663,141.251,116.65933333333334,126.095,126.066
2022-07-01,109.36,107.052,123.241,116.175,117.952,117.70066666666666,122.361,119.057,118.972,117.227,114.096,104.209,117.283,114.743,117.576,110.507,117.01,144.209,117.96866666666666,126.276,131.1
2022-10-01,108.97,108.611,121.371,117.361,119.063,115.81566666666667,123.037,120.157,120.071,118.25,112.788,103.828,118.387,116.033,117.89,111.434,118.169,146.082,119.83999999999999,126.633,133.695
2023-01-01,108.852,110.478,121.333,118.602,120.093,115.33533333333334,123.112,121.251,121.164,119.445,112.345,104.829,119.432,117.526,118.3,112.964,119.316,144.89,121.25866666666667,125.97,135.716
2023-04-01,108.773,110.527,120.223,119.629,120.051,114.20433333333334,122.789,121.804,121.716,119.074,111.041,105.088,120.715,118.226,118.604,113.036,120.177,144.358,121.87833333333333,124.797,135.405
2023-07-01,107.599,111.218,121.439,120.755,120.472,114.68866666666668,123.985,122.768,122.679,119.495,111.061,105.365,122.041,119.095,119.531,113.172,120.978,146.031,122.61099999999999,126.04,134.127
2023-10-01,106.724,111.533,120.791,121.895,121.157,114.224,124.399,123.241,123.152,120.212,111.058,105.683,123.498,119.825,119.332,113.649,121.473,147.605,122.854,126.005,135.261
2024-01-01,106.596,112.586,121.528,122.964,121.437,114.41766666666666,125.548,124.163,124.074,120.488,111.786,105.959,124.653,120.784,119.173,114.026,122.501,147.443,124.557,127.204,134.563
2024-04-01,105.909,113.059,122.337,123.821,122.212,114.918,126.193,124.943,124.853,121.255,112.372,107.013,125.477,121.684,119.897,114.678,123.269,148.718,125.40899999999999,127.719,134.675
2024-07-01,105.276,113.746,122.064,124.572,123.177,114.41266666666667,126.946,125.532,125.441,122.099,112.314,108.184,126.056,122.66,119.542,115.56,123.741,149.995,126.16933333333333,128.474,135.301
2024-10-01,105.254,114.019,122.136,125.394,123.659,114.26033333333334,127.612,126.257,126.166,122.564,112.228,109.03,126.782,123.609,119.39,115.986,124.471,150.696,126.72500000000001,129.043,135.092
