Date,Compensation of general government employees,Consumption of general government fixed capital,Defense consumption expenditures,Durable goods,Federal consumption expenditures,Government consumption expenditures,Gross output of general government,Health and hospital charges,Intermediate goods and services purchased,Less: Own-account investment,Less: Sales to other sectors,Nondefense consumption expenditures,Nondurable goods,Other nondurable goods,Other sales,Services,State and local consumption expenditures,Tuition and related educational charges,Value added
1979-04-01,-1.1199999999999999,2.3600000000000003,5.4,23.46,3.6,0.1,1.44,5.8,7.140000000000001,12.5,-11.9,-0.4,0.7249999999999996,-31.5,5.8,10.52,-2.6,2.1,-0.2
1979-07-01,-0.62,2.44,-9.8,-7.739999999999999,-6.6,-4.0,-4.28,1.4,-16.32,7.640000000000001,-27.02,1.4,5.9750000000000005,-38.9,4.8,-24.139999999999997,-1.9,2.4,0.22000000000000003
1979-10-01,1.1800000000000002,2.56,6.5,34.3,4.5,3.4,7.18,-1.3,28.7,5.779999999999999,513.36,-0.2,1.3750000000000007,17.4,3.0,30.419999999999998,2.6,8.7,1.8
1980-01-01,3.2399999999999998,2.66,6.2,1.0399999999999998,8.1,3.6,2.06,0.7,0.1400000000000004,1.92,-48.8,12.7,19.625,-21.9,-4.2,1.16,0.1,1.6,2.9799999999999995
1980-04-01,4.619999999999999,2.7399999999999998,2.8,-1.1400000000000001,14.0,5.7,12.62,0.0,50.42,-0.5800000000000001,21.46,44.3,22.724999999999998,-2.1,3.3,28.52,-0.8,0.7,3.8200000000000003
1980-07-01,-1.04,2.7800000000000002,1.8,13.780000000000001,-6.4,-3.9,-5.84,2.1,-18.1,-0.41999999999999993,42.86,-22.7,-9.300000000000002,-14.5,2.1,-13.5,-1.8,3.9,0.06000000000000002
1980-10-01,-2.0999999999999996,2.8,1.7,-24.080000000000002,0.2,-0.9,-0.9800000000000001,2.1,-1.86,3.44,25.54,-3.3,18.025000000000002,406.4,7.1,-4.279999999999999,-1.7,4.4,-0.6799999999999999
1981-01-01,0.9400000000000001,2.88,10.4,49.519999999999996,9.3,3.2,5.14,19.5,16.5,-3.08,-4.180000000000001,6.7,5.0,30.3,-7.5,6.62,-1.6,-0.7,1.3399999999999999
1981-04-01,-0.12,2.8200000000000003,5.8,26.22,10.0,4.7,7.160000000000001,4.9,29.2,0.19999999999999996,-23.339999999999996,20.5,46.1,406.9,4.8,-6.24,0.5,2.7,0.76
1981-07-01,1.3399999999999999,2.7800000000000002,-0.5,-19.64,-2.9,0.3,-0.34,1.3,-5.76,-1.52,162.78000000000003,-8.4,-9.924999999999999,4.2,5.5,8.620000000000001,3.1,3.8,1.86
1981-10-01,1.56,2.7199999999999998,8.7,31.5,5.8,3.5,1.98,-0.9,2.2400000000000007,3.8200000000000003,-40.67999999999999,-1.1,9.775,-38.5,8.5,-8.78,1.5,0.4,1.94
1982-01-01,-0.47999999999999987,3.06,5.2,42.279999999999994,2.2,2.1,1.8800000000000001,10.1,4.819999999999999,-0.9799999999999999,72.41999999999999,-5.0,-15.85,-59.0,-4.1,36.92,2.0,-3.5,0.7
1982-04-01,0.24000000000000013,3.02,3.1,-7.099999999999999,-1.7,0.2,-2.08,2.1,-10.120000000000001,5.9799999999999995,-22.0,-13.2,1.8499999999999996,-39.8,2.4,-16.919999999999998,1.9,-1.1,1.1600000000000001
1982-07-01,0.26000000000000006,3.2,9.9,20.520000000000003,9.4,4.1,5.9799999999999995,-1.2,21.04,3.12,-13.580000000000002,8.0,0.4999999999999999,-0.4,7.3,40.86,-0.2,1.6,1.02
1982-10-01,1.8199999999999998,3.28,4.2,24.68,8.6,4.6,7.9,0.7,26.379999999999995,5.92,1423.94,21.0,10.125,43.2,6.3,30.160000000000004,1.3,0.2,2.1399999999999997
1983-01-01,1.1400000000000001,3.4799999999999995,2.3,30.359999999999996,5.3,4.5,5.16,4.6,16.2,3.22,-21.22,13.4,-2.7499999999999996,39.0,4.7,11.900000000000002,3.8,9.4,1.8399999999999999
1983-04-01,0.54,3.7,6.8,7.5200000000000005,7.3,3.2,4.78,7.6,13.1,7.44,-21.88,8.9,64.4,58.8,3.8,-7.3,-0.4,1.7,1.48
1983-07-01,0.41999999999999993,3.84,0.4,2.82,10.0,4.8,11.379999999999999,0.5,45.04,10.36,44.88,37.7,66.625,51.1,5.4,-6.32,0.4,1.5,1.46
1983-10-01,-0.8800000000000001,4.0600000000000005,4.1,8.379999999999999,-20.7,-10.0,-15.8,-2.1,-31.679999999999996,3.2,3369.6400000000003,-61.6,-50.1,-42.7,2.1,20.660000000000004,0.7,0.8,0.6599999999999999
1984-01-01,0.39999999999999997,4.24,1.1,5.220000000000001,3.1,2.6,2.52,-7.0,6.9799999999999995,2.3,-19.64,9.5,-16.925,0.2,2.7,7.220000000000001,2.1,-0.7,1.6
1984-04-01,1.9600000000000002,4.5,3.1,8.76,14.2,8.4,14.86,-3.1,103.58,8.24,-8.139999999999999,52.6,353.65000000000003,45.8,5.2,-3.78,3.5,-1.8,2.8
1984-07-01,1.7600000000000002,4.720000000000001,-0.4,-16.04,-0.1,2.3,1.8399999999999999,-1.3,-0.8999999999999998,12.66,306.84000000000003,0.5,3.925,-41.7,4.0,11.9,4.4,-0.5,2.82
1984-10-01,1.02,4.779999999999999,5.7,26.7,4.7,4.0,3.4400000000000004,0.7,6.44,7.82,-28.639999999999997,1.9,9.075000000000001,160.5,8.5,-0.8599999999999998,3.5,0.0,2.3
1985-01-01,1.52,5.0600000000000005,3.7,0.21999999999999992,3.9,4.3,4.4799999999999995,5.3,9.8,4.2,14.14,4.4,-0.125,-56.0,7.1,18.06,4.7,0.4,2.72
1985-04-01,2.56,5.26,5.0,8.8,6.8,5.4,6.26,2.6,14.24,9.02,23.4,11.5,1.2999999999999998,50.7,9.5,7.8,4.3,0.7,3.44
1985-07-01,2.6399999999999997,5.38,14.3,25.48,10.4,8.3,7.94,3.6,19.14,7.359999999999999,35.7,0.8,6.725,-41.7,4.5,29.140000000000004,6.6,-0.8,3.7400000000000007
1985-10-01,-0.020000000000000018,5.4399999999999995,1.8,-4.959999999999999,-1.0,2.0,0.38000000000000006,4.8,-3.1399999999999997,7.0200000000000005,-1.0800000000000003,-8.3,-4.999999999999999,-77.2,7.4,-1.28,4.6,-0.6,1.86
1986-01-01,0.040000000000000036,5.42,0.0,-14.66,0.1,2.6,1.56,1.9,1.1400000000000001,2.86,-17.28,0.5,48.574999999999996,131.1,8.0,0.6400000000000002,4.8,2.2,1.8599999999999999
1986-04-01,0.4600000000000001,5.42,15.6,45.78,13.9,8.3,10.120000000000001,2.1,32.64,9.74,91.89999999999999,9.3,63.975,0.9,5.0,8.8,3.7,1.2,2.18
1986-07-01,-0.08000000000000007,5.4,6.3,10.239999999999998,8.6,5.8,7.140000000000001,1.8,21.8,7.119999999999999,-1.3800000000000001,15.2,8.1,-12.0,3.6,16.04,3.4,1.5,1.8399999999999999
1986-10-01,1.16,5.34,-11.8,-0.25999999999999945,-6.6,-0.8,-0.6600000000000001,0.8,-5.38,3.2600000000000002,38.2,8.8,17.224999999999998,-27.2,4.0,-15.059999999999999,4.5,0.7,2.7800000000000002
1987-01-01,2.12,5.3,9.5,0.2799999999999999,3.0,1.2,0.7000000000000001,-1.5,-2.499999999999999,4.0,12.1,-12.8,-34.85,130.0,8.5,34.440000000000005,-0.3,-1.9,2.94
1987-04-01,1.0,5.08,6.4,10.54,1.6,1.5,-0.020000000000000285,0.1,-5.36,2.6399999999999997,-17.759999999999998,-11.3,-5.199999999999999,65.5,4.8,0.7999999999999999,1.5,1.0,2.38
1987-07-01,1.8399999999999999,4.9,3.6,20.04,-2.9,-1.2,-3.2999999999999994,-0.4,-15.559999999999999,4.14,33.34,-20.4,-18.174999999999997,-29.3,2.3,3.960000000000001,0.3,2.6,2.6399999999999997
1987-10-01,4.46,4.7,3.4,1.1799999999999997,11.0,7.7,11.819999999999999,-0.2,44.12,2.22,-12.960000000000003,37.6,193.95,-45.7,3.7,-3.66,5.2,3.6,4.6
1988-01-01,0.4200000000000001,4.54,2.0,-0.33999999999999997,-6.6,-0.1,-4.760000000000001,0.3,-18.119999999999997,1.3599999999999999,59.3,-28.6,-38.05,228.9,4.6,5.699999999999999,5.5,2.7,2.1
1988-04-01,-1.2,4.3,-1.4,-1.64,-3.1,0.1,-1.3800000000000001,-0.4,-8.2,4.040000000000001,12.040000000000001,-8.2,-8.975000000000001,-11.2,5.2,-1.2399999999999998,2.7,3.6,0.82
1988-07-01,1.06,4.06,-2.4,-2.82,-1.9,0.8,0.31999999999999995,0.7,-5.38,1.78,160.48,-0.2,-27.700000000000003,-75.0,3.7,2.6799999999999997,2.9,3.4,2.08
1988-10-01,3.72,3.84,11.4,18.98,16.4,8.9,12.3,0.5,56.9,3.62,-36.760000000000005,33.7,323.22499999999997,13.0,4.9,11.08,3.4,4.1,3.6399999999999997
1989-01-01,-1.2799999999999998,3.62,-12.6,-8.14,-9.3,-1.8,-2.68,1.9,-5.540000000000001,4.14,48.64,1.9,28.475,78.8,6.4,-23.2,4.4,2.8,0.5
1989-04-01,1.7,3.62,13.2,13.080000000000002,13.1,7.5,9.72,0.7,34.5,6.7,-0.3999999999999998,12.7,18.925,-44.5,5.3,37.82,3.5,2.3,2.3
1989-07-01,2.16,3.6,-0.1,-0.5999999999999994,-0.1,2.1,1.36,0.1,-1.92,8.14,-3.34,0.2,2.125,32.8,3.9,-1.8200000000000003,3.8,3.0,2.58
1989-10-01,2.2600000000000002,3.5799999999999996,-0.6,-10.120000000000001,1.3,2.6,2.06,0.5,0.76,9.040000000000001,-25.919999999999998,7.1,-23.575,-15.6,4.1,23.46,3.6,1.9,2.58
1990-01-01,3.12,3.56,4.3,17.119999999999997,5.4,4.4,5.54,1.1,12.040000000000001,5.9799999999999995,45.2,8.6,-12.6,42.1,1.5,18.44,3.7,2.0,3.22
1990-04-01,1.6599999999999997,3.34,-4.3,-2.8999999999999995,-0.5,1.1,0.9400000000000001,1.1,-1.1199999999999997,-1.6600000000000001,-20.72,11.0,9.275,52.3,2.8,-2.38,2.4,1.9,2.1
1990-07-01,1.8399999999999999,3.18,-7.2,1.06,-3.2,0.4,0.9800000000000001,2.2,-0.24000000000000038,-2.1399999999999997,232.34,8.8,-7.225,-38.3,2.1,-7.539999999999999,3.2,1.8,2.16
1990-10-01,-0.6399999999999999,3.0,7.4,-1.04,3.8,2.8,3.2399999999999998,2.2,10.540000000000001,0.6399999999999997,140.1,-5.3,80.44999999999999,-18.3,3.7,6.8,2.1,4.5,0.45999999999999996
1991-01-01,2.64,2.8200000000000003,15.0,2.46,9.9,5.3,6.1,5.4,16.42,-0.05999999999999979,16.639999999999997,-3.3,17.55,-16.2,3.2,17.52,2.0,0.9,2.3
1991-04-01,-1.86,2.6,-2.9,6.720000000000001,-1.7,0.4,-2.0200000000000005,5.2,-6.339999999999999,1.9,-13.979999999999999,1.7,-27.95,-34.7,2.3,1.1400000000000001,1.9,1.4,-0.38
1991-07-01,-1.9,2.38,-6.4,-4.720000000000001,-4.3,-1.0,0.5399999999999998,6.0,4.1,-0.64,149.74,1.8,-1.625,56.9,3.9,13.219999999999999,1.6,-0.5,-0.49999999999999983
1991-10-01,-1.8,2.16,-12.2,-10.76,-8.2,-2.5,-4.24,6.5,-12.940000000000001,0.96,-38.26,3.6,-13.225000000000001,13.1,4.7,-8.540000000000001,1.8,-0.1,-0.43999999999999984
1992-01-01,-1.02,1.92,-4.4,2.6,0.2,1.9,3.5799999999999996,5.2,16.32,4.12,204.95999999999998,13.3,1.850000000000001,52.5,3.9,15.540000000000001,3.1,5.7,0.06000000000000005
1992-04-01,-0.42000000000000004,1.7600000000000002,-3.6,-10.879999999999999,-1.9,0.5,-0.9,6.0,-3.94,-5.6,41.08,2.7,53.1,27.0,4.0,-11.82,2.2,1.5,0.24000000000000005
1992-07-01,-1.0199999999999998,1.6,9.4,13.9,7.8,4.9,5.9,5.9,23.439999999999998,-4.38,17.580000000000002,3.9,-3.6249999999999996,16.0,4.6,34.38,3.0,1.7,-0.08000000000000007
1992-10-01,0.23999999999999994,1.44,-2.8,-1.36,0.8,0.9,-0.24000000000000005,5.5,-1.64,-5.3,-51.059999999999995,10.5,-12.674999999999999,-5.0,5.4,-2.3800000000000003,0.9,-0.3,0.44000000000000006
1993-01-01,-0.8,1.3,-10.8,-16.78,-11.5,-3.6,-5.220000000000001,7.7,-16.98,2.9,214.58,-13.2,5.9,49.6,10.5,-20.86,2.2,-3.1,-0.13999999999999996
1993-04-01,-1.92,1.1400000000000001,-5.7,43.1,-4.2,-1.2,-1.8399999999999999,5.4,-4.64,2.94,1.1400000000000001,-0.5,0.9,-14.1,3.5,-15.459999999999999,0.8,-2.7,-0.8400000000000001
1993-07-01,-2.84,0.9600000000000002,2.6,-36.760000000000005,1.9,2.1,1.5,4.1,9.66,-0.13999999999999996,35.64,0.3,10.475,-3.0,6.6,43.3,2.2,-1.4,-1.46
1993-10-01,-2.98,0.82,-2.4,-0.4,-0.5,0.8,-0.43999999999999995,5.3,3.22,-3.4200000000000004,-39.4,4.0,-16.7,-8.2,4.4,10.3,1.8,-0.4,-1.6200000000000003
1994-01-01,-1.3399999999999999,0.6799999999999999,-14.3,-11.18,-9.7,-1.6,-2.04,2.9,-3.7399999999999993,-5.5200000000000005,720.4599999999999,1.6,-11.175,-38.1,5.0,0.8800000000000011,4.1,1.4,-0.6599999999999999
1994-04-01,-1.72,0.6599999999999999,-2.5,-3.66,-3.1,0.9,0.72,3.1,4.9399999999999995,-0.4200000000000001,119.16,-4.5,0.8500000000000001,1.2,2.4,7.12,3.5,-0.4,-0.8
1994-07-01,-2.18,0.62,11.7,19.36,8.8,5.0,2.96,3.8,14.4,5.0600000000000005,-52.6,2.3,0.2500000000000002,-32.6,4.1,21.28,2.7,1.4,-1.1400000000000001
1994-10-01,-3.16,0.5800000000000001,-16.5,-18.619999999999997,-9.7,-3.0,-2.9199999999999995,5.4,-2.2000000000000015,-2.6,165.44,7.3,35.775,37.5,3.5,-7.200000000000001,1.5,1.3,-1.8399999999999999
1995-01-01,-1.58,0.54,-3.2,4.140000000000001,-3.5,0.7,-1.6199999999999999,7.5,-4.14,1.1600000000000001,-5.019999999999999,-4.3,-17.550000000000004,75.9,3.7,-8.059999999999999,3.3,0.7,-0.6400000000000001
1995-04-01,-0.8399999999999999,0.6,0.4,-18.919999999999998,0.2,1.3,-0.4600000000000001,3.4,-0.96,-3.2399999999999998,-39.06,-0.3,-3.1750000000000007,-8.6,3.0,9.7,2.0,-0.8,-0.36000000000000004
1995-07-01,-2.54,0.68,-2.9,52.7,-1.7,0.4,-0.2799999999999999,2.4,2.6799999999999997,-0.41999999999999993,-9.239999999999998,1.1,5.2,-3.6,4.4,-8.379999999999999,1.7,-0.9,-1.3800000000000001
1995-10-01,-9.92,0.72,-12.5,-30.32,-14.6,-4.5,-7.9,0.2,-12.18,-5.359999999999999,183.4,-18.7,-14.3,-13.1,6.0,-3.3600000000000003,2.1,1.1,-5.94
1996-01-01,1.7599999999999998,0.78,-0.5,24.78,1.6,0.6,0.4,-3.4,-1.6200000000000003,-1.28,-32.3,6.1,21.275,-35.7,9.6,-6.2,0.0,-0.5,1.02
1996-04-01,3.44,0.8200000000000001,9.3,25.919999999999998,6.6,5.3,5.140000000000001,-1.2,12.56,1.1600000000000001,18.4,1.0,12.950000000000001,-7.9,5.3,11.96,4.6,-0.1,2.5
1996-07-01,-2.62,0.8400000000000001,-5.0,2.9800000000000004,-4.4,-0.9,-1.1800000000000002,0.3,-0.33999999999999997,1.34,76.94,-3.3,1.625,5.7,4.4,-0.7200000000000001,1.3,1.7,-1.42
1996-10-01,-1.94,0.8800000000000001,1.3,-12.959999999999999,3.4,2.6,2.1,1.4,10.599999999999998,-1.56,-29.48,7.8,-9.1,13.7,5.5,21.14,2.2,2.9,-0.86
1997-01-01,0.6,0.96,-10.9,11.559999999999999,-5.1,-0.5,-1.78,2.9,-5.5200000000000005,10.86,-39.78,8.1,28.974999999999998,71.0,5.9,-15.720000000000002,2.2,2.2,0.5599999999999999
1997-04-01,-0.8,1.0,13.1,22.14,10.8,5.8,7.12,2.5,28.880000000000003,-4.52,22.9,6.3,-5.65,18.8,3.9,38.160000000000004,3.0,2.7,-0.17999999999999994
1997-07-01,-2.2600000000000002,1.04,-9.9,-10.12,-5.8,0.1,-2.54,4.8,-5.4,-6.840000000000001,-30.78,2.9,15.35,6.5,5.5,-6.480000000000001,3.6,2.2,-1.04
1997-10-01,-1.1199999999999999,1.06,2.9,6.32,1.0,2.8,1.86,6.7,7.279999999999999,-4.220000000000001,30.26,-2.5,3.675,-2.2,4.1,7.840000000000001,3.8,3.3,-0.38
1998-01-01,1.56,1.08,-19.1,1.8,-12.8,-1.8,-4.84,1.6,-17.26,9.98,25.419999999999998,1.0,6.55,38.6,1.9,-25.9,4.7,2.1,1.2200000000000002
1998-04-01,-0.09999999999999991,1.26,14.0,4.74,8.9,6.0,5.34,1.3,20.14,10.84,-45.42,-0.3,0.7749999999999999,-5.6,3.5,31.1,4.5,2.9,0.2799999999999999
1998-07-01,0.28,1.4,0.7,22.32,-6.8,0.1,2.4,1.5,6.7,-0.7599999999999998,20427.04,-20.2,27.9,-5.5,3.6,1.3800000000000001,4.0,3.2,0.52
1998-10-01,0.6799999999999999,1.56,-0.1,-8.559999999999999,9.2,5.2,0.56,1.6,-0.36,-10.86,-62.11999999999999,30.5,-3.3999999999999995,10.6,2.0,2.2399999999999998,3.1,3.6,0.74
1999-01-01,-0.17999999999999994,1.48,-3.8,11.16,-3.0,1.7,-0.74,0.1,2.8400000000000003,-10.819999999999999,26.26,-1.6,-16.65,-70.4,4.0,3.2599999999999993,4.3,2.2,0.24
1999-04-01,-1.52,1.7400000000000002,-1.8,24.56,-3.2,0.8,0.82,2.5,4.0,32.32,263.52,-5.6,23.375,0.3,4.9,-2.04,2.9,2.4,-0.48
1999-07-01,-1.08,1.72,9.6,14.819999999999999,6.6,4.2,4.5600000000000005,2.8,17.240000000000002,-0.5,159.64000000000001,0.9,47.325,-1.0,3.7,16.78,3.0,3.7,-0.16000000000000006
1999-10-01,0.07999999999999999,1.72,12.4,-12.34,8.7,4.7,5.220000000000001,3.8,16.759999999999998,0.0,-28.059999999999995,1.8,-20.475,3.6,5.2,36.839999999999996,2.8,4.0,0.56
2000-01-01,3.7199999999999998,1.7399999999999998,-23.6,15.080000000000002,-13.8,-4.2,-4.9,4.6,-17.720000000000002,-5.160000000000001,328.56000000000006,9.0,43.15,27.9,8.1,-30.22,1.0,4.5,2.7
2000-04-01,7.76,1.6600000000000001,20.0,-0.54,18.1,7.0,11.2,6.8,28.18,4.82,-22.78,14.7,-2.9499999999999997,4.8,5.7,48.82,1.9,2.0,4.9799999999999995
2000-07-01,-5.4,1.5799999999999998,-10.6,-1.7999999999999996,-8.6,-1.6,-3.8,5.6,-2.3200000000000007,8.559999999999999,107.64000000000001,-4.8,-9.725000000000001,36.8,5.4,-4.1,2.1,4.0,-3.0
2000-10-01,0.56,1.52,1.0,6.58,-0.6,1.4,2.5,8.9,7.7,10.02,292.02,-3.4,6.825,20.4,5.6,6.58,2.4,1.7,0.7
2001-01-01,3.5799999999999996,1.4400000000000002,7.5,1.06,11.5,6.5,7.82,13.7,20.94,18.46,1079.56,19.1,11.0,61.1,3.1,25.68,4.2,-0.4,2.56
2001-04-01,0.8,1.58,2.2,15.819999999999999,4.7,4.2,4.5,7.5,14.919999999999998,11.68,-22.999999999999996,9.3,42.775,19.2,3.6,6.18,4.0,-0.1,1.06
2001-07-01,0.9400000000000001,1.7399999999999998,2.3,10.059999999999999,2.2,3.7,2.82,5.3,6.24,0.18000000000000008,21.520000000000003,1.9,-10.424999999999999,35.0,4.3,13.959999999999999,4.5,-1.4,1.22
2001-10-01,0.2200000000000001,1.86,3.4,-10.620000000000001,3.1,3.2,3.88,3.1,12.48,5.720000000000001,100.3,2.6,29.15,30.2,5.2,15.419999999999998,3.3,-1.1,0.72
2002-01-01,4.5,2.0,15.4,27.48,13.7,6.7,9.180000000000001,-1.8,23.240000000000002,5.5,-18.78,10.8,1.9500000000000002,-18.8,6.1,30.139999999999997,3.4,0.1,3.2600000000000002
2002-04-01,1.94,2.1,2.1,2.2199999999999998,5.6,3.3,3.84,-1.4,8.9,1.28,-43.08,12.1,17.65,24.4,5.3,6.780000000000001,2.2,0.5,1.86
2002-07-01,2.42,2.2199999999999998,-1.6,10.32,1.0,0.8,2.4,-2.6,3.06,7.38,1411.32,5.8,-13.25,-1.8,5.3,5.46,0.7,1.7,2.14
2002-10-01,1.24,2.32,9.0,0.36000000000000004,7.7,2.1,3.66,-1.3,8.32,-2.7,-32.72,5.5,22.4,8.6,4.6,9.260000000000002,-0.7,2.0,1.38
2003-01-01,4.92,2.3600000000000003,8.5,-0.9400000000000001,5.8,0.4,3.22,-3.3,1.6599999999999997,7.88,74.72,1.3,-19.0,14.1,2.7,5.0,-2.3,1.2,3.8200000000000003
2003-04-01,2.8,2.42,24.2,15.459999999999999,16.6,4.7,9.680000000000001,-1.5,26.0,-0.6599999999999998,91.32,3.9,79.9,50.5,3.6,20.36,-1.4,-0.4,2.38
2003-07-01,-1.52,2.52,-3.8,3.84,-0.9,-1.0,-0.82,0.5,-0.8200000000000003,-2.98,-21.660000000000004,4.7,-8.8,39.4,3.8,-1.6199999999999999,-1.1,-5.3,-0.33999999999999997
2003-10-01,-1.1,2.58,11.6,10.28,8.3,2.6,4.720000000000001,1.6,14.12,3.1399999999999997,-7.32,2.2,2.675,4.1,2.6,16.18,-0.5,-3.2,5.551115123125783e-18
2004-01-01,1.54,2.66,7.1,5.3,5.4,2.4,3.18,1.5,5.82,-2.6799999999999997,-9.48,2.2,25.499999999999996,22.9,5.0,4.82,0.7,-4.3,1.72
2004-04-01,0.64,2.7399999999999998,-0.4,9.28,0.5,0.7,0.82,0.6,0.47999999999999987,1.64,7.139999999999999,2.3,-2.475,-9.2,2.3,0.07999999999999996,0.8,-1.9,1.24
2004-07-01,-0.2800000000000001,2.84,6.1,10.059999999999999,2.7,1.2,1.9,-1.7,4.0,0.5800000000000001,82.24,-3.4,8.200000000000001,-4.1,4.3,5.0600000000000005,0.3,-2.6,0.6199999999999999
2004-10-01,2.78,2.9,-6.6,-0.9799999999999999,-1.5,-0.1,0.6400000000000002,-2.3,-1.1199999999999997,3.94,31.9,9.1,-19.4,22.6,3.7,-2.18,0.7,-1.2,2.7
2005-01-01,0.039999999999999994,2.96,8.4,5.42,5.5,2.3,3.8600000000000003,-4.9,9.26,0.9600000000000002,42.940000000000005,0.2,24.849999999999998,6.1,9.4,5.6,0.5,1.4,0.9400000000000001
2005-04-01,-1.28,3.1,-1.3,1.7399999999999998,-2.3,-0.8,-2.1599999999999997,-2.6,-6.58,5.4799999999999995,-19.1,-4.2,7.050000000000001,-12.3,3.4,-2.52,0.1,-0.1,0.06
2005-07-01,-0.9,3.16,1.3,1.8200000000000003,2.1,1.7,3.0,-0.6,8.78,5.04,144.56,3.6,1.1249999999999996,-7.4,0.1,9.0,1.5,1.6,0.4600000000000001
2005-10-01,1.3199999999999998,3.2600000000000002,-3.7,11.66,0.0,0.1,1.38,1.7,1.7200000000000002,2.8,39.480000000000004,7.5,0.7750000000000001,8.2,-2.5,-1.4,0.2,2.8,1.78
2006-01-01,-2.02,3.34,10.5,21.880000000000003,11.3,3.9,6.4,4.8,19.84,2.32,-21.339999999999996,12.9,-1.525,23.0,12.2,24.5,-0.3,-3.7,-0.27999999999999997
2006-04-01,-0.020000000000000018,3.38,-4.5,-5.34,-5.2,-1.1,-2.98,3.9,-9.7,3.22,3.4,-6.6,-5.7,-22.5,-3.1,-10.58,1.4,-3.1,1.02
2006-07-01,1.6800000000000002,3.3600000000000003,-6.7,3.46,-2.9,0.6,-0.38,3.2,-3.9599999999999986,3.3200000000000003,-1.92,4.8,13.625,-0.6,-2.3,-7.7,2.6,-3.2,2.2199999999999998
2006-10-01,-0.48,3.38,10.6,12.22,3.9,3.4,1.92,2.4,3.6400000000000006,3.2,-23.8,-7.6,-4.925000000000001,-19.6,-9.8,5.34,3.1,-3.9,0.8
2007-01-01,0.019999999999999973,3.4,-3.7,0.5,-2.7,0.2,-1.1,2.5,-4.9399999999999995,4.24,-24.720000000000002,-0.6,5.6,-8.1,5.7,-7.38,1.8,-2.6,1.1
2007-04-01,-0.21999999999999997,3.4,5.9,14.919999999999998,4.4,2.6,3.2199999999999998,2.4,7.56,1.94,26.6,1.5,4.125,17.6,-1.3,6.4799999999999995,1.6,-3.2,0.9800000000000001
2007-07-01,2.52,3.4200000000000004,4.3,14.080000000000002,4.8,2.0,3.04,2.0,3.6799999999999997,0.12,-12.02,5.7,-3.225,7.4,-2.3,3.2399999999999998,0.5,-3.1,2.62
2007-10-01,1.98,3.4200000000000004,7.2,15.62,7.3,2.8,4.54,1.0,8.620000000000001,0.0,2.54,7.4,-3.4,17.9,-4.6,8.36,0.3,-3.0,2.38
2008-01-01,2.88,3.44,8.0,9.66,7.6,1.5,4.32,3.9,6.7,1.8800000000000001,9.92,6.9,2.975,10.5,-5.7,7.3,-2.0,-3.8,2.92
2008-04-01,3.08,3.34,3.1,6.9,6.4,2.4,4.68,3.7,8.899999999999999,-0.54,7.539999999999999,13.1,20.425,30.4,-5.4,0.8999999999999998,0.1,-3.2,3.04
2008-07-01,4.62,3.28,10.6,6.12,5.3,3.4,4.119999999999999,4.8,3.8400000000000007,0.16,144.92000000000002,-4.4,-12.725,-18.1,-4.9,13.6,2.4,-2.1,4.0
2008-10-01,4.86,3.2,6.6,6.5200000000000005,5.6,4.2,3.38,3.8,2.18,2.02,-28.679999999999996,3.6,-0.04999999999999938,11.8,-4.3,7.859999999999999,3.3,-3.3,4.04
2009-01-01,3.8,3.12,3.4,6.42,8.3,6.4,7.9799999999999995,3.7,19.3,2.3200000000000003,21.38,18.7,28.325,56.4,0.6,9.24,5.2,-2.9,3.38
2009-04-01,5.220000000000001,2.94,10.5,12.8,10.4,5.7,7.5,3.7,13.559999999999999,-3.8200000000000003,11.459999999999999,10.3,21.975,22.6,0.8,11.8,3.0,-2.9,4.2
2009-07-01,1.02,2.8,3.4,11.78,3.1,1.0,1.92,2.8,3.22,-1.6,5.56,2.6,6.225,-17.7,1.4,3.5,-0.3,-3.8,1.3599999999999999
2009-10-01,2.2199999999999998,2.6399999999999997,6.4,-3.3,6.9,1.9,4.22,0.4,7.859999999999999,-0.019999999999999928,1.2200000000000002,7.8,-14.924999999999999,16.4,1.8,13.74,-1.2,-2.1,2.2199999999999998
2010-01-01,2.98,2.48,3.2,-1.86,4.7,-0.7,2.34,1.5,2.06,0.6200000000000001,2.5,7.7,-3.25,11.1,1.3,4.14,-4.1,-1.5,2.56
2010-04-01,5.32,2.3600000000000003,2.6,5.0600000000000005,5.0,-0.3,3.1399999999999997,1.5,1.36,2.0,33.82,9.3,6.15,10.8,2.5,0.11999999999999993,-3.6,-2.9,4.1
2010-07-01,-3.34,2.2800000000000002,0.2,-4.68,-1.6,-3.4,-2.16,1.3,-3.0,2.7,10.28,-4.7,-6.875,0.1,1.5,-2.18,-4.6,-2.1,-1.7
2010-10-01,-1.8399999999999999,2.2,0.7,3.18,-1.0,-2.3,-2.42,1.3,-5.82,2.22,-26.159999999999997,-4.2,-13.875,-15.5,0.7,-5.22,-3.1,-1.4,-0.6
2011-01-01,2.2800000000000002,2.08,-5.4,-14.820000000000002,-5.3,-4.1,-4.46,2.5,-14.84,1.6199999999999997,-19.560000000000002,-5.0,-3.7749999999999995,-41.4,0.4,-14.279999999999998,-3.3,-2.7,2.0599999999999996
2011-04-01,-1.3599999999999999,1.94,2.6,-0.6199999999999999,-1.3,-2.2,-1.64,1.0,-4.3,2.02,53.98,-8.3,0.25,-14.2,1.2,-4.9799999999999995,-2.9,-1.3,-0.38
