Date,Durable goods,Farm,Final sales of domestic business,Final sales of goods and structures of domestic business,Manufacturing,Merchant wholesalers,Motor vehicle dealers,Nondurable goods,Nonfarm,Nonmerchant wholesalers,Other,Private inventories,Retail trade,Wholesale trade
1956-07-01,22337.5,40475.0,27970.0,21498.0,45220.0,,,17764.75,82681.0,,4953.0,123156.0,18343.0,14165.0
1956-10-01,22905.0,40321.0,28606.0,21910.0,46161.0,,,17985.25,84383.0,,5205.0,124704.0,18586.0,14431.0
1957-01-01,23118.5,40170.0,29064.0,22391.0,46862.0,,,18273.25,85427.0,,5287.0,125597.0,18751.0,14527.0
1957-04-01,23354.0,40698.0,29083.0,22349.0,46923.0,,,18307.0,85965.0,,5286.0,126663.0,19113.0,14643.0
1957-07-01,23813.5,40958.0,29553.0,22708.0,47302.0,,,18318.75,86976.0,,5423.0,127934.0,19472.0,14779.0
1957-10-01,23661.0,41257.0,29513.0,22433.0,46429.0,,,18136.25,86360.0,,5531.0,127617.0,19736.0,14664.0
1958-01-01,23052.0,45488.0,28856.0,21908.0,45483.0,,,18135.5,85132.0,,5514.0,130620.0,19476.0,14659.0
1958-04-01,22400.5,45836.0,28813.0,21862.0,44237.0,,,18065.75,83660.0,,5455.0,129496.0,19268.0,14700.0
1958-07-01,22366.0,47204.0,29474.0,22245.0,44245.0,,,18116.5,83709.0,,5488.0,130913.0,19288.0,14688.0
1958-10-01,14280.714285714286,46290.0,30092.0,22811.0,44864.0,9651.0,3396.0,12088.57142857143,84880.0,5176.0,5938.5,131170.0,19507.0,14827.0
1959-01-01,14615.57142857143,46412.0,31241.0,23624.0,45340.0,9852.0,3616.0,12139.57142857143,86091.0,5252.0,5999.5,132503.0,19919.0,15104.0
1959-04-01,15167.285714285714,45477.0,31811.0,24026.0,46453.0,10256.0,3967.0,12349.714285714286,88480.0,5403.0,6059.0,133957.0,20589.0,15659.0
1959-07-01,15122.285714285714,44018.0,32403.0,24386.0,46829.0,10529.0,3834.0,12661.42857142857,89287.0,5383.0,6130.5,133305.0,20657.0,15912.0
1959-10-01,15373.285714285714,42312.0,32230.0,24116.0,47663.0,11009.0,3500.0,12925.714285714286,90784.0,5516.0,6249.0,133096.0,20516.0,16525.0
1960-01-01,16103.0,43290.0,32897.0,24696.0,48757.0,11285.0,4315.0,13026.714285714286,93495.0,5633.0,6220.5,136785.0,21809.0,16918.0
1960-04-01,16148.42857142857,41924.0,33220.0,24917.0,49124.0,11331.0,4466.0,13166.0,94047.0,5776.0,6173.5,135971.0,21849.0,17107.0
1960-07-01,16254.0,42416.0,33234.0,24933.0,49849.0,11235.0,4532.0,13303.142857142857,94952.0,5761.0,6224.5,137368.0,22008.0,16996.0
1960-10-01,15902.57142857143,42857.0,33386.0,24939.0,48738.0,11182.0,4443.0,13230.142857142857,93537.0,5673.0,6208.0,136394.0,21879.0,16855.0
1961-01-01,15478.714285714286,43173.0,33521.0,25003.0,48540.0,11302.0,3808.0,13436.857142857143,92719.0,5669.0,6212.0,135892.0,21059.0,16971.0
1961-04-01,15364.57142857143,42112.0,33823.0,25085.0,48578.0,11241.0,3812.0,13544.0,92703.0,5713.0,6168.5,134815.0,21004.0,16954.0
1961-07-01,15634.285714285714,43630.0,34244.0,25438.0,49471.0,11391.0,3801.0,13701.285714285714,94104.0,5750.0,6188.5,137734.0,21170.0,17141.0
1961-10-01,15845.285714285714,44646.0,35106.0,26109.0,50054.0,11417.0,3804.0,13833.857142857143,95228.0,5881.0,6274.5,139874.0,21322.0,17298.0
1962-01-01,16210.285714285714,45804.0,35562.0,26455.0,51306.0,11487.0,3852.0,13992.285714285714,96981.0,5969.0,6249.0,142785.0,21717.0,17456.0
1962-04-01,16384.85714285714,45611.0,36210.0,26904.0,52075.0,11694.0,3834.0,14202.0,98177.0,6060.0,6261.0,143788.0,21855.0,17754.0
1962-07-01,16747.0,47420.0,36552.0,27175.0,53192.0,11622.0,4046.0,14338.42857142857,99894.0,6188.0,6354.5,147314.0,22305.0,17810.0
1962-10-01,16820.428571428572,47286.0,36858.0,27365.0,53223.0,11736.0,4242.0,14455.42857142857,100468.0,6259.0,6341.0,147754.0,22667.0,17995.0
1963-01-01,16996.85714285714,46737.0,37206.0,27641.0,53775.0,11816.0,4329.0,14598.0,101520.0,6308.0,6392.0,148257.0,22863.0,18124.0
1963-04-01,17245.85714285714,46264.0,38002.0,28250.0,54342.0,12163.0,4231.0,14716.142857142857,102581.0,6409.0,6383.5,148845.0,22923.0,18572.0
1963-07-01,17509.0,45492.0,38750.0,28844.0,54928.0,12625.0,4352.0,14982.0,104153.0,6506.0,6473.0,149645.0,23244.0,19131.0
1963-10-01,17654.714285714286,44807.0,39358.0,29237.0,55059.0,12921.0,4790.0,15275.714285714286,105521.0,6550.0,6631.5,150328.0,23931.0,19471.0
1964-01-01,17977.428571428572,43786.0,40470.0,30115.0,55792.0,13132.0,5010.0,15416.857142857143,107016.0,6596.0,6715.5,150802.0,24406.0,19728.0
1964-04-01,18321.428571428572,42763.0,41096.0,30512.0,56070.0,13542.0,5096.0,15547.857142857143,108456.0,6631.0,6849.0,151219.0,24992.0,20173.0
1964-07-01,18727.285714285714,43203.0,41942.0,31135.0,56964.0,13797.0,5403.0,15729.857142857143,110368.0,6667.0,6950.0,153571.0,25504.0,20464.0
1964-10-01,19035.85714285714,42887.0,42250.0,31237.0,58619.0,14042.0,4811.0,15997.42857142857,112235.0,6721.0,7143.0,155122.0,25194.0,20763.0
1965-01-01,19741.285714285714,44201.0,43193.0,32023.0,59647.0,14686.0,5420.0,16241.142857142857,115232.0,6727.0,7307.5,159433.0,26431.0,21413.0
1965-04-01,20227.14285714286,46121.0,44165.0,32736.0,60555.0,15161.0,5826.0,16488.714285714286,117505.0,6840.0,7371.5,163626.0,27032.0,22001.0
1965-07-01,20816.285714285714,45020.0,45107.0,33506.0,62213.0,15486.0,6026.0,16649.714285714286,119949.0,6878.0,7468.5,164969.0,27300.0,22364.0
1965-10-01,21088.428571428572,47537.0,46545.0,34713.0,63437.0,15561.0,6263.0,17037.14285714286,122205.0,6908.0,7531.0,169742.0,28030.0,22469.0
1966-01-01,21921.14285714286,49308.0,47715.0,35790.0,65404.0,16352.0,6302.0,17383.0,125890.0,6997.0,7737.5,175198.0,28801.0,23349.0
1966-04-01,22698.571428571428,49731.0,48099.0,35817.0,67620.0,16769.0,6730.0,17809.285714285714,129811.0,7164.0,7934.0,179542.0,29805.0,23933.0
1966-07-01,23553.428571428572,50537.0,48763.0,36359.0,70491.0,17238.0,6395.0,18098.85714285714,133499.0,7330.0,8066.0,184036.0,29854.0,24568.0
1966-10-01,24585.285714285714,47856.0,49190.0,36496.0,73009.0,18269.0,5461.0,18610.285714285714,138281.0,7538.0,8900.5,186137.0,30587.0,25807.0
1967-01-01,25186.85714285714,46226.0,49451.0,36552.0,75784.0,18647.0,5190.0,19106.571428571428,141823.0,7761.0,8984.5,188049.0,30548.0,26408.0
1967-04-01,25338.428571428572,47370.0,50275.0,37238.0,76810.0,18540.0,4699.0,19309.428571428572,143056.0,7883.0,9184.5,190426.0,30496.0,26423.0
1967-07-01,25861.0,46650.0,50963.0,37640.0,78227.0,19361.0,4456.0,19657.85714285714,145660.0,7951.0,9473.0,192310.0,30357.0,27312.0
1967-10-01,26639.285714285714,45917.0,51846.0,38240.0,79935.0,19973.0,4767.0,19965.714285714286,149076.0,8110.0,9697.0,194993.0,30915.0,28083.0
1968-01-01,27105.571428571428,47975.0,53465.0,39420.0,80908.0,20300.0,5130.0,20231.714285714286,151480.0,8101.0,9876.5,199455.0,31777.0,28401.0
1968-04-01,27545.14285714286,49562.0,54654.0,40159.0,82070.0,20806.0,5616.0,20602.285714285714,154038.0,8150.0,9949.0,203600.0,32707.0,28956.0
1968-07-01,27922.0,49541.0,56056.0,41173.0,83856.0,21102.0,5261.0,20910.714285714286,156292.0,8143.0,10103.5,205833.0,32761.0,29245.0
1968-10-01,28612.428571428572,48856.0,57065.0,41897.0,85124.0,21163.0,6224.0,21083.85714285714,159264.0,8183.0,10298.0,208120.0,34215.0,29346.0
1969-01-01,29456.0,50296.0,58492.0,43057.0,87357.0,21956.0,6345.0,21570.14285714286,163429.0,8369.0,10537.0,213725.0,34873.0,30325.0
1969-04-01,29814.428571428572,52567.0,59327.0,43430.0,88462.0,22682.0,6221.0,22136.14285714286,166249.0,8474.0,10713.5,218816.0,35418.0,31156.0
1969-07-01,30666.285714285714,51732.0,60285.0,44093.0,90733.0,23307.0,6680.0,22694.285714285714,170810.0,8597.0,11072.5,222542.0,36515.0,31904.0
1969-10-01,31567.0,52972.0,60815.0,44231.0,92581.0,23796.0,7107.0,22963.14285714286,174586.0,8743.0,11322.0,227558.0,37477.0,32539.0
1970-01-01,31814.571428571428,53873.0,61818.0,44754.0,93264.0,24773.0,6773.0,23438.0,176600.0,8795.0,11486.5,230473.0,37513.0,33568.0
1970-04-01,32129.14285714286,53964.0,62601.0,45146.0,94187.0,25369.0,7093.0,23946.85714285714,179122.0,8919.0,11589.0,233086.0,38235.0,34288.0
1970-07-01,32824.42857142857,53769.0,63600.0,45680.0,95452.0,26295.0,7357.0,24259.428571428572,182168.0,8956.0,11767.0,235937.0,38803.0,35251.0
1970-10-01,32787.71428571428,52889.0,64040.0,45828.0,95492.0,27302.0,6305.0,24784.14285714286,183295.0,9111.0,12008.5,236184.0,38512.0,36413.0
1971-01-01,33596.71428571428,55970.0,65740.0,47114.0,96565.0,27644.0,7762.0,25285.428571428572,187646.0,9239.0,12277.0,243616.0,41163.0,36883.0
1971-04-01,34136.142857142855,56824.0,67042.0,48039.0,96975.0,28683.0,8681.0,25794.0,190781.0,9266.0,12504.5,247605.0,42521.0,37949.0
1971-07-01,34874.0,57841.0,68384.0,48933.0,97054.0,29164.0,10063.0,25881.714285714286,193448.0,9230.0,12662.0,251289.0,44576.0,38394.0
1971-10-01,34820.71428571428,59335.0,69755.0,49829.0,96619.0,30155.0,9350.0,26339.714285714286,194381.0,9206.0,12922.5,253716.0,44707.0,39361.0
1972-01-01,35353.857142857145,61572.0,71779.0,51283.0,97767.0,30491.0,9303.0,26630.571428571428,197059.0,9282.0,13241.0,258631.0,45600.0,39773.0
1972-04-01,36043.42857142857,65622.0,73477.0,52680.0,99127.0,31433.0,9401.0,27232.0,201061.0,9373.0,13607.5,266683.0,46928.0,40806.0
1972-07-01,36787.71428571428,68415.0,75160.0,53668.0,101335.0,32462.0,9324.0,27998.0,205734.0,9570.0,13980.0,274149.0,47879.0,42032.0
1972-10-01,37639.42857142857,73867.0,78205.0,56253.0,102108.0,33461.0,9773.0,28484.428571428572,209861.0,9684.0,14466.5,283728.0,49771.0,43145.0
1973-01-01,39284.0,85011.0,81356.0,59014.0,106571.0,35201.0,10355.0,29958.0,219704.0,10085.0,14911.0,304715.0,52486.0,45286.0
1973-04-01,41055.857142857145,94674.0,83056.0,60243.0,111422.0,36493.0,11278.0,31356.428571428572,229909.0,10575.0,15482.5,324583.0,55666.0,47068.0
1973-07-01,42380.0,102550.0,84908.0,61429.0,115278.0,38153.0,11626.0,32080.285714285714,236161.0,10747.0,15841.5,338711.0,55655.0,48900.0
1973-10-01,44359.28571428572,102624.0,86251.0,62425.0,121470.0,40418.0,12355.0,34277.142857142855,249355.0,11327.0,16636.0,351979.0,58404.0,51745.0
1974-01-01,46792.0,96978.0,87547.0,63361.0,130313.0,43729.0,12180.0,36974.857142857145,265228.0,12183.0,18269.0,362206.0,58914.0,55912.0
1974-04-01,50474.857142857145,88763.0,89566.0,64428.0,142805.0,46788.0,12254.0,39433.57142857143,284792.0,12987.0,19538.0,373555.0,60244.0,59775.0
1974-07-01,53763.42857142857,95249.0,91926.0,65996.0,154165.0,49299.0,12585.0,41721.28571428572,302578.0,13938.0,20410.5,397827.0,61792.0,63237.0
1974-10-01,57030.857142857145,89103.0,92686.0,65755.0,162628.0,51972.0,14421.0,43403.142857142855,318089.0,14888.0,21362.5,407192.0,63926.0,66860.0
1975-01-01,57431.42857142857,85663.0,95549.0,67526.0,163398.0,50521.0,13075.0,42226.142857142855,315812.0,15458.0,21187.0,401475.0,62298.0,65979.0
1975-04-01,57161.28571428572,91699.0,97944.0,68766.0,161434.0,49616.0,13551.0,41650.0,313354.0,15355.0,21355.5,405053.0,62517.0,64971.0
1975-07-01,57192.71428571428,92539.0,100944.0,71392.0,161701.0,50827.0,14635.0,42961.857142857145,317287.0,15681.0,21739.0,409826.0,64191.0,66508.0
1975-10-01,57348.57142857143,89640.0,104190.0,73520.0,162221.0,50659.0,14045.0,43297.857142857145,319024.0,15818.0,22505.5,408664.0,64425.0,66477.0
1976-01-01,58514.0,89622.0,107310.0,75662.0,164824.0,51716.0,14857.0,44405.142857142855,326367.0,15984.0,23085.0,415989.0,67244.0,67700.0
1976-04-01,60403.42857142857,90851.0,108555.0,76348.0,169532.0,54287.0,15350.0,46111.28571428572,337400.0,16516.0,23860.5,428251.0,69611.0,70803.0
1976-07-01,62613.57142857143,86317.0,110861.0,77573.0,174708.0,56053.0,16430.0,47067.28571428572,347263.0,17187.0,24490.0,433580.0,71331.0,73240.0
1976-10-01,64313.857142857145,85504.0,114692.0,80259.0,178718.0,56729.0,17012.0,47474.142857142855,354229.0,17329.0,25035.0,439733.0,73002.0,74058.0
1977-01-01,65898.0,86191.0,117737.0,82213.0,182429.0,59196.0,17836.0,49564.42857142857,365554.0,17933.0,26379.5,451745.0,75366.0,77129.0
1977-04-01,67313.71428571429,85781.0,121837.0,85493.0,185782.0,60426.0,18611.0,50365.857142857145,372565.0,18201.0,26727.5,458346.0,77082.0,78627.0
1977-07-01,69407.71428571429,84228.0,124914.0,87374.0,189859.0,62378.0,19533.0,51238.142857142855,381999.0,18145.0,27930.5,466227.0,78772.0,80523.0
1977-10-01,71194.71428571429,91120.0,128022.0,89582.0,193234.0,65630.0,20793.0,52642.0,391422.0,18383.0,28260.5,482542.0,80903.0,84013.0
1978-01-01,74474.71428571429,101305.0,129932.0,90154.0,198308.0,70146.0,21559.0,54136.0,405868.0,18393.0,29483.0,507173.0,84525.0,88539.0
1978-04-01,77726.57142857143,107363.0,139387.0,98111.0,205351.0,73522.0,21915.0,55894.0,421724.0,18374.0,31018.0,529087.0,88422.0,91896.0
1978-07-01,80376.57142857143,112387.0,143264.0,101057.0,211627.0,75301.0,22060.0,57062.28571428572,434002.0,18767.0,32344.5,546389.0,90453.0,94068.0
1978-10-01,84239.14285714286,117812.0,148421.0,105195.0,219778.0,79335.0,24419.0,58941.142857142855,451651.0,19625.0,33000.5,569463.0,94121.0,98960.0
1979-01-01,88881.71428571429,135490.0,151504.0,107243.0,229996.0,84221.0,25844.0,60940.857142857145,472165.0,20207.0,34301.0,607655.0,97094.0,104428.0
1979-04-01,92824.85714285714,132593.0,155274.0,109495.0,241039.0,87679.0,28261.0,64151.71428571428,494700.0,21757.0,35638.0,627293.0,101527.0,109436.0
1979-07-01,95627.71428571429,135446.0,161354.0,114522.0,251364.0,91472.0,26564.0,67408.28571428571,513176.0,23428.0,37217.5,648622.0,101879.0,114900.0
1979-10-01,99113.42857142857,132917.0,164336.0,116105.0,261789.0,94522.0,26790.0,70143.42857142857,532631.0,25014.0,38423.0,665548.0,104702.0,119536.0
1980-01-01,103316.57142857143,128580.0,167948.0,118467.0,277511.0,99144.0,25777.0,75173.42857142857,561288.0,27710.0,40394.0,689868.0,107935.0,126854.0
1980-04-01,104706.85714285714,132414.0,166192.0,115829.0,284024.0,102342.0,24466.0,78251.85714285714,574563.0,29243.0,40998.5,706977.0,109174.0,131585.0
1980-07-01,105970.85714285714,140379.0,173320.0,120828.0,287042.0,107550.0,24191.0,80852.0,585863.0,28484.0,41904.5,726242.0,111790.0,136034.0
1980-10-01,109418.28571428571,139673.0,180009.0,125045.0,293432.0,110989.0,25069.0,81624.14285714286,598941.0,28426.0,43507.5,738614.0,111968.0,139415.0
1981-01-01,112423.71428571429,139280.0,185256.0,129160.0,304094.0,115507.0,23939.0,86762.57142857143,623513.0,31771.0,46090.5,762793.0,113850.0,147278.0
1981-04-01,114963.0,139651.0,188525.0,130800.0,308215.0,115824.0,26549.0,86870.42857142857,632548.0,31914.0,46537.0,772199.0,117691.0,147738.0
1981-07-01,117514.28571428571,132876.0,192321.0,133461.0,313623.0,116883.0,27148.0,88384.85714285714,646266.0,31879.0,48818.0,779142.0,120906.0,148762.0
1981-10-01,118708.0,125508.0,193632.0,133521.0,313145.0,119320.0,27605.0,88759.42857142857,651735.0,29482.0,50941.5,777243.0,123229.0,148802.0
1982-01-01,118896.42857142857,134440.0,195184.0,133799.0,314767.0,118790.0,25866.0,88496.42857142857,651566.0,29828.0,51237.5,786006.0,120415.0,148618.0
1982-04-01,119291.14285714286,134984.0,197235.0,134521.0,311002.0,121139.0,26868.0,88109.14285714286,651150.0,28363.0,51558.5,786134.0,121822.0,149502.0
1982-07-01,119626.57142857143,128516.0,197285.0,132624.0,309132.0,120306.0,29422.0,87944.0,651816.0,29056.0,51529.5,780332.0,124907.0,149362.0
1982-10-01,116902.57142857143,128202.0,202057.0,135108.0,304627.0,118935.0,26903.0,87824.0,642575.0,29001.0,50953.0,770777.0,123206.0,147936.0
1983-01-01,114784.42857142857,135610.0,206132.0,136800.0,294630.0,118549.0,27414.0,87327.28571428571,634147.0,27939.0,51749.0,769757.0,125735.0,146488.0
1983-04-01,115493.0,134070.0,211004.0,140018.0,297166.0,117223.0,28292.0,87811.57142857143,638994.0,27921.0,52121.0,773064.0,129831.0,145144.0
1983-07-01,117831.14285714286,127211.0,217754.0,144358.0,304352.0,121220.0,29545.0,90585.85714285714,654271.0,29157.0,52060.5,781482.0,133480.0,150377.0
1983-10-01,120760.57142857143,131134.0,224166.0,149496.0,308921.0,124098.0,31217.0,91190.57142857143,665136.0,29288.0,52048.5,796270.0,137640.0,153386.0
1984-01-01,125665.14285714286,136914.0,227638.0,151932.0,319359.0,128281.0,34275.0,93908.28571428571,689469.0,29795.0,53067.5,826383.0,146228.0,158076.0
1984-04-01,130039.57142857143,133421.0,233807.0,156291.0,332682.0,131268.0,34326.0,95996.14285714286,710090.0,30802.0,53701.5,843511.0,149352.0,162070.0
1984-07-01,134207.0,128002.0,237794.0,158530.0,343227.0,135966.0,33518.0,97400.42857142857,726909.0,31468.0,53935.0,854911.0,150052.0,167434.0
1984-10-01,137765.14285714287,129378.0,243033.0,162212.0,344538.0,137668.0,37285.0,97129.14285714286,737559.0,31474.0,54956.5,866937.0,156969.0,169142.0
1985-01-01,138320.7142857143,127336.0,250963.0,166505.0,341558.0,139709.0,37838.0,97086.14285714286,738382.0,31375.0,55551.5,865718.0,158465.0,171084.0
1985-04-01,138773.42857142858,120514.0,253760.0,167708.0,339315.0,141320.0,38998.0,97556.71428571429,740765.0,31461.0,55969.5,861279.0,161151.0,172781.0
1985-07-01,138226.14285714287,118235.0,259211.0,170707.0,335192.0,142101.0,38480.0,97816.71428571429,739819.0,30561.0,56945.0,858054.0,163566.0,172662.0
1985-10-01,139390.14285714287,122357.0,260622.0,170951.0,333336.0,145112.0,44116.0,100083.57142857143,750194.0,30816.0,57714.0,872551.0,171412.0,175928.0
1986-01-01,140677.57142857142,117043.0,264702.0,173059.0,325333.0,146921.0,46782.0,97332.14285714286,745004.0,29139.0,57511.5,862047.0,175916.0,176060.0
1986-04-01,141723.57142857142,113255.0,266763.0,173984.0,322880.0,149639.0,47066.0,96951.14285714286,746065.0,28954.0,57615.5,859320.0,177342.0,178593.0
1986-07-01,141754.7142857143,111924.0,271671.0,178004.0,320505.0,153208.0,42490.0,97073.28571428571,744912.0,28764.0,57914.0,856836.0,175673.0,181972.0
1986-10-01,140628.85714285713,109833.0,274852.0,179569.0,320619.0,152606.0,43894.0,98238.57142857143,745060.0,29346.0,57097.5,854893.0,176196.0,181952.0
1987-01-01,142223.7142857143,114875.0,275156.0,177958.0,320781.0,154314.0,50766.0,100474.85714285714,757540.0,29496.0,57894.5,872415.0,185084.0,183810.0
1987-04-01,144894.42857142858,116302.0,281190.0,182310.0,324535.0,158595.0,52456.0,102639.42857142857,772476.0,29190.0,59447.5,888778.0,191403.0,187785.0
1987-07-01,145585.42857142858,118202.0,287330.0,186570.0,330355.0,159393.0,50814.0,104203.71428571429,779889.0,29353.0,60016.5,898091.0,191607.0,188746.0
1987-10-01,151052.14285714287,118068.0,288626.0,187009.0,339563.0,165739.0,54246.0,106741.57142857143,804373.0,30071.0,61432.0,922441.0,199076.0,195810.0
1988-01-01,153637.42857142858,124692.0,296783.0,191466.0,346630.0,171498.0,50691.0,108485.42857142857,816488.0,30386.0,61768.5,941180.0,198759.0,201884.0
1988-04-01,156135.7142857143,126524.0,304010.0,196322.0,355660.0,177166.0,52997.0,112371.28571428571,835785.0,30813.0,62038.5,962309.0,203295.0,207979.0
1988-07-01,160295.7142857143,132489.0,309860.0,198622.0,362237.0,181859.0,54405.0,113369.42857142857,851430.0,30937.0,62617.0,983919.0,207844.0,212796.0
1988-10-01,164374.85714285713,131854.0,316042.0,202639.0,372435.0,181847.0,58227.0,114492.57142857143,869083.0,32059.0,63635.0,1000937.0,213241.0,213906.0
1989-01-01,168618.7142857143,133834.0,321153.0,205019.0,382858.0,183449.0,63126.0,117091.28571428571,891832.0,32857.0,64612.0,1025666.0,222133.0,216306.0
1989-04-01,170297.85714285713,129951.0,327158.0,209396.0,388318.0,186981.0,60840.0,119319.28571428571,903264.0,33811.0,64785.0,1033215.0,224142.0,220792.0
1989-07-01,170694.0,127915.0,334092.0,214592.0,390075.0,187263.0,58085.0,119779.14285714286,905949.0,34151.0,65611.5,1033864.0,224315.0,221414.0
1989-10-01,171835.57142857142,130292.0,335225.0,213166.0,390482.0,188856.0,62934.0,121340.42857142857,914728.0,33920.0,65729.5,1045020.0,231370.0,222776.0
1990-01-01,171959.85714285713,132478.0,342813.0,218958.0,393809.0,190878.0,58014.0,122877.14285714286,919099.0,34783.0,66622.5,1051577.0,228989.0,225661.0
1990-04-01,173911.0,131122.0,345629.0,218472.0,394122.0,194434.0,60290.0,123599.85714285714,926671.0,34800.0,66778.0,1057793.0,233122.0,229234.0
1990-07-01,176283.42857142858,130543.0,348667.0,219605.0,404641.0,198884.0,62464.0,128243.0,948232.0,36337.0,67596.0,1078775.0,236389.0,235221.0
1990-10-01,175890.2857142857,133468.0,347686.0,217564.0,404510.0,200106.0,62638.0,129040.42857142857,948880.0,36649.0,66948.0,1082348.0,236590.0,236755.0
1991-01-01,173720.42857142858,135208.0,347811.0,217317.0,397711.0,201609.0,58230.0,127205.0,934806.0,35257.0,65292.5,1070014.0,231485.0,236866.0
