Date,Commercial and health care,Computers and peripheral equipment,"Entertainment, literary, and artistic originals",Equipment,Industrial equipment,Information processing equipment,Intellectual property products,Manufacturing,"Mining exploration, shafts, and wells",Multifamily,Nonresidential,Nonresidential structures,Other,Other equipment,Other structures,Permanent site,Power and communication,Private fixed investment,Private fixed investment in information processing equipment and software,Private fixed investment in new structures,Private fixed investment in structures,Research and development,Residential,Residential structures,Single family,Software,Structures,Transportation equipment
2013-10-01,93.411,101.381,94.666,110.71000000000001,99.305,115.38,100.429,93.85,92.18,78.548,99.5,93.088,121.315,96.983,88.224,84.768,101.271,96.805,111.423,90.366,89.445,96.239,87.14,87.608,86.399,107.129,89.726,94.594
2014-01-01,94.023,101.13,95.025,109.981,99.718,114.229,100.683,94.363,95.934,79.188,99.84,94.525,119.728,96.978,89.785,86.597,100.703,97.457,110.746,91.904,91.109,96.782,88.992,89.279,88.51,106.972,91.39099999999999,94.842
2014-04-01,94.529,101.573,95.464,108.3635,99.974,113.202,100.29,94.902,99.346,79.996,100.039,95.826,118.009,97.429,90.2235,86.6,100.673,97.659,109.878,92.671,91.87,96.446,89.203,89.394,88.313,106.281,92.16149999999999,95.427
2014-07-01,94.993,101.756,95.654,107.932,100.138,112.04,100.235,95.505,102.731,81.002,100.295,97.209,116.231,97.699,91.4435,88.767,100.602,98.187,109.067,94.269,93.364,96.628,90.788,91.268,90.782,105.854,93.66,95.786
2014-10-01,95.416,101.765,95.163,107.054,100.031,110.752,100.096,95.704,105.533,82.918,100.503,98.22,114.359,98.379,91.8665,89.04,100.731,98.388,108.177,94.785,93.975,96.805,90.962,91.191,90.624,105.399,94.2835,96.621
2015-01-01,96.001,101.594,95.988,106.2875,99.831,109.597,100.761,96.371,104.609,85.925,100.648,98.138,112.777,99.362,92.2795,90.39,100.572,98.628,107.182,95.043,94.276,98.568,91.556,91.857,91.544,104.582,94.57499999999999,96.776
2015-04-01,95.895,101.056,96.801,105.868,99.623,108.617,100.936,96.525,103.05,88.864,100.487,97.581,111.614,99.677,92.845,90.869,99.853,98.599,106.25,94.949,94.294,99.438,92.017,92.302,91.38,103.703,94.5775,96.934
2015-07-01,96.557,100.651,96.788,105.082,99.554,106.897,100.806,97.378,103.058,91.431,100.328,97.823,109.34,99.677,93.76599999999999,91.765,99.289,98.649,105.367,95.349,94.892,99.148,92.832,92.893,91.834,103.746,95.167,97.254
2015-10-01,97.35,100.352,97.295,104.42750000000001,99.21,105.265,100.001,97.668,100.822,93.504,99.916,97.62,107.168,100.222,94.3215,92.713,98.578,98.454,104.316,95.474,95.143,97.771,93.41,93.376,92.481,103.333,95.3925,97.888
2016-01-01,97.015,100.088,97.976,103.4495,99.046,104.015,99.226,97.519,98.153,93.798,99.371,97.054,105.526,100.062,94.69800000000001,93.421,98.004,98.116,103.514,95.399,95.146,96.351,93.8,93.798,93.318,103.008,95.35,98.104
2016-04-01,98.033,100.024,99.218,102.84649999999999,98.999,103.487,99.507,97.873,98.224,94.159,99.434,97.62,104.811,99.589,95.78800000000001,94.617,97.918,98.435,102.96,96.323,96.083,97.125,95.002,95.071,94.759,102.419,96.249,97.855
2016-07-01,97.631,99.896,98.453,101.6385,99.187,101.964,99.225,97.022,97.614,94.899,99.208,97.516,102.749,99.868,96.751,96.223,98.193,98.57,101.873,96.99,96.836,97.22,96.382,96.497,96.619,101.779,96.918,98.415
2016-10-01,98.387,99.172,98.526,100.9565,99.141,100.761,99.852,97.776,97.563,96.017,99.507,98.177,101.363,99.897,97.793,97.816,98.635,99.077,101.148,98.005,97.838,98.66,97.61,97.86,98.338,101.542,97.8875,99.348
2017-01-01,98.612,99.818,99.151,100.95349999999999,99.535,100.572,99.686,98.14,99.936,97.449,99.723,99.048,100.859,99.63,98.4495,98.579,99.885,99.41,100.715,98.852,98.627,98.768,98.338,98.672,98.881,100.86,98.6765,100.232
2017-04-01,99.437,99.78,99.885,100.039,99.87,100.097,100.083,99.14,101.449,99.024,100.019,99.931,100.219,99.885,99.4075,99.678,100.296,99.914,100.415,99.804,99.693,99.543,99.553,99.684,99.831,100.734,99.713,100.204
2017-07-01,100.763,99.876,100.547,99.49600000000001,100.068,99.843,100.053,101.273,100.469,100.928,100.138,100.643,99.831,100.102,100.586,100.57,100.266,100.259,99.706,100.573,100.653,100.376,100.672,100.506,100.444,99.566,100.6465,99.965
2017-10-01,101.188,100.526,100.417,99.51150000000001,100.527,99.488,100.178,101.583,98.145,102.585,100.121,100.378,99.091,100.382,101.55699999999999,101.173,99.552,100.417,99.164,100.771,101.027,101.314,101.436,101.138,100.772,98.84,100.9645,99.599
2018-01-01,102.089,100.704,100.946,99.5595,101.178,98.633,100.625,102.622,94.23,104.716,100.182,100.074,97.841,100.142,103.56200000000001,102.97,98.604,100.948,98.394,101.498,102.179,102.776,103.643,102.865,102.501,98.157,101.98949999999999,99.958
2018-04-01,103.257,100.641,101.444,101.1965,101.79,97.799,100.842,103.76,92.446,106.499,100.335,100.474,96.694,100.497,105.143,104.616,98.727,101.451,97.828,102.602,103.329,103.418,105.421,104.669,104.124,97.856,103.0835,100.091
2018-07-01,103.99,100.815,101.777,102.3485,102.325,97.399,100.676,104.614,91.496,107.871,100.556,100.881,96.06,101.791,106.166,105.465,99.348,101.839,97.351,103.23,104.066,103.518,106.43,105.515,104.842,97.306,103.7945,100.786
2018-10-01,106.016,100.551,101.173,103.003,102.649,96.398,100.184,107.614,92.554,108.65,100.637,102.481,94.764,102.662,106.907,106.348,100.071,102.035,96.416,104.313,105.094,103.405,107.065,106.081,105.746,96.433,104.859,100.425
2019-01-01,106.913,100.172,101.573,103.2715,103.159,95.818,100.662,108.708,94.064,108.834,101.126,103.629,94.108,103.761,107.516,107.368,101.116,102.547,96.025,105.24,105.933,104.533,107.667,106.776,106.993,96.221,105.713,100.591
2019-04-01,108.326,98.659,102.532,102.969,103.401,94.887,101.065,110.798,95.368,108.868,101.552,104.937,93.408,103.951,108.2265,107.355,102.09,102.968,95.668,106.071,106.72,105.036,108.065,107.123,106.946,96.403,106.5325,101.714
2019-07-01,109.432,97.644,102.533,102.1385,103.701,94.121,100.965,111.517,95.055,108.59,101.598,105.646,92.743,104.266,109.5035,108.022,103.099,103.182,95.175,106.721,107.576,105.047,108.932,107.726,107.864,96.158,107.39,101.467
2019-10-01,110.235,96.404,102.742,100.719,103.916,93.22,100.251,112.418,95.611,108.726,101.347,106.458,91.98,104.49,110.5385,108.775,104.218,103.15,94.026,107.501,108.424,104.781,109.736,108.503,108.764,94.778,108.2495,100.83
2020-01-01,110.967,96.042,103.29,101.0705,104.261,92.904,100.559,113.132,95.845,109.038,101.62,107.138,91.688,104.707,111.261,109.764,105.218,103.503,93.478,108.202,109.076,106.04,110.378,109.265,109.912,94.026,108.924,101.174
2020-04-01,110.97,96.364,104.74,102.29599999999999,104.182,92.565,101.739,114.055,91.411,109.399,102.043,106.672,91.073,104.907,111.3105,110.418,105.487,103.869,93.234,107.913,108.935,108.479,110.553,109.179,110.629,93.854,108.769,102.604
2020-07-01,110.9,96.454,103.107,104.6565,104.475,92.544,102.004,114.832,87.991,110.069,101.977,106.479,91.006,104.93,113.02250000000001,112.464,105.531,104.376,92.948,109.131,110.266,109.821,113.086,111.635,113.098,93.34,109.9085,100.462
2020-10-01,111.205,96.206,103.627,106.3445,104.91,92.259,103.276,114.625,83.686,110.57,102.172,106.067,90.709,104.807,114.401,113.74,105.679,104.967,92.824,109.771,111.249,112.441,115.022,113.136,114.603,93.361,110.678,97.512
2021-01-01,111.941,96.805,104.859,106.2705,106.09,92.274,102.46,115.214,79.671,111.21,102.121,106.069,90.454,104.947,117.037,116.665,106.131,105.689,91.695,111.597,113.312,112.617,118.282,116.38,118.179,91.259,112.40950000000001,98.906
2021-04-01,115.083,97.239,106.073,107.1225,107.876,92.239,102.573,116.114,77.863,112.409,102.198,107.701,90.205,106.531,120.21799999999999,120.411,108.148,106.711,91.641,114.715,116.467,112.742,122.449,120.653,122.69,91.198,115.3035,91.957
2021-07-01,118.08,98.275,107.524,109.6585,109.949,92.439,102.833,119.486,77.012,114.073,103.279,109.986,90.028,108.72,124.013,124.696,110.851,108.537,91.527,118.032,120.033,113.467,126.817,124.778,127.807,90.839,118.672,93.473
2021-10-01,128.72,98.769,108.478,111.4655,111.851,92.454,102.953,129.616,77.972,116.917,104.982,116.242,89.822,111.994,127.44850000000001,128.929,113.495,110.701,91.361,123.164,124.68,113.903,130.601,129.106,132.591,90.535,123.587,94.619
2022-01-01,135.667,100.732,110.365,114.226,114.911,93.625,103.271,135.569,81.395,120.294,106.741,121.105,90.63,115.506,132.172,134.018,115.985,113.302,91.303,128.425,129.911,115.445,136.158,134.694,138.384,89.482,128.74,94.835
2022-04-01,142.009,101.473,112.862,116.043,117.514,93.888,103.868,142.808,86.669,123.585,108.815,126.461,90.679,119.367,135.94650000000001,139.645,118.799,115.969,91.448,133.946,134.879,116.341,140.999,140.368,144.804,89.539,133.7395,99.436
2022-07-01,150.303,101.397,114.073,115.6605,118.888,93.948,104.215,152.314,87.438,126.383,110.544,131.726,90.803,122.95,138.87349999999998,143.119,121.088,117.947,91.657,137.876,138.781,116.577,143.964,143.22,148.531,89.865,137.8055,102.732
2022-10-01,154.708,102.049,115.131,116.141,119.564,94.271,103.834,156.805,87.102,128.106,111.464,134.427,90.986,124.931,140.5605,146.132,122.254,119.06,91.002,140.451,141.036,117.092,145.894,145.68,151.913,88.49,140.084,107.195
2023-01-01,157.272,102.692,117.135,115.9315,121.354,95.182,104.833,159.33,90.948,128.824,112.979,136.577,92.022,126.527,139.9405,145.327,122.719,120.094,92.26,140.979,141.375,117.37,144.81,144.66,150.338,89.989,140.5315,111.024
2023-04-01,157.032,101.641,119.038,114.17500000000001,122.192,95.335,105.091,158.619,90.205,129.654,113.041,136.292,92.695,127.27,139.64749999999998,144.55,123.246,120.055,91.999,140.34,141.017,118.276,144.359,143.666,148.773,89.443,140.1615,109.422
2023-07-01,155.343,101.377,118.713,113.5365,122.752,95.416,105.368,156.7,87.061,130.261,113.169,134.925,92.929,128.045,141.102,145.573,123.377,120.478,91.886,140.252,141.377,119.214,146.086,144.825,149.858,89.199,140.41199999999998,111.045
2023-10-01,154.985,101.6,120.841,112.60300000000001,122.934,95.509,105.686,157.405,92.826,131.364,113.643,136.199,92.967,128.233,142.006,147.674,123.535,121.164,91.832,141.802,142.811,119.797,147.689,146.631,152.265,89.047,141.8175,111.904
2024-01-01,155.399,102.066,123.268,113.527,124.21,96.366,105.962,157.684,88.832,132.369,114.02,135.689,94.012,129.058,141.466,147.582,123.169,121.444,91.985,141.556,142.385,120.441,147.527,146.64,151.786,88.732,141.376,113.273
2024-04-01,155.632,102.174,123.52,112.5215,125.212,96.76,107.016,157.017,89.978,133.496,114.672,135.798,94.551,129.625,142.3975,149.147,122.534,122.22,93.055,142.188,143.168,121.046,148.802,147.77,153.49,90.245,142.11450000000002,113.326
2024-07-01,156.684,102.113,124.006,113.09649999999999,125.737,97.2,108.186,157.342,91.185,134.732,115.554,136.355,95.259,130.002,144.089,149.603,121.801,123.185,94.195,142.956,144.156,121.764,150.081,148.738,153.676,91.858,143.0765,114.782
2024-10-01,156.951,102.603,124.407,112.731,126.089,97.603,109.033,156.648,90.835,136.026,115.98,136.122,95.619,130.255,144.8415,149.926,121.064,123.666,94.587,143.256,144.456,123.186,150.781,149.546,153.676,92.241,143.3425,114.777
