Date,Command-basis net domestic product,Command-basis net national product,Equals: Command-basis gross domestic product,Equals: Command-basis gross national product,Equals: Gross domestic purchases,Gross domestic product,Less: Exports of goods and services,"Less: Imports of goods and services, command basis","Less: Income payments to the rest of the world, command basis",Net domestic product,Net national product,"Plus: Exports of goods and services, command basis",Plus: Imports of goods and services,"Plus: Income receipts from the rest of the world, command basis"
1991-01-01,8582404.0,8648594.0,9815159.0,9879330.0,9892800.0,9951916.0,677584.0,1008837.0,239581.0,8733331.0,8803176.0,932172.0,686926.0,303752.0
1991-04-01,8676350.0,8724018.0,9916265.0,9962485.0,9953620.0,10029510.0,702289.0,993625.0,225678.0,8803200.0,8853851.0,956096.0,699135.0,271898.0
1991-07-01,8728799.0,8770404.0,9976815.0,10017183.0,10009184.0,10080195.0,718914.0,999410.0,219317.0,8845515.0,8889880.0,965532.0,718810.0,259685.0
1991-10-01,8753666.0,8808322.0,10010264.0,10063348.0,10044450.0,10115329.0,735102.0,1019907.0,198033.0,8872076.0,8929703.0,983070.0,734689.0,251117.0
1992-01-01,8858444.0,8911993.0,10121037.0,10173102.0,10153954.0,10236435.0,748392.0,1027235.0,194143.0,8987695.0,9044470.0,994570.0,740026.0,246208.0
1992-04-01,8959064.0,9011134.0,10228457.0,10279129.0,10280094.0,10347429.0,748748.0,1041616.0,197649.0,9092158.0,9147717.0,989787.0,752192.0,248321.0
1992-07-01,9039953.0,9087078.0,10317340.0,10363234.0,10376657.0,10449673.0,764615.0,1065026.0,188056.0,9186900.0,9237749.0,1004554.0,764049.0,233950.0
1992-10-01,9145123.0,9193696.0,10430543.0,10477864.0,10504564.0,10558648.0,768448.0,1074991.0,182844.0,9287883.0,9340374.0,1001393.0,782339.0,230165.0
1993-01-01,9155884.0,9215198.0,10452423.0,10510213.0,10542866.0,10576275.0,770163.0,1086192.0,178228.0,9294121.0,9357354.0,999671.0,799278.0,236018.0
1993-04-01,9206395.0,9254952.0,10513325.0,10560652.0,10614225.0,10637847.0,779368.0,1105972.0,191064.0,9345284.0,9397757.0,1008408.0,815792.0,238391.0
1993-07-01,9265432.0,9322468.0,10582883.0,10638481.0,10681644.0,10688606.0,777273.0,1106022.0,186458.0,9384993.0,9446263.0,1000911.0,826535.0,242057.0
1993-10-01,9400797.0,9433144.0,10727202.0,10758737.0,10837671.0,10833987.0,802325.0,1139519.0,211102.0,9521696.0,9558121.0,1027183.0,859740.0,242636.0
1994-01-01,9497043.0,9539761.0,10833738.0,10875392.0,10958295.0,10939116.0,810201.0,1159898.0,210182.0,9616606.0,9663845.0,1037190.0,879770.0,251837.0
1994-04-01,9628129.0,9663611.0,10975131.0,11009734.0,11113494.0,11087361.0,837555.0,1207867.0,232137.0,9754951.0,9794958.0,1070700.0,912550.0,266740.0
1994-07-01,9668918.0,9701763.0,11029318.0,11061355.0,11171754.0,11152176.0,868903.0,1254346.0,255242.0,9806606.0,9843818.0,1108612.0,938211.0,287279.0
1994-10-01,9784005.0,9815252.0,11156891.0,11187362.0,11307716.0,11279932.0,888962.0,1287833.0,277336.0,9922104.0,9957432.0,1135318.0,964609.0,307807.0
1995-01-01,9806983.0,9852525.0,11195516.0,11239909.0,11353579.0,11319951.0,906086.0,1319983.0,284900.0,9946469.0,9995832.0,1163220.0,985774.0,329293.0
1995-04-01,9814154.0,9863703.0,11218939.0,11267244.0,11383217.0,11353721.0,918791.0,1344235.0,294577.0,9964117.0,10017213.0,1182200.0,995136.0,342882.0
1995-07-01,9906210.0,9934711.0,11325401.0,11353190.0,11432365.0,11450310.0,958551.0,1335269.0,311049.0,10046106.0,10077611.0,1225534.0,998555.0,338838.0
1995-10-01,9975954.0,10021836.0,11410372.0,11455128.0,11508959.0,11528067.0,972233.0,1334732.0,302457.0,10108407.0,10157401.0,1232294.0,1011318.0,347213.0
1996-01-01,10049587.0,10105377.0,11499420.0,11553884.0,11623087.0,11614418.0,983934.0,1368997.0,297061.0,10179230.0,10238202.0,1239227.0,1044193.0,351525.0
1996-04-01,10232035.0,10275266.0,11695787.0,11738020.0,11825430.0,11808140.0,999928.0,1387203.0,306063.0,10359227.0,10405546.0,1250763.0,1067562.0,348296.0
1996-07-01,10306546.0,10344827.0,11787814.0,11825232.0,11965045.0,11914063.0,1008015.0,1411621.0,318859.0,10447940.0,10489273.0,1246099.0,1102174.0,356277.0
1996-10-01,10412531.0,10458807.0,11911644.0,11956915.0,12038229.0,12037775.0,1070864.0,1431484.0,329834.0,10553766.0,10603230.0,1303392.0,1123911.0,375106.0
1997-01-01,10495494.0,10529432.0,12014113.0,12047325.0,12151238.0,12115472.0,1091223.0,1475734.0,354933.0,10611286.0,10648248.0,1319372.0,1171915.0,388146.0
1997-04-01,10671367.0,10716289.0,12208621.0,12252586.0,12347473.0,12317221.0,1134842.0,1489960.0,361650.0,10794810.0,10842959.0,1367855.0,1211249.0,405616.0
1997-07-01,10827577.0,10861279.0,12384961.0,12417958.0,12523159.0,12471010.0,1161100.0,1531014.0,376034.0,10928049.0,10964880.0,1392578.0,1255884.0,409032.0
1997-10-01,10913881.0,10937633.0,12493933.0,12517200.0,12663668.0,12577495.0,1159431.0,1546927.0,377208.0,11011756.0,11038491.0,1380149.0,1282987.0,400475.0
1998-01-01,11046239.0,11083162.0,12649182.0,12685352.0,12840063.0,12703742.0,1164787.0,1566776.0,377337.0,11114598.0,11154496.0,1373874.0,1331107.0,413508.0
1998-04-01,11148192.0,11180891.0,12775702.0,12807744.0,13007898.0,12821339.0,1151950.0,1580460.0,385677.0,11207450.0,11242892.0,1349250.0,1361614.0,417718.0
1998-07-01,11299842.0,11313701.0,12951965.0,12965554.0,13196141.0,12982752.0,1146707.0,1576055.0,387081.0,11343914.0,11360120.0,1328074.0,1379986.0,400670.0
1998-10-01,11481735.0,11499379.0,13159090.0,13176398.0,13406342.0,13191670.0,1189349.0,1621171.0,381725.0,11527634.0,11547221.0,1368208.0,1424651.0,399033.0
1999-01-01,11587160.0,11624473.0,13292179.0,13328803.0,13580430.0,13315597.0,1185370.0,1657093.0,383035.0,11623506.0,11655120.0,1356894.0,1464906.0,419659.0
1999-04-01,11643804.0,11688018.0,13377124.0,13420544.0,13722309.0,13426748.0,1200094.0,1716164.0,397025.0,11706643.0,11744983.0,1368571.0,1506978.0,440445.0
1999-07-01,11772984.0,11813699.0,13532911.0,13572896.0,13920615.0,13604771.0,1236298.0,1790643.0,426862.0,11858576.0,11893221.0,1404489.0,1561455.0,466848.0
1999-10-01,11956991.0,12010918.0,13742086.0,13795029.0,14158441.0,13827980.0,1262725.0,1849846.0,437911.0,12057298.0,12105119.0,1431056.0,1601395.0,490854.0
2000-01-01,11956114.0,12002524.0,13769105.0,13814649.0,14257694.0,13878147.0,1280897.0,1940315.0,462824.0,12080164.0,12120421.0,1449439.0,1661851.0,508369.0
2000-04-01,12193380.0,12243136.0,14034730.0,14083583.0,14525800.0,14130908.0,1319937.0,1993868.0,489764.0,12304451.0,12348023.0,1497407.0,1714792.0,538617.0
2000-07-01,12164838.0,12207005.0,14039458.0,14080930.0,14575743.0,14145312.0,1351623.0,2066656.0,486674.0,12284604.0,12320674.0,1530739.0,1776491.0,528147.0
2000-10-01,12214388.0,12289432.0,14120342.0,14194337.0,14677635.0,14229765.0,1338104.0,2062789.0,483232.0,12336251.0,12405655.0,1506211.0,1779089.0,557227.0
2001-01-01,12137492.0,12192109.0,14078140.0,14132012.0,14623513.0,14183120.0,1321256.0,2016161.0,447829.0,12254196.0,12303068.0,1474759.0,1756138.0,501701.0
2001-04-01,12230020.0,12295791.0,14190366.0,14255202.0,14690797.0,14271694.0,1282544.0,1903868.0,405771.0,12323093.0,12383102.0,1416510.0,1699930.0,470607.0
2001-07-01,12199480.0,12233444.0,14167595.0,14201041.0,14663502.0,14214516.0,1216869.0,1830816.0,401656.0,12258205.0,12286162.0,1335348.0,1661369.0,435102.0
2001-10-01,12273195.0,12392665.0,14234729.0,14352158.0,14730251.0,14253574.0,1174568.0,1766856.0,294453.0,12304515.0,12418016.0,1273219.0,1644162.0,411882.0
2002-01-01,12332026.0,12398963.0,14362311.0,14428430.0,14872195.0,14372785.0,1200226.0,1806082.0,357416.0,12352279.0,12413596.0,1290800.0,1690878.0,423535.0
2002-04-01,12392852.0,12434335.0,14414530.0,14455471.0,14983046.0,14460848.0,1235950.0,1896454.0,400662.0,12449825.0,12485395.0,1329457.0,1747541.0,441604.0
2002-07-01,12449861.0,12507938.0,14474987.0,14532279.0,15061817.0,14519633.0,1239872.0,1928112.0,405185.0,12505295.0,12557451.0,1338325.0,1769759.0,462477.0
2002-10-01,12447386.0,12525850.0,14486996.0,14564441.0,15134099.0,14537580.0,1221597.0,1963657.0,368839.0,12508423.0,12581107.0,1313675.0,1801535.0,446283.0
2003-01-01,12455642.0,12512881.0,14519152.0,14575752.0,15205561.0,14614141.0,1217842.0,1987315.0,406926.0,12560619.0,12612081.0,1304813.0,1793694.0,463526.0
2003-04-01,12598942.0,12672883.0,14683264.0,14756422.0,15360735.0,14743567.0,1219986.0,1982386.0,404390.0,12668665.0,12736975.0,1307627.0,1819841.0,477547.0
2003-07-01,12824466.0,12895493.0,14927593.0,14997933.0,15600340.0,14988782.0,1253316.0,2008519.0,418840.0,12894676.0,12960057.0,1338721.0,1848341.0,489180.0
2003-10-01,12984344.0,13087382.0,15106497.0,15208588.0,15777277.0,15162760.0,1309666.0,2072900.0,418795.0,13049300.0,13146854.0,1400880.0,1907048.0,520885.0
2004-01-01,13030668.0,13156497.0,15169790.0,15294481.0,15889636.0,15248680.0,1339286.0,2162399.0,434970.0,13118211.0,13238662.0,1442328.0,1960461.0,559662.0
2004-04-01,13126112.0,13218797.0,15282597.0,15374441.0,16062376.0,15366850.0,1367358.0,2255563.0,481501.0,13219027.0,13306081.0,1476367.0,2037690.0,573345.0
2004-07-01,13239721.0,13342922.0,15415825.0,15518067.0,16233815.0,15512619.0,1371930.0,2296163.0,487915.0,13345470.0,13443028.0,1478510.0,2065934.0,590158.0
2004-10-01,13343108.0,13411296.0,15540982.0,15608518.0,16409785.0,15670880.0,1404510.0,2384118.0,544547.0,13482581.0,13544709.0,1515296.0,2114053.0,612082.0
2005-01-01,13501372.0,13609673.0,15721402.0,15828628.0,16574415.0,15844727.0,1430827.0,2407429.0,556231.0,13634646.0,13737157.0,1549581.0,2132265.0,663458.0
2005-04-01,13545507.0,13637272.0,15789199.0,15880032.0,16649521.0,15922782.0,1462813.0,2446166.0,580858.0,13689282.0,13775034.0,1582081.0,2160811.0,671691.0
2005-07-01,13610204.0,13711522.0,15878181.0,15978487.0,16787190.0,16047587.0,1462546.0,2480649.0,596250.0,13790019.0,13885387.0,1573381.0,2172945.0,696557.0
2005-10-01,13653274.0,13719489.0,15946090.0,16011619.0,16906813.0,16136734.0,1507833.0,2579686.0,666882.0,13854821.0,13914548.0,1616537.0,2242978.0,732411.0
2006-01-01,13856302.0,13923357.0,16172138.0,16238486.0,17108522.0,16353835.0,1568985.0,2621932.0,698190.0,14049283.0,14109765.0,1681490.0,2289138.0,764537.0
2006-04-01,13870656.0,13929554.0,16211376.0,16269667.0,17145014.0,16396151.0,1598092.0,2656600.0,761393.0,14066296.0,14118562.0,1720650.0,2311934.0,819685.0
2006-07-01,13865781.0,13908881.0,16231240.0,16273904.0,17197965.0,16420738.0,1596037.0,2689998.0,801810.0,14065729.0,14102001.0,1726570.0,2335034.0,844474.0
2006-10-01,14010074.0,14062206.0,16400192.0,16451751.0,17268668.0,16561866.0,1656573.0,2650744.0,825185.0,14182757.0,14228061.0,1789044.0,2332033.0,876744.0
2007-01-01,14035522.0,14085745.0,16450569.0,16500263.0,17321086.0,16611690.0,1689392.0,2681573.0,850996.0,14206998.0,14250353.0,1826075.0,2365980.0,900690.0
2007-04-01,14108512.0,14179505.0,16546285.0,16616590.0,17408621.0,16713314.0,1714981.0,2721205.0,898202.0,14285162.0,14349571.0,1864363.0,2378558.0,968507.0
2007-07-01,14183698.0,14319363.0,16642583.0,16777005.0,17461431.0,16809587.0,1768587.0,2759264.0,876523.0,14359854.0,14489831.0,1926280.0,2391879.0,1010945.0
2007-10-01,14191982.0,14375743.0,16671111.0,16853383.0,17495776.0,16915191.0,1809181.0,2810131.0,831385.0,14445041.0,14624050.0,1983435.0,2369287.0,1013657.0
2008-01-01,14028862.0,14199657.0,16529441.0,16698936.0,17404883.0,16843003.0,1838024.0,2904930.0,853497.0,14350986.0,14516896.0,2038085.0,2378171.0,1022993.0
2008-04-01,14040981.0,14217645.0,16560987.0,16736458.0,17415040.0,16943291.0,1892001.0,2987506.0,826448.0,14431653.0,14603715.0,2122560.0,2355670.0,1001919.0
2008-07-01,13898078.0,14094216.0,16436977.0,16631952.0,17298911.0,16854295.0,1883563.0,2989269.0,763901.0,14322427.0,14514916.0,2120640.0,2325941.0,958875.0
2008-10-01,13716209.0,13823794.0,16272938.0,16379671.0,16954628.0,16485350.0,1772800.0,2594163.0,720055.0,13934010.0,14036034.0,1894068.0,2241832.0,826787.0
2009-01-01,13638208.0,13774870.0,16205415.0,16340936.0,16677398.0,16298262.0,1631257.0,2170425.0,614247.0,13735202.0,13866760.0,1697665.0,2028740.0,749768.0
2009-04-01,13566328.0,13704977.0,16138702.0,16276470.0,16545256.0,16269145.0,1641991.0,2109142.0,602980.0,13700180.0,13834128.0,1706979.0,1946352.0,740748.0
2009-07-01,13578442.0,13783329.0,16155138.0,16359107.0,16624586.0,16326281.0,1702680.0,2257112.0,579235.0,13752392.0,13953705.0,1783045.0,2026658.0,783203.0
2009-10-01,13698743.0,13894043.0,16281190.0,16475767.0,16810340.0,16502754.0,1796464.0,2418926.0,615290.0,13923210.0,14114903.0,1893023.0,2125297.0,809867.0
2010-01-01,13758114.0,13984955.0,16346989.0,16573168.0,16907362.0,16582710.0,1836914.0,2512253.0,593980.0,13996366.0,14220168.0,1948490.0,2178743.0,820159.0
2010-04-01,13949031.0,14178052.0,16544949.0,16773384.0,17136593.0,16743162.0,1877331.0,2609005.0,602707.0,14149691.0,14375643.0,2009822.0,2278127.0,831142.0
2010-07-01,14080127.0,14298903.0,16685008.0,16903307.0,17297549.0,16872266.0,1930963.0,2679010.0,616907.0,14269688.0,14485339.0,2068603.0,2357757.0,835206.0
2010-10-01,14148017.0,14382019.0,16763857.0,16997432.0,17338171.0,16960864.0,1983824.0,2732791.0,629970.0,14347151.0,14578354.0,2159465.0,2366425.0,863544.0
2011-01-01,14050129.0,14292621.0,16679186.0,16921351.0,17293815.0,16920632.0,2000839.0,2834524.0,631315.0,14293173.0,14533050.0,2216881.0,2377978.0,873480.0
2011-04-01,14105387.0,14345043.0,16747612.0,16987102.0,17379836.0,17035114.0,2034722.0,2903549.0,653778.0,14394208.0,14631323.0,2278006.0,2386867.0,893267.0
2011-07-01,14118208.0,14381923.0,16775513.0,17039048.0,17377032.0,17031313.0,2062730.0,2920233.0,642553.0,14374986.0,14636600.0,2312247.0,2413346.0,906089.0
2011-10-01,14274749.0,14553700.0,16948560.0,17227306.0,17586096.0,17222583.0,2078364.0,2944083.0,611955.0,14550058.0,14827027.0,2300271.0,2445030.0,890702.0
2012-01-01,14389385.0,14651200.0,17079886.0,17341565.0,17714369.0,17367010.0,2103747.0,2967947.0,630515.0,14677781.0,14937134.0,2327779.0,2457077.0,892193.0
2012-04-01,14475312.0,14717320.0,17184089.0,17425934.0,17778588.0,17444525.0,2124460.0,2948457.0,622912.0,14736979.0,14976166.0,2349143.0,2466212.0,864758.0
2012-07-01,14516942.0,14759301.0,17244157.0,17486354.0,17804633.0,17469650.0,2137473.0,2906669.0,631372.0,14743399.0,14982968.0,2353950.0,2479452.0,873570.0
2012-10-01,14510403.0,14749187.0,17255855.0,17494684.0,17794881.0,17489852.0,2139526.0,2893458.0,631071.0,14744639.0,14980820.0,2351337.0,2456092.0,869900.0
2013-01-01,14671224.0,14897230.0,17437653.0,17663788.0,17950483.0,17662400.0,2150631.0,2885934.0,647902.0,14896096.0,15119221.0,2362906.0,2453983.0,874036.0
2013-04-01,14706387.0,14945857.0,17494013.0,17733505.0,18017487.0,17709671.0,2170131.0,2886041.0,645053.0,14922201.0,15158830.0,2364861.0,2489615.0,884545.0
2013-07-01,14845881.0,15096194.0,17653195.0,17903530.0,18167004.0,17860450.0,2188712.0,2881331.0,635204.0,15053357.0,15300917.0,2379379.0,2507502.0,885540.0
2013-10-01,14988214.0,15232476.0,17816206.0,18060381.0,18275391.0,18016147.0,2251769.0,2884310.0,644893.0,15188664.0,15429750.0,2434533.0,2527321.0,889068.0
2014-01-01,14889954.0,15135109.0,17739085.0,17984027.0,18274702.0,17953974.0,2230209.0,2943518.0,650197.0,15105232.0,15347041.0,2417373.0,2559945.0,895139.0
2014-04-01,15127185.0,15361952.0,17997236.0,18231875.0,18518689.0,18185911.0,2278387.0,2979836.0,663851.0,15316302.0,15547490.0,2460621.0,2618248.0,898490.0
2014-07-01,15332710.0,15590883.0,18225298.0,18483259.0,18732953.0,18406941.0,2287790.0,2956863.0,663100.0,15515109.0,15769786.0,2455932.0,2623176.0,921062.0
2014-10-01,15427382.0,15655767.0,18342521.0,18570642.0,18881812.0,18500031.0,2306749.0,2976826.0,676981.0,15585740.0,15810194.0,2433321.0,2692035.0,905102.0
2015-01-01,15636903.0,15866464.0,18573563.0,18802593.0,19109589.0,18666621.0,2288491.0,2905255.0,648331.0,15731395.0,15956541.0,2363959.0,2732128.0,877361.0
2015-04-01,15766224.0,15983715.0,18723312.0,18940438.0,19240817.0,18782243.0,2294628.0,2878147.0,676704.0,15826182.0,16039290.0,2356257.0,2753525.0,893830.0
2015-07-01,15834617.0,16052874.0,18813103.0,19031029.0,19354037.0,18857418.0,2276101.0,2861390.0,678524.0,15879810.0,16093684.0,2311276.0,2772301.0,896450.0
2015-10-01,15874156.0,16112644.0,18874479.0,19112653.0,19399700.0,18892206.0,2273012.0,2810948.0,621407.0,15892556.0,16126718.0,2275240.0,2780142.0,859581.0
2016-01-01,15970472.0,16190696.0,18992909.0,19212945.0,19511998.0,19001690.0,2266512.0,2761537.0,660631.0,15979641.0,16195523.0,2236957.0,2776830.0,880666.0
2016-04-01,16025138.0,16245118.0,19070016.0,19289895.0,19559022.0,19062709.0,2284053.0,2763225.0,678352.0,16017979.0,16233699.0,2264484.0,2780375.0,898231.0
2016-07-01,16128531.0,16351902.0,19195881.0,19419233.0,19677526.0,19197938.0,2321136.0,2795388.0,683661.0,16130535.0,16349659.0,2306435.0,2800667.0,907014.0
2016-10-01,16215261.0,16493644.0,19305029.0,19583403.0,19841333.0,19304352.0,2303823.0,2830766.0,670761.0,16214487.0,16488652.0,2293964.0,2841006.0,949134.0
2017-01-01,16274808.0,16548496.0,19387243.0,19661029.0,19923386.0,19398343.0,2359904.0,2889117.0,695828.0,16285584.0,16555185.0,2352733.0,2885003.0,969614.0
2017-04-01,16358743.0,16623700.0,19495271.0,19760202.0,20051486.0,19506949.0,2367862.0,2911637.0,725082.0,16370333.0,16630816.0,2356526.0,2912428.0,990013.0
2017-07-01,16508274.0,16816470.0,19669325.0,19977415.0,20202615.0,19660766.0,2381788.0,2912577.0,750165.0,16499755.0,16802965.0,2381707.0,2923573.0,1058255.0
2017-10-01,16707653.0,17032184.0,19892885.0,20217441.0,20444235.0,19882352.0,2443487.0,3012169.0,780939.0,16696924.0,17035428.0,2461266.0,3005351.0,1105496.0
2018-01-01,16821508.0,17131583.0,20033154.0,20343402.0,20602703.0,20044077.0,2459308.0,3048350.0,784460.0,16831962.0,17155498.0,2480689.0,3017795.0,1094708.0
2018-04-01,16926121.0,17223279.0,20165666.0,20463013.0,20699464.0,20150476.0,2472656.0,3043328.0,830454.0,16910432.0,17220701.0,2510477.0,3021689.0,1127801.0
2018-07-01,17026348.0,17287865.0,20293933.0,20555666.0,20898970.0,20276154.0,2441791.0,3077204.0,842729.0,17007962.0,17282515.0,2473963.0,3064175.0,1104462.0
2018-10-01,17039953.0,17306714.0,20335132.0,20602172.0,20948916.0,20304874.0,2451936.0,3083266.0,861446.0,17008985.0,17288732.0,2466727.0,3096191.0,1128486.0
2019-01-01,17151100.0,17434457.0,20475115.0,20758618.0,21050197.0,20431641.0,2474928.0,3038097.0,856533.0,17107254.0,17403716.0,2463659.0,3094294.0,1140036.0
2019-04-01,17302821.0,17585408.0,20655439.0,20938190.0,21250281.0,20602275.0,2462392.0,3055572.0,874051.0,17249289.0,17545244.0,2459053.0,3111425.0,1156801.0
2019-07-01,17532438.0,17801666.0,20914322.0,21183726.0,21478639.0,20843322.0,2462912.0,3002686.0,860884.0,17461087.0,17743990.0,2438786.0,3097883.0,1130288.0
2019-10-01,17642687.0,17894428.0,21053305.0,21305375.0,21551251.0,20985448.0,2477908.0,2928432.0,853053.0,17574291.0,17840038.0,2435668.0,3039834.0,1105124.0
2020-01-01,17328399.0,17587303.0,20766238.0,21025525.0,21257518.0,20693238.0,2371835.0,2800121.0,764676.0,17255273.0,17527937.0,2309268.0,2929668.0,1023963.0
2020-04-01,15644597.0,15815470.0,19101069.0,19272012.0,19622346.0,19056617.0,1870980.0,2252531.0,674688.0,15601510.0,15784667.0,1738461.0,2428918.0,845632.0
2020-07-01,17132727.0,17331961.0,20608127.0,20807586.0,21279533.0,20548793.0,2104963.0,2662416.0,738510.0,17073539.0,17286371.0,2000586.0,2835521.0,937969.0
2020-10-01,17347801.0,17524096.0,20847655.0,21024127.0,21574075.0,20771691.0,2233569.0,2859697.0,782702.0,17271778.0,17461895.0,2143348.0,3040959.0,959173.0
2021-01-01,17638028.0,17809004.0,21163834.0,21335208.0,21918808.0,21058379.0,2235418.0,2967636.0,810405.0,17531060.0,17716320.0,2224314.0,3102184.0,981778.0
2021-04-01,17964400.0,18083815.0,21519965.0,21639673.0,22294107.0,21389005.0,2253207.0,3075851.0,852446.0,17831397.0,17965650.0,2306839.0,3164663.0,972154.0
2021-07-01,18137677.0,18260441.0,21722413.0,21845382.0,22536661.0,21571421.0,2258262.0,3140755.0,877217.0,17985104.0,18122689.0,2333787.0,3230229.0,1000185.0
2021-10-01,18507408.0,18651661.0,22120172.0,22264561.0,22944053.0,21960388.0,2390257.0,3290707.0,860622.0,18346263.0,18505395.0,2468828.0,3386276.0,1005011.0
2022-01-01,18429721.0,18532675.0,22072261.0,22175246.0,23022063.0,21903850.0,2362172.0,3436380.0,883498.0,18260973.0,18378983.0,2493594.0,3494255.0,986483.0
2022-04-01,18457094.0,18595112.0,22130722.0,22268771.0,23011333.0,21919222.0,2433713.0,3510674.0,886056.0,18245731.0,18398430.0,2634123.0,3544951.0,1024106.0
2022-07-01,18566109.0,18715844.0,22270930.0,22420605.0,23023414.0,22066784.0,2517458.0,3381029.0,916310.0,18362795.0,18527126.0,2630049.0,3495702.0,1065984.0
2022-10-01,18726647.0,18845840.0,22461201.0,22580418.0,23177617.0,22249459.0,2510250.0,3274461.0,971431.0,18515402.0,18649707.0,2559745.0,3455513.0,1090648.0
2023-01-01,18874174.0,18957545.0,22638635.0,22722029.0,23315297.0,22403435.0,2522456.0,3228747.0,1039239.0,18639575.0,18738558.0,2550657.0,3448496.0,1122633.0
2023-04-01,18997611.0,19084515.0,22791529.0,22878475.0,23459305.0,22539418.0,2491635.0,3153846.0,1065756.0,18746141.0,18848715.0,2486816.0,3421259.0,1152702.0
2023-07-01,19240928.0,19323726.0,23063051.0,23145927.0,23710430.0,22780933.0,2521467.0,3169168.0,1117508.0,18959061.0,19057858.0,2525056.0,3460391.0,1200384.0
2023-10-01,19387446.0,19465297.0,23236505.0,23314418.0,23887420.0,22960600.0,2559591.0,3188505.0,1116209.0,19111853.0,19205914.0,2538838.0,3496290.0,1194123.0
2024-01-01,19454775.0,19521652.0,23330257.0,23397248.0,24017247.0,23053545.0,2571763.0,3233324.0,1149911.0,19177932.0,19261258.0,2547397.0,3548749.0,1216902.0
2024-04-01,19601563.0,19650010.0,23507789.0,23556318.0,24242597.0,23223906.0,2578386.0,3290160.0,1169908.0,19317608.0,19382872.0,2555463.0,3614047.0,1218436.0
2024-07-01,19746814.0,19757405.0,23683756.0,23694359.0,24446854.0,23400294.0,2638199.0,3357238.0,1152057.0,19463652.0,19491687.0,2596386.0,3707429.0,1162660.0
2024-10-01,19868954.0,19931128.0,23835194.0,23897443.0,24575787.0,23542349.0,2637171.0,3320626.0,1153607.0,19576479.0,19655494.0,2582822.0,3689829.0,1215857.0
