Date,Equals: Final sales to domestic purchasers,Equals: Gross domestic purchases,Final sales of domestic product,Final sales to private domestic purchasers,Gross domestic product,Less: Change in private inventories,Less: Exports of goods and services,Plus: Imports of goods and services
2016-10-01,19783305.0,19841333.0,19246321.0,16393779.0,19304352.0,55550.0,2303823.0,2841006.0
2017-01-01,19917614.0,19923386.0,19392587.0,16537359.0,19398343.0,7021.0,2359904.0,2885003.0
2017-04-01,20026126.0,20051486.0,19481592.0,16636289.0,19506949.0,26048.0,2367862.0,2912428.0
2017-07-01,20145986.0,20202615.0,19604137.0,16751954.0,19660766.0,55486.0,2381788.0,2923573.0
2017-10-01,20401301.0,20444235.0,19839399.0,16976861.0,19882352.0,42140.0,2443487.0,3005351.0
2018-01-01,20566506.0,20602703.0,20007845.0,17135084.0,20044077.0,34055.0,2459308.0,3017795.0
2018-04-01,20700613.0,20699464.0,20151579.0,17244616.0,20150476.0,466.0,2472656.0,3021689.0
2018-07-01,20800568.0,20898970.0,20177804.0,17317121.0,20276154.0,92854.0,2441791.0,3064175.0
2018-10-01,20857282.0,20948916.0,20213299.0,17369247.0,20304874.0,89813.0,2451936.0,3096191.0
2019-01-01,20938180.0,21050197.0,20319738.0,17401256.0,20431641.0,114259.0,2474928.0,3094294.0
2019-04-01,21171184.0,21250281.0,20523237.0,17586134.0,20602275.0,82473.0,2462392.0,3111425.0
2019-07-01,21409083.0,21478639.0,20773818.0,17783076.0,20843322.0,67510.0,2462912.0,3097883.0
2019-10-01,21520285.0,21551251.0,20954391.0,17864729.0,20985448.0,25300.0,2477908.0,3039834.0
2020-01-01,21294042.0,21257518.0,20729411.0,17597011.0,20693238.0,-43045.0,2371835.0,2929668.0
2020-04-01,19877242.0,19622346.0,19310512.0,16092150.0,19056617.0,-262503.0,1870980.0,2428918.0
2020-07-01,21175584.0,21279533.0,20445008.0,17456134.0,20548793.0,107461.0,2104963.0,2835521.0
2020-10-01,21491635.0,21574075.0,20689358.0,17788461.0,20771691.0,79512.0,2233569.0,3040959.0
2021-01-01,21944823.0,21918808.0,21083935.0,18195118.0,21058379.0,-21978.0,2235418.0,3102184.0
2021-04-01,22432901.0,22294107.0,21526672.0,18728500.0,21389005.0,-141035.0,2253207.0,3164663.0
2021-07-01,22512014.0,22536661.0,21546820.0,18823113.0,21571421.0,9463.0,2258262.0,3230229.0
2021-10-01,22698503.0,22944053.0,21716551.0,19013672.0,21960388.0,200093.0,2390257.0,3386276.0
2022-01-01,22781771.0,23022063.0,21665499.0,19130261.0,21903850.0,195818.0,2362172.0,3494255.0
2022-04-01,22882696.0,23011333.0,21791574.0,19246360.0,21919222.0,86718.0,2433713.0,3544951.0
2022-07-01,22936539.0,23023414.0,21980339.0,19285772.0,22066784.0,58761.0,2517458.0,3495702.0
2022-10-01,23013488.0,23177617.0,22086426.0,19312465.0,22249459.0,135147.0,2510250.0,3455513.0
2023-01-01,23276193.0,23315297.0,22364094.0,19528812.0,22403435.0,20589.0,2522456.0,3448496.0
2023-04-01,23426148.0,23459305.0,22505915.0,19651480.0,22539418.0,-215.0,2491635.0,3421259.0
2023-07-01,23603469.0,23710430.0,22674467.0,19775636.0,22780933.0,67248.0,2521467.0,3460391.0
2023-10-01,23808570.0,23887420.0,22881871.0,19946362.0,22960600.0,44594.0,2559591.0,3496290.0
2024-01-01,23967057.0,24017247.0,23003176.0,20088133.0,23053545.0,17744.0,2571763.0,3548749.0
2024-04-01,24131162.0,24242597.0,23113092.0,20222897.0,23223906.0,71668.0,2578386.0,3614047.0
2024-07-01,24348487.0,24446854.0,23302413.0,20390738.0,23400294.0,57883.0,2638199.0,3707429.0
2024-10-01,24527019.0,24575787.0,23493422.0,20539280.0,23542349.0,8893.0,2637171.0,3689829.0
