Date,Accommodations,Accounting and other business services,Admissions to specified spectator amusements,Air transportation,Alcoholic beverages purchased for off-premises consumption,"Amusements parks, campgrounds, and related recreational services",Children's and infants' clothing,"Cleaning, repair, and rental of clothing",Clothing,"Clothing repair, rental, and alterations","Clothing, footwear, and related services",Commercial and vocational schools,Communication,Dental services,Education,Educational books,Electricity,"Electricity, gas, and other fuels",Final consumption expenditures of nonprofit institutions serving households (NPISHs),"Financial service charges, fees, and commissions",Financial services,Financial services and insurance,Financial services furnished without payment,First-class postal service by U.S. Postal Service (USPS),Food and beverages purchased for off-premises consumption,Food and nonalcoholic beverages purchased for off-premises consumption,Food furnished to employees (including military),Food produced and consumed on farms,Food services,Food services and accommodations,Footwear,Foreign travel by U.S. residents,Fuel oil and other fuels,Funeral and burial services,"Furnishings, household equipment, and routine household maintenance","Furniture, furnishings, and floor coverings",Gambling,Garments,"Glassware, tableware, and household utensils",Gross output of nonprofit institutions,Ground transportation,Group housing,Health,Higher education,Home health care,Hospital and nursing home services,Hospitals,Household appliances,Household consumption expenditures,Household textiles,Household utilities and fuels,Housing,"Housing, utilities, and fuels",Imputed rental of owner-occupied nonfarm housing,Income loss,Information processing equipment,Insurance,Internet access,Labor organization dues,Laundry and dry cleaning services,Legal services,Less: Expenditures in the United States by nonresidents,Less: Receipts from sales of goods and services by nonprofit institutions,Life insurance,"Live entertainment, excluding sports","Magazines, newspapers, books, and stationery",Maintenance and repair of recreational vehicles and sports equipment,Medical care and hospitalization,Medical laboratories,"Medical products, appliances, and equipment",Membership clubs and participant sports centers,"Membership clubs, sports centers, parks, theaters, and museums",Men's and boys' clothing,Motion picture theaters,"Motor vehicle fuels, lubricants, and fluids",Motor vehicle maintenance and repair,Motor vehicle operation,Motor vehicle parts and accessories,Motor vehicles,Museums and libraries,Natural gas,Net health insurance,Net household insurance,Net motor vehicle and other transportation insurance,Net purchases of used motor vehicles,New motor vehicles,"Nursery, elementary, and secondary schools",Nursing homes,Other clothing materials,Other delivery services (by non-USPS facilities),Other goods and services,Other household goods and services,Other medical products,Other motor vehicle services,Other professional medical services,Other sporting and recreational goods,Outpatient services,Package tours,Paramedical services,Personal care,Personal consumption expenditures,Personal items,"Pets, pet products, and related services",Pharmaceutical and other medical products,Pharmaceutical products,Photographic goods and services,Physician services,Postal and delivery services,Professional and other services,Professional association dues,Public transportation,Purchased meals and beverages,Recreation,Rental of tenant-occupied nonfarm housing,Rental value of farm dwellings,Services related to video and audio goods and computers,Social services and religious activities,Spectator sports,Sports and recreational goods and related services,Sports and recreational vehicles,Telecommunication services,Telephone and related communication equipment,Therapeutic appliances and equipment,Tobacco,Tools and equipment for house and garden,Transportation,Video and audio equipment,"Video and audio equipment, computers, and related services",Water supply and sanitation,Water transportation,Women's and girls' clothing,Workers' compensation
1969-01-01,16.875,32.39,28.521,13.046,26.348,19.164,9.965,187.113,19.717,287.665,19.716,29.116,5.49,42.24,63.906,124.311,33.846,66.808,4.084,7.108,8.418,16.977,10.624,171.472,49.116,53.486,62.831,547.694,33.875,31.145,20.353,16.412,321.395,96.7,20.181,14.874,6.468,16.489,18.521,19.141,59.721,153.637,19.854,60.225,,26.569,27.599,16.941,24.972,8.947,63.041,29.325,34.202,25.715,46.281,0.001,40.6,,60.746,152.208,64.624,8.258,30.547,67.175,8.688,53.105,7.729,21.168,,11.266,16.827,20.979,20.271,79.574,52.136,45.644,35.539,16.814,22.884,11.268,101.309,25.312,31.98,52.084,16.395,27.465,116.215,21.08,55.525,4.934,35.318,50.987,11.598,5.508,,5.047,16.955,4.916,6.69,22.475,24.053,17.603,11.262,11.301,11.274,39.712,19.636,94.801,60.093,26.99,23.166,32.904,6.317,38.76,88.588,8.191,12.935,28.969,6.871,15.557,7.827,0.027,11.547,177.835,6.339,28.827,1.187,0.637,43.28,0.298,15.037,18.868
1970-01-01,17.476,31.882,28.608,13.093,28.525,20.684,11.839,178.645,19.574,277.169,19.433,30.571,5.873,45.054,68.637,151.573,35.895,67.874,4.34,6.257,8.753,17.605,12.044,177.335,50.489,54.592,58.828,573.722,35.046,32.224,19.335,18.563,299.586,97.233,20.05,14.61,6.709,16.458,18.242,20.117,58.783,153.363,21.144,65.513,,28.195,29.177,17.402,25.544,8.654,64.432,30.405,35.36,26.725,50.409,0.001,41.997,,62.585,144.455,68.923,8.91,31.969,69.719,8.318,55.744,8.029,22.182,,12.686,16.416,21.455,19.962,78.346,55.363,48.122,37.777,18.078,19.786,12.078,102.694,26.649,34.368,52.38,15.502,23.318,118.972,22.779,53.558,6.277,36.159,50.741,14.006,6.038,,4.966,17.723,5.261,6.665,22.871,24.619,17.965,12.252,12.814,12.762,42.857,20.628,98.536,62.385,28.679,22.998,34.244,6.601,40.169,88.791,8.753,13.397,30.408,6.99,17.185,8.412,0.027,12.664,180.83,6.535,28.059,1.269,0.681,45.976,0.32,15.03,19.325
1971-01-01,16.938,31.334,28.825,13.789,31.012,21.951,10.58,166.095,20.28,262.459,20.062,29.903,6.07,44.644,71.276,144.696,37.236,68.811,4.593,6.574,9.528,18.258,13.329,171.037,51.09,54.711,53.867,542.152,35.09,32.189,19.589,18.343,290.245,98.039,20.39,15.148,7.215,17.195,18.583,21.549,58.698,147.034,22.531,69.987,,31.707,32.695,18.39,26.511,8.492,65.354,31.828,36.782,28.066,49.293,0.002,41.637,,62.284,132.66,70.288,9.478,34.403,67.238,7.844,53.62,7.677,22.856,,13.093,15.688,21.799,20.857,78.731,58.044,50.426,40.129,20.442,23.89,12.816,103.567,26.896,35.405,53.044,15.663,29.164,123.501,26.034,62.081,7.821,36.838,49.697,15.036,6.608,,4.979,17.952,5.542,6.602,22.562,25.559,19.331,12.697,13.413,13.349,47.278,21.165,95.751,63.125,30.999,23.512,34.453,6.749,42.018,88.999,9.227,14.434,31.55,7.146,18.401,8.775,0.027,12.368,182.274,7.036,31.223,1.319,0.71,46.774,0.337,15.8,19.348
1972-01-01,20.869,34.26,28.186,15.972,32.97,24.248,12.707,166.415,21.644,263.547,21.4,29.41,6.458,47.124,73.304,134.292,39.449,73.157,4.829,6.739,10.045,19.286,14.246,178.554,52.109,55.459,52.362,550.587,37.361,34.647,20.842,20.162,319.867,100.087,21.952,16.951,8.138,18.432,19.452,22.779,59.747,142.087,24.144,73.058,,34.188,35.309,20.464,28.139,8.758,69.703,33.494,38.812,29.68,51.189,0.002,44.062,,65.426,132.712,70.483,10.268,36.44,69.139,8.222,55.588,10.395,24.354,,14.264,15.915,22.516,22.801,77.161,60.41,52.484,42.289,22.777,27.328,13.928,107.86,28.635,38.919,57.985,16.549,33.839,129.545,27.873,70.02,9.227,38.283,51.143,15.132,7.13,,5.628,18.964,6.412,7.103,23.428,27.124,20.455,13.111,14.606,14.568,52.585,22.266,100.362,64.561,33.873,25.4,36.846,7.419,44.025,89.374,10.122,15.887,29.931,8.411,23.294,9.357,0.028,13.495,185.854,7.766,34.113,1.484,0.793,50.831,0.388,16.657,21.148
1973-01-01,22.36,35.503,26.809,17.51,34.845,27.011,15.178,157.141,22.999,284.487,22.731,31.538,7.087,53.296,75.59,136.145,41.866,76.148,4.87,6.357,10.485,20.354,15.531,182.269,51.202,53.92,52.447,526.809,39.156,36.375,22.09,19.755,346.627,99.957,23.899,18.667,9.333,19.791,21.253,23.432,60.556,141.75,25.913,75.869,,35.925,36.994,22.48,29.551,9.505,72.645,35.159,40.682,31.255,50.945,0.002,46.965,,70.263,112.638,74.297,11.661,37.758,73.391,8.609,58.357,10.151,25.828,,15.421,17.364,23.517,24.486,70.096,63.551,52.235,44.343,25.994,29.721,15.366,104.71,30.208,43.981,62.645,16.844,37.233,129.337,29.688,74.899,9.388,40.915,54.127,16.523,7.273,,6.096,20.844,7.559,8.233,24.958,28.466,23.739,15.193,15.772,15.726,61.19,23.913,102.438,67.294,35.227,26.75,38.697,8.122,46.152,89.425,11.096,16.254,29.158,9.204,26.073,10.377,0.031,14.659,196.385,9.104,36.337,1.673,0.886,53.372,0.456,17.799,23.623
1974-01-01,22.784,34.971,28.725,19.025,36.213,28.211,15.062,142.139,22.567,263.686,22.174,27.973,7.364,54.581,73.366,139.831,42.89,72.499,4.793,6.15,10.655,20.815,16.05,169.992,50.169,52.282,58.28,630.224,38.705,36.042,20.878,18.11,271.835,97.892,23.335,18.639,9.626,19.527,20.801,23.737,62.994,150.433,26.878,75.055,,37.564,38.797,22.367,29.307,8.798,70.067,37.039,42.057,33.354,52.185,0.002,48.315,,71.417,99.605,75.935,12.558,38.648,73.739,9.056,55.715,7.755,27.409,,16.258,19.254,25.178,24.116,80.416,60.421,50.763,42.795,26.016,23.838,17.673,103.679,31.671,55.484,64.086,16.045,28.871,124.803,30.619,76.013,9.818,41.092,51.097,20.744,7.15,,6.497,21.266,8.267,8.637,24.626,28.228,24.879,16.766,16.597,16.463,64.764,24.184,95.932,67.973,37.287,28.45,38.037,8.32,47.308,90.517,11.957,15.282,28.468,9.092,22.659,10.936,0.033,15.561,199.407,9.727,32.977,1.768,0.939,55.779,0.503,17.577,24.709
1975-01-01,23.843,35.358,28.943,18.563,36.9,29.173,14.112,133.942,23.083,257.795,22.606,33.242,8.049,55.996,75.538,149.252,45.758,75.377,4.819,6.418,12.428,22.862,19.331,170.775,51.074,53.262,62.055,584.991,40.299,37.541,20.899,17.748,269.923,95.629,21.848,17.668,10.01,20.177,19.544,24.646,61.304,157.787,28.113,74.749,,39.893,41.316,20.671,29.98,8.563,72.585,38.097,43.327,34.447,49.865,0.002,49.754,,73.391,90.592,73.807,13.536,40.58,76.233,9.336,53.28,8.159,30.848,,16.453,21.503,26.217,24.991,80.744,62.22,52.511,43.911,25.812,23.725,18.126,106.675,33.363,59.059,63.547,15.579,28.893,126.19,32.104,69.151,9.418,41.338,46.271,20.651,7.541,,6.817,22.074,8.245,9.35,24.3,28.868,26.424,17.223,16.675,16.545,66.314,24.914,96.211,67.233,43.055,27.726,39.557,8.648,48.261,91.008,13.185,15.569,28.525,9.665,24.694,12.089,0.034,16.165,198.927,10.028,33.326,1.919,1.02,56.423,0.5,18.23,25.526
1976-01-01,25.899,37.504,28.45,20.717,38.447,29.864,15.448,129.17,24.084,252.13,23.528,38.525,8.543,59.152,77.282,142.335,47.905,79.441,5.112,7.079,13.268,24.089,20.44,158.063,53.578,55.94,66.214,597.763,42.642,39.805,21.442,18.638,301.571,101.962,22.863,18.789,10.783,21.108,20.872,25.971,61.744,152.857,29.279,75.847,,42.333,43.985,21.339,31.649,8.925,75.888,39.176,44.727,35.533,49.749,0.002,51.653,,77.749,86.144,76.057,15.266,42.667,83.68,10.723,53.737,9.061,32.435,,16.884,23.767,26.997,26.072,73.222,64.71,54.675,45.647,26.632,29.525,19.753,108.11,35.379,56.404,58.73,17.681,36.699,123.548,33.542,80.127,9.775,44.154,47.278,19.476,7.937,,7.639,22.539,9.232,10.292,25.111,30.477,29.976,19.069,17.183,17.095,75.249,24.575,89.414,70.359,47.24,29.485,41.839,9.302,49.4,91.442,14.113,16.968,29.249,10.748,27.083,13.048,0.036,16.343,212.604,11.136,37.056,2.094,1.104,55.808,0.561,19.052,29.284
1977-01-01,26.654,40.334,30.939,22.738,40.809,31.247,16.075,128.728,25.277,250.414,24.696,39.404,9.149,61.181,78.293,153.825,52.276,81.676,5.201,7.332,14.295,25.585,22.289,164.709,54.371,56.428,64.016,583.408,43.773,40.869,22.518,19.271,290.998,105.026,24.358,20.692,11.368,22.258,22.525,26.967,61.918,131.411,30.53,77.412,,44.374,46.068,22.811,32.999,9.163,77.779,40.141,45.832,36.557,48.6,0.002,54.037,,81.553,86.148,78.504,15.326,44.598,85.787,11.831,56.026,9.997,33.19,,16.931,25.831,28.915,27.697,80.244,66.692,59.09,47.924,28.265,32.916,21.756,104.474,37.215,61.035,63.075,17.88,41.752,120.874,35.302,81.591,8.896,45.981,48.296,19.976,8.525,,8.028,23.64,10.346,10.89,27.0,31.765,31.899,20.381,17.162,17.061,76.641,25.831,92.755,73.14,50.705,31.082,43.081,9.869,50.289,92.415,15.487,18.286,31.189,11.47,29.66,14.032,0.038,16.626,205.174,12.631,39.845,2.236,1.184,55.923,0.629,20.009,34.611
1978-01-01,27.111,42.995,34.271,23.997,41.731,31.946,18.862,124.718,27.674,232.891,27.082,41.03,9.978,63.115,82.427,174.446,54.804,84.179,5.444,7.546,14.7,26.789,22.917,168.575,54.134,56.053,67.14,476.962,45.727,42.601,24.929,19.965,287.056,107.723,25.713,21.694,12.501,24.604,24.557,28.445,60.116,110.669,32.018,78.077,,47.084,48.832,23.297,34.441,9.597,79.982,42.146,47.881,38.936,49.617,0.002,57.649,,85.51,86.89,84.154,16.348,47.156,91.067,13.694,63.498,11.481,34.349,,18.119,25.191,30.096,30.041,88.098,68.229,60.749,49.425,30.237,34.245,23.406,107.956,39.242,72.223,68.254,18.247,43.601,136.75,37.645,85.905,9.348,48.219,51.463,21.741,8.702,,8.821,24.24,10.894,11.375,28.315,33.155,33.239,20.834,18.404,18.288,81.432,26.272,95.013,77.546,56.127,31.65,44.995,10.58,51.172,93.146,15.666,19.973,34.107,12.293,30.354,15.361,0.123,17.656,209.334,14.096,41.192,2.422,1.259,56.58,0.656,22.306,39.119
1979-01-01,28.104,41.836,34.555,25.53,43.577,34.007,21.195,115.803,29.056,213.639,28.452,39.557,10.83,63.085,83.141,188.344,55.823,82.747,5.627,8.092,14.91,27.631,22.854,178.977,54.887,56.637,69.787,440.031,47.121,43.922,26.27,19.474,259.46,103.686,26.826,22.627,12.937,26.102,25.284,29.249,60.185,99.81,33.299,80.404,,48.621,50.555,24.302,35.254,9.918,79.406,43.859,49.265,41.028,56.656,0.002,60.524,,87.698,81.599,81.854,17.319,48.409,93.702,14.699,69.342,15.827,36.512,,19.689,25.584,31.098,31.313,84.191,67.314,62.475,49.672,31.216,31.587,24.436,106.272,42.777,77.755,70.099,18.163,39.618,134.37,38.381,83.625,8.374,48.078,53.684,22.434,8.768,,9.302,25.091,12.683,12.044,28.755,33.943,31.501,21.538,20.008,19.912,86.834,27.316,100.361,76.078,58.114,32.842,46.347,11.202,51.715,93.043,16.326,21.572,35.715,12.829,30.682,16.603,0.288,19.16,207.651,15.414,40.177,2.658,1.36,60.338,0.765,23.835,43.146
1980-01-01,27.51,39.011,33.926,23.204,44.998,36.809,22.248,106.712,29.853,194.205,29.155,37.053,11.514,63.023,83.377,196.181,58.297,79.631,5.919,9.026,14.872,28.019,21.923,192.569,55.452,57.065,71.435,419.038,47.237,43.942,26.555,19.083,198.671,103.899,26.25,21.235,13.334,27.013,25.335,30.129,54.54,86.589,34.305,82.766,,49.829,51.705,23.709,35.112,9.919,77.168,45.424,50.231,42.69,56.67,0.002,62.48,,87.514,76.135,81.121,18.97,49.54,97.502,16.382,70.185,13.222,39.127,,20.486,25.811,32.098,31.768,73.138,63.472,59.284,47.346,30.822,26.708,26.451,105.812,44.658,75.945,70.701,17.68,32.509,132.577,39.748,85.639,6.812,46.889,53.987,21.765,9.208,,9.31,25.954,13.952,12.215,28.452,33.837,27.264,22.733,20.867,20.809,86.676,28.757,107.22,75.216,57.543,29.823,46.411,11.171,53.091,93.377,17.187,22.494,37.604,11.757,23.535,17.507,0.46,19.759,209.79,15.612,36.68,2.761,1.42,63.091,0.841,24.955,43.842
1981-01-01,28.74,37.711,34.809,20.603,45.702,41.023,23.974,97.82,31.479,182.488,30.774,36.049,11.792,67.553,82.861,198.929,57.913,75.677,6.411,9.091,14.715,27.885,21.532,189.401,55.264,56.718,73.184,414.814,47.556,44.381,28.173,20.297,165.754,97.665,26.018,20.565,15.339,28.801,25.79,31.375,49.843,77.22,35.866,84.551,,51.406,53.482,23.124,35.557,10.174,73.724,46.476,50.535,43.603,46.521,0.002,62.569,,87.317,68.212,84.356,24.776,50.965,98.398,18.075,70.752,14.836,41.152,,21.016,25.993,34.088,32.945,74.105,64.433,58.988,48.047,32.03,27.194,29.184,101.764,43.936,72.005,72.036,17.309,33.404,125.638,40.437,83.296,5.124,47.219,54.014,20.181,9.713,,9.543,27.829,14.852,13.489,28.066,34.307,27.238,23.985,21.358,21.35,87.318,30.549,104.909,75.668,56.108,26.772,46.681,11.668,54.754,93.143,19.714,23.706,37.196,11.978,23.489,17.905,0.616,20.446,212.906,15.849,36.862,2.904,1.532,62.745,0.894,27.053,41.024
1982-01-01,27.697,34.636,37.0,21.249,46.9,41.723,25.739,90.682,32.11,180.671,31.14,35.506,12.188,67.557,81.517,192.856,58.329,75.491,7.521,10.279,16.841,30.253,24.784,195.574,56.336,57.797,73.816,374.544,48.074,44.674,27.354,23.301,154.882,90.188,25.196,19.295,16.643,29.532,26.836,32.729,47.768,73.803,35.968,85.819,,51.627,53.934,21.117,35.983,9.839,73.507,46.814,50.776,43.673,39.866,0.005,64.113,,92.994,59.168,82.535,22.982,51.317,103.38,17.952,69.863,15.497,42.083,,21.14,26.649,35.176,32.911,80.942,65.236,56.99,48.096,32.635,27.971,29.112,103.899,43.675,68.77,74.346,16.605,34.939,115.684,39.666,86.356,4.061,46.547,53.947,19.26,9.265,,9.62,27.82,16.394,13.437,27.222,34.809,27.02,24.172,21.331,21.346,87.91,30.571,107.926,73.975,55.94,26.858,47.195,11.939,56.101,92.611,22.599,25.238,40.197,11.901,22.422,18.488,0.668,21.126,204.197,15.504,37.21,2.911,1.65,62.326,0.988,28.083,41.027
1983-01-01,28.792,37.121,37.942,23.393,47.993,43.91,26.458,94.291,34.308,182.767,33.225,38.329,12.593,68.774,83.203,201.864,61.955,77.506,8.73,12.549,21.8,34.455,32.942,202.84,57.76,59.287,69.537,367.316,49.623,46.142,28.971,26.865,157.956,85.084,26.794,21.289,18.256,31.632,27.457,33.971,47.376,60.374,37.164,85.952,,52.071,53.613,22.61,37.955,10.717,75.558,47.689,51.84,44.473,31.245,0.013,62.23,,93.65,63.322,79.648,20.549,51.537,99.014,19.328,70.83,16.013,42.323,,22.388,29.144,36.987,34.639,77.46,66.693,62.098,50.533,36.361,33.886,29.391,100.727,42.166,66.767,74.776,17.108,43.917,118.206,43.537,89.179,9.077,48.242,55.644,20.537,9.636,,10.147,29.542,17.793,15.616,30.051,36.779,29.847,25.619,22.42,22.428,96.57,31.924,113.544,72.169,53.182,28.47,48.942,13.074,57.366,92.17,26.501,26.893,43.029,12.454,23.003,19.124,0.62,23.021,193.712,16.327,41.021,3.565,2.102,64.624,1.935,30.521,39.124
1984-01-01,31.213,37.214,39.89,26.134,47.798,43.858,28.279,98.523,37.266,191.603,35.904,40.577,12.769,69.454,84.089,216.859,62.463,77.875,10.163,13.186,21.835,34.657,32.321,215.979,58.922,60.722,66.373,342.087,50.714,47.419,30.436,39.624,157.487,86.695,29.272,23.639,19.937,34.468,28.906,35.154,47.759,61.317,37.985,85.132,,51.673,52.597,24.563,39.878,11.889,76.505,49.546,53.521,46.164,32.062,0.015,62.946,,98.777,65.941,82.707,27.773,51.494,99.215,20.97,75.216,21.702,43.25,,23.871,31.162,38.17,37.077,78.374,68.789,69.259,53.933,38.975,40.099,29.713,100.935,43.271,68.788,74.782,21.361,51.327,119.25,46.043,93.657,14.886,50.641,60.426,22.481,12.591,,11.302,31.049,18.437,17.483,31.405,38.714,33.527,26.526,23.541,23.528,103.212,33.207,122.722,74.526,52.616,30.731,50.177,14.435,59.896,91.81,29.927,28.969,46.019,14.349,28.463,19.277,0.583,25.973,193.482,17.759,45.53,4.265,2.47,69.002,3.766,33.677,40.69
1985-01-01,32.701,39.135,37.846,27.432,49.677,45.995,28.697,99.673,38.797,198.736,37.442,44.674,13.506,71.565,85.331,222.116,64.59,79.857,10.969,15.062,24.777,38.017,36.572,214.63,60.66,62.439,62.398,332.542,51.198,48.051,32.035,43.664,160.207,91.14,30.459,24.666,21.879,35.976,29.425,36.374,48.126,55.53,39.226,84.587,,52.403,53.071,26.958,41.923,12.749,78.917,51.583,55.6,47.523,34.761,0.015,65.966,,106.623,64.981,88.871,27.636,52.609,102.634,22.719,74.76,21.086,45.758,,25.013,35.696,39.728,38.302,70.811,70.14,78.519,57.08,40.175,45.996,31.264,102.222,46.704,68.186,76.32,24.777,58.712,120.249,47.991,94.139,19.813,53.755,61.484,24.06,14.713,,12.019,32.704,21.79,19.029,33.268,40.719,36.176,28.463,24.294,24.26,106.715,34.777,123.711,79.593,54.316,31.901,50.813,15.503,64.443,91.427,33.948,32.518,41.417,15.1,29.413,20.607,0.527,28.738,192.804,17.769,49.678,5.217,2.917,73.876,6.159,35.454,47.037
1986-01-01,33.367,39.707,39.25,32.274,50.695,43.495,29.18,102.04,41.575,204.317,40.147,47.408,14.018,72.754,86.168,231.407,65.229,79.694,12.455,17.767,26.365,39.381,37.127,224.483,61.899,63.728,57.732,317.101,52.729,49.44,34.469,39.522,171.014,89.615,32.469,26.832,23.387,38.658,30.135,38.17,45.41,49.052,40.577,84.843,,53.712,54.086,28.781,43.585,14.332,79.505,53.13,56.985,48.796,31.154,0.033,65.624,,112.737,66.219,92.66,31.511,53.926,95.947,26.761,76.071,24.705,47.337,,26.441,38.584,40.192,40.316,70.203,73.548,80.33,58.97,40.399,49.844,31.972,96.603,48.657,67.481,78.575,26.145,64.02,118.062,50.736,100.479,24.329,56.643,63.692,25.57,14.963,,13.004,33.996,22.256,20.746,35.197,42.4,41.059,28.104,25.374,25.33,110.908,35.718,130.643,82.172,55.88,34.847,52.552,16.751,67.046,91.219,36.895,35.399,39.958,16.337,31.618,21.39,0.502,31.652,188.592,19.09,52.625,6.128,3.522,78.46,8.444,38.743,52.901
1987-01-01,35.931,40.069,38.671,33.773,49.918,43.578,30.535,107.07,43.144,207.037,41.657,51.063,15.076,75.305,88.244,250.705,68.264,81.806,13.445,20.574,28.908,41.682,39.53,238.056,61.504,63.457,53.418,240.81,55.333,52.024,35.736,49.235,164.813,88.547,33.41,28.582,24.711,40.03,29.378,39.714,44.591,46.932,42.348,85.321,20.174,54.385,54.897,29.199,45.025,15.054,81.83,54.477,58.477,50.293,31.096,0.043,65.631,0.0,115.242,72.081,97.073,33.829,55.499,87.42,26.536,81.047,29.271,50.327,16.488,27.968,40.605,40.688,42.211,69.114,75.517,84.726,60.89,40.75,47.488,32.467,97.303,52.227,72.938,82.068,27.076,59.744,119.467,50.693,110.793,29.014,58.928,63.793,27.013,15.098,25.996,14.519,36.698,24.19,22.955,37.491,43.836,41.639,29.613,26.589,26.537,115.371,38.633,139.696,84.702,56.787,35.729,55.389,18.057,67.917,91.401,39.445,38.304,39.14,17.906,32.905,23.083,0.485,34.543,189.497,20.146,52.4,6.939,3.974,81.824,9.181,39.827,59.401
1988-01-01,37.29,45.976,40.984,34.393,50.3,48.888,31.927,117.454,44.641,229.457,43.016,60.649,15.844,74.912,91.661,256.285,71.156,85.858,15.457,19.353,28.483,42.479,39.959,229.682,63.128,65.319,54.374,233.288,58.771,55.118,36.486,51.025,171.493,95.036,34.578,29.463,27.696,41.314,31.369,41.856,48.177,50.949,44.166,86.49,20.836,55.579,55.468,30.364,46.819,15.331,85.527,56.185,60.476,52.231,30.348,0.06,70.352,0.016,117.125,78.245,104.934,38.97,57.018,98.298,27.553,86.181,31.811,52.214,19.682,29.867,42.493,43.865,43.996,74.621,77.549,90.396,63.921,44.1,50.071,34.335,104.231,54.661,78.061,84.251,28.362,63.109,119.833,55.132,109.93,33.518,60.476,65.61,28.334,15.997,29.541,15.495,38.928,30.956,25.532,39.883,45.667,41.744,30.928,27.943,27.89,119.091,40.899,136.753,91.126,60.679,37.136,58.91,19.581,68.862,91.005,43.408,39.069,41.554,18.807,33.032,24.491,0.498,38.823,175.01,21.596,55.068,7.725,4.526,83.87,10.484,40.824,64.764
1989-01-01,38.164,51.49,43.273,34.988,51.274,54.546,32.786,122.236,46.896,241.527,45.264,65.096,16.819,75.344,95.266,255.191,72.164,87.131,17.778,21.09,30.347,44.835,42.029,224.428,63.916,66.092,55.32,203.267,60.424,56.641,38.753,51.998,165.64,95.735,36.067,31.139,28.683,43.462,33.242,43.374,49.286,55.105,44.904,88.737,23.626,55.347,54.742,31.844,48.081,15.482,87.141,57.6,61.921,53.926,30.726,0.066,73.352,0.033,118.746,80.465,107.671,45.609,57.31,108.462,25.923,88.802,36.182,52.909,22.063,31.442,44.343,47.105,46.121,82.088,79.285,92.256,65.246,44.257,49.93,35.878,108.11,55.208,78.144,84.204,29.467,62.197,127.231,57.618,111.82,38.231,62.234,67.188,30.696,16.765,31.895,16.798,40.118,36.104,28.04,41.293,46.998,41.957,31.697,29.598,29.528,118.715,41.299,135.545,93.872,62.891,37.802,60.587,20.616,69.311,91.227,46.531,42.466,46.788,19.938,32.606,26.221,0.53,40.075,172.677,23.731,55.637,8.199,4.833,86.999,9.698,43.126,64.773
1990-01-01,38.916,54.67,45.638,35.334,53.617,57.818,31.462,122.087,46.391,255.212,44.971,66.573,17.528,75.609,96.929,253.924,72.678,84.813,21.639,21.68,30.531,45.551,41.699,222.058,65.24,67.248,55.49,179.44,62.691,58.658,39.42,54.576,149.702,98.0,36.047,30.317,30.398,43.026,34.198,45.974,51.566,59.502,46.628,90.509,28.766,55.825,54.372,31.73,48.879,15.404,85.324,59.115,62.956,55.255,30.738,0.082,75.361,0.07,123.318,75.428,109.236,51.049,58.36,112.424,28.712,91.674,36.734,54.188,24.736,33.647,44.946,49.119,46.547,86.858,78.621,90.59,65.092,46.209,48.687,36.152,99.762,56.707,74.212,85.941,31.69,58.861,129.239,62.943,104.486,42.289,62.707,68.256,32.919,17.44,37.26,17.586,42.699,42.385,32.999,42.772,47.945,40.429,33.363,31.316,31.232,114.792,42.598,135.714,96.027,63.511,38.501,62.923,21.391,71.5,91.625,48.58,43.457,47.093,20.32,30.55,27.463,0.537,44.496,166.427,24.685,55.086,8.402,5.101,87.34,7.281,42.312,67.691
1991-01-01,39.151,54.922,45.582,34.923,49.536,57.988,31.084,114.254,46.474,216.365,44.844,64.856,18.08,74.025,95.949,246.233,74.775,87.247,24.717,23.965,33.365,49.295,45.195,198.336,65.158,67.926,55.024,177.557,62.69,58.695,38.331,49.995,151.293,98.002,35.229,29.409,30.567,43.289,33.747,47.67,53.289,62.256,47.386,90.82,32.937,56.259,54.656,31.602,48.837,15.48,87.037,60.406,64.309,56.754,28.79,0.127,80.724,0.151,126.605,78.527,105.512,53.673,58.861,132.388,28.372,89.512,35.268,55.889,27.019,33.553,44.546,48.986,46.923,83.987,77.817,81.594,62.829,45.067,42.156,35.268,103.412,58.068,70.707,84.149,33.481,47.497,126.188,64.266,105.127,46.35,60.843,65.612,33.934,19.259,40.052,18.106,44.099,42.486,36.183,40.97,48.032,39.306,33.471,32.02,31.929,110.786,43.249,124.218,94.326,62.154,38.506,62.938,21.605,72.084,91.655,47.179,44.062,49.098,20.481,28.764,28.724,0.537,40.697,154.41,24.855,51.139,8.464,5.371,86.079,4.36,42.586,69.02
