Date,Accommodations,Air transportation,Alcoholic beverages purchased for off-premises consumption,"Audio-video, photographic, and information processing equipment services",Children's and infants' clothing,Clothing and footwear,Commercial and vocational schools,Communication,Dental services,Durable goods,Education services,Educational books,Electricity,Electricity and gas,Final consumption expenditures of nonprofit institutions serving households (NPISHs),"Financial service charges, fees, and commissions",Financial services,Financial services and insurance,Financial services furnished without payment,Food and beverages purchased for off-premises consumption,Food and nonalcoholic beverages purchased for off-premises consumption,Food furnished to employees (including military),Food produced and consumed on farms,Food services,Food services and accommodations,Foreign travel by U.S. residents,Fuel oil and other fuels,Furnishings and durable household equipment,Furniture and furnishings,Gambling,Garments,Gasoline and other energy goods,"Glassware, tableware, and household utensils",Goods,Gross output of nonprofit institutions,Ground transportation,Group housing,Health care,Higher education,Hospital and nursing home services,Hospitals,Household appliances,Household consumption expenditures (for services),Household maintenance,Household supplies,Household utilities,Housing,Housing and utilities,Imputed rental of owner-occupied nonfarm housing,Insurance,Internet access,Jewelry and watches,Less: Expenditures in the United States by nonresidents,Less: Receipts from sales of goods and services by nonprofit institutions,Life insurance,Luggage and similar personal items,"Magazines, newspapers, and stationery","Membership clubs, sports centers, parks, theaters, and museums",Men's and boys' clothing,"Motor vehicle fuels, lubricants, and fluids",Motor vehicle maintenance and repair,Motor vehicle parts and accessories,Motor vehicle services,Motor vehicles and parts,Musical instruments,Natural gas,Net expenditures abroad by U.S. residents,Net foreign travel,Net health insurance,Net household insurance,Net motor vehicle and other transportation insurance,Net purchases of used motor vehicles,New motor vehicles,Nondurable goods,"Nursery, elementary, and secondary schools",Nursing homes,Other clothing materials and footwear,Other durable goods,Other motor vehicle services,Other nondurable goods,Other recreational services,Other services,Outpatient services,Paramedical services,Personal care and clothing services,Personal care products,Pharmaceutical and other medical products,Physician services,Postal and delivery services,Professional and other services,Public transportation,Purchased meals and beverages,Recreation services,Recreational books,Recreational goods and vehicles,Recreational items,Rental of tenant-occupied nonfarm housing,Rental value of farm dwellings,Services,Social services and religious activities,"Sporting equipment, supplies, guns, and ammunition",Sports and recreational vehicles,Telecommunication services,Telephone and related communication equipment,Therapeutic appliances and equipment,Tobacco,Tools and equipment for house and garden,Transportation services,"Video, audio, photographic, and information processing equipment and media",Water supply and sanitation,Water transportation,Women's and girls' clothing
1979-07-01,0.07,0.14,0.11,0.03,0.0,0.06,0.03,0.01,0.05,0.69,0.13,0.01,0.25,0.5,0.31,0.11,0.29,0.35,0.18,0.57,0.47,0.03,-0.02,0.58,0.65,0.1,0.71,0.17,0.11,0.04,-0.03,3.22,0.04,5.03,0.82,0.06,0.0,0.89,0.06,0.53,0.43,0.02,4.97,0.07,0.08,0.53,1.37,1.9,1.0,0.06,,0.1,-0.06,0.52,0.09,0.04,0.05,0.05,0.05,2.51,0.18,0.12,0.2,0.23,0.0,0.26,0.05,0.04,-0.4,0.02,0.35,-0.1,0.21,4.34,0.04,0.1,0.09,0.18,0.02,0.49,0.01,0.63,0.36,0.05,0.14,0.06,0.07,0.25,0.0,0.13,0.21,0.55,0.14,0.02,0.11,0.11,0.36,0.02,5.27,0.1,0.02,0.04,0.01,0.0,0.02,0.08,0.0,0.41,0.02,0.03,0.0,-0.08
1979-10-01,0.1,0.36,0.19,0.01,0.02,0.22,0.03,0.03,0.07,1.06,0.11,0.01,0.21,0.45,0.18,-0.01,0.17,0.06,0.18,1.04,0.84,0.03,0.01,0.6,0.7,0.1,0.35,0.3,0.18,0.04,0.14,1.79,0.04,4.71,0.82,0.08,0.0,1.06,0.03,0.73,0.64,0.07,5.16,0.07,0.14,0.47,1.6,2.07,1.17,-0.11,,0.19,-0.08,0.65,0.08,0.08,0.12,0.04,0.07,1.44,0.16,0.2,0.17,0.33,0.0,0.24,0.03,0.02,0.12,0.01,-0.31,-0.07,0.2,3.65,0.05,0.09,0.08,0.3,0.01,0.6,0.01,0.54,0.33,0.04,0.1,0.08,0.08,0.22,0.0,0.12,0.44,0.57,0.1,0.03,0.13,0.08,0.41,0.02,5.33,0.09,0.03,0.03,0.03,0.0,0.02,0.06,0.02,0.61,0.04,0.02,0.0,0.05
1980-01-01,0.09,0.27,0.11,0.04,0.01,0.33,0.04,0.01,0.14,1.68,0.16,0.01,0.33,0.5,0.17,0.24,0.46,0.29,0.22,0.92,0.82,0.03,-0.01,0.64,0.72,0.13,0.32,0.45,0.28,0.05,0.23,3.17,0.1,6.92,0.95,0.06,0.0,1.38,0.07,0.84,0.74,0.04,5.47,0.07,0.18,0.55,0.95,1.5,0.69,-0.17,,0.32,-0.09,0.79,0.12,0.12,0.12,0.08,0.09,2.85,0.2,0.15,0.23,0.57,0.01,0.18,0.02,0.04,0.04,0.01,-0.33,0.03,0.39,5.25,0.04,0.1,0.1,0.47,0.02,0.83,0.01,0.85,0.54,0.12,0.12,0.1,0.1,0.28,0.0,0.31,0.33,0.6,0.18,0.02,0.19,0.16,0.25,0.01,5.64,0.12,0.03,0.09,0.01,0.0,0.02,0.16,0.03,0.55,0.03,0.05,0.0,0.13
1980-04-01,0.07,0.14,0.18,0.09,0.04,0.21,0.03,-0.14,0.11,1.27,0.14,0.01,0.44,0.64,0.26,0.14,0.32,0.48,0.18,1.21,1.06,0.03,-0.02,0.56,0.63,0.05,0.25,0.38,0.24,0.04,0.15,1.15,0.06,4.64,0.82,0.06,0.0,1.08,0.07,0.57,0.47,0.05,5.26,0.08,0.2,0.68,1.14,1.83,0.85,0.16,,0.28,-0.07,0.56,0.08,0.1,0.13,0.13,0.08,0.89,0.21,0.05,0.25,0.32,0.01,0.2,0.01,-0.01,0.06,0.01,0.01,0.0,0.27,3.36,0.04,0.09,0.06,0.43,0.03,0.79,0.02,0.51,0.52,0.11,0.15,0.1,0.11,0.29,0.0,0.2,0.21,0.53,0.28,0.02,0.16,0.17,0.28,0.01,5.52,0.09,0.04,0.06,-0.14,0.0,0.03,0.08,0.02,0.45,0.03,0.04,0.0,0.03
1980-07-01,0.04,0.2,0.15,0.04,0.02,0.18,0.03,0.33,0.06,0.96,0.17,0.01,0.35,0.54,-0.07,0.21,0.33,0.61,0.13,2.1,1.92,0.03,0.03,0.52,0.56,0.06,0.06,0.31,0.17,0.04,0.1,-0.07,0.05,3.85,0.65,0.1,0.0,1.17,0.1,0.8,0.71,0.05,5.91,0.06,0.16,0.59,1.46,2.06,1.06,0.27,,0.09,-0.06,0.72,0.07,0.03,0.06,0.1,0.07,-0.12,0.16,0.05,0.19,0.33,0.01,0.19,0.04,0.0,0.07,0.0,0.13,0.03,0.24,2.9,0.04,0.09,0.08,0.17,0.03,0.69,0.02,0.83,0.37,0.09,0.08,0.12,0.1,0.22,0.0,0.13,0.3,0.49,0.19,0.03,0.15,0.12,0.38,0.02,5.84,0.07,0.04,0.03,0.33,0.0,0.03,0.08,0.03,0.49,0.04,0.05,0.0,0.01
1980-10-01,0.05,0.2,0.1,0.03,0.02,0.29,0.03,0.1,0.07,0.92,0.17,0.01,0.22,0.32,0.14,0.01,0.11,1.11,0.09,1.83,1.73,0.03,0.01,0.6,0.65,0.06,0.05,0.25,0.11,0.04,0.22,0.26,0.07,3.83,0.92,0.04,0.0,1.26,0.1,0.87,0.79,0.04,6.3,0.05,0.16,0.36,1.7,2.06,1.24,1.01,,0.06,-0.06,0.78,0.07,0.02,0.07,0.05,0.12,0.22,0.18,0.06,0.2,0.42,0.0,0.1,-0.05,0.0,0.12,0.01,0.81,0.23,0.13,2.91,0.04,0.08,0.07,0.11,0.02,0.53,0.01,0.63,0.39,0.06,0.08,0.07,0.1,0.26,0.0,0.13,0.24,0.57,0.13,0.04,0.15,0.1,0.44,0.02,6.44,0.1,0.05,0.03,0.1,0.0,0.02,0.08,0.02,0.44,0.03,0.03,0.0,0.08
1981-01-01,0.07,0.21,0.14,0.05,0.02,0.18,0.03,0.16,0.07,0.69,0.15,0.01,0.32,0.47,0.14,0.2,0.29,0.62,0.09,0.74,0.61,0.03,-0.01,0.72,0.79,0.06,0.45,0.31,0.19,0.05,0.14,2.4,0.07,4.67,0.89,0.06,0.0,1.27,0.08,0.87,0.74,0.04,5.97,0.07,0.11,0.53,1.34,1.87,0.98,0.33,,-0.01,-0.08,0.74,0.08,0.0,0.12,0.09,0.08,1.95,0.17,0.05,0.2,0.23,0.0,0.15,-0.03,-0.02,0.14,0.01,0.11,0.15,0.03,3.98,0.04,0.12,0.04,0.03,0.03,0.66,0.01,0.74,0.41,0.05,0.11,0.1,0.13,0.29,0.02,0.18,0.27,0.68,0.2,0.03,0.12,0.13,0.34,0.02,6.11,0.09,0.02,0.04,0.14,0.01,0.02,0.11,0.02,0.47,0.03,0.06,0.0,0.04
1981-04-01,0.07,0.01,0.08,0.02,0.02,0.21,0.02,0.2,0.07,0.99,0.13,0.01,0.29,0.46,0.26,0.03,0.07,-0.05,0.04,0.14,0.06,0.02,0.0,0.49,0.57,0.03,0.19,0.28,0.12,0.03,0.15,0.27,0.08,2.31,0.71,0.06,0.0,0.9,0.08,0.46,0.38,0.06,4.3,0.09,0.12,0.54,1.32,1.86,0.97,-0.11,,-0.02,-0.09,0.44,0.05,0.0,0.14,0.02,0.08,0.08,0.13,0.05,0.14,0.57,0.0,0.17,-0.01,-0.07,0.12,0.01,-0.29,0.13,0.39,1.33,0.03,0.08,0.06,0.02,0.01,0.7,0.01,0.75,0.43,0.08,0.1,0.13,0.13,0.28,0.13,0.26,0.07,0.47,0.08,0.02,0.12,0.09,0.34,0.0,4.57,0.05,0.02,0.05,0.07,0.0,0.03,0.1,0.02,0.21,0.03,0.07,0.0,0.05
1981-07-01,0.08,0.02,0.1,0.02,0.02,0.19,0.02,0.27,0.14,0.77,0.17,0.01,0.43,0.53,-0.07,0.21,0.26,-0.19,0.05,0.71,0.6,0.02,0.01,0.41,0.49,0.03,-0.02,0.26,0.15,0.04,0.15,-0.33,0.02,1.82,0.7,0.13,0.0,1.4,0.1,0.85,0.78,0.07,5.0,0.06,0.12,0.65,1.49,2.14,1.09,-0.45,,0.0,-0.11,0.76,0.07,0.0,0.04,0.04,0.09,-0.31,0.14,0.05,0.15,0.43,0.0,0.1,-0.02,-0.08,0.19,0.0,-0.7,0.17,0.2,1.05,0.06,0.07,0.04,0.03,0.01,0.49,0.01,0.75,0.54,0.1,0.09,0.06,0.13,0.3,0.0,0.18,0.15,0.39,0.1,0.01,0.05,0.07,0.39,0.0,4.94,0.06,0.02,0.0,0.27,0.01,0.02,0.08,0.02,0.31,0.0,0.12,0.0,0.04
1981-10-01,0.06,-0.05,0.04,0.04,0.0,0.04,0.01,0.31,0.04,0.66,0.17,0.02,0.2,0.38,-0.06,-0.12,-0.14,-0.05,-0.02,0.09,0.06,0.02,-0.01,0.32,0.38,0.03,-0.06,0.19,0.11,0.03,-0.01,0.17,0.03,1.53,0.8,0.05,0.0,1.42,0.12,0.99,0.94,0.03,4.8,0.07,0.12,0.43,1.48,1.91,1.09,0.09,,0.0,-0.04,0.85,0.06,0.0,0.04,0.08,0.06,0.23,0.15,0.04,0.17,0.29,0.0,0.18,0.05,-0.01,0.18,0.02,-0.18,0.11,0.14,0.88,0.04,0.06,0.05,0.06,0.01,0.58,0.02,0.81,0.43,0.06,0.07,0.07,0.1,0.32,0.05,0.14,0.0,0.3,0.17,0.04,0.12,0.07,0.39,0.0,4.74,0.05,0.03,0.04,0.26,0.01,0.02,0.12,0.03,0.17,0.01,0.05,0.0,-0.08
1982-01-01,0.07,-0.06,0.1,0.03,-0.01,0.05,0.01,0.13,0.06,0.41,0.15,0.01,0.31,0.55,-0.16,0.08,-0.17,0.48,-0.25,0.55,0.45,0.01,0.0,0.27,0.34,0.0,-0.04,0.21,0.08,0.02,0.05,-0.52,0.03,1.03,0.55,0.02,0.0,1.15,0.11,0.85,0.78,0.06,4.31,0.04,0.13,0.6,1.06,1.66,0.82,0.65,,-0.02,-0.07,0.71,0.06,-0.01,0.08,0.08,0.03,-0.48,0.11,0.03,0.13,0.11,0.0,0.24,0.0,-0.08,0.25,0.01,0.34,0.06,0.03,0.62,0.03,0.08,0.0,0.01,0.02,0.55,0.01,0.44,0.29,0.04,0.06,0.09,0.1,0.19,0.03,0.11,-0.04,0.26,0.14,0.06,0.08,0.06,0.26,-0.02,4.15,0.02,0.0,0.03,0.1,0.01,0.02,0.09,0.03,0.09,-0.01,0.05,0.0,0.03
1982-04-01,0.06,0.03,0.06,0.03,0.02,0.16,0.0,0.17,0.06,0.38,0.13,0.01,0.1,0.38,-0.14,0.17,0.15,0.43,-0.02,0.49,0.41,0.01,0.01,0.28,0.35,-0.12,-0.03,0.19,0.09,0.02,0.14,-1.2,0.04,0.4,0.33,0.01,0.0,0.85,0.1,0.53,0.47,0.05,3.64,0.04,0.08,0.45,0.82,1.27,0.58,0.28,,-0.07,-0.07,0.47,0.06,-0.02,0.1,0.05,0.07,-1.17,0.13,0.03,0.16,0.19,0.0,0.28,-0.01,-0.19,0.16,0.0,0.06,0.05,0.11,0.02,0.03,0.06,0.02,-0.05,0.03,0.57,0.01,0.43,0.32,0.04,0.04,0.1,0.14,0.21,0.0,0.23,0.04,0.27,0.11,0.02,0.05,0.05,0.25,-0.01,3.5,0.02,0.01,0.03,0.16,0.01,0.02,0.12,0.01,0.21,-0.02,0.07,0.0,0.05
1982-07-01,0.05,0.05,0.07,0.04,0.02,0.05,0.01,0.11,0.05,0.18,0.14,0.01,0.04,0.23,-0.04,0.17,0.26,0.87,0.1,0.23,0.15,0.02,0.01,0.37,0.42,-0.14,0.05,0.03,0.01,0.03,0.03,0.88,-0.02,1.85,0.69,0.02,0.0,1.21,0.09,0.87,0.79,0.03,4.66,0.02,0.09,0.29,1.19,1.48,0.9,0.6,,0.0,-0.06,0.73,0.1,0.0,0.09,0.09,0.04,0.83,0.11,-0.04,0.13,0.12,0.0,0.19,-0.01,-0.2,0.15,0.0,0.35,0.05,0.12,1.67,0.04,0.08,0.02,0.04,0.02,0.51,0.01,0.32,0.34,0.05,0.05,0.07,0.11,0.24,0.0,0.16,0.07,0.35,0.17,0.01,0.0,0.07,0.29,0.0,4.62,0.05,0.01,0.0,0.11,0.01,0.02,0.11,0.01,0.2,-0.03,0.06,0.0,-0.03
1982-10-01,0.02,-0.1,0.03,0.03,0.01,-0.08,0.01,0.1,0.03,0.14,0.13,0.01,0.18,0.6,-0.16,0.13,0.26,0.75,0.13,-0.23,-0.25,0.01,-0.01,0.28,0.3,-0.01,-0.02,0.1,0.04,0.02,-0.05,-0.31,0.02,0.25,0.46,0.02,0.0,1.01,0.1,0.73,0.66,0.03,4.4,0.02,0.07,0.64,1.09,1.73,0.82,0.49,,0.01,-0.02,0.62,0.08,0.0,0.07,0.06,0.02,-0.29,0.06,-0.02,0.08,0.01,0.0,0.42,-0.02,-0.02,0.05,0.01,0.35,0.05,-0.01,0.11,0.03,0.07,-0.03,0.04,0.01,0.73,0.01,0.48,0.28,0.04,0.04,0.05,0.11,0.21,0.0,0.19,-0.08,0.26,0.12,0.03,-0.01,0.03,0.27,0.0,4.24,0.02,0.01,-0.01,0.1,0.01,0.01,0.43,0.01,0.0,-0.04,0.04,0.0,-0.08
1983-01-01,0.01,-0.13,0.07,0.02,0.02,0.13,0.0,0.2,0.05,0.36,0.1,0.01,0.02,0.25,-0.25,-0.17,0.09,0.49,0.26,0.02,-0.05,0.01,0.0,0.27,0.27,-0.01,-0.14,0.08,0.04,0.01,0.11,-1.1,0.02,0.06,0.37,0.02,0.0,1.11,0.08,0.75,0.71,0.02,3.54,0.02,0.09,0.3,0.8,1.1,0.54,0.4,,0.02,-0.02,0.62,0.08,0.01,0.06,0.06,0.05,-0.95,0.06,-0.02,0.07,0.25,0.0,0.23,0.02,-0.03,0.19,0.01,0.12,0.15,0.11,-0.3,0.03,0.04,0.02,0.06,0.01,0.65,0.01,0.51,0.36,0.08,0.04,0.07,0.09,0.22,0.0,0.18,-0.11,0.25,0.1,0.03,-0.04,0.0,0.25,0.01,3.29,0.01,0.0,0.01,0.2,0.01,0.01,0.32,0.01,-0.04,-0.08,0.06,0.0,0.05
1983-04-01,0.02,0.18,0.09,0.03,0.01,0.15,0.01,0.05,0.06,0.19,0.12,0.01,0.02,0.15,0.0,0.04,0.18,-0.74,0.14,0.57,0.48,0.01,0.0,0.25,0.28,0.0,-0.07,0.08,0.06,0.02,0.15,0.52,0.01,1.72,0.39,0.02,0.0,0.71,0.08,0.43,0.38,0.0,1.98,0.02,0.04,0.18,0.8,0.99,0.6,-0.92,,0.02,-0.03,0.39,0.09,0.01,0.04,0.06,0.04,0.59,0.06,-0.07,0.07,0.11,0.0,0.13,-0.01,-0.03,0.17,0.0,-1.18,0.1,0.08,1.53,0.03,0.04,0.0,0.06,0.01,0.3,0.01,0.36,0.29,0.04,0.04,0.05,0.11,0.19,0.0,0.15,0.2,0.24,0.12,0.01,-0.06,0.01,0.19,0.0,1.99,0.02,0.0,0.01,0.04,0.01,0.02,0.06,0.0,0.27,-0.08,0.03,0.0,0.09
1983-07-01,0.05,0.16,0.05,-0.01,0.01,0.19,0.01,0.05,0.09,0.3,0.08,0.01,0.01,0.02,-0.15,0.07,0.18,1.82,0.11,0.11,0.07,0.01,-0.01,0.15,0.2,-0.01,0.04,0.07,0.02,0.02,0.2,0.31,0.03,1.23,0.38,0.02,0.0,0.98,0.08,0.66,0.6,0.02,4.28,0.02,0.0,0.07,0.61,0.68,0.43,1.64,,0.04,-0.04,0.53,0.07,0.01,0.02,0.02,0.03,0.27,0.05,-0.04,0.05,0.21,0.0,0.01,-0.02,-0.04,0.21,0.0,1.35,0.14,0.11,0.93,0.0,0.06,0.0,0.08,0.0,0.32,0.0,0.34,0.32,0.04,0.05,0.05,0.07,0.19,0.0,0.15,0.18,0.15,0.03,0.01,-0.06,0.01,0.18,0.0,4.13,0.03,0.0,0.01,0.05,0.0,0.01,0.19,0.0,0.23,-0.08,0.05,0.0,0.16
1983-10-01,0.07,0.04,0.03,0.05,0.01,-0.1,0.01,0.02,0.07,0.34,0.13,0.01,0.3,0.27,-0.16,-0.04,0.02,-0.26,0.06,0.18,0.15,0.01,0.0,0.29,0.35,-0.01,-0.04,0.06,0.05,0.02,-0.1,-0.35,-0.03,0.29,0.37,0.01,0.0,0.91,0.07,0.58,0.53,0.02,2.53,0.03,0.03,0.32,0.59,0.91,0.42,-0.28,,0.0,-0.04,0.52,0.06,0.0,0.04,0.07,-0.02,-0.31,0.07,0.0,0.08,0.27,0.0,-0.04,-0.01,-0.05,0.21,0.01,-0.57,0.12,0.15,-0.04,0.05,0.05,-0.01,0.02,0.01,0.23,0.01,0.34,0.33,0.05,0.05,0.03,0.08,0.21,0.0,0.13,0.05,0.27,0.15,0.02,-0.01,0.03,0.18,0.0,2.38,0.03,0.0,0.01,0.02,0.0,0.01,0.04,0.02,0.13,-0.04,0.05,0.0,-0.09
1984-01-01,0.04,0.08,0.01,0.04,0.0,0.04,0.01,0.35,0.07,0.02,0.13,0.01,0.07,0.06,-0.03,0.02,0.0,0.01,-0.02,0.95,0.93,0.01,0.01,0.3,0.34,0.02,0.11,0.0,-0.04,0.03,0.02,0.09,0.04,1.41,0.42,0.05,0.0,0.85,0.09,0.5,0.44,0.01,3.02,0.03,0.03,0.09,0.7,0.79,0.5,0.01,,0.0,-0.04,0.45,0.05,0.0,0.03,0.04,0.04,-0.02,0.05,-0.11,0.07,0.04,0.0,-0.01,0.01,-0.02,0.23,0.0,-0.28,0.03,0.11,1.38,0.03,0.06,0.02,0.03,0.02,0.3,0.01,0.71,0.35,0.06,0.05,0.03,0.09,0.22,0.0,0.14,0.13,0.29,0.11,-0.02,-0.05,0.01,0.2,0.0,2.99,0.04,0.0,0.02,0.35,0.0,0.01,0.09,0.0,0.2,-0.05,0.03,0.0,-0.02
1984-04-01,0.05,-0.04,0.03,0.04,-0.01,-0.12,0.01,0.05,0.05,0.35,0.12,0.01,0.16,0.16,0.0,0.0,0.07,0.93,0.07,-0.01,-0.03,0.01,0.0,0.26,0.31,-0.05,0.01,0.08,0.11,0.02,-0.14,-0.03,-0.01,0.43,0.41,0.01,0.0,0.73,0.09,0.47,0.41,-0.02,3.5,0.02,0.05,0.2,0.92,1.11,0.65,0.86,,0.02,-0.05,0.41,0.06,0.0,0.03,0.07,-0.03,-0.04,0.05,0.0,0.06,0.25,0.0,0.0,0.01,-0.1,0.18,-0.01,0.62,0.14,0.11,0.08,0.03,0.06,0.01,0.05,0.01,0.24,0.01,0.25,0.26,0.04,0.05,0.02,0.1,0.17,0.0,0.09,-0.03,0.25,0.13,0.01,-0.03,0.01,0.26,0.0,3.5,0.02,0.0,0.04,0.05,0.0,0.02,0.02,-0.01,0.04,-0.08,0.03,0.0,-0.1
1984-07-01,0.03,-0.2,0.03,0.03,0.01,0.19,0.0,0.06,0.06,0.12,0.11,0.01,0.25,0.31,-0.1,-0.03,0.11,0.65,0.14,0.29,0.26,0.01,0.0,0.23,0.25,-0.22,-0.04,0.0,0.05,0.02,0.17,-0.53,-0.02,0.39,0.28,0.02,0.0,0.63,0.08,0.42,0.39,-0.02,2.84,0.02,0.05,0.35,0.85,1.19,0.63,0.54,,-0.02,-0.04,0.38,0.07,-0.01,0.03,0.07,0.09,-0.49,0.06,-0.02,0.08,0.18,0.0,0.06,-0.01,-0.26,0.11,0.01,0.36,0.09,0.12,0.27,0.03,0.03,0.02,-0.01,0.02,0.32,0.01,0.08,0.21,0.01,0.05,0.04,0.08,0.14,0.0,0.08,-0.18,0.22,0.12,0.02,-0.06,0.03,0.22,0.0,2.74,0.02,0.0,0.0,0.06,0.0,0.01,0.11,0.0,-0.1,-0.08,0.04,0.0,0.07
1984-10-01,0.04,0.07,0.03,0.03,0.01,0.12,0.0,0.06,0.07,0.11,0.11,0.01,0.04,0.07,-0.11,0.0,0.22,-0.02,0.22,0.05,0.01,0.01,0.0,0.19,0.22,-0.16,-0.08,0.08,0.1,0.02,0.12,0.05,-0.02,0.52,0.28,0.01,0.0,0.7,0.08,0.45,0.41,-0.01,2.08,0.02,0.04,0.1,0.69,0.79,0.47,-0.24,,-0.02,-0.03,0.39,0.08,-0.01,0.04,0.05,0.02,0.13,0.06,-0.01,0.07,0.05,0.0,0.03,-0.02,-0.19,0.03,0.0,-0.35,-0.03,0.09,0.42,0.03,0.04,0.0,0.0,0.01,0.2,0.01,0.13,0.25,0.03,0.04,0.03,0.09,0.15,0.0,0.07,0.08,0.18,0.11,0.02,-0.02,0.01,0.23,0.0,1.97,0.02,0.01,0.02,0.06,0.0,0.01,0.01,0.01,0.15,-0.06,0.03,0.0,0.08
1985-01-01,0.04,0.06,0.03,0.05,0.02,0.2,0.0,0.02,0.05,0.3,0.1,0.01,0.06,0.03,-0.01,0.22,0.95,1.35,0.74,0.29,0.26,0.01,0.0,0.24,0.28,-0.04,-0.05,0.03,-0.01,0.02,0.18,-0.02,0.02,1.1,0.31,0.02,0.0,0.68,0.07,0.34,0.31,-0.02,3.72,0.03,0.08,0.08,0.82,0.9,0.57,0.4,,-0.01,-0.04,0.33,0.1,0.0,0.03,0.05,0.03,0.03,0.04,0.02,0.06,0.23,0.0,-0.03,-0.02,-0.08,0.0,0.0,0.3,0.0,0.21,0.8,0.03,0.03,0.02,0.02,0.02,0.34,0.01,0.23,0.34,0.15,0.04,0.02,0.09,0.14,0.04,0.11,0.08,0.23,0.13,0.03,0.01,0.02,0.26,0.0,3.7,0.0,-0.02,0.02,-0.01,0.0,0.02,0.12,0.03,0.14,-0.02,0.05,0.0,0.13
1985-04-01,0.07,-0.03,0.01,0.03,0.0,0.09,0.01,0.11,0.04,0.14,0.1,0.01,0.08,0.07,-0.06,-0.02,0.09,-0.15,0.11,-0.08,-0.08,0.01,-0.01,0.28,0.36,0.08,0.04,0.09,0.09,0.02,0.08,0.43,0.02,0.83,0.32,0.0,0.0,0.68,0.06,0.41,0.37,-0.02,2.5,0.03,0.03,0.1,0.94,1.05,0.67,-0.23,,0.02,-0.05,0.37,0.1,0.01,0.04,0.05,0.04,0.39,0.03,-0.01,0.03,0.09,0.0,-0.01,0.03,0.03,-0.03,0.01,-0.32,-0.03,0.13,0.7,0.03,0.04,0.01,0.05,0.0,0.26,0.01,0.45,0.27,0.05,0.04,0.03,0.09,0.18,0.04,0.11,-0.03,0.27,0.11,0.02,-0.1,0.02,0.28,0.0,2.45,0.04,-0.02,0.01,0.06,0.0,0.02,0.02,0.0,0.01,-0.11,0.03,0.0,0.04
1985-07-01,0.05,-0.03,0.04,0.03,0.0,0.06,0.0,0.13,0.04,-0.09,0.09,0.01,-0.04,-0.08,0.03,-0.02,0.21,0.64,0.24,-0.01,-0.04,0.01,-0.01,0.21,0.26,0.12,-0.02,-0.11,-0.08,0.01,0.07,-0.12,-0.01,0.14,0.29,0.03,0.0,0.57,0.07,0.26,0.22,-0.02,3.0,0.03,0.01,-0.03,0.95,0.92,0.7,0.43,,-0.01,-0.05,0.26,0.1,0.0,0.01,0.04,0.04,-0.1,0.06,0.01,0.07,0.09,0.0,-0.03,0.04,0.07,-0.14,0.01,0.47,-0.04,0.12,0.24,0.02,0.04,-0.01,0.01,0.01,0.3,0.01,0.46,0.31,0.06,0.04,0.04,0.08,0.21,0.0,0.07,0.0,0.21,0.08,0.02,-0.09,0.01,0.25,0.0,3.03,0.02,-0.01,0.02,0.13,0.0,0.01,0.1,0.0,0.06,-0.12,0.04,0.0,0.03
1985-10-01,0.04,-0.06,0.13,0.03,0.02,0.1,0.01,0.04,0.04,0.15,0.1,0.01,0.1,0.0,0.11,0.08,0.19,-0.58,0.11,0.38,0.24,0.01,0.01,0.24,0.27,0.12,0.08,0.12,0.14,0.02,0.11,0.08,-0.01,1.03,0.36,0.02,0.0,0.57,0.08,0.24,0.2,-0.01,1.68,0.02,0.06,0.02,0.87,0.88,0.58,-0.77,,-0.03,-0.04,0.26,0.11,-0.01,0.04,0.04,0.03,0.0,0.09,-0.02,0.11,0.11,0.0,-0.1,0.04,0.08,-0.18,0.0,-0.71,0.0,0.13,0.89,0.02,0.04,0.0,-0.01,0.02,0.33,0.01,0.37,0.33,0.1,0.04,0.03,0.06,0.19,0.0,0.06,-0.05,0.23,0.1,0.0,-0.08,0.04,0.29,-0.01,1.78,0.03,0.0,0.03,0.04,0.0,0.01,0.05,0.0,0.06,-0.12,0.02,0.0,0.06
1986-01-01,-0.01,-0.17,0.03,0.05,0.03,-0.16,0.01,0.05,0.05,0.01,0.1,0.01,0.1,0.06,-0.14,0.22,0.55,1.09,0.33,0.27,0.25,0.01,-0.01,0.21,0.2,0.12,-0.18,-0.01,-0.04,0.01,-0.14,-1.02,0.05,-0.54,0.26,0.05,0.0,0.71,0.06,0.42,0.39,-0.01,3.54,0.02,0.04,0.11,0.88,0.99,0.68,0.53,,-0.01,0.0,0.39,0.1,0.0,0.02,0.09,-0.02,-0.84,0.05,0.02,0.08,0.1,0.0,-0.04,0.05,0.12,-0.1,0.01,0.52,-0.06,0.14,-0.54,0.03,0.03,-0.02,0.01,0.03,0.36,0.01,0.43,0.3,0.07,0.05,0.05,0.09,0.19,0.0,0.07,-0.12,0.2,0.16,0.02,-0.09,-0.01,0.21,-0.01,3.4,0.03,-0.01,-0.01,0.05,0.0,0.01,0.11,-0.01,-0.04,-0.1,0.05,0.0,-0.15
