Date,"Balance on current account, NIPAs",Current payments to the rest of the world,Current receipts from the rest of the world,Current taxes and transfer payments to the rest of the world,"Current taxes, contributions for government social insurance, and transfer receipts from the rest of the world",Dividends,Durable,Exports of goods and services,From business,From government,From persons,Goods,Imports of goods and services,Income payments,Income payments on assets,Income receipts,Income receipts on assets,Interest,Less: Capital account transactions (net),"Net lending or net borrowing (-), NIPAs",Nondurable,Reinvested earnings on U.S. direct investment abroad,Reinvested earnings on foreign direct investment in the United States,Services,To business,To government,To persons,Wage and salary payments,Wage and salary receipts
1981-04-01,172.0,398029.0,398201.0,16333.0,,,137680.0,308455.0,3204.0,7748.0,5381.0,260261.5,321963.0,59733.0,,89746.0,,,120.0,52.0,122581.5,,,54947.5,,,,,
1981-07-01,7072.0,391175.0,398247.0,18061.0,,,133657.0,302339.0,3292.0,9100.0,5669.0,251097.5,309900.0,63214.0,,95908.0,,,120.0,6952.0,117440.5,,,55021.5,,,,,
1981-10-01,4594.0,396803.0,401397.0,18285.0,,,136895.0,304695.0,3500.0,8752.0,6033.0,255967.0,319445.0,59073.0,,96702.0,,,120.0,4474.0,119072.0,,,56103.0,,,,,
1982-01-01,651.0,390875.0,391526.0,19065.0,,,131502.0,293202.0,2989.0,9672.0,6404.0,244964.5,309478.0,62332.0,,98324.0,,,120.0,531.0,113462.5,,,56375.0,,,,,
1982-04-01,17439.0,384473.0,401912.0,19103.0,,,131755.0,294729.0,3730.0,8616.0,6757.0,239860.0,299115.0,66255.0,,107183.0,,,116.0,17323.0,108105.0,,,57061.5,,,,,
1982-07-01,-14036.0,395121.0,381084.0,19416.0,,,126757.5,279634.0,3410.0,9132.0,6874.0,237861.0,309282.0,66423.0,,101450.0,,,108.0,-14144.0,111103.5,,,56597.0,,,,,
1982-10-01,-17253.0,379543.0,362290.0,21759.0,,,117144.0,265274.0,3541.0,11300.0,6918.0,223498.0,294861.0,62923.0,,97016.0,,,108.0,-17361.0,106354.5,,,56569.5,,,,,
1983-01-01,-7895.0,372402.0,364507.0,17398.0,,,126796.5,270703.0,3182.0,7780.0,6436.0,226101.5,295251.0,59753.0,,93804.0,,,108.0,-8003.0,99304.5,,,56875.5,,,,,
1983-04-01,-27636.0,398943.0,371306.0,18943.0,,,130732.0,272514.0,3411.0,8664.0,6868.0,235930.0,317949.0,62051.0,,98792.0,,,104.0,-27740.0,105197.5,,,59301.5,,,,,
1983-07-01,-47909.0,431331.0,383422.0,20576.0,,,135925.0,278181.0,3284.0,10008.0,7284.0,250084.5,343381.0,67374.0,,105241.0,,,96.0,-48005.0,114160.0,,,60696.5,,,,,
1983-10-01,-56770.0,453047.0,396277.0,25065.0,,,148717.0,286587.0,3754.0,13908.0,7403.0,261336.0,357972.0,70010.0,,109690.0,,,96.0,-56866.0,112619.0,,,60943.0,,,,,
1984-01-01,-78536.0,486345.0,407810.0,20572.0,,,156189.5,292975.0,3552.0,9384.0,7636.0,273399.5,387978.0,77795.0,,114835.0,,,88.0,-78624.0,117210.0,,,67077.0,,,,,
1984-04-01,-87926.0,513334.0,425408.0,21164.0,,,162813.0,302200.0,3483.0,9776.0,7905.0,283941.0,406501.0,85669.0,,123208.0,,,92.0,-88018.0,121128.5,,,70409.5,,,,,
1984-07-01,-90438.0,523473.0,433035.0,23947.0,,,166624.5,305744.0,3425.0,12708.0,7814.0,287129.0,409591.0,89935.0,,127291.0,,,100.0,-90538.0,120504.5,,,70539.0,,,,,
1984-10-01,-103420.0,534148.0,430728.0,28888.0,,,169666.0,308603.0,3519.0,17128.0,8241.0,290735.0,416359.0,88901.0,,122125.0,,,112.0,-103532.0,121068.5,,,71746.5,,,,,
1985-01-01,-89411.0,508056.0,418645.0,23804.0,,,167737.5,306010.0,2813.0,12580.0,8411.0,278745.5,397308.0,86944.0,,112635.0,,,136.0,-89547.0,111007.5,,,72913.5,,,,,
1985-04-01,-111361.0,529820.0,418459.0,24586.0,,,172341.5,304126.0,2850.0,13572.0,8164.0,286585.0,418571.0,86663.0,,114332.0,,,148.0,-111509.0,114243.0,,,74763.5,,,,,
1985-07-01,-121276.0,528569.0,407292.0,26875.0,,,171189.5,297273.0,2994.0,15344.0,8537.0,281346.5,414168.0,87525.0,,110019.0,,,152.0,-121428.0,110157.5,,,74374.5,,,,,
1985-10-01,-135167.0,554260.0,419093.0,27337.0,,,176801.5,305433.0,2914.0,16228.0,8195.0,294889.5,438867.0,88056.0,,113660.0,,,136.0,-135303.0,118088.0,,,77260.5,,,,,
1986-01-01,-128326.0,558202.0,429876.0,24468.0,,18102.0,180435.5,313404.0,3447.0,12140.0,8881.0,291096.0,439418.0,94320.0,91513.0,116479.0,115596.0,74118.5,120.0,-128446.0,110660.5,23513.0,-845.0,85314.5,,,,2803.0,876.0
1986-04-01,-141861.0,569106.0,427246.0,28483.0,,16188.0,192275.0,315119.0,2922.0,16692.0,8869.0,296484.0,443990.0,96633.0,93914.0,112127.0,111235.0,72092.5,108.0,-141969.0,104210.0,26364.0,2224.0,83070.0,,,,2719.0,892.0
1986-07-01,-150220.0,579903.0,429682.0,29438.0,,20938.0,194597.5,320471.0,3072.0,17200.0,9166.0,302288.0,459432.0,91031.0,88450.0,109209.0,108291.0,70738.5,108.0,-150328.0,107690.5,15594.0,-2206.0,87663.5,,,,2583.0,920.0
1986-10-01,-150296.0,592775.0,442479.0,28665.0,,20498.0,200961.5,334999.0,3315.0,15692.0,9658.0,313037.0,468628.0,95484.0,92827.0,107480.0,106536.0,71312.0,108.0,-150404.0,112075.5,17904.0,-2161.0,88777.0,,,,2655.0,944.0
1987-01-01,-150940.0,599768.0,448829.0,24064.0,,17672.0,201551.5,336451.0,2826.0,11768.0,9470.0,316260.0,477685.0,98015.0,95432.0,112383.0,111394.0,71033.0,128.0,-151068.0,114708.5,27879.0,1537.0,90808.0,,,,2588.0,984.0
1987-04-01,-154384.0,631123.0,476739.0,25538.0,,19818.0,211675.0,355360.0,3335.0,12248.0,9955.0,333933.0,502337.0,103245.0,100711.0,121378.0,120387.0,75742.0,136.0,-154520.0,122258.5,30477.0,-499.0,94915.5,,,,2536.0,992.0
1987-07-01,-154051.0,651802.0,497751.0,26351.0,,20082.0,216970.0,371854.0,3716.0,12240.0,10395.0,347438.5,517318.0,108132.0,105953.0,125897.0,124897.0,78622.5,144.0,-154195.0,130468.5,30820.0,2621.0,97147.5,,,,2180.0,1000.0
1987-10-01,-157008.0,682599.0,525592.0,31287.0,,20666.0,232049.5,392107.0,3533.0,17464.0,10290.0,363012.5,537511.0,113801.0,111705.0,133485.0,132485.0,86415.0,144.0,-157152.0,130963.5,34864.0,-4836.0,101796.5,,,,2096.0,1000.0
1988-01-01,-126867.0,691070.0,564203.0,27876.0,,28868.0,241469.0,418727.0,4630.0,12524.0,10722.0,376364.0,542714.0,120482.0,118571.0,145471.0,144480.0,89828.0,136.0,-127003.0,134895.0,21213.0,4446.0,104356.5,,,,1909.0,996.0
1988-04-01,-109957.0,695903.0,585946.0,26144.0,,33494.0,249912.5,439471.0,4732.0,10700.0,10712.0,387088.5,546098.0,123659.0,121745.0,146475.0,145487.0,89369.0,132.0,-110089.0,137176.0,23104.0,-1598.0,105696.0,,,,1917.0,988.0
1988-07-01,-106457.0,713493.0,607036.0,27353.0,,23604.0,253482.0,453586.0,4054.0,12772.0,10527.0,394903.5,552849.0,133291.0,131578.0,153453.0,152454.0,99254.0,136.0,-106593.0,141421.5,37373.0,943.0,108314.0,,,,1713.0,996.0
1988-10-01,-119615.0,749299.0,629683.0,34583.0,,30758.0,268520.5,466619.0,4478.0,18908.0,11197.0,410003.0,574314.0,140403.0,138493.0,163066.0,162064.0,106634.0,132.0,-119747.0,141482.0,24118.0,1655.0,110464.0,,,,1909.0,1000.0
1989-01-01,-106692.0,763319.0,656627.0,28131.0,,34214.0,272451.0,485189.0,4472.0,12512.0,11147.0,421235.0,586154.0,149043.0,146972.0,171439.0,170442.0,116336.5,132.0,-106824.0,148784.0,29223.0,-12910.0,114436.5,,,,2062.0,996.0
1989-04-01,-93575.0,780568.0,686993.0,27079.0,,27652.0,278666.5,507229.0,4278.0,11372.0,11429.0,435151.5,595389.0,158098.0,155881.0,179764.0,178768.0,123548.5,144.0,-93719.0,156485.0,33448.0,-1200.0,116157.5,,,,2218.0,996.0
1989-07-01,-81655.0,769665.0,688010.0,30874.0,,29618.0,275790.0,509352.0,4557.0,14920.0,11397.0,428243.0,584427.0,154362.0,152065.0,178658.0,177634.0,122485.5,143.0,-81798.0,152453.0,30880.0,-5388.0,118646.5,,,,2298.0,1024.0
1989-10-01,-87482.0,783803.0,696321.0,35514.0,,36828.0,278665.0,515387.0,5152.0,18128.0,12234.0,434453.5,598152.0,150135.0,147507.0,180934.0,179882.0,124428.0,972.0,-88454.0,155788.5,16976.0,-12099.0,122316.0,,,,2630.0,1052.0
1990-01-01,-90039.0,812028.0,721990.0,31021.0,,31008.0,285558.0,538232.0,4283.0,14688.0,12050.0,453302.0,626767.0,154244.0,150954.0,183763.0,182630.0,123023.0,832.0,-90871.0,167744.0,37295.0,-11773.0,129197.5,,,,3286.0,1128.0
1990-04-01,-72861.0,803302.0,730440.0,35653.0,,31750.0,289814.5,545925.0,4895.0,18956.0,11802.0,448218.0,614759.0,152892.0,149520.0,184516.0,183347.0,122418.0,152.0,-73013.0,158403.5,35475.0,-10944.0,132124.0,,,,3370.0,1168.0
1990-07-01,-82374.0,822246.0,739872.0,34561.0,,30162.0,292661.0,555149.0,5205.0,16816.0,12540.0,456310.0,630102.0,157585.0,154101.0,184722.0,183555.0,125565.0,156.0,-82530.0,163649.0,35173.0,-8971.0,136315.5,,,,3482.0,1168.0
1990-10-01,-54310.0,824884.0,770574.0,25704.0,,31764.0,291590.0,568186.0,4893.0,8324.0,12487.0,464841.0,647282.0,151900.0,148120.0,202387.0,201164.0,134191.5,28352.0,-82662.0,173251.0,41097.0,-23724.0,142893.0,,,,3778.0,1224.0
1991-01-01,46579.0,713380.0,759959.0,-54255.0,,30488.0,291138.0,573177.0,4874.0,-72884.0,13756.0,458811.5,620317.0,147315.0,143710.0,186772.0,185510.0,124296.0,4440.0,42139.0,167673.5,39138.0,-19486.0,137935.5,,,,3608.0,1272.0
1991-04-01,14772.0,743959.0,758731.0,-9401.0,,29266.0,296635.5,590733.0,5107.0,-28344.0,13835.0,459060.0,613921.0,139437.0,135504.0,167995.0,166722.0,113390.5,568.0,14204.0,162424.5,34343.0,-17430.0,143267.0,,,,3936.0,1276.0
1991-07-01,-13029.0,775157.0,762128.0,17062.0,,27896.0,304451.5,600595.0,5021.0,-2012.0,14054.0,466033.0,621669.0,136423.0,132322.0,161533.0,160233.0,109732.5,16012.0,-29041.0,161581.5,30428.0,-13130.0,145099.0,,,,4104.0,1300.0
1991-10-01,-16792.0,789160.0,772368.0,26960.0,,29480.0,309953.5,615217.0,5057.0,7220.0,14683.0,477806.5,638270.0,123931.0,119414.0,157152.0,155839.0,103182.0,176.0,-16968.0,167853.0,32275.0,-22346.0,148937.0,,,,4516.0,1312.0
1992-01-01,-21789.0,801866.0,780078.0,33985.0,,31838.0,317785.5,625287.0,5174.0,17276.0,11535.0,486576.0,645823.0,122058.0,117342.0,154791.0,153071.0,95969.0,224.0,-22013.0,168790.5,30908.0,-16109.0,148979.0,,,,4716.0,1720.0
1992-04-01,-39390.0,822644.0,783253.0,38655.0,,31470.0,319867.0,626163.0,5476.0,20576.0,12603.0,493335.5,658951.0,125038.0,120286.0,157094.0,155339.0,92222.0,420.0,-39810.0,173468.5,37284.0,-9043.0,149221.5,,,,4752.0,1752.0
1992-07-01,-52700.0,840966.0,788267.0,43425.0,,30494.0,328991.5,639365.0,5635.0,18488.0,19302.0,507207.0,677853.0,119691.0,114984.0,148901.0,147078.0,88380.5,-5944.0,-46756.0,178215.5,32723.0,-8410.0,151402.0,,,,4704.0,1824.0
1992-10-01,-68420.0,857233.0,788812.0,51580.0,,28862.0,335139.5,641396.0,5390.0,31664.0,14526.0,513351.0,688536.0,117112.0,112245.0,147421.0,145528.0,89233.5,192.0,-68612.0,178211.5,33665.0,-12083.0,151615.0,,,,4872.0,1888.0
1993-01-01,-57319.0,852878.0,795559.0,38826.0,,30546.0,340696.0,643606.0,5297.0,17260.0,16269.0,518115.5,699310.0,114746.0,109895.0,151953.0,150212.0,85228.0,2640.0,-59959.0,177419.5,47136.0,-18577.0,153342.5,,,,4847.0,1740.0
1993-04-01,-74495.0,881983.0,807489.0,41959.0,,30378.0,348077.0,653094.0,5250.0,20012.0,16697.0,528528.5,716281.0,123743.0,118652.0,154394.0,152611.0,84628.0,212.0,-74707.0,180451.5,46705.0,-5454.0,156159.0,,,,5091.0,1784.0
1993-07-01,-77413.0,885712.0,808299.0,45207.0,,27734.0,351208.0,650897.0,5357.0,22536.0,17314.0,527332.0,719251.0,121255.0,116115.0,157411.0,155554.0,85161.0,448.0,-77861.0,176124.0,51278.0,-5399.0,157742.0,,,,5139.0,1848.0
1993-10-01,-108250.0,938496.0,830246.0,55427.0,,28046.0,368545.0,671600.0,5517.0,31912.0,17998.0,546992.0,745049.0,138024.0,132537.0,158642.0,156738.0,89211.0,200.0,-108450.0,178447.0,52804.0,1957.0,161332.5,,,,5483.0,1908.0
1994-01-01,-92966.0,939607.0,846641.0,39731.0,,42048.0,376876.5,681232.0,5658.0,15580.0,18493.0,555673.5,761827.0,138049.0,132270.0,165407.0,163549.0,90114.0,172.0,-93138.0,178797.0,35564.0,-4069.0,165856.0,,,,5779.0,1860.0
1994-04-01,-109200.0,992315.0,883115.0,41474.0,,36416.0,395681.5,706988.0,5348.0,17260.0,18866.0,583637.5,797560.0,153281.0,147298.0,176130.0,174227.0,99265.0,3612.0,-112812.0,187956.0,46841.0,3322.0,168636.5,,,,5983.0,1900.0
1994-07-01,-121699.0,1049537.0,927839.0,46134.0,,40144.0,413034.0,736883.0,5976.0,21072.0,19086.0,614730.5,833751.0,169657.0,163661.0,190952.0,188984.0,107089.5,1068.0,-122767.0,201696.5,46561.0,11617.0,170586.5,,,,5991.0,1972.0
1994-10-01,-138529.0,1102855.0,964326.0,56974.0,,43668.0,430036.0,758646.0,7034.0,30664.0,19276.0,636324.5,860559.0,185322.0,179243.0,205683.0,203641.0,117800.0,228.0,-138757.0,206288.5,50527.0,9421.0,173278.0,,,,6079.0,2040.0
1995-01-01,-119224.0,1122039.0,1002815.0,43713.0,,40870.0,442738.0,781570.0,8681.0,16124.0,18908.0,658515.0,886899.0,191425.0,185216.0,221252.0,219073.0,125229.0,236.0,-119460.0,215777.0,62777.0,9314.0,175719.5,,,,6211.0,2172.0
1995-04-01,-119383.0,1149925.0,1030542.0,42522.0,,42452.0,453010.0,798851.0,8557.0,15024.0,18941.0,673719.0,908343.0,199055.0,192809.0,231696.0,229515.0,130278.5,-268.0,-119115.0,220709.0,67982.0,8881.0,179878.0,,,,6251.0,2176.0
1995-07-01,-99788.0,1161056.0,1061268.0,44197.0,,44192.0,459322.5,831399.0,8642.0,15392.0,20163.0,682735.0,905843.0,211015.0,204764.0,229867.0,227680.0,133331.5,1976.0,-101764.0,223412.5,68909.0,8488.0,185886.0,,,,6251.0,2188.0
1995-10-01,-85053.0,1160993.0,1075940.0,45766.0,,41178.0,463648.5,839421.0,7087.0,15672.0,23007.0,684811.0,909201.0,206030.0,199664.0,236517.0,234339.0,134129.5,-268.0,-84785.0,221162.5,75551.0,7837.0,189500.0,,,,6363.0,2180.0
1996-01-01,-102927.0,1191396.0,1088469.0,51398.0,,45330.0,470415.0,847940.0,6665.0,23308.0,21425.0,700836.0,936735.0,203264.0,197218.0,240530.0,238353.0,133335.5,216.0,-103143.0,230421.0,70828.0,7412.0,191501.5,,,,6046.0,2176.0
1996-04-01,-109343.0,1207606.0,1098263.0,44640.0,,47940.0,475210.5,859042.0,6807.0,15176.0,22657.0,709792.0,952751.0,210209.0,203968.0,239215.0,237044.0,134526.5,204.0,-109547.0,234581.5,65070.0,11009.0,196104.5,,,,6246.0,2176.0
1996-07-01,-133528.0,1238867.0,1105340.0,45155.0,,49938.0,482383.0,859577.0,6695.0,15520.0,22940.0,720438.5,973757.0,219953.0,213670.0,245765.0,243574.0,139525.5,204.0,-133732.0,238055.5,68146.0,10171.0,196228.5,,,,6286.0,2188.0
1996-10-01,-114297.0,1278194.0,1163897.0,56859.0,,52306.0,491518.0,903798.0,7307.0,26032.0,23520.0,741398.0,992620.0,228714.0,222070.0,260106.0,257915.0,146026.5,212.0,-114509.0,249880.0,77091.0,6229.0,206811.0,,,,6646.0,2184.0
1997-01-01,-131958.0,1320506.0,1188548.0,46234.0,,50812.0,512914.0,918374.0,7575.0,13556.0,25103.0,765161.0,1027213.0,247058.0,240628.0,270176.0,267906.0,152679.0,284.0,-132242.0,252247.0,79330.0,22222.0,207632.5,,,,6431.0,2268.0
1997-04-01,-101888.0,1339352.0,1237464.0,47352.0,,57246.0,535477.5,954450.0,8552.0,13672.0,25128.0,786466.5,1039651.0,252349.0,245741.0,283027.0,280750.0,160306.5,576.0,-102464.0,250989.0,76537.0,14849.0,210584.0,,,,6607.0,2264.0
1997-07-01,-122775.0,1382942.0,1260167.0,49032.0,,55732.0,552332.0,974057.0,9360.0,14088.0,25584.0,807952.0,1070888.0,263022.0,256286.0,286102.0,283834.0,164091.5,680.0,-123455.0,255620.0,80047.0,20426.0,214520.5,,,,6735.0,2276.0
1997-10-01,-163759.0,1413076.0,1249317.0,63078.0,,61750.0,553165.5,968330.0,10773.0,25468.0,26837.0,811503.0,1085344.0,264654.0,257739.0,280978.0,278714.0,171851.0,364.0,-164123.0,258337.5,66106.0,3145.0,215334.0,,,,6915.0,2272.0
1998-01-01,-164861.0,1417737.0,1252876.0,55004.0,,58846.0,563000.5,963021.0,13641.0,14484.0,26879.0,814483.0,1098236.0,264495.0,257743.0,289849.0,287495.0,176520.5,216.0,-165077.0,251482.5,68238.0,6267.0,216145.5,,,,6754.0,2360.0
1998-04-01,-196078.0,1436643.0,1240564.0,56235.0,,57726.0,558444.0,947295.0,13920.0,13572.0,28743.0,805291.0,1109626.0,270780.0,263944.0,293276.0,290869.0,177728.5,196.0,-196274.0,246847.0,73991.0,9913.0,223169.5,,,,6838.0,2400.0
1998-07-01,-224625.0,1442024.0,1217399.0,59533.0,,65874.0,556662.0,935263.0,13360.0,15792.0,30381.0,799536.5,1109897.0,272592.0,265523.0,282162.0,279672.0,180994.5,272.0,-224897.0,242874.5,50789.0,670.0,223043.5,,,,7070.0,2464.0
1998-10-01,-235780.0,1483970.0,1248190.0,69360.0,,66002.0,582155.5,966337.0,10975.0,25724.0,32661.0,827321.5,1145000.0,269604.0,262272.0,281829.0,279329.0,176559.0,236.0,-236016.0,245166.0,61138.0,-4659.0,228347.0,,,,7338.0,2524.0
1999-01-01,-234237.0,1526477.0,1292239.0,81940.0,34330.0,85161.5,584692.5,960764.0,24610.0,22271.0,35059.0,833442.0,1173324.0,271213.0,258941.0,297144.0,292905.0,171798.0,1365.0,-235602.0,248750.0,57261.0,-19335.0,233601.5,21827.0,8749.0,3754.0,12272.0,4239.0
1999-04-01,-262217.0,1590292.0,1328074.0,85433.0,39825.0,71154.0,599955.5,974597.0,24705.0,24053.0,36674.0,860668.5,1222126.0,282732.0,270897.0,313653.0,309411.0,177351.0,1700.0,-263917.0,260713.0,83529.0,-231.0,237693.0,22982.0,13019.0,3824.0,11835.0,4242.0
1999-07-01,-293375.0,1670985.0,1377610.0,83732.0,38139.0,69424.5,621268.0,1005309.0,24640.0,23519.0,35574.0,897606.5,1281712.0,305541.0,294816.0,334162.0,329912.0,188814.0,1639.0,-295014.0,276338.5,85305.0,22946.0,245904.0,23396.0,10950.0,3793.0,10725.0,4250.0
1999-10-01,-316669.0,1739677.0,1423008.0,91515.0,38413.0,61503.0,643173.0,1030971.0,23453.0,30120.0,37942.0,934149.5,1332679.0,315483.0,304332.0,353624.0,349371.0,204086.5,22171.0,-338840.0,290976.5,109946.0,12578.0,247675.5,24032.0,9579.0,4801.0,11151.0,4253.0
2000-01-01,-370518.0,1833616.0,1463098.0,87924.0,40904.0,65028.0,668182.0,1052904.0,28471.0,23134.0,36318.0,977481.0,1409487.0,336206.0,324649.0,369290.0,364895.0,213750.0,2392.0,-372911.0,309299.0,115677.0,16310.0,253714.5,24327.0,12434.0,4143.0,11557.0,4395.0
2000-04-01,-379498.0,1905987.0,1526489.0,92516.0,39848.0,74731.0,694195.5,1093360.0,29557.0,25131.0,37829.0,1010685.5,1455860.0,357611.0,345669.0,393281.0,388889.0,233874.5,1798.0,-381297.0,316490.0,115867.0,1480.0,263924.0,24450.0,11562.0,3836.0,11941.0,4393.0
2000-07-01,-416788.0,1971007.0,1554219.0,94461.0,41060.0,71184.0,717170.5,1125002.0,29850.0,26228.0,38384.0,1052886.0,1518869.0,357676.0,345773.0,388156.0,383763.0,241775.0,3640.0,-420428.0,335715.0,115254.0,-11635.0,269050.0,25110.0,11830.0,4120.0,11904.0,4393.0
2000-10-01,-420670.0,1988249.0,1567579.0,106593.0,42580.0,75559.0,710506.5,1113177.0,31902.0,32822.0,41869.0,1051400.5,1524520.0,357136.0,345023.0,411823.0,407423.0,248647.5,10402.0,-431073.0,340894.0,114185.0,-10153.0,267447.0,26130.0,12038.0,4411.0,12113.0,4400.0
2001-01-01,-423661.0,1936689.0,1513028.0,104164.0,43090.0,69934.0,690269.5,1096812.0,38087.0,24981.0,41097.0,1031050.5,1499464.0,333060.0,320774.0,373126.0,368619.0,233596.5,587.0,-424248.0,340781.5,98099.0,-15767.0,267087.0,26671.0,12652.0,3767.0,12287.0,4508.0
2001-04-01,-379083.0,1832966.0,1453883.0,107861.0,44366.0,59876.0,649773.5,1058013.0,40552.0,25157.0,42153.0,974138.0,1422028.0,303077.0,290700.0,351504.0,346998.0,217629.5,729.0,-379812.0,324364.5,97896.0,-15209.0,265883.0,28253.0,12073.0,4040.0,12377.0,4506.0
2001-07-01,-412134.0,1781718.0,1369584.0,111725.0,45205.0,68321.0,619217.0,998902.0,42219.0,26607.0,42899.0,928751.5,1369536.0,300458.0,287806.0,325476.0,320960.0,200746.0,-51168.0,-360966.0,309534.0,94621.0,-23989.0,255467.5,29394.0,12074.0,3738.0,12652.0,4517.0
2001-10-01,-350783.0,1660769.0,1309986.0,117043.0,48005.0,69747.0,601879.5,953520.0,43432.0,29896.0,43715.0,897572.5,1323208.0,220517.0,207806.0,308460.0,303942.0,178566.5,2207.0,-352990.0,295693.5,90662.0,-75541.0,240791.5,30811.0,13166.0,4028.0,12712.0,4518.0
2002-01-01,-404443.0,1743110.0,1338667.0,118714.0,51512.0,64773.0,609692.0,969157.0,41820.0,33048.0,43847.0,903536.5,1356041.0,268355.0,255788.0,317998.0,313439.0,171419.5,8976.0,-413419.0,293844.5,106020.0,-9179.0,259062.5,36048.0,11573.0,3891.0,12567.0,4559.0
2002-04-01,-456414.0,1849253.0,1392839.0,114215.0,55136.0,63822.0,635897.0,1004154.0,43129.0,27389.0,43696.0,954742.5,1432413.0,302625.0,289933.0,333548.0,328985.0,179210.0,1749.0,-458163.0,318845.5,117982.0,14871.0,263541.5,38986.0,12241.0,3909.0,12692.0,4564.0
2002-07-01,-461697.0,1886684.0,1424988.0,116111.0,58487.0,71124.5,644680.5,1015560.0,45188.0,27034.0,43890.0,974389.0,1463107.0,307466.0,294499.0,350941.0,346365.0,180423.0,1826.0,-463523.0,329709.0,113679.0,24090.0,264944.0,41899.0,12466.0,4121.0,12967.0,4576.0
2002-10-01,-499210.0,1904975.0,1405764.0,124016.0,61962.0,75436.5,636611.0,1003046.0,48114.0,29750.0,46151.0,978199.5,1499335.0,281624.0,268560.0,340756.0,336176.0,179811.0,4183.0,-503394.0,341588.0,110566.0,-16326.0,272991.0,44595.0,13168.0,4199.0,13064.0,4580.0
2003-01-01,-546387.0,1967467.0,1421079.0,124828.0,60143.0,74685.0,632514.0,1004201.0,48843.0,32242.0,43743.0,997831.5,1529463.0,313175.0,299833.0,356735.0,352081.0,169016.0,7920.0,-554308.0,365318.0,119812.0,44701.0,269000.5,43861.0,12161.0,4121.0,13342.0,4655.0
