Date,"Balance on current account, NIPAs",Current payments to the rest of the world,Current receipts from the rest of the world,Current taxes and transfer payments to the rest of the world,"Current taxes, contributions for government social insurance, and transfer receipts from the rest of the world",Dividends,Durable,Exports of goods and services,From business,From government,From persons,Goods,Imports of goods and services,Income payments,Income payments on assets,Income receipts,Income receipts on assets,Interest,Less: Capital account transactions (net),"Net lending or net borrowing (-), NIPAs",Nondurable,Reinvested earnings on U.S. direct investment abroad,Reinvested earnings on foreign direct investment in the United States,Services,To business,To government,To persons,Wage and salary payments,Wage and salary receipts
1947-01-01,9405.0,10433.0,19838.0,2448.0,,,4926.0,18394.0,0.0,1724.0,724.0,10670.0,7519.0,466.0,,1444.0,,,,9405.0,5744.0,,,2286.5,,,,,
1947-04-01,9873.0,11184.0,21057.0,2516.0,,,5454.5,19497.0,0.0,1900.0,616.0,11512.0,8203.0,465.0,,1560.0,,,,9873.0,6057.5,,,2338.0,,,,,
1947-07-01,10081.0,10944.0,21025.0,2820.0,,,5362.0,19433.0,0.0,2128.0,692.0,11310.0,7663.0,461.0,,1592.0,,,,10081.0,5948.0,,,2238.0,,,,,
1947-10-01,7797.0,11631.0,19428.0,2728.0,,,4813.5,17636.0,0.0,2108.0,620.0,10648.0,8347.0,556.0,,1792.0,,,,7797.0,5834.5,,,2343.5,,,,,
1948-01-01,4916.0,13925.0,18841.0,3768.0,,,4818.0,16917.0,0.0,3016.0,752.0,10958.0,9624.0,533.0,,1924.0,,,,4916.0,6140.0,,,2312.5,,,,,
1948-04-01,3024.0,14241.0,17265.0,3660.0,,,4457.0,15241.0,0.0,2968.0,692.0,10324.0,10036.0,545.0,,2024.0,,,,3024.0,5867.0,,,2314.5,,,,,
1948-07-01,932.0,16605.0,17537.0,5500.0,,,4498.0,15405.0,0.0,4856.0,644.0,10418.0,10456.0,649.0,,2132.0,,,,932.0,5920.0,,,2512.5,,,,,
1948-10-01,796.0,15873.0,16669.0,5176.0,,,4255.0,14625.0,0.0,4552.0,624.0,9944.0,10124.0,573.0,,2044.0,,,,796.0,5689.0,,,2430.5,,,,,
1949-01-01,2192.0,15942.0,18134.0,5672.0,,,4514.5,16082.0,0.0,5128.0,544.0,10420.0,9604.0,666.0,,2052.0,,,,2192.0,5905.5,,,2423.0,,,,,
1949-04-01,1708.0,15915.0,17623.0,5904.0,,,4353.5,15647.0,0.0,5380.0,524.0,10010.0,9364.0,647.0,,1976.0,,,,1708.0,5656.5,,,2495.5,,,,,
1949-07-01,648.0,15407.0,16055.0,5804.0,,,3970.0,14115.0,0.0,5324.0,480.0,9252.0,8936.0,667.0,,1940.0,,,,648.0,5282.0,,,2273.5,,,,,
1949-10-01,-1032.0,14931.0,13899.0,5164.0,,,3582.0,12091.0,0.0,4688.0,476.0,8492.0,9092.0,675.0,,1808.0,,,,-1032.0,4910.0,,,2099.5,,,,,
1950-01-01,-957.0,14597.0,13640.0,4388.0,,,3532.5,11704.0,0.0,3916.0,472.0,8404.0,9501.0,708.0,,1936.0,,,,-957.0,4871.5,,,2198.5,,,,,
1950-04-01,-1245.0,15165.0,13920.0,4204.0,,,3695.0,11872.0,0.0,3760.0,444.0,8780.0,10229.0,732.0,,2048.0,,,,-1245.0,5085.0,,,2270.5,,,,,
1950-07-01,-2681.0,17342.0,14661.0,3548.0,,,4264.0,12293.0,0.0,3132.0,416.0,10322.0,13033.0,761.0,,2368.0,,,,-2681.0,6058.0,,,2341.0,,,,,
1950-10-01,-2489.0,18412.0,15923.0,3944.0,,,4620.5,13531.0,0.0,3524.0,420.0,11062.0,13685.0,783.0,,2392.0,,,,-2489.0,6441.5,,,2546.0,,,,,
1951-01-01,-1710.0,19153.0,17443.0,3424.0,,,5054.5,15043.0,0.0,3032.0,392.0,12140.0,14866.0,863.0,,2400.0,,,,-1710.0,7085.5,,,2814.5,,,,,
1951-04-01,350.0,19531.0,19881.0,3476.0,,,5376.5,17121.0,0.0,3108.0,368.0,13174.0,15178.0,877.0,,2760.0,,,,350.0,7797.5,,,2975.5,,,,,
1951-07-01,2190.0,18722.0,20912.0,3548.0,,,5193.0,18052.0,0.0,3156.0,392.0,12952.0,14310.0,864.0,,2860.0,,,,2190.0,7759.0,,,3229.0,,,,,
1951-10-01,2678.0,18506.0,21184.0,3664.0,,,5266.0,18180.0,0.0,3260.0,404.0,12572.0,13990.0,852.0,,3004.0,,,,2678.0,7306.0,,,3513.0,,,,,
1952-01-01,3522.0,17971.0,21493.0,2200.0,,,5665.5,18679.0,0.0,1808.0,392.0,13056.0,14958.0,813.0,,2814.0,,,,3522.0,7390.5,,,3762.5,,,,,
1952-04-01,1126.0,18347.0,19473.0,2844.0,,,5407.0,16581.0,0.0,2460.0,384.0,12022.0,14630.0,873.0,,2892.0,,,,1126.0,6615.0,,,3583.5,,,,,
1952-07-01,-1054.0,19165.0,18111.0,3032.0,,,5375.5,15246.0,0.0,2596.0,436.0,11584.0,15250.0,883.0,,2865.0,,,,-1054.0,6208.5,,,3664.0,,,,,
1952-10-01,-1234.0,19420.0,18186.0,2160.0,,,5650.0,15329.0,0.0,1724.0,436.0,11912.0,16342.0,918.0,,2857.0,,,,-1234.0,6262.0,,,3923.5,,,,,
1953-01-01,-1347.0,19300.0,17953.0,2588.0,,,5575.0,15128.0,0.0,2116.0,472.0,11560.0,15795.0,917.0,,2825.0,,,,-1347.0,5985.0,,,3901.5,,,,,
1953-04-01,-1827.0,19990.0,18163.0,2628.0,,,5631.5,15196.0,0.0,2152.0,476.0,11912.0,16447.0,915.0,,2967.0,,,,-1827.0,6280.5,,,3909.5,,,,,
1953-07-01,-1179.0,19690.0,18511.0,2436.0,,,5622.5,15755.0,0.0,1948.0,488.0,12008.0,16307.0,947.0,,2756.0,,,,-1179.0,6385.5,,,4023.0,,,,,
1953-10-01,-931.0,18927.0,17996.0,2424.0,,,5203.0,15172.0,0.0,1964.0,460.0,11294.0,15507.0,996.0,,2824.0,,,,-931.0,6091.0,,,4045.5,,,,,
1954-01-01,-488.0,17867.0,17379.0,2132.0,,,4901.5,14424.0,0.0,1744.0,388.0,10782.0,14780.0,955.0,,2955.0,,,,-488.0,5880.5,,,3820.0,,,,,
1954-04-01,336.0,19048.0,19384.0,1916.0,,,5597.0,16438.0,0.0,1508.0,408.0,12334.0,16184.0,948.0,,2946.0,,,,336.0,6737.0,,,3977.0,,,,,
1954-07-01,-76.0,18926.0,18850.0,2688.0,,,5442.5,15878.0,0.0,2020.0,668.0,11562.0,15304.0,934.0,,2972.0,,,,-76.0,6119.5,,,4029.0,,,,,
1954-10-01,908.0,18979.0,19887.0,2580.0,,,5573.0,16605.0,0.0,2136.0,444.0,11886.0,15460.0,939.0,,3282.0,,,,908.0,6313.0,,,4146.5,,,,,
1955-01-01,483.0,20188.0,20671.0,3044.0,,,6054.5,17273.0,0.0,2616.0,428.0,12642.0,16169.0,975.0,,3398.0,,,,483.0,6587.5,,,4079.0,,,,,
1955-04-01,-229.0,20634.0,20405.0,2472.0,,,6119.0,16942.0,0.0,2052.0,420.0,12516.0,17097.0,1065.0,,3463.0,,,,-229.0,6397.0,,,4503.5,,,,,
1955-07-01,807.0,20879.0,21686.0,2364.0,,,6463.5,18145.0,0.0,1952.0,412.0,13038.0,17421.0,1094.0,,3541.0,,,,807.0,6574.5,,,4745.0,,,,,
1955-10-01,427.0,21548.0,21975.0,2340.0,,,6709.0,18349.0,0.0,1916.0,424.0,13706.0,18109.0,1099.0,,3626.0,,,,427.0,6997.0,,,4523.0,,,,,
1956-01-01,943.0,22391.0,23334.0,2348.0,,,6988.5,19365.0,0.0,1852.0,496.0,14460.0,18925.0,1118.0,,3969.0,,,,943.0,7471.5,,,4685.0,,,,,
1956-04-01,2231.0,22586.0,24817.0,2516.0,,,7335.5,20882.0,0.0,2020.0,496.0,14944.0,18973.0,1097.0,,3935.0,,,,2231.0,7608.5,,,4983.5,,,,,
1956-07-01,3023.0,22892.0,25915.0,2480.0,,,7501.0,21822.0,0.0,1968.0,512.0,15336.0,19253.0,1159.0,,4093.0,,,,3023.0,7835.0,,,5201.5,,,,,
1956-10-01,4531.0,22272.0,26803.0,2556.0,,,8077.0,23068.0,0.0,2044.0,512.0,15978.0,18541.0,1175.0,,3735.0,,,,4531.0,7901.0,,,4826.5,,,,,
1957-01-01,5556.0,23643.0,29199.0,2348.0,,,8369.5,24919.0,0.0,1804.0,544.0,16914.0,20100.0,1195.0,,4280.0,,,,5556.0,8544.5,,,5595.5,,,,,
1957-04-01,4806.0,24124.0,28930.0,2660.0,,,8311.0,24369.0,0.0,2144.0,516.0,16730.0,20270.0,1194.0,,4561.0,,,,4806.0,8419.0,,,5589.5,,,,,
1957-07-01,4914.0,23306.0,28220.0,2316.0,,,8010.0,23759.0,0.0,1828.0,488.0,16238.0,19762.0,1228.0,,4461.0,,,,4914.0,8228.0,,,5522.5,,,,,
1957-10-01,3594.0,23198.0,26792.0,2328.0,,,7717.5,23022.0,0.0,1856.0,472.0,15824.0,19634.0,1236.0,,3770.0,,,,3594.0,8106.5,,,5504.0,,,,,
1958-01-01,1477.0,22943.0,24420.0,2232.0,,,7054.5,20534.0,0.0,1792.0,440.0,14570.0,19455.0,1256.0,,3886.0,,,,1477.0,7515.5,,,5424.5,,,,,
1958-04-01,821.0,23591.0,24412.0,2344.0,,,6699.0,20546.0,0.0,1908.0,436.0,14498.0,20075.0,1172.0,,3866.0,,,,821.0,7799.0,,,5812.5,,,,,
1958-07-01,1049.0,23385.0,24434.0,2412.0,,,6934.0,20595.0,0.0,2008.0,404.0,14614.0,19739.0,1234.0,,3839.0,,,,1049.0,7680.0,,,5553.0,,,,,
1958-10-01,-143.0,24591.0,24448.0,2468.0,,,7244.5,20563.0,0.0,2008.0,460.0,15050.0,20823.0,1300.0,,3885.0,,,,-143.0,7805.5,,,5643.0,,,,,
1959-01-01,-1410.0,27287.0,25877.0,4512.0,,,7218.0,21915.0,76.0,3980.0,456.0,15018.0,21396.0,1379.0,,3962.0,,,,-1410.0,7800.0,,,6637.5,,,,,
1959-04-01,-2888.0,28721.0,25833.0,4720.0,,,7746.0,21776.0,76.0,4172.0,472.0,15720.0,22544.0,1457.0,,4057.0,,,,-2888.0,7974.0,,,6440.0,,,,,
1959-07-01,33.0,28425.0,28458.0,4008.0,,,8165.0,24079.0,84.0,3444.0,480.0,16650.0,22868.0,1549.0,,4379.0,,,,33.0,8485.0,,,6823.5,,,,,
1959-10-01,-823.0,28632.0,27809.0,4480.0,,,8010.0,23131.0,88.0,3912.0,480.0,16148.0,22504.0,1648.0,,4678.0,,,,-823.0,8138.0,,,6669.5,,,,,
1960-01-01,1865.0,29050.0,30914.0,3920.0,,,8828.0,26145.0,80.0,3392.0,448.0,17620.0,23288.0,1842.0,,4769.0,,,,1865.0,8792.0,,,7096.5,,,,,
1960-04-01,1723.0,29919.0,31642.0,4676.0,,,9022.0,26850.0,80.0,4128.0,468.0,18176.0,23455.0,1788.0,,4792.0,,,,1723.0,9154.0,,,6976.5,,,,,
1960-07-01,4214.0,28281.0,32495.0,3632.0,,,8956.0,27561.0,84.0,3060.0,488.0,17992.0,22879.0,1770.0,,4934.0,,,,4214.0,9036.0,,,7228.0,,,,,
1960-10-01,4884.0,27795.0,32679.0,4352.0,,,8474.0,27622.0,100.0,3740.0,512.0,17558.0,21742.0,1701.0,,5057.0,,,,4884.0,9084.0,,,7124.0,,,,,
1961-01-01,5438.0,27422.0,32860.0,4040.0,,,8472.0,27560.0,100.0,3432.0,508.0,17632.0,21658.0,1724.0,,5300.0,,,,5438.0,9160.0,,,6977.0,,,,,
1961-04-01,3211.0,28556.0,31768.0,4916.0,,,8418.0,26627.0,108.0,4336.0,472.0,17154.0,21899.0,1741.0,,5141.0,,,,3211.0,8736.0,,,7109.0,,,,,
1961-07-01,4303.0,28792.0,33095.0,3652.0,,,9004.0,27779.0,108.0,3036.0,508.0,18378.0,23326.0,1814.0,,5316.0,,,,4303.0,9374.0,,,7174.5,,,,,
1961-10-01,3901.0,30011.0,33912.0,4268.0,,,9254.0,28442.0,120.0,3632.0,516.0,18836.0,23870.0,1873.0,,5470.0,,,,3901.0,9582.0,,,7320.0,,,,,
1962-01-01,3111.0,30617.0,33729.0,4500.0,,,9316.0,28325.0,120.0,3840.0,540.0,18816.0,24314.0,1803.0,,5404.0,,,,3111.0,9500.0,,,7503.5,,,,,
1962-04-01,3745.0,31747.0,35493.0,5024.0,,,9566.0,29662.0,120.0,4348.0,556.0,19588.0,24884.0,1839.0,,5831.0,,,,3745.0,10022.0,,,7685.0,,,,,
1962-07-01,4773.0,30729.0,35502.0,3760.0,,,9588.0,29593.0,120.0,3080.0,560.0,19674.0,25111.0,1858.0,,5909.0,,,,4773.0,10086.0,,,7678.0,,,,,
1962-10-01,3567.0,31733.0,35300.0,4296.0,,,9362.5,28683.0,132.0,3604.0,560.0,19077.0,25550.0,1887.0,,6617.0,,,,3567.0,9714.5,,,8039.5,,,,,
1963-01-01,3971.0,31609.0,35580.0,4512.0,,,9328.5,29161.0,132.0,3704.0,676.0,19103.0,25185.0,1912.0,,6419.0,,,,3971.0,9774.5,,,8070.0,,,,,
1963-04-01,4343.0,33452.0,37795.0,5552.0,,,9955.0,31448.0,140.0,4792.0,620.0,20508.0,25890.0,2010.0,,6347.0,,,,4343.0,10553.0,,,8161.0,,,,,
1963-07-01,5221.0,32535.0,37756.0,3728.0,,,10284.0,31215.0,136.0,2928.0,664.0,20958.0,26704.0,2103.0,,6541.0,,,,5221.0,10674.0,,,8001.5,,,,,
1963-10-01,6252.0,33036.0,39287.0,4084.0,,,10551.5,32474.0,152.0,3268.0,664.0,21547.0,26764.0,2188.0,,6813.0,,,,6252.0,10995.5,,,8072.0,,,,,
1964-01-01,8191.0,33288.0,41480.0,4080.0,,,10950.0,34192.0,160.0,3260.0,660.0,22246.0,26978.0,2230.0,,7288.0,,,,8191.0,11296.0,,,8339.0,,,,,
1964-04-01,5976.0,35223.0,41198.0,5204.0,,,11249.5,34030.0,168.0,4336.0,700.0,22557.0,27726.0,2293.0,,7168.0,,,,5976.0,11307.5,,,8321.0,,,,,
1964-07-01,8130.0,34598.0,42728.0,3864.0,,,11829.0,35375.0,168.0,2964.0,732.0,23354.0,28429.0,2305.0,,7353.0,,,,8130.0,11525.0,,,8548.0,,,,,
1964-10-01,7573.0,36053.0,43626.0,4320.0,,,12195.5,36480.0,184.0,3384.0,752.0,24161.0,29285.0,2448.0,,7146.0,,,,7573.0,11965.5,,,8721.5,,,,,
1965-01-01,5659.0,35234.0,40893.0,4288.0,,,11568.0,32969.0,184.0,3368.0,736.0,22018.0,28457.0,2489.0,,7924.0,,,,5659.0,10450.0,,,8695.0,,,,,
1965-04-01,6269.0,40289.0,46558.0,6060.0,,,13354.0,38367.0,188.0,5052.0,820.0,25708.0,31679.0,2550.0,,8191.0,,,,6269.0,12354.0,,,9315.0,,,,,
1965-07-01,6570.0,38869.0,45439.0,4204.0,,,13251.0,37551.0,184.0,3204.0,816.0,25462.0,32030.0,2635.0,,7888.0,,,,6570.0,12211.0,,,9328.5,,,,,
1965-10-01,6133.0,41086.0,47219.0,4404.0,,,14344.5,39698.0,200.0,3384.0,820.0,27253.0,33948.0,2734.0,,7521.0,,,,6133.0,12908.5,,,9570.0,,,,,
1966-01-01,4633.0,42523.0,47155.0,4732.0,,,14678.5,39356.0,208.0,3772.0,752.0,27755.0,34990.0,2801.0,,7799.0,,,,4633.0,13076.5,,,9418.0,,,,,
1966-04-01,3316.0,45492.0,48808.0,6368.0,,,14939.0,40872.0,220.0,5356.0,792.0,28022.0,36240.0,2884.0,,7936.0,,,,3316.0,13083.0,,,10534.0,,,,,
1966-07-01,3202.0,45726.0,48927.0,4452.0,,,15729.5,40857.0,224.0,3412.0,816.0,29067.0,38171.0,3103.0,,8070.0,,,,3202.0,13337.5,,,10447.0,,,,,
1966-10-01,4084.0,46990.0,51074.0,4944.0,,,16592.0,42594.0,240.0,3928.0,776.0,30002.0,38829.0,3217.0,,8480.0,,,,4084.0,13410.0,,,10709.5,,,,,
1967-01-01,4262.0,48076.0,52339.0,5412.0,,,16520.0,43886.0,244.0,4308.0,860.0,30296.5,39432.0,3232.0,,8453.0,,,,4262.0,13776.5,,,11362.5,,,,,
1967-04-01,3255.0,48303.0,51558.0,6044.0,,,16366.5,43239.0,248.0,4444.0,1352.0,29721.5,39020.0,3239.0,,8319.0,,,,3255.0,13355.0,,,11408.0,,,,,
1967-07-01,3583.0,48193.0,51776.0,5408.0,,,16255.5,42845.0,244.0,4184.0,980.0,29483.0,39543.0,3242.0,,8931.0,,,,3583.0,13227.5,,,11711.5,,,,,
1967-10-01,2832.0,50090.0,52922.0,4996.0,,,17200.5,43896.0,256.0,3840.0,900.0,31114.5,41652.0,3442.0,,9026.0,,,,2832.0,13914.0,,,11659.5,,,,,
1968-01-01,1611.0,53358.0,54968.0,5260.0,,,18747.5,45452.0,256.0,4068.0,936.0,33041.0,44399.0,3699.0,,9516.0,,,,1611.0,14293.5,,,11884.5,,,,,
1968-04-01,2025.0,55127.0,57152.0,5724.0,,,19828.5,47165.0,256.0,4524.0,944.0,34255.0,45416.0,3987.0,,9987.0,,,,2025.0,14426.5,,,12035.5,,,,,
1968-07-01,1834.0,58445.0,60280.0,6068.0,,,20634.5,49891.0,268.0,4696.0,1104.0,36257.0,48240.0,4137.0,,10389.0,,,,1834.0,15622.5,,,12808.5,,,,,
1968-10-01,660.0,58971.0,59632.0,6556.0,,,20884.5,49116.0,272.0,5272.0,1012.0,35781.5,48170.0,4245.0,,10516.0,,,,660.0,14897.0,,,12861.5,,,,,
1969-01-01,1673.0,53454.0,55126.0,4900.0,,,18966.5,44042.0,276.0,3632.0,992.0,31417.5,43804.0,4750.0,,11084.0,,,4.0,1669.0,12451.0,,,12505.5,,,,,
1969-04-01,505.0,64804.0,65309.0,6760.0,,,23207.5,53775.0,292.0,5288.0,1180.0,39781.0,52671.0,5373.0,,11534.0,,,0.0,505.0,16573.5,,,13442.0,,,,,
1969-07-01,1707.0,63949.0,65656.0,5472.0,,,23294.0,53596.0,308.0,4044.0,1120.0,39248.0,52365.0,6112.0,,12060.0,,,4.0,1703.0,15954.0,,,13732.5,,,,,
1969-10-01,2530.0,66183.0,68713.0,6636.0,,,23900.0,56275.0,336.0,5132.0,1168.0,40668.0,53126.0,6421.0,,12438.0,,,0.0,2530.0,16768.0,,,14032.5,,,,,
1970-01-01,3909.0,65994.0,69903.0,5892.0,,,24061.0,57031.0,368.0,4264.0,1260.0,41382.0,53517.0,6585.0,,12872.0,,,0.0,3909.0,17321.0,,,13891.5,,,,,
1970-04-01,5048.0,68538.0,73586.0,6796.0,,,25340.0,60411.0,396.0,5060.0,1340.0,42822.0,55204.0,6538.0,,13175.0,,,4.0,5044.0,17482.0,,,14985.5,,,,,
1970-07-01,3736.0,69807.0,73543.0,6936.0,,,25279.5,60519.0,408.0,5244.0,1284.0,43227.0,56431.0,6440.0,,13024.0,,,4.0,3732.0,17947.5,,,15248.0,,,,,
1970-10-01,2201.0,70933.0,73134.0,6848.0,,,25598.5,60873.0,432.0,5156.0,1260.0,44352.5,57888.0,6197.0,,12261.0,,,12.0,2189.0,18754.0,,,15028.0,,,,,
1971-01-01,4488.0,72018.0,76506.0,7496.0,,,26551.5,63221.0,424.0,5804.0,1268.0,44946.5,58651.0,5871.0,,13285.0,,,13.0,4475.0,18395.0,,,15989.5,,,,,
1971-04-01,-138.0,77107.0,76968.0,7712.0,,,27660.0,62894.0,420.0,5996.0,1296.0,46904.5,63296.0,6099.0,,14074.0,,,13.0,-151.0,19244.5,,,16190.5,,,,,
1971-07-01,-20.0,79690.0,79669.0,7516.0,,,27960.5,65717.0,428.0,5680.0,1408.0,49330.5,65482.0,6692.0,,13952.0,,,17.0,-37.0,21370.0,,,16269.0,,,,,
1971-10-01,-3084.0,77836.0,74752.0,8892.0,,,26767.0,60019.0,428.0,7032.0,1432.0,44310.5,61939.0,7005.0,,14733.0,,,25.0,-3109.0,17543.5,,,16668.5,,,,,
1972-01-01,-5031.0,88862.0,83831.0,9672.0,,,31190.0,68639.0,388.0,7932.0,1352.0,52766.0,72173.0,7017.0,,15192.0,,,24.0,-5055.0,21576.0,,,17640.0,,,,,
1972-04-01,-4754.0,87651.0,82898.0,8612.0,,,31045.0,67152.0,408.0,6816.0,1388.0,51894.0,71409.0,7630.0,,15746.0,,,24.0,-4778.0,20849.0,,,17386.5,,,,,
1972-07-01,-3599.0,91735.0,88137.0,9880.0,,,32316.0,71453.0,424.0,8096.0,1360.0,54904.0,74090.0,7765.0,,16684.0,,,36.0,-3635.0,22588.0,,,17867.5,,,,,
1972-10-01,-2782.0,96401.0,93619.0,8744.0,,,34902.0,76129.0,708.0,6616.0,1420.0,59476.0,79190.0,8467.0,,17490.0,,,36.0,-2818.0,24574.0,,,18183.5,,,,,
1973-01-01,2206.0,102035.0,104240.0,7064.0,,,38119.0,83959.0,692.0,5188.0,1184.0,65842.0,85360.0,9611.0,,20281.0,,,37.0,2169.0,27723.0,,,18817.5,,,,,
1973-04-01,5408.0,108936.0,114345.0,8672.0,,,40787.0,91923.0,608.0,6816.0,1248.0,71300.0,89468.0,10796.0,,22422.0,,,37.0,5371.0,30513.0,,,19395.5,,,,,
1973-07-01,12474.0,110335.0,122809.0,7840.0,,,42207.0,97576.0,540.0,6028.0,1272.0,74668.0,91139.0,11356.0,,25233.0,,,41.0,12433.0,32461.0,,,19689.5,,,,,
1973-10-01,15358.0,118491.0,133848.0,7896.0,,,45064.0,107620.0,900.0,4484.0,2512.0,83418.0,98669.0,11926.0,,26228.0,,,37.0,15321.0,38354.0,,,19726.5,,,,,
1974-01-01,16517.0,129862.0,146379.0,6944.0,,,48121.0,116709.0,904.0,4668.0,1372.0,91974.0,110315.0,12603.0,,29670.0,,,36.0,16481.0,43853.0,,,21538.0,,,,,
1974-04-01,2663.0,154333.0,156996.0,11020.0,,,53599.0,126668.0,736.0,8916.0,1368.0,104962.0,129382.0,13931.0,,30328.0,,,36.0,2627.0,51363.0,,,23063.0,,,,,
1974-07-01,309.0,156791.0,157100.0,7996.0,,,55974.0,126638.0,736.0,5896.0,1364.0,107132.0,133610.0,15185.0,,30462.0,,,36.0,273.0,51158.0,,,22992.0,,,,,
1974-10-01,4392.0,161013.0,165405.0,8980.0,,,58383.0,136585.0,1588.0,6044.0,1348.0,111960.0,136552.0,15481.0,,28820.0,,,36.0,4356.0,53577.0,,,24608.5,,,,,
1975-01-01,17889.0,150405.0,168294.0,9988.0,,,55615.0,141369.0,720.0,7920.0,1348.0,107936.0,124888.0,15529.0,,26925.0,,,48.0,17841.0,52321.0,,,25192.5,,,,,
1975-04-01,21454.0,141902.0,163356.0,11784.0,,,54067.0,136827.0,600.0,9988.0,1196.0,100364.0,115245.0,14873.0,,26529.0,,,60.0,21394.0,46297.0,,,25672.0,,,,,
1975-07-01,18389.0,143797.0,162186.0,6652.0,,,54824.0,134098.0,664.0,4528.0,1460.0,104282.0,122055.0,15090.0,,28088.0,,,60.0,18329.0,49458.0,,,23794.5,,,,,
1975-10-01,21623.0,151462.0,173085.0,8144.0,,,57245.0,142531.0,976.0,5820.0,1348.0,110398.0,128730.0,14588.0,,30554.0,,,60.0,21563.0,53153.0,,,25232.5,,,,,
1976-01-01,13152.0,161820.0,174972.0,7244.0,,,60243.0,143588.0,1280.0,4520.0,1444.0,115278.0,138938.0,15638.0,,31384.0,,,61.0,13091.0,55035.0,,,25985.0,,,,,
1976-04-01,8993.0,169881.0,178875.0,7156.0,,,62632.0,146621.0,796.0,5056.0,1304.0,120204.0,147116.0,15609.0,,32254.0,,,49.0,8944.0,57572.0,,,26664.5,,,,,
1976-07-01,2406.0,181923.0,184329.0,10640.0,,,65245.0,151775.0,832.0,8468.0,1340.0,125810.0,155848.0,15435.0,,32554.0,,,49.0,2357.0,60565.0,,,28001.5,,,,,
1976-10-01,3826.0,185511.0,189336.0,7448.0,,,67310.0,156076.0,1392.0,4640.0,1416.0,130940.0,162680.0,15383.0,,33260.0,,,49.0,3777.0,63630.0,,,28438.0,,,,,
1977-01-01,-8022.0,199156.0,191134.0,7708.0,,,67898.0,155354.0,1404.0,4900.0,1404.0,136974.0,176433.0,15015.0,,35780.0,,,52.0,-8074.0,69076.0,,,28920.0,,,,,
1977-04-01,-8843.0,207702.0,198859.0,8456.0,,,71714.5,161906.0,1320.0,5724.0,1412.0,142245.0,183042.0,16204.0,,36953.0,,,60.0,-8903.0,70530.5,,,30228.5,,,,,
1977-07-01,-7858.0,208313.0,200455.0,8164.0,,,72989.5,162325.0,1116.0,5692.0,1356.0,141903.5,182904.0,17245.0,,38130.0,,,72.0,-7930.0,68913.5,,,30711.0,,,,,
1977-10-01,-18933.0,214679.0,195746.0,8120.0,,,74626.0,157809.0,1748.0,5044.0,1328.0,140955.5,187391.0,19168.0,,37937.0,,,72.0,-19005.0,66330.0,,,31644.5,,,,,
1978-01-01,-25008.0,232081.0,207073.0,8420.0,,,79675.0,164601.0,1232.0,5804.0,1384.0,150089.5,203282.0,20379.0,,42472.0,,,84.0,-25092.0,70414.0,,,33852.0,,,,,
1978-04-01,-12855.0,241655.0,228799.0,8980.0,,,87461.5,186215.0,1432.0,5948.0,1600.0,162869.0,208840.0,23835.0,,42584.0,,,84.0,-12939.0,75407.5,,,34658.5,,,,,
1978-07-01,-11386.0,248927.0,237541.0,8516.0,,,89469.5,191302.0,1080.0,5876.0,1560.0,166516.5,215062.0,25349.0,,46239.0,,,84.0,-11470.0,77047.0,,,36665.5,,,,,
1978-10-01,-1261.0,260388.0,259127.0,9452.0,,,96474.0,205415.0,1664.0,6032.0,1756.0,175157.5,221815.0,29121.0,,53712.0,,,96.0,-1357.0,78683.5,,,38457.5,,,,,
1979-01-01,-1811.0,271098.0,269287.0,9332.0,,,99369.5,211669.0,1596.0,6188.0,1548.0,181525.0,229828.0,31938.0,,57618.0,,,96.0,-1907.0,82155.0,,,39224.0,,,,,
1979-04-01,-2698.0,287712.0,285014.0,9960.0,,,102790.5,220908.0,1788.0,6656.0,1516.0,191491.5,243097.0,34655.0,,64106.0,,,108.0,-2806.0,88701.0,,,40510.5,,,,,
1979-07-01,2433.0,305257.0,307690.0,10632.0,,,104524.0,234277.0,2148.0,6780.0,1704.0,204013.5,257306.0,37319.0,,73413.0,,,108.0,2325.0,99489.5,,,41778.0,,,,,
1979-10-01,-2588.0,334399.0,331811.0,12284.0,,,113471.0,253664.0,2548.0,7648.0,2088.0,223076.5,280466.0,41649.0,,78147.0,,,120.0,-2708.0,109605.5,,,43989.0,,,,,
1980-01-01,-10666.0,362748.0,352082.0,12852.0,,,123777.5,268508.0,2316.0,8648.0,1888.0,240816.5,304311.0,45585.0,,83574.0,,,120.0,-10786.0,117039.0,,,45593.0,,,,,
1980-04-01,9844.0,347168.0,357012.0,10756.0,,,122508.5,277389.0,2344.0,6552.0,1860.0,238084.5,292600.0,43812.0,,79623.0,,,128.0,9716.0,115575.5,,,46910.0,,,,,
1980-07-01,28157.0,331385.0,359542.0,11728.0,,,120517.5,284673.0,2240.0,7528.0,1960.0,233332.0,279202.0,40455.0,,74869.0,,,132.0,28025.0,112814.5,,,48605.5,,,,,
1980-10-01,6708.0,364112.0,370819.0,15136.0,,,128361.5,292517.0,2720.0,10316.0,2100.0,245763.5,299200.0,49776.0,,78302.0,,,132.0,6576.0,117402.5,,,50095.0,,,,,
1981-01-01,1667.0,389540.0,391207.0,15477.0,,,130205.0,305467.0,2788.0,7460.0,5229.0,258715.0,319726.0,54337.0,,85740.0,,,128.0,1539.0,128510.0,,,53881.5,,,,,
