Date,Consumption expenditures,Equipment,Federal,Government consumption expenditures and gross investment,Gross investment,Intellectual property products,National defense,Nondefense,Research and development,Software,State and local,Structures
1953-10-01,7.7854,37.5916,10.484,8.438,16.6258,19.7946,10.151,11.434,16.208,,7.084,7.0742
1954-01-01,7.8344,37.6834,10.593,8.491,16.6298,19.7552,10.287,11.335,16.173,,7.059,7.0120000000000005
1954-04-01,7.9248,37.1502,10.641,8.575,16.6102,19.7504,10.323,11.461,16.1676,,7.219,7.0434
1954-07-01,7.9554,38.235,10.72,8.633,16.8024,19.78,10.417,11.419,16.192,,7.257,7.005799999999999
1954-10-01,8.0204,38.437799999999996,10.821,8.706,16.8832,19.844,10.522,11.474,16.246000000000002,,7.301,7.003399999999999
1955-01-01,8.156600000000001,38.666999999999994,10.939,8.75,16.6784,19.9428,10.61,11.778,16.330000000000002,,7.249,6.869200000000001
1955-04-01,8.331,39.050799999999995,11.2,8.9,16.8266,20.0724,10.875,11.983,16.437,,7.279,6.9176
1955-07-01,8.3248,39.883799999999994,11.28,8.994,17.1118,20.2342,11.01,11.699,16.567,,7.403,7.082599999999999
1955-10-01,8.398399999999999,40.1776,11.414,9.102,17.4938,20.4296,11.146,11.798,16.723000000000003,,7.493,7.280200000000001
1956-01-01,8.4816,41.1366,11.566,9.252,17.8424,20.6596,11.319,11.784,16.9046,,7.664,7.3762
1956-04-01,8.615799999999998,41.2844,11.759,9.395,18.1174,20.855600000000003,11.505,12.006,17.0608,,7.764,7.5802
1956-07-01,8.6458,41.538599999999995,11.819,9.481,18.443,21.0168,11.569,12.027,17.191,,7.894,7.812
1956-10-01,8.667399999999999,41.5736,11.859,9.534,18.5206,21.1428,11.625,11.948,17.293799999999997,,7.97,7.8406
1957-01-01,8.8484,41.885,12.117,9.702,18.7834,21.232,11.88,12.197,17.369,,8.049,7.92
1957-04-01,8.950399999999998,42.4408,12.204,9.798,18.969,21.3306,11.945,12.437,17.452199999999998,,8.169,8.0552
1957-07-01,8.9904,42.7614,12.29,9.859,19.1018,21.4384,12.04,12.427,17.543400000000002,,8.208,8.0808
1957-10-01,9.1234,42.983,12.447,9.94,19.2276,21.5546,12.172,12.744,17.641399999999997,,8.209,8.103399999999999
1958-01-01,9.284600000000001,42.5852,12.589,10.007,18.9864,21.6782,12.309,12.906,17.746199999999998,,8.2,7.917
1958-04-01,9.401599999999998,43.0104,12.705,10.1,19.1324,21.8012,12.401,13.177,17.8482,,8.277,8.040600000000001
1958-07-01,9.427200000000001,42.9512,12.808,10.172,19.2966,21.9242,12.533,13.066,17.9472,,8.323,8.1254
1958-10-01,9.5006,43.539,12.887,10.222,19.3776,22.0456,12.6,13.231,18.0424,,8.345,8.1434
1959-01-01,9.5718,44.3058,12.873,10.257,19.4314,22.1652,12.535,13.54,18.1342,48.2195,8.437,8.1286
1959-04-01,9.5464,45.21660000000001,12.85,10.247,19.4328,22.2696,12.529,13.432,18.2148,48.212,8.441,8.0692
1959-07-01,9.514399999999998,46.0772,12.845,10.243,19.4568,22.359,12.555,13.268,18.2852,48.377,8.437,8.019
1959-10-01,9.5238,45.909800000000004,12.854,10.252,19.447200000000002,22.4344,12.568,13.258,18.346600000000002,48.534,8.446,7.9807999999999995
1960-01-01,9.5482,46.290000000000006,12.839,10.283,19.4274,22.496000000000002,12.55,13.255,18.3982,51.6048,8.529,7.9676
1960-04-01,9.5526,47.0944,12.825,10.294,19.440800000000003,22.549200000000003,12.53,13.272,18.4426,51.507400000000004,8.565,7.937399999999999
1960-07-01,9.718,47.0342,12.984,10.391,19.5256,22.596,12.648,13.639,18.479599999999998,51.9822,8.608,8.029399999999999
1960-10-01,9.8416,46.9972,13.13,10.481,19.5268,22.6338,12.802,13.728,18.5102,51.975,8.648,8.0152
1961-01-01,9.8516,46.5622,13.082,10.483,19.519399999999997,22.665,12.73,13.816,18.5332,52.1568,8.701,7.9256
1961-04-01,9.902199999999999,46.6046,13.121,10.542,19.577599999999997,22.6996,12.77,13.843,18.5596,52.224000000000004,8.786,7.9888
1961-07-01,9.886,47.013799999999996,13.065,10.541,19.6038,22.7374,12.701,13.869,18.589199999999998,52.181799999999996,8.839,7.947800000000001
1961-10-01,9.9282,47.35979999999999,13.12,10.597,19.729599999999998,22.781200000000002,12.754,13.929,18.6236,52.2394,8.901,8.0932
1962-01-01,10.034600000000001,47.3288,13.19,10.676,19.715,22.8292,12.811,14.061,18.6616,52.1136,8.997,8.075199999999999
1962-04-01,10.0848,47.6654,13.263,10.724,19.7776,22.8594,12.888,14.106,18.685399999999998,52.098,9.023,8.0792
1962-07-01,10.103,47.742399999999996,13.319,10.756,19.8886,22.8714,12.953,14.115,18.6944,51.97279999999999,9.033,8.2108
1962-10-01,10.1786,48.379999999999995,13.344,10.796,20.009,22.8684,12.913,14.442,18.6892,52.2082,9.092,8.200999999999999
1963-01-01,10.370000000000001,48.24059999999999,13.592,10.956,19.9406,22.8502,13.225,14.381,18.669400000000003,52.2916,9.175,8.203
1963-04-01,10.372,48.7142,13.582,10.979,20.0182,22.8616,13.209,14.398,18.6764,52.354,9.233,8.257
1963-07-01,10.325399999999998,48.2706,13.471,10.935,19.9984,22.9022,13.059,14.458,18.7098,52.5106,9.254,8.281400000000001
1963-10-01,10.561200000000001,49.556200000000004,13.796,11.127,20.0912,22.9766,13.431,14.575,18.7698,52.6776,9.328,8.2836
1964-01-01,10.6958,49.778800000000004,13.93,11.207,20.1294,23.079,13.541,14.797,18.8566,53.224199999999996,9.361,8.3292
1964-04-01,10.7324,51.040600000000005,13.944,11.235,20.2224,23.148400000000002,13.515,14.968,18.9136,53.400800000000004,9.405,8.376000000000001
1964-07-01,10.919599999999999,50.120999999999995,14.136,11.347,20.2284,23.1858,13.697,15.187,18.9404,53.8602,9.449,8.408199999999999
1964-10-01,10.9244,49.785000000000004,14.117,11.361,20.252000000000002,23.1862,13.667,15.207,18.9376,53.9654,9.495,8.442
1965-01-01,11.0116,49.124,14.166,11.439,20.228,23.153399999999998,13.715,15.254,18.9042,54.01800000000001,9.603,8.478399999999999
1965-04-01,11.069199999999999,48.7022,14.243,11.507,20.333199999999998,23.1452,13.807,15.274,18.8944,54.2768,9.666,8.6012
1965-07-01,11.2102,48.5038,14.399,11.622,20.351,23.1656,13.988,15.339,18.907999999999998,54.350199999999994,9.751,8.5808
1965-10-01,11.461,48.7642,14.713,11.807,20.454,23.2144,14.331,15.546,18.9448,54.6494,9.83,8.651
1966-01-01,11.5588,48.6978,14.736,11.887,20.4738,23.2922,14.312,15.71,19.005599999999998,54.7626,9.966,8.7478
1966-04-01,11.574000000000002,49.3222,14.74,11.971,20.7108,23.3584,14.306,15.749,19.0518,55.1572,10.128,8.9518
1966-07-01,11.7926,49.1936,14.994,12.154,20.7558,23.408800000000003,14.602,15.84,19.0838,55.4928,10.254,9.0128
1966-10-01,11.8268,50.0338,14.992,12.209,20.8796,23.4424,14.575,15.935,19.102,55.6274,10.367,9.0626
1967-01-01,11.8428,50.1056,14.938,12.256,20.8808,23.457,14.51,15.931,19.105600000000003,55.750800000000005,10.513,9.120000000000001
1967-04-01,11.9836,50.6534,15.1,12.381,20.9758,23.511599999999998,14.686,16.03,19.144,55.973400000000005,10.61,9.1548
1967-07-01,12.103,51.0252,15.237,12.519,21.1264,23.6038,14.839,16.095,19.217599999999997,56.028999999999996,10.759,9.2874
1967-10-01,12.3198,51.339200000000005,15.511,12.718,21.287799999999997,23.742,15.142,16.233,19.326,56.63860000000001,10.898,9.439
1968-01-01,12.498,51.873400000000004,15.639,12.873,21.459,23.9262,15.222,16.553,19.4692,57.266200000000005,11.09,9.598600000000001
1968-04-01,12.6672,52.471000000000004,15.818,13.033,21.6336,24.1272,15.395,16.741,19.6304,57.70399999999999,11.244,9.647200000000002
1968-07-01,12.902199999999999,52.61220000000001,16.081,13.211,21.7654,24.351599999999998,15.654,17.011,19.810200000000002,58.3008,11.352,9.7218
1968-10-01,13.1172,53.17479999999999,16.312,13.429,22.0948,24.597,15.867,17.302,20.0084,58.82039999999999,11.573,9.9648
1969-01-01,13.1664,53.080200000000005,16.346,13.535,22.334,24.8568,15.888,17.386,20.224,58.9086,11.749,10.2214
1969-04-01,13.343200000000001,53.9664,16.575,13.761,22.7478,25.1334,16.13,17.553,20.458,59.0438,11.983,10.491800000000001
1969-07-01,13.725999999999999,54.4184,17.005,14.062,22.964,25.4486,16.546,18.017,20.711599999999997,59.906600000000005,12.187,10.6014
1969-10-01,13.9088,55.409000000000006,17.218,14.272,23.340600000000002,25.776599999999995,16.745,18.274,20.985599999999998,60.4662,12.406,10.8096
1970-01-01,14.3644,57.0298,17.722,14.64,23.7826,26.142599999999998,17.199,18.946,21.2798,61.708600000000004,12.676,11.033
1970-04-01,14.590800000000002,58.0216,17.956,14.888,24.219,26.496000000000002,17.394,19.311,21.578,62.16459999999999,12.944,11.3102
1970-07-01,14.8482,59.0218,18.263,15.149,24.5912,26.854200000000002,17.696,19.62,21.8798,62.583600000000004,13.178,11.4968
1970-10-01,15.043200000000002,59.9708,18.495,15.387,25.0152,27.2118,17.922,19.865,22.1864,62.85360000000001,13.428,11.798599999999999
1971-01-01,15.546600000000002,60.6688,19.081,15.808,25.3922,27.570999999999998,18.504,20.442,22.4972,62.9938,13.733,12.0604
1971-04-01,15.860800000000001,60.9182,19.437,16.099,25.775600000000004,27.888599999999997,18.839,20.855,22.771,63.1922,13.981,12.3124
1971-07-01,16.0984,61.290200000000006,19.719,16.33,26.049,28.1666,19.127,21.116,23.0078,63.4184,14.178,12.4662
1971-10-01,16.373200000000004,61.8654,20.122,16.586,26.3728,28.3906,19.592,21.337,23.2074,63.3494,14.333,12.7438
1972-01-01,16.8394,71.71900000000001,20.953,17.112,27.8516,28.588,20.636,21.582,23.3692,63.539,14.654,12.8798
1972-04-01,17.028200000000002,71.3168,21.166,17.3,28.0234,28.819200000000002,20.857,21.768,23.564600000000002,63.778800000000004,14.827,13.0348
1972-07-01,17.1958,71.1162,21.34,17.503,28.331399999999995,29.0964,21.022,21.964,23.794,64.122,15.052,13.3736
1972-10-01,17.5466,71.5384,21.804,17.813,28.7592,29.403200000000005,21.508,22.369,24.0572,64.44460000000001,15.259,13.759800000000002
1973-01-01,17.8834,71.1532,22.155,18.133,29.049200000000003,29.772000000000002,21.836,22.772,24.3544,65.3124,15.559,14.156200000000002
1973-04-01,18.1738,71.8982,22.54,18.453,29.5666,30.2608,22.267,23.042,24.7606,66.1046,15.836,14.537600000000001
1973-07-01,18.4878,72.4222,23.006,18.764,30.083199999999998,30.8616,22.803,23.334,25.276400000000002,66.78299999999999,16.049,14.884800000000002
1973-10-01,18.8944,71.697,23.498,19.141,30.5726,31.5794,23.268,23.886,25.9002,67.4268,16.353,15.2486
1974-01-01,19.0822,73.3518,23.739,19.525,31.4612,32.4358,23.545,24.04,26.630000000000003,68.41,16.828,15.743
1974-04-01,19.500999999999998,73.9822,24.168,20.05,32.3234,33.2692,23.882,24.688,27.3166,70.0962,17.413,16.469
1974-07-01,20.026999999999997,76.7642,24.874,20.713,33.566,34.0642,24.67,25.197,27.962,71.8936,18.048,17.4058
1974-10-01,20.7316,78.15,25.7,21.359,34.3394,34.807599999999994,25.448,26.126,28.5666,73.575,18.579,18.214
1975-01-01,21.1172,79.8606,26.167,21.77,35.051,35.4818,25.872,26.691,29.130399999999998,74.7598,18.953,18.6984
1975-04-01,21.469,82.011,26.546,22.149,35.626400000000004,36.0356,26.201,27.178,29.6144,75.2398,19.329,18.805799999999998
1975-07-01,21.805,81.93499999999999,26.904,22.439,35.8348,36.4996,26.534,27.59,30.0194,75.7126,19.576,18.916400000000003
1975-10-01,22.296,83.6148,27.522,22.83,36.3112,36.8856,27.161,28.186,30.3456,76.314,19.826,19.0958
1976-01-01,22.590600000000002,85.6862,27.924,23.122,36.8326,37.175,27.608,28.484,30.5928,76.6,20.05,19.1878
1976-04-01,22.799799999999998,86.12100000000001,28.158,23.363,37.157,37.6552,27.85,28.701,31.0182,76.99640000000001,20.293,19.360999999999997
1976-07-01,23.035800000000002,86.7784,28.481,23.58,37.485,38.106,28.206,28.95,31.406200000000002,77.6336,20.444,19.6208
1976-10-01,23.6174,88.08579999999999,29.242,24.022,38.0062,38.6126,29.015,29.607,31.8408,78.346,20.689,19.973599999999998
1977-01-01,23.951999999999998,89.8794,29.656,24.422,38.657,39.0418,29.488,29.893,32.185,79.4508,21.079,20.3244
1977-04-01,24.2738,90.938,29.993,24.786,39.155199999999994,39.538,29.799,30.285,32.604200000000006,80.15979999999999,21.456,20.6602
1977-07-01,24.4752,90.9856,30.141,25.069,39.449799999999996,40.0786,29.911,30.51,33.0732,80.64840000000001,21.821,20.7646
1977-10-01,25.173,92.3202,31.014,25.632,40.0306,40.642,30.863,31.218,33.577999999999996,80.8544,22.189,20.977
1978-01-01,25.441,93.62480000000001,31.369,25.962,40.648399999999995,41.1662,31.273,31.461,34.0606,80.7096,22.503,21.214199999999998
1978-04-01,25.897000000000002,95.0636,31.985,26.43,41.4116,41.736000000000004,31.999,31.853,34.5596,81.1634,22.879,21.7134
1978-07-01,26.324400000000004,96.02860000000001,32.52,26.851,42.068200000000004,42.3698,32.535,32.383,35.1342,81.60679999999999,23.227,22.1762
1978-10-01,26.7854,96.65220000000001,33.081,27.272,42.671800000000005,43.0658,33.059,33.016,35.7656,82.248,23.56,22.488599999999998
1979-01-01,27.315800000000003,97.7986,33.691,27.854,43.4188,43.8512,33.733,33.498,36.406,83.87,24.121,23.3076
1979-04-01,27.7502,98.723,34.2,28.391,44.2244,44.6816,34.292,33.907,37.1226,85.019,24.673,24.101
1979-07-01,28.5068,99.43799999999999,34.998,29.216,45.128,45.6262,35.151,34.582,37.9174,86.48060000000001,25.509,24.9828
1979-10-01,29.1336,101.72420000000001,35.768,29.82,46.0338,46.5354,35.884,35.427,38.71939999999999,87.77000000000001,26.007,25.6082
1980-01-01,29.7392,101.6336,36.475,30.511,46.9372,47.6868,36.701,35.911,39.748400000000004,88.9078,26.684,26.1024
1980-04-01,30.854000000000003,104.73499999999999,37.885,31.507,48.3014,48.78,38.215,37.116,40.6954,90.3462,27.417,26.7254
1980-07-01,31.277800000000003,105.6268,38.269,32.137,49.2618,49.8348,38.523,37.644,41.629200000000004,91.4414,28.208,27.619799999999998
1980-10-01,32.182,108.0794,39.421,33.054,50.6006,50.9308,39.838,38.473,42.5992,92.73440000000001,28.976,28.439600000000002
1981-01-01,33.0236,109.12939999999999,40.209,33.932,51.5072,52.02919999999999,40.484,39.544,43.5108,94.6504,29.917,29.0248
1981-04-01,33.7442,111.98119999999999,41.144,34.689,52.7162,53.184799999999996,41.516,40.283,44.5378,95.976,30.562,29.570999999999998
1981-07-01,34.3776,114.375,42.046,35.299,53.848400000000005,54.1422,42.498,41.02,45.383,97.309,30.977,30.059199999999997
1981-10-01,34.989999999999995,114.99759999999999,42.852,35.915,54.653999999999996,55.2698,43.481,41.45,46.3916,98.5954,31.466,30.557
1982-01-01,35.6322,115.189,43.536,36.505,55.260000000000005,56.1546,44.108,42.253,47.1694,99.7508,31.997,31.035000000000004
1982-04-01,36.1858,119.3116,44.399,37.159,56.744600000000005,56.96079999999999,45.095,42.834,47.886199999999995,100.6418,32.511,31.5822
1982-07-01,36.626999999999995,118.7662,44.771,37.61,57.0332,57.64880000000001,45.434,43.283,48.4958,101.4366,33.021,31.890800000000002
1982-10-01,37.0608,120.2778,45.3,38.07,57.733999999999995,58.3822,45.983,43.765,49.148,102.1322,33.441,31.983799999999995
1983-01-01,37.1438,119.44760000000001,45.385,38.244,57.818799999999996,58.9048,46.239,43.464,49.623599999999996,102.32039999999999,33.681,31.9714
1983-04-01,37.5242,119.995,45.735,38.601,58.166,59.367599999999996,46.487,44.049,50.0426,102.62780000000001,34.051,31.957
1983-07-01,37.9248,120.7406,46.242,39.002,58.725,60.0284,47.044,44.442,50.6842,102.7856,34.381,32.22580000000001
1983-10-01,38.1378,120.5868,46.544,39.278,59.0056,60.620000000000005,47.526,44.303,51.272800000000004,102.81379999999999,34.642,32.3608
1984-01-01,38.7318,120.78299999999999,47.147,39.818,59.51120000000001,61.419399999999996,48.077,45.043,52.019000000000005,103.51759999999999,35.145,32.8664
1984-04-01,39.2216,120.55080000000001,47.617,40.205,59.6908,61.90999999999999,48.508,45.611,52.4396,104.30999999999999,35.479,32.919200000000004
1984-07-01,39.812400000000004,121.0968,48.325,40.691,60.1108,62.434400000000004,49.295,46.129,52.9544,104.5404,35.81,33.0384
1984-10-01,40.3794,120.62359999999998,48.92,41.144,60.2476,62.69839999999999,49.995,46.472,53.2188,104.5592,36.166,33.391000000000005
1985-01-01,40.458600000000004,120.18379999999999,48.725,41.304,60.35979999999999,63.1302,49.505,47.008,53.602,105.098,36.593,33.6164
1985-04-01,40.7608,118.9278,48.84,41.556,60.2042,63.4104,49.551,47.298,53.9068,104.8962,36.953,33.789
1985-07-01,41.011,119.4088,49.101,41.84,60.513999999999996,63.69500000000001,49.849,47.467,54.1896,104.87840000000001,37.259,33.9074
1985-10-01,41.406600000000005,118.523,49.423,42.171,60.434799999999996,63.83579999999999,50.269,47.537,54.346000000000004,104.72619999999999,37.604,34.034000000000006
1986-01-01,41.467,117.13020000000002,49.298,42.206,60.256400000000006,63.946600000000004,49.995,47.797,54.504999999999995,104.2698,37.76,34.208600000000004
1986-04-01,41.5026,116.2712,49.175,42.248,60.19160000000001,64.115,49.733,48.037,54.6964,104.07039999999999,37.927,34.39919999999999
1986-07-01,41.6962,116.0338,49.245,42.462,60.241200000000006,64.2654,49.763,48.211,54.8356,104.197,38.255,34.6234
1986-10-01,41.964,115.8192,49.3,42.758,60.215999999999994,64.443,49.771,48.391,54.9802,104.5384,38.741,35.1226
1987-01-01,42.019400000000005,114.80120000000002,49.217,43.033,60.3414,64.6872,49.817,47.968,55.187,104.905,39.295,35.4404
1987-04-01,42.3772,114.22820000000002,49.45,43.402,60.486599999999996,65.0066,50.042,48.225,55.491,105.12819999999999,39.776,35.748599999999996
1987-07-01,42.801,113.91839999999999,49.808,43.821,60.78779999999999,65.4152,50.389,48.613,55.8664,105.5412,40.252,36.249199999999995
1987-10-01,43.019400000000005,112.7224,49.912,44.0,60.7504,66.06700000000001,50.445,48.853,56.511,105.8786,40.491,36.2714
1988-01-01,43.509,113.98400000000001,50.593,44.407,61.5034,66.87219999999999,51.097,49.623,57.278800000000004,106.56700000000001,40.699,36.457
1988-04-01,43.9862,114.41199999999999,51.09,44.841,61.9602,67.5616,51.57,50.196,57.9264,107.2646,41.096,36.761
1988-07-01,44.289,114.4674,51.382,45.162,62.278600000000004,68.0488,51.864,50.483,58.4242,107.499,41.443,37.2392
1988-10-01,44.5758,115.82480000000001,51.796,45.606,62.930600000000005,68.53,52.448,50.414,58.94259999999999,107.47460000000001,41.918,37.9368
1989-01-01,45.1238,116.1846,52.18,46.083,63.1956,69.01520000000001,52.677,51.234,59.54260000000001,107.0604,42.469,38.0708
1989-04-01,45.5692,116.6324,52.563,46.574,63.6386,69.4834,53.052,51.644,60.084799999999994,106.88699999999999,43.046,38.5034
1989-07-01,45.836400000000005,117.41980000000001,52.825,46.916,64.1174,69.84819999999999,53.299,51.951,60.5376,106.6298,43.45,38.9658
1989-10-01,46.166399999999996,116.84379999999999,53.014,47.319,64.1888,70.18440000000001,53.561,51.952,60.989200000000004,106.194,44.011,39.3922
1990-01-01,46.5848,117.68400000000001,53.386,47.834,64.6686,70.52680000000001,53.983,52.197,61.3768,106.1988,44.634,39.6188
1990-04-01,47.4784,118.38220000000001,54.303,48.477,65.1144,70.9182,54.816,53.329,61.8018,106.3538,45.094,39.8744
1990-07-01,47.626400000000004,119.21480000000001,54.376,48.865,65.5846,71.3638,54.969,53.201,62.2472,106.70160000000001,45.707,40.2174
1990-10-01,48.323,120.0568,55.023,49.551,65.9746,71.7298,55.72,53.59,62.5072,107.7426,46.427,40.373599999999996
1991-01-01,48.8208,120.31979999999999,55.517,49.866,66.4114,72.60060000000001,55.93,54.782,63.195800000000006,109.4248,46.622,40.5084
1991-04-01,49.2162,119.3682,55.79,50.143,66.5038,73.0992,56.008,55.536,63.7884,109.218,46.904,40.761
1991-07-01,49.852799999999995,119.2334,56.508,50.659,66.8136,73.50840000000001,56.859,55.928,64.30799999999999,108.9146,47.29,41.213800000000006
1991-10-01,50.4036,120.076,57.079,51.131,66.961,73.48499999999999,57.608,56.089,64.438,108.0174,47.703,40.966
1992-01-01,50.602199999999996,119.87640000000002,57.163,51.367,66.8458,73.2272,57.795,55.947,64.5312,106.10260000000001,48.043,40.922000000000004
1992-04-01,50.9366,120.0776,57.371,51.792,67.174,73.4736,57.967,56.239,64.94239999999999,105.6346,48.617,41.1416
1992-07-01,51.4212,120.0528,57.872,52.205,67.452,73.7674,58.515,56.64,65.356,105.3924,48.975,41.3294
1992-10-01,51.7864,120.43119999999999,58.235,52.549,67.977,74.3048,58.711,57.366,65.99719999999999,105.43140000000001,49.31,41.7964
1993-01-01,51.9708,121.3354,58.381,52.781,68.3976,74.5336,58.691,57.859,66.08959999999999,106.35799999999999,49.597,42.2688
1993-04-01,52.263999999999996,121.04220000000001,58.637,53.059,68.652,74.9434,58.867,58.282,66.4764,106.9238,49.889,42.617599999999996
1993-07-01,52.629999999999995,121.60900000000001,59.062,53.309,68.966,75.1072,59.213,58.869,66.62039999999999,107.3136,50.031,42.8208
1993-10-01,53.0292,121.5596,59.591,53.665,69.478,75.7404,59.816,59.248,67.3446,107.404,50.283,43.161
1994-01-01,53.41179999999999,121.92819999999999,59.865,54.022,69.6692,75.6828,59.964,59.772,67.459,106.4136,50.694,43.4916
1994-04-01,53.7736,123.34099999999998,60.367,54.384,70.3068,75.929,60.548,60.112,67.759,106.61500000000001,50.975,43.8032
1994-07-01,54.1534,123.14320000000001,60.713,54.793,70.6644,76.322,60.896,60.458,68.2864,106.27180000000001,51.421,44.3532
1994-10-01,54.608799999999995,122.84859999999999,61.212,55.253,71.25460000000001,76.9752,61.375,60.998,69.01140000000001,106.526,51.857,44.9338
1995-01-01,54.976,122.8004,61.728,55.625,72.0146,78.2114,61.865,61.566,70.289,107.273,52.146,45.4214
1995-04-01,55.3572,123.1626,62.139,56.027,72.5386,78.7406,62.263,62.007,70.7204,108.4434,52.542,45.8262
1995-07-01,55.6212,122.82559999999998,62.461,56.281,72.9528,79.2958,62.554,62.388,71.33239999999999,108.6582,52.758,46.1962
1995-10-01,56.475199999999994,122.9686,63.323,56.717,73.208,79.1896,63.006,64.023,71.1658,109.2808,52.96,46.537400000000005
1996-01-01,56.5654,123.85499999999999,63.472,57.112,73.8956,79.35319999999999,63.513,63.499,71.486,108.525,53.489,46.8418
1996-04-01,56.50320000000001,120.03099999999999,63.132,57.038,73.0806,79.30879999999999,63.151,63.196,71.6262,107.49719999999999,53.561,47.0684
1996-07-01,56.9496,119.1054,63.499,57.387,73.1374,79.30420000000001,63.469,63.658,71.7328,107.0288,53.899,47.5086
1996-10-01,57.270799999999994,118.3412,63.716,57.716,73.1742,79.2442,63.727,63.801,71.75160000000001,106.72260000000001,54.286,47.754
1997-01-01,57.543600000000005,117.4558,63.934,58.029,73.46419999999999,79.646,63.882,64.133,72.3442,106.12719999999999,54.646,48.1654
1997-04-01,57.8636,116.54780000000001,64.354,58.29,73.858,80.17139999999999,64.336,64.496,72.91760000000001,106.54939999999999,54.823,48.632600000000004
1997-07-01,58.080600000000004,115.3246,64.503,58.499,73.9798,80.3766,64.363,64.859,73.30879999999999,106.02739999999999,55.061,49.056599999999996
1997-10-01,58.61900000000001,114.35700000000001,64.954,58.939,74.0342,80.1704,64.818,65.305,73.2494,105.377,55.493,49.6582
1998-01-01,58.4446,113.02000000000001,64.682,58.897,73.832,79.91159999999999,64.673,64.81,73.251,104.0384,55.567,49.792
1998-04-01,58.8544,112.1202,65.099,59.201,74.0014,80.216,65.083,65.236,73.5466,104.5886,55.813,50.0198
1998-07-01,59.4042,111.20779999999999,65.524,59.623,74.174,80.402,65.255,66.113,73.7586,104.6646,56.231,50.552200000000006
1998-10-01,59.6466,110.3934,65.735,60.01,74.5638,80.865,65.598,66.082,74.3416,104.5752,56.701,51.0296
