Date,Change in private inventories,Clothing and footwear,Computers and peripheral equipment,Consumption expenditures,Durable goods,"Entertainment, literary, and artistic originals",Equipment,Exports,Farm,Federal,Final consumption expenditures of nonprofit institutions serving households (NPISHs),Financial services and insurance,Fixed investment,Food and beverages purchased for off-premises consumption,Food services and accommodations,Furnishings and durable household equipment,Gasoline and other energy goods,Goods,Government consumption expenditures and gross investment,Gross domestic product,Gross investment,Gross output of nonprofit institutions,Gross private domestic investment,Health care,Household consumption expenditures (for services),Housing and utilities,Imports,Industrial equipment,Information processing equipment,Intellectual property products,Less: Receipts from sales of goods and services by nonprofit institutions,Motor vehicles and parts,National defense,Net exports of goods and services,Nondefense,Nondurable goods,Nonfarm,Nonresidential,Other,Other durable goods,Other equipment,Other nondurable goods,Other services,Personal consumption expenditures,Recreation services,Recreational goods and vehicles,Research and development,Residential,Residual,Services,Software,State and local,Structures,Transportation equipment,Transportation services
2017-01-01,7021.0,396459.0,99987.0,904038.6666666666,1371708.0,85270.0,1125384.0,2359904.0,-6296.0,1257161.0,402008.0,1065137.0,3376900.0,996287.0,910750.0,307965.0,320998.0,2667259.6666666665,3380244.0,19398343.0,222722.66666666666,1505723.0,3382703.0,2236258.0,8627318.0,2332196.0,2885003.0,230757.0,369807.0,887406.0,1103716.0,513689.0,739054.0,-525099.0,518114.0,2759465.0,13373.0,2610431.0,269792.0,188601.0,233424.0,1045747.0,1104332.0,13160475.0,558545.0,361480.0,436092.0,766457.0,-1490.0,3467886.0,366112.0,2123095.0,597767.0,291405.0,420061.0
2017-04-01,26048.0,399395.0,104407.0,904273.6666666666,1389176.0,85393.0,1146797.0,2367862.0,-5504.0,1263907.0,399602.0,1070248.0,3410548.0,1004225.0,908026.0,312643.0,326000.0,2686546.3333333335,3389811.0,19506949.0,225659.33333333334,1491829.0,3435929.0,2227114.0,8650950.0,2351675.0,2912428.0,236729.0,383982.0,893682.0,1092210.0,514169.0,749843.0,-544566.0,514061.0,2785806.0,31873.0,2639796.0,279563.0,189080.0,236597.0,1056241.0,1112103.0,13225743.0,558188.0,373272.0,432297.0,770751.0,-686.0,3482096.0,375936.0,2125901.0,599305.0,289484.0,423606.0
2017-07-01,55486.0,401413.0,109963.0,904256.6666666666,1424942.0,85772.0,1165922.0,2381788.0,-5399.0,1263116.0,390291.0,1076545.0,3436561.0,1013913.0,913281.0,321492.0,325033.0,2703478.3333333335,3394009.0,19660766.0,227070.33333333334,1500642.0,3493166.0,2253418.0,8698159.0,2349662.0,2923573.0,238590.0,388432.0,912926.0,1110365.0,533372.0,746786.0,-541784.0,516326.0,2801812.0,60766.0,2665246.0,278473.0,193817.0,235843.0,1061380.0,1118002.0,13315382.0,553288.0,376249.0,438300.0,771325.0,1553.0,3503390.0,388802.0,2130886.0,586350.0,303041.0,433979.0
2017-10-01,42140.0,407070.0,108755.0,908383.3333333334,1477817.0,86865.0,1201709.0,2443487.0,-5517.0,1280033.0,393760.0,1080918.0,3515953.0,1027351.0,920871.0,334638.0,323900.0,2781078.0,3424498.0,19882352.0,233116.66666666666,1506495.0,3558859.0,2264434.0,8751557.0,2367149.0,3005351.0,243228.0,401627.0,930972.0,1112736.0,556424.0,757491.0,-561864.0,522541.0,2838132.0,47398.0,2728927.0,292908.0,195011.0,241256.0,1079802.0,1127360.0,13460902.0,550863.0,391741.0,443216.0,787030.0,623.0,3522231.6666666665,400931.0,2144464.0,596180.0,315610.0,439973.0
2018-01-01,34055.0,410140.0,117549.0,909967.0,1496922.0,87696.0,1222971.0,2459308.0,-3159.0,1293037.0,401344.0,1078244.0,3576791.0,1037923.0,927908.0,340167.0,322972.0,2805079.3333333335,3431709.0,20044077.0,233958.0,1513540.0,3612936.0,2283591.0,8802015.0,2372853.0,3017795.0,247241.0,413132.0,950810.0,1112237.0,544713.0,760228.0,-558487.0,532802.0,2858865.0,37397.0,2805277.0,295486.0,197972.0,241952.0,1088042.0,1126388.0,13558373.0,562405.0,414341.0,448971.0,772134.0,-740.0,3540168.3333333335,414379.0,2138736.0,631345.0,320727.0,450773.0
2018-04-01,466.0,406356.0,121574.0,914196.0,1505562.0,88486.0,1225089.0,2472656.0,-3065.0,1302317.0,411185.0,1077080.0,3613793.0,1036492.0,933935.0,338485.0,324082.0,2821953.3333333335,3456309.0,20150476.0,237949.0,1543204.0,3612389.0,2294406.0,8854426.0,2382595.0,3021689.0,245455.0,414631.0,977853.0,1132047.0,547628.0,767159.0,-549033.0,535153.0,2860773.0,3729.0,2837057.0,292826.0,201648.0,245802.0,1094010.0,1154663.0,13630967.0,563626.0,418087.0,461123.0,777417.0,-4744.0,3553158.3333333335,428604.0,2154046.0,633902.0,319352.0,448487.0
2018-07-01,92854.0,409384.0,121079.0,921625.3333333334,1516435.0,88882.0,1225125.0,2441791.0,-12100.0,1319077.0,414195.0,1071814.0,3623466.0,1037111.0,948991.0,340213.0,322934.0,2832270.6666666665,3483628.0,20276154.0,239661.66666666666,1561697.0,3722248.0,2322059.0,8894375.0,2385564.0,3064175.0,248287.0,419827.0,994495.0,1147466.0,553663.0,779269.0,-622384.0,539801.0,2869965.0,103359.0,2854550.0,298599.0,201629.0,242579.0,1101199.0,1155969.0,13693790.0,565885.0,421158.0,465554.0,770056.0,1542.0,3567747.3333333335,440694.0,2164692.0,634805.0,314755.0,444758.0
2018-10-01,89813.0,409450.0,118331.0,925636.0,1518940.0,89764.0,1241159.0,2451936.0,-13726.0,1325345.0,434783.0,1066290.0,3632827.0,1044499.0,945012.0,338138.0,322194.0,2850561.0,3488352.0,20304874.0,237282.33333333334,1555650.0,3724752.0,2307172.0,8894560.0,2399137.0,3096191.0,253668.0,419643.0,1022761.0,1121012.0,553634.0,791750.0,-644254.0,533616.0,2889741.0,102053.0,2880391.0,301307.0,204718.0,249639.0,1114966.0,1169807.0,13736572.0,563342.0,422711.0,481642.0,754590.0,-4113.0,3577904.6666666665,451897.0,2163215.0,616933.0,318290.0,444425.0
2019-01-01,114259.0,413224.0,118540.0,934543.6666666666,1505416.0,89086.0,1248027.0,2474928.0,-18694.0,1339795.0,393243.0,1060091.0,3643127.0,1047846.0,940034.0,335957.0,326583.0,2854871.6666666665,3536600.0,20431641.0,244564.0,1554290.0,3755530.0,2352701.0,8945371.0,2400025.0,3094294.0,252251.0,426982.0,1033447.0,1160819.0,527832.0,810315.0,-619366.0,529671.0,2914915.0,132266.0,2899840.0,308547.0,207879.0,252289.0,1128920.0,1176034.0,13758331.0,565925.0,435046.0,494265.0,746082.0,-10689.0,3587979.3333333335,450135.0,2197011.0,619167.0,316932.0,451855.0
2019-04-01,82473.0,419613.0,124919.0,950750.3333333334,1549244.0,88891.0,1260714.0,2462392.0,-16465.0,1353418.0,400991.0,1047166.0,3710747.0,1064091.0,949120.0,344556.0,323442.0,2874029.3333333335,3584587.0,20602275.0,244151.0,1561727.0,3790049.0,2373377.0,8980042.0,2399273.0,3111425.0,255459.0,435386.0,1055701.0,1160555.0,539478.0,808510.0,-649034.0,544929.0,2947945.0,98316.0,2954978.0,310324.0,209057.0,259895.0,1142880.0,1178420.0,13875705.0,571815.0,457887.0,507671.0,758737.0,-13791.0,3609755.3333333335,459065.0,2231325.0,639126.0,310438.0,462965.0
2019-07-01,67510.0,419814.0,118459.0,960612.0,1585714.0,90006.0,1241936.0,2462912.0,-17230.0,1370255.0,406322.0,1045003.0,3750143.0,1079729.0,961811.0,352109.0,320209.0,2896529.0,3625512.0,20843322.0,248011.33333333334,1571851.0,3819940.0,2392412.0,9068141.0,2417836.0,3097883.0,258135.0,428829.0,1076451.0,1165421.0,545797.0,820689.0,-634972.0,549580.0,2976406.0,82878.0,2983489.0,310477.0,214821.0,256481.0,1158673.0,1203136.0,14033222.0,576296.0,475321.0,516723.0,769618.0,-10200.0,3635543.6666666665,469776.0,2255377.0,664450.0,298623.0,474680.0
2019-10-01,25300.0,423666.0,122312.0,969622.0,1598589.0,91292.0,1213833.0,2477908.0,-9982.0,1377757.0,405375.0,1052309.0,3739506.0,1076065.0,976350.0,357629.0,316868.0,2885601.6666666665,3654831.0,20985448.0,248777.0,1575854.0,3770431.0,2419327.0,9144706.0,2427490.0,3039834.0,246824.0,424438.0,1102537.0,1170481.0,548462.0,825709.0,-561926.0,552057.0,2979060.0,34460.0,2970305.0,301972.0,214343.0,249389.0,1163763.0,1216271.0,14125274.0,578415.0,480604.0,524696.0,772063.0,-10469.0,3662090.0,487129.0,2277036.0,653200.0,293577.0,478239.0
2020-01-01,-43045.0,385931.0,113256.0,976061.3333333334,1524961.0,90919.0,1147518.0,2371835.0,-18214.0,1392158.0,467309.0,1051553.0,3711281.0,1141561.0,892951.0,353780.0,298777.0,2848041.6666666665,3694581.0,20693238.0,255552.0,1577843.0,3673842.0,2326942.0,8872891.0,2426848.0,2929668.0,236764.0,400183.0,1118785.0,1111405.0,488349.0,830920.0,-557833.0,561251.0,3022935.0,-24716.0,2913863.0,286879.0,205054.0,241864.0,1196005.0,1205723.0,13885947.0,533151.0,482976.0,526433.0,797964.0,-7172.0,3549257.3333333335,502885.0,2302241.0,645588.0,268262.0,437663.0
2020-04-01,-262503.0,322684.0,130839.0,1000063.0,1518779.0,86083.0,1016891.0,1870980.0,-11409.0,1494659.0,506119.0,1039728.0,3420572.0,1137338.0,599150.0,346539.0,244166.0,2562014.6666666665,3774372.0,19056617.0,258639.0,1495896.0,3162976.0,1940317.0,7746902.0,2459164.0,2428918.0,219327.0,419301.0,1091130.0,992262.0,484110.0,835338.0,-557937.0,659198.0,2923911.0,-250310.0,2679633.0,287762.0,166248.0,215061.0,1209851.0,1042051.0,12671879.0,359568.0,529898.0,506487.0,740976.0,-1617.0,3102329.3333333335,501250.0,2281491.0,570321.0,168202.0,295074.0
2020-07-01,107461.0,424875.0,137543.0,981267.0,1808006.0,83604.0,1126136.0,2104963.0,-6142.0,1447415.0,437514.0,1053186.0,3643293.0,1147993.0,795486.0,403517.0,287635.0,2933435.0,3716175.0,20548793.0,257946.0,1540225.0,3747725.0,2253151.0,8474000.0,2471559.0,2835521.0,229921.0,449966.0,1111456.0,1103129.0,583465.0,835082.0,-730558.0,612277.0,3128287.0,111926.0,2796820.0,311822.0,232622.0,238814.0,1270944.0,1120168.0,13813007.0,434762.0,595902.0,520681.0,841267.0,-41138.0,3330567.0,509595.0,2269820.0,560796.0,211909.0,339740.0
2020-10-01,79512.0,435556.0,144445.0,973997.3333333334,1828229.0,83925.0,1171892.0,2233569.0,-11009.0,1447946.0,427273.0,1075682.0,3780908.0,1144953.0,785488.0,402861.0,280702.0,3034112.3333333335,3701905.0,20771691.0,260674.33333333334,1571823.0,3863835.0,2337071.0,8639013.0,2484815.0,3040959.0,236887.0,460743.0,1139155.0,1144812.0,577746.0,860725.0,-807391.0,587189.0,3145965.0,88187.0,2871648.0,315443.0,243415.0,245754.0,1287990.0,1158831.0,14008054.0,440108.0,613706.0,529027.0,900065.0,-31336.0,3405459.3333333335,529787.0,2255342.0,563265.0,233128.0,352335.0
2021-01-01,-21978.0,466460.0,152476.0,995525.0,1956048.0,82462.0,1187194.0,2235418.0,11194.0,1506690.0,403570.0,1087256.0,3867147.0,1182310.0,825978.0,431212.0,289844.0,3118706.6666666665,3749436.0,21058379.0,255376.33333333334,1544659.0,3840228.0,2329744.0,8781577.0,2507951.0,3102184.0,235572.0,473992.0,1177975.0,1141425.0,639099.0,843275.0,-866766.0,663463.0,3228729.0,-31741.0,2937872.0,320352.0,255581.0,247545.0,1295223.0,1193064.0,14328593.0,469636.0,635687.0,541960.0,919079.0,-51392.0,3450657.3333333335,558971.0,2246119.0,575264.0,235978.0,363945.0
2021-04-01,-141035.0,505855.0,146077.0,985972.3333333334,2024411.0,83319.0,1212107.0,2253207.0,-945.0,1475745.0,377315.0,1087261.0,3919517.0,1199760.0,933948.0,434222.0,311920.0,3190759.6666666665,3709192.0,21389005.0,251300.0,1565625.0,3777719.0,2401976.0,9112205.0,2517645.0,3164663.0,245889.0,473340.0,1216680.0,1188736.0,663852.0,837307.0,-911456.0,638413.0,3337787.0,-139217.0,3001432.0,326536.0,270382.0,244545.0,1326943.0,1238773.0,14809081.0,513227.0,662306.0,558705.0,910529.0,-61334.0,3565391.6666666665,580816.0,2236118.0,576070.0,254697.0,419165.0
2021-07-01,9463.0,497099.0,146881.0,983131.0,1884958.0,85577.0,1178659.0,2258262.0,-2324.0,1447159.0,382046.0,1091605.0,3898499.0,1197093.0,973353.0,418653.0,320428.0,3144691.6666666665,3694853.0,21571421.0,248986.33333333334,1578796.0,3923193.0,2443669.0,9346424.0,2535501.0,3230229.0,249864.0,468043.0,1242027.0,1197469.0,565762.0,827462.0,-971966.0,619634.0,3340796.0,11490.0,2988173.0,320226.0,271270.0,242935.0,1330666.0,1284260.0,14924311.0,548949.0,646093.0,568175.0,902570.0,-43529.0,3669305.3333333335,595008.0,2249049.0,570537.0,221736.0,471565.0
2021-10-01,200093.0,495792.0,157303.0,983589.0,1924188.0,88270.0,1183176.0,2390257.0,-17281.0,1458400.0,396394.0,1099028.0,3926381.0,1198512.0,972732.0,418976.0,322840.0,3241470.3333333335,3692239.0,21960388.0,247978.66666666666,1607008.0,4175670.0,2475105.0,9435551.0,2545328.0,3386276.0,252952.0,499382.0,1278955.0,1211211.0,573825.0,819610.0,-996019.0,638844.0,3361266.0,213955.0,3013341.0,341024.0,280698.0,241581.0,1348056.0,1291669.0,15086943.0,572399.0,670919.0,585085.0,905274.0,-13957.0,3722941.3333333335,612495.0,2236044.0,556523.0,194034.0,482347.0
2022-01-01,195818.0,485046.0,165749.0,973667.3333333334,1924621.0,87196.0,1228878.0,2362172.0,-9948.0,1426258.0,415656.0,1086835.0,4006834.0,1189357.0,969359.0,412778.0,318413.0,3251001.3333333335,3660866.0,21903850.0,247033.66666666666,1606379.0,4250699.0,2478037.0,9473107.0,2581732.0,3494255.0,256851.0,522393.0,1317333.0,1190116.0,578548.0,795656.0,-1132084.0,630766.0,3338702.0,204581.0,3110734.0,355426.0,278573.0,252724.0,1349455.0,1307005.0,15123357.0,574251.0,675563.0,595844.0,894929.0,-29279.0,3752117.0,644029.0,2235334.0,571095.0,202872.0,479226.0
2022-04-01,86718.0,492430.0,155695.0,969421.6666666666,1914163.0,90416.0,1232216.0,2433713.0,-18142.0,1414437.0,431137.0,1080664.0,4026425.0,1173936.0,1021375.0,412325.0,313784.0,3265639.0,3647157.0,21919222.0,246562.33333333334,1611035.0,4156790.0,2486220.0,9572477.0,2599892.0,3544951.0,253387.0,511963.0,1357182.0,1178191.0,572626.0,799503.0,-1111239.0,614862.0,3328789.0,102919.0,3165864.0,355848.0,282978.0,255679.0,1355277.0,1321007.0,15219860.0,586615.0,667875.0,611013.0,867817.0,-39784.0,3810211.6666666665,666460.0,2232864.0,583304.0,217285.0,478473.0
2022-07-01,58761.0,489532.0,164826.0,974823.0,1905092.0,93042.0,1252146.0,2517458.0,-13380.0,1412852.0,435150.0,1090003.0,4008246.0,1159626.0,1031895.0,409877.0,311430.0,3260869.0,3661345.0,22066784.0,245697.66666666666,1641606.0,4096015.0,2521582.0,9654713.0,2597479.0,3495702.0,250207.0,521556.0,1383561.0,1205124.0,564443.0,793610.0,-978244.0,619308.0,3308124.0,70710.0,3225096.0,355553.0,282631.0,254283.0,1354767.0,1350682.0,15277569.0,589106.0,672212.0,619980.0,807061.0,-72999.0,3844721.6666666665,682073.0,2247984.0,596272.0,234899.0,477665.0
2022-10-01,135147.0,489497.0,153103.0,984405.6666666666,1895411.0,92436.0,1255495.0,2510250.0,529.0,1443589.0,424465.0,1095502.0,3988672.0,1156089.0,1029935.0,410365.0,311883.0,3240587.3333333335,3710100.0,22249459.0,252913.33333333334,1657193.0,4153817.0,2568029.0,9720319.0,2613623.0,3455513.0,254836.0,498293.0,1410240.0,1233037.0,561985.0,808255.0,-945263.0,635455.0,3308795.0,134763.0,3269990.0,344557.0,276656.0,253639.0,1358698.0,1344757.0,15323980.0,596873.0,669676.0,628899.0,756526.0,-90386.0,3864578.6666666665,702273.0,2266853.0,610392.0,254833.0,476459.0
2023-01-01,20589.0,495183.0,145324.0,996417.3333333334,1971807.0,92588.0,1258234.0,2522456.0,-3096.0,1460026.0,407770.0,1111206.0,4018826.0,1150399.0,1046807.0,416270.0,317444.0,3279383.3333333335,3756400.0,22403435.0,256322.0,1652833.0,4058115.0,2629610.0,9833008.0,2601861.0,3448496.0,256124.0,493712.0,1425801.0,1247411.0,601357.0,817980.0,-926041.0,642150.0,3329215.0,23566.0,3312833.0,348476.0,280353.0,250375.0,1374188.0,1368794.0,15510201.0,605773.0,694388.0,639387.0,748168.0,-110741.0,3890217.0,706482.0,2296559.0,631896.0,263878.0,477620.0
2023-04-01,-215.0,487616.0,147837.0,998179.0,1970227.0,93285.0,1295723.0,2491635.0,-1505.0,1455991.0,403851.0,1136358.0,4102957.0,1148057.0,1041141.0,414742.0,318587.0,3249586.0,3783653.0,22539418.0,263357.0,1655332.0,4136632.0,2648271.0,9879085.0,2605179.0,3421259.0,256681.0,488635.0,1439636.0,1254412.0,590836.0,819637.0,-929624.0,636374.0,3326227.0,1183.0,3391569.0,340428.0,279583.0,253571.0,1379234.0,1371326.0,15548526.0,605529.0,710095.0,644716.0,756417.0,-101332.0,3912368.6666666665,714746.0,2327070.0,656334.0,301558.0,480341.0
2023-07-01,67248.0,493846.0,146469.0,1009562.6666666666,1990473.0,93479.0,1292281.0,2521467.0,-1341.0,1474823.0,404017.0,1139787.0,4128905.0,1152912.0,1055948.0,420327.0,315453.0,3286547.3333333335,3836304.0,22780933.0,269126.6666666667,1657907.0,4237303.0,2669205.0,9932699.0,2618450.0,3460391.0,255223.0,485864.0,1449666.0,1256825.0,582061.0,833001.0,-938924.0,641771.0,3351601.0,68782.0,3400854.0,339056.0,282824.0,252773.0,1399183.0,1367583.0,15646695.0,610023.0,736738.0,645216.0,770621.0,-103002.0,3931605.6666666665,725635.0,2360788.0,659180.0,302993.0,480298.0
2023-10-01,44594.0,498532.0,154486.0,1012402.0,2004540.0,92222.0,1294626.0,2559591.0,-3789.0,1473549.0,402363.0,1139403.0,4164941.0,1157163.0,1070433.0,424521.0,317654.0,3312709.6666666665,3870720.0,22960600.0,277312.0,1679121.0,4244835.0,2720944.0,10025277.0,2617085.0,3496290.0,255817.0,497701.0,1468297.0,1280855.0,573723.0,830310.0,-936699.0,643238.0,3381695.0,48630.0,3432910.0,342450.0,289178.0,254664.0,1419207.0,1392755.0,15781367.0,611119.0,753690.0,650890.0,775486.0,-120764.0,3974471.6666666665,741773.0,2395915.0,669661.0,292361.0,486130.0
2024-01-01,17744.0,502173.0,164707.0,1017310.6666666666,1995676.0,92386.0,1295727.0,2571763.0,-3075.0,1472192.0,416414.0,1156153.0,4231417.0,1156842.0,1063873.0,424644.0,310621.0,3322146.6666666665,3887718.0,23053545.0,277745.0,1715280.0,4282515.0,2767340.0,10097674.0,2621880.0,3548749.0,260885.0,501988.0,1495002.0,1302139.0,562489.0,825002.0,-976986.0,647332.0,3374532.0,21193.0,3470983.0,335714.0,296715.0,256003.0,1417666.0,1402586.0,15856867.0,614873.0,750655.0,660082.0,800765.0,-119160.0,4010512.6666666665,760918.0,2414007.0,679927.0,282723.0,486841.0
2024-04-01,71668.0,498163.0,172342.0,1022690.0,2022338.0,91903.0,1326467.0,2578386.0,2722.0,1487773.0,432809.0,1153921.0,4255749.0,1163036.0,1063241.0,432927.0,316323.0,3356161.6666666665,3917049.0,23223906.0,282249.3333333333,1724845.0,4369185.0,2789006.0,10150965.0,2634196.0,3614047.0,258163.0,511715.0,1497699.0,1292855.0,571470.0,837977.0,-1035661.0,649805.0,3388567.0,68932.0,3504130.0,337406.0,296355.0,255751.0,1422017.0,1405469.0,15967266.0,617911.0,760008.0,659733.0,795185.0,-114086.0,4037542.0,765264.0,2427888.0,680187.0,308299.0,503653.0
2024-07-01,57883.0,500583.0,187063.0,1034036.0,2059768.0,91793.0,1360967.0,2638199.0,3671.0,1519965.0,441270.0,1165379.0,4277732.0,1171068.0,1067109.0,442863.0,319064.0,3420422.6666666665,3966247.0,23400294.0,287405.0,1759339.0,4377736.0,2837480.0,10215721.0,2639288.0,3707429.0,261740.0,533290.0,1509243.0,1318942.0,583998.0,865732.0,-1069229.0,653957.0,3426956.0,53966.0,3538799.0,343609.0,298056.0,252446.0,1447869.0,1409479.0,16113035.0,618249.0,773052.0,666586.0,786523.0,-123351.0,4073931.0,769918.0,2445286.0,671568.0,324064.0,498102.0
2024-10-01,8893.0,506693.0,177029.0,1041424.6666666666,2120740.0,91826.0,1330374.0,2637171.0,3484.0,1534927.0,439865.0,1174253.0,4265880.0,1176195.0,1074648.0,448770.0,317528.0,3428744.6666666665,3996274.0,23542349.0,289971.6666666667,1761660.0,4315094.0,2870289.0,10298024.0,2646404.0,3689829.0,261074.0,523302.0,1507204.0,1323058.0,610906.0,875953.0,-1052658.0,658651.0,3453065.0,4899.0,3512419.0,344177.0,300422.0,246987.0,1465749.0,1426547.0,16273191.0,624958.0,798646.0,661229.0,797108.0,-134574.0,4112670.0,774595.0,2460444.0,676387.0,309126.0,502605.0
