Date,Clothing and footwear,Computers and peripheral equipment,Consumption expenditures,Durable goods,Energy goods and services,"Entertainment, literary, and artistic originals",Equipment,Federal,Final consumption expenditures of nonprofit institutions serving households (NPISHs),Final sales of computers to domestic purchasers,Final sales of domestic product,Final sales to domestic purchasers,Financial services and insurance,Fixed investment,Food,Food and beverages purchased for off-premises consumption,Food services and accommodations,Furnishings and durable household equipment,Gasoline and other energy goods,Goods,Government consumption expenditures and gross investment,Gross domestic product,Gross domestic product excluding final sales of computers,Gross domestic product excluding food and energy,Gross domestic purchases,Gross domestic purchases excluding final sales of computers to domestic purchasers,Gross domestic purchases excluding food and energy,Gross investment,Gross private domestic investment,Health care,Household consumption expenditures,Housing and utilities,Industrial equipment,Information processing equipment,Intellectual property products,Motor vehicles and parts,National defense,Nondefense,Nondurable goods,Nonresidential,Other,Other durable goods,Other equipment,Other nondurable goods,Other services,Personal consumption expenditures,Recreation services,Recreational goods and vehicles,Research and development,Residential,Services,Software,State and local,Structures,Transportation equipment,Transportation services
2012-10-01,101.688,101.95,93.87533333333333,110.823,114.71799999999999,94.693,103.467,95.013,89.66,112.792,93.745,95.043,81.236,95.612,100.27600000000001,97.587,89.325,114.029,148.063,105.883,94.226,93.869,93.734,93.162,95.159,95.016,94.009,95.75766666666668,96.301,95.003,90.404,87.641,99.404,120.02,100.085,101.071,96.332,92.976,103.534,99.339,128.027,111.715,96.656,95.785,95.225,95.126,91.064,122.119,93.936,82.044,90.374,109.321,93.706,90.62,93.816,95.783
2013-01-01,102.082,101.586,94.29366666666665,110.545,112.9555,94.381,103.266,94.947,89.151,111.868,94.105,95.383,82.019,95.641,100.504,97.985,89.736,113.72,146.808,105.756,94.844,94.204,94.077,93.566,95.473,95.34,94.365,95.90633333333334,96.169,95.588,90.981,88.147,99.541,119.231,99.615,101.388,96.022,93.31,103.473,99.047,127.006,111.641,96.375,95.495,96.057,95.459,91.391,120.821,93.441,83.312,90.9,108.85,94.775,90.38,94.084,96.19
2013-04-01,101.351,101.615,94.57466666666666,109.812,109.9545,94.028,102.983,95.102,90.284,110.923,94.369,95.528,83.413,95.946,100.2995,98.083,90.394,112.903,137.886,104.787,95.2,94.474,94.358,93.927,95.625,95.502,94.654,96.255,96.518,95.493,91.431,88.788,99.354,117.696,99.842,101.328,96.04,93.691,102.402,99.143,124.665,111.501,96.81,95.684,96.462,95.508,91.431,118.762,94.246,84.41,91.382,108.462,95.259,91.024,94.479,95.809
2013-07-01,101.828,101.593,95.08133333333335,109.213,112.1615,94.617,102.815,95.436,90.42,110.181,94.885,95.942,84.442,96.248,100.3755,98.252,90.861,111.67,140.053,104.911,95.791,94.989,94.882,94.415,96.038,95.924,95.042,96.657,96.819,95.825,91.955,89.264,99.246,116.936,99.907,101.772,96.323,94.111,102.847,99.227,123.538,110.526,96.889,95.83,96.784,95.901,92.03,117.347,94.772,85.517,91.888,107.751,96.013,91.603,94.712,96.753
2013-10-01,101.991,101.381,96.47633333333333,108.637,112.41,94.666,102.366,96.904,90.057,109.517,95.402,96.428,85.966,96.805,99.6495,98.242,90.99,110.722,139.691,104.741,96.701,95.477,95.376,94.982,96.497,96.392,95.566,97.38333333333333,97.206,96.266,92.578,89.84,99.305,115.38,100.429,102.153,97.452,96.122,102.858,99.5,121.315,109.146,96.983,95.927,97.409,96.254,92.571,116.139,96.239,87.14,92.465,107.129,96.568,92.889,94.594,97.293
2014-01-01,102.068,101.13,96.36433333333333,107.705,113.4435,95.025,102.182,96.649,90.747,108.909,95.776,96.891,86.911,97.457,100.0845,98.765,91.626,109.789,142.721,104.896,97.075,95.84,95.743,95.37,96.948,96.852,95.941,97.87700000000001,97.783,96.509,93.136,90.742,99.718,114.229,100.683,101.772,97.456,95.454,103.498,99.84,119.728,107.493,96.978,96.14,97.629,96.696,93.132,114.816,96.782,88.992,93.03,106.972,97.34,94.315,94.842,97.011
2014-04-01,102.349,101.573,96.83933333333334,106.981,114.1045,95.464,102.199,97.057,91.124,108.692,96.266,97.27,88.035,97.659,101.58500000000001,99.83,92.556,108.436,141.639,105.002,97.417,96.343,96.25,95.776,97.34,97.249,96.309,98.00999999999999,98.066,96.802,93.72,91.397,99.974,113.202,100.29,101.657,97.724,96.078,103.981,100.039,118.009,106.425,97.429,96.648,97.811,97.129,93.528,113.918,96.446,89.203,93.604,106.281,97.642,95.585,95.427,97.727
2014-07-01,102.236,101.756,97.40233333333333,106.597,112.782,95.654,102.059,97.513,91.408,107.887,96.684,97.619,88.941,98.187,101.98349999999999,100.498,93.291,108.015,137.649,104.791,97.911,96.762,96.68,96.228,97.69,97.608,96.729,98.25466666666667,98.594,97.114,94.203,91.972,100.138,112.04,100.235,102.0,98.094,96.669,103.852,100.295,116.231,105.901,97.699,96.966,98.013,97.394,93.734,112.552,96.628,90.788,94.078,105.854,98.161,96.957,95.786,97.941
2014-10-01,101.866,101.765,97.49066666666666,105.803,105.428,95.163,102.054,97.642,93.447,106.783,96.706,97.566,89.422,98.388,102.021,100.971,94.091,107.339,122.307,103.479,97.908,96.8,96.727,96.447,97.653,97.58,96.936,98.30799999999999,98.882,97.086,94.515,92.495,100.031,110.752,100.096,101.805,98.126,96.945,102.303,100.503,114.359,104.573,98.379,97.361,98.047,97.265,93.73,111.079,96.805,90.962,94.468,105.399,98.075,97.996,96.621,98.394
2015-01-01,101.1,101.594,96.93400000000001,105.048,96.61500000000001,95.988,101.949,97.452,93.866,105.814,96.693,97.209,89.838,98.628,101.93,101.143,94.722,106.401,98.85,101.343,97.278,96.742,96.675,96.519,97.254,97.185,96.945,98.43033333333334,98.854,97.002,94.826,93.129,99.831,109.597,100.761,101.549,97.934,96.756,99.522,100.648,112.777,103.638,99.362,97.576,98.256,96.829,94.144,109.846,98.568,91.556,94.784,104.582,97.174,97.949,96.776,98.022
2015-04-01,100.921,101.056,97.371,105.107,101.904,96.801,101.731,97.641,94.575,104.948,97.27,97.601,90.841,98.599,101.378,100.842,95.064,106.543,105.126,101.871,97.728,97.302,97.243,96.939,97.631,97.572,97.281,98.35433333333333,98.756,97.312,95.279,93.652,99.623,108.617,100.936,102.378,98.127,96.94,100.271,100.487,111.614,102.568,99.677,97.902,98.355,97.312,94.951,109.319,99.438,92.017,95.248,103.703,97.783,97.475,96.934,98.014
2015-07-01,100.924,100.651,97.47166666666668,104.47,100.273,96.788,101.293,97.73,95.083,104.031,97.509,97.788,91.531,98.649,101.7505,101.321,95.612,105.351,103.271,101.612,97.8,97.536,97.482,97.225,97.813,97.763,97.505,98.43599999999999,98.778,97.631,95.759,94.313,99.554,106.897,100.806,102.294,98.162,97.108,100.192,100.328,109.34,101.911,99.677,97.836,98.661,97.565,95.416,108.322,99.148,92.832,95.729,103.746,97.845,97.803,97.254,98.026
2015-10-01,100.724,100.352,97.28533333333333,103.841,95.1905,97.295,101.022,97.611,95.698,103.269,97.512,97.658,91.733,98.454,101.5745,101.258,96.469,104.658,92.74,100.573,97.519,97.527,97.477,97.321,97.672,97.627,97.571,98.22733333333333,98.524,97.764,96.106,94.844,99.21,105.265,100.001,101.638,97.988,97.068,98.955,99.916,107.168,100.919,100.222,98.038,99.035,97.49,95.594,107.998,97.771,93.41,96.088,103.333,97.467,97.648,97.888,97.848
2016-01-01,100.295,100.088,96.95100000000001,103.336,88.755,97.976,100.624,97.503,96.457,102.123,97.468,97.541,93.108,98.116,101.108,100.913,97.13,104.327,82.107,99.518,96.99,97.468,97.428,97.464,97.541,97.504,97.664,98.03066666666666,98.108,97.964,96.639,95.395,99.046,104.015,99.226,101.441,97.753,97.145,97.636,99.371,105.526,101.47,100.062,98.394,99.155,97.538,96.184,106.24,96.351,93.8,96.631,103.008,96.685,97.137,98.104,98.528
2016-04-01,100.766,100.024,97.57133333333333,103.017,93.42500000000001,99.218,100.277,98.022,97.292,101.764,98.104,98.116,94.733,98.435,100.7755,100.307,97.604,103.637,89.432,99.96,97.642,98.108,98.077,98.025,98.121,98.091,98.18,98.51466666666666,98.46,98.312,97.332,96.184,98.999,103.487,99.507,101.731,98.28,97.651,98.442,99.434,104.811,102.187,99.589,98.58,99.539,98.157,97.289,104.765,97.125,95.002,97.331,102.419,97.416,97.696,97.855,98.873
2016-07-01,100.477,99.896,97.99266666666666,101.963,92.2945,98.453,100.035,98.404,97.775,101.002,98.372,98.42,96.016,98.57,99.86500000000001,99.786,98.209,102.144,88.205,99.566,97.976,98.372,98.349,98.443,98.42,98.399,98.535,98.66666666666667,98.57,98.788,98.013,97.127,99.187,101.964,99.225,101.328,98.629,98.082,98.368,99.208,102.749,100.971,99.868,99.359,99.858,98.496,97.766,103.236,97.22,96.382,98.002,101.779,97.722,97.587,98.415,98.973
2016-10-01,100.89,99.172,98.51433333333334,101.031,96.87700000000001,98.526,99.889,98.891,98.803,100.13,98.886,98.885,96.894,99.077,99.388,99.516,98.853,101.5,94.82,99.797,98.456,98.884,98.869,98.897,98.883,98.873,98.929,99.08766666666668,99.06,99.161,98.542,98.011,99.141,100.761,99.852,100.734,99.016,98.709,99.175,99.507,101.363,100.843,99.897,99.523,99.924,98.947,97.977,101.129,98.66,97.61,98.554,101.542,98.198,98.251,99.348,98.831
2017-01-01,100.549,99.818,99.214,100.952,98.64949999999999,99.151,100.081,99.36,99.763,100.287,99.392,99.45,97.849,99.41,99.8415,99.751,99.335,101.795,100.707,100.331,99.2,99.389,99.38,99.409,99.447,99.44,99.422,99.38366666666667,99.394,99.425,99.124,98.802,99.535,100.572,99.686,100.598,99.486,99.178,100.015,99.723,100.859,100.649,99.63,99.831,100.044,99.524,99.167,100.882,98.768,98.338,99.152,100.86,99.104,99.083,100.232,99.597
2017-04-01,100.082,99.78,99.49666666666667,100.353,96.8935,99.885,100.036,99.682,100.111,99.887,99.653,99.707,99.538,99.914,99.9595,99.982,99.759,100.625,95.035,99.712,99.432,99.656,99.654,99.72,99.71,99.708,99.766,99.73766666666666,99.925,99.791,99.711,99.6,99.87,100.097,100.083,100.329,99.69,99.67,99.387,100.019,100.219,100.358,99.885,99.882,99.862,99.724,99.614,100.155,99.543,99.553,99.729,100.734,99.283,99.883,100.204,99.969
2017-07-01,99.909,99.876,100.13266666666668,99.481,100.5375,100.547,99.974,100.12,100.463,99.921,100.176,100.12,100.601,100.259,99.988,100.073,99.984,99.124,97.978,99.744,100.148,100.174,100.178,100.141,100.118,100.12,100.153,100.202,100.249,100.064,100.219,100.402,100.068,99.843,100.053,99.376,100.064,100.201,99.875,100.138,99.831,99.292,100.102,100.252,100.008,100.076,100.424,100.033,100.376,100.672,100.23,99.566,100.164,100.588,99.965,99.86
2017-10-01,99.459,100.526,101.157,99.213,103.9195,100.417,99.909,100.838,99.663,99.905,100.779,100.723,102.011,100.417,100.211,100.193,100.922,98.457,106.28,100.213,101.221,100.78,100.788,100.729,100.725,100.732,100.659,100.67666666666666,100.432,100.72,100.946,101.196,100.527,99.488,100.178,99.697,100.76,100.951,100.723,100.121,99.091,99.702,100.382,100.035,100.087,100.676,100.795,98.929,101.314,101.436,100.89,98.84,101.448,100.447,99.599,100.574
2018-01-01,100.104,100.704,102.35366666666665,99.091,104.6985,100.946,99.8,101.798,100.559,99.608,101.43,101.477,103.767,100.948,100.5035,100.385,101.44,98.763,111.215,100.748,102.399,101.428,101.442,101.449,101.475,101.491,101.374,101.32433333333334,100.941,101.136,101.725,101.998,101.178,98.633,100.625,99.989,101.709,101.928,101.6,100.182,97.841,99.512,100.142,100.457,101.066,101.38,101.442,97.913,102.776,103.643,101.674,98.157,102.759,100.249,99.958,100.932
2018-04-01,101.306,100.641,103.18766666666666,98.844,106.71449999999999,101.444,99.749,102.497,100.901,99.504,102.149,102.068,104.9,101.451,100.45949999999999,100.311,102.262,99.434,113.867,101.012,103.315,102.14,102.158,102.138,102.059,102.081,101.979,102.07333333333334,101.405,101.728,102.399,102.743,101.79,97.799,100.842,99.858,102.435,102.585,102.132,100.335,96.694,98.993,100.497,100.68,101.396,101.912,101.798,96.897,103.418,105.421,102.333,97.856,103.807,100.691,100.091,101.516
2018-07-01,99.415,100.815,103.91399999999999,98.363,107.64349999999999,101.777,100.162,103.027,101.46,99.16,102.59,102.492,105.947,101.839,100.57300000000001,100.536,102.542,98.591,115.979,100.84,104.095,102.586,102.607,102.597,102.487,102.517,102.399,102.50666666666666,101.822,102.026,102.985,103.426,102.325,97.399,100.676,99.935,102.986,103.085,102.121,100.556,96.06,97.793,101.791,100.492,102.049,102.254,102.46,96.326,103.518,106.43,102.917,97.306,104.739,101.122,100.786,102.35
2018-10-01,99.712,100.551,104.706,98.235,106.1385,101.173,99.974,103.778,102.427,98.61,103.016,102.877,106.819,102.035,100.6785,100.838,103.016,99.323,112.962,100.644,104.664,103.005,103.03,103.098,102.866,102.903,102.837,103.021,101.987,102.57,103.633,104.288,102.649,96.398,100.184,100.283,103.438,104.272,101.889,100.637,94.764,96.13,102.662,100.33,102.309,102.642,102.876,95.624,103.405,107.065,103.58,96.433,105.197,102.633,100.425,103.551
2019-01-01,99.115,100.172,105.40966666666667,98.462,102.014,101.573,100.151,104.731,103.26,98.009,103.335,103.111,106.711,102.547,101.5975,101.582,104.229,100.193,103.689,100.215,104.709,103.332,103.358,103.506,103.109,103.154,103.198,103.55233333333332,102.541,102.918,104.128,105.065,103.159,95.818,100.662,101.25,103.523,106.532,101.118,101.126,94.108,95.326,103.761,100.482,102.631,102.851,103.439,94.923,104.533,107.667,104.089,96.221,104.686,103.734,100.591,103.6
2019-04-01,98.801,98.659,104.783,97.95,105.405,102.532,100.197,104.034,103.496,96.319,103.861,103.6,108.07,102.968,101.2735,101.365,105.082,99.962,112.935,100.694,104.934,103.855,103.889,104.038,103.595,103.66,103.59,103.75666666666666,102.945,103.418,104.768,105.909,103.401,94.887,101.065,100.84,103.931,104.17,102.114,101.552,93.408,96.559,103.951,100.73,102.518,103.426,103.946,93.269,105.036,108.065,104.712,96.403,105.473,104.953,101.714,103.904
2019-07-01,99.34,97.644,104.96033333333332,97.37,103.73400000000001,102.533,99.988,104.131,104.625,96.054,104.209,103.85,108.637,103.182,101.547,101.415,105.6,99.861,109.302,100.334,105.226,104.196,104.226,104.404,103.839,103.909,103.926,103.91300000000001,103.124,103.864,105.286,106.661,103.701,94.121,100.965,100.477,104.186,104.036,101.87,101.598,92.743,96.009,104.266,100.969,102.938,103.675,104.171,92.07,105.047,108.932,105.256,96.158,105.887,105.755,101.467,104.059
2019-10-01,98.033,96.404,105.51333333333334,96.961,104.449,102.742,99.591,104.51,104.768,94.178,104.566,104.201,108.48,103.15,102.0735,101.751,105.809,99.007,112.283,100.463,105.752,104.543,104.581,104.733,104.179,104.271,104.246,104.04633333333334,103.037,104.551,105.85,107.389,103.916,93.22,100.251,100.81,104.628,104.328,102.288,101.347,91.98,95.637,104.49,101.553,103.42,104.083,105.262,91.132,104.781,109.736,105.802,94.778,106.506,106.603,100.83,105.013
2020-01-01,97.484,96.042,106.32933333333334,96.766,101.61099999999999,103.29,99.648,104.826,104.954,93.587,105.012,104.639,109.313,103.503,102.757,102.585,106.606,99.47,106.625,100.166,106.725,105.001,105.043,105.3,104.63,104.732,104.771,104.21600000000001,103.46,105.013,106.499,108.213,104.261,92.904,100.559,101.483,104.875,104.754,101.935,101.62,91.688,94.276,104.707,101.769,104.239,104.404,105.846,90.027,106.04,110.378,106.429,94.026,107.881,107.312,101.174,104.526
2020-04-01,91.727,96.364,106.29733333333333,95.906,88.196,104.74,99.812,104.893,104.526,94.308,104.708,104.422,107.672,103.869,105.91999999999999,105.912,106.256,99.694,81.344,98.728,106.664,104.651,104.694,105.138,104.368,104.461,104.696,104.44600000000001,103.562,106.063,106.641,108.842,104.182,92.565,101.739,100.738,104.671,105.202,100.203,102.043,91.073,93.394,104.907,101.826,104.417,103.988,106.308,88.337,108.479,110.553,106.542,93.854,107.74,106.869,102.604,101.927
2020-07-01,92.903,96.454,107.19099999999999,96.94,94.01599999999999,103.107,99.482,105.466,104.727,94.003,105.591,105.238,109.64,104.376,105.68549999999999,105.491,107.598,101.419,90.758,99.696,107.675,105.574,105.631,105.96,105.223,105.329,105.481,104.89999999999999,104.306,106.886,107.449,109.354,104.475,92.544,102.004,102.63,105.415,105.554,101.136,101.977,91.006,93.101,104.93,102.195,105.031,104.832,106.209,88.573,109.821,113.086,107.322,93.34,109.033,106.667,100.462,101.794
2020-10-01,93.185,96.206,108.26066666666667,97.678,95.3765,103.627,98.871,106.253,105.287,93.392,106.304,105.868,110.468,104.967,106.494,105.579,108.536,102.222,93.322,100.033,108.801,106.293,106.358,106.636,105.857,105.976,106.101,105.50933333333334,104.925,107.29,108.051,109.907,104.91,92.259,103.276,105.115,106.187,106.364,101.242,102.172,90.709,91.907,104.807,101.705,105.279,105.34,107.263,88.369,112.441,115.022,107.928,93.361,110.37,106.309,97.512,103.265
2021-01-01,94.021,96.805,109.798,98.012,105.03649999999999,104.859,99.444,107.069,107.592,93.858,107.673,107.08,112.811,105.689,107.3555,105.965,109.482,102.405,110.528,101.395,110.608,107.645,107.71,107.744,107.054,107.181,107.114,106.07333333333334,105.565,108.775,109.079,110.522,106.09,92.274,102.46,105.01,107.31,106.757,103.212,102.121,90.454,92.068,104.947,102.061,105.725,106.529,107.383,89.334,112.617,118.282,109.022,91.259,112.819,106.435,98.906,103.57
2021-04-01,95.249,97.239,111.35466666666667,101.241,111.1935,106.073,98.72,108.223,110.986,95.449,109.342,108.652,115.409,106.711,108.01650000000001,106.881,111.599,104.83,118.847,103.536,112.411,109.278,109.335,109.292,108.592,108.717,108.589,107.43799999999999,106.373,109.211,110.373,111.565,107.876,92.239,102.573,111.791,108.561,107.784,104.692,102.198,90.205,93.719,106.531,102.518,106.369,108.188,109.098,90.15,112.742,122.449,110.409,91.198,115.044,108.02,91.957,107.725
2021-07-01,95.992,98.275,112.82433333333334,103.574,116.85900000000001,107.524,99.993,109.501,114.536,96.82,111.035,110.225,117.213,108.537,109.706,108.702,114.584,106.752,126.289,105.38,114.038,110.931,110.992,110.798,110.126,110.252,110.027,108.98533333333334,107.978,109.584,111.574,112.725,109.949,92.439,102.833,117.149,109.811,109.097,106.249,103.279,90.028,94.501,108.72,102.72,107.218,109.681,110.346,90.518,113.467,126.817,111.708,90.839,116.893,110.377,93.473,109.348
2021-10-01,97.866,98.769,114.37400000000001,105.978,124.8375,108.478,101.29,110.856,119.202,96.754,112.948,112.118,118.666,110.701,111.90899999999999,111.089,116.918,109.546,140.091,108.077,115.974,112.836,112.909,112.548,112.011,112.159,111.694,111.11866666666667,110.098,110.013,112.766,114.347,111.851,92.454,102.953,122.842,111.223,110.374,109.116,104.982,89.822,94.362,111.994,103.768,107.984,111.491,111.84,90.819,113.903,130.601,113.04,90.535,119.203,116.394,94.619,110.059
2022-01-01,99.826,100.732,116.30866666666667,108.287,136.917,110.365,103.189,112.633,121.122,98.111,115.272,114.347,120.495,113.302,115.0175,114.085,118.753,113.745,156.036,111.173,118.349,115.16,115.229,114.477,114.241,114.398,113.661,113.54933333333334,112.687,111.138,114.305,116.117,114.911,93.625,103.271,126.945,113.574,111.418,112.671,106.741,90.63,94.726,115.506,105.503,108.996,113.585,113.396,91.152,115.445,136.158,114.595,89.482,121.961,121.105,94.835,112.675
2022-04-01,100.448,101.473,119.04599999999999,108.6,152.85250000000002,112.862,105.425,114.685,124.453,98.026,117.899,116.737,121.462,115.969,119.219,117.997,120.899,115.826,179.72,113.982,121.678,117.76,117.844,116.547,116.606,116.792,115.589,116.03366666666666,115.217,111.531,115.937,118.496,117.514,93.888,103.868,127.018,116.175,112.763,116.92,108.815,90.679,94.697,119.367,106.84,109.897,115.672,114.686,90.717,116.341,140.999,116.3,89.539,126.102,126.195,99.436,119.584
2022-07-01,101.157,101.397,120.075,109.367,145.2355,114.073,107.073,116.184,127.077,97.542,119.202,118.087,122.461,117.947,123.07300000000001,121.642,122.683,116.759,164.16,114.669,122.369,119.073,119.168,118.054,117.965,118.173,117.002,117.75166666666667,117.237,112.453,117.577,121.276,118.888,93.948,104.215,128.2,117.295,114.753,117.563,110.544,90.803,95.859,122.95,108.636,111.059,117.014,115.92,90.843,116.577,143.964,117.982,89.865,126.283,131.25,102.732,121.797
2022-10-01,101.555,102.049,121.08366666666666,108.977,140.96949999999998,115.131,108.629,117.371,130.732,97.357,120.317,119.16,124.089,119.06,125.12299999999999,123.574,125.435,116.066,155.907,114.727,123.046,120.173,120.286,119.26,119.024,119.247,118.166,118.61533333333334,118.274,112.974,119.217,123.533,119.564,94.271,103.834,128.108,118.4,116.043,117.878,111.464,90.986,96.599,124.931,109.525,112.39,118.172,117.706,89.938,117.092,145.894,119.707,88.49,126.64,133.821,107.195,124.388
2023-01-01,102.615,102.692,121.72366666666666,108.853,136.392,117.135,110.488,118.61,134.026,97.308,121.379,120.115,125.048,120.094,126.8835,124.816,127.647,116.632,147.815,114.946,123.12,121.247,121.359,120.498,119.991,120.225,119.223,119.50266666666666,119.373,113.46,120.775,125.885,121.354,95.182,104.833,127.085,119.444,117.532,118.296,112.979,92.022,97.509,126.527,110.971,113.657,119.32,120.001,89.752,117.37,144.81,121.335,89.989,125.974,135.772,111.024,127.34
2023-04-01,103.52,101.641,122.08533333333332,108.768,133.02100000000002,119.038,110.531,119.635,135.785,96.322,121.992,120.629,126.482,120.055,125.7835,124.978,129.188,114.999,144.1,115.111,122.796,121.809,121.915,121.256,120.456,120.707,119.874,119.67033333333332,119.065,114.422,121.975,127.33,122.192,95.335,105.091,128.932,120.725,118.228,118.606,113.041,92.695,98.072,127.27,112.12,115.176,120.182,120.663,88.697,118.276,144.359,122.556,89.443,124.8,135.408,109.422,127.023
2023-07-01,103.886,101.377,123.43466666666666,107.589,138.3485,118.713,111.218,120.759,138.441,95.639,122.957,121.428,128.048,120.478,126.116,125.566,130.072,114.178,150.949,115.257,123.992,122.785,122.904,122.109,121.266,121.534,120.607,120.10700000000001,119.556,114.972,123.053,128.989,122.752,95.416,105.368,127.705,122.051,119.094,119.537,113.169,92.929,97.872,128.045,112.177,115.589,120.983,122.149,87.023,119.214,146.086,123.696,89.199,126.041,134.094,111.045,128.513
2023-10-01,103.205,101.6,124.24933333333333,106.713,133.9515,120.841,111.531,121.899,139.65,95.234,123.423,121.944,128.078,121.164,126.3135,125.975,131.111,112.842,146.077,114.807,124.406,123.247,123.37,122.824,121.778,122.056,121.187,120.58566666666667,120.214,115.736,124.029,130.728,122.934,95.509,105.686,127.34,123.507,119.824,119.339,113.643,92.967,97.257,128.233,112.703,115.907,121.48,123.488,85.952,119.797,147.689,124.68,89.047,126.006,135.21,111.904,130.035
2024-01-01,103.007,102.066,125.58266666666667,106.585,134.7235,123.268,112.583,122.967,140.949,95.732,124.348,122.86,131.176,121.444,126.61949999999999,126.64,132.485,112.611,142.712,114.659,125.555,124.168,124.29,123.766,122.691,122.974,122.143,121.02733333333333,120.484,116.858,125.67,132.722,124.21,96.366,105.962,126.53,124.662,120.782,119.181,114.02,94.012,96.206,129.058,112.598,117.15,122.507,125.096,86.764,120.441,147.527,126.309,88.732,127.205,134.513,113.273,130.992
2024-04-01,104.619,102.174,126.37666666666667,105.898,135.388,123.52,113.057,123.825,143.532,95.602,125.129,123.61,133.111,122.22,126.371,126.528,133.325,110.973,144.229,114.857,126.199,124.942,125.073,124.608,123.434,123.728,122.931,121.57933333333334,121.224,117.412,126.664,134.16,125.212,96.76,107.016,125.193,125.486,121.682,119.905,114.672,94.551,96.963,129.625,113.51,118.266,123.275,125.204,86.572,121.046,148.802,127.367,90.245,127.72,134.625,113.326,130.962
2024-07-01,104.563,102.113,127.14166666666667,105.266,131.041,124.006,113.744,124.576,145.816,94.999,125.739,124.214,134.914,123.185,126.4745,127.021,134.159,110.474,136.844,114.398,126.953,125.543,125.685,125.392,124.03,124.339,123.664,122.39566666666667,122.128,117.863,127.555,135.467,125.737,97.2,108.186,123.816,126.065,122.658,119.55,115.554,95.259,97.511,130.002,113.922,118.736,123.747,125.997,86.0,121.764,150.081,128.315,91.858,128.476,135.251,114.782,131.405
2024-10-01,104.365,102.603,127.889,105.243,129.1545,124.407,114.017,125.398,147.186,94.108,126.467,124.891,136.814,123.666,127.39750000000001,127.878,135.411,110.512,133.289,114.295,127.619,126.27,126.438,126.201,124.706,125.035,124.382,123.13733333333333,122.609,118.641,128.704,136.88,126.089,97.603,109.033,124.999,126.791,123.607,119.398,115.98,95.619,98.394,130.255,113.718,118.816,124.478,127.185,84.684,123.186,150.781,129.474,92.241,129.044,135.041,114.777,134.248
