Date,Average of GDP and GDI,Command-basis gross domestic product,Command-basis gross national product,Command-basis net domestic product,Command-basis net national product,Disposable personal income,Final sales to domestic purchasers,Final sales to private domestic purchasers,Gross domestic income (GDI),Gross domestic product (GDP),Gross domestic purchases,Gross national income,Gross national product,Net domestic income,Net domestic product,Net national product
2007-01-01,16685503.0,16450569.0,16500263.0,14035522.0,14085745.0,11995959.0,17303200.0,13998645.0,16759315.0,16611690.0,17321086.0,16804478.0,16656898.0,14356551.0,14206998.0,14250353.0
2007-04-01,16776727.0,16546285.0,16616590.0,14108512.0,14179505.0,12055316.0,17375342.0,14041685.0,16840141.0,16713314.0,17408621.0,16906107.0,16779317.0,14413539.0,14285162.0,14349571.0
2007-07-01,16752461.0,16642583.0,16777005.0,14183698.0,14319363.0,12075627.0,17446364.0,14097766.0,16695335.0,16809587.0,17461431.0,16826181.0,16940400.0,14244273.0,14359854.0,14489831.0
2007-10-01,16808391.0,16671111.0,16853383.0,14191982.0,14375743.0,12090326.0,17486839.0,14112491.0,16701591.0,16915191.0,17495776.0,16880978.0,17094507.0,14229019.0,14445041.0,14624050.0
2008-01-01,16767156.0,16529441.0,16698936.0,14028862.0,14199657.0,12141632.0,17432103.0,14050955.0,16691308.0,16843003.0,17404883.0,16857729.0,17009367.0,14197529.0,14350986.0,14516896.0
2008-04-01,16802074.0,16560987.0,16736458.0,14040981.0,14217645.0,12391597.0,17467413.0,14058080.0,16660856.0,16943291.0,17415040.0,16833438.0,17115757.0,14145980.0,14431653.0,14603715.0
2008-07-01,16747962.0,16436977.0,16631952.0,13898078.0,14094216.0,12152792.0,17335167.0,13900363.0,16641629.0,16854295.0,17298911.0,16834340.0,17046915.0,14107419.0,14322427.0,14514916.0
2008-10-01,16374448.0,16272938.0,16379671.0,13716209.0,13823794.0,12291354.0,17073883.0,13617795.0,16263547.0,16485350.0,16954628.0,16366615.0,16588350.0,13709811.0,13934010.0,14036034.0
2009-01-01,16146725.0,16205415.0,16340936.0,13638208.0,13774870.0,12282014.0,16875302.0,13382595.0,15995187.0,16298262.0,16677398.0,16127418.0,16430417.0,13429157.0,13735202.0,13866760.0
2009-04-01,16160043.0,16138702.0,16276470.0,13566328.0,13704977.0,12364247.0,16784102.0,13242876.0,16050941.0,16269145.0,16545256.0,16185483.0,16403628.0,13480193.0,13700180.0,13834128.0
2009-07-01,16221625.0,16155138.0,16359107.0,13578442.0,13783329.0,12214676.0,16877017.0,13325935.0,16116970.0,16326281.0,16624586.0,16318381.0,16527630.0,13541678.0,13752392.0,13953705.0
2009-10-01,16434942.0,16281190.0,16475767.0,13698743.0,13894043.0,12232605.0,16883214.0,13325571.0,16367131.0,16502754.0,16810340.0,16558994.0,16694572.0,13786709.0,13923210.0,14114903.0
2010-01-01,16519756.0,16346989.0,16573168.0,13758114.0,13984955.0,12306043.0,16931933.0,13388819.0,16456803.0,16582710.0,16907362.0,16680620.0,16806485.0,13869730.0,13996366.0,14220168.0
2010-04-01,16679187.0,16544949.0,16773384.0,13949031.0,14178052.0,12510578.0,17125385.0,13570719.0,16615213.0,16743162.0,17136593.0,16841212.0,16969116.0,14021110.0,14149691.0,14375643.0
2010-07-01,16869238.0,16685008.0,16903307.0,14080127.0,14298903.0,12578497.0,17194100.0,13663781.0,16866211.0,16872266.0,17297549.0,17081936.0,17087988.0,14263607.0,14269688.0,14485339.0
2010-10-01,16935513.0,16763857.0,16997432.0,14148017.0,14382019.0,12626116.0,17286457.0,13777856.0,16910162.0,16960864.0,17338171.0,17141393.0,17192079.0,14296239.0,14347151.0,14578354.0
2011-01-01,16924764.0,16679186.0,16921351.0,14050129.0,14292621.0,12753088.0,17284118.0,13817950.0,16928897.0,16920632.0,17293815.0,17168725.0,17160462.0,14301473.0,14293173.0,14533050.0
2011-04-01,17043624.0,16747612.0,16987102.0,14105387.0,14345043.0,12727814.0,17328194.0,13885309.0,17052134.0,17035114.0,17379836.0,17289207.0,17272193.0,14411295.0,14394208.0,14631323.0
2011-07-01,17059939.0,16775513.0,17039048.0,14118208.0,14381923.0,12795613.0,17416123.0,14021653.0,17088566.0,17031313.0,17377032.0,17350022.0,17292788.0,14432445.0,14374986.0,14636600.0
2011-10-01,17234276.0,16948560.0,17227306.0,14274749.0,14553700.0,12824419.0,17498294.0,14105890.0,17245970.0,17222583.0,17586096.0,17522750.0,17499372.0,14573535.0,14550058.0,14827027.0
2012-01-01,17478342.0,17079886.0,17341565.0,14389385.0,14651200.0,13021210.0,17647990.0,14269456.0,17589674.0,17367010.0,17714369.0,17848839.0,17626262.0,14901268.0,14677781.0,14937134.0
2012-04-01,17537386.0,17184089.0,17425934.0,14475312.0,14717320.0,13108717.0,17704492.0,14343419.0,17630248.0,17444525.0,17778588.0,17869339.0,17683682.0,14923361.0,14736979.0,14976166.0
2012-07-01,17474868.0,17244157.0,17486354.0,14516942.0,14759301.0,13004868.0,17727199.0,14371148.0,17480086.0,17469650.0,17804633.0,17719616.0,17709183.0,14753867.0,14743399.0,14982968.0
2012-10-01,17610359.0,17255855.0,17494684.0,14510403.0,14749187.0,13366760.0,17789567.0,14466075.0,17730866.0,17489852.0,17794881.0,17966932.0,17725998.0,14986220.0,14744639.0,14980820.0
2013-01-01,17695965.0,17437653.0,17663788.0,14671224.0,14897230.0,12837167.0,17888608.0,14595756.0,17729530.0,17662400.0,17950483.0,17952637.0,17885524.0,14963350.0,14896096.0,15119221.0
2013-04-01,17773235.0,17494013.0,17733505.0,14706387.0,14945857.0,12934442.0,17947355.0,14658671.0,17836798.0,17709671.0,18017487.0,18073351.0,17946265.0,15049610.0,14922201.0,15158830.0
2013-07-01,17856842.0,17653195.0,17903530.0,14845881.0,15096194.0,12979638.0,18031364.0,14758610.0,17853234.0,17860450.0,18167004.0,18100739.0,18107956.0,15046126.0,15053357.0,15300917.0
2013-10-01,17986093.0,17816206.0,18060381.0,14988214.0,15232476.0,12997522.0,18157791.0,14910295.0,17956040.0,18016147.0,18275391.0,18197106.0,18257198.0,15128407.0,15188664.0,15429750.0
2014-01-01,18014323.0,17739085.0,17984027.0,14889954.0,15135109.0,13149135.0,18222937.0,14989401.0,18074671.0,17953974.0,18274702.0,18316387.0,18195730.0,15226314.0,15105232.0,15347041.0
2014-04-01,18255584.0,17997236.0,18231875.0,15127185.0,15361952.0,13314492.0,18429948.0,15192054.0,18325257.0,18185911.0,18518689.0,18556392.0,18417088.0,15456003.0,15316302.0,15547490.0
2014-07-01,18471391.0,18225298.0,18483259.0,15332710.0,15590883.0,13439658.0,18634028.0,15374275.0,18535841.0,18406941.0,18732953.0,18790420.0,18661560.0,15644361.0,15515109.0,15769786.0
2014-10-01,18597753.0,18342521.0,18570642.0,15427382.0,15655767.0,13631343.0,18815867.0,15558654.0,18695476.0,18500031.0,18881812.0,18919887.0,18724503.0,15781738.0,15585740.0,15810194.0
2015-01-01,18743825.0,18573563.0,18802593.0,15636903.0,15866464.0,13818963.0,18943829.0,15666906.0,18821028.0,18666621.0,19109589.0,19046149.0,18891787.0,15886319.0,15731395.0,15956541.0
2015-04-01,18834276.0,18723312.0,18940438.0,15766224.0,15983715.0,13860572.0,19096436.0,15787368.0,18886309.0,18782243.0,19240817.0,19099448.0,18995404.0,15930491.0,15826182.0,16039290.0
2015-07-01,18887724.0,18813103.0,19031029.0,15834617.0,16052874.0,13937925.0,19238572.0,15912046.0,18918031.0,18857418.0,19354037.0,19131959.0,19071338.0,15940546.0,15879810.0,16093684.0
2015-10-01,18923996.0,18874479.0,19112653.0,15874156.0,16112644.0,14016837.0,19303586.0,15962791.0,18955786.0,18892206.0,19399700.0,19189986.0,19126370.0,15956234.0,15892556.0,16126718.0
2016-01-01,19035604.0,18992909.0,19212945.0,15970472.0,16190696.0,14130636.0,19454009.0,16082671.0,19069518.0,19001690.0,19511998.0,19285421.0,19217592.0,16047535.0,15979641.0,16195523.0
2016-04-01,19021302.0,19070016.0,19289895.0,16025138.0,16245118.0,14102140.0,19539183.0,16170359.0,18979895.0,19062709.0,19559022.0,19195648.0,19278443.0,15935132.0,16017979.0,16233699.0
2016-07-01,19151317.0,19195881.0,19419233.0,16128531.0,16351902.0,14181975.0,19680166.0,16296649.0,19104696.0,19197938.0,19677526.0,19323845.0,19417074.0,16037284.0,16130535.0,16349659.0
2016-10-01,19251401.0,19305029.0,19583403.0,16215261.0,16493644.0,14274209.0,19783305.0,16393779.0,19198450.0,19304352.0,19841333.0,19472634.0,19578522.0,16108583.0,16214487.0,16488652.0
2017-01-01,19376676.0,19387243.0,19661029.0,16274808.0,16548496.0,14422281.0,19917614.0,16537359.0,19355010.0,19398343.0,19923386.0,19624622.0,19667946.0,16242263.0,16285584.0,16555185.0
2017-04-01,19490535.0,19495271.0,19760202.0,16358743.0,16623700.0,14579572.0,20026126.0,16636289.0,19474121.0,19506949.0,20051486.0,19734613.0,19767433.0,16337498.0,16370333.0,16630816.0
2017-07-01,19615356.0,19669325.0,19977415.0,16508274.0,16816470.0,14681438.0,20145986.0,16751954.0,19569945.0,19660766.0,20202615.0,19873175.0,19963974.0,16408910.0,16499755.0,16802965.0
2017-10-01,19830327.0,19892885.0,20217441.0,16707653.0,17032184.0,14772454.0,20401301.0,16976861.0,19778303.0,19882352.0,20444235.0,20116733.0,20220855.0,16592896.0,16696924.0,17035428.0
2018-01-01,19983144.0,20033154.0,20343402.0,16821508.0,17131583.0,14927505.0,20566506.0,17135084.0,19922210.0,20044077.0,20602703.0,20245672.0,20367617.0,16710153.0,16831962.0,17155498.0
2018-04-01,20096278.0,20165666.0,20463013.0,16926121.0,17223279.0,15061420.0,20700613.0,17244616.0,20042080.0,20150476.0,20699464.0,20352289.0,20460755.0,16802123.0,16910432.0,17220701.0
2018-07-01,20257683.0,20293933.0,20555666.0,17026348.0,17287865.0,15220277.0,20800568.0,17317121.0,20239212.0,20276154.0,20898970.0,20513730.0,20550695.0,16971058.0,17007962.0,17282515.0
2018-10-01,20313828.0,20335132.0,20602172.0,17039953.0,17306714.0,15365341.0,20857282.0,17369247.0,20322781.0,20304874.0,20948916.0,20602549.0,20584632.0,17026866.0,17008985.0,17288732.0
2019-01-01,20479865.0,20475115.0,20758618.0,17151100.0,17434457.0,15554293.0,20938180.0,17401256.0,20528089.0,20431641.0,21050197.0,20824645.0,20728133.0,17203611.0,17107254.0,17403716.0
2019-04-01,20588534.0,20655439.0,20938190.0,17302821.0,17585408.0,15542915.0,21171184.0,17586134.0,20574793.0,20602275.0,21250281.0,20870756.0,20898257.0,17221837.0,17249289.0,17545244.0
2019-07-01,20766791.0,20914322.0,21183726.0,17532438.0,17801666.0,15647739.0,21409083.0,17783076.0,20690261.0,20843322.0,21478639.0,20973057.0,21126223.0,17308229.0,17461087.0,17743990.0
2019-10-01,20918571.0,21053305.0,21305375.0,17642687.0,17894428.0,15722810.0,21520285.0,17864729.0,20851695.0,20985448.0,21551251.0,21117324.0,21251168.0,17440801.0,17574291.0,17840038.0
2020-01-01,20708713.0,20766238.0,21025525.0,17328399.0,17587303.0,15825897.0,21294042.0,17597011.0,20724188.0,20693238.0,21257518.0,20996929.0,20965958.0,17286155.0,17255273.0,17527937.0
2020-04-01,18987072.0,19101069.0,19272012.0,15644597.0,15815470.0,17395333.0,19877242.0,16092150.0,18917527.0,19056617.0,19622346.0,19100787.0,19239970.0,15462536.0,15601510.0,15784667.0
2020-07-01,20348569.0,20608127.0,20807586.0,17132727.0,17331961.0,16778237.0,21175584.0,17456134.0,20148345.0,20548793.0,21279533.0,20360933.0,20761651.0,16673774.0,17073539.0,17286371.0
2020-10-01,20821135.0,20847655.0,21024127.0,17347801.0,17524096.0,16431389.0,21491635.0,17788461.0,20870578.0,20771691.0,21574075.0,21060742.0,20961787.0,17370494.0,17271778.0,17461895.0
2021-01-01,21072213.0,21163834.0,21335208.0,17638028.0,17809004.0,18411663.0,21944823.0,18195118.0,21086047.0,21058379.0,21918808.0,21271272.0,21243585.0,17558634.0,17531060.0,17716320.0
2021-04-01,21375277.0,21519965.0,21639673.0,17964400.0,18083815.0,16975295.0,22432901.0,18728500.0,21361548.0,21389005.0,22294107.0,21495525.0,21523001.0,17804043.0,17831397.0,17965650.0
2021-07-01,21583000.0,21722413.0,21845382.0,18137677.0,18260441.0,16780248.0,22512014.0,18823113.0,21594579.0,21571421.0,22536661.0,21731929.0,21708756.0,18008189.0,17985104.0,18122689.0
2021-10-01,21946285.0,22120172.0,22264561.0,18507408.0,18651661.0,16590361.0,22698503.0,19013672.0,21932182.0,21960388.0,22944053.0,22091060.0,22119285.0,18318126.0,18346263.0,18505395.0
2022-01-01,21964536.0,22072261.0,22175246.0,18429721.0,18532675.0,16116797.0,22781771.0,19130261.0,22025223.0,21903850.0,23022063.0,22143039.0,22021580.0,18382123.0,18260973.0,18378983.0
2022-04-01,21964604.0,22130722.0,22268771.0,18457094.0,18595112.0,16042803.0,22882696.0,19246360.0,22009987.0,21919222.0,23011333.0,22162560.0,22071731.0,18336301.0,18245731.0,18398430.0
2022-07-01,22143495.0,22270930.0,22420605.0,18566109.0,18715844.0,16301966.0,22936539.0,19285772.0,22220205.0,22066784.0,23023414.0,22384476.0,22230945.0,18516002.0,18362795.0,18527126.0
2022-10-01,22196654.0,22461201.0,22580418.0,18726647.0,18845840.0,16452853.0,23013488.0,19312465.0,22143849.0,22249459.0,23177617.0,22277854.0,22383539.0,18410011.0,18515402.0,18649707.0
2023-01-01,22321016.0,22638635.0,22722029.0,18874174.0,18957545.0,16885337.0,23276193.0,19528812.0,22238596.0,22403435.0,23315297.0,22337158.0,22502116.0,18475123.0,18639575.0,18738558.0
2023-04-01,22447253.0,22791529.0,22878475.0,18997611.0,19084515.0,17025223.0,23426148.0,19651480.0,22355089.0,22539418.0,23459305.0,22457233.0,22641695.0,18562307.0,18746141.0,18848715.0
2023-07-01,22642549.0,23063051.0,23145927.0,19240928.0,19323726.0,17082816.0,23603469.0,19775636.0,22504166.0,22780933.0,23710430.0,22602433.0,22879401.0,18683230.0,18959061.0,19057858.0
2023-10-01,22873653.0,23236505.0,23314418.0,19387446.0,19465297.0,17216520.0,23808570.0,19946362.0,22786707.0,22960600.0,23887420.0,22880288.0,23054307.0,18938511.0,19111853.0,19205914.0
2024-01-01,23003266.0,23330257.0,23397248.0,19454775.0,19521652.0,17451796.0,23967057.0,20088133.0,22952986.0,23053545.0,24017247.0,23035857.0,23136488.0,19077785.0,19177932.0,19261258.0
2024-04-01,23145936.0,23507789.0,23556318.0,19601563.0,19650010.0,17497191.0,24131162.0,20222897.0,23067967.0,23223906.0,24242597.0,23132662.0,23288713.0,19162310.0,19317608.0,19382872.0
2024-07-01,23273015.0,23683756.0,23694359.0,19746814.0,19757405.0,17506381.0,24348487.0,20390738.0,23145736.0,23400294.0,24446854.0,23172987.0,23427729.0,19210006.0,19463652.0,19491687.0
2024-10-01,23471239.0,23835194.0,23897443.0,19868954.0,19931128.0,17588796.0,24527019.0,20539280.0,23400130.0,23542349.0,24575787.0,23478620.0,23620942.0,19434783.0,19576479.0,19655494.0
