Date,Average of GDP and GDI,Command-basis gross domestic product,Command-basis gross national product,Command-basis net domestic product,Command-basis net national product,Disposable personal income,Final sales to domestic purchasers,Final sales to private domestic purchasers,Gross domestic income (GDI),Gross domestic product (GDP),Gross domestic purchases,Gross national income,Gross national product,Net domestic income,Net domestic product,Net national product
1947-01-01,2168894.0,2207925.0,2216805.0,2024039.0,2033242.0,1475895.0,2130684.0,1573641.0,2155107.0,2182681.0,2110969.0,2169189.0,2196821.0,1973185.0,2001773.0,2016021.0
1947-04-01,2164684.0,2209553.0,2219389.0,2027513.0,2037731.0,1461568.0,2145709.0,1587300.0,2152475.0,2176892.0,2108470.0,2167121.0,2191585.0,1971927.0,1997290.0,2012114.0
1947-07-01,2163701.0,2210331.0,2220347.0,2029525.0,2039955.0,1500603.0,2161001.0,1600899.0,2154969.0,2172432.0,2104181.0,2169565.0,2187057.0,1975401.0,1993576.0,2008331.0
1947-10-01,2191064.0,2253125.0,2263847.0,2074527.0,2085697.0,1479486.0,2186627.0,1626037.0,2175676.0,2206452.0,2161460.0,2190947.0,2221790.0,1997326.0,2029354.0,2044854.0
1948-01-01,2236850.0,2276411.0,2288327.0,2098542.0,2110957.0,1507039.0,2210989.0,1642923.0,2234019.0,2239682.0,2210816.0,2250560.0,2256235.0,2057837.0,2063734.0,2080502.0
1948-04-01,2281230.0,2305368.0,2317878.0,2128303.0,2141338.0,1553784.0,2240241.0,1657677.0,2285769.0,2276690.0,2264672.0,2303119.0,2294013.0,2111389.0,2101928.0,2119498.0
1948-07-01,2288721.0,2319229.0,2331548.0,2142238.0,2155072.0,1579120.0,2246332.0,1656227.0,2287672.0,2289770.0,2279093.0,2305087.0,2307190.0,2112918.0,2115104.0,2132775.0
1948-10-01,2295869.0,2329269.0,2341490.0,2152228.0,2164973.0,1588002.0,2267855.0,1662956.0,2299374.0,2292364.0,2284786.0,2316804.0,2309778.0,2124602.0,2117295.0,2134959.0
1949-01-01,2257298.0,2292288.0,2303839.0,2113133.0,2125197.0,1556734.0,2259826.0,1646466.0,2253788.0,2260807.0,2236042.0,2270508.0,2277553.0,2076454.0,2083783.0,2100747.0
1949-04-01,2250266.0,2274534.0,2285674.0,2093908.0,2105547.0,1564437.0,2289615.0,1657082.0,2247403.0,2253128.0,2228304.0,2263729.0,2269468.0,2069086.0,2075070.0,2091609.0
1949-07-01,2267973.0,2302601.0,2313342.0,2122401.0,2133629.0,1574581.0,2294773.0,1659589.0,2259522.0,2276424.0,2259498.0,2275446.0,2292396.0,2080886.0,2098556.0,2114711.0
1949-10-01,2243195.0,2282583.0,2292139.0,2100488.0,2110477.0,1583531.0,2322158.0,1690622.0,2229038.0,2257352.0,2257063.0,2243735.0,2272116.0,2048030.0,2077632.0,2092520.0
1950-01-01,2332225.0,2371973.0,2382345.0,2192805.0,2203644.0,1705662.0,2362024.0,1733147.0,2318346.0,2346104.0,2350375.0,2333937.0,2361759.0,2140251.0,2169265.0,2185086.0
1950-04-01,2415802.0,2440788.0,2451849.0,2263232.0,2274793.0,1700659.0,2429571.0,1786451.0,2413923.0,2417682.0,2425848.0,2430423.0,2434182.0,2238661.0,2242591.0,2259296.0
1950-07-01,2508563.0,2535121.0,2548341.0,2359903.0,2373714.0,1721970.0,2534441.0,1885714.0,2505999.0,2511127.0,2537815.0,2525028.0,2530169.0,2333024.0,2338383.0,2357746.0
1950-10-01,2556623.0,2587767.0,2600780.0,2412643.0,2426258.0,1732476.0,2504398.0,1833007.0,2554032.0,2559214.0,2578494.0,2573084.0,2578279.0,2380989.0,2386411.0,2405794.0
1951-01-01,2580591.0,2626425.0,2638440.0,2450369.0,2462934.0,1734194.0,2574667.0,1853431.0,2567214.0,2593967.0,2608309.0,2585617.0,2612438.0,2392127.0,2420106.0,2438864.0
1951-04-01,2625704.0,2672564.0,2687189.0,2495654.0,2510973.0,1772842.0,2573987.0,1794864.0,2612511.0,2638898.0,2638182.0,2633536.0,2659989.0,2436502.0,2464140.0,2485638.0
1951-07-01,2675776.0,2721202.0,2736660.0,2543287.0,2559500.0,1792980.0,2647434.0,1806149.0,2658293.0,2693259.0,2679709.0,2680107.0,2715158.0,2481105.0,2517788.0,2540127.0
1951-10-01,2690417.0,2724083.0,2740542.0,2542567.0,2559820.0,1789803.0,2686257.0,1811766.0,2681678.0,2699156.0,2684196.0,2704545.0,2722073.0,2501962.0,2520291.0,2543690.0
1952-01-01,2713673.0,2749724.0,2765015.0,2565438.0,2581465.0,1789005.0,2715315.0,1820640.0,2699392.0,2727954.0,2718042.0,2721217.0,2749856.0,2516584.0,2546537.0,2568864.0
1952-04-01,2724616.0,2749815.0,2765193.0,2561279.0,2577396.0,1811778.0,2776874.0,1855278.0,2715431.0,2733800.0,2738981.0,2737398.0,2755812.0,2529180.0,2548448.0,2570880.0
1952-07-01,2747146.0,2781392.0,2796385.0,2589851.0,2605563.0,1848306.0,2769055.0,1842185.0,2740774.0,2753517.0,2775514.0,2762472.0,2775246.0,2551278.0,2564636.0,2586761.0
1952-10-01,2834453.0,2872354.0,2886979.0,2680383.0,2695709.0,1887925.0,2869851.0,1921486.0,2824964.0,2843941.0,2876130.0,2846469.0,2865493.0,2634809.0,2654702.0,2676633.0
1953-01-01,2885957.0,2925025.0,2939410.0,2730506.0,2745585.0,1910295.0,2929985.0,1954963.0,2875103.0,2896811.0,2928308.0,2896407.0,2918168.0,2682340.0,2705105.0,2726822.0
1953-04-01,2907155.0,2947413.0,2962851.0,2749039.0,2765226.0,1935233.0,2958954.0,1967404.0,2895104.0,2919206.0,2956265.0,2917470.0,2941622.0,2698423.0,2723702.0,2746519.0
1953-07-01,2889530.0,2932346.0,2945907.0,2728467.0,2742677.0,1925922.0,2947700.0,1964399.0,2876276.0,2902785.0,2934588.0,2896706.0,2923279.0,2673960.0,2701745.0,2722534.0
1953-10-01,2838677.0,2884309.0,2897970.0,2673522.0,2687829.0,1919427.0,2930126.0,1950437.0,2818509.0,2858845.0,2888072.0,2838895.0,2879321.0,2608851.0,2651117.0,2671874.0
1954-01-01,2834902.0,2865611.0,2880484.0,2649493.0,2665060.0,1929178.0,2911395.0,1950690.0,2824612.0,2845192.0,2872602.0,2846253.0,2866883.0,2610849.0,2632404.0,2654422.0
1954-04-01,2839005.0,2865296.0,2880122.0,2644845.0,2660368.0,1930997.0,2916968.0,1977145.0,2829704.0,2848305.0,2870261.0,2851266.0,2869911.0,2611891.0,2631382.0,2653302.0
1954-07-01,2867793.0,2903022.0,2918153.0,2680140.0,2695986.0,1951497.0,2942723.0,2013509.0,2855104.0,2880482.0,2899377.0,2876925.0,2902364.0,2634315.0,2660908.0,2683107.0
1954-10-01,2926241.0,2963877.0,2981249.0,2739775.0,2757973.0,1988983.0,2986347.0,2056151.0,2915631.0,2936852.0,2951869.0,2939723.0,2960994.0,2693647.0,2715887.0,2740448.0
1955-01-01,3008204.0,3053177.0,3071086.0,2829319.0,2848070.0,2021227.0,3045804.0,2108942.0,2995663.0,3020746.0,3038640.0,3020303.0,3045443.0,2773556.0,2799822.0,2824959.0
1955-04-01,3063375.0,3098864.0,3116492.0,2873114.0,2891568.0,2065971.0,3095184.0,2159237.0,3056840.0,3069910.0,3097980.0,3081263.0,3094362.0,2833611.0,2847298.0,2872170.0
1955-07-01,3104172.0,3141644.0,3159513.0,2913781.0,2932500.0,2104076.0,3134552.0,2190645.0,3096965.0,3111379.0,3133769.0,3121664.0,3136110.0,2871529.0,2886633.0,2911789.0
1955-10-01,3125326.0,3171196.0,3189530.0,2940511.0,2959737.0,2128597.0,3146899.0,2214189.0,3120584.0,3130068.0,3156611.0,3145765.0,3155271.0,2892063.0,2902008.0,2927649.0
1956-01-01,3120711.0,3159962.0,3180449.0,2924369.0,2945879.0,2150081.0,3141020.0,2209125.0,3123499.0,3117922.0,3143497.0,3150904.0,3145314.0,2890777.0,2884923.0,2912853.0
1956-04-01,3149569.0,3175404.0,3195610.0,2936236.0,2957467.0,2170454.0,3166727.0,2219767.0,3155445.0,3143694.0,3159397.0,3182684.0,3170906.0,2920024.0,2907673.0,2935406.0
1956-07-01,3149860.0,3177916.0,3198582.0,2934538.0,2956260.0,2181713.0,3165170.0,2223968.0,3158846.0,3140874.0,3152758.0,3186605.0,3168598.0,2919294.0,2900402.0,2928662.0
1956-10-01,3203287.0,3223758.0,3241681.0,2978444.0,2997297.0,2215462.0,3207168.0,2245800.0,3214005.0,3192570.0,3191797.0,3239154.0,3217670.0,2973057.0,2950503.0,2975994.0
1957-01-01,3217450.0,3253246.0,3274609.0,3005189.0,3027666.0,2222438.0,3235904.0,2257802.0,3221889.0,3213011.0,3212187.0,3250543.0,3241645.0,2977118.0,2967778.0,2996978.0
1957-04-01,3212554.0,3246804.0,3269964.0,2993795.0,3018166.0,2238099.0,3230988.0,2256788.0,3219137.0,3205970.0,3211272.0,3249541.0,3236337.0,2969654.0,2955800.0,2986811.0
1957-07-01,3235175.0,3274094.0,3296169.0,3017532.0,3040759.0,2249402.0,3258184.0,2275710.0,3232965.0,3237386.0,3245012.0,3262318.0,3266749.0,2979296.0,2983947.0,3013891.0
1957-10-01,3199965.0,3224520.0,3241727.0,2960056.0,2978156.0,2234375.0,3262411.0,2268500.0,3196037.0,3203894.0,3216416.0,3220447.0,3228322.0,2935184.0,2943455.0,2968195.0
1958-01-01,3122753.0,3150001.0,3167720.0,2876094.0,2894704.0,2214628.0,3199336.0,2217353.0,3124782.0,3120724.0,3149627.0,3149571.0,3145497.0,2854725.0,2850461.0,2875551.0
1958-04-01,3137664.0,3167164.0,3185241.0,2889141.0,2908126.0,2229995.0,3222433.0,2221323.0,3134104.0,3141224.0,3175299.0,3159206.0,3166350.0,2859593.0,2867075.0,2892524.0
1958-07-01,3210507.0,3252478.0,3269918.0,2974392.0,2992714.0,2279039.0,3266831.0,2257505.0,3207129.0,3213884.0,3246388.0,3231689.0,3238459.0,2931997.0,2939093.0,2963956.0
1958-10-01,3285377.0,3340048.0,3357332.0,3062680.0,3080848.0,2314044.0,3338131.0,2307890.0,3281723.0,3289032.0,3329861.0,3306185.0,3313510.0,3006698.0,3014376.0,3039130.0
1959-01-01,3351520.0,3395166.0,3412351.0,3117199.0,3135258.0,2327444.0,3397102.0,2368718.0,3350911.0,3352129.0,3387403.0,3375359.0,3376580.0,3076055.0,3077335.0,3102053.0
1959-04-01,3434975.0,3466679.0,3483924.0,3189035.0,3207157.0,2364977.0,3455381.0,2412740.0,3442283.0,3427667.0,3471902.0,3466887.0,3452233.0,3168797.0,3153436.0,3178267.0
1959-07-01,3422017.0,3468250.0,3486945.0,3187334.0,3206976.0,2361784.0,3490033.0,2437993.0,3413976.0,3430057.0,3461819.0,3439962.0,3456078.0,3135739.0,3152637.0,3178989.0
1959-10-01,3438560.0,3478458.0,3498397.0,3194662.0,3215605.0,2378605.0,3479458.0,2434320.0,3437288.0,3439832.0,3475760.0,3464595.0,3467137.0,3156877.0,3159548.0,3187243.0
1960-01-01,3515484.0,3564879.0,3584108.0,3281984.0,3302180.0,2406059.0,3504757.0,2469384.0,3513787.0,3517181.0,3540016.0,3540385.0,3543786.0,3233804.0,3237368.0,3264320.0
1960-04-01,3505732.0,3541695.0,3561358.0,3253879.0,3274523.0,2421621.0,3530507.0,2484808.0,3513218.0,3498246.0,3517092.0,3540310.0,3525305.0,3229493.0,3213774.0,3241195.0
1960-07-01,3514376.0,3555852.0,3576472.0,3264664.0,3286301.0,2426236.0,3529081.0,2466161.0,3513367.0,3515385.0,3526091.0,3541373.0,3543401.0,3225637.0,3227755.0,3256172.0
1960-10-01,3482293.0,3504928.0,3526703.0,3206867.0,3229699.0,2425231.0,3536496.0,2467789.0,3494307.0,3470278.0,3472509.0,3523574.0,3499492.0,3201341.0,3176137.0,3205800.0
1961-01-01,3497562.0,3532790.0,3555969.0,3231395.0,3255696.0,2448140.0,3543326.0,2462986.0,3501421.0,3493703.0,3496777.0,3532071.0,3524336.0,3204195.0,3196103.0,3227243.0
1961-04-01,3556780.0,3596327.0,3618337.0,3293205.0,3316275.0,2485330.0,3586683.0,2500391.0,3560538.0,3553021.0,3566906.0,3589995.0,3582462.0,3261452.0,3253573.0,3283454.0
1961-07-01,3619607.0,3666891.0,3689513.0,3362252.0,3385958.0,2518390.0,3628141.0,2521872.0,3617962.0,3621252.0,3637592.0,3648038.0,3651335.0,3316797.0,3320244.0,3350788.0
1961-10-01,3697999.0,3743328.0,3766519.0,3437326.0,3461625.0,2567495.0,3708970.0,2578312.0,3703710.0,3692289.0,3710168.0,3734478.0,3723033.0,3401676.0,3389712.0,3420940.0
1962-01-01,3753376.0,3812664.0,3835776.0,3504819.0,3529028.0,2592806.0,3760613.0,2609980.0,3748605.0,3758147.0,3782601.0,3779262.0,3788824.0,3443614.0,3453606.0,3484754.0
1962-04-01,3791223.0,3840750.0,3866288.0,3528856.0,3555595.0,2620784.0,3809643.0,2650425.0,3790298.0,3792149.0,3810063.0,3823435.0,3825291.0,3481963.0,3483902.0,3517620.0
1962-07-01,3833733.0,3887255.0,3913111.0,3571945.0,3599018.0,2634877.0,3853824.0,2671781.0,3828689.0,3838776.0,3859621.0,3862152.0,3872259.0,3516619.0,3527180.0,3561245.0
1962-10-01,3862496.0,3898037.0,3928150.0,3577389.0,3608919.0,2658270.0,3891625.0,2700364.0,3873571.0,3851421.0,3880481.0,3911197.0,3889003.0,3557848.0,3534657.0,3573000.0
1963-01-01,3900303.0,3937353.0,3965898.0,3612459.0,3642325.0,2681376.0,3903451.0,2722570.0,3907124.0,3893482.0,3916531.0,3943318.0,3929649.0,3586978.0,3572703.0,3609552.0
1963-04-01,3950596.0,3984025.0,4011463.0,3655260.0,3683967.0,2706043.0,3953177.0,2767268.0,3964010.0,3937183.0,3949778.0,3999188.0,3972307.0,3640546.0,3612476.0,3648222.0
1963-07-01,4020651.0,4070958.0,4098993.0,3740194.0,3769524.0,2735670.0,4041971.0,2811039.0,4017546.0,4023755.0,4042537.0,4053338.0,4059559.0,3690618.0,3697114.0,3733561.0
1963-10-01,4051297.0,4103147.0,4132167.0,3767852.0,3798189.0,2780210.0,4071320.0,2846847.0,4052446.0,4050147.0,4060996.0,4089247.0,4086938.0,3721210.0,3718807.0,3756273.0
1964-01-01,4127763.0,4185913.0,4217522.0,3848413.0,3881449.0,2834596.0,4145089.0,2911511.0,4119972.0,4135553.0,4136924.0,4159575.0,4175187.0,3785921.0,3802206.0,3842634.0
1964-04-01,4180756.0,4227676.0,4258044.0,3885792.0,3917527.0,2911035.0,4197038.0,2951091.0,4180920.0,4180592.0,4187129.0,4219339.0,4219011.0,3843427.0,3843085.0,3882230.0
1964-07-01,4243061.0,4291511.0,4322815.0,3945896.0,3978599.0,2948996.0,4256295.0,3004257.0,4240203.0,4245918.0,4251158.0,4279673.0,4285406.0,3898864.0,3904836.0,3945086.0
1964-10-01,4270005.0,4307682.0,4336704.0,3955884.0,3986198.0,2982565.0,4269205.0,3016460.0,4280964.0,4259046.0,4264770.0,4318205.0,4296243.0,3934624.0,3911727.0,3949572.0
1965-01-01,4369288.0,4418237.0,4451691.0,4064121.0,4099062.0,3017672.0,4357153.0,3098044.0,4376464.0,4362111.0,4389046.0,4418008.0,4403621.0,4027220.0,4012230.0,4054567.0
1965-04-01,4424758.0,4473511.0,4508071.0,4114272.0,4150364.0,3051732.0,4418279.0,3143503.0,4432292.0,4417225.0,4431596.0,4475046.0,4459951.0,4078039.0,4062306.0,4105898.0
1965-07-01,4505123.0,4568691.0,4600719.0,4205749.0,4239195.0,3135140.0,4517190.0,3204123.0,4494819.0,4515427.0,4537039.0,4535170.0,4555817.0,4135511.0,4157033.0,4198171.0
1965-10-01,4606302.0,4672104.0,4701080.0,4305444.0,4335693.0,3198311.0,4630969.0,3290781.0,4593146.0,4619458.0,4637951.0,4630655.0,4657017.0,4230008.0,4257479.0,4295647.0
1966-01-01,4712845.0,4790273.0,4820361.0,4420173.0,4451579.0,3229916.0,4720592.0,3355222.0,4693801.0,4731888.0,4762985.0,4732502.0,4770661.0,4326552.0,4366308.0,4405728.0
1966-04-01,4736559.0,4801822.0,4831957.0,4423536.0,4454983.0,3238486.0,4740391.0,3354800.0,4725072.0,4748046.0,4777478.0,4763886.0,4786897.0,4350605.0,4374582.0,4414069.0
1966-07-01,4772942.0,4849991.0,4879382.0,4465070.0,4495730.0,3278055.0,4803781.0,3385637.0,4757629.0,4788254.0,4833165.0,4795772.0,4826455.0,4375972.0,4407917.0,4446709.0
1966-10-01,4813638.0,4893705.0,4924613.0,4501905.0,4534141.0,3316465.0,4814521.0,3377531.0,4799739.0,4827537.0,4869441.0,4839336.0,4867186.0,4411258.0,4440245.0,4480532.0
1967-01-01,4849031.0,4941250.0,4971810.0,4542672.0,4574554.0,3366472.0,4865292.0,3379574.0,4827763.0,4870299.0,4913211.0,4867000.0,4909616.0,4431771.0,4476133.0,4516057.0
1967-04-01,4863810.0,4939866.0,4969425.0,4532515.0,4563354.0,3393192.0,4918797.0,3433410.0,4854332.0,4873287.0,4917789.0,4892718.0,4911708.0,4450885.0,4470656.0,4509630.0
1967-07-01,4912369.0,4988941.0,5021744.0,4575119.0,4609339.0,3425442.0,4956499.0,3455887.0,4905347.0,4919392.0,4969504.0,4947028.0,4961099.0,4495625.0,4510273.0,4552659.0
1967-10-01,4955649.0,5027900.0,5059752.0,4607297.0,4640517.0,3450452.0,5007206.0,3494185.0,4954821.0,4956477.0,5014421.0,4995594.0,4997252.0,4538881.0,4540608.0,4582006.0
1968-01-01,5042933.0,5131383.0,5164206.0,4706891.0,4741121.0,3507990.0,5118435.0,3576737.0,5028313.0,5057553.0,5123889.0,5070035.0,5099329.0,4607300.0,4637784.0,4680212.0
1968-04-01,5123098.0,5217170.0,5250672.0,4787907.0,4822839.0,3565717.0,5169326.0,3617824.0,5104163.0,5142033.0,5209119.0,5146691.0,5184632.0,4678061.0,4717534.0,4760804.0
1968-07-01,5177639.0,5254873.0,5289426.0,4818680.0,4854704.0,3577118.0,5243726.0,3683213.0,5173418.0,5181859.0,5246212.0,5217109.0,5225566.0,4741829.0,4750628.0,4795037.0
1968-10-01,5205315.0,5276340.0,5310521.0,4832426.0,4868053.0,3604797.0,5278565.0,3714448.0,5208418.0,5202212.0,5270757.0,5251899.0,5245681.0,4769793.0,4763325.0,4807473.0
1969-01-01,5271361.0,5363267.0,5397466.0,4914302.0,4949962.0,3613735.0,5340081.0,3768809.0,5259126.0,5283597.0,5359864.0,5302813.0,5327335.0,4814015.0,4839523.0,4883935.0
1969-04-01,5295366.0,5376441.0,5409269.0,4919598.0,4953826.0,3649115.0,5361246.0,3792149.0,5291107.0,5299625.0,5370807.0,5333525.0,5342059.0,4839035.0,4847914.0,4890951.0
1969-07-01,5330722.0,5412709.0,5443968.0,4949305.0,4981883.0,3723489.0,5391976.0,3818330.0,5326845.0,5334600.0,5407500.0,5367759.0,5375530.0,4868304.0,4876384.0,4917839.0
1969-10-01,5312115.0,5387710.0,5418937.0,4915501.0,4948043.0,3751967.0,5380637.0,3823929.0,5315674.0,5308556.0,5370646.0,5356562.0,5349430.0,4849037.0,4841621.0,4883004.0
1970-01-01,5290222.0,5378301.0,5410468.0,4898296.0,4931807.0,3791373.0,5390180.0,3838622.0,5279792.0,5300652.0,5357925.0,5321496.0,5342396.0,4804379.0,4826105.0,4868380.0
1970-04-01,5294445.0,5385641.0,5419129.0,4898905.0,4933787.0,3838128.0,5372347.0,3835881.0,5280726.0,5308164.0,5359635.0,5323581.0,5351075.0,4798433.0,4827004.0,4870482.0
1970-07-01,5340848.0,5427580.0,5460484.0,4935916.0,4970207.0,3899453.0,5420546.0,3875916.0,5324618.0,5357077.0,5407393.0,5367039.0,5399557.0,4837539.0,4871363.0,4914380.0
1970-10-01,5287143.0,5368203.0,5398106.0,4867682.0,4898848.0,3890124.0,5412112.0,3867390.0,5274615.0,5299672.0,5353004.0,5314011.0,5339114.0,4779171.0,4805286.0,4845125.0
1971-01-01,5411708.0,5515518.0,5551541.0,5015201.0,5052740.0,3967754.0,5473539.0,3942708.0,5379798.0,5443619.0,5492701.0,5425236.0,5489174.0,4882875.0,4949375.0,4995575.0
1971-04-01,5444003.0,5543370.0,5581604.0,5038297.0,5078132.0,4025541.0,5533707.0,4002060.0,5414946.0,5473059.0,5546206.0,5462518.0,5520736.0,4913662.0,4974207.0,5022607.0
1971-07-01,5489433.0,5584405.0,5618832.0,5075193.0,5111059.0,4046575.0,5575261.0,4041823.0,5460793.0,5518072.0,5583549.0,5504601.0,5561981.0,4955640.0,5015319.0,5059784.0
1971-10-01,5530424.0,5595327.0,5631655.0,5080768.0,5118624.0,4093754.0,5646065.0,4117223.0,5529815.0,5531032.0,5604283.0,5575699.0,5576918.0,5021811.0,5023080.0,5069594.0
1972-01-01,5621259.0,5696388.0,5734230.0,5179801.0,5219203.0,4112500.0,5738230.0,4197749.0,5609869.0,5632649.0,5717397.0,5657512.0,5680332.0,5099030.0,5122753.0,5171132.0
1972-04-01,5721133.0,5820367.0,5857669.0,5301480.0,5340334.0,4155218.0,5825926.0,4275987.0,5681795.0,5760470.0,5844055.0,5728907.0,5807722.0,5166546.0,5248518.0,5296434.0
1972-07-01,5794834.0,5874512.0,5915110.0,5349293.0,5391595.0,4236036.0,5865941.0,4338042.0,5774813.0,5814854.0,5887494.0,5825346.0,5865458.0,5254935.0,5296669.0,5348061.0
1972-10-01,5917830.0,5981363.0,6021975.0,5450963.0,5493273.0,4405825.0,6004218.0,4459347.0,5923440.0,5912220.0,5987607.0,5973954.0,5962715.0,5400263.0,5388574.0,5439830.0
1973-01-01,6043875.0,6121739.0,6169158.0,5586599.0,5635985.0,4439242.0,6123020.0,4561749.0,6029207.0,6058544.0,6127234.0,6086386.0,6115772.0,5500002.0,5530565.0,5588815.0
1973-04-01,6093370.0,6168610.0,6219332.0,5625455.0,5678262.0,4476707.0,6120175.0,4568062.0,6062234.0,6124506.0,6164283.0,6122703.0,6185083.0,5524519.0,5589399.0,5651124.0
