Date,Agricultural,Agricultural equipment,"Agricultural foods, feeds, and beverages",Air Transport,"Apparel, footwear, and household goods",Automotive vehicles,"Automotive vehicles, engines, and parts","Building materials, excluding metals and products",Business,"Capital goods and related parts, except automotive",Charges for the use of intellectual property n.e.c.,Chemicals,"Civilian aircraft, engines, and parts",Complete civilian aircraft,"Computer accessories, peripherals, and parts",Computer services,"Computers, peripherals, and parts",Construction services,"Consumer goods, except food and automotive","Dairy, meat products, and poultry",Durable goods,Education related,Electrical equipment and parts n.e.c.,Engines and parts for civilian aircraft,"Engines, parts, bodies, and chassis","Expenditure of seasonal, border, and other short-term workers",Exports of agricultural goods,Exports of capital goods less selected parts,Exports of durable goods,Exports of goods,Exports of goods and services,Exports of nonagricultural goods,Exports of nondurable goods,Exports of services,Financial intermediation services indirectly measured,Financial services,"Financial services, excluding financial intermediation services indirectly measured","Foods, feeds, and beverages",Freight,"Fuels, fuel materials, and electric energy",Furniture and household items,Government goods and services n.e.c.,"Grains, vegetables, fruits, nuts, and preparations",Health related,Home entertainment and recreational equipment and materials,Household and kitchen appliances,Household goods,Imports of capital goods less selected parts,Imports of durable goods,Imports of goods,Imports of goods and services,Imports of nondurable goods,Imports of nonpetroleum goods,Imports of services,Industrial equipment,Industrial supplies and materials,Information services,Insurance services,Laboratory testing and control instruments,Maintenance and repair services,"Medicinal, dental, and pharmaceutical preparations, including vitamins",Metals and products,Net exports of goods under merchanting,Nonagricultural,"Nonagricultural foods, feeds, and beverages",Nondurable goods,"Nondurable goods, excluding petroleum and products","Oil drilling, mining, and construction equipment",Other,"Other agricultural foods, feeds, and beverages",Other business services,Other business travel,Other durable consumer goods,Other durable goods n.e.c.,"Other household goods, including cellular telephones",Other modes of transport,Other nondurable consumer goods,Other nondurable goods,Other nondurable goods n.e.c.,Other nonmetals,Other other business services,Other other nondurable goods n.e.c.,Other personal travel,Passenger,Personal,Personal computers and mainframes,"Personal, cultural, and recreational services",Petroleum and products,Port,"Scientific, hospital, and medical equipment and parts",Sea Transport,Semiconductors and related devices,Telecommunications equipment,Telecommunications services,"Telecommunications, computer, and information services",Transport,Transportation equipment,Travel (for all purposes including education)
2014-01-01,97.167,114.378,92.2065,97.824,98.619,92.21600000000001,90.1175,85.58449999999999,101.2355,91.31899999999999,95.56450000000001,94.194,101.4705,113.0615,91.606,67.36850000000001,89.571,132.539,88.121,98.824,89.23175,69.9265,89.5635,96.126,89.227,89.5355,96.567,95.448,97.62,93.216,93.382,92.805,86.125,93.746,139.3195,110.99449999999999,105.4585,92.80449999999999,100.029,92.637,92.3665,109.757,92.1765,85.2875,97.394,93.161,76.219,73.78,82.565,86.982,87.323,95.228,85.383,89.122,98.8565,90.56649999999999,84.86099999999999,96.10249999999999,88.0315,83.577,85.3685,96.875,131.3,94.792,97.709,90.7705,95.041,134.446,95.922875,87.10849999999999,90.15350000000001,103.643,95.2445,83.707,69.965,100.709,93.322,82.114,85.5,91.756,82.1155,81.8,82.839,95.013,79.4375,86.5355,71.09700000000001,82.195,99.45925,87.259,99.124,79.6535,60.556,130.89100000000002,82.0055,98.242,121.667,83.3885
2014-04-01,94.11500000000001,113.8925,92.062,91.9185,99.2865,99.59299999999999,95.124,90.158,101.24549999999999,93.489,93.4665,99.16149999999999,104.4925,117.6705,91.1585,71.1185,89.606,152.1115,91.831,101.03,93.14625000000001,71.536,92.7755,97.91749999999999,91.9335,89.984,89.568,97.142,99.877,95.665,95.399,96.322,88.808,94.849,132.8105,114.2925,110.20150000000001,92.452,100.674,91.4015,95.3595,100.908,92.30850000000001,87.01650000000001,99.838,92.6225,80.56200000000001,77.953,86.594,89.418,89.312,95.02,88.983,88.936,100.444,92.58699999999999,88.44,98.601,92.17349999999999,89.75,91.2305,100.84450000000001,112.494,96.9485,101.1105,92.923,96.664,139.2145,96.635125,88.018,92.492,103.373,98.69550000000001,85.6695,75.64699999999999,100.045,95.0265,84.944,86.453,93.5595,82.92500000000001,84.767,86.1045,86.864,82.334,87.5255,71.1465,84.344,99.174,89.83600000000001,97.8345,81.66,62.5235,133.84,85.545,93.7625,132.3775,85.7315
2014-07-01,93.35900000000001,114.1625,89.08449999999999,89.642,99.92,100.75399999999999,97.2865,93.9185,101.88650000000001,95.01650000000001,94.1545,100.3455,107.247,123.74350000000001,92.5675,72.3185,90.312,84.161,90.9805,98.2005,92.83975,74.1,94.233,99.878,95.5675,90.917,85.944,99.592,101.432,96.618,95.793,97.791,88.908,94.075,128.933,109.06,104.99549999999999,89.824,100.9985,83.01,97.51050000000001,102.925,88.9325,88.81049999999999,97.321,95.431,81.935,79.529,87.213,89.64,89.48,94.549,89.458,88.864,101.758,93.106,94.136,98.44200000000001,91.74549999999999,95.62100000000001,92.081,102.03450000000001,182.14,96.7225,98.64150000000001,93.27325,96.39750000000001,137.88049999999998,97.634125,86.4785,91.5535,104.0745,93.4095,88.64,76.432,101.2935,94.1885,89.718,88.028,94.1,84.056,89.127,86.1235,83.982,82.961,86.85849999999999,73.8715,85.59649999999999,99.8565,90.646,98.82050000000001,83.438,67.239,130.1485,86.346,92.4945,136.857,86.361
2014-10-01,95.016,102.1705,94.43,93.857,101.15549999999999,98.68450000000001,96.3065,95.99199999999999,101.60149999999999,95.5915,93.9035,96.812,103.374,113.221,94.62700000000001,71.9445,92.84899999999999,94.934,93.16,105.918,95.91875,75.6515,94.63749999999999,97.619,95.14699999999999,92.3895,95.117,98.556,101.475,97.425,96.587,97.674,90.804,94.857,127.244,106.394,102.26050000000001,94.82849999999999,105.74225,93.14150000000001,96.483,102.4505,95.978,90.021,97.43100000000001,96.6445,85.95,80.387,89.826,91.92,91.829,96.241,91.434,91.567,101.305,94.34,94.33949999999999,99.1055,92.7495,97.46600000000001,91.825,105.7355,102.358,96.8425,98.9245,93.805,96.646,142.594,98.951125,86.2995,93.29499999999999,103.493,98.16,94.6785,81.94800000000001,107.5685,94.9165,97.186,92.068,94.42500000000001,88.3435,97.153,87.58,89.613,84.4785,90.4805,79.7995,85.8735,99.7015,90.0115,102.116,84.485,68.8805,128.91500000000002,85.6115,96.60849999999999,151.7745,87.536
2015-01-01,95.55000000000001,97.8685,94.654,91.7145,103.88749999999999,92.1735,92.518,94.3315,105.103,95.7175,88.049,95.82,108.6825,129.916,93.054,75.29599999999999,89.95400000000001,152.40550000000002,95.6155,103.0515,95.21725,78.2895,94.68299999999999,96.7175,93.5385,95.9195,94.818,96.74,98.271,95.575,95.823,95.657,91.047,96.292,122.93700000000001,107.482,104.241,95.0255,106.65174999999999,94.1575,99.156,105.219,95.995,91.699,96.95750000000001,94.3835,86.3035,83.583,91.363,93.943,93.196,99.144,93.655,89.964,100.44,94.4005,90.8745,92.548,92.7985,92.9615,99.792,102.80600000000001,151.95,96.083,96.989,96.7435,96.005,134.8065,98.544375,88.5185,93.038,106.994,99.0275,91.9205,82.2525,97.642,95.50049999999999,82.134,102.039,95.095,88.34,81.688,90.8015,87.13749999999999,87.455,87.35650000000001,76.842,87.845,96.58875,91.662,103.48349999999999,82.4145,73.95,120.3255,85.826,95.1935,131.90550000000002,90.604
2015-04-01,98.2305,100.95150000000001,96.2655,90.05250000000001,105.191,96.68100000000001,96.47900000000001,95.1095,106.73349999999999,95.7055,88.43,95.5355,107.4245,124.3825,94.49549999999999,78.99,90.4335,155.274,95.31299999999999,107.395,93.783,80.5635,95.345,98.497,97.3925,96.708,95.706,98.597,98.73,96.184,96.079,96.236,91.888,95.868,122.76599999999999,104.48,101.0195,96.136,98.09525,94.05,96.8515,105.735,96.14750000000001,93.23400000000001,97.3065,98.6385,85.3675,85.263,92.178,94.658,93.926,99.637,94.567,90.784,99.5215,93.75,89.32249999999999,91.165,89.857,94.48599999999999,103.619,99.6245,77.176,96.44800000000001,97.134,97.06425,96.63149999999999,122.1635,100.590625,92.29599999999999,92.44200000000001,108.8005,96.4615,97.47,80.5485,102.20400000000001,95.99600000000001,96.704,97.975,95.434,87.762,96.829,94.5995,86.9385,90.9255,85.17099999999999,82.30799999999999,86.6495,95.8665,92.8075,102.451,84.4885,79.122,119.694,88.054,93.8925,150.37849999999997,93.7515
2015-07-01,97.859,101.031,94.42500000000001,90.94800000000001,104.23,99.28649999999999,97.9215,95.53800000000001,106.9685,94.53450000000001,89.127,95.5295,104.7825,124.23400000000001,96.5835,79.721,93.5755,156.1285,96.35900000000001,104.4325,94.06625,83.298,94.811,95.173,97.3455,98.576,91.609,96.737,97.844,95.22,95.304,95.595,90.787,95.465,118.81099999999999,100.951,97.63550000000001,94.22900000000001,98.795,87.0565,96.8515,107.06899999999999,93.88300000000001,94.949,99.8755,98.9005,87.3575,86.403,92.984,95.135,94.567,99.442,94.963,92.157,97.9045,93.106,89.8945,91.8365,89.646,116.197,102.417,97.49549999999999,141.45,95.001,99.9495,96.976,95.27449999999999,105.024,100.3275,92.95349999999999,92.868,108.6635,95.96950000000001,98.743,83.06700000000001,92.6165,96.28450000000001,99.591,98.024,95.7595,88.057,99.323,94.97800000000001,87.844,91.963,88.5635,84.1275,86.441,93.0675,91.2385,101.63550000000001,85.4245,79.30449999999999,126.37800000000001,89.7805,93.99199999999999,132.64100000000002,94.64750000000001
2015-10-01,88.9435,101.176,95.90299999999999,96.1825,100.97999999999999,97.54249999999999,97.09100000000001,96.80799999999999,107.0735,94.325,90.15350000000001,92.435,106.66149999999999,125.376,95.73599999999999,81.134,92.1645,133.56799999999998,96.26249999999999,100.498,92.611,85.0925,93.1255,97.1325,97.057,100.70949999999999,91.918,97.191,96.839,94.668,95.174,94.955,90.973,96.144,112.0835,100.061,97.73400000000001,95.4965,96.31524999999999,88.9345,96.8065,99.572,96.971,94.764,97.1925,93.4975,85.547,87.527,92.742,94.935,94.834,99.324,94.724,94.446,95.5135,92.04599999999999,98.868,92.68549999999999,88.7125,114.8255,106.76650000000001,94.027,126.853,94.03299999999999,97.6865,97.05324999999999,93.5265,99.42,100.65225,93.5435,94.5085,108.279,97.9545,99.26,81.7485,98.40100000000001,95.488,97.392,101.18,94.01050000000001,91.938,97.203,95.75800000000001,94.6385,93.04650000000001,86.341,85.7595,87.3115,96.39099999999999,92.755,100.72550000000001,86.293,84.465,121.006,91.006,97.7145,121.90299999999999,95.54650000000001
2016-01-01,88.2425,94.779,97.1,89.709,100.005,94.4265,95.1425,97.4055,104.7315,93.5065,91.979,93.577,99.7065,100.1385,97.525,87.3335,93.226,80.55449999999999,95.0875,102.81649999999999,92.131,87.45,92.71,98.1765,96.101,101.1235,92.306,94.966,95.844,95.145,94.902,95.444,94.012,94.463,109.325,94.9555,92.4175,96.8665,96.63825,92.4165,97.27350000000001,95.80199999999999,97.976,95.646,93.7445,94.75450000000001,86.8435,87.576,92.28,94.927,94.721,100.291,94.531,93.866,94.0865,94.59649999999999,88.12,92.2885,86.9375,102.59,103.7645,93.93950000000001,99.72,95.113,99.644,98.17675,94.437,92.52850000000001,101.686125,95.5385,93.1925,105.445,94.828,103.4165,83.23,98.922,96.369,101.086,105.597,93.3905,93.426,101.095,96.37950000000001,87.5915,94.264,86.2895,82.5815,95.443,91.94625,93.70349999999999,103.08250000000001,92.12899999999999,85.77850000000001,108.62950000000001,91.51599999999999,93.913,104.707,96.164
2016-04-01,88.2065,90.84700000000001,95.578,92.96000000000001,99.0875,96.834,96.18100000000001,97.824,102.57300000000001,94.46549999999999,95.4445,94.3155,106.82650000000001,123.0265,96.9155,85.118,92.96950000000001,79.12899999999999,95.22550000000001,97.8335,92.646,89.406,93.1505,98.0795,96.223,102.3065,89.688,96.697,96.515,95.142,95.637,95.718,92.789,96.546,105.9815,95.1735,93.157,95.036,98.81475,99.17699999999999,94.696,102.50999999999999,95.565,97.0445,90.538,92.9575,86.5665,89.239,92.558,94.997,94.842,99.913,94.628,94.189,92.4435,94.702,88.856,93.3125,91.45349999999999,105.55850000000001,103.896,94.4585,151.557,95.701,97.0515,97.91274999999999,94.97,84.45150000000001,100.366,97.57849999999999,93.7225,102.8035,99.59700000000001,99.709,83.503,110.957,96.14850000000001,101.639,97.956,93.3155,95.0355,101.32,96.814,89.799,95.054,86.9135,80.1465,95.113,94.36875,94.74350000000001,101.37049999999999,95.149,91.18350000000001,105.233,90.02199999999999,96.252,116.6755,96.434
2016-07-01,98.39949999999999,89.834,102.328,94.0025,96.696,98.4765,97.17699999999999,99.02799999999999,103.405,94.30000000000001,104.3555,95.943,100.1225,104.4205,95.268,87.2735,91.202,77.6695,96.52,98.19550000000001,95.63125,92.69800000000001,95.66,96.281,96.453,102.49549999999999,107.773,97.449,97.262,96.866,97.189,95.727,96.193,97.78,102.2775,95.34899999999999,93.99549999999999,101.87899999999999,100.6705,95.04050000000001,93.672,102.775,104.86449999999999,96.8235,95.529,95.0925,90.472,91.477,93.489,95.483,95.534,99.457,94.882,95.746,92.6725,95.8295,88.978,96.766,93.03399999999999,105.87549999999999,102.48150000000001,98.155,166.884,96.356,96.9435,97.49674999999999,96.565,83.188,99.960875,98.055,94.5915,103.676,99.291,97.57499999999999,88.7145,95.44,97.10900000000001,100.624,94.809,94.2145,94.7915,100.2,97.732,93.1605,96.30799999999999,86.4505,83.36850000000001,93.011,93.97125,97.1795,101.69200000000001,94.39099999999999,95.184,102.6195,90.62,96.26400000000001,102.6815,97.5895
2016-10-01,97.6705,91.5615,101.6365,83.8715,97.1385,96.057,97.1175,100.955,101.8745,95.6515,95.726,95.62899999999999,98.07849999999999,97.497,96.1015,91.6465,92.38550000000001,116.1655,97.6885,100.51750000000001,96.67425,94.449,97.249,98.197,98.58449999999999,100.958,103.942,98.846,97.974,96.956,96.464,96.227,95.224,95.558,102.3305,95.1165,93.70750000000001,100.94,96.43900000000001,106.967,96.3975,95.2085,102.4995,97.7165,95.1795,96.0445,93.614,93.789,95.414,97.455,96.91,101.497,97.02,94.598,95.13050000000001,96.12950000000001,89.8775,98.97,94.0555,101.8365,102.807,97.3955,169.254,98.071,95.1175,97.982,98.0495,84.5415,101.918625,100.01,95.61449999999999,101.9195,99.1155,106.312,92.37299999999999,91.809,99.18950000000001,108.45,104.411,96.74449999999999,94.7325,108.061,97.49799999999999,79.44749999999999,96.679,87.814,85.9555,91.643,93.06775,97.8375,100.787,92.5655,98.751,102.8815,93.44900000000001,88.843,113.057,97.60499999999999
2017-01-01,100.576,94.92099999999999,101.1165,94.944,100.2075,100.45949999999999,100.23,101.634,99.0325,97.4,97.038,97.664,99.89,104.2115,96.74000000000001,95.581,94.61,96.89349999999999,98.7065,99.6005,96.9215,95.4005,98.9635,98.085,99.926,98.503,102.447,98.311,98.061,99.079,98.813,98.729,100.765,98.322,96.87049999999999,97.333,97.4235,100.413,100.9495,95.5515,97.418,101.925,102.22399999999999,98.7045,97.7595,98.2475,94.92,97.602,97.51,98.66,98.411,100.91,98.006,97.359,98.0445,100.33500000000001,98.015,95.6275,95.815,103.2075,103.616,96.654,98.362,98.492,94.84899999999999,101.672,98.7045,88.6495,99.69562499999999,99.79400000000001,98.25399999999999,99.0835,98.25999999999999,95.868,93.459,95.0185,98.3965,92.122,99.524,97.021,97.9615,92.082,96.106,93.381,96.127,91.87549999999999,100.0365,103.6055,101.21549999999999,97.50200000000001,102.73949999999999,97.8115,99.2585,103.0925,97.3165,96.947,88.7555,96.64099999999999
2017-04-01,98.38749999999999,94.54849999999999,98.898,96.61850000000001,98.99199999999999,99.314,99.455,97.458,100.7465,98.387,100.29650000000001,99.797,97.86099999999999,97.5505,97.70400000000001,96.09100000000001,97.957,97.77000000000001,100.2125,96.788,100.04325,97.73949999999999,99.155,97.378,99.60900000000001,99.75999999999999,98.787,97.52,98.713,98.815,99.146,98.818,98.979,99.754,99.41300000000001,98.67,98.5475,98.932,100.58725,103.6015,100.517,100.11,99.888,98.88,98.675,98.929,103.7005,99.48,99.566,99.424,99.346,99.145,99.421,99.024,99.52199999999999,99.1395,98.278,99.749,95.48349999999999,104.694,99.2245,99.9045,90.168,99.5665,98.7835,99.27125000000001,99.454,95.312,99.623125,97.958,99.6095,100.83,98.9985,100.231,105.144,100.6395,99.201,99.275,100.99,99.134,99.50450000000001,99.333,99.69149999999999,94.153,99.281,98.452,104.2465,98.487,101.37049999999999,99.132,99.8625,96.174,96.18350000000001,98.923,97.103,97.743,110.07499999999999,99.5235
2017-07-01,99.11250000000001,103.65700000000001,99.6395,106.76050000000001,98.437,98.63499999999999,98.7525,98.3435,99.794,100.924,98.5865,98.928,102.97,103.9525,100.39150000000001,103.901,101.66900000000001,100.26849999999999,98.20150000000001,99.9255,99.602,102.42,100.2185,102.3305,98.82,100.77250000000001,99.63,102.011,100.458,99.238,99.729,99.2,97.227,100.634,102.8065,102.35849999999999,102.23949999999999,99.98599999999999,100.56725,100.662,99.9845,99.5145,99.8835,100.4395,100.75999999999999,99.092,97.59200000000001,99.477,99.535,99.107,99.727,98.261,99.283,102.333,99.602,98.021,100.72200000000001,104.1045,101.813,94.4245,94.8185,100.5885,88.856,99.4495,102.227,97.16025,99.4075,104.2995,99.375375,98.988,101.357,99.58500000000001,98.94800000000001,99.092,96.725,106.8445,100.5025,100.494,97.475,100.8165,101.009,100.568,101.2185,109.74000000000001,101.279,102.941,99.598,94.8275,96.886,100.71700000000001,99.73949999999999,99.055,100.92949999999999,101.684,102.85900000000001,104.88050000000001,94.633,101.021
2017-10-01,101.924,106.87299999999999,100.3465,101.6765,102.363,101.5915,101.562,102.5645,100.4275,103.2885,104.07849999999999,103.61099999999999,99.27850000000001,94.286,105.1645,104.4265,105.76400000000001,105.06800000000001,102.88,103.6865,103.43350000000001,104.4395,101.663,102.20599999999999,101.64500000000001,100.964,99.136,102.157,102.767,102.868,102.312,103.253,103.029,101.289,100.91,101.63900000000001,101.7895,100.66900000000001,97.896,100.18549999999999,102.08099999999999,98.4505,98.00399999999999,101.9765,102.805,103.7315,103.7875,103.442,103.389,102.809,102.516,101.684,103.29,101.284,102.83099999999999,102.50450000000001,102.985,100.519,106.8885,97.6745,102.34100000000001,102.85300000000001,122.614,102.4915,104.14099999999999,101.89625000000001,102.434,111.7385,101.30575,103.25999999999999,100.78,100.5015,103.793,104.809,104.67099999999999,97.497,101.8995,108.109,102.011,103.029,101.525,108.016,102.9845,102.726,103.3125,106.7315,96.1185,103.08,100.52775,102.6485,97.6585,106.95949999999999,103.6285,96.3015,102.7215,100.43,106.53649999999999,102.8145
2018-01-01,101.48,110.60900000000001,101.14949999999999,105.4075,103.1965,103.2825,103.639,100.44200000000001,101.503,105.1865,100.87450000000001,103.4185,102.5975,95.62,106.5875,104.178,107.99000000000001,131.97,105.0385,103.8315,104.332,106.01599999999999,106.0195,105.5175,104.3635,101.9505,97.18,104.855,104.29,103.349,102.975,103.983,101.882,102.288,103.6695,98.666,97.8055,100.82900000000001,102.06475,99.91,103.257,99.487,98.645,100.074,102.005,104.60900000000001,103.864,106.047,104.381,103.863,102.941,102.883,104.747,99.036,104.625,101.9405,86.613,88.7285,107.461,109.128,108.2975,103.4025,158.671,102.4865,99.86,102.90275,102.395,108.28399999999999,99.2805,104.319,98.16650000000001,101.893,106.423,98.834,104.0275,105.059,103.559,105.173,93.234,105.091,100.044,104.832,105.564,107.294,105.6515,109.797,98.7345,101.645,101.86825,105.2645,99.6575,100.89150000000001,105.697,98.52000000000001,101.652,104.001,103.97550000000001,104.9265
2018-04-01,100.1315,111.725,107.3315,105.62049999999999,101.642,98.7525,101.012,100.2565,98.358,107.0015,93.7305,104.768,105.869,94.3825,109.055,102.62,110.57050000000001,131.2475,104.10900000000001,104.982,102.37725,108.22200000000001,107.46950000000001,112.5065,103.7705,103.065,105.993,103.72,104.303,105.616,103.534,105.585,107.693,99.683,107.825,100.1715,98.926,106.6185,101.88925,98.6585,104.191,104.2285,107.52699999999999,100.4025,100.812,102.875,101.5635,107.369,104.298,104.083,103.073,103.672,104.81,98.803,106.0885,103.832,90.855,88.839,109.094,108.422,110.2745,101.7315,170.06,103.73150000000001,100.749,105.18275,103.394,113.464,100.747125,106.9575,97.3845,98.011,105.0385,104.45400000000001,100.71549999999999,101.19,104.885,110.027,99.681,105.008,98.518,109.643,103.18950000000001,107.705,104.2225,111.723,95.431,107.0605,102.42275000000001,107.38499999999999,99.941,98.55250000000001,107.779,89.5505,99.5795,103.963,118.137,103.186
2018-07-01,99.8905,108.10300000000001,107.494,106.76150000000001,102.376,97.7415,100.691,101.8185,96.6845,107.00049999999999,92.17349999999999,106.26,105.87299999999999,85.2665,105.69800000000001,100.21799999999999,108.856,143.006,104.56049999999999,104.691,103.0755,100.327,106.456,116.527,103.689,105.5075,103.07,104.361,102.284,103.498,102.241,103.548,105.429,99.93,103.761,97.40350000000001,96.5145,106.6345,101.25175,97.3835,104.517,103.8155,107.7505,99.945,99.7065,102.836,102.93,109.167,106.437,105.93,104.523,104.994,106.499,98.574,106.078,104.0195,92.95949999999999,91.44749999999999,106.6125,115.131,109.137,101.2835,153.548,104.26599999999999,101.255,104.99825,103.83850000000001,113.6005,99.109625,108.0885,98.03899999999999,95.46600000000001,107.096,99.0535,102.73949999999999,106.50450000000001,104.238,97.623,101.21,104.314,100.96100000000001,97.266,104.733,107.28399999999999,104.3555,113.6155,94.19149999999999,106.561,101.5395,109.747,96.063,98.4805,111.945,90.245,97.8285,103.95949999999999,112.2635,103.024
2018-10-01,103.1695,113.51650000000001,101.168,107.87899999999999,107.05000000000001,97.9695,101.469,103.436,96.4985,107.205,91.72649999999999,106.82050000000001,109.288,96.8125,106.6035,102.1505,109.5195,161.79399999999998,108.2315,103.6625,104.49825,100.0755,105.6445,114.939,105.1585,105.495,95.344,104.235,103.227,104.473,102.666,105.369,106.455,99.345,103.6095,95.8875,94.8455,101.1925,99.999,101.485,108.1675,105.2045,97.3315,99.3735,101.5195,107.652,106.0415,106.594,107.577,106.658,105.615,104.97,108.336,101.217,106.363,103.8775,99.762,91.6615,104.5185,115.5095,117.253,101.7315,139.39,105.3745,97.176,107.34875,105.167,114.6625,99.87575,107.5145,99.412,95.23599999999999,107.71000000000001,103.28649999999999,105.13300000000001,102.8285,105.613,106.681,100.506,104.781,103.393,106.471,105.1925,110.768,105.06299999999999,112.756,98.274,106.02,100.02725,111.3865,98.07300000000001,99.811,106.425,88.3055,99.76,105.05,121.4675,103.604
2019-01-01,99.3965,117.28299999999999,103.90450000000001,111.58449999999999,107.044,107.684,105.601,95.649,96.30449999999999,106.836,96.004,104.971,117.20150000000001,96.7365,104.096,105.588,109.6225,111.075,109.12049999999999,103.84899999999999,103.25,101.217,102.94300000000001,127.118,103.667,107.991,97.448,106.504,103.687,105.393,103.629,106.173,108.096,100.393,103.547,101.21950000000001,101.17,103.10400000000001,96.88175,101.09100000000001,102.8495,102.2685,101.02799999999999,99.42150000000001,100.303,102.475,110.0985,105.995,107.057,106.083,105.55,104.272,107.671,103.295,104.157,103.47749999999999,118.003,92.12049999999999,104.27000000000001,127.44200000000001,117.878,98.832,208.707,104.7005,96.63499999999999,108.25925000000001,104.20400000000001,116.45150000000001,98.516875,109.28,100.94900000000001,94.2615,103.89699999999999,94.7225,114.392,93.6775,105.4025,94.285,96.246,103.3885,102.4705,93.553,106.58699999999999,113.5025,106.542,114.29599999999999,98.878,108.8355,99.359,114.2055,93.77000000000001,99.987,103.85249999999999,79.94,101.995,105.917,110.333,104.8165
2019-04-01,101.18350000000001,114.496,105.29650000000001,111.404,104.3055,107.42500000000001,105.25999999999999,95.92150000000001,96.4085,104.89250000000001,97.65,100.61099999999999,105.554,83.2735,100.511,114.61599999999999,112.5015,99.43,107.49950000000001,104.8325,100.48675,103.945,101.518,121.7265,102.8895,109.298,100.79,103.341,100.597,103.383,103.104,103.638,107.805,102.548,105.19550000000001,100.444,99.862,104.6645,94.12474999999999,106.3615,100.887,104.8625,101.787,100.4385,102.2025,96.6095,105.299,107.859,106.945,106.601,106.134,105.93,108.228,104.154,103.094,101.7705,117.1695,92.91900000000001,103.40199999999999,119.74549999999999,122.4465,96.3785,176.734,101.687,96.684,107.6575,101.613,112.63,100.01050000000001,110.1385,102.53200000000001,94.30099999999999,98.111,103.90950000000001,109.006,103.46549999999999,104.255,97.023,111.671,100.8865,104.5415,96.514,107.795,114.8875,108.082,124.48249999999999,102.69,107.03049999999999,100.275,115.4655,92.497,100.1235,104.256,83.771,108.14750000000001,105.7305,122.471,106.126
2019-07-01,103.1965,107.73,108.018,109.0095,103.101,107.31800000000001,104.094,96.13149999999999,94.1965,104.4905,97.239,102.0975,103.57,81.3455,94.428,116.50649999999999,103.05699999999999,106.59,107.27199999999999,105.10499999999999,99.53275,93.8335,102.0875,118.4285,101.53399999999999,111.592,103.001,102.971,100.26,104.206,103.126,104.333,110.473,101.138,100.638,98.1855,98.10849999999999,106.7365,95.057,114.41149999999999,100.203,110.424,106.7105,104.5615,100.7305,97.02600000000001,107.768,105.995,106.306,106.201,105.673,105.984,107.912,103.411,102.60849999999999,102.46799999999999,106.96799999999999,97.1495,106.9765,115.582,127.61250000000001,96.6345,279.283,102.75999999999999,95.9385,109.15025,102.774,115.565,100.38974999999999,109.5825,102.507,91.0985,90.9745,107.1215,112.648,93.4145,104.1135,103.903,111.85,100.722,106.0235,102.783,104.92699999999999,110.661,104.2535,114.2045,102.5915,108.1925,97.96600000000001,117.851,90.9565,108.5795,104.7775,79.524,107.813,103.2095,119.6885,102.5565
2019-10-01,100.759,111.73599999999999,105.06549999999999,109.2265,97.735,103.0705,99.714,95.60249999999999,94.95,104.287,92.87,100.0515,104.006,87.89750000000001,96.023,118.1925,105.878,91.7805,103.989,107.372,97.68175,106.01050000000001,99.7585,116.2865,97.0605,114.09,96.649,102.604,100.287,104.663,103.754,105.489,111.592,102.062,96.743,103.97399999999999,105.595,103.811,94.4905,104.2715,99.30250000000001,105.1505,103.342,103.43700000000001,93.588,97.4275,106.6285,103.346,103.768,103.887,103.692,104.124,105.501,102.743,100.214,102.95949999999999,106.3195,96.851,103.8115,112.78399999999999,121.4585,94.3355,217.384,100.209,95.5705,107.23675,100.2295,104.721,101.027875,107.368,103.52,91.846,91.6285,115.71350000000001,111.0805,93.91300000000001,100.5375,112.365,120.156,97.8955,104.5175,111.694,106.918,112.21950000000001,107.00550000000001,118.7705,102.398,114.929,97.6335,117.498,87.0835,115.4935,103.68299999999999,75.38749999999999,107.811,102.22550000000001,113.7205,105.0145
2020-01-01,101.0115,104.2755,107.25649999999999,93.8725,94.963,101.12,97.6435,94.1255,60.5325,100.976,103.98,102.19800000000001,96.0545,68.8685,94.651,118.7105,102.67099999999999,81.6785,99.068,113.0475,93.1465,80.959,97.26150000000001,115.075,94.979,95.89099999999999,98.632,98.663,97.025,103.272,99.312,103.773,113.255,92.245,104.0835,103.898,104.2795,105.527,92.6905,106.475,94.756,107.107,103.52350000000001,71.281,89.58250000000001,91.476,101.48599999999999,98.791,99.794,101.167,99.934,103.767,102.745,94.724,98.128,103.9235,96.846,101.444,99.4105,74.36,124.6895,95.07499999999999,352.467,101.67699999999999,95.4075,107.78725,101.5745,93.9375,96.701375,110.5575,101.9535,55.7575,73.964,108.02,105.5985,96.54849999999999,99.9235,108.587,109.416,97.804,104.235,107.03,68.6085,91.383,73.025,113.7835,99.63900000000001,117.468,94.27850000000001,115.80449999999999,87.9525,121.2675,100.021,85.46350000000001,107.7735,92.3005,103.4415,70.8415
