Date,Change in private inventories,Durable goods,Farm,Manufacturing,Merchant wholesalers,Motor vehicle dealers,Nondurable goods,Nonfarm,Nonmerchant wholesalers,Other,Residual,Retail trade,Wholesale trade
1991-07-01,1133.0,476.5,-18135.0,-6152.0,3712.0,7500.0,3983.3333333333335,15719.0,2111.0,1210.0,5219.0,15940.0,5767.0
1991-10-01,39445.0,1692.0,7794.0,-378.0,20479.0,-4817.0,8786.833333333334,32497.0,1030.0,1781.5,-11072.0,8661.0,21569.0
1992-01-01,2985.0,-3549.6666666666665,14631.0,-13103.0,5669.0,1700.0,4858.666666666667,-8719.0,-2178.0,2030.0,-24884.0,-5510.0,3597.0
1992-04-01,28683.0,2860.8333333333335,15993.0,-8859.0,11362.0,4237.0,1409.0,15197.0,194.0,1197.0,-3264.0,12644.0,11612.0
1992-07-01,26307.0,256.8333333333333,7572.0,9505.0,2443.0,-1834.0,4862.5,19862.0,4359.0,-594.5,4351.0,3635.0,6670.0
1992-10-01,30178.0,361.5,4463.0,-12471.0,24818.0,1807.0,9735.166666666666,26263.0,-3348.0,4110.0,-14874.0,12450.0,21717.0
1993-01-01,52093.0,4432.333333333333,-6449.0,3507.0,5841.0,22392.0,5492.333333333333,56415.0,-315.0,309.5,35741.0,48517.0,5584.0
1993-04-01,35149.0,2499.3333333333335,-5576.0,13013.0,6325.0,3897.0,5524.0,39077.0,-869.0,6900.0,19145.0,10249.0,5539.0
1993-07-01,2328.0,3124.5,-27599.0,7011.0,12155.0,-8650.0,2955.6666666666665,24455.0,45.0,3713.5,7633.0,3558.0,12299.0
1993-10-01,19545.0,4675.333333333333,-5243.0,-4480.0,5008.0,-904.0,-786.6666666666666,23871.0,1700.0,8708.5,9509.0,15113.0,6674.0
1994-01-01,61934.0,4245.166666666667,28688.0,13839.0,-4739.0,12436.0,930.6666666666666,37332.0,3074.0,4336.0,29244.0,19928.0,-1904.0
1994-04-01,111808.0,10498.833333333334,31577.0,16471.0,22793.0,3081.0,5938.333333333333,84578.0,-704.0,9303.0,28665.0,37417.0,22363.0
1994-07-01,69811.0,7696.5,16824.0,13672.0,20454.0,6378.0,4844.333333333333,55625.0,2688.0,2355.5,26156.0,19005.0,23183.0
1994-10-01,98103.0,10603.0,5210.0,19601.0,29686.0,9486.0,10425.166666666666,91856.0,5516.0,8869.0,36799.0,26663.0,35167.0
1995-01-01,82042.0,11222.333333333334,-7286.0,27909.0,20635.0,14674.0,5958.166666666667,85832.0,4003.0,3906.5,54302.0,28112.0,24601.0
1995-04-01,46814.0,7577.5,-20006.0,20032.0,13217.0,7312.0,4888.333333333333,60678.0,5534.0,2021.0,42052.0,22352.0,18520.0
1995-07-01,10647.0,5261.333333333333,-38420.0,16507.0,13011.0,-5121.0,3660.5,39375.0,3038.0,4315.0,29905.0,6457.0,15987.0
1995-10-01,17123.0,7490.5,-12437.0,9441.0,2314.0,6698.0,-4251.166666666667,26860.0,3797.0,3314.5,22682.0,4243.0,5845.0
1996-01-01,2307.0,2832.1666666666665,-5949.0,22652.0,-639.0,-16089.0,-1171.8333333333333,7196.0,4839.0,1811.0,9082.0,-18338.0,3814.0
1996-04-01,33592.0,3483.6666666666665,11803.0,-4465.0,7484.0,12886.0,634.6666666666666,23839.0,-1521.0,2279.0,13212.0,19677.0,6192.0
1996-07-01,74191.0,7730.166666666667,38817.0,18481.0,-11334.0,15355.0,-5083.5,41660.0,1174.0,2806.5,37733.0,28989.0,-10371.0
1996-10-01,43244.0,1597.0,5370.0,16569.0,12399.0,-1549.0,8061.333333333333,38383.0,-465.0,2457.0,11882.0,6878.0,12111.0
1997-01-01,35640.0,7089.666666666667,-11855.0,11049.0,29360.0,-4988.0,6156.166666666667,43929.0,1364.0,5250.5,8897.0,2413.0,30928.0
1997-04-01,140404.0,19125.833333333332,11525.0,53094.0,43247.0,3053.0,10325.166666666666,128195.0,4177.0,9816.5,56920.0,27501.0,47609.0
1997-07-01,93072.0,10950.166666666666,13237.0,42537.0,22709.0,7299.0,8546.333333333334,80554.0,1605.0,7039.5,41302.0,18283.0,24461.0
1997-10-01,99287.0,13532.0,8775.0,40357.0,35098.0,12690.0,10285.833333333334,90030.0,7258.0,5566.0,39570.0,14589.0,42260.0
