Date,Change in private inventories,Durable goods,Equipment,Exports,Federal,Fixed investment,Goods,Government consumption expenditures and gross investment,Gross domestic product,Gross private domestic investment,Imports,Intellectual property products,National defense,Net exports of goods and services,Nondefense,Nondurable goods,Nonresidential,Personal consumption expenditures,Residential,Services,State and local,Structures
1985-04-01,0.5,8.7,7.2,7.1,10.4,18.8,13.166666666666666,21.0,100.0,19.3,9.7,2.4,7.5,-2.7,2.9,17.5,14.2,62.4,4.6,13.233333333333334,10.6,4.5
1985-07-01,0.4,9.0,7.0,6.8,10.6,18.4,13.1,21.1,100.0,18.7,9.4,2.4,7.7,-2.7,2.9,17.3,13.8,62.8,4.6,13.266666666666666,10.6,4.4
1985-10-01,0.7,8.6,7.1,6.9,10.5,18.6,13.1,21.1,100.0,19.3,9.9,2.5,7.7,-3.0,2.8,17.4,13.9,62.5,4.7,13.333333333333334,10.6,4.4
1986-01-01,0.7,8.7,6.9,7.0,10.3,18.5,12.966666666666667,21.0,100.0,19.2,9.7,2.5,7.5,-2.8,2.8,17.3,13.6,62.6,4.9,13.5,10.7,4.3
1986-04-01,0.3,9.0,7.0,6.9,10.5,18.5,12.933333333333332,21.3,100.0,18.8,9.8,2.5,7.7,-2.8,2.8,16.9,13.3,62.7,5.2,13.5,10.8,3.8
1986-07-01,-0.2,9.7,6.9,7.0,10.7,18.3,13.166666666666666,21.6,100.0,18.1,10.0,2.5,7.9,-3.0,2.8,16.7,13.1,63.3,5.2,13.566666666666665,10.8,3.7
1986-10-01,-0.3,9.5,7.0,7.2,10.5,18.4,13.199999999999998,21.4,100.0,18.1,10.1,2.5,7.6,-2.9,2.9,16.7,13.1,63.4,5.2,13.666666666666666,10.9,3.7
1987-01-01,0.6,8.9,6.6,7.1,10.4,17.9,13.0,21.4,100.0,18.4,10.1,2.5,7.7,-3.0,2.8,16.9,12.6,63.2,5.2,13.766666666666666,10.9,3.5
1987-04-01,0.3,9.1,6.7,7.4,10.4,17.9,13.299999999999999,21.3,100.0,18.2,10.5,2.5,7.7,-3.1,2.7,16.9,12.7,63.5,5.2,13.799999999999999,10.9,3.5
1987-07-01,0.0,9.4,6.7,7.6,10.3,17.9,13.5,21.2,100.0,17.9,10.6,2.5,7.7,-3.0,2.6,16.8,12.8,63.8,5.1,13.833333333333334,10.9,3.6
1987-10-01,1.3,9.0,6.5,7.8,10.3,17.6,13.333333333333334,21.1,100.0,18.9,10.7,2.5,7.6,-2.9,2.7,16.5,12.6,62.9,5.0,13.833333333333334,10.8,3.6
1988-01-01,0.3,9.3,6.6,8.3,10.0,17.6,13.533333333333333,20.8,100.0,17.9,10.7,2.5,7.5,-2.4,2.5,16.5,12.6,63.7,4.9,14.0,10.9,3.5
1988-04-01,0.4,9.1,6.6,8.5,9.8,17.6,13.5,20.6,100.0,18.0,10.5,2.5,7.3,-2.1,2.4,16.4,12.7,63.4,4.9,13.966666666666667,10.9,3.5
1988-07-01,0.3,8.9,6.6,8.6,9.6,17.5,13.433333333333332,20.4,100.0,17.8,10.5,2.5,7.2,-1.9,2.4,16.5,12.6,63.6,4.9,14.133333333333333,10.8,3.5
1988-10-01,0.4,9.0,6.6,8.6,9.7,17.5,13.533333333333331,20.6,100.0,17.8,10.6,2.6,7.2,-2.0,2.5,16.4,12.6,63.6,4.8,14.100000000000001,10.8,3.4
1989-01-01,0.9,8.8,6.6,8.8,9.4,17.4,13.466666666666667,20.3,100.0,18.2,10.6,2.6,6.9,-1.8,2.5,16.4,12.6,63.3,4.7,14.100000000000001,10.8,3.4
1989-04-01,0.6,8.8,6.6,9.0,9.5,17.2,13.6,20.4,100.0,17.8,10.6,2.6,7.0,-1.6,2.5,16.5,12.6,63.3,4.6,14.066666666666668,10.9,3.4
1989-07-01,0.2,8.9,6.7,8.9,9.5,17.3,13.466666666666669,20.4,100.0,17.5,10.3,2.7,7.0,-1.3,2.5,16.4,12.8,63.4,4.5,14.100000000000001,10.9,3.5
1989-10-01,0.3,8.6,6.5,9.0,9.4,17.0,13.4,20.5,100.0,17.3,10.4,2.7,6.9,-1.4,2.6,16.6,12.7,63.6,4.4,14.266666666666666,11.1,3.4
1990-01-01,0.2,8.8,6.4,9.2,9.4,17.0,13.6,20.6,100.0,17.2,10.7,2.7,6.8,-1.5,2.6,16.6,12.6,63.6,4.4,14.233333333333333,11.2,3.5
1990-04-01,0.6,8.4,6.1,9.2,9.5,16.5,13.266666666666666,20.6,100.0,17.0,10.3,2.7,6.8,-1.2,2.7,16.5,12.3,63.5,4.1,14.366666666666667,11.2,3.4
1990-07-01,0.4,8.2,6.2,9.2,9.3,16.3,13.366666666666665,20.7,100.0,16.6,10.5,2.7,6.7,-1.2,2.7,16.7,12.4,64.0,3.9,14.566666666666668,11.3,3.4
1990-10-01,-0.2,8.0,6.2,9.5,9.5,16.0,13.5,21.1,100.0,15.8,10.8,2.8,6.8,-1.3,2.7,17.0,12.3,64.4,3.7,14.700000000000001,11.6,3.3
1991-01-01,-0.3,7.8,6.0,9.5,9.6,15.6,13.266666666666666,21.3,100.0,15.3,10.3,2.9,6.9,-0.8,2.7,16.8,12.1,64.2,3.5,14.700000000000001,11.6,3.2
1991-04-01,-0.3,7.8,5.8,9.6,9.6,15.4,13.133333333333333,21.2,100.0,15.1,10.0,2.9,6.8,-0.4,2.7,16.7,11.9,64.1,3.6,14.800000000000002,11.6,3.1
1991-07-01,0.0,7.8,5.8,9.7,9.4,15.3,13.133333333333333,21.0,100.0,15.3,10.0,2.9,6.7,-0.3,2.7,16.5,11.6,64.0,3.6,14.800000000000002,11.6,2.9
1991-10-01,0.5,7.6,5.8,9.8,9.2,15.1,13.033333333333331,20.9,100.0,15.6,10.2,2.9,6.4,-0.4,2.8,16.3,11.5,63.9,3.7,14.899999999999999,11.7,2.7
1992-01-01,0.0,7.8,5.7,9.8,9.1,15.0,13.133333333333333,20.8,100.0,15.0,10.1,2.9,6.3,-0.3,2.8,16.3,11.2,64.4,3.8,15.0,11.7,2.7
1992-04-01,0.4,7.7,5.9,9.7,9.0,15.3,13.033333333333333,20.6,100.0,15.7,10.2,2.9,6.2,-0.5,2.8,16.2,11.4,64.2,3.9,14.966666666666667,11.7,2.6
1992-07-01,0.3,7.8,5.9,9.7,9.0,15.3,13.133333333333333,20.6,100.0,15.6,10.3,2.9,6.3,-0.6,2.8,16.2,11.4,64.4,3.9,15.0,11.6,2.6
1992-10-01,0.3,7.8,6.0,9.6,9.0,15.5,13.066666666666668,20.4,100.0,15.8,10.3,2.9,6.1,-0.7,2.8,16.1,11.5,64.5,4.0,15.066666666666668,11.4,2.6
1993-01-01,0.5,7.8,6.0,9.6,8.6,15.6,13.1,20.1,100.0,16.1,10.4,2.9,5.8,-0.8,2.8,16.0,11.5,64.6,4.0,15.1,11.5,2.6
1993-04-01,0.4,8.0,6.2,9.6,8.5,15.7,13.200000000000001,20.0,100.0,16.1,10.5,2.9,5.7,-0.9,2.8,16.0,11.6,64.9,4.1,15.166666666666666,11.5,2.6
1993-07-01,0.1,8.1,6.2,9.5,8.4,15.8,13.1,19.9,100.0,15.9,10.5,2.9,5.7,-1.0,2.7,15.9,11.6,65.2,4.2,15.233333333333334,11.5,2.6
1993-10-01,0.2,8.2,6.4,9.6,8.3,16.2,13.166666666666666,19.7,100.0,16.4,10.6,2.8,5.6,-1.0,2.7,15.8,11.8,64.9,4.4,15.200000000000001,11.4,2.6
1994-01-01,0.6,8.3,6.5,9.6,8.0,16.3,13.200000000000001,19.3,100.0,16.9,10.7,2.8,5.3,-1.1,2.7,15.7,11.8,64.9,4.4,15.233333333333334,11.3,2.5
1994-04-01,1.1,8.3,6.4,9.8,7.9,16.3,13.299999999999999,19.2,100.0,17.5,11.0,2.8,5.2,-1.2,2.6,15.6,11.8,64.6,4.5,15.166666666666666,11.3,2.6
1994-07-01,0.7,8.3,6.5,10.1,8.0,16.3,13.6,19.4,100.0,17.1,11.4,2.8,5.4,-1.3,2.6,15.7,11.9,64.8,4.5,15.166666666666666,11.4,2.6
1994-10-01,1.0,8.5,6.7,10.2,7.7,16.5,13.733333333333334,19.1,100.0,17.5,11.5,2.8,5.1,-1.4,2.7,15.6,12.2,64.7,4.4,15.133333333333335,11.4,2.6
1995-01-01,0.8,8.3,7.0,10.4,7.7,16.8,13.766666666666666,19.1,100.0,17.6,11.8,2.9,5.1,-1.4,2.6,15.5,12.6,64.6,4.3,15.200000000000001,11.4,2.7
1995-04-01,0.4,8.3,6.9,10.5,7.7,16.8,13.866666666666667,19.2,100.0,17.2,12.0,3.0,5.0,-1.4,2.6,15.5,12.6,65.1,4.1,15.333333333333334,11.5,2.7
1995-07-01,0.1,8.4,6.8,10.8,7.5,16.8,13.866666666666667,18.9,100.0,17.0,11.8,3.0,4.9,-1.0,2.6,15.4,12.6,65.1,4.2,15.366666666666665,11.4,2.7
1995-10-01,0.2,8.4,6.9,10.8,7.3,16.9,13.766666666666666,18.7,100.0,17.2,11.7,3.0,4.7,-0.9,2.6,15.3,12.6,65.0,4.3,15.399999999999999,11.4,2.7
1996-01-01,0.1,8.4,6.9,10.8,7.4,17.1,13.866666666666667,18.7,100.0,17.2,11.9,3.1,4.8,-1.1,2.6,15.4,12.8,65.2,4.4,15.399999999999999,11.3,2.7
1996-04-01,0.4,8.4,6.9,10.7,7.2,17.3,13.833333333333334,18.5,100.0,17.7,11.9,3.1,4.7,-1.2,2.5,15.4,12.8,65.0,4.5,15.333333333333334,11.3,2.7
1996-07-01,0.6,8.4,7.1,10.6,7.1,17.5,13.799999999999999,18.4,100.0,18.1,12.0,3.2,4.6,-1.4,2.5,15.3,13.0,64.9,4.5,15.366666666666667,11.3,2.8
1996-10-01,0.4,8.3,7.0,10.9,7.0,17.5,13.9,18.4,100.0,17.9,12.0,3.2,4.5,-1.1,2.5,15.4,13.1,64.8,4.4,15.366666666666667,11.4,2.9
1997-01-01,0.6,8.4,7.0,11.0,6.8,17.6,14.033333333333333,18.1,100.0,18.2,12.3,3.3,4.3,-1.3,2.5,15.3,13.2,65.0,4.4,15.4,11.3,2.9
1997-04-01,1.0,8.2,7.1,11.2,6.9,17.6,13.866666666666665,18.1,100.0,18.7,12.2,3.3,4.4,-1.0,2.5,15.0,13.3,64.2,4.4,15.333333333333334,11.2,2.8
1997-07-01,0.8,8.3,7.3,11.2,6.8,18.0,14.0,18.0,100.0,18.8,12.4,3.4,4.3,-1.1,2.5,15.0,13.6,64.4,4.4,15.366666666666667,11.2,3.0
1997-10-01,0.9,8.4,7.1,11.0,6.7,17.9,13.933333333333332,18.0,100.0,18.8,12.4,3.4,4.3,-1.3,2.4,14.9,13.5,64.6,4.4,15.399999999999999,11.2,3.0
1998-01-01,1.2,8.3,7.3,10.9,6.5,18.1,13.833333333333334,17.7,100.0,19.3,12.4,3.4,4.0,-1.5,2.4,14.7,13.7,64.5,4.5,15.466666666666667,11.2,3.0
1998-04-01,0.4,8.6,7.3,10.6,6.5,18.5,13.733333333333334,17.9,100.0,18.9,12.4,3.5,4.1,-1.8,2.4,14.7,13.9,65.0,4.6,15.533333333333333,11.3,3.1
1998-07-01,0.6,8.6,7.2,10.3,6.5,18.5,13.566666666666668,17.8,100.0,19.1,12.2,3.5,4.1,-1.9,2.3,14.6,13.8,65.0,4.7,15.533333333333333,11.4,3.1
1998-10-01,0.6,8.9,7.3,10.4,6.4,18.7,13.799999999999999,17.7,100.0,19.3,12.3,3.6,4.0,-1.9,2.4,14.6,13.9,64.9,4.8,15.433333333333332,11.3,3.0
1999-01-01,0.9,8.7,7.4,10.2,6.3,18.8,13.699999999999998,17.7,100.0,19.7,12.5,3.6,4.0,-2.3,2.4,14.7,14.0,64.8,4.8,15.466666666666667,11.4,3.0
1999-04-01,0.4,9.0,7.5,10.2,6.3,19.0,13.966666666666667,17.8,100.0,19.4,12.8,3.8,3.9,-2.6,2.4,14.9,14.2,65.4,4.8,15.5,11.5,3.0
1999-07-01,0.4,9.0,7.5,10.4,6.3,19.1,14.133333333333333,17.9,100.0,19.5,13.2,3.9,4.0,-2.9,2.3,14.9,14.3,65.4,4.8,15.533333333333333,11.6,2.9
1999-10-01,0.9,8.9,7.3,10.4,6.4,18.9,14.233333333333334,18.0,100.0,19.7,13.5,3.9,4.0,-3.0,2.4,15.0,14.1,65.3,4.8,15.5,11.6,2.9
2000-01-01,0.2,9.2,7.5,10.5,6.2,19.3,14.533333333333333,17.9,100.0,19.5,14.1,4.0,3.8,-3.6,2.4,14.9,14.5,66.2,4.8,15.700000000000001,11.7,3.0
2000-04-01,0.9,8.8,7.6,10.7,6.3,19.4,14.5,17.8,100.0,20.3,14.2,4.0,3.9,-3.5,2.4,15.0,14.6,65.5,4.7,15.633333333333335,11.5,3.1
2000-07-01,0.6,8.8,7.5,10.9,6.1,19.4,14.799999999999999,17.8,100.0,20.0,14.7,4.0,3.8,-3.8,2.4,15.1,14.7,66.1,4.7,15.800000000000002,11.6,3.2
2000-10-01,0.5,8.8,7.3,10.7,6.1,19.3,14.699999999999998,17.8,100.0,19.8,14.6,4.0,3.8,-3.9,2.3,15.1,14.6,66.3,4.7,15.833333333333334,11.7,3.2
2001-01-01,-0.3,8.9,7.2,10.5,6.2,19.1,14.533333333333331,18.2,100.0,18.8,14.3,4.0,3.9,-3.8,2.4,15.0,14.4,66.8,4.7,16.0,12.0,3.2
2001-04-01,-0.1,8.7,6.8,10.0,6.3,18.7,14.033333333333331,18.4,100.0,18.6,13.4,4.0,3.9,-3.4,2.4,15.0,13.9,66.4,4.8,15.933333333333332,12.1,3.2
2001-07-01,-0.3,8.7,6.5,9.4,6.4,18.6,13.733333333333334,18.4,100.0,18.4,12.9,3.9,3.9,-3.5,2.4,15.0,13.7,66.7,4.9,15.933333333333332,12.1,3.3
2001-10-01,-0.8,9.3,6.4,8.9,6.4,18.1,13.700000000000001,18.7,100.0,17.4,12.4,3.8,4.0,-3.5,2.5,14.8,13.2,67.4,4.9,15.9,12.2,3.0
2002-01-01,0.0,9.1,6.2,9.0,6.6,17.7,13.533333333333333,18.9,100.0,17.7,12.6,3.7,4.1,-3.6,2.5,14.7,12.7,66.9,5.0,16.0,12.3,2.8
2002-04-01,0.2,9.0,6.1,9.2,6.7,17.6,13.766666666666666,19.1,100.0,17.8,13.2,3.7,4.2,-3.9,2.6,14.8,12.5,67.1,5.1,16.099999999999998,12.3,2.7
2002-07-01,0.2,9.1,6.0,9.2,6.8,17.4,13.866666666666667,19.1,100.0,17.6,13.3,3.7,4.2,-4.1,2.6,14.7,12.3,67.3,5.1,16.133333333333333,12.3,2.5
2002-10-01,0.3,8.9,5.9,9.1,7.0,17.3,13.833333333333334,19.4,100.0,17.6,13.6,3.7,4.4,-4.5,2.6,14.8,12.0,67.6,5.2,16.266666666666666,12.4,2.5
2003-01-01,0.2,8.7,5.8,9.0,7.1,17.3,13.9,19.4,100.0,17.5,13.7,3.7,4.4,-4.7,2.7,15.1,11.9,67.7,5.4,16.23333333333333,12.3,2.5
2003-04-01,-0.1,8.9,5.9,8.9,7.3,17.5,13.766666666666666,19.4,100.0,17.4,13.5,3.7,4.6,-4.6,2.7,14.8,12.1,67.7,5.4,16.3,12.1,2.5
2003-07-01,0.0,9.0,5.9,9.0,7.2,17.7,13.799999999999999,19.2,100.0,17.7,13.5,3.7,4.5,-4.5,2.7,14.9,12.0,67.6,5.6,16.2,12.0,2.5
2003-10-01,0.3,8.9,5.9,9.3,7.3,17.8,13.9,19.1,100.0,18.1,13.7,3.6,4.6,-4.4,2.6,14.8,12.0,67.2,5.8,16.166666666666668,11.9,2.5
2004-01-01,0.4,8.9,5.7,9.5,7.3,17.7,14.133333333333335,19.2,100.0,18.1,14.3,3.6,4.7,-4.7,2.6,14.9,11.8,67.5,5.9,16.3,11.9,2.5
2004-04-01,0.6,8.8,5.9,9.7,7.3,18.1,14.299999999999999,19.2,100.0,18.7,14.8,3.6,4.6,-5.1,2.7,14.9,11.9,67.3,6.1,16.3,11.9,2.5
2004-07-01,0.5,8.8,6.0,9.6,7.3,18.3,14.333333333333334,19.1,100.0,18.8,14.9,3.6,4.7,-5.3,2.6,14.8,12.1,67.3,6.2,16.3,11.8,2.6
2004-10-01,0.6,8.8,6.1,9.8,7.3,18.5,14.5,19.1,100.0,19.1,15.3,3.6,4.6,-5.6,2.6,15.0,12.2,67.4,6.3,16.333333333333332,11.8,2.6
2005-01-01,0.8,8.7,6.0,9.9,7.3,18.7,14.433333333333332,19.0,100.0,19.5,15.3,3.6,4.7,-5.5,2.6,14.8,12.3,67.0,6.4,16.266666666666666,11.7,2.6
2005-04-01,0.2,8.8,6.1,10.0,7.3,18.9,14.633333333333333,19.0,100.0,19.2,15.5,3.7,4.7,-5.5,2.6,14.9,12.4,67.3,6.5,16.333333333333332,11.7,2.7
2005-07-01,0.1,8.8,6.2,9.9,7.3,19.2,14.699999999999998,19.0,100.0,19.3,15.6,3.6,4.7,-5.7,2.6,15.1,12.5,67.5,6.7,16.3,11.7,2.7
2005-10-01,0.6,8.4,6.1,10.1,7.2,19.2,14.799999999999999,19.0,100.0,19.9,16.2,3.6,4.6,-6.0,2.6,15.2,12.5,67.2,6.7,16.400000000000002,11.7,2.8
2006-01-01,0.6,8.5,6.3,10.4,7.3,19.4,14.866666666666667,19.0,100.0,19.9,16.2,3.6,4.7,-5.8,2.7,15.0,12.8,66.9,6.6,16.333333333333332,11.6,2.9
2006-04-01,0.5,8.4,6.2,10.6,7.3,19.1,14.933333333333332,19.0,100.0,19.7,16.4,3.6,4.7,-5.8,2.6,15.1,12.9,67.1,6.2,16.433333333333334,11.7,3.1
2006-07-01,0.6,8.4,6.3,10.6,7.2,19.0,15.066666666666668,19.0,100.0,19.5,16.6,3.7,4.6,-5.9,2.6,15.2,13.1,67.4,5.9,16.5,11.8,3.1
2006-10-01,0.3,8.3,6.2,10.9,7.2,18.7,14.799999999999999,19.0,100.0,19.1,16.2,3.8,4.7,-5.3,2.6,14.9,13.2,67.1,5.6,16.566666666666666,11.8,3.2
2007-01-01,0.2,8.3,6.2,11.1,7.2,18.6,14.9,19.1,100.0,18.7,16.3,3.8,4.6,-5.2,2.6,15.0,13.3,67.3,5.3,16.7,12.0,3.3
2007-04-01,0.3,8.2,6.2,11.3,7.2,18.4,14.966666666666667,19.2,100.0,18.7,16.4,3.8,4.7,-5.2,2.6,15.0,13.5,67.2,5.0,16.666666666666668,12.0,3.5
2007-07-01,0.3,8.2,6.2,11.6,7.3,18.1,15.033333333333333,19.3,100.0,18.4,16.6,3.7,4.7,-5.0,2.6,15.0,13.5,67.3,4.6,16.76666666666667,12.0,3.6
2007-10-01,0.2,8.1,6.1,11.9,7.4,17.8,15.233333333333334,19.5,100.0,18.0,16.9,3.8,4.8,-5.0,2.6,15.2,13.6,67.5,4.2,16.833333333333332,12.1,3.7
2008-01-01,-0.1,7.8,6.0,12.3,7.6,17.5,15.533333333333331,19.8,100.0,17.4,17.6,3.9,4.9,-5.2,2.7,15.3,13.7,68.0,3.9,17.133333333333333,12.2,3.8
2008-04-01,-0.1,7.7,5.9,12.8,7.7,17.2,15.833333333333334,20.0,100.0,17.1,18.0,3.9,5.0,-5.2,2.7,15.5,13.6,68.1,3.6,17.166666666666668,12.3,3.8
2008-07-01,-0.1,7.4,5.7,12.9,7.9,16.9,15.833333333333334,20.3,100.0,16.8,18.2,3.9,5.1,-5.3,2.7,15.7,13.5,68.2,3.4,17.26666666666667,12.5,3.9
2008-10-01,-0.4,6.9,5.3,11.6,8.1,16.2,14.233333333333334,20.7,100.0,15.8,15.9,3.9,5.3,-4.3,2.8,14.8,13.1,67.8,3.1,17.566666666666666,12.6,3.9
2009-01-01,-1.0,7.0,4.7,10.5,8.2,15.0,13.066666666666668,20.9,100.0,14.0,13.4,3.8,5.3,-2.9,2.9,14.7,12.2,68.0,2.8,17.566666666666666,12.7,3.7
2009-04-01,-1.4,6.9,4.5,10.6,8.4,14.3,13.0,21.4,100.0,13.0,13.1,3.9,5.4,-2.5,3.0,14.9,11.7,68.2,2.6,17.599999999999998,12.9,3.3
2009-07-01,-1.4,7.2,4.6,11.0,8.5,14.2,13.6,21.4,100.0,12.7,14.0,3.9,5.5,-2.9,3.0,15.2,11.5,68.8,2.7,17.666666666666668,12.9,3.0
2009-10-01,-0.4,6.9,4.7,11.6,8.6,14.0,13.966666666666669,21.3,100.0,13.6,14.9,4.0,5.5,-3.2,3.1,15.2,11.3,68.3,2.7,17.633333333333336,12.7,2.7
2010-01-01,0.0,6.9,4.9,11.9,8.7,13.8,14.200000000000001,21.2,100.0,13.8,15.4,3.9,5.5,-3.4,3.1,15.2,11.2,68.4,2.6,17.666666666666668,12.6,2.5
2010-04-01,0.2,7.0,5.1,12.1,8.7,14.1,14.4,21.1,100.0,14.3,15.8,3.8,5.5,-3.6,3.2,15.0,11.5,68.1,2.6,17.633333333333336,12.4,2.6
2010-07-01,0.7,7.0,5.3,12.4,8.6,14.0,14.5,20.9,100.0,14.8,16.1,3.8,5.5,-3.7,3.1,14.9,11.6,68.0,2.4,17.666666666666668,12.2,2.5
2010-10-01,0.4,7.0,5.4,12.9,8.6,14.2,14.799999999999999,20.7,100.0,14.6,16.3,3.9,5.5,-3.4,3.1,15.2,11.8,68.1,2.4,17.633333333333333,12.1,2.5
2011-01-01,0.2,7.1,5.5,13.3,8.5,14.2,15.299999999999999,20.6,100.0,14.4,17.0,3.9,5.4,-3.7,3.1,15.5,11.8,68.8,2.4,17.733333333333334,12.0,2.4
2011-04-01,0.4,7.0,5.5,13.6,8.4,14.4,15.433333333333335,20.4,100.0,14.8,17.3,4.0,5.4,-3.7,3.0,15.6,12.0,68.6,2.4,17.733333333333334,11.9,2.5
2011-07-01,-0.1,7.0,5.8,13.8,8.2,14.9,15.466666666666667,20.0,100.0,14.8,17.4,4.0,5.3,-3.6,2.9,15.6,12.5,68.7,2.4,17.833333333333332,11.8,2.7
2011-10-01,0.7,7.0,5.8,13.6,8.2,15.2,15.466666666666667,19.8,100.0,15.8,17.4,4.0,5.2,-3.8,2.9,15.5,12.7,68.2,2.5,17.633333333333333,11.6,2.8
2012-01-01,0.5,7.1,6.0,13.6,8.1,15.5,15.466666666666669,19.6,100.0,16.0,17.4,4.0,5.1,-3.7,2.9,15.5,12.9,68.2,2.6,17.566666666666666,11.5,2.9
2012-04-01,0.6,7.0,6.1,13.7,8.0,15.7,15.333333333333334,19.3,100.0,16.3,17.2,4.0,5.0,-3.5,2.9,15.3,13.1,67.9,2.6,17.566666666666666,11.4,3.0
2012-07-01,0.5,7.0,6.0,13.7,7.9,15.7,15.200000000000001,19.2,100.0,16.2,16.9,4.0,5.0,-3.2,2.9,15.3,13.0,67.8,2.7,17.533333333333335,11.3,3.0
2012-10-01,0.2,7.1,6.1,13.6,7.7,15.9,15.200000000000001,19.1,100.0,16.1,16.8,4.1,4.9,-3.1,2.9,15.3,13.1,68.0,2.8,17.6,11.3,2.9
2013-01-01,0.5,7.1,6.2,13.6,7.4,16.0,15.166666666666666,18.8,100.0,16.5,16.6,4.1,4.7,-3.0,2.8,15.3,13.1,67.7,2.9,17.466666666666665,11.3,2.8
2013-04-01,0.5,7.1,6.1,13.5,7.4,16.1,15.066666666666668,18.7,100.0,16.6,16.5,4.1,4.6,-3.0,2.8,15.1,13.1,67.6,3.0,17.533333333333335,11.3,2.9
2013-07-01,0.8,7.0,6.1,13.5,7.2,16.3,14.933333333333332,18.5,100.0,17.1,16.3,4.1,4.5,-2.8,2.7,15.1,13.2,67.3,3.1,17.433333333333334,11.3,3.0
2013-10-01,0.7,7.0,6.2,13.7,7.1,16.4,14.933333333333332,18.3,100.0,17.1,16.2,4.1,4.4,-2.5,2.7,15.0,13.3,67.2,3.1,17.433333333333334,11.2,3.0
2014-01-01,0.3,7.0,6.2,13.6,7.1,16.7,15.066666666666668,18.3,100.0,17.0,16.6,4.2,4.3,-3.0,2.7,15.1,13.6,67.7,3.1,17.633333333333333,11.2,3.2
2014-04-01,0.6,7.1,6.3,13.7,6.9,16.9,15.066666666666668,18.0,100.0,17.5,16.6,4.2,4.2,-2.9,2.7,15.1,13.7,67.4,3.2,17.46666666666667,11.1,3.3
2014-07-01,0.6,7.1,6.4,13.5,6.9,17.1,14.866666666666667,17.9,100.0,17.6,16.2,4.2,4.2,-2.7,2.7,14.9,13.8,67.2,3.2,17.400000000000002,11.0,3.3
2014-10-01,0.5,7.1,6.3,13.3,6.8,17.2,14.766666666666666,17.8,100.0,17.7,16.2,4.3,4.1,-3.0,2.7,14.8,13.9,67.4,3.3,17.533333333333335,11.0,3.3
2015-01-01,1.0,7.1,6.3,12.7,6.7,17.2,14.300000000000002,17.6,100.0,18.2,15.6,4.2,4.0,-2.9,2.7,14.4,13.8,67.1,3.4,17.5,10.9,3.3
2015-04-01,0.8,7.2,6.2,12.6,6.7,17.2,14.233333333333334,17.7,100.0,18.0,15.4,4.2,4.0,-2.8,2.7,14.4,13.7,67.1,3.4,17.433333333333334,11.0,3.3
2015-07-01,0.7,7.2,6.3,12.3,6.6,17.3,14.066666666666668,17.7,100.0,18.0,15.2,4.3,3.9,-2.9,2.7,14.5,13.7,67.3,3.6,17.533333333333335,11.0,3.2
2015-10-01,0.6,7.2,6.2,12.1,6.7,17.2,13.833333333333334,17.7,100.0,17.8,14.9,4.3,4.0,-2.8,2.7,14.3,13.6,67.4,3.6,17.599999999999998,11.0,3.1
2016-01-01,0.3,7.2,6.1,11.8,6.6,17.2,13.6,17.7,100.0,17.5,14.5,4.4,3.9,-2.8,2.7,14.2,13.4,67.6,3.7,17.7,11.0,2.9
2016-04-01,0.2,7.2,6.0,11.9,6.6,17.2,13.633333333333333,17.6,100.0,17.3,14.5,4.5,3.9,-2.6,2.7,14.3,13.4,67.7,3.8,17.733333333333334,11.0,3.0
2016-07-01,0.0,7.2,5.9,12.0,6.6,17.2,13.666666666666666,17.5,100.0,17.3,14.6,4.5,3.9,-2.5,2.7,14.2,13.5,67.7,3.8,17.8,11.0,3.1
2016-10-01,0.3,7.2,5.9,11.9,6.5,17.3,13.666666666666666,17.5,100.0,17.6,14.7,4.5,3.8,-2.8,2.7,14.2,13.5,67.7,3.8,17.73333333333333,10.9,3.1
2017-01-01,0.0,7.2,5.8,12.1,6.5,17.4,13.833333333333334,17.4,100.0,17.4,14.9,4.6,3.8,-2.8,2.7,14.3,13.5,67.9,3.9,17.833333333333332,10.9,3.1
2017-04-01,0.1,7.2,5.9,12.1,6.5,17.5,13.766666666666666,17.3,100.0,17.7,14.9,4.6,3.8,-2.8,2.6,14.2,13.6,67.8,3.9,17.866666666666667,10.9,3.1
2017-07-01,0.3,7.2,5.9,12.1,6.4,17.5,13.699999999999998,17.3,100.0,17.8,14.8,4.6,3.8,-2.7,2.6,14.2,13.6,67.7,3.9,17.833333333333332,10.8,3.0
2017-10-01,0.2,7.3,6.0,12.4,6.4,17.6,14.0,17.3,100.0,17.8,15.1,4.7,3.8,-2.8,2.6,14.3,13.6,67.6,4.0,17.733333333333334,10.9,3.0
2018-01-01,0.2,7.3,6.0,12.4,6.5,17.8,14.033333333333333,17.3,100.0,17.9,15.2,4.7,3.8,-2.8,2.7,14.3,13.8,67.6,3.9,17.7,10.8,3.1
2018-04-01,0.0,7.2,5.9,12.4,6.5,17.8,14.0,17.3,100.0,17.8,15.1,4.8,3.8,-2.6,2.7,14.2,13.8,67.5,4.0,17.7,10.9,3.1
2018-07-01,0.5,7.2,5.9,12.2,6.5,17.7,13.9,17.4,100.0,18.2,15.2,4.8,3.9,-3.0,2.7,14.1,13.8,67.3,3.9,17.666666666666668,10.9,3.1
2018-10-01,0.5,7.1,5.9,12.1,6.6,17.7,13.866666666666667,17.5,100.0,18.2,15.2,4.9,3.9,-3.0,2.7,14.1,13.9,67.4,3.9,17.7,10.9,3.0
