Date,Clothing and footwear,Durable goods,Energy goods and services,Final consumption expenditures of nonprofit institutions serving households (NPISHs),Financial services and insurance,Food and beverages purchased for off-premises consumption,Food services and accommodations,Furnishings and durable household equipment,Gasoline and other energy goods,Goods,Gross output of nonprofit institutions,Health care,Household consumption expenditures (for services),Housing,Housing and utilities,Less: Receipts from sales of goods and services by nonprofit institutions,Market-based PCE,Market-based PCE excluding food and energy,Motor vehicles and parts,Nondurable goods,Other durable goods,Other nondurable goods,Other services,PCE excluding food and energy,"PCE excluding food, energy, and housing",PCE services excluding energy and housing,Personal consumption expenditures (PCE),Recreation services,Recreational goods and vehicles,Services,Transportation services
1965-01-01,15.016,6.694,46.502,3.375,14.075,41.875,26.704,10.968,52.793,17.837,14.474,17.143,21.113,23.724,25.704,22.26,,,15.852,29.101,8.778,20.382,25.886,16.347,15.095,18.056,19.443,10.825,0.765,19.827,20.272
1965-02-01,14.976,7.176,47.571,3.355,14.178,42.42,26.859,10.967,54.735,18.34,14.563,17.269,21.183,23.763,25.744,22.519,,,18.335,29.427,9.014,20.533,25.917,16.609,15.387,18.126,19.753,10.826,0.78,19.886,20.331
1965-03-01,14.371,7.506,47.833,3.388,14.268,41.878,26.61,10.833,54.867,18.398,14.694,17.284,21.242,23.876,25.89,22.71,,,20.302,29.003,8.837,20.472,26.069,16.714,15.491,18.155,19.814,10.82,0.791,19.947,20.401
1965-04-01,14.799,7.4,48.327,3.442,14.329,42.412,27.253,10.961,55.249,18.526,14.812,17.237,21.39,23.994,26.061,22.816,,,19.434,29.474,8.618,20.805,26.217,16.808,15.58,18.293,19.955,10.82,0.822,20.091,20.524
1965-05-01,14.994,7.153,48.523,3.469,14.385,42.494,27.594,11.217,55.196,18.408,14.893,17.215,21.493,24.049,26.163,22.916,,,17.714,29.622,8.885,20.954,26.407,16.774,15.533,18.393,19.936,10.802,0.816,20.19,20.642
1965-06-01,14.494,6.858,49.069,3.531,14.47,42.213,27.59,11.025,56.083,18.036,15.024,17.081,21.579,24.185,26.3,23.022,,,16.257,29.27,8.883,20.581,26.73,16.599,15.313,18.468,19.77,10.791,0.82,20.28,20.8
1965-07-01,14.933,7.031,49.65,3.584,14.522,42.762,27.965,11.343,57.191,18.392,15.152,16.962,21.68,24.295,26.395,23.15,,,16.702,29.784,9.162,20.883,27.013,16.807,15.533,18.574,20.018,10.793,0.826,20.381,20.879
1965-08-01,14.769,7.301,49.152,3.634,14.609,43.172,27.921,11.269,56.412,18.59,15.28,16.824,21.753,24.433,26.505,23.287,,,18.207,29.785,9.086,20.832,27.331,16.948,15.674,18.637,20.165,10.801,0.842,20.457,21.012
1965-09-01,15.511,7.811,49.454,3.673,14.819,42.936,27.742,11.584,56.808,19.113,15.373,16.805,21.848,24.57,26.648,23.379,,,20.288,30.121,9.248,21.117,27.563,17.331,16.09,18.713,20.502,10.864,0.889,20.55,21.113
1965-10-01,15.541,7.749,50.001,3.712,15.04,45.143,28.122,11.912,57.754,19.501,15.482,16.802,22.0,24.68,26.755,23.503,,,19.272,31.095,9.618,21.749,27.824,17.438,16.196,18.878,20.789,10.949,0.91,20.697,21.218
1965-11-01,15.697,7.703,49.968,3.747,15.264,44.409,28.38,12.055,57.547,19.379,15.595,16.816,22.13,24.749,26.836,23.653,,,18.595,30.898,9.889,21.705,28.042,17.493,16.248,19.021,20.78,11.046,0.93,20.821,21.322
1965-12-01,15.694,7.623,49.667,3.764,15.296,45.061,28.764,12.006,56.962,19.377,15.694,16.933,22.227,24.852,26.935,23.823,,,17.958,31.025,10.209,21.576,28.03,17.492,16.232,19.111,20.823,11.062,0.946,20.912,21.392
1966-01-01,15.934,7.842,50.117,3.776,15.332,44.648,28.722,12.184,57.659,19.589,15.793,17.021,22.258,24.889,26.983,24.009,,,18.668,31.143,10.747,21.918,28.044,17.661,16.419,19.135,20.956,11.031,0.959,20.943,21.43
1966-02-01,16.07,8.045,49.857,3.778,15.338,44.686,28.995,12.084,57.128,19.785,15.872,17.068,22.33,24.961,27.056,24.179,,,19.806,31.252,10.682,22.156,28.101,17.821,16.59,19.199,21.097,11.053,0.977,21.009,21.482
1966-03-01,15.926,8.286,50.278,3.759,15.295,44.654,29.099,12.295,57.609,19.979,15.967,17.336,22.462,25.063,27.178,24.448,,,20.813,31.298,10.679,22.415,28.302,17.992,16.77,19.314,21.261,11.139,0.992,21.125,21.659
1966-04-01,15.995,8.044,51.074,3.733,15.264,44.872,29.19,12.156,58.611,19.939,16.03,17.529,22.544,25.076,27.237,24.669,,,19.681,31.6,10.419,22.861,28.342,17.961,16.733,19.388,21.272,11.264,0.997,21.195,21.854
1966-05-01,15.847,7.624,51.357,3.698,15.243,44.713,28.885,11.978,58.722,19.528,16.103,17.769,22.624,25.183,27.378,24.936,,,17.546,31.358,10.403,22.425,28.392,17.747,16.473,19.424,21.074,11.392,0.996,21.261,22.08
1966-06-01,16.265,7.54,51.789,3.69,15.214,44.699,28.903,12.349,59.406,19.588,16.118,17.942,22.677,25.296,27.491,24.993,,,16.211,31.624,10.708,22.62,28.304,17.797,16.513,19.447,21.13,11.491,1.041,21.308,22.045
1966-07-01,16.236,7.691,51.669,3.66,15.172,45.49,29.478,12.544,59.176,19.832,16.122,18.086,22.79,25.409,27.592,25.091,,,16.867,31.927,10.607,22.86,28.329,17.932,16.65,19.542,21.312,11.561,1.041,21.405,21.951
1966-08-01,16.206,7.983,52.142,3.633,15.098,44.485,28.986,12.59,59.931,19.894,16.118,18.242,22.793,25.526,27.708,25.164,,,18.206,31.596,10.613,22.719,28.341,18.043,16.759,19.494,21.345,11.634,1.074,21.402,21.89
1966-09-01,16.215,8.295,52.257,3.623,14.978,44.688,29.029,12.485,60.003,20.18,16.125,18.372,22.88,25.587,27.779,25.208,,,19.964,31.738,10.578,22.932,28.59,18.239,16.973,19.575,21.542,11.745,1.091,21.48,22.084
1966-10-01,16.212,8.088,52.363,3.584,14.837,44.263,28.621,12.49,59.99,19.972,16.133,18.547,22.937,25.651,27.858,25.343,,,18.883,31.604,10.437,22.943,28.85,18.168,16.883,19.606,21.448,11.878,1.087,21.524,22.391
1966-11-01,16.143,7.957,51.982,3.561,14.731,44.878,28.834,12.414,59.143,19.931,16.194,18.753,23.098,25.804,28.019,25.546,,,18.135,31.722,10.414,22.949,29.136,18.176,16.869,19.743,21.493,12.024,1.102,21.666,22.683
1966-12-01,15.867,7.915,52.914,3.582,14.946,44.872,29.249,12.409,60.874,19.878,16.301,18.841,23.24,25.895,28.091,25.724,,,17.726,31.671,10.503,22.8,29.299,18.186,16.867,19.9,21.527,12.054,1.122,21.799,22.783
1967-01-01,16.041,7.978,51.911,3.607,15.213,45.415,29.259,12.454,59.244,20.011,16.325,18.798,23.297,25.936,28.113,25.702,,,18.224,31.868,10.365,22.981,29.376,18.281,16.969,19.971,21.629,12.095,1.103,21.856,22.859
1967-02-01,15.951,7.703,53.036,3.639,15.471,45.501,28.299,12.559,61.36,19.904,16.411,18.768,23.245,25.978,28.133,25.796,,,16.607,32.065,10.325,23.212,29.431,18.151,16.816,19.905,21.549,12.118,1.097,21.814,22.895
1967-03-01,16.26,7.826,52.039,3.689,15.59,45.756,28.424,12.43,59.077,20.021,16.532,18.757,23.343,26.09,28.299,25.92,,,17.181,32.131,10.616,23.227,29.64,18.284,16.95,19.98,21.661,11.994,1.117,21.913,22.913
1967-04-01,16.244,8.17,52.219,3.719,15.616,46.042,28.378,12.637,58.676,20.325,16.679,18.775,23.421,26.173,28.464,26.158,,,18.887,32.259,10.723,23.444,29.945,18.479,17.16,20.025,21.867,11.809,1.111,21.989,22.906
1967-05-01,16.117,8.112,54.313,3.739,15.67,45.636,28.274,12.541,61.635,20.259,16.817,18.824,23.497,26.288,28.655,26.407,,,18.56,32.204,10.83,23.246,30.124,18.449,17.108,20.053,21.865,11.673,1.12,22.062,22.922
1967-06-01,16.258,8.235,53.879,3.808,15.828,45.741,28.581,12.643,61.109,20.397,16.993,18.812,23.601,26.356,28.691,26.591,,,19.203,32.317,10.635,23.421,30.227,18.594,17.263,20.19,21.994,11.86,1.121,22.17,23.088
1967-07-01,15.981,8.108,53.934,3.868,16.09,45.081,28.67,12.518,61.528,20.152,17.143,18.805,23.72,26.519,28.802,26.751,,,18.747,31.974,10.694,23.266,30.284,18.563,17.205,20.315,21.916,12.178,1.102,22.29,23.208
1967-08-01,16.194,7.992,52.644,3.919,16.343,45.611,28.73,12.503,59.595,20.176,17.246,18.747,23.828,26.681,28.907,26.827,,,17.843,32.213,10.499,23.604,30.375,18.629,17.256,20.425,21.981,12.463,1.151,22.397,23.338
1967-09-01,16.663,8.222,52.985,3.966,16.329,45.979,28.764,12.839,59.879,20.471,17.394,18.79,23.865,26.762,29.02,27.021,,,18.414,32.502,10.699,23.498,30.477,18.789,17.425,20.441,22.165,12.166,1.185,22.439,23.425
1967-10-01,15.906,7.974,53.592,4.018,16.259,45.704,28.794,12.49,60.382,20.066,17.519,18.778,23.892,26.87,29.189,27.145,,,17.469,31.995,10.661,23.043,30.606,18.566,17.156,20.427,21.957,11.724,1.182,22.474,23.523
