Date,Air,All other electric,Alternative electric,Amusement and recreation,Brokers' commissions and other ownership transfer costs,Brokers' commissions on sale of structures,Commercial and health care,Communication,Dormitories,Educational and vocational,Electric,Farm,Food and beverage establishments,Health care,Hospitals,Hospitals and special care,Improvements,Land,Lodging,Manufactured homes,Manufacturing,Medical buildings,Mining,"Mining exploration, shafts, and wells",Multifamily structures,Multimerchandise shopping,Nonresidential,Nonresidential structures,Office,Other,Other commercial,Other power,Other structures,Permanent site,Petroleum and natural gas,Power,Power and communication,Private fixed investment in new structures,Private fixed investment in structures,Religious,Residential,Residential structures,Single-family structures,Special care,Transportation,Warehouses
2014-01-01,88.088,93.936,121.725,88.33,86.923,90.949,94.74,99.849,89.577,95.378,101.683,88.304,93.986,97.308,97.308,97.322,93.825,94.667,88.372,93.722,95.17,97.264,88.236,100.886,80.859,93.924,96.213,96.445,94.027,95.385,94.004,98.169,90.8295,87.751,102.071,100.764,100.677,93.407,92.579,88.321,89.535,90.283,89.585,97.39,93.716,93.945
2015-01-01,91.204,96.323,109.542,91.449,90.449,96.084,96.451,100.403,91.857,97.18,99.95,91.348,95.711,98.018,98.02,98.025,94.196,96.327,91.464,95.906,96.989,97.996,91.288,102.885,90.073,95.672,97.719,97.791,96.374,96.88,95.758,97.533,93.303,91.434,103.982,99.344,99.573,95.204,94.651,91.438,92.137,92.607,91.821,98.052,95.501,95.663
2016-01-01,95.382,98.074,100.425,95.595,94.533,98.965,97.767,100.223,95.762,97.943,98.818,95.447,97.287,98.606,98.606,98.612,96.181,97.997,95.576,96.824,97.545,98.589,95.303,97.889,94.724,97.251,97.668,97.592,97.862,97.799,97.271,94.202,96.257,95.519,98.116,97.705,98.188,96.679,96.476,95.534,95.534,95.807,95.746,98.639,97.475,97.214
2017-01-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2018-01-01,104.52,103.527,82.515,104.835,109.249,104.743,103.838,102.823,104.331,104.183,96.246,104.597,103.491,104.018,104.002,104.007,104.653,102.037,104.875,105.712,104.666,104.047,104.889,92.682,106.95,103.335,101.174,100.978,104.198,104.093,103.548,104.138,105.4445,104.85,91.817,98.265,99.188,102.911,103.667,104.879,105.69,104.783,104.288,104.031,102.636,103.363
2019-01-01,109.171,107.495,82.478,109.412,113.219,106.94,108.726,106.357,107.633,110.26,98.725,109.534,108.571,108.725,108.709,108.73,106.812,104.606,109.454,112.784,110.849,108.713,109.404,95.025,108.755,108.378,105.261,105.168,108.959,107.595,108.798,110.344,108.946,107.88,94.008,101.684,102.63,106.383,107.163,109.449,108.681,107.532,107.656,108.841,105.741,108.5
2020-01-01,113.04,109.919,83.582,113.293,118.49,110.179,111.01,108.137,111.779,113.145,100.621,113.285,110.279,111.299,111.304,111.309,109.326,107.13,113.278,119.608,114.142,111.28,113.238,89.733,109.804,110.233,106.789,106.589,111.592,108.986,110.551,117.456,112.499,111.597,87.801,104.738,105.479,108.754,109.882,113.352,112.35,110.803,112.166,111.351,108.626,110.136
2021-01-01,120.173,116.382,82.378,120.687,132.488,115.458,118.456,112.706,124.837,117.206,103.553,120.424,118.745,116.574,116.504,116.446,121.82,111.305,120.156,147.477,120.212,116.804,120.624,78.129,113.626,118.599,110.306,110.0,119.249,118.3,118.862,126.94,122.179,122.675,73.952,108.828,109.656,116.877,118.623,120.421,124.68,122.729,125.351,116.253,113.611,118.569
2022-01-01,135.132,132.215,80.34,135.414,146.094,123.213,145.672,123.496,146.194,136.305,110.792,135.465,152.389,136.625,136.611,136.519,139.91,120.0,135.672,176.361,147.575,136.827,135.35,85.651,124.67,152.241,128.093,128.43,143.566,137.615,152.857,149.183,136.888,140.729,80.768,118.499,119.532,135.174,136.152,135.361,142.092,140.991,145.42,136.191,123.988,152.129
2023-01-01,140.992,140.494,77.862,141.497,151.792,121.563,156.158,136.233,150.383,146.408,113.474,141.485,159.291,147.934,147.992,147.977,142.638,125.612,141.529,170.633,157.95,147.955,141.429,90.26,130.022,159.214,135.121,135.998,157.888,146.42,159.602,145.421,140.6745,145.781,85.219,120.314,123.219,140.843,141.645,141.648,146.34,144.945,150.341,148.101,129.677,159.166
