Date,Capital transfer payments,Capital transfer receipts,Consumption expenditures,Contributions for government social insurance,Current expenditures,Current receipts,Current surplus of government enterprises,Current tax receipts,Current transfer payments,Current transfer receipts,Dividends,From business (net),From persons,From the rest of the world,Government social benefits,Gross government investment,Income receipts on assets,Interest and miscellaneous receipts,Interest payments,Interest receipts,Less: Consumption of fixed capital,Net government saving,Net lending or net borrowing (-),Net purchases of nonproduced assets,Other,Other current transfer payments to the rest of the world,Personal current taxes,Rents and royalties,Social insurance funds,Subsidies,Taxes from the rest of the world,Taxes on corporate income,Taxes on production and imports,To persons,To persons and business,To the rest of the world,Total expenditures,Total receipts
1964-07-01,84.0,3427.0,109465.0,22600.0,169657.0,166915.0,704.0,136448.0,34492.0,1571.0,1604.0,966.0,11560.5,84.0,31624.0,46567.0,5591.0,3987.0,23051.0,3336.0,25252.0,-2742.0,-22954.0,2239.0,-4283.0,2868.0,51575.0,652.0,1541.0,2648.0,180.0,26812.0,57881.0,31264.0,22615.0,398.0,193295.0,170342.0
1964-10-01,84.0,3493.0,109430.0,22804.0,170582.0,169206.0,875.0,138525.0,35128.0,1640.0,1652.0,1042.0,11661.0,80.0,31848.0,46722.0,5362.0,3710.0,23364.0,3059.0,25562.0,-1376.0,-20274.0,1147.0,-3115.0,3280.0,53223.0,652.0,1739.0,2660.0,192.0,26332.0,58778.0,31472.0,22872.0,434.0,192973.0,172699.0
1965-01-01,84.0,3594.0,110829.0,22976.0,173932.0,176453.0,848.0,145504.0,36352.0,1726.0,1212.0,1171.0,11721.5,88.0,33072.0,46196.0,5399.0,4187.0,23827.0,3518.0,25883.0,2521.0,-16151.0,1869.0,1603.0,3280.0,56964.0,669.0,918.0,2924.0,196.0,28160.0,60184.0,32700.0,23339.0,430.0,196198.0,180047.0
1965-04-01,96.0,3422.0,112899.0,23280.0,177902.0,179551.0,903.0,148003.0,37680.0,1763.0,1272.0,1205.0,11877.0,84.0,32968.0,46909.0,5602.0,4330.0,24351.0,3661.0,26258.0,1649.0,-17115.0,1439.0,-65.0,4712.0,58415.0,669.0,1714.0,2972.0,204.0,29044.0,60340.0,32340.0,23879.0,550.0,200088.0,182973.0
1965-07-01,64.0,3614.0,117893.0,23636.0,184864.0,179121.0,765.0,147309.0,39396.0,1823.0,1324.0,1243.0,12066.0,84.0,36308.0,48868.0,5589.0,4265.0,24587.0,3595.0,26629.0,-5743.0,-26245.0,1813.0,-4568.0,3088.0,57005.0,669.0,-1175.0,2988.0,212.0,29576.0,60516.0,35896.0,24115.0,442.0,208980.0,182735.0
1965-10-01,80.0,3802.0,123140.0,24108.0,189753.0,183923.0,635.0,151816.0,38392.0,1880.0,1380.0,1261.0,12323.5,80.0,35116.0,49480.0,5484.0,4104.0,25077.0,3430.0,26990.0,-5830.0,-26536.0,1939.0,-6449.0,3276.0,58272.0,674.0,619.0,3144.0,212.0,31536.0,61796.0,34716.0,24553.0,462.0,214261.0,187725.0
1966-01-01,80.0,3946.0,125112.0,30484.0,194102.0,194742.0,582.0,155607.0,39788.0,1959.0,1460.0,1268.0,15533.5,108.0,36112.0,51920.0,6110.0,4650.0,25639.0,3892.0,27354.0,639.0,-22426.0,2366.0,-5860.0,3676.0,61526.0,757.0,6499.0,3564.0,216.0,32500.0,61365.0,35692.0,25115.0,472.0,221114.0,198688.0
1966-04-01,100.0,3967.0,129716.0,30948.0,201437.0,200742.0,453.0,161018.0,41452.0,2021.0,1580.0,1272.0,15794.5,108.0,36188.0,51942.0,6302.0,4722.0,26340.0,3957.0,27914.0,-695.0,-22771.0,1914.0,-7523.0,5264.0,65567.0,765.0,6828.0,3928.0,216.0,32408.0,62827.0,35772.0,25796.0,480.0,227479.0,204709.0
1966-07-01,64.0,3845.0,135288.0,32028.0,207674.0,204729.0,204.0,163774.0,41268.0,2087.0,1716.0,1278.0,16366.5,104.0,38092.0,54178.0,6636.0,4920.0,27053.0,4143.0,28384.0,-2945.0,-27070.0,2113.0,-9267.0,3176.0,67854.0,776.0,6322.0,4064.0,240.0,31932.0,63748.0,37512.0,26477.0,578.0,235644.0,208574.0
1966-10-01,88.0,3786.0,137392.0,32304.0,214690.0,208646.0,312.0,166905.0,45308.0,2161.0,1840.0,1298.0,16533.5,100.0,41480.0,56230.0,6964.0,5124.0,27750.0,4336.0,28904.0,-6044.0,-31331.0,1659.0,-10847.0,3828.0,70565.0,789.0,4803.0,4240.0,240.0,31196.0,64904.0,41040.0,27198.0,496.0,243763.0,212432.0
1967-01-01,88.0,3987.0,144699.0,33744.0,225394.0,210718.0,263.0,167363.0,48584.0,2233.0,1868.0,1312.0,17276.5,112.0,44396.0,57889.0,7114.0,5246.0,28119.0,4332.0,29368.0,-14676.0,-40710.0,1412.0,-18498.0,4188.0,71175.0,915.0,3822.0,3992.0,236.0,30388.0,65564.0,43928.0,27571.0,508.0,255415.0,214705.0
1967-04-01,84.0,3871.0,147248.0,34688.0,229312.0,212794.0,369.0,168110.0,49800.0,2318.0,1860.0,1351.0,17773.5,108.0,45504.0,56563.0,7309.0,5449.0,28392.0,4520.0,29878.0,-16517.0,-40256.0,841.0,-20850.0,4296.0,70942.0,930.0,4333.0,3872.0,240.0,30096.0,66832.0,45008.0,27792.0,548.0,256922.0,216665.0
1967-07-01,84.0,4163.0,150458.0,35348.0,234357.0,218987.0,395.0,173191.0,50948.0,2396.0,1876.0,1392.0,18122.0,108.0,47156.0,57921.0,7656.0,5780.0,29267.0,4831.0,30507.0,-15371.0,-41049.0,2344.0,-19478.0,3792.0,73833.0,949.0,4107.0,3684.0,248.0,30364.0,68746.0,46408.0,28687.0,664.0,264199.0,223150.0
1967-10-01,84.0,3891.0,154992.0,36136.0,241162.0,225658.0,84.0,178896.0,51892.0,2445.0,2024.0,1409.0,18526.0,120.0,48172.0,58301.0,8096.0,6072.0,30582.0,5114.0,31165.0,-15504.0,-38837.0,3.0,-20174.0,3720.0,75894.0,959.0,4670.0,3696.0,268.0,32128.0,70606.0,47664.0,29918.0,586.0,268385.0,229549.0
1968-01-01,100.0,3688.0,161395.0,37720.0,251178.0,237691.0,459.0,188415.0,54404.0,2441.0,2272.0,1409.0,19310.0,132.0,50424.0,58354.0,8656.0,6384.0,31344.0,5328.0,31900.0,-13487.0,-35731.0,-622.0,-18186.0,3980.0,78564.0,1056.0,4699.0,4036.0,284.0,36200.0,73367.0,49920.0,30644.0,602.0,277111.0,241379.0
1968-04-01,116.0,4036.0,164107.0,38560.0,258933.0,244579.0,488.0,194201.0,58160.0,2446.0,2432.0,1408.0,19731.0,136.0,53704.0,59530.0,8884.0,6452.0,32461.0,5398.0,32437.0,-14353.0,-38093.0,567.0,-17361.0,4456.0,81665.0,1054.0,3008.0,4204.0,304.0,36808.0,75424.0,53196.0,31733.0,618.0,286708.0,248615.0
1968-07-01,144.0,4217.0,167823.0,39220.0,264992.0,258133.0,497.0,206734.0,59628.0,2424.0,2548.0,1384.0,20056.0,148.0,55096.0,59547.0,9258.0,6710.0,33321.0,5656.0,32975.0,-6859.0,-29865.0,508.0,-9605.0,4532.0,91861.0,1055.0,2746.0,4220.0,332.0,36848.0,77693.0,54452.0,32661.0,652.0,292215.0,262350.0
1968-10-01,88.0,4411.0,171796.0,39856.0,271502.0,265003.0,368.0,213106.0,61444.0,2425.0,2604.0,1379.0,20371.0,160.0,56228.0,59552.0,9248.0,6644.0,34026.0,5594.0,33706.0,-6499.0,-29568.0,1547.0,-9278.0,5216.0,95858.0,1049.0,2779.0,4236.0,356.0,37748.0,79144.0,55656.0,33306.0,646.0,298982.0,269414.0
1969-01-01,84.0,4562.0,172180.0,43100.0,272223.0,277245.0,172.0,221995.0,61388.0,2531.0,2760.0,1456.0,21991.5,192.0,57740.0,61525.0,9447.0,6687.0,34316.0,5603.0,34398.0,5021.0,-18759.0,1132.0,-237.0,3648.0,102602.0,1085.0,5258.0,4340.0,380.0,38424.0,80589.0,57184.0,33564.0,654.0,300566.0,281807.0
1969-04-01,76.0,4800.0,177150.0,43904.0,281312.0,282728.0,158.0,226129.0,64072.0,2577.0,2960.0,1471.0,22399.0,212.0,58756.0,59709.0,9961.0,7001.0,35626.0,5916.0,35164.0,1417.0,-19573.0,1168.0,-4204.0,5316.0,105660.0,1084.0,5621.0,4464.0,392.0,37176.0,82901.0,58180.0,34862.0,670.0,307101.0,287528.0
1969-07-01,76.0,4549.0,182606.0,44844.0,288617.0,283511.0,124.0,225520.0,64196.0,2613.0,3072.0,1469.0,22884.0,220.0,60124.0,59929.0,10410.0,7338.0,37147.0,6244.0,35755.0,-5105.0,-25857.0,1050.0,-11245.0,4072.0,104139.0,1094.0,6140.0,4668.0,404.0,35760.0,85217.0,59528.0,36363.0,690.0,313917.0,288060.0
1969-10-01,80.0,4589.0,185815.0,45512.0,296686.0,287253.0,197.0,228000.0,66760.0,2659.0,3284.0,1472.0,23235.5,228.0,61612.0,57024.0,10885.0,7601.0,39448.0,6493.0,36537.0,-9433.0,-26401.0,990.0,-15818.0,5148.0,105623.0,1108.0,6385.0,4664.0,400.0,35260.0,86717.0,61000.0,38640.0,710.0,318243.0,291842.0
1970-01-01,104.0,4768.0,188878.0,46216.0,303253.0,283970.0,-516.0,224131.0,67860.0,2715.0,3392.0,1493.0,23603.0,232.0,63616.0,59012.0,11424.0,8032.0,41780.0,6850.0,37352.0,-19284.0,-37140.0,861.0,-26011.0,4244.0,104573.0,1182.0,6727.0,4736.0,384.0,30708.0,88466.0,62980.0,41032.0,692.0,325878.0,288738.0
1970-04-01,132.0,4784.0,190308.0,46488.0,317555.0,287137.0,-1128.0,227187.0,78780.0,2754.0,3496.0,1495.0,23759.5,228.0,73848.0,58835.0,11836.0,8340.0,43647.0,7138.0,38184.0,-30417.0,-47127.0,710.0,-29183.0,4932.0,105512.0,1202.0,-1234.0,4820.0,380.0,30760.0,90535.0,73112.0,42747.0,818.0,339049.0,291921.0
1970-07-01,112.0,4676.0,194343.0,46948.0,324015.0,285828.0,-1110.0,225273.0,79348.0,2676.0,3580.0,1377.0,24005.5,236.0,74256.0,60240.0,12041.0,8461.0,45583.0,7231.0,38968.0,-38186.0,-55908.0,1013.0,-38804.0,5092.0,100657.0,1230.0,618.0,4740.0,368.0,31736.0,92512.0,73500.0,44575.0,882.0,346412.0,290504.0
1970-10-01,172.0,4828.0,197612.0,46720.0,332063.0,286454.0,-1382.0,226285.0,83116.0,2703.0,3508.0,1359.0,23912.0,240.0,78112.0,61096.0,12129.0,8621.0,46523.0,7361.0,39813.0,-45609.0,-62968.0,732.0,-44034.0,5004.0,101538.0,1260.0,-1575.0,4812.0,364.0,30244.0,94139.0,77356.0,45383.0,948.0,354250.0,291282.0
1971-01-01,176.0,4954.0,203856.0,50764.0,341728.0,294365.0,-1772.0,230299.0,85804.0,2826.0,3440.0,1455.0,25919.5,296.0,80108.0,58050.0,12248.0,8808.0,47304.0,7423.0,40542.0,-47363.0,-59247.0,-845.0,-48849.0,5696.0,98331.0,1385.0,1486.0,4764.0,356.0,33960.0,97652.0,79348.0,46100.0,982.0,358566.0,299319.0
1971-04-01,132.0,5035.0,207792.0,51376.0,354071.0,300294.0,-1246.0,234921.0,93620.0,2870.0,3252.0,1448.0,26233.0,332.0,87760.0,58326.0,12372.0,9120.0,47847.0,7711.0,41118.0,-53778.0,-67877.0,1794.0,-48934.0,5860.0,100714.0,1409.0,-4844.0,4812.0,364.0,34896.0,98947.0,86928.0,46367.0,1156.0,373206.0,305329.0
1971-07-01,140.0,5450.0,210611.0,51648.0,357438.0,303971.0,-1564.0,238469.0,93256.0,2936.0,3364.0,1457.0,26393.5,340.0,87692.0,59172.0,12482.0,9118.0,49058.0,7698.0,41538.0,-53467.0,-67712.0,1921.0,-49647.0,5564.0,102307.0,1420.0,-3820.0,4512.0,364.0,34124.0,101674.0,86872.0,47110.0,1384.0,377132.0,309421.0
1971-10-01,172.0,7749.0,213579.0,52228.0,364726.0,310612.0,-1480.0,244103.0,96260.0,3032.0,3372.0,1484.0,26716.0,344.0,89332.0,58488.0,12729.0,9357.0,50274.0,7928.0,41965.0,-54114.0,-64945.0,1886.0,-50148.0,6928.0,105468.0,1429.0,-3966.0,4612.0,384.0,34552.0,103699.0,88500.0,47898.0,1604.0,383306.0,318361.0
1972-01-01,196.0,7737.0,222233.0,58520.0,379849.0,334461.0,-1388.0,261493.0,100140.0,3297.0,3228.0,1624.0,29906.5,380.0,92348.0,59994.0,12539.0,9311.0,51373.0,7817.0,42528.0,-45388.0,-57230.0,1917.0,-45777.0,7792.0,119785.0,1494.0,389.0,6103.0,396.0,36752.0,104560.0,91432.0,49037.0,1626.0,399428.0,342198.0
1972-04-01,236.0,6024.0,225543.0,59172.0,383862.0,341825.0,-1040.0,267616.0,99452.0,3424.0,3200.0,1659.0,30284.5,368.0,92808.0,60922.0,12652.0,9452.0,52665.0,7961.0,42996.0,-42037.0,-56080.0,1905.0,-43100.0,6644.0,123370.0,1492.0,1063.0,6203.0,408.0,37052.0,106786.0,91860.0,50277.0,1668.0,403929.0,347849.0
1972-07-01,304.0,6435.0,225102.0,59864.0,388048.0,347355.0,-897.0,271891.0,101728.0,3517.0,3184.0,1686.0,30661.5,372.0,93752.0,59214.0,12980.0,9796.0,54043.0,8304.0,43943.0,-40693.0,-51118.0,1286.0,-42897.0,7976.0,124277.0,1492.0,2204.0,7175.0,408.0,38344.0,108862.0,92852.0,51439.0,1752.0,404908.0,353790.0
1972-10-01,160.0,7020.0,229115.0,60756.0,402432.0,358794.0,-420.0,281396.0,110480.0,3574.0,3312.0,1699.0,31127.5,376.0,104184.0,62633.0,13488.0,10176.0,55774.0,8666.0,44603.0,-43638.0,-53471.0,-1337.0,-38426.0,6296.0,127128.0,1510.0,-5212.0,7063.0,400.0,42364.0,111504.0,103088.0,52898.0,1986.0,419285.0,365814.0
1973-01-01,192.0,7256.0,233395.0,74144.0,409436.0,377901.0,-1356.0,286711.0,111520.0,3779.0,3744.0,1948.0,37729.5,516.0,106560.0,66176.0,14623.0,10879.0,58577.0,9186.0,45327.0,-31535.0,-41770.0,-3550.0,-38014.0,4960.0,126399.0,1692.0,6479.0,5944.0,388.0,45324.0,114600.0,105428.0,55409.0,2150.0,426927.0,385157.0
1973-04-01,184.0,6116.0,237173.0,75268.0,419202.0,384185.0,-1757.0,291178.0,115332.0,3845.0,4200.0,2025.0,38272.0,544.0,108732.0,65537.0,15650.0,11450.0,60994.0,9700.0,46367.0,-35018.0,-48807.0,551.0,-41133.0,6600.0,129181.0,1750.0,6115.0,5704.0,384.0,45428.0,116185.0,107588.0,57346.0,2396.0,439107.0,390301.0
1973-07-01,188.0,6312.0,239548.0,76620.0,423688.0,390755.0,-2175.0,296298.0,116180.0,3411.0,4636.0,1583.0,38948.0,552.0,110400.0,64641.0,16601.0,11965.0,63243.0,10144.0,47820.0,-32933.0,-40562.0,-3068.0,-39060.0,5780.0,134089.0,1822.0,6127.0,4717.0,368.0,43444.0,118397.0,109232.0,59391.0,2510.0,437629.0,397067.0
1973-10-01,212.0,6720.0,246385.0,78120.0,433721.0,402315.0,-2544.0,305621.0,117676.0,3505.0,4892.0,1644.0,39712.5,556.0,113452.0,66208.0,17613.0,12721.0,65106.0,10834.0,49262.0,-31407.0,-41984.0,140.0,-37394.0,4224.0,139959.0,1887.0,5987.0,4555.0,372.0,45592.0,119698.0,112264.0,61170.0,2562.0,451018.0,409035.0
1974-01-01,232.0,6720.0,253627.0,83676.0,446900.0,411654.0,-2460.0,307658.0,123148.0,3906.0,5168.0,1966.0,42520.0,576.0,118496.0,70959.0,18873.0,13705.0,66569.0,11629.0,50506.0,-35246.0,-47269.0,-1942.0,-44754.0,4652.0,142792.0,2076.0,9508.0,3556.0,360.0,43700.0,120806.0,117544.0,62873.0,2324.0,465643.0,418374.0
1974-04-01,268.0,6408.0,258921.0,85260.0,465521.0,426713.0,-1892.0,319262.0,135220.0,4073.0,5524.0,2058.0,43355.5,564.0,126696.0,76037.0,20011.0,14487.0,68488.0,12368.0,52398.0,-38808.0,-44227.0,-12079.0,-43247.0,8524.0,148902.0,2119.0,4439.0,2892.0,364.0,45928.0,124068.0,125376.0,64484.0,2662.0,477348.0,433121.0
1974-07-01,248.0,6164.0,268513.0,86920.0,481515.0,442641.0,-2461.0,333109.0,139064.0,4200.0,5844.0,2092.0,44234.0,560.0,133704.0,78197.0,20873.0,15029.0,70766.0,12874.0,55061.0,-38874.0,-58207.0,2113.0,-41024.0,5360.0,154911.0,2155.0,2150.0,3172.0,368.0,50776.0,127054.0,132240.0,66630.0,2800.0,507012.0,448805.0
1974-10-01,288.0,5900.0,279758.0,87144.0,501707.0,439946.0,-2971.0,330215.0,146060.0,4293.0,5792.0,2084.0,44388.5,576.0,140616.0,79470.0,21265.0,15473.0,72281.0,13292.0,56975.0,-61761.0,-75362.0,-3281.0,-59960.0,5444.0,157587.0,2181.0,-1801.0,3608.0,376.0,44572.0,127680.0,139064.0,67929.0,2952.0,521208.0,445846.0
1975-01-01,304.0,5948.0,287098.0,88220.0,523966.0,435397.0,-3694.0,324801.0,158664.0,4512.0,5516.0,2208.0,44968.0,588.0,151564.0,83040.0,21558.0,16042.0,73983.0,13770.0,58433.0,-88568.0,-108720.0,1188.0,-79853.0,7100.0,157988.0,2272.0,-8715.0,4220.0,400.0,37592.0,128821.0,149756.0,69475.0,3158.0,550065.0,441345.0
1975-04-01,296.0,6465.0,294242.0,88612.0,550189.0,406492.0,-3884.0,295331.0,175656.0,4621.0,5404.0,2197.0,45222.0,592.0,166592.0,79167.0,21812.0,16408.0,76028.0,14122.0,59142.0,-143698.0,-158907.0,1354.0,-129169.0,9064.0,121068.0,2286.0,-14529.0,4264.0,432.0,40820.0,133011.0,164644.0,71832.0,3072.0,571863.0,412957.0
1975-07-01,296.0,6717.0,299868.0,90348.0,556166.0,455557.0,-4272.0,342878.0,173328.0,4736.0,5224.0,2180.0,46160.0,584.0,169768.0,85526.0,21867.0,16643.0,78406.0,14329.0,60179.0,-100609.0,-121227.0,1692.0,-79803.0,3560.0,152831.0,2314.0,-20806.0,4564.0,488.0,51360.0,138199.0,167728.0,74046.0,3200.0,583501.0,462274.0
1975-10-01,296.0,6662.0,305691.0,92408.0,569190.0,467468.0,-4423.0,352566.0,177376.0,4871.0,5536.0,2183.0,47256.0,584.0,172560.0,89880.0,22046.0,16510.0,81196.0,14171.0,61126.0,-101723.0,-125919.0,1808.0,-82461.0,4816.0,158541.0,2338.0,-19262.0,4928.0,564.0,52324.0,141137.0,170408.0,76928.0,3210.0,600049.0,474130.0
1976-01-01,296.0,6806.0,308389.0,99576.0,577738.0,489181.0,-2422.0,364397.0,180523.0,5329.0,5816.0,2501.0,50888.0,628.0,177087.0,92903.0,22301.0,16485.0,83691.0,14104.0,62356.0,-88557.0,-113595.0,1001.0,-73880.0,3436.0,162503.0,2381.0,-14677.0,5136.0,656.0,59564.0,141674.0,174719.0,79651.0,3204.0,609582.0,495987.0
1976-04-01,252.0,7065.0,312013.0,101056.0,581892.0,499874.0,-2420.0,373497.0,179451.0,5373.0,5844.0,2414.0,51695.5,624.0,175511.0,88972.0,22368.0,16524.0,85592.0,14116.0,63029.0,-82017.0,-99928.0,-1219.0,-69753.0,3940.0,169337.0,2408.0,-12264.0,4836.0,720.0,58584.0,144856.0,173051.0,81520.0,3266.0,606867.0,506939.0
1976-07-01,228.0,7173.0,314804.0,102836.0,597413.0,511443.0,-2310.0,382713.0,189931.0,5476.0,5956.0,2394.0,52637.0,644.0,182635.0,88713.0,22728.0,16772.0,87610.0,14345.0,64131.0,-85970.0,-100983.0,-2624.0,-68821.0,7296.0,176128.0,2426.0,-17149.0,5068.0,744.0,58148.0,147693.0,180075.0,83190.0,3490.0,619599.0,518616.0
1976-10-01,220.0,7900.0,322825.0,104424.0,607052.0,522244.0,-2389.0,391857.0,188763.0,5662.0,6036.0,2459.0,53483.5,660.0,185299.0,87994.0,22690.0,16654.0,90004.0,14215.0,65342.0,-84808.0,-100057.0,278.0,-67150.0,3464.0,182716.0,2439.0,-17658.0,5460.0,736.0,57076.0,151329.0,182727.0,85456.0,3560.0,630201.0,530144.0
1977-01-01,164.0,14162.0,329794.0,110000.0,618938.0,542869.0,-2613.0,405858.0,191820.0,5999.0,5928.0,2692.0,56295.5,716.0,188004.0,91409.0,23625.0,17697.0,91504.0,15252.0,66813.0,-76069.0,-88377.0,1710.0,-62159.0,3816.0,188798.0,2445.0,-13910.0,5820.0,708.0,61516.0,154836.0,185496.0,87000.0,3506.0,645408.0,557031.0
1977-04-01,284.0,7874.0,337145.0,112840.0,630494.0,562245.0,-2722.0,421515.0,193588.0,6240.0,6008.0,2819.0,57754.5,752.0,188924.0,94217.0,24372.0,18364.0,93906.0,15853.0,68184.0,-68249.0,-87295.0,604.0,-56902.0,4664.0,195691.0,2511.0,-11347.0,5856.0,696.0,67100.0,158028.0,186416.0,89102.0,3656.0,657414.0,570119.0
1977-07-01,252.0,7653.0,344386.0,115104.0,646298.0,574153.0,-3216.0,430531.0,198892.0,6685.0,5956.0,3169.0,58924.0,772.0,194352.0,93628.0,25049.0,19093.0,96604.0,16521.0,69256.0,-72145.0,-87195.0,-1920.0,-58229.0,4540.0,198551.0,2572.0,-13916.0,6416.0,724.0,69724.0,161532.0,191704.0,91348.0,3952.0,669001.0,581806.0
1977-10-01,200.0,7415.0,353352.0,117468.0,665588.0,590322.0,-3280.0,443604.0,200932.0,6904.0,6040.0,3284.0,60146.0,796.0,196964.0,93396.0,25625.0,19585.0,100996.0,16966.0,70568.0,-75267.0,-91034.0,155.0,-62076.0,3968.0,208476.0,2620.0,-13191.0,10308.0,780.0,70088.0,164260.0,194312.0,94612.0,4518.0,688771.0,597737.0
1978-01-01,228.0,7168.0,359085.0,124743.0,679135.0,601245.0,-3203.0,444736.0,205228.0,7413.0,6356.0,3709.0,63802.0,845.0,200356.0,93503.0,27556.0,21200.0,106142.0,18462.0,72232.0,-77890.0,-93977.0,1756.0,-71200.0,4872.0,211996.0,2738.0,-6690.0,8680.0,868.0,64960.0,166912.0,197700.0,98762.0,5018.0,702390.0,608413.0
1978-04-01,252.0,7096.0,367337.0,129889.0,692650.0,639975.0,-2718.0,475659.0,206712.0,7660.0,6672.0,3859.0,66413.5,865.0,201648.0,104951.0,29485.0,22813.0,110234.0,20016.0,74506.0,-52675.0,-74839.0,-1436.0,-51447.0,5064.0,223084.0,2796.0,-1228.0,8368.0,940.0,78576.0,173059.0,198952.0,102322.0,5304.0,721911.0,647071.0
1978-07-01,264.0,7196.0,374547.0,134235.0,712343.0,658314.0,-1381.0,486145.0,214872.0,7891.0,7268.0,3984.0,68633.0,877.0,209908.0,109681.0,31424.0,24156.0,114636.0,21283.0,75802.0,-54029.0,-83851.0,2875.0,-49769.0,4964.0,236298.0,2873.0,-4260.0,8288.0,988.0,79148.0,169711.0,207144.0,106532.0,5434.0,749361.0,665510.0
1978-10-01,260.0,7296.0,382109.0,139632.0,729122.0,684965.0,-2208.0,505464.0,217832.0,8104.0,7988.0,4096.0,71384.0,873.0,212764.0,114132.0,33973.0,25985.0,118773.0,23019.0,77783.0,-44157.0,-74847.0,1377.0,-43410.0,5068.0,247218.0,2966.0,-747.0,10408.0,1020.0,83316.0,173910.0,209912.0,109237.0,6194.0,767107.0,692261.0
1979-01-01,296.0,7448.0,392092.0,146890.0,746559.0,701397.0,-2290.0,511422.0,223019.0,8569.0,8264.0,4431.0,75051.0,927.0,217719.0,109727.0,36806.0,28542.0,123097.0,24842.0,79560.0,-45163.0,-67558.0,-619.0,-48790.0,5300.0,253625.0,3700.0,3628.0,8352.0,1028.0,80328.0,176441.0,214871.0,112565.0,6690.0,776403.0,708845.0
1979-04-01,336.0,7312.0,399582.0,151230.0,762611.0,718492.0,-2439.0,521895.0,227835.0,8766.0,8904.0,4507.0,77287.5,914.0,222187.0,116926.0,39040.0,30136.0,126419.0,26270.0,81882.0,-44119.0,-73905.0,1718.0,-49559.0,5648.0,261998.0,3866.0,5440.0,8776.0,1080.0,80324.0,178493.0,219195.0,116095.0,6658.0,799709.0,725804.0
1979-07-01,376.0,7464.0,407726.0,156289.0,789107.0,740294.0,-2597.0,535793.0,243483.0,8948.0,9632.0,4562.0,79873.0,929.0,237735.0,125380.0,41861.0,32229.0,129766.0,28156.0,84515.0,-48812.0,-81879.0,-710.0,-47311.0,5748.0,274827.0,4073.0,-1501.0,8132.0,1176.0,78888.0,180902.0,234595.0,119342.0,6782.0,829638.0,747758.0
1979-10-01,396.0,7940.0,419421.0,160304.0,813420.0,757184.0,-3469.0,546406.0,250579.0,9137.0,10648.0,4609.0,81942.5,946.0,243891.0,128353.0,44806.0,34158.0,134556.0,29839.0,86640.0,-56236.0,-86612.0,-3795.0,-55478.0,6688.0,285202.0,4319.0,-758.0,8864.0,1308.0,75328.0,184568.0,240675.0,123608.0,7082.0,851735.0,765124.0
1980-01-01,412.0,8168.0,433070.0,162917.0,846363.0,776667.0,-3554.0,558890.0,262349.0,9625.0,11716.0,4982.0,83285.0,989.0,254489.0,135711.0,48789.0,37073.0,141745.0,31319.0,89079.0,-69696.0,-108060.0,-512.0,-67379.0,7860.0,284825.0,5753.0,-2317.0,9200.0,1480.0,83072.0,189513.0,251229.0,130201.0,7402.0,892894.0,784835.0
1980-04-01,412.0,8716.0,453855.0,163902.0,876710.0,774446.0,-4186.0,553258.0,265377.0,9894.0,12384.0,5063.0,83866.0,1000.0,259637.0,134693.0,51577.0,39193.0,147855.0,33175.0,91936.0,-102264.0,-139635.0,2917.0,-94678.0,5740.0,292174.0,6019.0,-7587.0,9624.0,1600.0,62588.0,196896.0,256225.0,136811.0,7228.0,922797.0,783162.0
1980-07-01,336.0,9296.0,457798.0,167972.0,915775.0,804390.0,-4518.0,578049.0,298061.0,10044.0,11116.0,4996.0,85999.0,1021.0,291517.0,134371.0,52844.0,41728.0,149844.0,35436.0,94706.0,-111385.0,-142393.0,305.0,-85262.0,6544.0,302195.0,6291.0,-26123.0,10072.0,1656.0,69904.0,204294.0,287853.0,138468.0,7520.0,956080.0,813686.0
1980-10-01,456.0,8932.0,469876.0,174021.0,939456.0,844075.0,-5668.0,607875.0,303697.0,11713.0,11996.0,6423.0,89130.0,1050.0,294521.0,139017.0,56133.0,44137.0,155579.0,37558.0,98096.0,-95382.0,-117558.0,-10269.0,-73481.0,9176.0,318854.0,6579.0,-21901.0,10304.0,1652.0,76752.0,210617.0,290685.0,142079.0,8668.0,970564.0,853007.0
1981-01-01,316.0,8652.0,486948.0,191018.0,974280.0,895481.0,-6143.0,638676.0,306331.0,11697.0,13092.0,6084.0,97734.0,1162.0,300175.0,146401.0,60232.0,47140.0,170445.0,39966.0,100855.0,-78799.0,-118461.0,2452.0,-70703.0,6156.0,330898.0,7174.0,-8096.0,10556.0,1584.0,75352.0,230842.0,296119.0,155245.0,9628.0,1022594.0,904133.0
1981-04-01,276.0,9124.0,503408.0,194755.0,998928.0,910968.0,-4136.0,645576.0,309423.0,11443.0,13696.0,5586.0,99721.5,1168.0,303151.0,145265.0,63331.0,49635.0,175393.0,42084.0,103989.0,-87959.0,-117314.0,-3074.0,-82086.0,6272.0,342672.0,7551.0,-5873.0,10704.0,1536.0,65872.0,235496.0,298963.0,158953.0,10314.0,1037406.0,920092.0
1981-07-01,304.0,9508.0,512068.0,199536.0,1035066.0,937783.0,-4638.0,664201.0,328747.0,11696.0,14632.0,5620.0,102218.5,1174.0,321431.0,145707.0,66988.0,52356.0,183132.0,44425.0,106710.0,-97283.0,-116264.0,-10812.0,-78902.0,7316.0,356887.0,7932.0,-18381.0,11120.0,1492.0,68356.0,237466.0,316987.0,166460.0,10558.0,1063556.0,947291.0
