Date,Capital transfer payments,Capital transfer receipts,Consumption expenditures,Contributions for government social insurance,Current expenditures,Current receipts,Current surplus of government enterprises,Current tax receipts,Current transfer payments,Current transfer receipts,Dividends,From business (net),From persons,From the rest of the world,Government social benefits,Gross government investment,Income receipts on assets,Interest and miscellaneous receipts,Interest payments,Interest receipts,Less: Consumption of fixed capital,Net government saving,Net lending or net borrowing (-),Net purchases of nonproduced assets,Other,Other current transfer payments to the rest of the world,Personal current taxes,Rents and royalties,Social insurance funds,Subsidies,Taxes from the rest of the world,Taxes on corporate income,Taxes on production and imports,To persons,To persons and business,To the rest of the world,Total expenditures,Total receipts
1998-04-01,212.0,32127.0,1262624.0,622763.0,2756663.0,2711572.0,17225.0,1872908.0,977737.0,69744.0,28201.0,30404.0,329509.5,3084.0,964269.0,341067.0,128933.0,100732.0,481296.0,92066.0,256688.0,-45091.0,-93802.0,-3753.0,-99976.0,13468.0,1022352.0,8666.0,54885.0,35006.0,5096.0,209941.0,635519.0,955981.0,408500.0,40542.0,2837501.0,2743699.0
1998-07-01,288.0,32819.0,1273083.0,632569.0,2770791.0,2758569.0,17248.0,1907614.0,981873.0,71796.0,28434.0,31800.0,334729.0,3107.0,965525.0,354180.0,129343.0,100909.0,479051.0,91928.0,258406.0,-12222.0,-74814.0,-652.0,-75969.0,16348.0,1043209.0,8980.0,63747.0,36784.0,5580.0,215798.0,643027.0,957393.0,407255.0,39964.0,2866201.0,2791388.0
1998-10-01,252.0,34046.0,1297932.0,642359.0,2813493.0,2809265.0,16172.0,1936827.0,1002597.0,84916.0,28191.0,43852.0,340133.5,3156.0,974669.0,349520.0,128991.0,100800.0,473092.0,92136.0,260796.0,-4228.0,-65912.0,6754.0,-80268.0,27928.0,1067989.0,8664.0,76040.0,39872.0,7280.0,211267.0,650290.0,966445.0,401708.0,39804.0,2909222.0,2843311.0
1999-01-01,1373.0,35298.0,1312070.0,653338.0,2826795.0,2838833.0,17811.0,1963321.0,1005641.0,77936.0,25552.0,35648.0,346221.5,1591.5,991890.0,357069.0,126428.0,100876.0,466637.0,92439.0,262428.0,12038.0,-56913.0,8234.0,-70383.0,13751.0,1077946.0,8437.0,82421.0,42447.0,5566.0,222280.0,657528.0,983370.0,396560.0,39298.5,2931044.0,2874131.0
1999-04-01,1711.0,36622.0,1332245.0,658967.0,2852710.0,2876050.0,17309.0,1988294.0,1009059.0,83300.0,26087.0,36200.0,349617.5,3416.0,993558.0,362512.0,128180.0,102093.0,466379.0,93344.0,265264.0,23340.0,-46848.0,7852.0,-65105.0,15501.0,1095158.0,8749.0,88445.0,45027.0,6187.0,219882.0,667068.0,985006.0,398488.0,38221.5,2959520.0,2912672.0
1999-07-01,1675.0,36350.0,1363943.0,666393.0,2894640.0,2925945.0,16829.0,2029389.0,1019637.0,81906.0,26823.0,36176.0,353849.0,2212.5,1004850.0,370042.0,131428.0,104605.0,464611.0,95195.0,267603.0,31305.0,-41733.0,5275.0,-64975.0,14787.0,1120596.0,9409.0,96280.0,46449.0,6524.0,223266.0,679003.0,996118.0,398768.0,37287.5,3004028.0,2962295.0
1999-10-01,22194.0,38550.0,1397451.0,679614.0,2943662.0,2994852.0,15367.0,2078885.0,1034434.0,83552.0,29166.0,37780.0,361006.0,1687.0,1013438.0,384290.0,137433.0,108267.0,464865.0,98241.0,271607.0,51189.0,-53421.0,8284.0,-57425.0,20996.0,1153957.0,10026.0,108614.0,46913.0,6205.0,227984.0,690739.0,1004314.0,400171.0,36909.0,3086823.0,3033402.0
2000-01-01,2424.0,35948.0,1400740.0,699456.0,2950157.0,3097926.0,14849.0,2153843.0,1040039.0,89734.0,26140.0,40955.0,371472.5,2644.5,1025585.0,389155.0,140044.0,113904.0,464311.0,102921.0,275421.0,147768.0,59477.0,8081.0,29468.0,14454.0,1208755.0,10982.0,118300.0,45067.0,7144.0,239394.0,698550.0,1016905.0,399709.0,36641.5,3074397.0,3133874.0
2000-04-01,1829.0,35915.0,1436707.0,701947.0,3012818.0,3132192.0,13619.0,2182981.0,1067391.0,90121.0,26301.0,41843.0,373284.5,1827.5,1051017.0,385817.0,143524.0,117223.0,463248.0,105660.0,278614.0,119374.0,38339.0,7917.0,11110.0,16375.0,1230160.0,11564.0,108264.0,45472.0,7907.0,237599.0,707315.0,1042261.0,396913.0,37546.0,3129768.0,3168107.0
2000-07-01,3680.0,35384.0,1445874.0,715187.0,3036423.0,3148496.0,10093.0,2185441.0,1080941.0,92203.0,26876.0,42043.0,380470.0,2202.5,1063585.0,386205.0,145573.0,118697.0,463789.0,105452.0,281464.0,112073.0,31627.0,7410.0,-6931.0,17356.0,1247708.0,13245.0,119005.0,45819.0,7425.0,219048.0,711260.0,1054713.0,398847.0,36907.0,3152254.0,3183880.0
2000-10-01,10386.0,35313.0,1467031.0,720982.0,3080377.0,3174005.0,7253.0,2204836.0,1098447.0,94016.0,27479.0,42831.0,383952.5,2130.5,1074901.0,394222.0,146917.0,119438.0,467898.0,105060.0,283355.0,93627.0,-765.0,8452.0,-24580.0,23546.0,1258695.0,14378.0,118207.0,47002.0,7777.0,221267.0,717097.0,1065625.0,403445.0,36864.0,3210083.0,3209318.0
2001-01-01,621.0,36150.0,1505376.0,736102.0,3159735.0,3207534.0,6247.0,2219141.0,1132753.0,95237.0,31176.0,42828.0,391931.0,2324.5,1117324.0,400877.0,150808.0,119632.0,466375.0,104087.0,285223.0,47799.0,-37135.0,4808.0,-59108.0,15429.0,1301904.0,15545.0,106907.0,55232.0,8002.0,185054.0,724180.0,1107772.0,403930.0,35998.0,3280819.0,3243684.0
2001-04-01,761.0,37846.0,1528813.0,736889.0,3216220.0,3203515.0,4542.0,2219291.0,1164245.0,96770.0,29308.0,43244.0,392789.5,2418.5,1148488.0,418918.0,146022.0,116714.0,461148.0,101170.0,286927.0,-12705.0,-116856.0,9246.0,-110843.0,15757.0,1308869.0,15544.0,98138.0,62013.0,7236.0,179041.0,724146.0,1139088.0,401306.0,34621.5,3358217.0,3241361.0
2001-07-01,1636.0,41040.0,1549927.0,736117.0,3251065.0,2991067.0,9156.0,2006207.0,1171823.0,97956.0,27873.0,44232.0,392879.0,2041.5,1154828.0,403481.0,141630.0,113757.0,458154.0,98464.0,288741.0,-259998.0,-345260.0,9926.0,-342644.0,16995.0,1113622.0,15293.0,82647.0,71162.0,7990.0,159256.0,725338.0,1145216.0,402948.0,32409.0,3377367.0,3032107.0
2001-10-01,2245.0,34652.0,1568487.0,738705.0,3289653.0,3095565.0,2686.0,2119764.0,1221140.0,100469.0,25687.0,45224.0,394637.0,2337.5,1201872.0,424256.0,133941.0,108254.0,453594.0,95208.0,290315.0,-194088.0,-306313.0,10692.0,-267492.0,19268.0,1231793.0,13046.0,73405.0,46433.0,8491.0,142385.0,737095.0,1191244.0,400521.0,31850.5,3436530.0,3130217.0
2002-01-01,8971.0,34504.0,1605292.0,746861.0,3346480.0,2954300.0,4575.0,1970577.0,1254012.0,101948.0,26748.0,46525.0,399140.0,2002.0,1230725.0,434718.0,130339.0,103591.0,444603.0,90529.0,292566.0,-392181.0,-519843.0,11043.0,-454438.0,23286.0,1075158.0,13062.0,62258.0,42574.0,7568.0,143824.0,744026.0,1220964.0,393909.0,30227.5,3508647.0,2988804.0
2002-04-01,1790.0,32571.0,1636032.0,755264.0,3398011.0,2950054.0,5513.0,1960277.0,1274453.0,102368.0,26793.0,45856.0,403751.5,2136.5,1256790.0,438449.0,126631.0,99839.0,447704.0,86933.0,294894.0,-447957.0,-571963.0,11231.0,-494855.0,17663.0,1050988.0,12905.0,46897.0,39822.0,7968.0,150029.0,751293.0,1247064.0,397952.0,29739.5,3554587.0,2982624.0
2002-07-01,1887.0,33675.0,1654189.0,758096.0,3436619.0,2974211.0,10424.0,1978641.0,1286916.0,103201.0,25941.0,45770.0,405565.5,2198.0,1269667.0,447067.0,123849.0,97908.0,454181.0,84697.0,297375.0,-462408.0,-591112.0,10800.0,-509184.0,17250.0,1044121.0,13211.0,46776.0,41333.0,8069.0,157960.0,768491.0,1259883.0,404979.0,29492.5,3598998.0,3007886.0
2002-10-01,18636.0,29866.0,1687762.0,760783.0,3497954.0,2994806.0,9780.0,1998902.0,1305929.0,105087.0,24702.0,46762.0,407295.0,2258.5,1286543.0,454471.0,120255.0,95552.0,462407.0,82493.0,299807.0,-503149.0,-657199.0,10616.0,-547566.0,19386.0,1038444.0,13059.0,44417.0,41856.0,8650.0,175496.0,776312.0,1276179.0,412217.0,30277.0,3681871.0,3024672.0
2003-01-01,22523.0,29243.0,1714899.0,767146.0,3556671.0,3012716.0,7080.0,2013814.0,1326883.0,106168.0,25643.0,47125.0,410915.5,2179.0,1304617.0,457111.0,118508.0,92866.0,467769.0,79900.0,302731.0,-543955.0,-702218.0,10603.0,-584778.0,22266.0,1021348.0,12966.0,40823.0,47120.0,7803.0,196050.0,788612.0,1294641.0,418539.0,29602.5,3744177.0,3041960.0
2003-04-01,26747.0,27029.0,1740502.0,777813.0,3619021.0,3034934.0,5672.0,2024179.0,1346299.0,107954.0,24494.0,47659.0,416815.0,2238.5,1322817.0,458290.0,119317.0,94822.0,475079.0,80175.0,305372.0,-584087.0,-746797.0,10074.0,-621251.0,23483.0,1020795.0,14647.0,37164.0,57140.0,10760.0,192632.0,799992.0,1312580.0,428082.0,28617.0,3808760.0,3061963.0
2003-07-01,25070.0,27012.0,1751361.0,787734.0,3643257.0,3005928.0,4214.0,1985844.0,1366561.0,110021.0,23236.0,48596.0,422438.5,2140.5,1345847.0,469071.0,118115.0,94878.0,479413.0,79875.0,308525.0,-637330.0,-806466.0,10533.0,-677573.0,20714.0,950666.0,15003.0,40243.0,45922.0,8319.0,213867.0,812991.0,1335528.0,431347.0,29192.5,3839406.0,3032940.0
2003-10-01,20893.0,30095.0,1778750.0,800139.0,3677192.0,3124925.0,3517.0,2088872.0,1372316.0,114016.0,22031.0,49843.0,429414.5,2741.5,1352135.0,472414.0,118381.0,96350.0,480079.0,80369.0,311902.0,-552267.0,-714683.0,11107.0,-597053.0,20182.0,1021343.0,15980.0,44786.0,46047.0,10088.0,236571.0,820869.0,1341230.0,431625.0,29679.0,3869703.0,3155020.0
2004-01-01,27699.0,29463.0,1812273.0,813421.0,3750388.0,3162830.0,2001.0,2116190.0,1416591.0,116672.0,19148.0,51292.0,437017.5,2382.5,1390329.0,474321.0,114547.0,95399.0,477283.0,79300.0,315889.0,-587558.0,-755408.0,11182.0,-636364.0,26262.0,1012259.0,16098.0,48806.0,44242.0,9618.0,246990.0,847322.0,1379604.0,426970.0,30519.0,3947702.0,3192294.0
2004-04-01,20965.0,29973.0,1837411.0,827997.0,3788989.0,3227870.0,1145.0,2162466.0,1433383.0,119405.0,19316.0,52358.0,445001.5,2521.0,1411252.0,483271.0,116857.0,97541.0,474535.0,80585.0,321177.0,-561119.0,-725009.0,10804.0,-618914.0,22131.0,1026759.0,16956.0,57795.0,43662.0,9049.0,266759.0,859898.0,1400567.0,418630.0,33294.5,3982852.0,3257843.0
2004-07-01,42163.0,32313.0,1866277.0,843653.0,3834630.0,3317097.0,-511.0,2232555.0,1442446.0,121240.0,20414.0,52695.0,453424.0,2675.5,1420692.0,490094.0,120159.0,99745.0,480529.0,82750.0,327436.0,-517533.0,-700793.0,10751.0,-582896.0,21754.0,1064383.0,16995.0,65363.0,45378.0,8496.0,288345.0,871333.0,1409807.0,421974.0,34720.0,4050203.0,3349410.0
2004-10-01,25286.0,29671.0,1891719.0,849461.0,3895761.0,3388795.0,-1215.0,2292248.0,1461494.0,121910.0,23010.0,52031.0,456835.5,2834.5,1439732.0,497128.0,126391.0,103381.0,490283.0,84909.0,334366.0,-506966.0,-675454.0,10111.0,-567382.0,21763.0,1091579.0,18472.0,60417.0,52263.0,13276.0,293556.0,893838.0,1427907.0,428413.0,36847.5,4093920.0,3418466.0
2005-01-01,40670.0,30331.0,1924577.0,862745.0,3988578.0,3579160.0,-2086.0,2468800.0,1504386.0,122442.0,21065.0,51171.0,464178.5,2829.5,1475454.0,501561.0,127260.0,106195.0,502884.0,87388.0,339186.0,-409418.0,-591538.0,9405.0,-462263.0,28932.0,1172277.0,18807.0,52845.0,56729.0,10873.0,370593.0,915059.0,1464399.0,435801.0,39070.0,4201029.0,3609492.0
2005-04-01,23838.0,29684.0,1942015.0,870962.0,4043042.0,3628818.0,-2943.0,2502606.0,1521185.0,124824.0,23344.0,52120.0,468717.5,3116.0,1497402.0,510231.0,133369.0,110025.0,519147.0,90670.0,345097.0,-414224.0,-582348.0,8836.0,-464881.0,23784.0,1196293.0,19355.0,50657.0,60694.0,9960.0,359036.0,937317.0,1485975.0,448430.0,41071.5,4240850.0,3658502.0
2005-07-01,96651.0,38740.0,1977107.0,884222.0,4107988.0,3699425.0,-4442.0,2555925.0,1541478.0,124976.0,24495.0,52249.0,475800.0,2673.5,1512872.0,517331.0,138745.0,114249.0,527418.0,94293.0,351763.0,-408563.0,-637749.0,5707.0,-466231.0,28605.0,1225480.0,19956.0,57668.0,61986.0,13118.0,365223.0,952103.0,1500983.0,454758.0,42274.5,4375914.0,3738165.0
2005-10-01,56871.0,31145.0,2004410.0,894120.0,4161448.0,3803891.0,-4326.0,2636797.0,1556188.0,130465.0,28000.0,53691.0,481247.5,4199.0,1524264.0,524022.0,146835.0,118834.0,536619.0,99194.0,357637.0,-357557.0,-558583.0,8916.0,-417283.0,31924.0,1255774.0,19641.0,59726.0,64234.0,12867.0,402882.0,965272.0,1512309.0,459779.0,44397.5,4393619.0,3835036.0
2006-01-01,26975.0,36794.0,2040401.0,917854.0,4243119.0,3930959.0,-2322.0,2729825.0,1603784.0,130763.0,29680.0,54818.0,493793.5,3106.0,1578873.0,539684.0,154839.0,125159.0,543204.0,104455.0,362327.0,-312161.0,-488805.0,9107.0,-331645.0,24912.0,1320481.0,20705.0,19485.0,55729.0,10646.0,416854.0,981844.0,1566727.0,462782.0,46284.0,4456559.0,3967753.0
2006-04-01,24294.0,31843.0,2058753.0,922677.0,4292687.0,3995314.0,-4767.0,2781517.0,1627046.0,132574.0,31984.0,56014.0,496483.5,3135.0,1595491.0,551813.0,163313.0,131329.0,555342.0,109920.0,369300.0,-297373.0,-481587.0,9250.0,-313739.0,31556.0,1351258.0,21409.0,16366.0,51546.0,10991.0,427581.0,991688.0,1583169.0,469156.0,49254.0,4508744.0,4027157.0
2006-07-01,22644.0,32335.0,2080203.0,927190.0,4350857.0,4043237.0,-7175.0,2821099.0,1654326.0,133635.0,33936.0,56949.0,499082.5,2855.5,1620895.0,550078.0,168488.0,134552.0,566442.0,114809.0,375189.0,-307620.0,-481688.0,8871.0,-320825.0,33431.0,1358615.0,19743.0,13205.0,49886.0,11809.0,446571.0,1004102.0,1608470.0,477952.0,50457.5,4557261.0,4075573.0
2006-10-01,22200.0,31339.0,2112456.0,940820.0,4393585.0,4079141.0,-9356.0,2839261.0,1653936.0,134989.0,33440.0,57817.0,506287.5,2708.0,1626478.0,561997.0,173427.0,139987.0,578486.0,120048.0,382479.0,-314444.0,-445494.0,-39329.0,-333115.0,27457.0,1397497.0,19939.0,18670.0,48708.0,21446.0,409794.0,1010524.0,1613750.0,484857.0,53179.0,4555974.0,4110480.0
2007-01-01,39347.0,29962.0,2144207.0,960377.0,4513334.0,4191308.0,-11876.0,2918189.0,1731317.0,137437.0,41894.0,58069.0,516851.5,3021.0,1693218.0,574284.0,187181.0,145287.0,588312.0,124370.0,390958.0,-322026.0,-525809.0,11072.0,-333397.0,38099.0,1466544.0,20917.0,11370.0,49499.0,12144.0,413646.0,1025852.0,1680166.0,489120.0,56122.5,4747079.0,4221270.0
2007-04-01,30335.0,32052.0,2180314.0,961960.0,4561130.0,4225351.0,-12263.0,2949880.0,1722232.0,138076.0,39775.0,58626.0,518043.0,2662.0,1693670.0,589644.0,187697.0,147922.0,600403.0,126785.0,397097.0,-335779.0,-535438.0,8829.0,-336181.0,28562.0,1495933.0,21137.0,401.0,58181.0,13694.0,407173.0,1033080.0,1680378.0,495818.0,58938.5,4792841.0,4257403.0
2007-07-01,30806.0,31373.0,2212744.0,965292.0,4622559.0,4203065.0,-12249.0,2918559.0,1747624.0,142758.0,38249.0,59465.0,520081.0,4210.5,1713618.0,595974.0,188705.0,150456.0,606277.0,126864.0,403322.0,-419494.0,-625076.0,13497.0,-412485.0,34006.0,1498852.0,23592.0,-7009.0,55913.0,12997.0,370913.0,1035796.0,1700184.0,503280.0,58215.5,4859514.0,4234438.0
2007-10-01,25829.0,34321.0,2256863.0,976875.0,4701442.0,4218639.0,-15096.0,2930685.0,1784759.0,143609.0,33029.0,62264.0,526199.5,2911.0,1741993.0,608194.0,182565.0,149537.0,605074.0,124012.0,409852.0,-482803.0,-681423.0,8769.0,-476474.0,42766.0,1508627.0,25525.0,-6329.0,54744.0,16727.0,352745.0,1052587.0,1728613.0,500094.0,59179.5,4934382.0,4252960.0
2008-01-01,30410.0,32707.0,2297995.0,988755.0,4763830.0,4189862.0,-16103.0,2887505.0,1820589.0,145320.0,39023.0,63790.0,532258.0,2885.0,1781852.0,611645.0,184384.0,145361.0,593305.0,118474.0,416972.0,-573968.0,-769420.0,3075.0,-553394.0,38737.0,1535137.0,26888.0,-20574.0,51941.0,14696.0,291925.0,1045748.0,1768236.0,486150.0,60385.5,4991989.0,4222569.0
2008-04-01,22599.0,35772.0,2344055.0,990996.0,5148480.0,4204280.0,-17118.0,2900388.0,2169484.0,147677.0,40243.0,64673.0,533592.0,3408.0,2132448.0,627587.0,182337.0,142095.0,583281.0,113250.0,423410.0,-944199.0,-1126735.0,-8468.0,-910453.0,37036.0,1552464.0,28844.0,-33747.0,51660.0,14499.0,278733.0,1054693.0,2113023.0,476028.0,63339.5,5366788.0,4240053.0
2008-07-01,34302.0,32169.0,2391292.0,996387.0,4991269.0,4123101.0,-17088.0,2835710.0,1959416.0,148069.0,24082.0,63828.0,536365.5,3948.5,1919435.0,637741.0,160024.0,135942.0,588561.0,109504.0,430344.0,-868168.0,-1080980.0,3282.0,-805067.0,39981.0,1497496.0,26438.0,-63100.0,52000.0,15353.0,264368.0,1058494.0,1905291.0,485735.0,58485.0,5236250.0,4155270.0
2008-10-01,290402.0,34132.0,2380419.0,996611.0,4984307.0,3982652.0,-16602.0,2670685.0,1945195.0,167509.0,39430.0,79647.0,536441.5,5795.0,1905449.0,641407.0,164450.0,125020.0,604068.0,103477.0,437352.0,-1001655.0,-1435624.0,-26356.0,-911417.0,39746.0,1444906.0,21543.0,-90238.0,54626.0,23199.0,162552.0,1040028.0,1890845.0,500930.0,58871.0,5452409.0,4016784.0
2009-01-01,242834.0,27967.0,2381999.0,964737.0,5106115.0,3673751.0,-15610.0,2398301.0,2057905.0,168028.0,37511.0,80701.0,520208.0,5824.0,2017151.0,640048.0,158295.0,120784.0,610855.0,101091.0,440635.0,-1432364.0,-1831711.0,-14933.0,-1231449.0,40754.0,1202365.0,19692.0,-200915.0,55357.0,13549.0,166475.0,1015911.0,2001934.0,511703.0,57184.5,5533429.0,3701718.0
2009-04-01,166382.0,26158.0,2423922.0,971240.0,5301497.0,3664688.0,-14241.0,2350726.0,2203995.0,179788.0,59172.0,97518.0,523272.0,3484.0,2156773.0,646530.0,177174.0,118002.0,618114.0,99470.0,441556.0,-1636808.0,-1989871.0,7865.0,-1394134.0,47223.0,1131101.0,18532.0,-242675.0,55465.0,13746.0,188567.0,1017312.0,2140009.0,527253.0,53812.5,5680717.0,3690846.0
2009-07-01,77791.0,24223.0,2447113.0,968794.0,5350153.0,3685989.0,-13562.0,2376074.0,2210112.0,160318.0,79363.0,79748.0,521857.0,2825.0,2152810.0,644944.0,194365.0,115002.0,625859.0,98185.0,442626.0,-1664164.0,-1931000.0,10950.0,-1392145.0,57302.0,1135303.0,16817.0,-272018.0,67069.0,11338.0,200681.0,1028752.0,2136899.0,538693.0,51538.5,5641212.0,3710212.0
2009-10-01,109875.0,22476.0,2480682.0,972153.0,5378207.0,3769664.0,-14810.0,2432636.0,2210641.0,163404.0,100259.0,80373.0,523322.0,4269.5,2168159.0,640114.0,216282.0,116022.0,631386.0,98229.0,446252.0,-1608543.0,-1900992.0,11189.0,-1321602.0,42481.0,1140741.0,17793.0,-286941.0,55499.0,12437.0,234162.0,1045298.0,2152072.0,543764.0,51854.0,5693132.0,3792140.0
2010-01-01,99556.0,22019.0,2500641.0,978597.0,5511080.0,3831745.0,-16282.0,2498442.0,2323297.0,163736.0,89983.0,80969.0,526577.0,4105.0,2278336.0,633178.0,207252.0,117269.0,632348.0,99408.0,450305.0,-1679335.0,-1951209.0,11464.0,-1379781.0,44962.0,1191795.0,17861.0,-299554.0,54794.0,12231.0,249772.0,1044645.0,2262202.0,541798.0,53341.5,5804973.0,3853763.0
2010-04-01,122023.0,20578.0,2517742.0,989472.0,5547423.0,3887184.0,-18455.0,2544579.0,2329403.0,164226.0,89350.0,79946.0,531899.0,4977.5,2285084.0,648025.0,207362.0,118012.0,644787.0,98855.0,455248.0,-1660239.0,-1964805.0,10344.0,-1373252.0,44319.0,1213243.0,19157.0,-286986.0,55491.0,13604.0,255593.0,1062140.0,2268678.0,551101.0,55046.5,5872568.0,3907762.0
2010-07-01,47630.0,19482.0,2508885.0,992298.0,5576650.0,3975798.0,-19556.0,2610563.0,2357655.0,167827.0,107261.0,84538.0,533337.0,4457.0,2308724.0,649416.0,224666.0,117404.0,654109.0,97545.0,459075.0,-1600852.0,-1830135.0,10793.0,-1316194.0,48930.0,1256304.0,19860.0,-284658.0,56001.0,12622.0,272561.0,1069075.0,2292046.0,554447.0,58170.0,5825414.0,3995280.0
2010-10-01,34985.0,17518.0,2516921.0,994314.0,5604781.0,4035950.0,-19889.0,2666562.0,2368320.0,167121.0,110759.0,84826.0,534489.0,3815.5,2319455.0,647396.0,227843.0,117084.0,662591.0,96248.0,463982.0,-1568830.0,-1781327.0,11615.0,-1281375.0,48865.0,1289139.0,20836.0,-287455.0,56948.0,16991.0,283996.0,1076434.0,2302719.0,558741.0,60293.5,5834795.0,4053468.0
2011-01-01,39737.0,15270.0,2516417.0,916210.0,5627156.0,4101762.0,-19482.0,2808912.0,2378579.0,168792.0,111881.0,87297.0,496121.0,2731.5,2329924.0,639351.0,227330.0,115449.0,673281.0,94059.0,469697.0,-1525394.0,-1730979.0,11463.0,-1262731.0,48656.0,1426570.0,21390.0,-262663.0,58877.0,13553.0,277285.0,1091504.0,2313047.0,567798.0,61180.0,5848011.0,4117032.0
2011-04-01,73098.0,14713.0,2531982.0,918875.0,5661213.0,4128021.0,-18309.0,2841765.0,2380772.0,170740.0,100718.0,85710.0,497975.5,3978.0,2329126.0,636279.0,214949.0,114231.0,688556.0,92370.0,474979.0,-1533192.0,-1763739.0,10862.0,-1264640.0,51646.0,1445862.0,21861.0,-268552.0,59902.0,13505.0,276915.0,1105484.0,2312115.0,581295.0,62135.5,5906473.0,4142734.0
2011-07-01,56882.0,14342.0,2501810.0,927295.0,5631261.0,4123205.0,-17544.0,2839860.0,2370364.0,170047.0,90673.0,86338.0,502781.0,2721.0,2320288.0,635112.0,203547.0,112874.0,698915.0,90019.0,480170.0,-1508055.0,-1715320.0,9783.0,-1243812.0,50077.0,1471428.0,22855.0,-264243.0,60169.0,16399.0,248153.0,1103878.0,2303155.0,589937.0,63055.5,5852868.0,4137548.0
2011-10-01,79175.0,14558.0,2495035.0,921863.0,5638270.0,4160182.0,-16031.0,2888737.0,2378071.0,168327.0,87034.0,81699.0,500764.0,3481.0,2329412.0,635731.0,197285.0,110252.0,704079.0,87720.0,483773.0,-1478088.0,-1704829.0,10166.0,-1197110.0,48659.0,1470904.0,22531.0,-280978.0,61083.0,16807.0,286997.0,1114028.0,2312239.0,596552.0,62350.0,5879568.0,4174740.0
2012-01-01,43650.0,16796.0,2517184.0,944865.0,5644109.0,4252184.0,-14645.0,2925309.0,2363345.0,164083.0,124310.0,75559.0,512751.5,3943.0,2314451.0,626841.0,232574.0,108264.0,705183.0,85752.0,488598.0,-1391925.0,-1566741.0,9719.0,-1106290.0,48894.0,1468324.0,22511.0,-285635.0,58394.0,15394.0,310714.0,1130876.0,2296839.0,600678.0,61059.0,5835721.0,4268980.0
2012-04-01,25340.0,18026.0,2503340.0,949354.0,5655643.0,4279086.0,-13969.0,2962714.0,2388911.0,158911.0,115636.0,68439.0,515535.5,4378.0,2339714.0,627098.0,222076.0,106439.0,705332.0,83702.0,492582.0,-1376557.0,-1528066.0,9679.0,-1089343.0,49197.0,1487683.0,22738.0,-287214.0,58058.0,16094.0,325041.0,1133897.0,2321844.0,603046.0,60078.0,5825179.0,4297113.0
2012-07-01,24857.0,19937.0,2519684.0,952300.0,5676227.0,4299988.0,-13145.0,2990654.0,2396055.0,153584.0,110281.0,61160.0,517256.5,5105.0,2343676.0,619428.0,216595.0,106314.0,704178.0,83644.0,495846.0,-1376238.0,-1514241.0,9500.0,-1085631.0,52379.0,1510004.0,22670.0,-290607.0,56306.0,16449.0,332877.0,1131325.0,2325578.0,598964.0,61656.0,5834166.0,4319926.0
2012-10-01,59799.0,32805.0,2521550.0,974121.0,5692466.0,4407263.0,-12824.0,3072102.0,2411228.0,163424.0,104076.0,63631.0,528108.5,8849.0,2364307.0,610758.0,210439.0,106363.0,700294.0,83406.0,497446.0,-1285204.0,-1432483.0,6973.0,-1005377.0,46921.0,1572046.0,22957.0,-279827.0,59391.0,18866.0,332829.0,1148362.0,2346080.0,593025.0,62747.0,5872550.0,4440068.0
2013-01-01,23635.0,25064.0,2524169.0,1095858.0,5702033.0,4667295.0,-12650.0,3193997.0,2430349.0,169985.0,113741.0,75286.0,588674.0,6604.5,2384197.0,599285.0,220105.0,106365.0,688126.0,84675.0,499255.0,-1034738.0,-1141956.0,8618.0,-742796.0,46152.0,1650843.0,21689.0,-291942.0,59388.0,17129.0,350617.0,1175409.0,2365680.0,583597.0,61523.0,5834315.0,4692359.0
2013-04-01,20416.0,25864.0,2531613.0,1108227.0,5720249.0,4943506.0,-13977.0,3227579.0,2444270.0,167540.0,347616.0,77423.0,594761.5,4410.5,2397080.0,599530.0,454136.0,106520.0,684261.0,85339.0,502971.0,-776744.0,-875241.0,7386.0,-497320.0,47190.0,1683862.0,21181.0,-279424.0,60106.0,17114.0,347249.0,1179354.0,2378276.0,580975.0,61044.5,5844610.0,4969369.0
2013-07-01,17251.0,27413.0,2530734.0,1111367.0,5742454.0,4760249.0,-14221.0,3238907.0,2467444.0,168734.0,148691.0,75358.0,596573.0,5798.0,2415060.0,604458.0,255462.0,106771.0,684312.0,86016.0,506536.0,-982206.0,-1076628.0,6662.0,-695782.0,52384.0,1676332.0,20755.0,-286424.0,59966.0,18530.0,353854.0,1190191.0,2396021.0,583438.0,59956.0,5864290.0,4787662.0
2013-10-01,13982.0,26376.0,2536463.0,1122309.0,5753310.0,4947210.0,-13725.0,3273826.0,2467961.0,203080.0,252621.0,101866.0,602570.0,9191.5,2422755.0,604054.0,361720.0,109098.0,689466.0,86879.0,511279.0,-806100.0,-895391.0,8909.0,-517660.0,45207.0,1699103.0,22219.0,-288440.0,59420.0,19734.0,356649.0,1198340.0,2403662.0,588141.0,60208.5,5868976.0,4973585.0
2014-01-01,21538.0,24891.0,2547392.0,1145001.0,5797166.0,4983822.0,-10315.0,3376181.0,2496445.0,184798.0,177927.0,83744.0,614713.5,8314.0,2452559.0,591669.0,288156.0,110229.0,694631.0,87423.0,515026.0,-813344.0,-895593.0,8960.0,-537043.0,43886.0,1745793.0,22806.0,-276301.0,58698.0,21831.0,392621.0,1215936.0,2433239.0,591716.0,61117.0,5904306.0,5008713.0
