Date,Accommodations,Accounting and other business services,Admissions to specified spectator amusements,Air transportation,Alcoholic beverages purchased for off-premises consumption,"Amusements parks, campgrounds, and related recreational services",Children's and infants' clothing,"Cleaning, repair, and rental of clothing",Clothing,"Clothing repair, rental, and alterations","Clothing, footwear, and related services",Commercial and vocational schools,Communication,Dental services,Education,Educational books,Electricity,"Electricity, gas, and other fuels",Final consumption expenditures of nonprofit institutions serving households (NPISHs),"Financial service charges, fees, and commissions",Financial services,Financial services and insurance,Financial services furnished without payment,First-class postal service by U.S. Postal Service (USPS),Food and beverages purchased for off-premises consumption,Food and nonalcoholic beverages purchased for off-premises consumption,Food furnished to employees (including military),Food produced and consumed on farms,Food services,Food services and accommodations,Footwear,Foreign travel by U.S. residents,Fuel oil and other fuels,Funeral and burial services,"Furnishings, household equipment, and routine household maintenance","Furniture, furnishings, and floor coverings",Gambling,Garments,"Glassware, tableware, and household utensils",Gross output of nonprofit institutions,Ground transportation,Group housing,Health,Higher education,Home health care,Hospital and nursing home services,Hospitals,Household appliances,Household consumption expenditures,Household textiles,Household utilities and fuels,Housing,"Housing, utilities, and fuels",Imputed rental of owner-occupied nonfarm housing,Income loss,Information processing equipment,Insurance,Internet access,Labor organization dues,Laundry and dry cleaning services,Legal services,Less: Expenditures in the United States by nonresidents,Less: Receipts from sales of goods and services by nonprofit institutions,Life insurance,"Live entertainment, excluding sports","Magazines, newspapers, books, and stationery",Maintenance and repair of recreational vehicles and sports equipment,Medical care and hospitalization,Medical laboratories,"Medical products, appliances, and equipment",Membership clubs and participant sports centers,"Membership clubs, sports centers, parks, theaters, and museums",Men's and boys' clothing,Motion picture theaters,"Motor vehicle fuels, lubricants, and fluids",Motor vehicle maintenance and repair,Motor vehicle operation,Motor vehicle parts and accessories,Motor vehicles,Museums and libraries,Natural gas,Net expenditures abroad by U.S. residents,Net foreign travel and expenditures abroad by U.S. residents,Net health insurance,Net household insurance,Net motor vehicle and other transportation insurance,Net purchases of used motor vehicles,New motor vehicles,"Nursery, elementary, and secondary schools",Nursing homes,Other clothing materials,Other delivery services (by non-USPS facilities),Other goods and services,Other household goods and services,Other medical products,Other motor vehicle services,Other professional medical services,Other sporting and recreational goods,Outpatient services,Package tours,Paramedical services,Personal care,Personal consumption expenditures,Personal items,"Pets, pet products, and related services",Pharmaceutical and other medical products,Pharmaceutical products,Photographic goods and services,Physician services,Postal and delivery services,Professional and other services,Professional association dues,Public transportation,Purchased meals and beverages,Recreation,Rental of tenant-occupied nonfarm housing,Rental value of farm dwellings,Services related to video and audio goods and computers,Social services and religious activities,Spectator sports,Sports and recreational goods and related services,Sports and recreational vehicles,Telecommunication services,Telephone and related communication equipment,Therapeutic appliances and equipment,Tobacco,Tools and equipment for house and garden,Transportation,Video and audio equipment,"Video and audio equipment, computers, and related services",Water supply and sanitation,Water transportation,Women's and girls' clothing,Workers' compensation
1989-01-01,25927.0,5744.0,12875.0,24840.0,45256.0,17314.0,7969.0,10220.0,170247.0,5261.0,201187.0,10562.0,67276.0,30328.0,60571.0,4923.0,69681.0,110594.0,68037.0,46273.0,122563.0,222319.0,76290.0,6725.0,365388.0,319460.0,6456.0,672.0,216669.0,242597.0,30940.0,38434.0,11723.0,8767.0,197477.0,66067.0,21255.0,156206.0,17502.0,301238.0,11796.0,568.0,518983.0,31516.0,14347.0,246568.0,207699.0,24961.0,3508721.0,20376.0,135854.0,531037.0,666891.0,384442.0,2356.0,8941.0,99756.0,50.0,7767.0,4960.0,37692.0,44830.0,233201.0,38578.0,3799.0,44109.0,2024.0,25963.0,5429.0,67775.0,13385.0,45306.0,55584.0,4572.0,98716.0,72452.0,210460.0,26966.0,180805.0,1731.0,29190.0,2700.0,-3696.0,36576.0,2552.0,22050.0,41501.0,139304.0,13570.0,38869.0,3820.0,741.0,245651.0,59331.0,1112.0,12326.0,32642.0,51527.0,204640.0,2627.0,52417.0,67406.0,3576758.0,38848.0,17242.0,51906.0,50794.0,16682.0,121895.0,7466.0,62206.0,2237.0,37070.0,210214.0,295743.0,140120.0,5907.0,24947.0,38580.0,4504.0,70862.0,17310.0,58135.0,1625.0,15869.0,38611.0,9238.0,428334.0,43772.0,77660.0,25260.0,434.0,92654.0,8256.0
1990-01-01,27619.0,6532.0,14402.0,25891.0,49298.0,19192.0,8051.0,10668.0,174397.0,5810.0,206534.0,11068.0,70093.0,32421.0,65958.0,5298.0,71809.0,111528.0,75860.0,48483.0,119020.0,230757.0,70537.0,6654.0,391176.0,341238.0,6770.0,640.0,235116.0,262735.0,32137.0,42702.0,12759.0,9526.0,200559.0,65269.0,23660.0,159977.0,18360.0,334437.0,12938.0,640.0,583724.0,34742.0,18399.0,274075.0,228784.0,24758.0,3733134.0,20436.0,138678.0,570621.0,709299.0,412808.0,2617.0,9574.0,111737.0,100.0,8279.0,4858.0,40984.0,52967.0,258576.0,42312.0,4458.0,47345.0,2125.0,31825.0,6407.0,77523.0,14289.0,49734.0,57381.0,5136.0,111440.0,73905.0,226897.0,28254.0,176865.0,1850.0,26960.0,2592.0,-7673.0,43437.0,2478.0,23510.0,42201.0,134664.0,14849.0,45292.0,3752.0,855.0,262297.0,62043.0,1250.0,13298.0,40125.0,55428.0,232125.0,3225.0,64931.0,72410.0,3808994.0,39977.0,18813.0,59118.0,57868.0,16701.0,134774.0,7509.0,67742.0,2422.0,39169.0,228346.0,314746.0,150832.0,6341.0,27828.0,41177.0,4808.0,74170.0,16617.0,60702.0,1782.0,18405.0,40991.0,9693.0,442931.0,43695.0,81097.0,27149.0,340.0,94545.0,8995.0
1991-01-01,29208.0,7089.0,15180.0,25069.0,50858.0,20047.0,8097.0,10396.0,178166.0,5127.0,210116.0,11137.0,73870.0,34082.0,70561.0,5404.0,76636.0,117210.0,80127.0,54509.0,126244.0,250083.0,71735.0,6819.0,402953.0,351488.0,6929.0,607.0,244187.0,273395.0,31950.0,41678.0,12277.0,10114.0,199109.0,63768.0,24664.0,163962.0,18537.0,362892.0,14015.0,694.0,638374.0,38400.0,22086.0,301991.0,253293.0,24446.0,3863322.0,20545.0,146029.0,601496.0,747525.0,436345.0,1825.0,12510.0,123838.0,200.0,8738.0,5270.0,41751.0,59247.0,282765.0,51781.0,4656.0,48832.0,2104.0,34120.0,7344.0,82614.0,14973.0,52107.0,59392.0,5231.0,108852.0,69368.0,221033.0,27803.0,157945.0,1906.0,28297.0,2349.0,-15219.0,45186.0,2441.0,24430.0,45042.0,112903.0,15620.0,48698.0,3809.0,974.0,268009.0,61947.0,1346.0,15010.0,45362.0,58436.0,253768.0,3365.0,74793.0,71720.0,3943449.0,40144.0,19623.0,65101.0,63756.0,16619.0,144894.0,7793.0,70190.0,2498.0,39296.0,237257.0,326272.0,157682.0,6774.0,29055.0,43546.0,5293.0,76503.0,15963.0,64003.0,1874.0,17513.0,42409.0,9867.0,418274.0,42994.0,84559.0,28819.0,212.0,96473.0,9241.0
1992-01-01,32173.0,7722.0,15739.0,25581.0,49294.0,23332.0,8237.0,11152.0,189483.0,4470.0,223024.0,11788.0,81142.0,37636.0,76442.0,5641.0,76774.0,118504.0,87935.0,62281.0,143733.0,276995.0,81452.0,6707.0,404464.0,354595.0,7086.0,575.0,254140.0,286312.0,33541.0,45907.0,12143.0,10969.0,209399.0,66016.0,28080.0,174421.0,20050.0,396390.0,14764.0,625.0,700443.0,42334.0,27026.0,330147.0,277619.0,25533.0,4109625.0,21986.0,148798.0,634457.0,783255.0,462602.0,2102.0,12738.0,133262.0,305.0,9136.0,6683.0,44889.0,66901.0,308456.0,53610.0,5167.0,50281.0,1953.0,38426.0,8256.0,87658.0,16282.0,57426.0,63009.0,4939.0,112864.0,73722.0,234724.0,28727.0,176071.0,2072.0,29587.0,960.0,-20034.0,50051.0,2296.0,27304.0,49381.0,126690.0,16679.0,52528.0,3910.0,1083.0,290055.0,65137.0,1365.0,19410.0,51059.0,62804.0,282638.0,3905.0,86341.0,77031.0,4197559.0,42214.0,20595.0,69561.0,68196.0,16841.0,158661.0,7790.0,75293.0,2577.0,40490.0,247054.0,346841.0,164023.0,7207.0,31780.0,47510.0,5633.0,80621.0,15864.0,70998.0,2049.0,18097.0,48008.0,10677.0,451285.0,44574.0,89092.0,30294.0,145.0,103175.0,9523.0
1993-01-01,32698.0,8643.0,17514.0,29224.0,50537.0,24597.0,8426.0,11458.0,196280.0,4454.0,231122.0,12287.0,85767.0,39573.0,81086.0,6054.0,82749.0,127421.0,90065.0,72445.0,166071.0,314000.0,93626.0,6879.0,413472.0,362392.0,7310.0,543.0,265708.0,298406.0,34842.0,48741.0,12364.0,11473.0,221891.0,69818.0,33277.0,180887.0,21145.0,418746.0,15435.0,668.0,741681.0,45449.0,31874.0,351359.0,295473.0,26658.0,4361919.0,23435.0,160919.0,666385.0,827304.0,488510.0,1500.0,16039.0,147928.0,412.0,9302.0,7004.0,46204.0,70596.0,328681.0,59192.0,6102.0,53658.0,2100.0,43496.0,8550.0,92873.0,16840.0,61232.0,66065.0,5056.0,114518.0,77019.0,246087.0,30797.0,193918.0,2281.0,32308.0,1116.0,-20738.0,56049.0,2310.0,30378.0,55022.0,138896.0,17297.0,55886.0,3934.0,1166.0,304538.0,69342.0,1382.0,23753.0,55402.0,67234.0,297450.0,4262.0,95826.0,81599.0,4451984.0,44739.0,22482.0,73991.0,72609.0,17536.0,162051.0,8046.0,78376.0,2754.0,44963.0,258399.0,378423.0,169140.0,8067.0,34485.0,51123.0,6357.0,87314.0,17979.0,75008.0,2302.0,18882.0,48701.0,11492.0,484968.0,48138.0,98662.0,33498.0,303.0,106397.0,11053.0
1994-01-01,34902.0,9894.0,18628.0,32349.0,53313.0,25729.0,8755.0,12099.0,203176.0,4507.0,240071.0,13140.0,93263.0,42224.0,86364.0,6484.0,84505.0,129889.0,97762.0,73797.0,178776.0,327912.0,104979.0,7225.0,432109.0,378285.0,7519.0,511.0,273396.0,308298.0,36895.0,53255.0,12739.0,11620.0,238617.0,75148.0,39608.0,187271.0,22766.0,440076.0,16135.0,674.0,779896.0,48628.0,36662.0,365898.0,307246.0,27712.0,4623203.0,25571.0,166622.0,709460.0,876082.0,523673.0,1800.0,20534.0,149135.0,805.0,9465.0,7593.0,47035.0,72171.0,342314.0,54612.0,6530.0,58417.0,2111.0,46954.0,9129.0,99435.0,17474.0,64206.0,70095.0,5308.0,116492.0,82420.0,262082.0,33737.0,216106.0,2375.0,32645.0,1335.0,-17580.0,59272.0,2502.0,32750.0,64906.0,151200.0,18112.0,58652.0,3806.0,1266.0,316871.0,74878.0,1368.0,29433.0,58289.0,72970.0,314562.0,4805.0,104080.0,87341.0,4720965.0,46943.0,24935.0,79060.0,77692.0,17995.0,168259.0,8491.0,80878.0,2863.0,49116.0,265877.0,413996.0,176092.0,9021.0,34562.0,54381.0,6790.0,95460.0,20379.0,81291.0,2676.0,20375.0,47328.0,12541.0,527305.0,53475.0,108571.0,36733.0,632.0,108421.0,10518.0
1995-01-01,36550.0,10155.0,20085.0,36053.0,55000.0,28352.0,8963.0,12947.0,206611.0,4756.0,244705.0,14420.0,98942.0,45389.0,92304.0,6802.0,87581.0,131265.0,102328.0,81894.0,193503.0,347000.0,111609.0,7797.0,443748.0,388269.0,7779.0,479.0,279586.0,316136.0,38094.0,54260.0,12995.0,12377.0,251692.0,78797.0,45418.0,190094.0,23743.0,458544.0,16679.0,721.0,826007.0,51912.0,41608.0,383288.0,318444.0,29025.0,4860263.0,27109.0,170602.0,756073.0,926675.0,559360.0,1400.0,25028.0,153496.0,1611.0,9752.0,8191.0,47420.0,77726.0,356216.0,54340.0,7040.0,62467.0,2425.0,49154.0,9453.0,106122.0,18599.0,69534.0,72209.0,5612.0,120410.0,86908.0,278346.0,35366.0,220343.0,2499.0,30689.0,1554.0,-21912.0,62028.0,2633.0,34496.0,72892.0,147451.0,19170.0,64845.0,3570.0,1356.0,332720.0,79973.0,1351.0,35662.0,62298.0,77016.0,336597.0,5176.0,113360.0,93820.0,4962590.0,48739.0,27333.0,85109.0,83758.0,18649.0,177849.0,9153.0,82829.0,3125.0,53789.0,271808.0,449768.0,186587.0,9404.0,37387.0,58127.0,7433.0,101932.0,22491.0,85168.0,3011.0,21013.0,49205.0,13046.0,552478.0,56844.0,119259.0,39337.0,1058.0,108922.0,11474.0
1996-01-01,39897.0,10995.0,22443.0,40380.0,58676.0,29343.0,9132.0,13477.0,213523.0,4777.0,253501.0,16172.0,108317.0,47800.0,99626.0,7007.0,90491.0,139194.0,110044.0,94036.0,213538.0,372083.0,119503.0,8075.0,461879.0,402756.0,7986.0,447.0,286661.0,326558.0,39978.0,57783.0,14251.0,12721.0,263723.0,83291.0,50291.0,196380.0,24772.0,483135.0,17436.0,795.0,868312.0,56361.0,44450.0,400755.0,330073.0,29626.0,5134551.0,28854.0,181263.0,795427.0,976690.0,592870.0,1105.0,29606.0,158544.0,2675.0,10127.0,8701.0,50608.0,84661.0,373091.0,52030.0,7494.0,66308.0,2424.0,52080.0,10127.0,116246.0,20272.0,74606.0,75838.0,6099.0,130494.0,90755.0,301518.0,37647.0,235838.0,2548.0,34452.0,1704.0,-25173.0,66917.0,2895.0,36702.0,82868.0,152971.0,20086.0,70682.0,3666.0,1408.0,350833.0,83536.0,1323.0,42622.0,65530.0,81258.0,351312.0,5672.0,120107.0,99722.0,5244596.0,50945.0,30025.0,93241.0,91918.0,18836.0,183405.0,9483.0,87635.0,3184.0,59309.0,278675.0,481538.0,192003.0,9759.0,39940.0,61111.0,8851.0,107758.0,24076.0,92770.0,3389.0,23005.0,51419.0,13643.0,596666.0,58494.0,128040.0,42069.0,1494.0,111410.0,13732.0
1997-01-01,44895.0,11959.0,23660.0,47159.0,61598.0,28362.0,9361.0,14059.0,220823.0,4901.0,262012.0,17818.0,120106.0,50931.0,107120.0,7335.0,90704.0,139802.0,105588.0,107352.0,239462.0,408884.0,132109.0,8232.0,474777.0,412764.0,8211.0,414.0,298532.0,343427.0,41189.0,63800.0,13234.0,13001.0,277270.0,88426.0,54513.0,203240.0,25682.0,502624.0,18050.0,803.0,919880.0,61261.0,45667.0,421802.0,345494.0,29783.0,5431202.0,30130.0,183860.0,839196.0,1023056.0,629509.0,1172.0,34225.0,169422.0,3575.0,10551.0,9157.0,53861.0,89041.0,397036.0,55171.0,7851.0,69897.0,2601.0,56158.0,11445.0,128932.0,24329.0,78994.0,79957.0,6608.0,134428.0,93857.0,318348.0,39133.0,253949.0,2643.0,35864.0,2698.0,-22543.0,73541.0,2903.0,37807.0,91741.0,162209.0,20706.0,76308.0,3524.0,1414.0,368398.0,88763.0,1325.0,50930.0,70231.0,84779.0,369146.0,5709.0,127342.0,106163.0,5536790.0,50992.0,32489.0,103671.0,102346.0,18567.0,190873.0,9646.0,92767.0,3395.0,67015.0,290322.0,509502.0,199248.0,9636.0,42938.0,64627.0,9202.0,113413.0,26034.0,103149.0,3736.0,25261.0,53848.0,14486.0,639313.0,58756.0,135919.0,44058.0,1807.0,113922.0,16210.0
1998-01-01,47217.0,13796.0,26060.0,51022.0,64968.0,29360.0,9968.0,14812.0,229633.0,5098.0,273082.0,19876.0,128803.0,54627.0,115244.0,7855.0,93408.0,136658.0,123807.0,124977.0,265579.0,446059.0,140603.0,8203.0,487437.0,422087.0,8423.0,382.0,314619.0,361836.0,43449.0,67736.0,11568.0,14324.0,297305.0,95438.0,55881.0,211129.0,28326.0,542521.0,20126.0,870.0,979651.0,66027.0,45303.0,441616.0,360080.0,32229.0,5753441.0,31039.0,182873.0,894167.0,1077040.0,674320.0,1321.0,37550.0,180480.0,4858.0,10346.0,9713.0,57899.0,87953.0,418714.0,55982.0,8742.0,72772.0,3107.0,63449.0,13247.0,147606.0,24955.0,83320.0,82193.0,7226.0,120787.0,99567.0,312294.0,39477.0,280728.0,2945.0,31683.0,2963.0,-17254.0,80758.0,3358.0,40382.0,101354.0,179374.0,21487.0,81536.0,3693.0,1584.0,393721.0,94851.0,1534.0,52464.0,75232.0,90964.0,390429.0,6004.0,133782.0,113686.0,5877248.0,54303.0,34532.0,119792.0,118258.0,19162.0,202021.0,9787.0,100055.0,3689.0,73149.0,306196.0,544345.0,208954.0,10023.0,47019.0,69261.0,10092.0,122726.0,28655.0,109981.0,4178.0,27814.0,56416.0,15422.0,666171.0,65379.0,149949.0,46214.0,2001.0,118968.0,15987.0
1999-01-01,49804.0,15484.0,28127.0,54332.0,70235.0,29964.0,10767.0,15610.0,241535.0,5196.0,287190.0,21823.0,140187.0,58491.0,123931.0,8563.0,93578.0,138169.0,138229.0,148932.0,295097.0,484588.0,146165.0,8203.0,515530.0,444945.0,8705.0,350.0,330526.0,380331.0,45656.0,65737.0,12355.0,15148.0,320621.0,104708.0,62341.0,221908.0,31909.0,576319.0,21313.0,902.0,1033334.0,70774.0,43177.0,456454.0,373236.0,35523.0,6145529.0,32955.0,186909.0,948579.0,1135488.0,718919.0,1488.0,40686.0,189491.0,7943.0,10323.0,10414.0,62157.0,90391.0,438090.0,56936.0,9504.0,77003.0,3631.0,68610.0,14542.0,169745.0,25890.0,87287.0,84621.0,7948.0,134190.0,105852.0,338874.0,41070.0,309661.0,3306.0,32236.0,3423.0,-21231.0,85733.0,3588.0,43234.0,109602.0,200058.0,22770.0,83218.0,4017.0,1662.0,429352.0,99148.0,1735.0,57762.0,78824.0,98578.0,407136.0,6569.0,136542.0,122551.0,6283758.0,59658.0,37025.0,140041.0,138306.0,19548.0,212102.0,9865.0,107189.0,4077.0,77730.0,321821.0,589943.0,218167.0,10591.0,52483.0,74416.0,10675.0,134033.0,31824.0,117573.0,4806.0,29704.0,65536.0,16378.0,726264.0,72969.0,166138.0,48740.0,2084.0,126520.0,15635.0
2000-01-01,54960.0,17155.0,30616.0,61817.0,77136.0,31122.0,11429.0,16239.0,250621.0,5194.0,297541.0,24347.0,153775.0,63573.0,134291.0,9043.0,98359.0,153535.0,158041.0,174624.0,335668.0,541925.0,161044.0,8072.0,540578.0,463125.0,8928.0,318.0,353822.0,408781.0,46920.0,73565.0,15907.0,15771.0,344003.0,114450.0,67556.0,230023.0,35274.0,621641.0,22874.0,928.0,1109593.0,76776.0,42801.0,481799.0,393892.0,38217.0,6609139.0,34243.0,203975.0,1010488.0,1214463.0,768887.0,1697.0,44086.0,206258.0,11956.0,10233.0,11045.0,65378.0,98208.0,463600.0,64975.0,10364.0,80990.0,4227.0,75529.0,16910.0,191169.0,26391.0,91929.0,85874.0,8611.0,168609.0,112499.0,384768.0,41788.0,321439.0,3800.0,39270.0,3538.0,-21104.0,94378.0,3835.0,43070.0,110731.0,210708.0,24124.0,87908.0,4358.0,1818.0,458494.0,104742.0,1950.0,61872.0,84097.0,106839.0,436625.0,6702.0,143808.0,132191.0,6767179.0,63653.0,39650.0,159000.0,157050.0,19721.0,229244.0,9889.0,113015.0,4478.0,86908.0,344894.0,633684.0,227926.0,12746.0,57201.0,81144.0,11642.0,145983.0,34917.0,126414.0,5515.0,32169.0,68492.0,17077.0,793116.0,79866.0,181153.0,50440.0,2218.0,132721.0,17151.0
2001-01-01,52094.0,18569.0,32310.0,53640.0,81489.0,31335.0,11879.0,16313.0,248089.0,5085.0,294642.0,25781.0,159082.0,69324.0,143615.0,9230.0,103368.0,165105.0,179083.0,163073.0,317640.0,529302.0,154567.0,7845.0,564003.0,482228.0,9135.0,286.0,367569.0,419664.0,46553.0,72298.0,15500.0,17132.0,353188.0,117060.0,69990.0,227216.0,37115.0,676441.0,24746.0,929.0,1209403.0,82917.0,45424.0,520768.0,427107.0,40083.0,6894718.0,34036.0,217484.0,1085509.0,1302994.0,829184.0,1892.0,42144.0,211662.0,12399.0,10194.0,11228.0,70075.0,87688.0,497359.0,61949.0,11104.0,79791.0,4616.0,80701.0,19744.0,212839.0,26619.0,94316.0,83203.0,8993.0,162485.0,118169.0,382858.0,41260.0,342029.0,4051.0,46236.0,3758.0,-11631.0,101091.0,4188.0,44434.0,112011.0,230018.0,25687.0,93661.0,4560.0,1813.0,477902.0,107291.0,2058.0,60943.0,92004.0,110677.0,475796.0,6176.0,157173.0,137466.0,7073801.0,61451.0,41851.0,181006.0,178948.0,19258.0,249300.0,9658.0,120915.0,4945.0,80688.0,358434.0,646979.0,242254.0,13142.0,59956.0,88365.0,12213.0,150670.0,35377.0,131187.0,5839.0,31833.0,69706.0,17604.0,805575.0,82829.0,184929.0,52379.0,2301.0,132134.0,18499.0
2002-01-01,53251.0,20049.0,35018.0,49251.0,84374.0,30233.0,12257.0,15868.0,248850.0,4569.0,295168.0,25984.0,161080.0,75568.0,149527.0,9702.0,107106.0,159928.0,198343.0,168155.0,323757.0,539046.0,155601.0,7733.0,575052.0,490397.0,9470.0,281.0,383059.0,436311.0,46318.0,70910.0,14289.0,17299.0,366310.0,122179.0,74057.0,228007.0,39973.0,737060.0,24562.0,877.0,1317080.0,86986.0,47032.0,568151.0,469536.0,42173.0,7150598.0,34955.0,214536.0,1129287.0,1343823.0,867061.0,1999.0,44489.0,215289.0,14080.0,10006.0,11299.0,73878.0,80937.0,538718.0,58796.0,11880.0,80704.0,4965.0,86494.0,21024.0,234208.0,27475.0,97512.0,82445.0,9597.0,153611.0,120815.0,371046.0,41674.0,359673.0,4787.0,38533.0,4259.0,-5769.0,106528.0,4267.0,45698.0,116122.0,243551.0,26856.0,98615.0,4975.0,1723.0,496803.0,108954.0,2165.0,54946.0,101792.0,114577.0,514722.0,5959.0,169848.0,143292.0,7348941.0,63392.0,44639.0,200165.0,198000.0,18999.0,269306.0,9456.0,126621.0,5388.0,76112.0,373590.0,669335.0,248175.0,13173.0,60948.0,93357.0,13541.0,156090.0,36547.0,131301.0,6243.0,34043.0,70142.0,18077.0,806831.0,85938.0,191376.0,54609.0,2299.0,133306.0,18035.0
2003-01-01,58127.0,21932.0,37919.0,53640.0,85728.0,31393.0,13081.0,15673.0,253296.0,4447.0,301411.0,26985.0,165141.0,77817.0,159516.0,9854.0,111476.0,177802.0,205511.0,173963.0,343150.0,574199.0,169188.0,8012.0,599580.0,513578.0,10226.0,275.0,404589.0,462716.0,48115.0,74271.0,17435.0,19670.0,381062.0,127434.0,81134.0,232718.0,41322.0,774643.0,25315.0,940.0,1410711.0,94981.0,50307.0,604095.0,498438.0,43966.0,7535238.0,37528.0,234410.0,1174109.0,1408519.0,908151.0,2134.0,50744.0,231049.0,17083.0,10447.0,11226.0,79273.0,78225.0,569131.0,60397.0,13854.0,81640.0,4876.0,97742.0,23011.0,256661.0,29294.0,103806.0,82837.0,9907.0,178977.0,126668.0,401393.0,44121.0,357397.0,5199.0,48892.0,5451.0,1497.0,116653.0,4928.0,49071.0,105790.0,251607.0,27696.0,105657.0,4906.0,2059.0,526520.0,112053.0,2401.0,51627.0,107367.0,117108.0,549955.0,6253.0,180685.0,152540.0,7740749.0,67774.0,47925.0,220174.0,217773.0,18958.0,291452.0,10072.0,137134.0,5812.0,81323.0,394363.0,704252.0,251766.0,13251.0,63598.0,98615.0,14158.0,163031.0,41047.0,130446.0,7540.0,36487.0,70459.0,18760.0,840113.0,87163.0,201505.0,56608.0,2369.0,136799.0,16776.0
2004-01-01,66170.0,24407.0,40812.0,56725.0,89269.0,32076.0,14086.0,15577.0,262604.0,4374.0,313395.0,28075.0,171151.0,83278.0,168997.0,9877.0,115754.0,187457.0,206372.0,186501.0,371354.0,619316.0,184853.0,8277.0,632604.0,542995.0,10876.0,340.0,432059.0,498229.0,50791.0,83921.0,19357.0,20305.0,406585.0,139023.0,89866.0,242319.0,43147.0,818994.0,27847.0,967.0,1514943.0,102481.0,53832.0,649622.0,537865.0,47648.0,8025589.0,40762.0,246191.0,1239798.0,1485989.0,959299.0,2222.0,60427.0,247962.0,18937.0,10745.0,11203.0,81473.0,87119.0,612622.0,72143.0,15903.0,83658.0,4797.0,97504.0,24802.0,276070.0,31834.0,110303.0,84508.0,9950.0,213376.0,131095.0,444564.0,47124.0,362187.0,5581.0,52346.0,5837.0,2638.0,116546.0,5758.0,53516.0,109757.0,252431.0,28564.0,111758.0,4708.0,2470.0,559063.0,115847.0,2739.0,52970.0,113099.0,122825.0,589251.0,6835.0,191733.0,164511.0,8231960.0,73851.0,52322.0,236326.0,233588.0,18737.0,314240.0,10747.0,142976.0,6045.0,87085.0,421183.0,758840.0,264097.0,15435.0,69063.0,104061.0,14959.0,173562.0,45940.0,132828.0,8640.0,39743.0,73664.0,20159.0,893836.0,94068.0,223558.0,58735.0,2512.0,143726.0,16819.0
2005-01-01,75525.0,25026.0,43701.0,58131.0,92551.0,33565.0,15442.0,15472.0,271339.0,4282.0,326423.0,30321.0,177266.0,87873.0,180507.0,9774.0,128524.0,212207.0,210268.0,201391.0,404660.0,676845.0,203270.0,8506.0,668216.0,575282.0,12135.0,384.0,458107.0,533632.0,55085.0,90143.0,22340.0,22158.0,430127.0,149435.0,96091.0,251385.0,44597.0,868456.0,29563.0,998.0,1612264.0,110853.0,57035.0,696120.0,577152.0,50762.0,8558799.0,43866.0,273473.0,1328972.0,1602445.0,1029105.0,2316.0,68378.0,272185.0,19071.0,10947.0,11190.0,83771.0,94997.0,658188.0,79035.0,18253.0,84981.0,4918.0,106891.0,26646.0,291731.0,34315.0,117938.0,86299.0,9741.0,261430.0,136931.0,505679.0,50609.0,359345.0,6357.0,61344.0,5940.0,1086.0,129363.0,6171.0,57616.0,110451.0,248894.0,29559.0,118968.0,4481.0,2808.0,589540.0,120449.0,3010.0,56709.0,118928.0,130036.0,624413.0,7188.0,202608.0,175404.0,8769066.0,78829.0,57193.0,248543.0,245533.0,17744.0,333931.0,11315.0,148402.0,6500.0,90244.0,445973.0,805178.0,281723.0,17145.0,70232.0,110230.0,15707.0,184083.0,49129.0,137689.0,9190.0,43188.0,76676.0,21020.0,955268.0,101350.0,239960.0,61266.0,2549.0,149644.0,20156.0
2006-01-01,84345.0,26951.0,48402.0,59779.0,98231.0,34989.0,16666.0,15689.0,276987.0,4201.0,336156.0,32728.0,190536.0,91505.0,193072.0,9666.0,140654.0,224435.0,239184.0,224336.0,441491.0,719530.0,217155.0,9575.0,700260.0,601564.0,13922.0,465.0,486255.0,570600.0,59168.0,98267.0,23724.0,22934.0,448669.0,157814.0,104111.0,257008.0,45523.0,932226.0,32446.0,1078.0,1715005.0,119676.0,59392.0,741226.0,617043.0,52988.0,9038051.0,46112.0,289926.0,1399514.0,1689440.0,1089174.0,2471.0,77097.0,278039.0,21514.0,11420.0,11488.0,86955.0,98010.0,693041.0,84092.0,20735.0,86237.0,5048.0,106232.0,27927.0,323113.0,37352.0,127219.0,86668.0,10371.0,295926.0,138908.0,551553.0,53442.0,341507.0,6476.0,60057.0,6397.0,6654.0,130646.0,6107.0,57193.0,108461.0,233047.0,31003.0,124183.0,4290.0,3384.0,624534.0,124960.0,3386.0,63277.0,123377.0,137136.0,650665.0,7518.0,210696.0,185767.0,9277236.0,85681.0,62559.0,276217.0,272831.0,16721.0,348465.0,12959.0,155312.0,7053.0,94871.0,472333.0,855664.0,291548.0,17714.0,74370.0,116774.0,17296.0,193545.0,51362.0,144838.0,11224.0,46896.0,81000.0,21273.0,987931.0,106286.0,257753.0,65491.0,2646.0,153674.0,21943.0
