Date,Accommodations (104),Air transportation (64),Alcoholic beverages purchased for off-premises consumption (5),"Audio-video, photographic, and information processing equipment services (parts of 77 and 93)",Children's and infants' clothing (12),Clothing and footwear,Commercial and vocational schools (99),Communication,Dental services (45),Durable goods,Education services,Educational books (96),Electricity (27),Electricity and gas,Final consumption expenditures of nonprofit institutions serving households (NPISHs),"Financial service charges, fees, and commissions (108)",Financial services,Financial services and insurance,Financial services furnished without payment (107),Food and beverages purchased for off-premises consumption,Food and nonalcoholic beverages purchased for off-premises consumption (4),Food furnished to employees (including military) (103),Food produced and consumed on farms (6),Food services,Food services and accommodations,Foreign travel by U.S. residents (129),Fuel oil and other fuels (29),Furnishings and durable household equipment,Furniture and furnishings (parts of 31 and 32),Gambling (91),Garments,Gasoline and other energy goods,"Glassware, tableware, and household utensils (34)",Goods,Gross output of nonprofit institutions (133),Ground transportation (63),Group housing (23),Health care,Higher education (97),Hospital and nursing home services,Hospitals (51),Household appliances (part of 33),Household consumption expenditures (for services),"Household maintenance (parts of 31, 33, and 36)",Household supplies (parts of 32 and 36),Household utilities,Housing,Housing and utilities,Imputed rental of owner-occupied nonfarm housing (21),Insurance,Internet access (72),Jewelry and watches (part of 119),Less: Expenditures in the United States by nonresidents (130),Less: Receipts from sales of goods and services by nonprofit institutions (134),Life insurance (110),Luggage and similar personal items (part of 119),"Magazines, newspapers, and stationery (part of 90)","Membership clubs, sports centers, parks, theaters, and museums (82)",Men's and boys' clothing (11),"Motor vehicle fuels, lubricants, and fluids (59)",Motor vehicle maintenance and repair (60),Motor vehicle parts and accessories (58),Motor vehicle services,Motor vehicles and parts,Musical instruments (part of 80),Natural gas (28),Net health insurance (112),Net household insurance (111),Net motor vehicle and other transportation insurance (116),Net purchases of used motor vehicles (56),New motor vehicles (55),Nondurable goods,"Nursery, elementary, and secondary schools (98)",Nursing homes (52),Other clothing materials and footwear (13 and 17),Other durable goods,Other motor vehicle services (61),Other nondurable goods,"Other recreational services (81, 94, and part of 92)",Other services,Outpatient services,Paramedical services (46),Personal care and clothing services (14 and parts of 17 and 118),Personal care products (part of 118),Personal consumption expenditures,Pharmaceutical and other medical products (40 and 41),Physician services (44),Postal and delivery services (68),Professional and other services (121),Public transportation,Purchased meals and beverages (102),Recreation services,Recreational books (part of 90),Recreational goods and vehicles,"Recreational items (parts of 80, 92, and 93)",Rental of tenant-occupied nonfarm housing (20),Rental value of farm dwellings (22),Services,Social services and religious activities (120),"Sporting equipment, supplies, guns, and ammunition (part of 80)",Sports and recreational vehicles (79),Telecommunication services (71),Telephone and related communication equipment,Therapeutic appliances and equipment (42),Tobacco (127),Tools and equipment for house and garden (35),Transportation services,"Video, audio, photographic, and information processing equipment and media (75, 76, and part of 93)",Water supply and sanitation (25),Water transportation (65),Women's and girls' clothing (10)
1961-10-01,9.727,3.968,17.457,6.78,4.53,12.968,13.314,3.939,28.5,5.167,34.873,81.706,21.689,32.076,2.951,5.522,5.877,12.398,6.887,39.292,43.308,53.311,1063.693,25.84,23.326,10.34,294.487,8.737,9.088,4.081,12.268,47.343,12.24,15.394,12.188,57.661,106.279,12.875,32.908,13.244,14.983,9.16,18.048,63.923,18.288,32.104,20.34,22.007,17.582,30.775,,8.639,5.193,18.404,53.133,11.64,43.541,17.634,15.061,35.222,31.331,9.779,18.62,12.14,11.038,72.22,17.68,39.599,38.36,12.454,14.415,26.165,75.576,6.013,16.615,7.036,3.187,17.418,4.093,23.069,11.78,4.949,42.192,10.733,16.709,6.93,13.539,71.638,45.83,15.349,24.923,9.47,22.873,0.548,4.025,26.495,86.882,16.961,7.754,2.676,4.076,4.132,0.018,7.291,177.087,3.234,17.612,0.08,30.987,0.108,11.368
1962-01-01,9.409,4.123,18.164,6.746,4.519,13.035,13.439,3.998,28.873,5.279,35.436,83.632,22.043,32.979,2.991,4.983,5.595,12.198,6.805,39.26,43.101,53.853,1012.739,26.163,23.556,10.499,303.73,8.765,9.094,4.21,12.325,48.683,12.469,15.574,12.383,57.005,107.875,13.188,33.475,13.588,15.345,9.133,18.215,64.32,18.819,32.96,20.539,22.286,17.755,31.065,,8.784,5.142,18.72,53.483,11.486,47.246,17.558,14.976,36.189,31.733,10.001,18.856,12.71,10.999,75.552,18.02,40.417,38.503,13.252,15.12,26.382,76.889,6.269,16.738,7.154,3.224,17.775,4.189,23.245,12.05,5.165,41.774,10.771,16.886,7.021,13.819,73.991,46.61,15.357,25.239,9.477,22.889,0.545,4.033,26.767,87.34,17.12,7.672,2.633,3.981,4.184,0.018,7.69,176.729,3.339,17.759,0.081,31.537,0.107,11.492
1962-04-01,9.748,4.183,18.134,7.104,4.591,13.181,14.008,4.049,29.41,5.42,36.16,85.784,22.555,33.051,2.955,5.419,5.833,12.451,6.887,39.211,43.076,53.406,978.719,26.38,23.788,10.57,301.93,8.872,9.233,4.412,12.503,48.792,12.61,15.728,12.442,57.707,102.956,13.546,33.838,13.905,15.665,9.163,18.505,61.726,19.022,33.074,20.887,22.611,18.118,31.208,,8.928,5.055,18.969,53.934,12.16,47.25,18.08,15.195,36.359,32.151,10.32,19.096,13.205,11.143,73.369,17.895,40.897,38.836,12.922,15.928,26.488,78.788,6.555,16.716,7.398,3.253,17.947,4.244,23.466,12.414,5.427,44.342,11.063,17.093,7.205,14.211,75.745,46.075,15.555,25.477,9.828,23.529,0.556,4.082,27.185,85.588,17.377,7.42,2.679,4.141,4.23,0.018,8.014,176.804,3.426,17.986,0.082,31.889,0.105,11.655
1962-07-01,10.739,4.057,18.495,6.935,4.727,13.239,14.774,4.101,29.885,5.46,37.206,88.889,22.428,33.479,2.915,4.817,5.615,12.327,7.024,39.537,43.43,53.524,915.028,26.522,24.049,10.856,293.137,9.097,9.589,4.508,12.563,48.73,12.465,15.848,12.527,56.785,102.818,13.919,34.655,14.257,16.002,9.294,18.676,62.897,19.303,33.521,21.15,22.9,18.371,31.576,,9.025,4.773,19.287,54.272,11.684,49.215,17.518,15.193,36.613,32.666,10.418,19.385,13.019,11.535,76.44,18.04,41.191,39.838,14.253,15.282,26.694,80.693,6.943,16.77,7.439,3.282,18.208,4.314,23.662,12.776,5.682,43.635,11.194,17.231,7.305,14.617,75.917,46.082,15.253,25.621,9.62,24.27,0.574,4.198,27.544,84.664,17.525,7.234,2.66,4.382,4.291,0.019,8.35,175.065,3.498,18.037,0.085,32.427,0.108,11.738
1962-10-01,11.287,4.233,18.594,6.964,4.843,13.347,15.479,4.178,30.199,5.7,38.097,91.413,22.859,34.394,2.878,4.683,5.593,12.365,7.124,39.348,43.193,53.39,879.237,26.761,24.328,11.021,309.857,9.165,9.595,4.6,12.67,49.88,12.472,16.096,12.607,56.511,101.933,14.241,35.302,14.593,16.295,9.506,18.925,62.96,19.513,34.398,21.521,23.335,18.73,31.835,,9.201,4.722,19.582,54.596,11.815,50.355,17.843,15.302,37.124,33.112,10.803,19.642,14.119,11.868,79.451,18.112,41.297,40.51,12.067,17.527,26.843,82.351,7.42,16.877,7.618,3.315,18.495,4.375,23.698,13.068,5.937,42.008,11.4,17.475,7.485,14.92,76.082,46.821,15.358,25.871,9.763,24.876,0.587,4.271,28.076,82.77,17.744,7.128,2.604,4.664,4.382,0.019,8.737,177.429,3.579,18.236,0.088,33.062,0.108,11.843
1963-01-01,11.777,4.417,18.64,7.12,5.001,13.294,15.823,4.271,29.906,5.814,38.709,92.25,23.491,35.478,2.887,4.397,5.447,12.254,7.125,39.348,43.152,52.8,913.615,26.725,24.366,10.6,334.012,9.331,9.771,4.652,12.628,51.094,12.395,16.246,12.783,56.206,98.257,14.425,35.725,14.894,16.619,9.785,19.01,63.155,19.684,35.45,21.62,23.547,18.8,31.955,,9.342,4.971,19.947,54.782,11.691,50.864,18.019,15.247,37.429,33.531,10.748,19.898,14.542,11.979,82.399,18.345,41.051,40.374,13.438,17.912,26.99,83.937,7.613,16.765,7.537,3.369,18.777,4.5,23.537,13.158,6.107,41.25,11.653,17.597,7.742,15.01,78.698,45.445,15.461,25.854,9.9,25.146,0.595,4.398,28.291,83.068,17.824,7.231,2.645,4.786,4.469,0.02,8.168,178.85,3.622,18.434,0.089,33.901,0.105,11.794
1963-04-01,10.818,4.597,18.773,7.259,5.273,13.376,15.875,4.319,29.361,5.939,39.202,94.293,23.345,34.141,2.979,4.629,5.684,12.523,7.396,39.568,43.393,52.921,907.507,26.977,24.446,11.759,306.744,9.426,10.046,4.679,12.749,50.561,12.263,16.381,13.083,55.839,90.274,14.551,36.233,15.22,16.923,9.609,19.201,62.184,19.938,34.445,21.807,23.598,18.96,32.152,,9.441,5.052,20.34,54.333,12.048,49.693,17.928,15.269,37.903,33.982,10.813,20.186,14.932,12.638,75.558,18.793,40.832,41.002,13.132,18.621,27.082,85.212,7.999,16.644,7.647,3.443,18.851,4.656,24.211,13.136,6.259,42.971,11.836,17.763,7.777,14.944,73.84,47.229,15.544,26.11,9.943,25.391,0.616,4.52,28.522,85.202,18.014,7.549,2.666,4.838,4.576,0.02,8.175,178.572,3.622,18.644,0.094,34.77,0.103,11.95
1963-07-01,11.294,4.76,19.027,7.723,5.461,13.613,15.688,4.392,28.827,6.012,39.657,96.349,23.822,35.607,3.094,4.971,5.958,12.945,7.617,39.817,43.64,52.48,895.623,26.948,24.487,11.914,312.789,9.673,10.31,4.717,12.993,50.397,12.527,16.545,13.341,55.74,98.402,14.651,36.897,15.419,17.008,9.883,19.522,62.79,20.524,35.851,22.085,24.011,19.184,32.889,,9.517,5.129,20.569,56.165,12.606,50.214,18.761,15.477,37.517,34.513,10.86,20.523,14.953,12.828,81.463,18.96,40.511,41.829,15.096,18.146,27.33,86.313,8.601,16.843,7.772,3.527,19.111,4.832,24.652,13.159,6.459,42.787,11.921,18.004,7.893,14.927,74.214,49.798,15.664,26.094,10.402,25.522,0.624,4.544,28.92,86.108,18.328,7.937,2.625,4.847,4.661,0.021,8.128,178.961,3.705,18.898,0.097,35.79,0.103,12.211
1963-10-01,11.424,4.967,19.179,7.295,5.358,13.488,15.521,4.455,28.93,6.107,40.228,101.208,23.888,35.173,3.203,5.304,6.201,13.425,7.773,39.911,43.711,52.781,899.419,27.311,24.814,11.808,312.779,9.826,10.484,4.932,12.862,50.82,12.354,16.601,13.627,55.909,98.391,14.897,37.708,15.751,17.214,10.179,19.775,60.981,20.556,35.608,22.364,24.234,19.418,34.017,,9.443,5.311,20.881,59.187,12.424,48.997,17.79,15.282,37.927,35.003,11.163,20.841,15.251,12.802,78.669,19.341,40.106,42.54,12.748,19.172,27.295,87.585,9.376,16.749,7.714,3.615,18.987,5.072,25.106,13.326,6.655,44.801,11.94,18.154,7.936,15.075,72.197,51.757,15.875,26.459,10.016,27.319,0.635,4.55,29.297,87.682,18.578,8.333,2.589,5.151,4.759,0.021,7.987,175.301,3.704,19.178,0.097,36.594,0.105,12.109
1964-01-01,11.639,5.136,19.23,7.343,5.309,14.045,15.626,4.47,30.067,6.345,41.019,104.603,24.515,36.531,3.36,5.211,6.216,13.309,7.917,40.151,44.016,52.833,872.183,27.942,25.381,11.541,309.16,10.289,11.136,4.993,13.414,51.712,12.636,16.986,14.089,56.104,99.193,15.485,38.664,16.279,17.601,10.452,20.067,61.147,21.008,36.805,22.584,24.57,19.594,33.43,,9.332,5.696,21.442,55.817,13.432,48.842,18.847,15.963,38.924,35.429,11.469,21.115,15.623,13.35,83.197,19.741,39.849,43.384,13.944,19.395,27.763,89.066,10.381,17.33,8.007,3.689,19.333,5.275,25.132,13.918,6.946,44.96,12.296,18.511,7.94,15.773,74.731,51.25,16.059,27.108,10.41,29.206,0.678,4.715,29.664,88.053,18.873,8.786,2.848,5.769,4.752,0.022,8.726,177.649,3.801,19.42,0.101,36.869,0.108,12.635
1964-04-01,12.05,5.347,19.613,7.49,5.197,14.415,16.081,4.653,32.241,6.51,42.006,110.446,24.891,36.561,3.387,5.15,6.203,13.545,7.956,40.849,44.794,52.732,853.313,28.258,25.707,11.84,322.711,10.633,11.413,5.207,13.769,52.987,13.519,17.343,14.237,56.096,100.398,16.086,39.716,16.506,17.684,10.791,20.354,64.869,22.035,36.818,22.843,24.804,19.848,34.545,,9.687,5.821,21.695,59.807,13.336,52.234,18.174,16.459,39.67,35.941,11.804,21.42,15.793,14.258,81.473,20.046,39.192,42.909,13.221,19.782,28.292,90.579,11.127,17.778,8.193,3.742,19.587,5.476,25.467,14.747,7.191,44.089,12.687,18.838,8.122,16.776,80.954,49.775,16.237,27.438,10.316,30.681,0.717,4.856,30.018,86.639,19.139,8.934,2.935,6.07,4.915,0.022,8.911,164.304,4.046,19.678,0.109,36.787,0.111,12.951
1964-07-01,12.388,5.642,19.822,7.825,5.219,14.627,16.56,4.713,34.377,6.725,43.175,116.64,25.414,37.195,3.381,5.557,6.395,13.926,7.931,41.448,45.494,52.672,836.07,28.45,25.917,11.753,348.548,10.754,11.544,5.291,14.025,54.604,13.842,17.748,14.313,56.312,104.023,16.632,41.022,16.612,17.747,10.819,20.634,63.522,22.412,37.343,23.125,25.119,20.115,35.441,,10.36,5.886,21.883,62.555,13.514,50.226,17.971,16.827,40.305,36.389,11.826,21.708,16.539,14.369,82.433,20.369,38.342,43.022,12.974,21.109,28.845,92.296,11.384,17.758,8.552,3.818,20.139,5.652,25.455,15.574,7.517,44.194,12.971,19.186,8.187,17.719,80.632,48.78,16.53,27.638,10.405,32.021,0.741,5.033,30.423,85.287,19.393,9.031,3.076,6.371,4.993,0.023,9.14,178.452,4.153,19.973,0.111,36.698,0.115,13.168
1964-10-01,12.04,5.892,19.986,8.353,5.404,14.773,17.185,4.874,35.903,6.519,44.431,106.896,25.528,37.685,3.384,5.335,6.277,13.954,7.904,41.601,45.645,52.942,828.046,28.752,26.126,12.39,347.415,10.917,11.629,5.557,14.184,54.384,14.397,17.618,14.319,56.007,105.609,16.95,42.495,16.456,17.624,11.043,20.929,62.146,22.682,37.788,23.515,25.521,20.484,36.07,,10.542,6.073,21.888,64.532,13.808,46.516,18.279,17.064,40.132,36.81,11.711,21.976,15.038,15.225,84.614,20.57,37.315,43.146,13.814,18.358,28.901,93.609,11.118,17.832,8.564,3.887,20.024,5.816,25.808,16.212,7.778,45.226,12.957,19.241,8.074,18.462,79.146,47.985,16.677,27.941,10.769,29.392,0.763,5.098,30.951,84.283,19.661,9.101,3.153,6.503,5.208,0.023,8.893,180.78,4.25,20.197,0.118,36.884,0.115,13.289
1965-01-01,12.005,5.991,19.91,8.113,5.763,14.787,17.547,4.925,35.824,7.125,45.518,107.549,25.788,37.69,3.373,5.603,6.443,14.174,7.978,42.058,46.256,53.604,802.368,29.461,26.725,12.977,331.649,10.922,11.827,5.595,14.208,54.132,14.377,18.192,14.577,55.765,106.804,17.232,43.889,17.036,18.316,10.557,21.179,61.121,22.72,37.9,23.788,25.779,20.727,36.347,,10.818,6.08,22.496,65.461,14.637,50.475,18.626,17.068,40.453,37.119,11.892,22.18,18.163,15.434,83.349,20.802,35.945,42.94,13.037,23.858,29.177,94.772,11.248,17.799,8.876,3.949,20.462,5.97,25.957,16.261,8.023,43.898,13.298,19.67,8.272,18.382,79.743,49.481,16.709,28.651,10.824,29.579,0.779,5.17,31.313,84.875,19.887,9.123,3.161,6.856,5.264,0.024,9.241,182.171,4.392,20.335,0.121,37.572,0.117,13.301
1965-04-01,13.208,6.35,20.245,8.163,6.1,14.762,17.767,5.059,34.657,7.137,46.471,109.445,26.487,38.942,3.481,5.759,6.569,14.395,8.085,42.373,46.598,55.192,746.376,30.153,27.479,12.678,340.423,11.068,11.871,5.47,14.169,55.509,14.725,18.323,14.91,56.362,108.808,17.178,45.118,17.293,18.756,10.844,21.487,62.394,23.206,39.08,24.076,26.175,20.965,36.798,,10.648,6.299,22.918,66.172,14.363,51.066,18.569,17.084,41.47,37.476,11.939,22.422,17.802,16.172,86.907,21.252,34.728,43.401,14.572,22.791,29.456,96.018,10.815,17.847,8.795,4.027,20.78,6.106,26.452,15.987,8.142,45.42,13.422,19.887,8.28,17.976,83.414,49.767,17.134,29.313,10.804,30.304,0.819,5.32,31.758,85.473,20.187,9.499,3.3,7.203,5.392,0.024,9.32,186.926,4.551,20.655,0.128,38.326,0.122,13.215
1965-07-01,13.711,6.638,20.418,8.114,6.493,15.071,18.014,5.205,33.359,7.381,47.676,101.621,26.35,39.074,3.63,6.288,6.86,14.65,8.172,42.957,47.287,56.32,733.524,30.538,27.876,12.603,364.639,11.399,12.151,5.409,14.473,56.804,15.455,18.698,15.269,56.818,110.569,16.864,46.859,17.543,19.066,11.212,21.76,63.75,23.945,39.253,24.433,26.516,21.296,36.722,,11.682,6.4,23.272,65.615,14.608,50.455,18.66,17.495,41.862,38.011,11.95,22.766,18.399,16.766,88.336,21.243,33.55,43.914,16.053,23.391,29.897,96.973,10.831,18.178,9.166,4.12,20.944,6.276,27.303,15.288,8.244,46.732,13.971,20.229,8.491,16.807,83.323,52.847,17.469,29.673,10.819,30.019,0.852,5.418,32.136,87.11,20.463,10.055,3.41,7.442,5.573,0.023,9.33,176.282,4.727,21.001,0.136,38.703,0.122,13.463
1965-10-01,14.18,6.889,20.95,8.662,6.881,15.644,18.297,5.361,32.397,7.692,48.775,109.322,27.109,39.331,3.741,7.456,7.442,15.2,8.248,44.871,49.551,58.106,702.485,31.105,28.422,12.905,356.123,11.991,12.801,5.371,15.055,57.421,16.132,19.419,15.59,57.362,111.558,16.85,48.327,17.927,19.415,11.772,22.119,64.695,24.941,39.519,24.761,26.842,21.601,36.759,,12.578,6.943,23.66,65.697,15.265,53.283,18.673,17.936,42.758,38.466,12.285,23.058,18.608,18.073,85.996,21.451,32.45,43.69,14.757,24.028,31.006,98.128,11.318,18.704,9.905,4.199,21.676,6.483,27.965,14.993,8.26,48.64,14.707,20.797,8.713,16.403,84.553,53.376,17.79,30.2,11.019,31.721,0.929,5.777,32.509,88.138,20.81,10.569,3.706,7.876,5.753,0.024,10.622,174.21,5.021,21.31,0.15,39.006,0.127,14.117
1966-01-01,14.263,7.16,21.283,8.733,6.865,15.976,19.176,5.381,32.716,8.058,49.801,114.344,27.395,39.726,3.771,7.463,7.46,15.322,8.284,44.663,49.226,60.226,670.784,31.698,28.939,13.146,340.745,12.188,12.812,5.516,15.327,57.465,16.933,19.784,15.878,55.927,111.577,17.142,49.316,18.487,19.945,12.125,22.35,63.037,25.292,39.874,24.971,27.072,21.783,37.214,,14.346,6.709,24.212,66.425,15.882,57.563,18.588,18.209,43.351,39.158,12.748,23.461,19.762,18.634,86.792,21.781,31.293,44.386,15.335,25.711,31.231,98.998,11.953,19.349,10.703,4.257,22.163,6.724,28.149,15.077,8.266,48.011,15.031,21.104,8.645,16.501,86.533,54.757,17.711,30.743,11.074,33.137,0.976,5.889,32.858,87.626,21.026,10.891,3.923,8.5,5.757,0.024,10.826,177.627,5.307,21.524,0.157,39.129,0.137,14.404
1966-04-01,13.831,7.773,21.483,8.887,6.797,16.036,20.48,5.705,33.966,7.736,50.694,112.361,27.936,40.859,3.707,7.152,7.313,15.24,8.281,44.761,49.267,62.225,701.619,31.83,28.993,13.311,353.313,12.161,12.768,5.52,15.414,58.913,16.895,19.685,16.084,56.544,113.376,17.747,49.832,19.296,20.744,12.069,22.615,60.483,25.784,40.779,25.185,27.368,21.977,37.46,,14.052,7.064,24.866,65.754,15.594,58.58,19.274,18.392,44.298,39.734,12.597,23.806,17.813,19.294,90.466,22.217,30.515,45.611,14.984,22.474,31.527,99.621,12.745,19.263,10.51,4.319,22.635,7.012,28.346,15.5,8.313,47.326,15.356,21.158,8.759,17.049,86.768,55.61,18.346,30.813,11.382,32.816,1.011,6.024,33.113,88.297,21.255,10.92,4.09,8.886,6.157,0.025,10.69,184.413,5.426,21.993,0.163,38.832,0.152,14.456
1966-07-01,14.247,6.532,21.524,9.145,6.773,16.219,21.857,5.669,35.474,7.99,51.817,115.837,28.593,41.244,3.639,6.679,7.106,15.083,8.307,44.888,49.419,64.824,694.554,31.966,29.164,12.948,366.408,12.54,13.155,5.75,15.657,59.703,17.215,19.969,16.122,59.072,111.64,18.234,50.505,19.713,21.006,12.55,22.821,63.404,25.94,41.076,25.507,27.693,22.3,37.631,,14.235,7.281,25.155,65.631,15.756,60.846,19.549,19.215,44.594,40.199,13.025,24.096,18.346,20.561,89.361,22.414,30.007,46.242,13.868,23.602,31.754,101.021,13.706,19.144,10.599,4.387,22.837,7.321,28.42,16.005,8.375,47.663,15.62,21.4,8.787,17.695,87.078,54.356,17.874,30.868,11.646,33.177,1.069,6.17,33.567,86.333,21.429,10.944,4.231,9.35,6.11,0.026,10.566,177.004,5.593,21.975,0.175,38.678,0.164,14.446
1966-10-01,14.209,8.305,21.781,9.668,6.806,16.074,23.215,5.795,36.898,7.987,52.943,113.153,28.786,41.752,3.576,6.127,6.872,14.838,8.346,44.671,49.089,66.784,683.942,31.664,28.901,13.775,371.801,12.438,12.945,5.856,15.51,60.003,17.53,19.927,16.209,57.665,113.763,18.714,51.257,20.179,21.471,12.487,23.092,64.319,26.128,41.49,25.783,27.989,22.575,37.526,,14.244,7.219,25.538,64.56,15.506,57.619,19.908,18.985,44.693,40.687,13.016,24.39,18.248,21.234,91.245,22.454,29.773,47.053,14.253,23.317,31.666,102.193,14.141,19.013,10.451,4.442,22.897,7.55,29.095,16.464,8.396,48.38,15.957,21.489,8.951,18.3,88.348,55.763,19.003,30.491,11.986,32.407,1.104,6.138,33.894,85.528,21.663,10.971,4.391,9.566,6.252,0.026,10.122,180.546,5.612,22.619,0.183,38.598,0.185,14.326
1967-01-01,14.661,8.617,22.221,9.954,7.027,16.084,24.211,5.903,37.454,7.836,53.938,112.447,29.116,41.683,3.645,7.318,7.472,15.425,8.448,45.557,50.07,67.724,685.046,31.31,28.661,15.006,361.603,12.481,12.905,5.946,15.492,59.894,17.477,19.979,16.423,57.998,118.649,18.775,51.941,20.464,21.728,12.669,23.295,64.388,26.025,41.445,26.001,28.182,22.748,37.61,,14.494,7.208,25.806,64.003,15.283,61.212,19.795,19.111,44.951,41.037,13.047,24.615,17.337,21.123,89.221,22.397,30.118,48.239,15.076,21.474,32.021,103.707,14.514,19.161,10.435,4.504,23.14,7.61,29.482,16.363,7.877,48.086,16.155,21.613,9.169,18.413,90.567,55.092,19.329,30.095,12.069,32.716,1.106,6.199,34.228,86.218,21.861,11.289,4.364,9.314,6.363,0.026,9.845,178.715,5.846,22.889,0.185,38.68,0.2,14.229
1967-04-01,14.972,8.851,22.097,9.996,7.361,16.207,24.683,6.007,37.513,8.172,54.492,111.389,30.292,43.513,3.755,7.745,7.759,15.705,8.63,45.806,50.441,67.128,651.784,30.968,28.411,16.564,366.07,12.607,13.015,5.802,15.633,60.473,17.824,20.327,16.83,56.586,128.256,18.804,52.41,21.211,22.546,12.79,23.506,64.459,26.34,43.016,26.272,28.604,23.008,37.661,,15.338,6.861,26.385,63.869,15.803,59.681,19.012,19.35,45.353,41.376,13.319,24.83,18.883,20.933,93.646,22.333,30.244,48.772,15.448,23.968,32.26,104.434,14.953,19.197,10.729,4.558,23.37,7.562,30.099,15.889,7.025,47.847,16.405,21.908,9.439,18.166,91.076,55.617,19.215,29.762,11.781,32.327,1.117,6.204,34.456,87.203,22.074,11.826,4.33,9.661,6.487,0.026,9.449,183.381,5.889,22.972,0.188,38.892,0.218,14.312
1967-07-01,15.62,9.342,21.927,9.948,7.528,16.279,24.92,6.087,37.336,8.107,55.303,109.016,29.58,43.053,3.918,8.876,8.362,16.254,8.828,45.557,50.206,65.808,615.874,31.231,28.721,15.927,349.33,12.62,13.064,6.099,15.728,60.334,18.043,20.266,17.261,56.967,137.908,18.781,53.385,21.87,23.239,12.625,23.804,63.629,26.492,42.668,26.654,28.91,23.352,37.598,,15.235,7.165,26.866,63.437,16.14,59.024,20.317,19.553,45.812,41.764,13.447,25.091,18.334,20.751,94.607,22.157,30.421,49.368,15.899,22.827,32.23,105.597,15.444,19.156,10.631,4.644,23.456,7.497,30.378,15.39,6.217,49.186,16.617,22.021,9.517,17.876,91.396,56.455,19.686,30.076,12.269,31.593,1.146,6.293,34.907,88.023,22.375,12.419,4.563,10.292,6.583,0.026,8.919,182.928,5.924,23.324,0.192,39.121,0.239,14.354
1967-10-01,15.552,9.704,22.276,9.639,7.643,16.183,25.141,6.277,37.082,8.128,56.11,110.626,30.616,44.466,4.051,8.32,8.224,16.194,9.057,46.156,50.866,65.045,604.27,31.58,29.011,15.622,357.984,12.741,13.136,5.908,15.606,61.439,18.353,20.347,17.619,56.823,143.441,18.829,54.317,22.536,23.867,12.884,23.983,63.353,26.902,43.92,27.026,29.387,23.668,37.907,,15.746,7.409,27.271,64.316,16.356,51.557,18.546,19.335,46.57,42.223,13.489,25.39,17.818,22.187,97.391,22.347,30.59,49.328,16.101,21.841,32.376,106.925,16.207,19.187,10.839,4.73,23.232,7.499,30.76,15.0,5.648,49.652,16.79,22.155,9.669,17.624,94.357,57.588,19.939,30.462,11.528,31.951,1.203,6.343,35.429,88.917,22.562,12.874,4.582,10.767,6.787,0.026,8.843,181.035,5.859,23.61,0.206,39.53,0.25,14.263
1968-01-01,16.189,10.27,23.091,10.194,7.716,16.638,26.847,6.411,37.756,8.633,57.784,114.7,31.334,45.159,4.072,7.023,7.778,16.011,9.385,46.707,51.33,64.935,599.569,32.772,30.112,15.461,359.719,12.954,13.321,5.956,15.997,62.721,18.132,20.994,17.831,57.252,139.057,19.331,55.442,22.895,24.29,13.361,24.371,62.112,27.166,44.56,27.364,29.765,23.927,38.923,,15.753,7.442,27.684,64.958,16.715,59.159,19.793,19.794,47.745,42.755,13.89,25.759,20.121,22.305,97.711,23.202,30.618,51.649,14.745,26.184,33.013,109.497,16.311,19.966,11.104,4.865,23.85,8.091,30.873,15.569,6.319,49.264,17.164,22.686,9.999,18.065,92.169,58.094,20.472,31.695,12.198,32.899,1.226,6.515,36.124,88.364,22.919,12.712,4.535,11.494,6.98,0.027,9.681,177.883,6.015,24.052,0.209,39.881,0.249,14.638
1968-04-01,16.179,10.821,23.72,10.526,7.662,16.753,27.184,6.417,38.345,8.817,58.626,116.274,31.757,44.505,4.04,8.491,8.61,16.937,9.675,47.547,52.208,64.01,593.66,33.081,30.374,14.74,341.351,13.255,13.652,6.201,16.104,62.811,18.416,21.308,18.174,57.721,137.226,20.072,56.237,23.956,25.4,13.663,24.769,64.038,27.394,44.044,27.578,29.901,24.093,39.619,,16.368,7.329,28.536,66.431,18.169,58.125,20.392,20.078,48.492,43.179,14.573,26.051,20.457,21.188,91.914,23.872,30.774,51.665,15.2,26.406,33.419,111.28,17.123,20.122,11.749,4.971,24.131,8.462,30.982,16.034,6.947,49.985,17.397,23.032,10.362,18.36,90.544,57.586,21.002,32.045,12.603,33.623,1.239,6.677,36.561,87.894,23.275,12.522,4.657,13.022,7.008,0.028,10.491,179.066,6.172,24.446,0.203,40.066,0.254,14.673
1968-07-01,16.127,11.293,24.5,10.904,8.098,17.041,27.725,6.517,39.235,9.213,59.521,112.176,32.032,45.787,4.03,8.31,8.633,17.049,9.913,48.388,53.045,63.98,589.854,33.478,30.706,15.171,330.552,13.689,13.962,6.297,16.382,63.477,18.572,21.83,18.26,58.768,137.956,20.548,56.939,24.383,25.619,14.659,25.097,63.48,27.76,45.2,27.947,30.364,24.408,40.018,,16.612,7.615,28.757,66.908,18.689,58.866,20.366,20.165,49.53,43.736,15.199,26.428,21.698,22.135,97.75,24.56,30.963,51.414,16.89,27.844,33.951,113.258,18.282,20.462,11.924,5.101,24.47,8.753,31.108,16.515,7.443,49.436,17.648,23.463,10.655,18.735,89.066,58.149,21.596,32.456,12.768,32.507,1.296,6.706,37.127,88.139,23.572,12.458,4.785,13.699,7.152,0.028,10.616,180.839,6.321,24.919,0.216,40.572,0.262,15.028
