Date,Accommodations (104),Air transportation (64),Alcoholic beverages purchased for off-premises consumption (5),"Audio-video, photographic, and information processing equipment services (parts of 77 and 93)",Children's and infants' clothing (12),Clothing and footwear,Commercial and vocational schools (99),Communication,Dental services (45),Durable goods,Education services,Educational books (96),Electricity (27),Electricity and gas,Final consumption expenditures of nonprofit institutions serving households (NPISHs),"Financial service charges, fees, and commissions (108)",Financial services,Financial services and insurance,Financial services furnished without payment (107),Food and beverages purchased for off-premises consumption,Food and nonalcoholic beverages purchased for off-premises consumption (4),Food furnished to employees (including military) (103),Food produced and consumed on farms (6),Food services,Food services and accommodations,Foreign travel by U.S. residents (129),Fuel oil and other fuels (29),Furnishings and durable household equipment,Furniture and furnishings (parts of 31 and 32),Gambling (91),Garments,Gasoline and other energy goods,"Glassware, tableware, and household utensils (34)",Goods,Gross output of nonprofit institutions (133),Ground transportation (63),Group housing (23),Health care,Higher education (97),Hospital and nursing home services,Hospitals (51),Household appliances (part of 33),Household consumption expenditures (for services),"Household maintenance (parts of 31, 33, and 36)",Household supplies (parts of 32 and 36),Household utilities,Housing,Housing and utilities,Imputed rental of owner-occupied nonfarm housing (21),Insurance,Internet access (72),Jewelry and watches (part of 119),Less: Expenditures in the United States by nonresidents (130),Less: Receipts from sales of goods and services by nonprofit institutions (134),Life insurance (110),Luggage and similar personal items (part of 119),"Magazines, newspapers, and stationery (part of 90)","Membership clubs, sports centers, parks, theaters, and museums (82)",Men's and boys' clothing (11),"Motor vehicle fuels, lubricants, and fluids (59)",Motor vehicle maintenance and repair (60),Motor vehicle parts and accessories (58),Motor vehicle services,Motor vehicles and parts,Musical instruments (part of 80),Natural gas (28),Net expenditures abroad by U.S. residents (131),Net foreign travel,Net health insurance (112),Net household insurance (111),Net motor vehicle and other transportation insurance (116),Net purchases of used motor vehicles (56),New motor vehicles (55),Nondurable goods,"Nursery, elementary, and secondary schools (98)",Nursing homes (52),Other clothing materials and footwear (13 and 17),Other durable goods,Other motor vehicle services (61),Other nondurable goods,"Other recreational services (81, 94, and part of 92)",Other services,Outpatient services,Paramedical services (46),Personal care and clothing services (14 and parts of 17 and 118),Personal care products (part of 118),Personal consumption expenditures,Pharmaceutical and other medical products (40 and 41),Physician services (44),Postal and delivery services (68),Professional and other services (121),Public transportation,Purchased meals and beverages (102),Recreation services,Recreational books (part of 90),Recreational goods and vehicles,"Recreational items (parts of 80, 92, and 93)",Rental of tenant-occupied nonfarm housing (20),Rental value of farm dwellings (22),Residual,Services,Social services and religious activities (120),"Sporting equipment, supplies, guns, and ammunition (part of 80)",Sports and recreational vehicles (79),Telecommunication services (71),Telephone and related communication equipment,Therapeutic appliances and equipment (42),Tobacco (127),Tools and equipment for house and garden (35),Transportation services,"Video, audio, photographic, and information processing equipment and media (75, 76, and part of 93)",Water supply and sanitation (25),Water transportation (65),Women's and girls' clothing (10)
2021-07-01,129556.0,130150.0,189095.0,146683.0,24355.0,497099.0,58495.0,306965.0,133691.0,1884958.0,287267.0,8179.0,188364.0,241695.0,382046.0,342510.0,666591.0,1091605.0,324068.0,1197093.0,1007371.0,23033.0,578.0,842272.0,973353.0,93675.0,20383.0,418653.0,247426.0,147683.0,390771.0,320428.0,56017.0,5221395.0,1578796.0,51606.0,2256.0,2443669.0,178835.0,1289603.0,1122049.0,65848.0,9346424.0,80285.0,154756.0,340065.0,2194337.0,2535501.0,1666104.0,426098.0,90280.0,93301.0,68430.0,1197469.0,92946.0,39301.0,81587.0,184961.0,129630.0,299829.0,193163.0,95444.0,291211.0,565762.0,7037.0,53088.0,9016.0,25245.0,227957.0,13439.0,91738.0,174369.0,294577.0,3340796.0,49848.0,168166.0,106673.0,271270.0,97593.0,1330666.0,70159.0,1284260.0,1154762.0,419978.0,146417.0,169593.0,14924311.0,538888.0,601368.0,14616.0,215003.0,184317.0,819175.0,548949.0,26184.0,646093.0,285119.0,505632.0,20385.0,-80334.0,9727320.0,224442.0,108443.0,89243.0,202361.0,53357.0,80470.0,100052.0,50831.0,471565.0,422711.0,98587.0,4383.0,237356.0
2021-10-01,136759.0,137234.0,193750.0,148309.0,24011.0,495792.0,60188.0,310744.0,137124.0,1924188.0,287530.0,8315.0,185966.0,233233.0,396394.0,352091.0,671389.0,1099028.0,319502.0,1198512.0,1004235.0,23414.0,605.0,834885.0,972732.0,113032.0,19455.0,418976.0,245021.0,149154.0,388602.0,322840.0,57538.0,5280747.0,1607008.0,55136.0,2344.0,2475105.0,178448.0,1303010.0,1133774.0,66200.0,9435551.0,81379.0,156764.0,332769.0,2211363.0,2545328.0,1678284.0,428694.0,90964.0,99125.0,93187.0,1211211.0,94359.0,39763.0,84170.0,205113.0,128054.0,303142.0,196160.0,94649.0,291404.0,573825.0,7166.0,47521.0,9361.0,19846.0,228551.0,13566.0,92191.0,178170.0,298891.0,3361266.0,48858.0,169841.0,107447.0,280698.0,94785.0,1348056.0,70775.0,1291669.0,1172962.0,426057.0,150022.0,174789.0,15086943.0,544138.0,609989.0,14612.0,212414.0,195780.0,811417.0,572399.0,26884.0,670919.0,290489.0,510383.0,20388.0,-86558.0,9830957.0,232038.0,110264.0,98712.0,205597.0,55359.0,81559.0,97547.0,51851.0,482347.0,433850.0,99632.0,5034.0,237213.0
2022-01-01,140132.0,129175.0,195490.0,149018.0,23178.0,485046.0,61366.0,316162.0,141350.0,1924621.0,289580.0,7681.0,197773.0,252663.0,415656.0,347706.0,659346.0,1086835.0,312181.0,1189357.0,993482.0,23796.0,614.0,828671.0,969359.0,126414.0,19890.0,412778.0,238756.0,146471.0,380081.0,318413.0,56319.0,5258440.0,1606379.0,59863.0,2352.0,2478037.0,179156.0,1293528.0,1122393.0,66783.0,9473107.0,81659.0,156995.0,352584.0,2227973.0,2581732.0,1690819.0,429292.0,91812.0,97645.0,103150.0,1190116.0,95659.0,39533.0,83886.0,211075.0,125358.0,298336.0,199126.0,94858.0,290693.0,578548.0,6963.0,54704.0,9086.0,23264.0,229186.0,13743.0,90621.0,155960.0,332848.0,3338702.0,49037.0,171677.0,105207.0,278573.0,91118.0,1349455.0,69124.0,1307005.0,1185926.0,426483.0,152765.0,176271.0,15123357.0,546293.0,618165.0,14530.0,215889.0,193277.0,804830.0,574251.0,26211.0,675563.0,290994.0,514459.0,20381.0,-100610.0,9888558.0,231463.0,106886.0,100483.0,210527.0,58332.0,80330.0,95759.0,52228.0,479226.0,442130.0,100131.0,5711.0,232235.0
2022-04-01,152043.0,133662.0,194722.0,147844.0,23401.0,492430.0,62339.0,319649.0,141144.0,1914163.0,291227.0,7720.0,200244.0,255833.0,431137.0,346725.0,652465.0,1080664.0,306720.0,1173936.0,978946.0,24024.0,613.0,869246.0,1021375.0,167856.0,17184.0,412325.0,238793.0,147369.0,385773.0,313784.0,55809.0,5238315.0,1611035.0,59931.0,2343.0,2486220.0,179562.0,1285445.0,1113746.0,67502.0,9572477.0,82936.0,157283.0,356988.0,2241687.0,2599892.0,1701465.0,430544.0,92513.0,96292.0,126538.0,1178191.0,97207.0,39399.0,81991.0,221495.0,128385.0,296636.0,197554.0,93907.0,286077.0,572626.0,7055.0,55418.0,9187.0,41318.0,230198.0,13926.0,89066.0,161906.0,319023.0,3328789.0,49313.0,172216.0,106895.0,282978.0,88121.0,1355277.0,71713.0,1321007.0,1202836.0,434442.0,153216.0,177229.0,15219860.0,555612.0,627382.0,13800.0,211068.0,197583.0,845164.0,586615.0,26040.0,667875.0,290893.0,517545.0,20377.0,-115678.0,10003990.0,230121.0,104403.0,90748.0,214519.0,65352.0,82294.0,93928.0,51350.0,478473.0,451050.0,101370.0,5405.0,234585.0
2022-07-01,159042.0,133940.0,195269.0,147244.0,23110.0,489532.0,65193.0,324666.0,140644.0,1905092.0,296064.0,8034.0,191527.0,243401.0,435150.0,350623.0,660536.0,1090003.0,310993.0,1159626.0,964340.0,24303.0,635.0,873323.0,1031895.0,187966.0,17377.0,409877.0,234957.0,147377.0,383251.0,311430.0,56023.0,5208512.0,1641606.0,66619.0,2389.0,2521582.0,180498.0,1311086.0,1138212.0,69098.0,9654713.0,82836.0,156041.0,344827.0,2251953.0,2597479.0,1709690.0,431393.0,95270.0,93774.0,130968.0,1205124.0,98636.0,38839.0,81609.0,221363.0,129037.0,294046.0,192903.0,93041.0,279136.0,564443.0,7080.0,51937.0,9592.0,56998.0,230834.0,14103.0,87627.0,159857.0,313465.0,3308124.0,50372.0,173450.0,106500.0,282631.0,85836.0,1354767.0,74829.0,1350682.0,1212203.0,436461.0,155204.0,176516.0,15277569.0,563143.0,635350.0,13583.0,209312.0,204207.0,848962.0,589106.0,26795.0,672212.0,286733.0,519551.0,20373.0,-124403.0,10090230.0,236061.0,105207.0,90921.0,216969.0,67700.0,83680.0,92351.0,50801.0,477665.0,453688.0,101849.0,5690.0,231574.0
2022-10-01,158896.0,135818.0,194711.0,142532.0,23274.0,489497.0,65474.0,324519.0,140218.0,1895411.0,294223.0,7948.0,195417.0,252478.0,424465.0,349151.0,666996.0,1095502.0,318013.0,1156089.0,961416.0,24582.0,589.0,871553.0,1029935.0,200839.0,16694.0,410365.0,237099.0,152413.0,381176.0,311883.0,57840.0,5200006.0,1657193.0,71237.0,2363.0,2568029.0,179616.0,1340902.0,1166610.0,68124.0,9720319.0,83418.0,153273.0,354053.0,2258457.0,2613623.0,1715365.0,429887.0,95676.0,89250.0,147387.0,1233037.0,98163.0,37953.0,82463.0,228952.0,129118.0,295333.0,188003.0,92349.0,272450.0,561985.0,7158.0,56546.0,9676.0,53452.0,230985.0,14268.0,86302.0,159155.0,312473.0,3308795.0,49192.0,174973.0,108426.0,276656.0,84042.0,1358698.0,74741.0,1344757.0,1228535.0,446751.0,156056.0,174920.0,15323980.0,573697.0,641947.0,13242.0,208291.0,210314.0,846917.0,596873.0,27076.0,669676.0,287250.0,520428.0,20361.0,-128284.0,10144065.0,236657.0,105630.0,86028.0,216837.0,70777.0,82458.0,89781.0,48771.0,476459.0,456951.0,101772.0,5609.0,229161.0
2023-01-01,158349.0,131330.0,194919.0,140529.0,22607.0,495183.0,67305.0,323405.0,142704.0,1971807.0,296768.0,8168.0,186913.0,237048.0,407770.0,353775.0,683254.0,1111206.0,328936.0,1150399.0,955593.0,24842.0,641.0,888652.0,1046807.0,216681.0,17222.0,416270.0,241331.0,152481.0,385678.0,317444.0,57994.0,5293456.0,1652833.0,74068.0,2382.0,2629610.0,180232.0,1352831.0,1172849.0,70519.0,9833008.0,84117.0,154579.0,339223.0,2261844.0,2601861.0,1718831.0,428208.0,96196.0,88752.0,149697.0,1247411.0,98063.0,38453.0,84667.0,238767.0,129493.0,300307.0,190845.0,93791.0,275266.0,601357.0,7296.0,50225.0,8987.0,66984.0,230129.0,14416.0,85446.0,173308.0,336437.0,3329215.0,49328.0,180511.0,109620.0,280353.0,83967.0,1374188.0,75968.0,1368794.0,1279445.0,469507.0,158045.0,177725.0,15510201.0,578243.0,667905.0,12573.0,208702.0,208451.0,863752.0,605773.0,28017.0,694388.0,294865.0,520364.0,20339.0,-143305.0,10238076.0,242791.0,108328.0,83989.0,216022.0,75746.0,83499.0,88371.0,47817.0,477620.0,483695.0,102619.0,5839.0,234161.0
2023-04-01,159559.0,139379.0,195042.0,140326.0,22378.0,487616.0,69505.0,324598.0,142042.0,1970227.0,299052.0,8174.0,184091.0,236934.0,403851.0,362282.0,706638.0,1136358.0,343148.0,1148057.0,953190.0,24982.0,642.0,881903.0,1041141.0,223437.0,18438.0,414742.0,237242.0,150349.0,378929.0,318587.0,59917.0,5288885.0,1655332.0,74949.0,2400.0,2648271.0,180244.0,1364405.0,1181398.0,71838.0,9879085.0,81841.0,153734.0,338929.0,2265367.0,2605179.0,1722243.0,428701.0,97122.0,88174.0,159615.0,1254412.0,98533.0,38942.0,85210.0,240581.0,126811.0,300136.0,183758.0,95682.0,269624.0,590836.0,7054.0,52699.0,8978.0,63822.0,230787.0,14535.0,84720.0,162906.0,335550.0,3326227.0,49446.0,183486.0,108776.0,279583.0,85506.0,1379234.0,76315.0,1371326.0,1286403.0,464962.0,160114.0,175517.0,15548526.0,590767.0,680408.0,12449.0,207301.0,217821.0,856868.0,605529.0,28195.0,710095.0,292976.0,520478.0,20327.0,-150679.0,10279709.0,247483.0,111483.0,83178.0,216363.0,76468.0,82593.0,86211.0,47446.0,480341.0,499094.0,102387.0,6018.0,230335.0
2023-07-01,163981.0,141971.0,195438.0,140855.0,22699.0,493846.0,70393.0,329884.0,142001.0,1990473.0,300095.0,8049.0,195280.0,246541.0,404017.0,357176.0,709253.0,1139787.0,349714.0,1152912.0,957620.0,25189.0,630.0,892473.0,1055948.0,227687.0,17487.0,420327.0,240906.0,155045.0,384122.0,315453.0,60100.0,5334130.0,1657907.0,76333.0,2375.0,2669205.0,180519.0,1369519.0,1188303.0,73339.0,9932699.0,81152.0,155911.0,348120.0,2269485.0,2618450.0,1725902.0,429441.0,98333.0,88759.0,166654.0,1256825.0,99211.0,39985.0,88483.0,237722.0,127792.0,297993.0,180231.0,98493.0,266189.0,582061.0,7087.0,51249.0,8924.0,61033.0,231372.0,14627.0,84132.0,159860.0,327068.0,3351601.0,49358.0,181831.0,109828.0,282824.0,85661.0,1399183.0,78060.0,1367583.0,1302626.0,479909.0,161160.0,175492.0,15646695.0,600031.0,681699.0,12695.0,202274.0,221775.0,867230.0,610023.0,28432.0,736738.0,300856.0,520963.0,20334.0,-167659.0,10333311.0,247055.0,113797.0,84542.0,220286.0,78841.0,83002.0,84638.0,47621.0,480298.0,524718.0,101934.0,6001.0,234306.0
2023-10-01,169172.0,143504.0,197300.0,141836.0,23132.0,498532.0,69796.0,333194.0,141710.0,2004540.0,299297.0,8359.0,189804.0,239245.0,402363.0,354983.0,707449.0,1139403.0,349915.0,1157163.0,960143.0,25411.0,628.0,902098.0,1070433.0,246821.0,17048.0,424521.0,241480.0,155361.0,389041.0,317654.0,62223.0,5378480.0,1679121.0,80080.0,2410.0,2720944.0,180615.0,1392142.0,1205959.0,75367.0,10025277.0,82260.0,160061.0,341405.0,2274680.0,2617085.0,1730094.0,431101.0,99003.0,91160.0,174810.0,1280855.0,100811.0,40226.0,88624.0,236990.0,128692.0,300683.0,181829.0,99611.0,267091.0,573723.0,7129.0,49444.0,8630.0,72012.0,231782.0,14684.0,83695.0,156886.0,320643.0,3381695.0,49070.0,186701.0,109643.0,289178.0,84877.0,1419207.0,78534.0,1392755.0,1332083.0,497795.0,163656.0,177043.0,15781367.0,615009.0,693855.0,12479.0,206635.0,227186.0,876631.0,611119.0,29136.0,753690.0,305078.0,521914.0,20352.0,-186665.0,10423590.0,252328.0,114788.0,84881.0,223478.0,82628.0,84251.0,81654.0,47431.0,486130.0,541827.0,102497.0,6446.0,237959.0
2024-01-01,170219.0,146698.0,195827.0,140855.0,23125.0,502173.0,72609.0,331024.0,143999.0,1995676.0,303186.0,8400.0,189404.0,237657.0,416414.0,364523.0,723916.0,1156153.0,357007.0,1156842.0,961164.0,25599.0,602.0,894737.0,1063873.0,252696.0,17403.0,424644.0,241079.0,156432.0,393138.0,310621.0,62967.0,5362795.0,1715280.0,87664.0,2412.0,2767340.0,181803.0,1413251.0,1223163.0,74567.0,10097674.0,82627.0,161432.0,339903.0,2280943.0,2621880.0,1734924.0,430465.0,99187.0,94288.0,177742.0,1302139.0,100460.0,40785.0,89426.0,241148.0,129193.0,293228.0,175077.0,99141.0,259004.0,562489.0,7241.0,48265.0,8764.0,74954.0,231882.0,14706.0,83330.0,154541.0,312043.0,3374532.0,49047.0,190551.0,109243.0,296715.0,83679.0,1417666.0,78147.0,1402586.0,1357637.0,512887.0,165754.0,177133.0,15856867.0,608415.0,701966.0,12157.0,209342.0,237312.0,869090.0,614873.0,29643.0,750655.0,310701.0,523326.0,20374.0,-193921.0,10511326.0,252044.0,115177.0,81727.0,221328.0,85567.0,86072.0,79460.0,48092.0,486841.0,541780.0,102587.0,6495.0,241699.0
2024-04-01,170078.0,151204.0,196964.0,139928.0,23758.0,498163.0,74715.0,331356.0,145425.0,2022338.0,304283.0,8458.0,195378.0,242359.0,432809.0,358965.0,720434.0,1153921.0,358524.0,1163036.0,966233.0,25796.0,604.0,894241.0,1063241.0,252678.0,17039.0,432927.0,243590.0,160981.0,389622.0,316323.0,66636.0,5402101.0,1724845.0,94331.0,2413.0,2789006.0,180330.0,1409523.0,1218950.0,76951.0,10150965.0,82414.0,162274.0,345110.0,2288100.0,2634196.0,1740840.0,432049.0,98663.0,91759.0,180550.0,1292855.0,100724.0,41766.0,89885.0,240445.0,128257.0,299336.0,182356.0,99551.0,265638.0,571470.0,7195.0,47005.0,9307.0,72128.0,232880.0,14737.0,83633.0,156291.0,319020.0,3388567.0,49501.0,190979.0,108734.0,296355.0,82697.0,1422017.0,78140.0,1405469.0,1384312.0,523374.0,162806.0,178557.0,15967266.0,613547.0,716953.0,12003.0,216779.0,248218.0,868400.0,617911.0,29929.0,760008.0,309331.0,524583.0,20363.0,-201569.0,10582725.0,252051.0,114921.0,83348.0,222689.0,89145.0,85935.0,77356.0,48418.0,503653.0,550340.0,103087.0,6807.0,238352.0
2024-07-01,168991.0,152704.0,197529.0,137133.0,24128.0,500583.0,74975.0,334507.0,146683.0,2059768.0,304642.0,8386.0,189140.0,238574.0,441270.0,358522.0,730209.0,1165379.0,367998.0,1171068.0,973635.0,26026.0,592.0,898969.0,1067109.0,256693.0,17340.0,442863.0,250625.0,161211.0,390658.0,319064.0,67361.0,5476676.0,1759339.0,93399.0,2419.0,2837480.0,180821.0,1432707.0,1236664.0,77200.0,10215721.0,82074.0,165792.0,342192.0,2296017.0,2639288.0,1747549.0,433281.0,101216.0,93085.0,182992.0,1318942.0,100930.0,41785.0,90368.0,242335.0,129838.0,301767.0,176837.0,99624.0,259564.0,583998.0,7274.0,49473.0,8907.0,73701.0,233527.0,14781.0,83964.0,166388.0,321131.0,3426956.0,49161.0,196334.0,110095.0,298056.0,82329.0,1447869.0,79047.0,1409479.0,1409800.0,530961.0,163883.0,181236.0,16113035.0,634550.0,733891.0,12164.0,213883.0,249229.0,872900.0,618249.0,29741.0,773052.0,311758.0,525814.0,20342.0,-208956.0,10656687.0,254290.0,118199.0,85322.0,222517.0,89304.0,86081.0,75279.0,50177.0,498102.0,558139.0,103946.0,7135.0,237291.0
2024-10-01,170306.0,153290.0,199444.0,137026.0,24493.0,506693.0,75136.0,344609.0,146320.0,2120740.0,304426.0,8017.0,191138.0,236951.0,439865.0,360827.0,738075.0,1174253.0,373334.0,1176195.0,976969.0,26281.0,586.0,905217.0,1074648.0,274381.0,18578.0,448770.0,255437.0,167553.0,397002.0,317528.0,68034.0,5560086.0,1761660.0,95007.0,2426.0,2870289.0,179985.0,1447357.0,1248654.0,77915.0,10298024.0,81968.0,166754.0,341431.0,2303838.0,2646404.0,1754188.0,433864.0,105044.0,91550.0,188032.0,1323058.0,100570.0,42951.0,91064.0,243376.0,130015.0,298921.0,178523.0,101072.0,262162.0,610906.0,7199.0,45851.0,9452.0,86349.0,234102.0,14825.0,84301.0,173935.0,339357.0,3453065.0,49566.0,198964.0,109909.0,300422.0,83250.0,1465749.0,78460.0,1426547.0,1428183.0,544790.0,163668.0,183444.0,16273191.0,641456.0,739023.0,11814.0,214193.0,251185.0,878893.0,624958.0,31271.0,798646.0,321209.0,527017.0,20322.0,-230668.0,10736903.0,253996.0,120714.0,88303.0,229487.0,92293.0,87857.0,74028.0,49958.0,502605.0,578115.0,104795.0,7040.0,243299.0
