Date,Change in private inventories,Durable goods,Final sales,Final sales of computers,Final sales of domestic product,Goods,Gross domestic product,Gross domestic product excluding final sales of computers,Gross domestic product excluding motor vehicle output,Gross domestic product excluding research and development,Motor vehicle output,Nondurable goods,Research and development,Services,Structures
1989-07-01,7369.5,1161915.0,1370487.3333333333,58010.0,5685539.0,2065557.0,5695365.0,5637355.0,5487623.0,5537488.0,207742.0,903641.0,157877.0,3080343.0,549465.0
1989-10-01,12414.75,1157258.0,1359482.0,55029.0,5730685.0,2055776.0,5747237.0,5692208.0,5546051.0,5586776.0,201186.0,898518.0,160461.0,3141690.0,549771.0
1990-01-01,10465.5,1187297.0,1395312.0,54019.0,5858747.0,2106922.0,5872701.0,5818682.0,5673381.0,5709221.0,199320.0,919625.0,163480.0,3199601.0,566178.0
1990-04-01,25275.0,1182556.0,1398072.6666666667,51659.0,5926328.0,2130808.0,5960028.0,5908369.0,5758341.0,5793943.0,201687.0,948253.0,166084.0,3272902.0,556318.0
1990-07-01,16399.5,1186651.0,1414054.6666666667,51219.0,5993250.0,2142948.0,6015116.0,5963897.0,5812689.0,5847213.0,202427.0,956297.0,167903.0,3326027.0,546141.0
1990-10-01,-8501.25,1145955.0,1410080.3333333333,52496.0,6016068.0,2103786.0,6004733.0,5952237.0,5828336.0,5836403.0,176397.0,957831.0,168330.0,3372790.0,528157.0
1991-01-01,-11640.0,1121057.0,1418536.0,51447.0,6050698.0,2112284.0,6035178.0,5983731.0,5870033.0,5863814.0,165145.0,991227.0,171364.0,3409963.0,512931.0
1991-04-01,-13524.75,1148848.0,1437433.3333333333,51789.0,6144895.0,2138117.0,6126862.0,6075073.0,5948958.0,5951724.0,177904.0,989269.0,175138.0,3471224.0,517521.0
1991-07-01,632.25,1187313.0,1444479.3333333333,51904.0,6205094.0,2167562.0,6205937.0,6154033.0,6012162.0,6030399.0,193775.0,980249.0,175538.0,3522500.0,515875.0
1991-10-01,23349.75,1168606.0,1432054.0,55259.0,6233408.0,2179214.0,6264540.0,6209282.0,6078727.0,6086394.0,185813.0,1010608.0,178146.0,3567686.0,517641.0
1992-01-01,184.5,1169651.0,1456167.3333333333,54019.0,6362856.0,2184497.0,6363102.0,6309083.0,6174635.0,6185182.0,188468.0,1014846.0,177920.0,3646715.0,531890.0
1992-04-01,17406.75,1212841.0,1471217.3333333333,55994.0,6447554.0,2230035.0,6470763.0,6414768.0,6266765.0,6292049.0,203998.0,1017194.0,178714.0,3701440.0,539288.0
1992-07-01,15384.0,1226769.0,1492958.6666666667,55847.0,6546129.0,2259949.0,6566641.0,6510794.0,6358962.0,6388306.0,207679.0,1033181.0,178334.0,3768509.0,538182.0
1992-10-01,16008.0,1247846.0,1513812.0,55139.0,6659458.0,2292062.0,6680803.0,6625664.0,6458657.0,6501160.0,222146.0,1044216.0,179643.0,3833555.0,555186.0
1993-01-01,26955.0,1271827.0,1513595.3333333333,57026.0,6693519.0,2306333.0,6729459.0,6672433.0,6505843.0,6550377.0,223616.0,1034506.0,179082.0,3865660.0,557466.0
1993-04-01,18078.0,1292767.0,1537832.6666666667,54610.0,6784835.0,2330853.0,6808939.0,6754329.0,6579419.0,6629356.0,229520.0,1038086.0,179583.0,3910331.0,567755.0
1993-07-01,4948.5,1292512.0,1544098.3333333333,56688.0,6875500.0,2322746.0,6882098.0,6825410.0,6656500.0,6703571.0,225599.0,1030234.0,178527.0,3975961.0,583392.0
1993-10-01,12459.0,1339073.0,1581116.6666666667,56986.0,6997126.0,2388287.0,7013738.0,6956752.0,6762029.0,6834435.0,251709.0,1049214.0,179303.0,4018212.0,607239.0
1994-01-01,34021.5,1362451.0,1597501.3333333333,58789.0,7070290.0,2441614.0,7115652.0,7056863.0,6845767.0,6936374.0,269885.0,1079163.0,179278.0,4067716.0,606322.0
1994-04-01,61058.25,1385719.0,1609069.3333333333,59035.0,7165520.0,2495015.0,7246931.0,7187896.0,6982975.0,7066041.0,263956.0,1109296.0,180889.0,4121644.0,630271.0
1994-07-01,39917.25,1406427.0,1640880.0,60610.0,7277851.0,2514544.0,7331075.0,7270465.0,7057020.0,7146995.0,274055.0,1108117.0,184080.0,4180228.0,636302.0
1994-10-01,56356.5,1447006.0,1674981.3333333333,63048.0,7380147.0,2587614.0,7455288.0,7392241.0,7171968.0,7268144.0,283320.0,1140608.0,187145.0,4224277.0,643398.0
1995-01-01,45884.25,1476185.0,1691905.3333333333,68957.0,7461110.0,2599037.0,7522289.0,7453331.0,7241205.0,7330443.0,281084.0,1122852.0,191846.0,4273526.0,649726.0
1995-04-01,25319.25,1466388.0,1702013.3333333333,74036.0,7547238.0,2586779.0,7580997.0,7506960.0,7305768.0,7385870.0,275229.0,1120391.0,195127.0,4343788.0,650431.0
1995-07-01,8494.5,1493556.0,1737402.6666666667,75183.0,7671799.0,2617430.0,7683125.0,7607942.0,7411072.0,7484423.0,272053.0,1123874.0,198703.0,4400493.0,665202.0
1995-10-01,13823.25,1529395.0,1761398.0,81365.0,7754155.0,2660528.0,7772586.0,7691221.0,7481607.0,7571567.0,290979.0,1131133.0,201019.0,4438377.0,673681.0
1996-01-01,5160.75,1537466.0,1786920.6666666667,84219.0,7861587.0,2687262.0,7868468.0,7784249.0,7602691.0,7662518.0,265777.0,1149796.0,205951.0,4492682.0,688524.0
1996-04-01,22890.75,1575654.0,1818774.6666666667,83259.0,8002319.0,2758683.0,8032840.0,7949581.0,7730636.0,7823863.0,302204.0,1183029.0,208977.0,4558036.0,716121.0
1996-07-01,38302.5,1619203.0,1835008.6666666667,85700.0,8080338.0,2803583.0,8131408.0,8045708.0,7826453.0,7918906.0,304956.0,1184380.0,212502.0,4598093.0,729733.0
1996-10-01,26043.75,1623139.0,1864703.3333333333,85870.0,8225046.0,2831780.0,8259771.0,8173901.0,7966158.0,8044064.0,293613.0,1208641.0,215707.0,4679592.0,748400.0
1997-01-01,37308.75,1673110.0,1889338.6666666667,88650.0,8312909.0,2883754.0,8362655.0,8274005.0,8055874.0,8140827.0,306781.0,1210644.0,221827.0,4726924.0,751977.0
1997-04-01,66280.5,1721384.0,1912582.6666666667,93073.0,8430451.0,2957249.0,8518825.0,8425752.0,8214176.0,8294045.0,304648.0,1235864.0,224780.0,4801312.0,760264.0
1997-07-01,50951.25,1764408.0,1963325.6666666667,98146.0,8594888.0,3012924.0,8662823.0,8564677.0,8337252.0,8434764.0,325571.0,1248516.0,228059.0,4866818.0,783081.0
1997-10-01,58239.0,1779084.0,1967612.3333333333,96607.0,8688255.0,3029071.0,8765907.0,8669300.0,8425954.0,8537475.0,339952.0,1249986.0,228431.0,4943381.0,793455.0
1998-01-01,78825.0,1817456.0,1976975.3333333333,96321.0,8761380.0,3070563.0,8866480.0,8770158.0,8536025.0,8633453.0,330455.0,1253107.0,233026.0,4991171.0,804747.0
1998-04-01,28005.0,1796728.0,2000484.0,97485.0,8932359.0,3038065.0,8969699.0,8872214.0,8642000.0,8732348.0,327699.0,1241338.0,237351.0,5086867.0,844767.0
1998-07-01,39315.0,1841050.0,2031471.0,96085.0,9068677.0,3099627.0,9121097.0,9025012.0,8790594.0,8878926.0,330503.0,1258577.0,242171.0,5151353.0,870117.0
1998-10-01,45013.0,1902164.0,2087931.3333333333,97059.0,9233974.0,3191914.0,9293991.0,9196932.0,8919516.0,9048125.0,374475.0,1289751.0,245866.0,5218173.0,883904.0
1999-01-01,62545.5,1918968.0,2096943.6666666667,99170.0,9328288.0,3228810.0,9411682.0,9312512.0,9046423.0,9162554.0,365260.0,1309842.0,249128.0,5287652.0,895220.0
1999-04-01,26333.25,1929477.0,2143704.6666666665,103953.0,9491099.0,3250668.0,9526210.0,9422257.0,9158673.0,9270652.0,367537.0,1321191.0,255558.0,5368979.0,906563.0
1999-07-01,30387.0,1984323.0,2170171.0,105313.0,9646110.0,3295773.0,9686626.0,9581314.0,9307394.0,9424573.0,379232.0,1311451.0,262053.0,5470918.0,919936.0
1999-10-01,63180.75,2025269.0,2192540.3333333335,98830.0,9815927.0,3373052.0,9900169.0,9801339.0,9512499.0,9631050.0,387670.0,1347783.0,269118.0,5584686.0,942431.0
2000-01-01,12117.75,2049890.0,2223930.6666666665,105513.0,9986022.0,3352053.0,10002179.0,9896666.0,9610351.0,9724029.0,391828.0,1302163.0,278150.0,5681614.0,968512.0
2000-04-01,67833.0,2101785.0,2256044.0,111571.0,10157276.0,3474510.0,10247720.0,10136149.0,9868851.0,9966140.0,378869.0,1372725.0,281580.0,5792282.0,980928.0
2000-07-01,42924.75,2086444.0,2267391.3333333335,110083.0,10260932.0,3458320.0,10318165.0,10208082.0,9958806.0,10030032.0,359359.0,1371876.0,288133.0,5867194.0,992651.0
2000-10-01,40757.75,2095150.0,2273193.3333333335,112297.0,10381400.0,3464133.0,10435744.0,10323447.0,10089867.0,10143544.0,345876.0,1368983.0,292200.0,5965473.0,1006137.0
2001-01-01,-22973.25,2031294.0,2277262.6666666665,110186.0,10500862.0,3385263.0,10470231.0,10360045.0,10140785.0,10176771.0,329445.0,1353969.0,293460.0,6068328.0,1016640.0
2001-04-01,-8670.0,2022788.0,2287551.3333333335,101725.0,10610560.0,3419768.0,10599000.0,10497275.0,10245544.0,10303438.0,353456.0,1396980.0,295562.0,6125950.0,1053283.0
2001-07-01,-22587.0,1974367.0,2270202.0,91765.0,10628136.0,3375186.0,10598020.0,10506255.0,10249193.0,10303178.0,348827.0,1400820.0,294842.0,6165680.0,1057154.0
2001-10-01,-60621.75,1991770.0,2314921.3333333335,91569.0,10741295.0,3391553.0,10660465.0,10568896.0,10295792.0,10366156.0,364673.0,1399783.0,294309.0,6224970.0,1043942.0
2002-01-01,220.0,2015105.0,2280690.6666666665,85819.0,10783206.0,3421329.0,10783500.0,10697681.0,10416065.0,10489919.0,367434.0,1406224.0,293581.0,6310270.0,1051900.0
2002-04-01,15876.75,2012839.0,2266162.6666666665,82495.0,10866291.0,3420413.0,10887460.0,10804965.0,10501797.0,10591462.0,385663.0,1407573.0,295998.0,6414107.0,1052940.0
2002-07-01,19074.75,2033874.0,2280422.6666666665,83012.0,10958607.0,3446067.0,10984040.0,10901028.0,10575026.0,10686536.0,409013.0,1412193.0,297504.0,6489320.0,1048652.0
2002-10-01,24753.0,2004571.0,2249878.3333333335,81243.0,11028429.0,3407821.0,11061433.0,10980190.0,10682847.0,10759909.0,378586.0,1403250.0,301524.0,6580221.0,1073390.0
2003-01-01,19560.75,1994007.0,2256587.3333333335,81593.0,11148048.0,3410962.0,11174129.0,11092536.0,10795163.0,10869417.0,378966.0,1416954.0,304712.0,6663298.0,1099869.0
2003-04-01,-4866.0,2021248.0,2289523.3333333335,79879.0,11319254.0,3427797.0,11312766.0,11232887.0,10935657.0,11003722.0,377110.0,1406549.0,309045.0,6769455.0,1115515.0
2003-07-01,328.75,2076646.0,2369659.6666666665,87395.0,11566230.0,3554928.0,11566669.0,11479274.0,11179502.0,11254443.0,387166.0,1478282.0,312226.0,6848286.0,1163455.0
2003-10-01,27259.0,2127670.0,2392664.3333333335,90035.0,11735889.0,3625342.0,11772234.0,11682199.0,11382692.0,11456839.0,389543.0,1497671.0,315396.0,6949907.0,1196986.0
2004-01-01,34518.75,2121319.0,2391305.0,83435.0,11877422.0,3632982.0,11923447.0,11840012.0,11534139.0,11606362.0,389309.0,1511663.0,317085.0,7069384.0,1221081.0
2004-04-01,55492.0,2139812.0,2397708.6666666665,83281.0,12038826.0,3670552.0,12112815.0,12029534.0,11730603.0,11791656.0,382212.0,1530741.0,321160.0,7171831.0,1270432.0
2004-07-01,48124.75,2175727.0,2434655.3333333335,82128.0,12241141.0,3716149.0,12305307.0,12223179.0,11906527.0,11979186.0,398780.0,1540422.0,326121.0,7283787.0,1305371.0
2004-10-01,54066.75,2208937.0,2471210.6666666665,83636.0,12455124.0,3778906.0,12527214.0,12443578.0,12116478.0,12196014.0,410736.0,1569969.0,331200.0,7408452.0,1339857.0
2005-01-01,76857.75,2275831.0,2495615.0,81537.0,12664808.0,3845900.0,12767286.0,12685749.0,12359139.0,12425415.0,408146.0,1570069.0,341871.0,7536374.0,1385012.0
2005-04-01,21626.5,2291994.0,2547354.0,83238.0,12893820.0,3849867.0,12922656.0,12839418.0,12505888.0,12576539.0,416768.0,1557873.0,346116.0,7648731.0,1424058.0
2005-07-01,9264.75,2341243.0,2594703.0,83193.0,13130289.0,3904408.0,13142642.0,13059449.0,12711486.0,12791330.0,431156.0,1563165.0,351312.0,7768026.0,1470208.0
2005-10-01,64791.0,2350773.0,2558800.6666666665,85259.0,13237816.0,3924589.0,13324204.0,13238945.0,12915536.0,12972593.0,408668.0,1573816.0,351611.0,7893568.0,1506048.0
2006-01-01,58660.5,2383375.0,2644966.0,88755.0,13520946.0,4045663.0,13599160.0,13510405.0,13186584.0,13240651.0,412576.0,1662288.0,358509.0,8007805.0,1545691.0
2006-04-01,56634.75,2421469.0,2671086.3333333335,88894.0,13677911.0,4082142.0,13753424.0,13664530.0,13335256.0,13387700.0,418168.0,1660673.0,365724.0,8131756.0,1539526.0
2006-07-01,59065.5,2453133.0,2701620.6666666665,88894.0,13791434.0,4131185.0,13870188.0,13781294.0,13459544.0,13491128.0,410644.0,1678052.0,379060.0,8229383.0,1509620.0
2006-10-01,32607.25,2465884.0,2763563.3333333335,90572.0,13996084.0,4188821.0,14039560.0,13948988.0,13644269.0,13648747.0,395291.0,1722937.0,390813.0,8357603.0,1493136.0
2007-01-01,16029.0,2502528.0,2798311.3333333335,88042.0,14194279.0,4218838.0,14215651.0,14127609.0,13809865.0,13822691.0,405785.0,1716311.0,392960.0,8501614.0,1495198.0
2007-04-01,31668.75,2536156.0,2837218.0,86613.0,14359858.0,4298052.0,14402082.0,14315469.0,13991035.0,14002385.0,411047.0,1761896.0,399697.0,8605140.0,1498891.0
2007-07-01,33691.5,2558320.0,2861631.6666666665,90772.0,14519195.0,4337369.0,14564117.0,14473345.0,14158334.0,14162152.0,405783.0,1779049.0,401966.0,8741206.0,1485542.0
2007-10-01,20460.75,2623488.0,2893459.0,93863.0,14687777.0,4367470.0,14715058.0,14621195.0,14311354.0,14303782.0,403703.0,1743982.0,411276.0,8892635.0,1454953.0
2008-01-01,-12505.0,2544835.0,2862045.3333333335,91036.0,14723211.0,4276395.0,14706538.0,14615503.0,14334793.0,14287850.0,371746.0,1731560.0,418688.0,9016609.0,1413534.0
2008-04-01,-16689.0,2525481.0,2879350.0,91138.0,14887954.0,4296772.0,14865701.0,14774563.0,14521382.0,14439332.0,344319.0,1771291.0,426370.0,9161191.0,1407738.0
2008-07-01,-11869.0,2525080.0,2857481.6666666665,90387.0,14914824.0,4270397.0,14898999.0,14808611.0,14577282.0,14476809.0,321717.0,1745317.0,422189.0,9238662.0,1389939.0
2008-10-01,-46661.25,2366626.0,2747568.6666666665,89681.0,14670423.0,4059139.0,14608209.0,14518528.0,14344733.0,14186306.0,263476.0,1692513.0,421903.0,9211880.0,1337190.0
2009-01-01,-113247.25,2210016.0,2776164.3333333335,92524.0,14581898.0,4013250.0,14430902.0,14338377.0,14228050.0,14025546.0,202851.0,1803234.0,405356.0,9174218.0,1243433.0
2009-04-01,-147000.75,2199227.0,2807122.6666666665,88398.0,14577237.0,4014683.0,14381236.0,14292838.0,14160362.0,13968372.0,220874.0,1815456.0,412864.0,9205702.0,1160851.0
2009-07-01,-153004.5,2235375.0,2833357.3333333335,79498.0,14652888.0,4046030.0,14448882.0,14369384.0,14168670.0,14033248.0,280212.0,1810655.0,415634.0,9273515.0,1129337.0
2009-10-01,-39063.0,2320374.0,2830192.0,75800.0,14703333.0,4193204.0,14651249.0,14575448.0,14355633.0,14224004.0,295616.0,1872830.0,427244.0,9371347.0,1086699.0
2010-01-01,-928.0,2408707.0,2839930.3333333335,81455.0,14765848.0,4258658.0,14764610.0,14683155.0,14446686.0,14343025.0,317924.0,1849951.0,421586.0,9464948.0,1041005.0
2010-04-01,27531.0,2454066.0,2860842.0,79666.0,14943486.0,4327971.0,14980193.0,14900527.0,14646546.0,14556926.0,333647.0,1873905.0,423267.0,9567489.0,1084734.0
2010-07-01,84672.75,2509040.0,2892461.3333333335,78848.0,15028710.0,4451589.0,15141607.0,15062759.0,14791590.0,14712953.0,350017.0,1942548.0,428653.0,9639844.0,1050174.0
2010-10-01,50475.75,2537334.0,2980486.6666666665,79585.0,15242173.0,4538031.0,15309474.0,15229889.0,14952773.0,14871142.0,356701.0,2000697.0,438332.0,9708893.0,1062550.0
2011-01-01,24058.25,2584002.0,3005330.6666666665,79912.0,15319371.0,4540074.0,15351448.0,15271537.0,14981310.0,14907421.0,370138.0,1956071.0,444027.0,9781724.0,1029651.0
2011-04-01,45785.25,2624942.0,3042584.6666666665,79841.0,15496492.0,4624924.0,15557539.0,15477698.0,15196058.0,15108401.0,361481.0,1999982.0,449138.0,9872153.0,1060463.0
2011-07-01,-9024.5,2663934.0,3096302.6666666665,79895.0,15659713.0,4632422.0,15647680.0,15567786.0,15270530.0,15194664.0,377150.0,1968488.0,453016.0,9922264.0,1092995.0
2011-10-01,77967.0,2716871.0,3125950.3333333335,82513.0,15738302.0,4792882.0,15842259.0,15759746.0,15439144.0,15385186.0,403114.0,2076011.0,457073.0,9924285.0,1125092.0
2012-01-01,60208.5,2775172.0,3180165.3333333335,88774.0,15988527.0,4850526.0,16068805.0,15980031.0,15636185.0,15611939.0,432620.0,2075354.0,456865.0,10049563.0,1168716.0
2012-04-01,68554.25,2817812.0,3219752.6666666665,87500.0,16115709.0,4921035.0,16207115.0,16119615.0,15772258.0,15748608.0,434857.0,2103223.0,458507.0,10097581.0,1188498.0
2012-07-01,63321.75,2821520.0,3258096.3333333335,89345.0,16235112.0,4971573.0,16319541.0,16230197.0,15887891.0,15857955.0,431651.0,2150053.0,461587.0,10155961.0,1192007.0
2012-10-01,21550.5,2833031.0,3294506.6666666665,89654.0,16391685.0,4970495.0,16420419.0,16330766.0,15979032.0,15955273.0,441387.0,2137463.0,465146.0,10245354.0,1204571.0
2013-01-01,63917.25,2895566.0,3357610.6666666665,89719.0,16562966.0,5121640.0,16648189.0,16558470.0,16185804.0,16174240.0,462385.0,2226074.0,473949.0,10313811.0,1212738.0
2013-04-01,62019.75,2877288.0,3340193.6666666665,88828.0,16645994.0,5092983.0,16728687.0,16639859.0,16259181.0,16250393.0,469506.0,2215694.0,478294.0,10380881.0,1254823.0
2013-07-01,102486.75,2909779.0,3377778.0,86884.0,16817189.0,5203316.0,16953838.0,16866954.0,16501440.0,16468399.0,452398.0,2293538.0,485439.0,10450641.0,1299881.0
2013-10-01,88007.25,2979607.0,3463249.0,89006.0,17074676.0,5312216.0,17192019.0,17103013.0,16710034.0,16701707.0,481985.0,2332609.0,490312.0,10568134.0,1311669.0
2014-01-01,38996.25,2954634.0,3441161.3333333335,88729.0,17145743.0,5213737.0,17197738.0,17109009.0,16714404.0,16705801.0,483334.0,2259103.0,491937.0,10639959.0,1344042.0
2014-04-01,73315.0,3018118.0,3519724.6666666665,92353.0,17420755.0,5377341.0,17518508.0,17426156.0,17015326.0,17018616.0,503183.0,2359223.0,499892.0,10743114.0,1398053.0
2014-07-01,77950.75,3088146.0,3588429.3333333335,90102.0,17700294.0,5486578.0,17804228.0,17714126.0,17278322.0,17296484.0,525906.0,2398432.0,507744.0,10886853.0,1430797.0
2014-10-01,64113.75,3054795.0,3579803.3333333335,83564.0,17826593.0,5455190.0,17912079.0,17828514.0,17387497.0,17389485.0,524582.0,2400395.0,522593.0,10984506.0,1472382.0
2015-01-01,131431.5,3053553.0,3554170.3333333335,83553.0,17888287.0,5506498.0,18063529.0,17979976.0,17533699.0,17541040.0,529830.0,2452944.0,522490.0,11076585.0,1480446.0
2015-04-01,113435.75,3094061.0,3619586.6666666665,86541.0,18128536.0,5580628.0,18279784.0,18193243.0,17721911.0,17753033.0,557872.0,2486567.0,526751.0,11179713.0,1519443.0
2015-07-01,95138.25,3102180.0,3647480.6666666665,86160.0,18274775.0,5598072.0,18401626.0,18315466.0,17819739.0,17867583.0,581887.0,2495892.0,534044.0,11269793.0,1533761.0
2015-10-01,80362.5,3111245.0,3650014.6666666665,85599.0,18327987.0,5582172.0,18435137.0,18349537.0,17887068.0,17895183.0,548069.0,2470927.0,539954.0,11333436.0,1519529.0
2016-01-01,46738.5,3121085.0,3669022.0,91040.0,18463614.0,5565851.0,18525933.0,18434892.0,17964594.0,17980839.0,561338.0,2444766.0,545093.0,11426745.0,1533336.0
2016-04-01,22863.0,3118268.0,3712745.3333333335,90403.0,18681218.0,5599602.0,18711702.0,18621299.0,18148292.0,18152499.0,563410.0,2481334.0,559202.0,11554504.0,1557596.0
2016-07-01,3993.0,3153029.0,3739953.3333333335,86371.0,18887315.0,5615255.0,18892639.0,18806268.0,18324442.0,18328104.0,568198.0,2462225.0,564536.0,11691322.0,1586063.0
2016-10-01,43610.25,3202634.0,3748730.6666666665,83275.0,19031232.0,5681243.0,19089379.0,19006104.0,18519485.0,18518880.0,569894.0,2478609.0,570499.0,11787522.0,1620615.0
2017-01-01,4733.0,3198238.0,3803533.3333333335,82882.0,19273773.0,5711611.0,19280084.0,19197202.0,18722921.0,18699831.0,557163.0,2513372.0,580253.0,11922289.0,1646184.0
2017-04-01,19145.75,3238504.0,3827862.0,83915.0,19413115.0,5767320.0,19438643.0,19354728.0,18874972.0,18856927.0,563671.0,2528816.0,581716.0,12002201.0,1669122.0
2017-07-01,41144.0,3330408.0,3912937.3333333335,83071.0,19637736.0,5924264.0,19692595.0,19609524.0,19141050.0,19099244.0,551544.0,2593856.0,593351.0,12094140.0,1674191.0
2017-10-01,32998.5,3375759.0,3998608.0,87019.0,19993090.0,6041910.0,20037088.0,19950069.0,19439099.0,19432481.0,597989.0,2666151.0,604606.0,12277530.0,1717648.0
2018-01-01,26283.75,3468516.0,4047045.3333333335,92560.0,20293508.0,6105613.0,20328553.0,20235993.0,19735439.0,19708422.0,593114.0,2637097.0,620131.0,12469846.0,1753094.0
2018-04-01,-2551.5,3490870.0,4117613.3333333335,96170.0,20584315.0,6173017.0,20580912.0,20484742.0,19968018.0,19943942.0,612895.0,2682148.0,636971.0,12615563.0,1792332.0
2018-07-01,73998.0,3540388.0,4091099.3333333335,91161.0,20700066.0,6235313.0,20798730.0,20707570.0,20184200.0,20156101.0,614531.0,2694925.0,642629.0,12764143.0,1799274.0
2018-10-01,71493.0,3595740.0,4130613.3333333335,99043.0,20822543.0,6291244.0,20917867.0,20818825.0,20302276.0,20259333.0,615591.0,2695504.0,658535.0,12857024.0,1769600.0
2019-01-01,86193.75,3610547.0,4180206.0,105035.0,20996675.0,6385234.0,21111600.0,21006564.0,20506515.0,20434916.0,605085.0,2774687.0,676684.0,12937171.0,1789195.0
2019-04-01,62405.25,3667376.0,4230813.0,105609.0,21314731.0,6429427.0,21397938.0,21292329.0,20778900.0,20703188.0,619038.0,2762051.0,694750.0,13118574.0,1849937.0
2019-07-01,52675.5,3714828.0,4297049.0,106056.0,21646937.0,6515808.0,21717171.0,21611115.0,21089051.0,21009283.0,628120.0,2800980.0,707888.0,13302963.0,1898400.0
2019-10-01,17591.25,3665379.0,4350664.666666667,103019.0,21909762.0,6549453.0,21933217.0,21830198.0,21349976.0,21212715.0,583241.0,2884073.0,720502.0,13486979.0,1896786.0
2020-01-01,-29279.25,3620889.0,4321224.0,101124.0,21766696.0,6442797.0,21727657.0,21626533.0,21180356.0,20990914.0,547301.0,2821907.0,736743.0,13341760.0,1943101.0
2020-04-01,-211707.0,3168095.0,4107589.6666666665,92983.0,20217720.0,5879108.0,19935444.0,19842461.0,19601324.0,19203330.0,334120.0,2711013.0,732114.0,12262393.0,1793943.0
2020-07-01,74231.25,3786983.0,4459282.0,107598.0,21585576.0,6787898.0,21684551.0,21576953.0,21042996.0,20923930.0,641555.0,3000915.0,760621.0,12993699.0,1902955.0
2020-10-01,58541.25,3822128.0,4513736.666666667,110135.0,21990712.0,6848660.0,22068767.0,21958632.0,21477310.0,21281362.0,591457.0,3026532.0,787405.0,13230359.0,1989748.0
2021-01-01,-30914.25,3917605.0,4702300.0,117751.0,22698012.0,7012231.0,22656793.0,22539042.0,22037578.0,21851968.0,619215.0,3094625.0,804825.0,13593918.0,2050645.0
2021-04-01,-123458.5,3989099.0,4922327.666666667,120743.0,23533472.0,7218880.0,23368861.0,23248118.0,22739821.0,22541828.0,629040.0,3229782.0,827033.0,14066655.0,2083326.0
2021-07-01,1355.5,4014629.0,4898558.333333333,117454.0,23920183.0,7349645.0,23921991.0,23804536.0,23341555.0,23076481.0,580436.0,3335016.0,845510.0,14451687.0,2120658.0
2021-10-01,189595.5,4251342.0,5047952.0,123777.0,24524244.0,7824722.0,24777038.0,24653261.0,24123149.0,23905372.0,653890.0,3573380.0,871667.0,14772500.0,2179816.0
2022-01-01,183702.5,4291001.0,5113053.333333333,126155.0,24970554.0,7914517.0,25215491.0,25089336.0,24552357.0,24317320.0,663133.0,3623516.0,898171.0,15030194.0,2270779.0
2022-04-01,87728.25,4386865.0,5293180.0,125682.0,25688821.0,8056741.0,25805791.0,25680109.0,25133622.0,24879577.0,672170.0,3669876.0,926215.0,15423367.0,2325684.0
2022-07-01,55365.75,4570234.0,5444007.333333333,139782.0,26198190.0,8239832.0,26272011.0,26132229.0,25570067.0,25328556.0,701944.0,3669599.0,943455.0,15712526.0,2319653.0
2022-10-01,122143.5,4677822.0,5483812.666666667,149189.0,26571419.0,8388578.0,26734277.0,26585089.0,26025384.0,25771827.0,708893.0,3710755.0,962450.0,16039127.0,2306572.0
2023-01-01,15670.25,4648588.0,5625443.333333333,152405.0,27143465.0,8459059.0,27164359.0,27011954.0,26412295.0,26182284.0,752064.0,3810471.0,982075.0,16364725.0,2340575.0
2023-04-01,7.5,4788645.0,5669148.0,151935.0,27453804.0,8503732.0,27453815.0,27301880.0,26674001.0,26455216.0,779814.0,3715087.0,998599.0,16551769.0,2398313.0
2023-07-01,66892.0,4840326.0,5738204.666666667,152052.0,27878507.0,8696497.0,27967697.0,27815645.0,27207337.0,26958866.0,760360.0,3856171.0,1008831.0,16823942.0,2447259.0
2023-10-01,42516.0,4863898.0,5774706.666666667,158553.0,28240279.0,8718748.0,28296967.0,28138414.0,27574507.0,27275024.0,722460.0,3854850.0,1021942.0,17058099.0,2520120.0
2024-01-01,16052.75,4846289.0,5745177.0,156677.0,28602665.0,8639169.0,28624069.0,28467392.0,27899516.0,27585229.0,724553.0,3792880.0,1038841.0,17407547.0,2577352.0
2024-04-01,72594.0,4929677.0,5788472.0,146736.0,28919922.0,8779500.0,29016714.0,28869978.0,28267999.0,27972291.0,748715.0,3849823.0,1044423.0,17652798.0,2584416.0
2024-07-01,56977.5,4969274.0,5863122.666666667,141535.0,29298944.0,8870654.0,29374914.0,29233378.0,28669258.0,28314754.0,705655.0,3901381.0,1060159.0,17920772.0,2583488.0
2024-10-01,10225.75,4985986.0,5921557.666666667,147113.0,29710230.0,8895971.0,29723864.0,29576751.0,29002515.0,28657580.0,721349.0,3909985.0,1066284.0,18208876.0,2619017.0
