Date,Agricultural,Agricultural equipment,"Agricultural foods, feeds, and beverages",Air Transport,"Apparel, footwear, and household goods",Automotive vehicles,"Automotive vehicles, engines, and parts","Building materials, excluding metals and products",Business,"Capital goods and related parts, except automotive",Charges for the use of intellectual property n.e.c.,Chemicals,"Civilian aircraft, engines, and parts",Complete civilian aircraft,"Computer accessories, peripherals, and parts",Computer services,"Computers, peripherals, and parts",Construction services,"Consumer goods, except food and automotive","Dairy, meat products, and poultry",Durable goods,Education related,Electrical equipment and parts n.e.c.,Engines and parts for civilian aircraft,"Engines, parts, bodies, and chassis","Expenditure of seasonal, border, and other short-term workers",Exports of agricultural goods,Exports of capital goods less selected parts,Exports of durable goods,Exports of goods,Exports of goods and services,Exports of nonagricultural goods,Exports of nondurable goods,Exports of services,Financial intermediation services indirectly measured,Financial services,"Financial services, excluding financial intermediation services indirectly measured","Foods, feeds, and beverages",Freight,"Fuels, fuel materials, and electric energy",Furniture and household items,Government goods and services n.e.c.,"Grains, vegetables, fruits, nuts, and preparations",Health related,Home entertainment and recreational equipment and materials,Household and kitchen appliances,Household goods,Imports of capital goods less selected parts,Imports of durable goods,Imports of goods,Imports of goods and services,Imports of nondurable goods,Imports of nonpetroleum goods,Imports of services,Industrial equipment,Industrial supplies and materials,Information services,Insurance services,Laboratory testing and control instruments,Maintenance and repair services,"Medicinal, dental, and pharmaceutical preparations, including vitamins",Metals and products,Net exports of goods under merchanting,Nonagricultural,"Nonagricultural foods, feeds, and beverages",Nondurable goods,"Nondurable goods, excluding petroleum and products","Oil drilling, mining, and construction equipment",Other,"Other agricultural foods, feeds, and beverages",Other business services,Other business travel,Other durable consumer goods,Other durable goods n.e.c.,"Other household goods, including cellular telephones",Other modes of transport,Other nondurable consumer goods,Other nondurable goods,Other nondurable goods n.e.c.,Other nonmetals,Other other business services,Other other nondurable goods n.e.c.,Other personal travel,Passenger,Personal,Personal computers and mainframes,"Personal, cultural, and recreational services",Petroleum and products,Port,Residual,"Scientific, hospital, and medical equipment and parts",Sea Transport,Semiconductors and related devices,Telecommunications equipment,Telecommunications services,"Telecommunications, computer, and information services",Transport,Transportation equipment,Travel (for all purposes including education)
2020-01-01,15811.5,8792.0,124048.5,61661.0,69053.5,142184.5,253506.0,24089.5,17572.0,595537.0,80236.0,68699.5,79914.0,20300.5,42800.5,37193.0,90410.0,1649.0,407247.5,20930.5,172622.5,25647.0,46583.5,59575.0,111316.5,4295.5,141858.0,498770.0,933904.0,1597269.0,2371835.0,1455766.0,661536.0,776337.0,12178.0,85727.5,73548.0,143536.0,12502.5,22098.5,20017.0,22455.0,67699.0,613.0,48245.5,15982.5,116730.5,716515.0,1559048.0,2397567.0,2929668.0,838049.0,2232106.0,532055.0,178164.5,497407.5,5163.5,36710.5,9168.5,10673.5,106626.5,80806.0,739.0,148174.5,19545.0,278995.75,163964.5,17671.0,147280.875,35430.0,348473.0,13338.5,36563.5,50978.0,81073.5,4122.5,29239.5,35820.0,67007.0,39756.5,144248.0,35082.0,67576.0,38483.0,93482.5,47682.5,20481.5,189999.0,10221.0,-152946.5,42836.0,21576.5,62030.5,54813.0,6754.5,49085.0,87309.0,5376.0,111085.0
2020-04-01,14712.0,7553.5,121753.5,22498.0,65155.5,58757.5,114031.0,21126.0,3960.5,500593.0,68619.5,68067.0,39785.5,7917.0,42362.5,36506.0,100802.0,1518.5,362014.5,18514.0,142272.5,25354.5,36739.5,31828.5,55279.0,3597.0,137823.0,370965.0,637890.0,1213629.0,1870980.0,1075613.0,581586.0,655359.0,13101.0,94248.0,81145.5,138735.5,12244.0,22486.5,15970.5,21707.0,70287.5,27.5,44006.5,15999.0,106965.0,605242.0,1244311.0,2029839.0,2428918.0,786207.0,1895723.0,401131.0,147733.5,428019.0,4004.5,36346.0,8189.0,8712.0,107838.0,67885.0,880.0,140615.0,17097.0,251892.75,155309.0,13786.0,125564.75,33097.0,349827.5,385.5,13161.0,42578.5,75688.5,3287.0,24324.0,28694.0,57448.0,33894.0,143732.0,27814.0,1782.5,3408.5,27817.0,58645.0,18677.5,148915.0,7316.25,-151392.0,38792.0,21745.5,56404.0,50533.0,5955.0,46428.0,49010.5,4213.0,31839.5
2020-07-01,16415.5,9221.0,132271.5,25749.0,73648.0,131661.0,240127.5,23195.5,4959.0,561604.0,76355.5,66223.0,50753.5,16529.0,42914.5,37195.0,105175.0,1489.0,438242.5,19788.0,181499.25,16305.0,44683.0,34136.5,108446.5,3832.5,158368.0,449959.0,825690.0,1452665.0,2104963.0,1294050.0,625978.0,656596.0,11156.5,87314.5,76195.5,152153.0,13660.0,20003.5,23253.5,21659.0,76604.5,75.5,59369.0,21481.5,138597.0,740156.0,1594844.0,2416568.0,2835521.0,820187.0,2272455.0,424237.0,170529.0,447560.5,3867.0,38794.5,9351.0,7488.0,106528.5,73892.0,890.0,139179.5,19983.5,261088.5,155528.0,14108.0,140187.375,35871.0,351966.5,1156.5,32580.5,47957.0,93866.5,4488.0,29075.5,33890.0,63038.0,37246.0,146596.5,33001.0,5773.5,4891.5,22483.0,62577.5,23513.5,157194.5,8050.25,-154752.5,42520.0,24215.0,58948.0,55137.5,5816.5,46834.5,55976.5,4024.5,27416.0
2020-10-01,17826.5,10361.0,137136.5,30355.5,74211.0,148076.0,267961.5,25594.0,6866.5,591524.0,81281.0,71331.0,49486.5,13057.0,46768.0,39603.5,111465.0,1368.0,473132.5,19994.5,203196.5,16396.0,48087.5,36374.0,119874.5,4126.0,163719.0,476067.0,881063.0,1546719.0,2233569.0,1382634.0,665323.0,691251.0,10986.5,89987.5,79038.5,156992.5,15801.75,26881.0,25256.0,21080.5,79330.0,194.0,68764.0,24311.5,153716.0,789997.0,1741065.0,2586699.0,3040959.0,845104.0,2436899.0,459436.0,180985.0,481887.5,5248.0,38779.0,10103.0,7660.5,107527.0,78405.0,864.0,154145.5,19945.0,274751.0,171920.5,15552.0,147880.0,37832.0,364525.5,2781.5,40271.5,48870.0,104038.0,4110.5,31341.0,34410.0,64319.0,41096.0,151538.5,33548.0,14478.5,7922.5,31247.5,64966.5,24338.5,163577.0,8459.0,-171482.0,45395.0,27401.5,61178.5,58359.0,6172.5,50975.0,63425.0,3912.0,38084.0
2021-01-01,16472.5,10784.0,132486.0,32785.5,77353.0,140524.0,254986.5,24707.0,7757.5,616304.0,78846.5,71123.5,51161.5,15566.0,48442.5,40470.5,116802.5,2014.0,489999.0,19827.5,210275.5,17004.0,50385.5,35543.0,114448.5,4884.0,152138.0,495185.0,897951.0,1541955.0,2235418.0,1390034.0,644887.0,696891.0,10132.0,88001.0,77896.0,152464.5,16588.5,31753.5,25905.5,21272.0,75016.0,203.5,70030.0,24085.5,161061.0,806512.0,1771002.0,2636680.0,3102184.0,866761.0,2484456.0,470436.0,186663.0,486083.5,5096.5,38358.5,10465.5,7982.5,113719.0,84078.5,1248.0,156743.5,20003.0,277867.5,173186.5,16167.0,151207.875,37769.5,366389.5,2924.0,39070.5,47171.5,111410.5,4271.0,31294.0,35245.0,60473.0,42872.0,154644.5,33999.0,17661.0,9414.5,35019.5,68715.5,24054.5,158951.5,8707.0,-164857.5,47746.5,28550.5,65491.0,60620.5,6206.0,51723.5,67152.0,3734.0,42745.5
2021-04-01,16600.5,11518.5,127322.0,37379.0,76677.0,130690.0,241238.0,23149.5,8779.0,646951.0,78395.5,68837.0,56677.5,18516.0,50050.5,40839.0,113772.0,2136.0,498275.0,20189.5,213809.5,16646.0,52534.0,38140.0,110517.0,4734.0,136370.0,513415.0,921646.0,1546584.0,2253207.0,1412267.0,628599.0,709482.0,9733.0,86176.5,76475.0,149459.5,17857.75,25555.5,26604.5,21109.0,68281.5,216.0,70253.5,23311.0,164881.0,819184.0,1794424.0,2670778.0,3164663.0,878596.0,2511643.0,497911.0,196000.0,483781.5,5304.0,39074.5,10718.5,7998.0,115826.0,85041.0,1028.0,146133.0,22205.5,277789.5,162630.5,18093.0,158444.875,39273.0,369574.5,4098.5,42035.5,48824.0,115743.0,3699.5,31584.0,33374.0,65422.0,43829.5,158153.0,32348.0,28827.0,12639.5,45758.0,63896.5,24712.5,168004.5,9192.5,-158460.0,51080.0,30593.0,71842.5,62931.0,6025.0,52115.0,73236.0,4747.0,54531.0
2021-07-01,17134.5,11901.0,125886.5,41671.5,73262.5,119419.5,229317.0,25398.5,10226.5,644984.0,86547.0,71688.0,56131.0,17419.5,52777.0,40987.5,115150.5,2413.5,504104.5,20276.5,213202.0,19978.5,54218.5,38686.5,109787.0,5000.0,132047.0,500844.0,910085.0,1536214.0,2258262.0,1406405.0,629683.0,724739.0,9916.0,86170.5,76303.0,147321.0,19084.75,27398.5,26162.0,20775.5,67752.5,222.5,65681.5,23097.5,158556.0,796997.0,1780325.0,2676466.0,3230229.0,897318.0,2511284.0,555857.0,195621.5,490011.0,5191.0,41480.5,10815.5,8257.5,128192.0,85754.5,1598.0,152511.0,21549.0,284063.0,169560.5,17440.0,158245.375,38115.0,378201.0,5282.0,47422.0,48713.5,109462.0,3339.0,32378.5,33137.0,66005.0,44285.0,164283.5,31541.0,39287.5,17082.5,59602.0,62373.0,24162.0,163782.5,9011.75,-151889.5,50457.5,32369.0,70507.5,60903.5,6332.0,52462.0,78957.5,4548.0,69832.0
2021-10-01,16852.5,11327.5,136396.0,49498.5,86581.0,129404.5,242174.0,26413.0,12686.0,661745.0,87715.5,70959.0,57411.5,17464.0,52673.0,41330.5,120463.5,2376.5,555030.0,19665.5,229751.0,20700.5,56710.0,39936.0,112719.5,4992.5,150431.0,508007.0,940992.0,1632682.0,2390257.0,1483238.0,691612.0,760285.0,9668.5,85654.5,76076.5,158638.0,20376.75,28268.5,23622.5,21558.0,78234.0,225.0,72511.5,23503.5,177087.0,847942.0,1882310.0,2810982.0,3386276.0,931435.0,2649751.0,577582.0,199684.0,507980.0,6493.0,42085.5,10860.0,7642.0,137913.0,89968.0,858.0,154186.0,22307.0,301955.75,170948.5,18163.0,163653.125,38356.0,379067.0,7763.0,49878.5,53576.0,133719.0,3200.0,33534.5,33958.0,74176.0,45117.5,162841.0,33101.0,52423.0,23508.0,73580.0,68039.0,25087.5,173379.0,9864.0,-166777.5,49503.5,34740.0,70759.5,65265.5,6858.5,54637.5,89011.0,5026.5,86272.0
2022-01-01,17144.5,12161.0,129187.5,52166.0,95395.5,138343.5,257569.0,25112.5,14256.0,686112.0,94627.0,74324.5,60154.5,18791.0,55851.0,42502.5,126365.0,1481.0,574624.5,20248.0,235754.75,21583.0,60860.0,41334.5,119177.0,6358.0,138479.0,518983.0,940601.0,1592670.0,2362172.0,1456418.0,656330.0,773126.0,9031.0,83475.5,74627.0,152030.0,21501.75,26150.5,28559.0,22910.0,70083.0,320.5,77601.5,24563.5,188637.5,905037.0,1967184.0,2901894.0,3494255.0,940611.0,2753059.0,594667.0,204818.5,499918.5,6084.5,39049.5,10753.0,7774.0,133461.5,87750.5,1032.0,155963.5,22863.5,301938.0,173049.5,19408.5,165128.625,38943.5,372527.0,7970.5,48287.0,48294.0,138267.5,3153.0,34409.5,34129.0,63615.0,46729.0,162560.0,33099.0,57522.0,26522.5,79703.5,70705.0,24959.5,166415.5,10198.5,-173519.0,48926.0,37565.0,71998.0,69482.5,6237.0,54762.0,94768.0,4825.0,93966.5
2022-04-01,17738.5,13604.0,136302.5,59830.0,97497.0,142044.0,263885.5,25736.0,18634.5,692559.5,84774.0,73621.0,61127.0,19092.5,55648.5,44045.0,120651.0,1644.0,581024.5,20386.0,237461.5,22498.0,62435.0,42009.0,121770.0,6121.5,144348.0,530963.0,957179.0,1634474.0,2433713.0,1492213.0,679540.0,803675.0,9190.5,84940.5,75983.5,160206.5,20755.5,29541.0,28669.0,21253.0,75375.0,413.0,73746.0,23318.5,189179.5,913219.0,1983068.0,2924128.0,3544951.0,946794.0,2781502.0,622970.0,207952.0,508318.0,7185.0,40714.5,10884.5,8353.0,136660.5,89905.0,736.0,160359.0,23958.5,307415.75,177833.5,19672.5,167274.25,40709.5,380291.5,12594.5,51265.5,46651.0,140750.5,3473.0,35558.0,32751.0,61407.0,48111.0,163134.5,32016.0,80044.5,35559.0,103477.0,64981.0,25837.5,166438.5,10776.5,-181986.0,49621.0,37146.0,73571.5,70523.0,6278.0,57430.5,102020.5,5666.0,122106.0
2022-07-01,18313.0,14487.0,133910.5,62364.5,86988.5,145607.5,267725.5,24546.5,20466.0,707815.0,82210.0,73628.5,62875.5,17737.0,54999.5,44769.5,123782.5,1451.0,542514.0,20354.5,223285.0,21259.0,64447.5,45113.0,122092.0,6404.0,139892.0,555042.0,982149.0,1711885.0,2517458.0,1575839.0,726754.0,808771.0,9640.5,87120.0,77703.0,155492.0,18657.0,33963.5,23843.5,23306.0,73786.0,508.5,68032.0,21335.5,172036.5,953033.0,1948463.0,2862210.0,3495702.0,920764.0,2707038.0,635164.0,211274.0,528019.0,6863.5,41969.0,10889.0,8354.5,135473.5,89839.5,984.0,167457.5,21817.0,311319.5,185426.5,20977.5,171128.25,40095.5,385081.0,14144.0,47268.5,48502.0,131390.5,3109.0,34970.0,41609.0,56531.0,47381.5,164770.0,40627.0,88046.5,38746.0,110518.0,68887.0,25161.0,178179.5,10655.75,-188524.0,50612.0,32972.0,70022.5,76102.0,6280.0,57831.0,99149.0,6237.0,130983.5
2022-10-01,18458.0,14818.5,129809.0,65207.0,78246.0,153634.5,276767.0,23852.5,21333.0,705750.0,78440.0,74403.5,64837.5,18487.5,53285.5,45186.0,112385.0,1267.5,522720.0,20392.0,208605.0,24727.0,66198.0,46316.5,123213.5,6443.0,132264.0,566701.0,989813.0,1688358.0,2510250.0,1560782.0,700356.0,825815.0,10460.5,82007.0,71178.5,150808.5,15757.75,28836.5,21540.5,25695.0,70323.0,601.5,59604.5,19959.5,154675.5,942023.0,1902518.0,2833398.0,3455513.0,933084.0,2676844.0,623856.0,211238.5,517428.0,7338.0,42709.5,10674.5,8387.5,148446.5,86713.0,773.0,162670.0,21201.5,309803.5,180734.5,23068.0,173833.375,39488.0,384163.5,14974.5,47910.0,50253.5,116477.5,4328.0,33836.5,41103.0,60329.0,45768.5,167489.5,40331.0,93849.0,41780.5,119933.5,59030.0,25646.5,177221.0,10531.0,-181857.0,50695.0,26564.5,70973.5,76462.0,6721.0,59175.5,95442.0,6728.0,141223.0
2023-01-01,16614.5,13923.5,128287.5,69371.0,74097.0,162331.0,286202.0,22534.5,21956.5,697587.0,74705.5,72039.0,66333.0,19332.5,49688.5,46411.0,107773.5,1012.0,533391.5,20279.0,212686.0,25708.5,68156.5,46970.0,124008.0,6530.5,133172.0,584750.0,992484.0,1710300.0,2522456.0,1581870.0,718178.0,816393.0,10775.5,81925.0,70686.5,149603.5,14590.25,29055.5,20293.5,24046.5,69962.5,691.0,61378.5,20117.5,165823.0,963220.0,1919509.0,2834394.0,3448496.0,920093.0,2671560.0,616182.0,206943.0,515389.5,6700.0,39720.0,10873.0,8163.5,152889.0,85713.5,434.0,158890.5,21596.5,310604.0,175263.0,22922.5,172962.125,38142.5,376571.0,15514.5,48081.5,52593.0,131898.0,4105.0,34004.5,42015.0,63761.0,44519.0,161905.0,41583.0,97379.0,45590.0,124516.0,58149.0,26454.0,182948.0,10515.75,-181822.0,51209.0,23600.5,67070.0,78344.0,6614.0,59642.0,95271.5,6395.5,146433.0
2023-04-01,15753.0,13780.5,121661.0,71126.5,71813.0,168127.0,294428.5,22270.0,23572.0,690569.0,75270.5,68723.5,67698.0,19667.5,51245.0,46352.0,111089.5,938.5,513657.5,19428.0,209870.0,26829.5,65947.0,48001.0,126503.0,6788.0,122087.0,572996.0,981713.0,1661458.0,2491635.0,1545134.0,682753.0,833716.0,10222.0,79270.5,68722.5,141882.5,13893.75,29295.5,20006.5,24548.5,65719.0,784.5,59832.0,19833.0,161034.5,946109.0,1921473.0,2798415.0,3421259.0,885993.0,2647445.0,623681.0,205853.0,502450.0,8129.5,40964.0,10714.5,8721.0,141930.5,86736.0,490.0,153475.5,20478.0,297427.0,169122.5,21966.0,168839.625,36886.5,379496.5,16880.5,47719.0,51593.5,127047.5,4200.5,33537.0,40218.0,63608.0,43710.0,165034.5,39730.0,103765.5,46723.5,132208.5,59961.0,26552.5,176313.0,10763.0,-176192.0,50804.0,21942.0,63385.0,73983.5,6846.0,61241.5,95188.5,6961.0,155755.0
2023-07-01,16641.5,13747.0,123361.5,73763.0,68505.5,176094.0,304765.0,22575.5,23871.5,700593.5,74146.5,67011.5,71141.0,21143.5,53681.0,45160.5,112312.0,1002.5,524461.0,19605.5,208429.75,29880.5,65791.0,49966.5,129014.0,6807.0,126119.0,590710.0,1006380.0,1691780.0,2521467.0,1571183.0,689499.0,833760.0,10452.5,78911.5,68079.0,143977.0,13416.0,26634.0,19877.0,23544.0,66577.0,863.5,59641.5,20518.5,166187.5,944503.0,1934860.0,2833732.0,3460391.0,906832.0,2675133.0,627746.0,206122.0,499417.0,8300.5,42176.5,10476.5,8113.5,155197.5,82856.5,744.0,149256.5,20869.5,302483.5,165658.0,24256.5,171763.0,37356.0,378736.5,17164.5,45151.0,54414.0,132373.5,3821.5,33360.5,40401.0,69319.0,43874.0,162463.5,39659.0,105565.0,48759.5,137116.5,58774.5,27649.0,179993.5,10874.5,-176303.5,50775.5,20416.5,65999.0,75219.5,8425.0,61907.0,95383.0,6299.0,160941.0
2023-10-01,16750.0,12815.5,127700.5,74793.0,67385.5,172039.0,298481.0,24032.0,25257.0,709517.5,76637.0,65647.5,74285.0,22711.5,55676.5,45954.5,116644.5,1154.5,518384.5,20195.0,207293.0,29395.0,67491.5,51540.5,126716.5,6943.5,136681.0,584476.0,990831.0,1713583.0,2559591.0,1581375.0,723300.0,850038.0,9046.0,79131.0,70089.5,149078.0,13619.0,28579.0,20865.0,21828.0,70269.0,901.5,57243.0,21263.5,168470.5,958927.0,1951541.0,2846066.0,3496290.0,903818.0,2685862.0,649787.0,207855.0,512264.0,8399.5,43093.5,10410.0,9445.5,153006.5,81941.0,2135.0,149842.5,21629.0,306837.25,166346.0,22270.0,172048.125,37258.5,385997.5,18418.5,43058.5,54105.0,132110.0,4061.5,33500.0,42143.0,68351.0,44240.0,168778.5,40011.0,114960.5,49681.5,146226.5,61169.0,26535.0,190103.5,10951.25,-183478.0,51490.5,20788.0,64839.0,76789.5,7085.0,61383.0,97077.5,6463.0,171442.5
2024-01-01,16150.5,13118.0,131407.5,78590.0,72415.0,170655.0,297893.5,24596.0,25299.0,726472.5,78240.0,64955.5,73052.0,20210.0,62117.0,50237.5,132759.5,1052.0,524705.0,20321.0,208144.75,30381.0,65911.5,52809.0,127471.5,6692.5,141648.0,585437.0,986861.0,1712524.0,2571763.0,1574865.0,725837.0,862814.0,9977.0,79218.0,69030.5,153516.0,14488.0,28833.5,21870.0,19345.0,73068.0,922.0,58213.0,20786.5,165123.5,990034.0,1988592.0,2891121.0,3548749.0,912906.0,2742535.0,657398.0,213167.0,513400.0,8646.5,42585.5,10603.5,9653.0,155011.0,84985.5,2166.0,151478.5,22488.0,309624.5,167384.0,20135.0,172184.875,38064.0,389731.5,18712.5,41774.0,51236.5,126909.0,3978.0,35371.0,41367.0,63418.0,45634.5,171165.0,39203.0,115839.5,52913.5,148078.5,70727.5,25096.5,186377.5,11182.25,-183183.5,50810.0,22322.5,66359.0,77855.0,6313.0,65061.0,102294.0,7244.0,173328.5
2024-04-01,13929.0,12483.5,126140.5,80394.0,70724.5,174591.0,301085.0,23532.0,26349.5,754503.0,79866.5,65866.5,71275.0,20555.5,74303.5,47309.5,158604.5,1414.0,537180.5,19182.5,204117.5,30844.5,66372.0,50759.0,126814.0,6922.0,132540.0,593583.0,998920.0,1716461.0,2578386.0,1588594.0,718724.0,865482.0,9496.5,76504.5,66827.0,147863.5,15072.25,27364.0,20717.0,18071.5,69422.5,933.5,57706.5,20792.5,162735.0,1026821.0,2028208.0,2949923.0,3614047.0,932177.0,2795638.0,664419.0,211971.0,505299.0,8619.5,43915.5,10744.0,9614.5,172084.0,81589.5,1716.0,150070.5,22106.5,315432.0,163273.5,19775.0,175568.125,37608.5,389883.5,19537.0,40870.0,54492.5,126069.5,3817.5,35866.5,43026.0,67830.0,46129.5,175777.5,41312.0,116775.5,53989.5,149518.5,84874.0,25396.0,186094.5,11162.75,-186232.0,50434.0,22690.0,74272.5,80291.5,6040.0,61844.5,104290.5,7994.5,175830.0
2024-07-01,15034.5,11171.5,131504.0,82001.5,71906.0,166621.0,288725.5,22725.5,28175.5,804979.5,82453.5,66269.0,79013.0,25552.5,90450.5,51201.0,181617.5,1522.5,553722.0,20118.5,208369.75,31509.0,72606.0,53536.0,122429.0,7085.5,140330.0,606211.0,1027166.0,1758970.0,2638199.0,1623159.0,733335.0,883047.0,8997.0,74517.5,65387.5,152615.0,15399.75,28593.5,21839.0,25553.5,72596.0,963.5,60352.5,21858.5,171191.0,1057877.0,2085153.0,3025622.0,3707429.0,951931.0,2875759.0,682059.0,216495.0,512154.0,8480.5,45986.0,10783.0,9131.0,178861.0,83792.0,1860.0,152651.0,21268.0,322582.5,167569.5,18090.5,180526.625,38870.5,393426.0,21204.0,38562.5,53193.5,132549.0,3666.5,36648.5,42608.0,65791.0,45613.5,177243.5,40751.0,115484.5,56699.0,148915.0,91331.5,25403.5,187617.5,11095.0,-193005.5,51103.5,23877.5,85727.0,84579.0,5993.5,65516.5,106968.0,7407.0,177068.5
2024-10-01,15775.0,9941.5,135596.0,84301.0,76862.0,160103.0,280410.0,23149.0,29509.5,769800.0,85503.0,64630.5,73478.0,18900.5,82983.0,49088.5,160976.0,1461.0,560770.5,20557.0,208402.0,32100.5,74987.0,54588.5,120474.0,7139.0,145511.0,583286.0,990897.0,1738264.0,2637171.0,1596756.0,747093.0,901161.0,9318.0,75487.5,65993.0,157676.0,15739.25,28079.5,21432.5,24948.5,76554.5,977.0,60307.0,22459.0,175091.5,1027118.0,2032621.0,2987884.0,3689829.0,962906.0,2840865.0,699946.0,214183.0,514451.0,8289.0,47983.0,10421.5,9372.5,178727.0,82370.0,1747.0,149027.0,22254.0,326683.5,164640.5,16717.0,177047.375,38695.5,396364.0,22487.0,37011.5,52515.5,136748.0,4075.5,36133.5,47569.0,59379.0,45191.5,178461.0,45825.0,124797.5,58632.5,158872.5,78840.0,26083.0,193878.0,11322.5,-199505.0,51102.5,24461.0,78053.5,83237.5,5913.5,63147.5,110188.0,7310.0,188353.5
