Date,Agricultural,Agricultural equipment,"Agricultural foods, feeds, and beverages",Air Transport,"Apparel, footwear, and household goods",Automotive vehicles,"Automotive vehicles, engines, and parts","Building materials, excluding metals and products",Business,"Capital goods and related parts, except automotive",Charges for the use of intellectual property n.e.c.,Chemicals,"Civilian aircraft, engines, and parts",Complete civilian aircraft,"Computer accessories, peripherals, and parts",Computer services,"Computers, peripherals, and parts",Construction services,"Consumer goods, except food and automotive","Dairy, meat products, and poultry",Durable goods,Education related,Electrical equipment and parts n.e.c.,Engines and parts for civilian aircraft,"Engines, parts, bodies, and chassis","Expenditure of seasonal, border, and other short-term workers",Exports of agricultural goods,Exports of capital goods less selected parts,Exports of durable goods,Exports of goods,Exports of goods and services,Exports of nonagricultural goods,Exports of nondurable goods,Exports of services,Financial intermediation services indirectly measured,Financial services,"Financial services, excluding financial intermediation services indirectly measured","Foods, feeds, and beverages",Freight,"Fuels, fuel materials, and electric energy",Furniture and household items,Government goods and services n.e.c.,"Grains, vegetables, fruits, nuts, and preparations",Health related,Home entertainment and recreational equipment and materials,Household and kitchen appliances,Household goods,Imports of capital goods less selected parts,Imports of durable goods,Imports of goods,Imports of goods and services,Imports of nondurable goods,Imports of nonpetroleum goods,Imports of services,Industrial equipment,Industrial supplies and materials,Information services,Insurance services,Laboratory testing and control instruments,Maintenance and repair services,"Medicinal, dental, and pharmaceutical preparations, including vitamins",Metals and products,Net exports of goods under merchanting,Nonagricultural,"Nonagricultural foods, feeds, and beverages",Nondurable goods,"Nondurable goods, excluding petroleum and products","Oil drilling, mining, and construction equipment",Other,"Other agricultural foods, feeds, and beverages",Other business services,Other business travel,Other durable consumer goods,Other durable goods n.e.c.,"Other household goods, including cellular telephones",Other modes of transport,Other nondurable consumer goods,Other nondurable goods,Other nondurable goods n.e.c.,Other nonmetals,Other other business services,Other other nondurable goods n.e.c.,Other personal travel,Passenger,Personal,Personal computers and mainframes,"Personal, cultural, and recreational services",Petroleum and products,Port,Residual,"Scientific, hospital, and medical equipment and parts",Sea Transport,Semiconductors and related devices,Telecommunications equipment,Telecommunications services,"Telecommunications, computer, and information services",Transport,Transportation equipment,Travel (for all purposes including education)
2007-01-01,11904.5,4862.5,87680.0,58365.0,71096.5,110447.0,195432.5,26306.0,32253.0,390661.0,60295.0,61069.5,71354.0,27709.5,38718.5,8993.0,56353.5,2908.5,288258.0,15660.5,135665.5,13259.5,35849.5,43806.5,84996.0,5729.0,98674.0,305737.0,740100.0,1113204.0,1689392.0,1013433.0,373495.0,571947.0,15041.5,72540.5,58158.0,106307.5,16098.0,15568.5,16804.0,27157.0,50094.5,1056.0,56084.0,14353.0,44491.5,377328.0,1043432.0,1922646.0,2365980.0,869982.0,1597808.0,440551.0,147870.5,437845.0,2332.5,32135.5,5630.0,8502.5,64485.0,81253.0,1566.0,131062.5,19116.5,227464.0,142969.5,27574.0,103865.875,22110.0,210358.5,26524.5,40656.5,42463.0,20350.0,4239.0,24619.0,33193.0,53158.0,31614.5,71897.5,31629.0,60373.0,34123.0,74303.5,18883.0,9754.5,150432.0,10765.75,-27360.5,20865.0,29163.0,32639.5,9882.5,6118.0,17495.0,92001.0,4632.5,106850.0
2007-04-01,12983.5,4933.0,88047.0,57576.0,70442.0,113451.0,200540.5,26404.5,31957.5,395177.5,61359.0,62607.5,72055.5,27980.0,37018.5,9300.5,54666.5,3571.0,285684.5,15906.0,135906.5,13352.5,35947.0,44204.5,87153.5,5486.0,102981.0,317562.0,752811.0,1128868.0,1714981.0,1025391.0,376325.0,582047.0,15316.0,79182.5,64597.0,106273.5,16770.25,17626.0,16122.0,23684.0,50456.0,1045.0,56309.0,14295.5,43497.5,383387.0,1046397.0,1930869.0,2378558.0,875637.0,1602034.0,445269.0,153035.5,445885.0,2286.0,32756.0,6050.5,8620.5,62954.0,82129.5,1604.0,136273.5,18715.5,229863.25,149227.5,27203.5,104712.125,21891.0,219548.0,26472.5,40981.0,40661.5,19876.5,4676.0,24722.5,31561.0,51232.0,31601.0,72281.0,29959.0,60265.0,33858.0,74288.5,18738.0,10267.5,151473.5,10719.5,-30532.5,21458.0,30905.0,32199.0,10154.5,6869.5,18499.5,93427.0,5497.5,106530.5
2007-07-01,13006.5,5563.5,92265.5,59366.5,70633.5,117842.5,205319.0,25141.5,31598.0,405885.5,64641.0,61934.5,76038.0,31290.0,36658.0,10066.5,54725.0,4164.5,286724.0,16116.5,136758.75,13287.5,36164.5,44553.5,87512.0,5250.0,111635.0,335790.0,773110.0,1159799.0,1768587.0,1048620.0,387016.0,605475.0,14867.0,81788.0,67635.5,110469.5,16554.5,19145.5,16569.5,24114.5,53900.0,1017.5,57103.0,14162.5,45751.5,396171.0,1062256.0,1937874.0,2391879.0,864610.0,1615704.0,452174.0,156556.0,444076.5,2396.5,35706.5,6062.5,8263.0,57609.5,81426.5,1692.0,138186.5,18632.0,227644.5,151181.5,27897.0,106761.875,22397.0,228719.5,26349.0,41267.0,41055.0,21358.5,4386.5,25002.0,30683.0,52990.0,31434.5,73955.5,28992.0,61906.0,34786.0,75971.0,19106.0,11182.5,150001.0,11144.25,-28306.5,21950.0,30422.5,30842.0,11543.5,6907.5,19425.0,94356.5,5506.0,107812.0
2007-10-01,12168.0,6171.5,92878.5,60608.5,68465.5,115467.0,198403.5,24012.5,31892.0,412006.5,65270.5,62017.0,76580.0,31039.5,36978.5,10878.0,55441.5,3224.5,292970.0,16734.0,137726.0,13145.0,35183.0,45470.0,83009.5,5634.5,112049.0,346034.0,790285.0,1184817.0,1809181.0,1072886.0,394961.0,621289.0,12860.0,76885.5,64786.5,110833.0,16121.25,17082.0,16563.0,28737.5,54263.0,1004.0,59442.5,13753.5,47298.5,393599.0,1051301.0,1918599.0,2369287.0,856689.0,1594206.0,448888.0,155771.5,441637.5,2448.5,34515.0,6184.5,8269.0,59847.5,79128.0,1639.0,135387.0,18329.5,227966.25,147535.5,27180.5,107457.375,22077.5,227241.5,26259.0,42948.0,40016.5,22678.5,4707.0,25340.0,31885.0,49653.0,31242.5,76627.5,30247.0,63816.5,36323.0,77905.5,19510.0,10831.0,153108.0,10704.0,-26318.5,22235.0,29060.0,32687.5,12882.0,7824.0,21203.0,94435.5,5567.0,110025.5
2008-01-01,11940.0,6082.0,93856.0,61477.5,67553.5,114922.0,196916.0,22834.5,32329.0,419437.5,67111.5,61462.0,75127.0,29176.5,38411.0,11192.0,57525.0,3864.5,295577.5,17209.5,138513.75,13296.0,35762.5,46117.0,82055.5,6054.0,112288.0,348872.0,798530.0,1207292.0,1838024.0,1094843.0,409064.0,626804.0,12252.0,81603.5,70061.0,111624.5,16749.25,17656.0,15864.0,23368.5,54572.5,985.5,58699.5,13689.5,47138.0,398792.0,1056735.0,1917122.0,2378171.0,850017.0,1599792.0,460907.0,157481.0,443625.0,2447.5,37629.5,6397.5,7677.5,65490.5,81655.0,1704.0,135432.0,18123.0,230418.0,147332.5,28420.5,108527.75,22324.0,237009.5,26276.5,42807.0,39348.0,22868.0,4551.0,25274.0,30914.0,49356.0,31574.5,79447.0,29211.0,64108.5,36531.0,78330.0,19985.5,10589.5,153475.0,11136.5,-35080.0,23031.0,30581.5,33909.0,13226.5,7704.0,21402.5,96739.5,5252.0,110893.5
2008-04-01,12103.5,6433.0,94800.0,60751.0,67816.5,115202.5,195471.0,22184.5,31066.0,430869.5,65238.5,64320.0,76115.0,28686.0,39747.5,11769.5,60147.5,4380.5,300147.5,16944.0,141571.75,13461.5,35873.5,47731.5,80342.5,5384.5,115586.0,366958.0,828498.0,1248636.0,1892001.0,1132791.0,420783.0,638037.0,12232.0,80702.0,69064.5,112596.0,15795.0,18087.0,15149.0,24145.0,55771.5,985.5,60553.0,14202.0,47958.5,402162.0,1056388.0,1900983.0,2355670.0,835148.0,1596673.0,453920.0,160121.5,446510.0,2534.5,40630.5,6660.0,8151.0,66320.5,84790.0,1407.0,138622.0,17996.0,231011.25,150690.0,29937.0,108896.375,22215.0,247483.5,25683.0,43540.5,36633.0,23612.5,4202.0,25344.5,27404.0,47153.0,32049.0,84996.5,25998.0,61681.0,35914.0,76007.0,21180.0,10682.5,150918.0,11141.5,-38684.0,24227.5,28761.5,33375.5,13967.0,8062.0,22428.0,93800.5,5794.0,107287.5
2008-07-01,12328.5,6417.5,92259.5,59450.5,67563.5,108068.5,185118.0,21128.5,29925.5,427654.5,67894.5,66908.5,73517.0,26701.0,38107.5,11942.5,58886.0,5054.0,300081.5,16442.5,141069.0,13680.0,34636.5,47346.0,77164.0,5110.5,112054.0,371424.0,829691.0,1249588.0,1883563.0,1137190.0,420448.0,627284.0,12603.0,78256.5,66235.0,110264.5,15183.5,17580.5,15029.0,22569.0,53580.0,973.5,59530.0,14335.5,49378.0,386497.0,1028283.0,1865482.0,2325941.0,827602.0,1566213.0,463060.0,158109.0,444760.5,2555.0,42654.5,6820.5,9633.0,66472.5,85434.0,1449.0,138416.0,18315.0,230389.5,150710.5,32512.0,108116.75,22431.5,249565.5,24816.5,41485.5,36465.0,24695.5,4657.5,25377.0,26390.0,47878.0,31685.0,83406.5,24942.0,61345.0,34990.0,75822.0,21514.5,11400.0,149688.5,10963.25,-38004.0,24185.5,27580.5,33296.0,14123.5,8504.5,23060.5,91745.0,5501.0,105919.5
2008-10-01,14369.5,6342.5,90463.0,57365.0,65598.5,89187.0,154308.5,18793.0,31040.0,393509.5,63000.5,57879.0,60970.0,18844.0,32603.0,11505.5,50514.5,4895.5,276730.0,16193.5,127388.25,14096.0,32343.0,43275.0,65193.5,5921.0,111064.0,340817.0,747675.0,1150493.0,1772800.0,1039250.0,401713.0,621892.0,15102.5,81168.0,66773.0,108469.5,14661.0,17007.5,14080.5,24997.5,52526.0,968.0,52368.0,13065.5,46109.0,353040.0,928326.0,1774220.0,2241832.0,836483.0,1439627.0,475951.0,148590.5,435876.5,2691.5,44764.0,6740.5,9584.0,64344.5,79193.0,1247.0,123580.5,18277.5,227321.0,137772.5,33395.5,103391.875,21943.5,256930.0,25120.0,32967.0,37211.0,23193.0,4375.0,24033.5,28268.0,47281.0,29766.0,87635.5,27022.0,62056.0,33855.0,76875.5,18493.0,10529.5,158271.5,10634.5,-38326.5,24010.5,26715.5,29191.0,13495.0,8480.0,22732.5,88576.0,5157.5,108130.5
2009-01-01,12769.0,5497.5,85829.0,54667.5,60890.0,56151.5,101681.5,15430.5,28733.0,354210.0,61182.5,48189.5,68204.5,26304.0,30937.5,11898.0,48813.0,5198.5,259600.5,16485.5,111599.75,14194.5,27610.0,42174.0,45541.5,5029.0,103948.0,299363.0,649592.0,1030499.0,1631257.0,926726.0,379891.0,605692.0,17321.5,79690.5,63551.5,102629.0,13162.0,18466.5,12181.5,25393.5,48685.5,934.0,47896.0,11317.0,43852.0,288410.0,785379.0,1576710.0,2028740.0,792103.0,1258771.0,463955.0,126891.5,397770.0,3035.5,44652.5,6127.0,9435.5,66221.0,67033.5,837.0,110578.0,17055.0,215519.75,123186.5,24048.5,90805.75,21036.0,255561.0,23705.0,26594.5,35953.5,23199.5,3614.0,21958.5,26421.0,46210.0,25292.5,86485.5,25584.0,60308.5,32860.5,75125.5,18409.0,10684.0,153991.5,9532.25,-33443.0,22603.5,23356.0,24152.0,12183.0,8053.5,23059.0,81692.0,4401.0,104027.5
2009-04-01,11850.5,4798.5,87932.0,56266.0,58025.5,55539.0,101312.5,15395.0,28317.5,338532.0,62862.0,48208.0,66850.0,27502.5,31566.5,11943.0,50202.5,5352.5,258424.0,15152.5,107221.75,14279.5,26326.5,39319.0,45774.5,4749.0,109454.0,287883.0,630273.0,1024833.0,1641991.0,915933.0,393962.0,624550.0,17888.5,84307.0,67583.0,105108.5,12148.5,15764.5,11433.5,26827.5,51945.0,912.5,46478.0,11577.5,44683.5,274811.0,754687.0,1496338.0,1946352.0,740107.0,1208143.0,463714.0,115955.0,373237.0,3214.5,44765.0,5983.0,9370.5,67359.5,57348.5,1118.0,108338.0,17456.0,206911.5,120082.5,18589.0,86207.25,20867.5,259833.5,23569.0,27418.5,34186.5,24064.0,3875.0,21522.0,25739.0,43643.0,25863.0,85057.0,24622.0,62164.5,33864.0,77151.0,19184.0,11772.5,142697.5,9969.5,-42040.0,22101.0,21631.5,24811.0,12628.0,8657.0,23881.5,81697.0,3510.0,105603.5
2009-07-01,12393.5,4306.5,87535.5,57514.5,58464.5,74548.5,134608.0,16015.5,28818.5,349866.0,63780.5,53287.0,62439.5,23882.5,36269.0,12672.5,56638.0,4736.5,263460.5,14980.0,110828.75,14410.0,28177.0,38805.0,60063.0,4496.0,108676.0,295255.0,665576.0,1075125.0,1702680.0,966638.0,408541.0,633047.0,18850.5,81373.0,64069.5,104556.0,12024.0,17126.0,11557.5,29055.0,51323.5,933.0,48223.0,11774.0,44145.5,301521.0,815066.0,1570766.0,2026658.0,749579.0,1286485.0,468694.0,118432.5,389361.5,3034.0,44224.0,6172.0,10291.0,69026.5,59110.0,823.0,118118.5,17350.5,214042.0,130417.0,18191.5,88247.5,21242.0,258997.0,24323.0,29882.5,32994.0,23483.0,4821.5,22408.5,23484.0,43226.0,27978.0,85086.0,22662.0,63783.5,35643.0,78932.5,20930.5,11937.0,144511.0,9611.5,-51998.0,22684.0,21082.0,27322.5,13378.0,9227.0,24998.5,83366.0,3255.5,107884.5
2009-10-01,12326.5,4349.0,92035.5,58720.5,60745.0,88043.5,156113.0,16737.0,29209.0,377214.5,71116.0,55625.5,65320.0,25648.0,39556.5,13842.0,64154.0,4514.5,278621.0,15369.5,118401.25,14544.0,30822.5,39832.5,68099.5,4238.5,117035.0,318776.0,720451.0,1149607.0,1796464.0,1032908.0,427816.0,649829.0,18131.5,81008.5,64235.0,109464.5,12854.75,17870.0,12451.5,24797.5,55122.0,910.5,48951.0,12897.5,47571.0,335565.0,889518.0,1660226.0,2125297.0,760513.0,1383805.0,476561.0,126601.5,398226.5,3246.0,44340.0,6604.5,11094.5,74389.5,64590.0,611.0,124224.0,17739.5,218924.0,136483.5,17408.5,93938.875,21504.5,263763.0,24970.5,32907.0,34713.5,25187.5,4526.5,23176.0,26652.0,43271.0,29869.5,87607.5,26042.0,65882.5,36210.5,81208.5,25215.5,11910.5,141099.0,9792.5,-50796.5,23347.5,22403.5,30548.0,14996.0,9170.0,26335.5,85546.5,3526.5,110548.0
2010-01-01,13193.5,4840.5,94026.0,59353.0,64057.0,88071.5,158138.5,16957.0,30328.5,389666.5,70348.0,58862.5,61822.0,21794.0,40821.0,14524.5,65943.0,3735.5,284000.0,15484.5,123080.0,14477.5,32864.0,40505.5,70091.0,4176.0,121643.0,332045.0,743040.0,1183314.0,1836914.0,1062287.0,439003.0,655096.0,15408.0,80019.5,65396.0,111814.0,13817.0,18962.0,13548.0,25419.0,56421.5,892.5,49619.0,12709.5,50606.5,344933.0,919628.0,1711161.0,2178743.0,780493.0,1424878.0,477866.0,131971.5,412949.5,3344.0,43133.0,6864.0,9988.5,69687.0,67664.5,591.0,130541.5,18030.0,223760.75,143643.0,18148.0,98849.25,22068.5,261645.0,26153.0,33927.5,37147.5,27275.0,4267.0,24046.5,25199.0,49578.0,31236.0,88699.0,24609.0,68654.0,35765.0,84010.0,25734.5,11960.5,144169.0,9988.5,-53298.0,24321.0,23542.5,31697.0,16413.5,8901.0,26849.5,87095.5,3312.0,114482.5
2010-04-01,13893.0,5732.0,90813.5,59627.5,67631.5,96736.0,171716.5,17582.0,30712.5,414942.0,68371.5,59638.5,62069.0,21024.0,41173.0,13692.5,68905.0,2820.0,293252.0,16360.5,130933.25,14744.5,34744.0,41630.5,75020.0,4384.0,114954.0,348788.0,781897.0,1217485.0,1877331.0,1102262.0,434744.0,659769.0,15231.5,81754.5,67222.0,108907.5,14426.25,18489.5,14876.5,26228.5,51767.5,869.5,52244.0,13615.5,54129.0,381995.0,988616.0,1805364.0,2278127.0,803912.0,1505352.0,480672.0,142387.5,431539.5,3520.0,43909.0,7007.5,11241.5,66733.5,72315.5,274.0,130957.5,18462.5,229605.25,144718.0,20964.5,103611.5,22719.0,264631.0,26328.5,35820.5,36090.0,28939.0,4503.0,24258.0,27691.0,44642.0,33419.5,90265.5,27417.0,68814.0,35450.5,84410.5,28276.0,11377.0,153305.5,10202.75,-50309.5,25217.0,24545.5,34793.5,17688.5,9079.0,26370.5,88572.0,3975.5,115271.5
2010-07-01,13876.0,6003.0,94266.5,60018.0,69838.0,97372.5,176325.5,17646.5,30922.5,433602.0,69519.0,62533.5,63669.0,22697.5,40917.0,15084.5,69864.0,3451.5,307375.0,15975.0,134790.75,14904.0,35429.5,41439.5,78956.0,4471.5,121009.0,362298.0,798779.0,1246298.0,1930963.0,1125220.0,446581.0,685665.0,15140.0,89303.5,74686.5,112483.0,14584.25,17283.0,15619.5,27245.0,55827.0,832.5,54707.5,14370.0,58667.0,400527.0,1038613.0,1873460.0,2357757.0,820746.0,1571108.0,491657.0,149717.5,435528.5,3576.5,44792.5,7682.5,11139.0,69285.0,71468.0,320.0,132999.0,18556.5,234436.5,146752.5,21838.5,108599.0,22430.5,278041.0,26451.0,36707.5,37723.5,31811.0,3980.0,24671.5,28483.0,47159.0,33508.5,92591.0,28164.0,71235.5,36026.5,87011.5,29404.5,12170.0,155783.0,10287.75,-51236.5,25940.5,25339.5,38035.0,19214.5,9757.0,28504.0,89275.5,4249.0,118074.5
2010-10-01,14088.5,6308.5,96211.5,60285.5,71067.0,100164.0,181284.5,17288.0,30650.5,447122.0,71260.0,65419.0,63933.5,21942.5,40817.5,15666.0,69865.0,3224.0,310892.0,15944.5,136519.5,15130.5,35880.5,42548.5,81118.0,4360.0,128413.0,375548.0,821518.0,1282670.0,1983824.0,1154104.0,460078.0,701709.0,15601.5,93495.5,78387.5,114423.0,14035.5,16715.0,14762.5,25262.5,57787.0,815.5,55676.5,13481.5,57024.5,415348.0,1062234.0,1883192.0,2366425.0,806252.0,1602624.0,490050.0,157271.5,432142.5,3792.0,42973.5,7787.0,11915.0,70807.5,73374.5,469.0,135302.5,18482.0,233300.25,149303.5,23410.0,112995.375,22295.0,285245.0,26290.5,39219.0,39990.5,31444.5,4561.0,24580.5,23892.0,56454.0,34329.5,95345.5,23423.0,71776.0,36857.5,87776.0,29517.0,13304.5,149493.0,10144.25,-58578.5,26977.5,24601.0,39007.5,20242.5,9842.5,29388.5,89373.0,4274.0,118549.0
2011-01-01,14333.0,6526.5,94416.0,59931.0,69482.0,104972.5,191422.5,17946.0,29397.0,452993.5,75231.0,65664.0,63817.5,21448.0,41254.0,16901.5,70493.5,3136.5,310594.5,16093.5,138068.25,15422.0,36579.0,42962.5,86431.0,4282.5,123798.0,383431.0,835967.0,1296427.0,2000839.0,1172514.0,459932.0,704376.0,17041.0,95192.5,78858.0,112736.5,13644.0,18059.0,14526.0,26143.5,55016.5,790.0,53032.0,13650.5,58595.0,424153.0,1075070.0,1901287.0,2377978.0,811943.0,1607712.0,481576.0,159993.0,442834.5,3430.5,39385.5,7947.0,11756.5,71687.0,74189.0,418.0,138428.5,18684.0,237010.75,152687.0,23467.5,111612.125,23249.0,282841.0,25114.5,40596.5,34326.0,32696.0,4289.5,24875.0,26589.0,42366.0,35236.5,94431.5,26171.0,68777.0,36451.5,84953.0,29764.5,13874.5,153931.0,10274.25,-57233.5,27439.0,24046.0,39238.5,20587.5,9441.5,29860.5,88163.0,4401.5,114465.0
2011-04-01,13913.5,6806.5,93710.5,61386.5,70965.0,96267.0,179410.0,18051.0,29785.0,469401.5,74331.0,66194.5,66298.0,22883.5,40422.0,17692.0,75046.0,3555.5,316270.5,16339.0,140233.75,15644.0,36441.5,43965.0,83040.5,4211.0,120076.0,406731.0,858690.0,1316024.0,2034722.0,1196033.0,458322.0,719236.0,17465.5,96134.0,79439.0,112166.0,13195.0,18147.5,14700.0,26266.0,53889.5,777.0,51459.0,13771.5,60021.0,421864.0,1071976.0,1900646.0,2386867.0,814477.0,1616721.0,492743.0,164672.0,442737.5,3553.5,40172.0,8239.5,11885.0,75339.0,76906.5,493.0,138365.0,18866.0,238425.75,152159.0,26104.0,113913.0,23499.5,291312.0,25574.5,41792.0,34565.5,33741.5,4375.5,25008.0,24963.0,44553.0,35194.0,99707.5,24470.0,72776.0,38147.5,89254.5,34937.0,13724.0,152647.5,10238.25,-58029.0,28486.5,23401.5,38507.0,21162.0,9375.0,30708.5,89047.5,5363.0,119132.5
2011-07-01,13118.0,7789.0,92788.5,61554.0,70159.5,108856.0,196939.0,18378.0,30409.5,478359.0,77441.5,66724.0,67929.0,23832.5,40857.0,17864.0,78525.0,3523.0,313433.5,17150.5,139558.75,15848.5,36429.0,44622.0,88081.5,4333.0,115401.0,419839.0,869622.0,1328413.0,2062730.0,1213313.0,460251.0,736263.0,17042.5,98152.0,81749.0,110888.0,13221.25,17622.0,14629.5,25899.5,52596.5,763.0,52791.5,14007.0,59934.5,447226.0,1106526.0,1919909.0,2413346.0,801467.0,1648041.0,500375.0,165490.5,440857.0,3647.0,40874.0,8017.0,12892.5,73748.0,76233.5,438.0,137714.0,18425.0,236701.0,150691.0,27155.0,114399.0,23255.0,298432.0,26077.0,39862.0,33778.0,33610.0,4661.0,24929.0,25663.0,42220.0,35002.0,101496.5,25225.0,74085.0,38350.5,90776.0,37950.0,14496.5,152864.0,10278.75,-62393.5,28512.0,23537.5,38451.0,21838.5,9894.0,31497.5,89639.5,5474.0,121283.5
2011-10-01,14763.5,8174.5,96615.0,62102.0,67959.0,111467.0,203128.0,18139.0,30198.5,489610.5,75899.5,66597.0,72412.5,27930.0,40069.0,17822.5,77320.5,3660.0,314976.5,16640.0,140369.25,16114.0,37301.0,44840.5,91627.0,4314.0,119529.0,431708.0,882973.0,1357178.0,2078364.0,1237839.0,474807.0,718883.0,17034.5,92767.0,76503.0,115083.5,13549.25,18142.5,14955.5,25760.0,55769.5,744.0,51767.0,14175.5,63535.5,459674.0,1134043.0,1952606.0,2445030.0,807147.0,1682486.0,497645.0,169023.0,446342.0,3675.5,38762.0,8118.5,12220.5,74664.0,75651.5,548.0,138505.5,18739.0,238777.5,153262.0,28839.5,117645.75,24227.0,287811.5,25884.0,38717.5,35764.5,36285.0,4593.5,24814.5,25820.0,46145.0,35086.0,99354.5,25272.0,74142.0,39118.0,91046.0,37455.5,13624.5,155705.0,10313.75,-62514.0,28737.0,24525.0,38952.5,22297.5,9625.5,31213.0,91113.0,6577.0,121335.0
2012-01-01,15080.5,8636.0,92667.0,62820.5,67409.5,121447.5,217704.5,18546.0,30453.0,505038.5,76062.0,63457.5,73959.0,28707.0,41182.5,18211.5,79993.5,3632.5,312073.5,17116.0,143223.75,16461.5,38919.5,45514.0,96307.5,4196.5,114634.0,451019.0,908093.0,1363820.0,2103747.0,1249627.0,459650.0,739843.0,16521.5,96402.5,80471.5,111179.5,13779.75,16746.5,15157.5,25683.5,51086.5,739.5,53423.0,13893.5,62716.0,485947.0,1180076.0,1963075.0,2457077.0,775803.0,1719215.0,499115.0,173355.0,435001.5,3947.0,39043.0,8230.0,12370.0,71382.5,79782.0,518.0,134951.5,18837.5,230061.25,150101.5,30203.5,121054.875,24752.5,295822.0,26257.0,38185.5,36762.0,35636.0,4655.5,25184.5,26823.0,47102.0,36083.0,102600.0,26306.0,75938.0,40101.5,93191.5,38943.0,13799.0,146014.0,9930.5,-64685.0,29682.0,24618.0,39568.5,23978.5,9742.5,31990.5,92031.5,5806.0,123731.0
2012-04-01,14468.5,8773.5,95973.0,62794.5,68449.5,119267.0,216517.0,18620.5,30345.5,507399.5,75876.5,63132.0,71053.5,26684.0,41665.5,18616.0,78825.0,4379.0,316124.5,17441.0,143356.5,16745.5,39839.5,44721.0,97228.5,4369.5,123986.0,454936.0,904418.0,1380473.0,2124460.0,1256626.0,477725.0,743235.0,16492.5,92248.0,76477.0,114726.0,13707.5,20549.0,15693.5,25169.5,54299.0,746.5,52858.0,14499.0,63546.5,492637.0,1185695.0,1969723.0,2466212.0,776716.0,1724935.0,501834.0,175384.5,438664.5,3922.5,40432.5,8327.0,11997.0,72510.0,79184.5,444.0,137799.5,19080.0,233402.25,152022.0,31213.0,121859.125,24413.0,298228.0,25976.0,39024.0,35815.5,35634.5,4886.5,25521.5,26245.0,45716.0,35810.0,104699.0,25802.0,76946.5,40437.5,94498.5,37339.0,14255.5,147954.0,9823.25,-69251.0,29804.5,24693.5,37874.0,25861.0,10329.0,32964.0,92277.5,6338.0,124922.0
2012-07-01,15884.0,8803.5,100803.5,63375.0,68690.5,120458.5,215918.5,18918.0,29534.5,508578.0,75902.0,63165.0,76312.0,31570.5,40172.5,18922.0,75224.5,3469.0,319683.5,16708.5,143350.75,17229.5,40146.5,44834.0,95511.5,4388.0,130685.0,459182.0,905807.0,1388738.0,2137473.0,1257561.0,483976.0,748013.0,15979.0,95026.5,79563.5,119163.5,13757.25,20541.0,15705.5,25488.0,58432.0,735.0,51885.5,14578.0,66615.5,495555.0,1188393.0,1982057.0,2479452.0,785692.0,1741736.0,502423.0,174839.5,437973.5,4006.0,40797.0,8057.5,11368.5,73562.5,76876.5,597.0,139030.0,18509.5,234438.5,155143.0,30400.0,122938.625,25469.0,300309.0,25146.5,38409.0,37169.0,38144.0,4814.0,25421.0,26980.0,47839.0,35848.0,104589.5,26383.0,77159.5,40648.5,95169.0,35194.5,14685.5,147099.5,9866.5,-65928.5,30411.5,24498.0,37818.5,26511.0,10537.5,33564.0,92682.0,6157.0,124758.0
2012-10-01,14402.0,8793.5,94476.0,60775.0,69106.5,121842.5,215974.5,19124.5,30066.0,505417.0,76001.5,62025.5,78995.0,32745.0,39186.5,19424.0,76658.5,2945.5,320514.5,16697.0,144067.75,17536.5,39729.0,46382.0,94221.5,4379.0,114252.0,461381.0,901673.0,1374474.0,2139526.0,1261666.0,474671.0,767506.0,16005.5,98456.5,82839.0,112493.5,14136.75,18888.0,16081.0,25166.0,52617.0,726.0,53121.0,14172.0,68282.0,496412.0,1190690.0,1962964.0,2456092.0,765705.0,1732067.0,498226.0,168415.0,432161.5,4198.5,39848.5,8114.5,12285.5,69137.0,75666.0,483.0,135369.5,18262.0,231035.0,149740.5,28482.5,121195.75,25590.0,309021.0,25687.0,38428.5,37389.0,39595.5,4855.5,25882.5,29451.0,45769.0,35327.5,107200.5,28968.0,78436.0,37621.0,96761.5,37614.0,17108.5,147209.0,9851.5,-69909.0,30641.5,24647.5,37759.5,27183.0,10818.0,34541.0,90218.5,6337.5,126884.5
2013-01-01,14202.5,8738.5,97965.5,60959.5,71633.5,121801.0,216891.5,19588.5,31398.0,507411.5,78609.0,65889.0,78231.0,31745.0,39307.0,19764.0,78075.5,2298.0,325029.0,17058.0,147561.0,17742.0,41112.5,46669.0,95151.0,4413.5,119243.0,462634.0,908835.0,1383701.0,2150631.0,1265154.0,476901.0,768893.0,15401.0,91214.5,76314.0,116390.5,14118.0,17602.0,15599.0,24319.5,54700.0,725.5,53367.5,14489.5,69591.0,499489.0,1206265.0,1972555.0,2453983.0,760931.0,1755605.0,484186.0,168440.5,429245.0,4376.0,36318.0,7948.0,11483.5,67977.5,79017.5,360.0,138777.0,18632.5,229162.5,152924.0,27629.0,122393.125,26421.5,294132.0,26984.5,39701.5,38812.0,40871.0,4650.5,26340.0,28788.0,49157.0,35721.0,106586.5,28427.0,82673.0,36850.5,101299.5,38853.0,13858.0,140356.0,10257.75,-72796.5,31110.5,24345.0,37993.5,27804.0,10623.0,34858.0,89951.0,5760.5,132756.0
