Date,Accommodations,Accounting and other business services,Admissions to specified spectator amusements,Air transportation,Alcoholic beverages purchased for off-premises consumption,"Amusements parks, campgrounds, and related recreational services",Children's and infants' clothing,"Cleaning, repair, and rental of clothing",Clothing,"Clothing repair, rental, and alterations","Clothing, footwear, and related services",Commercial and vocational schools,Communication,Dental services,Education,Educational books,Electricity,"Electricity, gas, and other fuels",Final consumption expenditures of nonprofit institutions serving households (NPISHs),"Financial service charges, fees, and commissions",Financial services,Financial services and insurance,Financial services furnished without payment,First-class postal service by U.S. Postal Service (USPS),Food and beverages purchased for off-premises consumption,Food and nonalcoholic beverages purchased for off-premises consumption,Food furnished to employees (including military),Food produced and consumed on farms,Food services,Food services and accommodations,Footwear,Foreign travel by U.S. residents,Fuel oil and other fuels,Funeral and burial services,"Furnishings, household equipment, and routine household maintenance","Furniture, furnishings, and floor coverings",Gambling,Garments,"Glassware, tableware, and household utensils",Gross output of nonprofit institutions,Ground transportation,Group housing,Health,Higher education,Home health care,Hospital and nursing home services,Hospitals,Household appliances,Household consumption expenditures,Household textiles,Household utilities and fuels,Housing,"Housing, utilities, and fuels",Imputed rental of owner-occupied nonfarm housing,Income loss,Information processing equipment,Insurance,Internet access,Labor organization dues,Laundry and dry cleaning services,Legal services,Less: Expenditures in the United States by nonresidents,Less: Receipts from sales of goods and services by nonprofit institutions,Life insurance,"Live entertainment, excluding sports","Magazines, newspapers, books, and stationery",Maintenance and repair of recreational vehicles and sports equipment,Medical care and hospitalization,Medical laboratories,"Medical products, appliances, and equipment",Membership clubs and participant sports centers,"Membership clubs, sports centers, parks, theaters, and museums",Men's and boys' clothing,Motion picture theaters,"Motor vehicle fuels, lubricants, and fluids",Motor vehicle maintenance and repair,Motor vehicle operation,Motor vehicle parts and accessories,Motor vehicles,Museums and libraries,Natural gas,Net health insurance,Net household insurance,Net motor vehicle and other transportation insurance,Net purchases of used motor vehicles,New motor vehicles,"Nursery, elementary, and secondary schools",Nursing homes,Other clothing materials,Other delivery services (by non-USPS facilities),Other goods and services,Other household goods and services,Other medical products,Other motor vehicle services,Other professional medical services,Other sporting and recreational goods,Outpatient services,Package tours,Paramedical services,Personal care,Personal consumption expenditures,Personal items,"Pets, pet products, and related services",Pharmaceutical and other medical products,Pharmaceutical products,Photographic goods and services,Physician services,Postal and delivery services,Professional and other services,Professional association dues,Public transportation,Purchased meals and beverages,Recreation,Rental of tenant-occupied nonfarm housing,Rental value of farm dwellings,Services related to video and audio goods and computers,Social services and religious activities,Spectator sports,Sports and recreational goods and related services,Sports and recreational vehicles,Telecommunication services,Telephone and related communication equipment,Therapeutic appliances and equipment,Tobacco,Tools and equipment for house and garden,Transportation,Video and audio equipment,"Video and audio equipment, computers, and related services",Water supply and sanitation,Water transportation,Women's and girls' clothing,Workers' compensation
1995-01-01,56.365,41.119,48.347,78.648,71.718,57.607,113.219,56.312,111.261,51.273,108.304,37.234,148.938,43.806,33.334,31.428,61.337,56.71,70.136,69.488,58.33,54.076,49.178,56.505,64.96,63.955,54.744,71.806,55.036,55.317,95.699,59.66,35.002,47.289,111.323,138.447,62.48,116.18,147.699,57.309,51.441,51.279,59.068,32.174,70.934,54.76,56.403,114.516,67.637,212.765,52.0,55.052,54.46,56.161,100.789,2927.947,49.087,117.132,54.245,58.156,44.197,59.028,53.1,49.2,51.326,76.496,111.345,46.515,83.664,55.238,68.589,56.594,112.187,51.362,46.539,55.262,55.834,73.767,99.014,51.301,59.161,48.149,36.467,51.485,108.013,94.959,34.74,47.792,116.085,32.697,56.147,64.579,90.88,84.231,60.873,181.194,66.42,57.61,65.979,71.739,67.754,109.73,55.581,51.857,51.506,123.963,74.395,49.921,44.771,44.199,69.896,55.051,131.683,51.662,49.894,52.469,55.797,43.455,149.737,85.309,140.252,1486.375,80.235,26.395,103.107,71.326,705.827,396.196,40.58,144.465,119.049,57.156
1996-01-01,58.884,43.223,50.743,74.979,73.476,59.115,114.676,57.25,110.028,52.124,107.168,38.88,149.552,45.828,35.109,33.213,62.354,58.615,71.352,70.041,58.72,56.105,49.461,56.505,66.942,65.963,56.033,72.359,56.389,56.808,95.005,61.227,39.672,49.627,112.293,139.722,64.168,114.641,145.975,58.88,55.266,52.633,60.446,34.003,72.207,56.426,57.764,114.754,69.089,208.255,53.773,56.719,56.147,57.942,74.444,2055.032,52.967,120.538,56.505,59.126,45.746,60.579,54.713,52.292,53.879,79.747,111.25,48.833,84.757,56.449,70.767,58.595,112.249,53.88,49.389,56.679,57.755,73.645,101.349,53.853,61.567,53.145,39.519,54.526,111.414,96.812,36.451,50.708,116.676,33.485,57.201,66.254,92.304,84.574,61.948,179.99,67.466,59.129,67.126,72.629,69.203,106.708,58.004,53.073,52.72,126.141,74.917,50.097,46.558,45.739,69.203,56.407,130.859,52.996,51.522,54.784,57.428,45.618,149.259,86.027,140.498,1570.569,81.5,27.198,104.825,73.156,676.563,363.708,42.031,148.215,116.131,80.273
1997-01-01,61.412,45.239,52.156,79.497,74.595,60.734,112.802,58.677,110.268,53.425,107.345,40.264,150.582,47.951,36.804,34.83,62.687,59.833,74.377,71.853,60.665,58.49,51.389,56.505,68.218,67.254,57.548,76.745,57.954,58.493,94.891,61.857,39.737,52.216,112.59,139.795,65.535,114.839,145.033,60.385,56.154,54.166,61.621,35.731,75.833,57.238,58.244,114.554,70.256,203.524,54.939,58.31,57.657,59.631,65.609,1412.269,55.912,125.243,58.219,60.598,47.606,62.066,55.857,55.109,55.398,81.253,110.453,51.096,85.409,57.337,73.71,60.449,113.164,55.377,49.379,58.142,58.05,73.251,101.88,55.374,65.846,57.403,43.754,55.047,111.717,97.457,38.323,52.885,110.05,34.183,58.369,67.311,93.374,83.615,64.175,177.347,69.254,60.725,69.719,73.813,70.407,102.479,59.479,53.928,53.573,128.53,75.924,50.25,48.508,47.608,72.438,57.973,128.782,54.492,49.389,57.795,58.984,46.875,147.356,85.434,141.17,1646.74,82.655,28.403,106.328,73.839,648.828,331.154,43.069,152.176,115.993,98.807
1998-01-01,63.94,47.56,53.261,80.647,74.985,62.358,109.899,59.544,108.317,54.048,105.585,41.723,149.269,49.992,38.484,36.467,60.263,57.389,79.424,69.227,59.572,58.689,51.303,56.505,69.075,68.183,58.691,68.317,59.384,60.061,93.993,60.686,35.214,54.22,113.124,140.221,66.508,112.616,148.22,62.192,56.627,55.884,62.824,37.241,77.887,58.022,58.672,113.559,70.732,198.272,53.658,60.156,58.916,61.563,66.511,985.679,57.886,133.943,60.148,61.594,49.977,62.876,56.948,58.171,56.567,83.199,109.805,52.223,85.655,58.679,75.687,61.953,112.154,56.56,42.987,59.561,55.306,72.636,100.735,56.55,64.616,58.473,44.388,57.337,109.25,96.965,40.777,55.133,104.658,35.688,59.99,68.748,94.581,84.277,65.673,172.883,70.97,62.359,71.301,74.979,70.967,98.017,60.271,55.278,54.922,128.307,77.55,50.585,50.766,49.981,73.435,59.412,126.009,56.15,49.815,60.253,60.842,47.867,144.632,85.604,139.434,1598.845,84.03,30.874,103.698,71.903,618.22,299.955,44.463,159.8,112.972,99.442
1999-01-01,66.024,49.738,56.444,80.746,76.557,65.1,112.27,60.944,107.393,55.218,104.401,44.789,145.836,52.329,40.38,37.951,59.791,57.263,82.277,65.976,57.271,58.146,49.761,58.197,70.206,69.254,59.967,65.333,60.859,61.614,91.614,62.179,35.816,56.1,113.015,139.32,67.984,111.441,145.131,63.892,56.637,57.588,64.351,38.714,78.547,59.242,59.687,111.94,71.73,196.391,53.873,61.833,60.32,63.241,67.975,724.619,60.047,129.994,62.298,63.101,52.551,64.552,58.356,61.037,60.034,83.422,108.415,53.684,85.216,60.849,78.16,64.813,111.767,60.075,46.798,61.198,57.693,72.284,101.15,59.996,65.081,59.614,47.124,60.507,110.63,96.907,43.23,57.215,101.941,37.454,62.987,70.255,95.449,84.804,67.078,164.499,72.601,65.102,72.327,76.513,72.001,93.697,61.376,57.664,57.317,127.295,79.271,52.262,53.138,52.565,73.438,60.892,123.053,57.793,51.818,61.9,62.689,50.579,140.127,87.585,136.141,1416.92,84.834,38.44,101.538,73.467,578.417,272.131,45.448,154.762,110.963,97.922
2000-01-01,69.055,52.21,59.941,84.567,78.813,68.045,113.549,62.384,106.427,56.929,103.364,47.315,141.134,54.714,42.412,40.593,60.759,62.538,86.813,62.421,57.124,58.842,52.506,58.201,71.85,70.807,60.687,68.951,62.397,63.338,90.251,61.788,52.512,57.708,113.902,138.335,70.252,110.169,143.402,66.396,58.075,59.679,66.234,40.316,81.481,61.127,61.269,111.427,73.495,193.416,57.89,63.852,62.704,65.122,70.268,593.062,62.202,125.836,64.288,64.369,55.427,67.631,60.342,65.488,63.881,83.654,107.226,55.278,87.013,62.964,80.48,67.85,110.619,63.893,59.795,63.142,64.749,72.54,101.525,63.852,76.804,61.49,50.56,59.999,112.062,96.79,46.06,60.419,101.853,39.456,65.011,73.4,96.204,86.513,68.428,159.873,74.351,68.019,74.171,78.324,73.822,90.512,62.906,59.833,59.495,127.328,80.647,52.745,55.695,55.434,76.161,62.452,121.778,59.829,61.078,63.887,65.532,53.558,137.789,89.224,131.68,1279.844,86.622,41.154,101.504,78.042,542.758,254.477,46.563,138.405,109.4,101.75
2001-01-01,69.979,54.505,62.821,77.893,80.403,70.733,112.395,64.849,104.459,59.597,101.654,49.882,138.926,56.932,44.692,42.92,65.066,68.311,90.87,60.494,57.002,59.205,54.054,60.452,73.946,72.978,61.308,73.515,64.319,65.146,89.699,63.302,51.487,59.777,113.96,136.496,72.228,107.654,139.467,68.953,59.877,62.316,68.563,42.368,83.618,63.302,63.085,111.541,74.92,186.622,62.316,66.355,65.548,67.619,72.233,456.694,63.4,128.112,68.389,66.695,58.222,68.224,62.492,65.725,66.234,84.666,106.786,57.254,90.206,65.662,82.517,70.443,107.198,66.246,57.65,65.338,64.861,74.322,101.664,66.229,91.489,63.257,55.458,60.859,113.737,96.263,48.876,64.217,101.749,42.336,66.918,76.231,96.244,89.029,70.732,156.882,76.679,70.714,76.533,80.247,75.302,90.276,64.934,62.664,62.343,126.836,82.942,55.117,58.399,58.227,72.404,64.41,120.205,62.417,62.18,65.741,67.418,57.129,136.333,90.494,129.15,1148.691,88.311,42.659,100.95,77.738,511.308,235.101,47.907,125.246,107.35,101.609
2002-01-01,70.099,57.156,65.118,70.058,81.925,72.909,110.036,66.69,101.82,60.981,99.288,52.468,139.094,59.471,47.596,46.038,64.427,64.434,91.264,60.883,57.816,60.621,55.282,63.974,75.063,74.039,62.878,63.758,66.08,66.721,88.571,66.147,45.901,62.696,112.942,133.918,73.388,104.492,134.405,70.924,61.444,64.784,70.468,45.259,85.51,65.621,65.379,111.051,75.922,181.639,60.108,68.976,67.31,70.369,73.382,366.545,65.845,129.276,70.139,68.737,60.938,68.222,64.838,70.697,68.394,86.156,104.931,58.806,91.708,68.131,83.464,72.37,103.829,68.343,54.199,67.731,64.088,75.643,100.859,68.349,77.996,64.116,59.094,63.625,114.833,94.694,52.039,66.652,101.266,44.051,68.559,77.516,95.876,89.354,72.638,151.639,77.737,72.892,78.403,81.058,76.291,87.732,66.972,65.411,65.11,126.676,82.839,58.147,61.057,60.942,68.011,66.176,118.377,64.794,61.686,68.724,69.507,59.625,132.75,90.061,129.53,1002.905,88.513,45.105,99.724,76.568,478.007,219.916,49.454,120.276,104.253,96.913
2003-01-01,71.157,59.421,67.638,71.725,83.202,75.881,106.262,68.215,99.414,62.4,97.08,56.33,137.719,61.905,51.225,48.646,65.953,70.212,88.047,62.414,61.548,64.482,61.238,67.299,76.484,75.479,65.312,72.236,67.539,68.136,87.265,72.253,55.502,65.204,110.475,130.705,75.077,101.689,129.059,72.837,64.913,66.694,72.977,49.052,86.01,69.194,69.233,108.561,77.637,170.916,64.695,70.715,69.556,72.089,75.065,303.171,69.955,130.385,71.46,70.297,63.999,70.246,68.119,73.306,71.886,86.197,103.889,63.342,93.057,69.819,85.821,75.046,100.617,71.896,63.139,69.644,69.045,76.397,97.561,71.839,95.767,68.488,65.708,68.512,106.528,93.33,55.21,68.876,99.279,46.46,69.655,77.536,96.226,88.596,74.84,147.099,79.304,75.886,80.089,81.617,77.894,84.958,68.359,67.272,66.981,125.086,83.973,61.199,63.783,64.014,70.096,67.609,116.519,66.697,61.573,70.826,71.168,60.71,129.554,89.326,128.553,836.319,88.794,45.866,97.494,78.377,445.084,205.496,51.272,110.324,101.792,99.578
2004-01-01,74.998,61.792,70.155,71.441,85.087,77.735,103.173,70.239,99.247,64.546,96.91,60.812,134.753,64.956,55.482,50.904,67.183,73.741,87.058,65.272,63.995,67.216,63.298,67.299,78.87,77.938,67.117,80.644,69.58,70.402,87.077,76.679,64.618,67.977,109.788,129.312,77.065,101.299,128.871,75.126,67.999,68.471,75.543,53.698,88.036,72.49,72.613,105.976,79.64,164.629,68.088,72.503,71.625,73.73,77.066,270.993,73.198,127.195,74.094,72.253,67.061,73.272,71.303,76.845,74.191,86.568,103.643,66.693,94.08,71.684,86.226,76.833,100.166,74.178,74.25,71.27,74.886,76.774,96.621,74.154,103.764,71.918,70.784,70.727,104.763,92.709,58.493,71.766,99.771,51.689,71.183,78.489,97.083,87.601,76.882,144.645,81.33,77.732,82.022,82.811,79.827,84.33,70.912,69.189,68.905,121.036,85.668,62.632,66.648,67.047,70.913,69.657,115.527,68.488,72.068,72.981,72.924,63.518,128.134,89.688,126.353,722.852,90.219,46.75,98.543,81.306,413.767,195.273,54.317,108.553,101.694,103.245
2005-01-01,77.901,64.285,73.185,75.988,86.103,79.555,101.547,72.313,97.876,67.549,96.238,65.851,132.772,68.562,59.466,53.017,71.358,82.84,88.949,67.08,66.547,69.746,66.603,67.295,80.248,79.37,68.904,81.334,71.743,72.665,89.56,80.481,85.974,70.279,110.57,128.269,79.664,99.635,128.135,77.742,70.811,70.528,77.886,57.721,88.954,75.238,75.375,109.305,81.949,160.706,75.348,74.36,74.407,75.436,79.664,239.096,75.707,125.054,76.683,73.916,69.769,76.828,74.095,79.599,76.58,87.482,104.047,69.659,97.565,73.656,86.795,78.847,99.003,76.583,90.276,73.672,83.688,78.574,97.999,76.542,123.568,74.817,74.599,71.925,108.506,93.17,61.991,74.447,98.093,55.191,73.104,80.715,97.555,89.085,78.957,140.378,83.367,79.548,83.958,84.477,82.127,83.037,72.737,71.229,70.957,117.352,87.211,63.618,69.25,69.792,74.805,71.831,114.122,70.536,79.962,74.688,75.495,67.496,126.007,91.159,125.194,633.227,91.667,49.173,101.378,87.003,381.256,183.481,57.175,109.864,99.732,105.145
2006-01-01,81.341,67.89,75.825,81.144,87.311,82.338,101.361,74.758,97.478,70.472,96.036,69.589,131.743,72.132,63.24,56.363,79.994,90.747,90.109,68.918,70.076,72.713,71.901,70.899,81.597,80.742,71.281,80.411,74.044,75.121,90.227,84.265,97.739,73.894,110.966,127.317,82.236,99.008,123.649,80.425,74.293,73.061,80.348,61.588,89.53,78.348,78.671,112.343,84.288,153.192,81.74,76.968,77.637,78.07,82.236,212.06,77.725,118.83,79.378,76.156,72.194,80.394,77.186,81.992,79.317,88.178,105.56,72.474,97.791,76.388,90.059,81.697,97.34,79.268,101.889,76.774,90.687,81.777,97.479,79.206,126.819,77.504,76.599,72.015,108.195,92.573,65.534,76.655,97.329,59.546,75.336,83.956,98.97,90.569,81.218,137.639,84.88,82.37,85.541,86.328,84.44,84.644,75.561,74.048,73.788,113.072,87.997,67.431,72.079,72.191,79.257,74.13,112.982,73.053,82.618,77.29,78.242,69.998,125.141,93.473,125.848,529.577,93.743,50.842,102.475,91.215,343.518,171.321,59.984,109.495,99.66,106.601
2007-01-01,85.427,70.5,79.066,82.005,89.385,84.952,99.128,77.273,96.806,73.233,95.34,72.374,128.81,75.845,66.897,60.959,83.129,93.382,91.129,72.03,73.101,75.249,74.856,72.668,84.781,84.091,73.666,87.971,76.771,78.038,89.423,90.299,104.473,77.578,110.547,124.892,84.594,98.129,121.758,82.858,75.381,76.164,82.978,65.439,91.149,81.238,81.411,116.156,86.483,145.514,84.508,79.712,80.381,80.713,84.589,195.285,79.405,95.685,81.708,78.567,75.125,83.516,80.028,84.349,82.377,89.222,104.926,74.663,100.423,77.502,91.425,84.263,95.84,82.376,110.459,79.382,95.959,84.574,96.339,82.342,125.559,79.63,78.112,71.95,106.674,91.594,68.931,80.264,94.119,63.34,78.166,85.691,99.963,91.561,83.444,134.772,88.034,84.945,87.652,88.504,86.607,87.978,78.658,75.115,74.854,107.225,91.609,69.819,75.017,75.142,80.17,76.867,111.239,76.169,85.213,78.494,80.78,73.493,123.058,92.871,127.944,449.518,95.214,54.194,102.699,93.895,299.013,158.684,63.019,108.904,99.286,108.153
2008-01-01,86.519,73.791,81.734,90.389,92.209,87.072,98.971,81.083,95.853,77.962,94.826,75.685,129.86,79.745,70.813,65.257,88.439,103.882,91.761,71.487,71.829,74.883,72.765,75.112,89.944,89.611,76.614,86.829,80.132,81.077,90.753,98.721,141.813,81.471,111.157,122.761,87.812,96.805,123.378,84.987,79.089,78.945,85.121,69.52,92.656,83.776,83.827,117.981,89.097,140.055,92.98,81.888,83.551,82.738,87.812,180.227,80.723,96.598,82.642,82.016,78.15,87.546,82.626,84.018,84.283,90.94,106.662,77.78,100.631,79.108,92.991,86.451,96.416,84.237,128.647,83.228,106.635,89.039,93.41,84.218,142.335,82.194,79.39,72.904,100.34,90.21,72.663,83.391,94.42,72.622,81.15,89.409,100.263,94.952,86.853,134.453,89.984,87.059,90.164,90.813,89.17,92.752,84.946,76.824,76.577,104.565,92.579,74.346,78.07,78.131,86.639,80.241,111.003,78.957,85.972,80.351,82.946,77.437,123.21,93.811,129.861,396.357,96.071,57.567,101.784,99.766,267.791,149.378,66.723,107.116,96.755,107.103
2009-01-01,82.746,75.484,83.245,84.186,94.893,88.168,99.614,83.804,96.551,81.55,95.769,78.997,130.75,82.12,74.773,69.909,91.151,95.445,89.09,66.816,63.622,70.087,60.594,78.851,91.013,90.445,79.8,78.103,82.917,82.889,92.733,92.301,97.05,84.684,111.626,121.989,87.519,97.329,123.568,86.147,82.427,80.737,87.462,73.706,94.077,86.373,86.378,119.292,88.919,134.227,88.29,83.32,84.034,84.106,87.526,167.45,83.024,99.984,83.761,84.412,80.285,85.222,85.099,85.328,85.555,93.673,108.013,81.649,101.575,81.388,92.859,87.398,96.883,85.549,94.378,86.638,92.125,92.529,92.545,85.497,111.38,85.129,81.358,75.212,96.044,91.18,76.124,86.211,96.882,68.134,85.003,92.052,101.621,102.474,88.67,132.721,92.037,88.162,91.763,92.989,88.921,94.078,90.33,79.272,79.035,104.529,94.817,75.523,80.196,80.302,83.77,83.013,109.467,80.748,84.814,81.791,84.062,79.345,122.308,94.688,131.558,350.272,97.078,71.152,102.167,90.793,230.745,139.288,70.741,97.198,97.298,104.84
2010-01-01,84.022,77.566,84.716,90.213,95.262,88.465,99.348,85.969,95.767,84.439,95.295,81.808,129.536,84.382,78.289,73.334,91.312,96.597,87.861,71.307,69.325,74.817,67.642,81.066,91.285,90.697,81.921,87.846,84.038,84.034,93.574,97.509,113.491,86.621,108.527,116.487,88.968,96.293,120.346,87.607,85.993,80.924,89.74,77.542,95.145,88.789,88.934,115.143,90.597,127.096,90.364,83.358,84.386,84.096,88.963,155.562,85.634,100.643,86.084,86.317,83.179,88.066,87.495,87.126,86.855,93.912,107.049,85.822,101.509,83.8,91.239,87.718,95.43,86.84,111.35,88.285,100.922,94.32,96.761,86.838,109.17,88.465,83.825,77.326,104.624,93.034,79.009,87.929,99.378,77.821,87.449,92.14,99.485,99.864,90.606,127.602,94.061,88.454,93.206,93.448,90.514,95.208,90.839,82.077,81.888,102.89,97.144,80.21,82.759,83.203,88.829,84.103,106.857,80.935,85.166,82.466,85.455,81.14,118.725,95.055,130.397,314.455,96.548,78.931,99.376,97.725,199.238,130.088,75.012,98.292,96.406,103.265
2011-01-01,86.488,79.67,85.205,97.371,95.707,88.541,98.761,87.694,97.641,87.555,96.879,85.89,127.529,86.344,82.018,76.769,93.025,99.729,88.839,74.877,71.386,77.009,68.111,84.15,94.93,94.825,84.705,103.453,86.121,86.177,93.954,101.665,144.501,88.529,107.741,114.331,91.761,98.162,118.042,89.363,90.439,82.323,91.56,81.419,95.139,90.727,90.836,114.297,92.928,123.702,93.68,84.478,85.838,85.07,91.761,142.59,88.084,99.7,88.334,87.589,85.861,92.611,89.529,88.233,87.711,93.618,106.757,89.305,101.851,86.258,90.204,87.695,97.796,87.745,139.944,90.129,115.784,97.812,99.657,87.673,106.152,91.281,86.197,80.576,108.159,95.63,81.761,90.044,102.202,86.88,89.607,93.173,99.754,99.146,91.9,123.044,95.384,88.537,94.002,93.99,92.804,100.4,93.395,84.79,84.626,102.37,98.627,85.334,85.188,85.846,94.859,86.164,105.117,82.317,91.036,84.098,87.398,80.962,115.947,97.176,127.851,297.5,97.161,81.636,100.666,107.812,178.7,123.02,78.762,96.16,98.277,101.875
2012-01-01,88.522,83.118,87.282,101.967,96.472,90.465,104.134,89.525,101.335,90.275,100.322,89.565,126.217,88.332,85.774,81.538,92.992,97.816,89.174,78.648,74.681,79.884,70.907,87.074,97.183,97.309,87.271,107.536,88.655,88.631,96.394,103.816,146.51,90.235,108.214,113.596,93.661,101.977,113.247,91.049,91.782,84.497,93.374,85.377,95.909,92.81,93.082,119.541,94.704,119.475,93.58,86.309,87.385,86.795,93.662,132.719,90.041,99.927,89.668,89.157,87.595,95.226,91.726,89.443,89.44,95.241,107.012,91.569,101.9,88.679,92.746,89.842,101.952,89.429,144.849,91.714,118.826,100.349,100.772,89.411,95.843,93.141,88.854,83.564,107.863,97.286,84.414,91.302,105.149,91.424,91.199,95.406,101.007,98.661,92.82,119.959,96.53,90.427,94.774,95.449,94.534,101.019,95.52,87.407,87.258,102.293,99.786,88.871,87.206,87.605,98.244,88.698,104.326,84.5,92.677,87.596,89.062,83.636,114.085,98.707,127.921,256.436,98.175,83.46,101.966,110.285,158.014,117.554,82.926,95.287,101.728,101.342
2013-01-01,89.929,85.123,88.733,102.106,97.643,91.733,101.401,91.418,102.035,93.294,101.357,92.186,124.219,91.371,89.148,86.218,94.939,100.064,89.978,85.412,79.93,83.96,74.513,92.542,98.14,98.231,90.277,112.99,90.608,90.495,98.743,105.307,144.85,92.659,106.832,110.548,95.04,102.612,111.772,92.69,94.629,86.895,94.511,88.984,95.578,94.591,95.066,117.759,95.965,115.247,96.238,88.308,89.481,88.712,95.033,123.207,91.563,100.863,91.766,90.724,90.037,96.337,93.693,92.637,90.4,97.604,106.411,92.022,100.488,89.102,94.216,91.222,103.726,90.462,140.838,93.159,117.264,100.338,101.905,90.388,100.527,93.529,91.6,85.363,108.88,98.452,87.228,92.054,105.508,94.612,92.727,96.041,101.441,98.334,94.401,116.442,97.25,91.728,95.425,96.54,95.781,100.733,96.793,87.824,87.675,100.741,99.924,93.397,89.533,89.99,99.31,90.618,103.173,86.883,91.818,89.495,90.817,85.852,111.638,99.134,126.971,216.899,98.646,85.74,102.849,109.921,143.593,112.45,86.539,96.497,102.08,101.255
2014-01-01,93.592,88.388,90.717,104.716,98.331,93.07,102.293,93.17,102.426,95.258,101.739,93.893,118.538,93.329,92.112,89.238,98.345,103.978,91.682,91.778,85.72,88.327,79.716,96.47,100.016,100.29,91.932,124.136,92.756,92.891,99.091,106.923,144.484,94.337,104.658,107.039,96.574,102.928,107.276,94.267,95.063,89.616,95.828,92.266,96.427,95.827,96.345,112.237,97.293,112.267,99.923,90.742,92.1,91.051,96.568,116.512,93.082,102.016,93.235,92.411,91.951,98.43,95.221,94.416,92.07,99.249,104.957,93.333,100.16,91.371,95.578,92.828,102.879,92.079,135.501,94.72,115.089,99.976,102.15,92.038,107.72,94.66,94.367,87.311,108.234,99.046,90.178,93.068,105.413,97.516,94.055,96.59,100.896,98.068,95.699,112.542,98.146,93.068,96.4,97.796,97.121,98.255,97.412,90.297,90.18,101.759,100.485,96.885,91.648,91.958,101.11,92.781,102.229,89.623,94.074,91.201,92.681,88.37,108.751,98.903,121.593,168.824,99.394,88.347,102.281,109.043,132.015,108.62,89.649,95.768,103.007,101.35
2015-01-01,96.446,92.524,94.335,101.623,98.517,95.202,104.175,95.26,100.827,97.185,100.674,95.317,112.311,95.699,95.108,94.011,98.929,98.606,94.805,93.929,89.102,90.985,84.349,96.787,101.141,101.581,94.015,109.683,95.277,95.467,100.089,101.981,103.959,96.353,103.243,105.399,96.689,101.116,105.164,96.041,96.306,92.797,96.83,95.465,97.556,96.834,97.174,107.789,97.378,106.764,97.167,93.536,94.071,93.703,96.689,111.846,94.384,101.251,95.26,94.551,93.408,97.563,96.492,96.123,94.148,99.689,103.261,93.975,100.156,94.241,96.171,95.091,102.054,94.14,99.724,96.392,98.768,100.147,102.303,94.082,95.179,95.239,97.365,89.708,106.902,99.846,93.691,94.997,103.43,97.493,95.376,97.762,100.153,98.297,96.473,108.801,98.135,95.21,97.196,98.797,97.299,95.8,98.306,93.588,93.514,99.827,99.333,97.051,93.765,93.389,99.596,95.316,101.348,92.826,97.645,92.6,94.826,94.685,106.075,99.028,114.876,141.32,99.081,91.043,102.098,100.125,121.416,105.52,93.483,95.726,100.191,101.641
2016-01-01,98.958,95.912,97.648,99.323,99.384,97.504,100.858,97.805,100.496,98.841,100.487,96.915,107.226,98.405,97.653,98.382,97.869,95.947,97.582,95.457,94.215,95.188,92.987,97.525,100.13,100.26,98.819,96.292,97.753,97.949,100.456,99.26,87.387,98.124,101.801,102.868,97.912,100.646,102.371,97.933,98.604,96.316,98.349,98.04,99.086,98.2,98.326,103.289,98.306,103.956,96.19,96.666,96.596,96.8,97.91,104.046,96.902,101.134,97.544,97.407,96.552,98.087,98.06,98.643,97.552,99.572,101.913,96.107,99.94,97.428,97.712,97.613,101.394,97.508,88.729,98.043,94.252,100.038,101.545,97.51,92.544,97.104,99.514,94.015,104.026,100.15,96.805,97.514,100.793,95.491,97.639,99.413,99.686,99.699,97.62,104.526,98.976,97.496,98.31,99.671,98.284,98.909,99.637,97.11,97.081,100.01,99.544,96.514,96.71,96.617,99.061,97.718,100.403,96.322,94.599,95.476,97.251,97.848,103.377,100.472,109.943,115.485,99.76,94.22,100.497,97.38,109.255,101.554,96.797,99.107,100.165,102.178
2017-01-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
