Date,Accommodations,Accounting and other business services,Admissions to specified spectator amusements,Air transportation,Alcoholic beverages purchased for off-premises consumption,"Amusements parks, campgrounds, and related recreational services",Children's and infants' clothing,"Cleaning, repair, and rental of clothing",Clothing,"Clothing repair, rental, and alterations","Clothing, footwear, and related services",Commercial and vocational schools,Communication,Dental services,Education,Educational books,Electricity,"Electricity, gas, and other fuels",Final consumption expenditures of nonprofit institutions serving households (NPISHs),"Financial service charges, fees, and commissions",Financial services,Financial services and insurance,Financial services furnished without payment,First-class postal service by U.S. Postal Service (USPS),Food and beverages purchased for off-premises consumption,Food and nonalcoholic beverages purchased for off-premises consumption,Food furnished to employees (including military),Food produced and consumed on farms,Food services,Food services and accommodations,Footwear,Foreign travel by U.S. residents,Fuel oil and other fuels,Funeral and burial services,"Furnishings, household equipment, and routine household maintenance","Furniture, furnishings, and floor coverings",Gambling,Garments,"Glassware, tableware, and household utensils",Gross output of nonprofit institutions,Ground transportation,Group housing,Health,Higher education,Home health care,Hospital and nursing home services,Hospitals,Household appliances,Household consumption expenditures,Household textiles,Household utilities and fuels,Housing,"Housing, utilities, and fuels",Imputed rental of owner-occupied nonfarm housing,Income loss,Information processing equipment,Insurance,Internet access,Labor organization dues,Laundry and dry cleaning services,Legal services,Less: Expenditures in the United States by nonresidents,Less: Receipts from sales of goods and services by nonprofit institutions,Life insurance,"Live entertainment, excluding sports","Magazines, newspapers, books, and stationery",Maintenance and repair of recreational vehicles and sports equipment,Medical care and hospitalization,Medical laboratories,"Medical products, appliances, and equipment",Membership clubs and participant sports centers,"Membership clubs, sports centers, parks, theaters, and museums",Men's and boys' clothing,Motion picture theaters,"Motor vehicle fuels, lubricants, and fluids",Motor vehicle maintenance and repair,Motor vehicle operation,Motor vehicle parts and accessories,Motor vehicles,Museums and libraries,Natural gas,Net health insurance,Net household insurance,Net motor vehicle and other transportation insurance,Net purchases of used motor vehicles,New motor vehicles,"Nursery, elementary, and secondary schools",Nursing homes,Other clothing materials,Other delivery services (by non-USPS facilities),Other goods and services,Other household goods and services,Other medical products,Other motor vehicle services,Other professional medical services,Other sporting and recreational goods,Outpatient services,Package tours,Paramedical services,Personal care,Personal consumption expenditures,Personal items,"Pets, pet products, and related services",Pharmaceutical and other medical products,Pharmaceutical products,Photographic goods and services,Physician services,Postal and delivery services,Professional and other services,Professional association dues,Public transportation,Purchased meals and beverages,Recreation,Rental of tenant-occupied nonfarm housing,Rental value of farm dwellings,Services related to video and audio goods and computers,Social services and religious activities,Spectator sports,Sports and recreational goods and related services,Sports and recreational vehicles,Telecommunication services,Telephone and related communication equipment,Therapeutic appliances and equipment,Tobacco,Tools and equipment for house and garden,Transportation,Video and audio equipment,"Video and audio equipment, computers, and related services",Water supply and sanitation,Water transportation,Women's and girls' clothing,Workers' compensation
1929-01-01,5.519,,,26.315,,,,6.771,27.317,,25.598,3.714,38.975,2.653,1.703,2.496,17.759,7.932,22.026,6.648,5.826,5.005,5.249,,9.219,8.045,5.293,16.46,5.283,5.237,18.087,10.986,3.04,,19.065,23.152,4.269,28.903,17.432,,3.929,7.46,3.202,1.483,,1.398,1.309,66.175,8.701,31.642,6.427,9.718,8.847,10.333,,,3.549,,,,,5.546,,3.372,,7.535,,,,11.384,,4.937,,,7.509,6.543,9.185,29.41,6.851,,9.576,3.93,1.592,3.331,0.47,16.888,1.307,2.128,32.704,,5.73,6.758,,14.005,,,3.604,11.252,4.141,9.734,8.787,22.38,9.563,10.726,,30.773,3.602,2.973,2.34,,7.049,5.228,32.02,9.552,6.17,,5.203,,32.526,18.929,46.82,93.213,15.928,1.944,25.742,10.211,,787.141,2.321,27.536,,
1930-01-01,5.411,,,18.26,,,,6.724,26.263,,24.542,3.818,38.96,2.727,1.701,2.41,17.197,7.79,21.185,6.839,5.675,4.89,4.869,,8.624,7.556,5.037,14.893,4.941,4.915,17.107,10.165,2.983,,18.132,22.344,4.247,27.659,16.918,,3.945,7.314,3.204,1.483,,1.32,1.236,63.24,8.331,29.113,6.324,9.442,8.618,10.057,,,3.479,,,,,5.541,,3.271,,7.385,,,,11.317,,4.874,,,7.171,6.327,8.757,27.365,6.664,,9.576,3.974,1.527,3.388,0.491,16.403,1.275,2.01,31.245,,5.537,6.367,,13.733,,,3.691,11.003,4.234,9.607,8.415,21.962,9.112,10.668,,30.609,3.684,2.854,2.265,,7.072,4.882,29.714,9.298,5.868,,4.991,,31.382,18.941,47.156,87.994,15.81,1.833,24.669,9.911,,609.387,2.321,26.927,,
1931-01-01,5.121,,,18.2,,,,6.62,23.367,,21.738,3.64,38.738,2.522,1.626,2.296,16.54,7.472,19.369,6.939,5.12,4.446,4.026,,6.962,6.143,4.205,11.33,4.231,4.24,14.813,8.478,2.81,,15.974,19.611,4.02,24.245,15.338,,3.76,6.922,3.019,1.425,,1.243,1.164,58.504,7.435,24.11,6.091,8.905,8.166,9.523,,,3.187,,,,,5.097,,3.035,,7.064,,,,11.139,,4.665,,,6.063,5.939,7.592,23.392,6.4,,9.576,3.139,1.446,3.436,0.606,15.652,1.21,1.892,27.37,,5.345,5.606,,13.216,,,3.416,11.061,3.908,9.275,7.514,20.799,7.807,10.474,,29.657,3.412,2.694,2.083,,6.741,4.189,26.53,8.803,5.281,,4.598,,27.65,18.007,47.332,76.705,15.682,1.866,21.755,9.032,,439.333,2.321,27.07,,
1932-01-01,4.676,,,16.071,,,,6.412,19.534,,18.201,3.395,38.677,2.125,1.582,2.205,16.042,7.04,17.999,7.178,4.561,3.957,3.23,,5.692,5.055,3.524,8.765,3.55,3.58,12.491,7.002,2.535,,13.793,16.549,3.83,19.819,14.306,,3.547,6.32,2.713,1.353,,1.165,1.091,51.079,6.55,19.919,5.755,7.973,7.399,8.55,,,2.834,,,,,4.712,,2.664,,6.889,,,,10.687,,4.445,,,6.307,5.165,7.486,21.545,6.053,,9.576,2.694,1.427,3.459,0.722,14.682,1.291,1.773,22.383,,5.054,4.862,,12.135,,,2.926,10.997,3.397,8.723,6.627,18.312,6.763,10.077,,28.223,2.937,2.645,1.899,,6.359,3.515,24.014,7.904,4.556,,4.305,,22.79,16.098,47.419,65.475,14.909,1.866,19.446,8.73,,331.508,2.245,26.912,,
1933-01-01,4.199,,,16.032,14.258,,,6.168,20.003,,18.425,3.146,38.656,2.106,1.439,2.091,15.858,6.886,17.322,7.08,4.313,3.775,2.943,,5.72,5.11,3.414,8.408,3.454,3.462,12.03,7.177,2.44,,13.615,17.109,3.901,20.473,13.985,,3.414,5.676,2.65,1.253,,1.113,1.042,48.34,6.317,21.106,5.586,7.156,6.764,7.369,,,2.721,,,,,4.422,,2.495,,6.571,,,,10.147,,4.162,,,6.252,4.612,7.314,21.983,5.48,,9.576,2.98,1.46,3.444,0.688,13.265,1.098,1.695,23.656,,4.742,4.594,,11.318,,,2.927,10.918,3.397,8.451,6.391,18.73,6.757,9.544,,27.51,2.95,2.708,1.784,,6.12,3.421,22.891,7.381,4.239,,4.212,,22.721,15.208,47.19,67.307,14.274,1.655,19.348,8.376,,304.434,2.043,26.718,,
1934-01-01,3.957,,,13.617,13.563,,,6.117,23.067,,21.002,3.189,38.447,2.162,1.463,2.071,15.416,7.04,18.277,7.096,4.286,3.909,2.9,,6.43,5.816,3.77,9.692,3.754,3.726,13.019,7.524,2.588,,14.451,18.685,4.03,24.108,15.497,,3.464,5.348,2.701,1.281,,1.165,1.091,48.848,6.602,23.779,5.704,6.525,6.348,6.898,,,2.898,,,,,4.843,,2.63,,6.611,,,,9.841,,4.179,,,6.563,4.764,7.632,22.628,5.772,,9.576,3.618,1.513,3.482,0.622,14.045,1.114,1.774,28.147,,4.826,4.678,,11.594,,,3.02,11.146,3.537,8.212,6.681,19.827,7.425,9.174,,28.079,3.045,2.819,1.805,,6.207,3.713,23.724,6.363,4.448,,4.431,,25.88,15.357,46.523,76.454,14.226,1.711,21.404,8.701,,326.29,2.068,27.278,,
1935-01-01,3.954,,,14.345,13.27,,,6.026,22.689,,20.638,3.169,38.439,2.319,1.453,2.071,14.955,6.9,18.413,7.325,4.704,4.077,3.342,,6.94,6.251,4.103,12.398,4.056,4.006,12.734,7.866,2.53,,14.587,18.471,4.106,23.713,16.877,,3.523,5.344,2.802,1.267,,1.217,1.139,48.165,6.767,23.79,5.634,6.555,6.348,6.883,,,2.929,,,,,5.226,,2.664,,6.592,,,,9.646,,4.234,,,6.577,4.935,7.698,22.814,5.651,,9.576,3.757,1.555,3.353,0.503,13.822,1.114,1.852,27.545,,4.827,4.752,,11.675,,,3.213,10.976,3.723,8.172,6.846,19.28,7.886,8.933,,28.693,3.236,2.903,1.857,,6.313,4.01,24.068,6.363,4.75,,4.502,,27.213,15.084,46.249,76.949,14.199,1.694,21.47,8.721,,322.529,2.17,26.862,,
1936-01-01,4.031,,,14.358,13.106,,,5.909,22.627,,20.618,3.199,38.166,2.357,1.465,2.091,14.473,6.903,18.912,7.457,4.96,4.261,3.624,,6.953,6.251,4.162,12.897,4.058,4.013,12.833,8.174,2.577,,14.765,18.907,4.029,23.702,15.895,,3.494,5.448,2.845,1.282,,1.243,1.164,48.823,6.827,23.677,5.636,6.704,6.454,7.045,,,3.043,,,,,5.484,,2.765,,6.655,,,,9.642,,4.329,,,6.793,4.937,7.872,22.924,5.677,,9.576,4.124,1.533,3.303,0.432,13.934,1.114,1.892,27.528,,4.882,4.892,,11.611,,,3.278,11.175,3.817,8.223,6.909,19.878,7.919,8.939,,28.932,3.304,2.856,1.913,,6.263,4.007,24.161,6.512,4.816,,4.623,,26.24,14.436,45.994,79.857,14.151,1.683,21.709,8.816,,320.303,2.169,27.347,,
1937-01-01,4.223,,,14.37,13.239,,,6.07,23.761,,21.644,3.259,38.027,2.439,1.498,2.124,14.168,6.913,19.901,7.65,5.172,4.448,3.826,,7.166,6.469,4.304,13.324,4.199,4.155,13.452,8.408,2.614,,15.741,20.708,4.27,24.966,16.144,,3.461,5.709,2.907,1.31,,1.294,1.212,50.591,7.075,24.671,5.643,7.017,6.676,7.369,,,3.179,,,,,5.572,,2.9,,6.849,,,,9.71,,4.484,,,6.954,4.951,8.058,24.123,5.789,,9.576,4.406,1.595,3.258,0.459,14.196,1.146,1.971,28.992,,5.059,5.26,,11.569,,,3.346,11.175,3.863,8.672,7.16,20.064,8.207,9.007,,30.151,3.358,2.988,1.995,,6.204,4.147,25.359,6.812,5.077,,4.868,,29.795,14.941,45.373,88.505,14.233,1.727,23.608,8.958,,328.001,2.17,27.347,,
1938-01-01,4.336,,,12.669,13.368,,,6.153,23.216,,21.207,3.263,37.82,2.541,1.508,2.157,13.954,6.872,19.375,7.937,5.052,4.342,3.583,,6.621,5.925,4.013,11.258,3.985,3.961,13.35,8.582,2.606,,15.243,20.112,4.559,24.265,16.139,,3.503,5.86,2.955,1.325,,1.269,1.188,50.718,6.914,22.574,5.614,7.238,6.822,7.611,,,3.101,,,,,5.145,,2.799,,7.019,,,,9.767,,4.566,,,6.765,4.951,7.885,23.648,6.11,,9.576,4.47,1.552,3.226,0.587,14.904,1.146,1.931,28.18,,5.04,5.053,,11.524,,,3.477,10.644,4.049,8.812,6.997,19.082,7.792,9.072,,30.744,3.48,2.893,1.974,,6.272,3.941,25.163,7.037,5.163,,4.776,,27.212,15.428,45.372,87.197,14.265,1.739,23.271,9.01,,318.521,2.17,26.048,,
1939-01-01,4.375,,,13.646,13.498,,,6.124,22.681,,20.756,3.305,37.705,2.514,1.513,2.177,13.726,6.784,19.407,7.903,4.994,4.31,3.524,,6.554,5.871,3.925,10.617,3.897,3.88,13.182,9.207,2.565,,15.173,19.99,4.404,23.649,16.147,,3.524,5.914,2.939,1.325,,1.269,1.188,50.073,6.846,21.663,5.543,7.234,6.797,7.612,,,3.086,,,,,4.958,,2.765,,7.078,,,,9.758,,4.53,,,6.455,4.936,7.621,23.338,5.952,,9.576,4.504,1.538,3.299,0.559,14.529,1.146,1.931,27.298,,5.079,5.123,,11.608,,,3.441,10.819,3.957,8.795,6.929,19.232,7.739,9.029,,30.333,3.453,2.859,1.988,,6.313,3.854,24.653,7.037,5.117,,4.776,,25.172,15.12,45.311,89.27,14.397,1.766,22.972,8.797,,306.84,2.144,26.476,,
1940-01-01,4.321,,,12.835,13.828,,,6.094,22.885,,20.954,3.301,37.896,2.615,1.51,2.17,13.578,6.861,19.382,8.03,5.23,4.432,3.758,,6.593,5.871,3.97,10.903,3.948,3.926,13.344,9.203,2.64,,15.391,20.57,4.278,23.905,16.154,,3.435,5.84,3.008,1.31,,1.294,1.212,48.386,6.905,22.377,5.612,7.258,6.836,7.644,,,3.141,,,,,5.229,,2.832,,7.157,,,,9.769,,4.585,,,6.347,4.92,7.472,22.103,6.046,,9.576,4.501,1.569,3.319,0.849,14.567,1.162,1.971,27.681,,5.168,5.211,,11.612,,,3.568,10.728,4.096,8.782,6.988,20.001,7.755,9.019,,30.931,3.576,2.919,2.012,,6.151,3.905,25.078,7.066,5.092,,4.783,,26.438,15.6,45.396,91.651,14.499,1.816,23.49,8.708,,309.776,2.195,26.253,,
1941-01-01,4.387,,,12.975,14.687,,,6.221,25.074,,22.83,3.461,38.452,2.643,1.575,2.197,13.494,7.015,20.319,8.063,5.361,4.549,3.895,,7.294,6.469,5.019,13.681,4.322,4.28,14.122,9.034,2.768,,16.576,22.464,4.747,26.45,16.525,,3.45,5.929,3.071,1.353,,1.346,1.261,50.876,7.336,25.636,5.718,7.381,6.956,7.773,,,3.226,,,,,5.244,,2.934,,7.174,,,,9.869,,4.746,,,6.631,5.137,7.768,22.422,6.68,,9.576,4.481,1.672,3.406,1.645,15.655,1.243,2.049,30.553,,5.427,5.525,,12.043,,,3.632,11.102,4.234,9.157,7.423,22.426,8.279,9.127,,30.908,3.643,3.104,2.134,,6.179,4.222,25.586,7.186,5.189,,4.94,,26.303,15.885,45.628,102.642,14.584,1.861,25.547,9.184,,319.728,2.17,27.171,,
1942-01-01,4.63,,,14.201,16.737,,,6.709,29.786,,27.054,3.67,40.65,2.819,1.653,2.205,13.41,7.274,22.048,8.157,5.627,4.859,4.162,,8.725,7.773,6.589,17.315,5.076,5.002,16.517,8.956,2.978,,19.299,25.906,5.127,31.874,18.615,,3.622,6.258,3.228,1.426,,1.45,1.358,58.37,8.254,33.108,5.914,7.57,7.149,7.952,,,3.479,,,,,5.71,,3.17,,7.553,,,,10.069,,4.982,,,6.941,5.587,8.294,25.693,9.306,,9.576,4.95,1.775,3.5,2.99,18.629,1.307,2.207,36.132,,5.872,6.302,,12.796,,,3.842,11.347,4.421,10.105,8.347,27.124,9.539,9.351,,33.728,3.847,3.309,2.26,,6.49,4.886,28.164,7.336,5.526,,5.322,,31.475,17.801,48.14,119.929,14.729,1.916,29.048,10.128,,377.089,2.195,27.769,,
1943-01-01,4.824,,,14.828,18.587,,,7.01,33.094,,30.029,4.113,42.272,3.014,1.804,2.37,13.391,7.492,23.652,8.109,5.917,5.08,4.507,,10.051,8.969,7.521,21.093,5.711,5.613,18.234,9.09,3.151,,22.429,29.937,5.316,36.028,20.941,,3.719,6.52,3.418,1.541,,1.553,1.455,64.565,9.016,38.242,6.074,7.618,7.233,7.952,,,3.625,,,,,5.246,,3.372,,8.135,,,,10.199,,5.382,,,7.009,5.647,8.389,26.45,9.98,,9.576,5.18,1.91,3.206,3.22,19.8,1.419,2.365,37.66,,6.261,7.581,,12.391,,,4.163,11.671,4.84,11.002,9.115,28.568,10.697,9.404,,34.363,4.187,3.568,2.392,,6.666,5.482,29.984,7.351,5.909,,5.63,,33.133,16.341,49.69,140.583,15.19,2.038,31.507,10.357,,383.586,2.195,28.561,,
1944-01-01,4.896,,,15.639,20.924,,,7.399,37.34,,33.682,4.348,43.799,3.253,1.921,2.437,13.361,7.623,24.731,8.163,6.292,5.291,4.953,,10.32,9.024,7.885,21.449,5.962,5.853,19.687,9.628,3.26,,25.824,34.798,5.732,41.435,23.617,,3.681,6.618,3.604,1.642,,1.683,1.576,68.847,9.536,43.458,6.183,7.683,7.313,7.968,,,3.727,,,,,5.372,,3.574,,8.512,,,,10.317,,6.127,,,7.023,5.726,8.523,28.306,10.759,,9.576,5.044,2.038,3.148,3.425,22.254,1.547,2.562,39.659,,6.757,8.86,,12.401,,,4.451,12.137,5.165,11.909,9.638,32.787,10.915,9.476,,38.055,4.46,3.812,2.64,,6.601,5.717,33.02,7.366,6.425,,5.837,,38.362,18.666,51.143,166.8,15.515,2.105,34.526,10.432,,410.724,2.245,29.704,,
1945-01-01,4.957,,,14.597,21.353,,,7.5,40.468,,36.362,4.287,44.606,3.392,1.991,2.53,13.293,7.625,25.586,8.095,6.436,5.491,5.171,,10.636,9.295,8.258,22.66,6.165,6.049,20.723,11.977,3.27,,28.149,38.291,6.007,45.507,24.556,,3.739,6.701,3.726,1.728,,1.812,1.697,72.241,9.918,46.983,6.198,7.776,7.383,8.0,,,3.906,,,,,5.764,,3.676,,8.675,,,,10.405,,6.46,,,6.968,5.771,8.508,28.348,11.204,,9.576,5.612,2.09,3.143,3.731,17.361,1.626,2.759,41.672,,7.071,9.804,,12.457,,,4.579,12.13,5.258,12.296,10.024,34.3,11.248,9.544,,39.708,4.568,3.908,2.834,,6.697,5.889,34.23,7.396,7.099,,6.018,,39.979,19.278,51.995,185.424,15.699,2.2,36.151,10.515,,413.159,2.296,29.685,,
1946-01-01,5.07,,,13.69,22.151,,,7.877,43.548,,39.244,4.623,44.919,3.594,2.125,2.622,12.769,7.755,28.224,8.543,7.339,6.066,6.214,,11.738,10.437,7.836,24.299,6.878,6.728,22.763,12.559,3.45,,29.047,38.31,7.436,49.08,24.387,,3.872,6.853,3.973,1.843,,2.097,1.964,72.423,10.603,49.64,6.306,7.956,7.542,8.049,,,4.217,,,,,6.913,,3.945,,8.94,,,,10.621,,6.799,,,7.144,5.957,8.743,29.015,17.765,,9.576,6.018,2.177,3.576,7.607,20.349,1.753,3.192,45.388,,7.297,10.501,,13.241,,,4.809,12.133,5.49,12.998,10.722,34.036,12.445,9.738,,41.446,4.785,4.071,2.9,,6.918,6.783,35.71,7.441,8.59,,6.593,,40.822,19.971,51.993,183.306,16.041,2.272,38.131,11.299,,419.744,2.346,29.694,,
1947-01-01,5.337,,,14.887,22.791,,,8.609,46.498,,42.429,5.163,46.355,3.855,2.311,2.834,12.615,8.251,32.831,9.245,7.938,6.317,6.721,,13.516,12.285,8.594,28.146,7.696,7.51,26.406,12.265,3.89,,32.04,40.516,8.724,52.162,24.992,,4.141,7.214,4.363,1.958,,2.537,2.376,79.688,11.669,60.829,6.698,8.258,7.877,8.308,,,4.277,,,,,7.97,,4.114,,9.729,,,,11.367,,7.216,,,8.008,6.452,9.554,30.064,19.951,,9.576,5.727,2.425,3.638,8.167,23.056,1.958,3.862,49.421,,7.984,11.771,,14.097,,,5.094,12.112,5.816,14.686,11.809,36.013,14.379,10.527,,44.868,5.043,4.537,3.208,,7.403,7.606,39.425,7.68,9.377,,7.609,,44.628,22.121,52.796,181.986,16.745,2.444,42.173,12.386,,509.608,2.447,29.641,,
1948-01-01,5.654,,,17.028,22.468,,,9.049,49.142,,44.985,5.538,48.843,4.057,2.482,3.1,12.733,8.996,35.367,9.798,8.33,6.649,7.012,,14.183,13.046,9.341,29.073,8.042,7.852,28.505,13.109,4.522,,33.338,42.296,10.154,55.178,25.435,,4.478,7.643,4.607,2.059,,2.744,2.57,84.193,12.327,62.667,7.269,8.767,8.413,8.858,,,4.511,,,,,8.542,,4.418,,10.636,,,,11.988,,7.377,,,8.981,6.808,10.376,30.661,21.77,,9.576,5.559,2.584,4.216,8.808,25.212,2.179,4.177,52.142,,8.267,12.216,,15.284,,,5.315,12.8,6.049,15.246,12.477,35.982,15.265,11.151,,47.511,5.248,4.839,3.381,,8.02,7.919,41.922,8.189,9.535,,8.149,,48.152,22.908,55.497,181.722,17.467,2.538,44.045,13.468,,537.204,2.523,31.325,,
1949-01-01,5.899,,,17.316,22.167,,,9.311,47.219,,43.412,5.642,50.805,4.178,2.538,3.305,12.85,9.045,35.67,10.12,8.692,6.763,7.361,,13.608,12.557,9.143,25.227,7.801,7.641,28.172,13.456,4.545,,32.072,41.25,10.385,52.517,26.307,,4.952,7.974,4.678,2.087,,2.796,2.618,81.881,12.228,54.909,7.311,9.057,8.63,9.247,,,4.516,,,,,8.528,,4.62,,11.151,,,,12.228,,7.505,,,9.169,6.978,10.579,30.586,22.667,,9.576,4.709,2.661,4.827,7.09,27.617,2.226,4.256,49.128,,8.327,11.773,,16.216,,,5.375,12.349,6.097,15.006,12.379,35.334,14.871,11.331,,47.795,5.275,4.975,3.496,,8.842,7.675,42.829,8.549,8.749,,8.196,,47.649,23.182,57.877,175.684,17.994,2.594,42.899,14.014,,563.502,2.548,30.222,,
1950-01-01,6.093,,,17.028,21.642,,,9.492,46.823,,43.203,5.691,54.236,4.223,2.592,3.352,12.867,9.174,37.091,9.893,9.049,6.883,7.97,,13.673,12.72,9.836,23.869,7.933,7.776,28.575,13.33,4.671,,32.432,42.544,9.965,51.848,27.258,,5.308,8.236,4.766,2.131,,2.926,2.739,80.941,12.369,55.58,7.442,9.367,8.89,9.571,,,4.529,,,,,8.64,,4.856,,11.416,,,,12.368,,7.566,,,9.183,7.132,10.689,31.432,22.657,,9.576,4.379,2.725,4.683,6.758,27.802,2.304,4.453,48.724,,8.395,11.719,,16.285,,,5.411,12.22,6.143,14.873,12.527,34.53,15.069,11.471,,47.63,5.301,5.09,3.597,,9.438,7.763,42.938,8.848,8.958,,8.493,,46.678,22.569,62.285,179.926,18.156,2.644,43.726,14.187,,564.732,2.699,29.905,,
1951-01-01,6.494,,,17.19,22.442,,,10.162,50.51,,46.893,6.026,55.739,4.333,2.73,3.432,12.987,9.381,40.198,10.015,9.384,6.961,8.396,,15.114,14.133,11.572,28.144,8.532,8.36,32.046,13.031,4.859,,35.483,47.805,9.762,55.986,29.847,,5.705,8.778,4.975,2.232,,3.159,2.958,86.718,13.21,60.651,7.619,9.777,9.233,9.96,,,4.508,,,,,9.297,,5.193,,11.93,,,,12.847,,7.8,,,9.372,7.659,11.229,35.513,23.587,,9.576,3.608,2.902,4.821,6.965,28.988,2.476,4.808,52.744,,8.897,12.631,,17.199,,,5.549,12.22,6.283,16.2,13.38,36.902,16.49,11.884,,50.78,5.437,5.417,3.827,,10.108,8.266,44.522,9.208,9.704,,9.139,,49.441,24.424,63.587,197.97,18.992,2.727,47.983,14.874,,567.363,2.8,29.905,,
1952-01-01,6.777,,,17.395,24.155,,,10.312,49.874,,46.269,6.045,58.014,4.474,2.777,3.651,13.104,9.472,40.284,10.193,9.664,7.388,8.71,,15.479,14.405,11.726,27.933,8.715,8.547,31.487,12.852,4.928,,35.146,47.11,10.663,55.115,30.561,,5.961,9.16,5.173,2.246,,3.314,3.103,86.814,13.484,55.86,7.743,10.194,9.567,10.364,,,4.871,,,,,9.538,,5.362,,12.526,,,,13.012,,7.98,,,9.561,7.86,11.458,35.448,24.717,,9.576,4.04,3.08,5.492,5.788,31.651,2.538,5.044,51.04,,9.119,12.883,,18.502,,,5.822,12.22,6.608,16.252,13.654,36.474,16.88,12.038,,51.585,5.737,5.755,4.041,,10.538,8.452,45.122,9.582,10.388,,9.194,,50.477,24.815,65.952,195.605,19.228,2.849,47.151,15.39,,537.7,3.053,29.905,,
1953-01-01,7.083,,,17.375,23.757,,,10.613,49.993,,46.328,6.114,59.979,4.73,2.831,3.811,13.271,9.638,41.009,10.376,11.117,8.204,10.682,,15.178,14.133,10.941,26.865,8.619,8.473,31.321,13.762,5.074,,35.433,47.174,11.223,55.039,31.339,,6.203,9.574,5.362,2.26,,3.443,3.224,86.316,13.661,55.129,7.906,10.715,9.987,10.931,,,5.297,,,,,9.664,,5.631,,12.937,,,,13.053,,8.316,,,9.966,8.278,11.902,34.964,24.231,,9.576,4.672,3.17,6.014,4.508,31.916,2.632,5.242,50.897,,9.398,13.295,,19.84,,,6.131,11.951,6.932,16.507,13.834,36.665,16.804,12.132,,52.41,6.036,5.915,4.217,,10.929,8.419,45.652,10.091,10.475,,9.379,,49.679,24.735,68.262,198.0,19.055,2.988,47.806,15.599,,530.871,3.229,29.247,,
1954-01-01,7.304,,,17.117,24.282,,,10.678,49.961,,46.463,6.152,59.495,4.944,2.886,3.851,13.339,9.674,42.045,10.695,11.54,8.497,11.132,,15.166,14.133,10.165,24.653,8.708,8.568,32.077,14.267,5.096,,35.498,47.148,11.429,54.948,31.768,,6.445,9.873,5.51,2.318,,3.521,3.297,85.115,13.773,53.743,7.971,11.04,10.239,11.304,,,5.478,,,,,9.71,,5.766,,13.02,,,,13.117,,8.712,,,10.182,8.572,12.143,34.208,23.356,,9.576,5.097,3.289,6.01,1.572,32.43,2.694,5.36,50.802,,9.473,13.628,,20.206,,,6.391,12.043,7.261,16.63,13.95,35.685,16.87,12.245,,52.326,6.281,6.13,4.371,,11.3,8.585,45.606,10.45,10.092,,9.578,,48.409,24.483,67.195,194.805,18.921,3.011,48.332,15.554,,515.419,3.406,29.471,,
1955-01-01,7.499,,,16.878,24.148,,,10.837,49.816,,46.434,6.205,59.112,5.046,2.95,3.924,13.507,9.761,43.129,10.867,12.43,8.723,12.409,,14.889,13.861,9.164,23.798,8.675,8.549,32.478,14.152,5.151,,35.384,47.099,11.5,54.641,32.373,,6.671,10.136,5.675,2.376,,3.625,3.394,82.488,13.823,53.516,8.103,11.2,10.393,11.466,,,5.442,,,,,9.738,,5.901,,13.381,,,,13.266,,9.062,,,10.29,8.758,12.294,34.295,23.651,,9.576,4.831,3.353,5.936,8.351,29.322,2.772,5.517,50.565,,9.604,13.705,,20.318,,,6.64,11.951,7.585,16.995,14.005,34.894,16.722,12.369,,52.589,6.566,6.255,4.549,,11.634,8.634,45.998,10.6,10.25,,9.784,,48.8,23.8,66.454,195.125,19.204,3.038,49.505,15.768,,498.849,3.734,29.247,,
1956-01-01,7.731,,,16.865,24.38,,,11.268,50.635,,47.428,6.734,59.934,5.203,3.085,3.976,13.541,9.9,45.128,11.493,13.516,8.973,13.706,,14.997,13.97,8.595,23.373,8.766,8.646,34.093,14.522,5.324,,35.773,48.02,11.789,55.36,35.048,,6.921,10.45,5.858,2.463,,3.728,3.491,78.875,14.093,54.072,8.227,11.391,10.566,11.676,,,5.383,,,,,9.893,,6.171,,13.729,,,,13.546,,9.311,,,10.601,9.097,12.657,34.728,24.813,,9.576,4.361,3.43,5.779,8.558,30.878,2.896,5.675,51.087,,9.888,13.953,,20.479,,,6.908,12.047,7.91,17.62,14.284,35.191,16.981,12.648,,54.273,6.852,6.388,4.781,,12.014,8.777,46.825,10.794,10.163,,10.157,,49.022,24.343,67.289,203.404,19.525,3.099,51.535,16.379,,504.355,3.835,29.482,,
1957-01-01,8.024,,,16.867,24.911,,,11.72,51.425,,48.273,7.1,61.119,5.332,3.207,4.262,13.609,10.117,47.166,11.97,13.836,9.281,13.899,,15.451,14.405,8.734,24.228,9.052,8.931,35.127,14.568,5.604,,36.553,49.206,12.314,56.031,36.941,,7.232,10.846,6.089,2.52,,3.909,3.661,77.886,14.519,54.465,8.449,11.604,10.783,11.887,,,5.608,,,,,10.241,,6.407,,14.58,,,,13.986,,9.661,,,11.06,9.422,13.128,35.029,26.552,,9.576,4.588,3.507,6.012,9.779,32.655,3.019,5.951,51.555,,10.193,14.486,,21.254,,,7.161,12.047,8.191,18.286,14.718,34.929,17.445,13.035,,55.211,7.137,6.532,5.018,,12.48,9.075,48.593,10.989,10.439,,10.52,,50.058,24.939,68.589,208.411,20.273,3.199,53.627,17.221,,523.52,4.137,29.482,,
