Date,Durable goods,Farm,Final sales of domestic business,Final sales of goods and structures of domestic business,Manufacturing,Merchant wholesalers,Motor vehicle dealers,Nondurable goods,Nonfarm,Nonmerchant wholesalers,Other,Private inventories,Residual,Retail trade,Wholesale trade
1991-10-01,198511.14285714287,220258.0,520021.0,268912.0,518516.0,291989.0,70975.0,222024.2857142857,1300953.0,51977.0,92166.5,1506915.0,-22648.0,327015.0,343797.0
1992-01-01,197109.57142857142,223916.0,531010.0,274421.0,515240.0,293406.0,71400.0,223618.2857142857,1298773.0,51433.0,92674.0,1507661.0,-25735.0,325638.0,344696.0
1992-04-01,197980.85714285713,227914.0,535745.0,276746.0,513025.0,296247.0,72460.0,224198.2857142857,1302573.0,51481.0,92973.5,1514832.0,-26490.0,328799.0,347599.0
1992-07-01,197954.7142857143,229807.0,541207.0,279532.0,515401.0,296858.0,72001.0,226202.2857142857,1307538.0,52571.0,92824.5,1521409.0,-27976.0,329707.0,349266.0
1992-10-01,197912.14285714287,230923.0,548161.0,283326.0,512283.0,303062.0,72453.0,229577.14285714287,1314104.0,51734.0,93852.0,1528953.0,-30363.0,332820.0,354696.0
1993-01-01,199836.0,229311.0,547089.0,282254.0,513160.0,304523.0,78051.0,231763.57142857142,1328208.0,51655.0,93929.5,1541977.0,-29024.0,344949.0,356092.0
1993-04-01,200898.14285714287,227917.0,552491.0,286357.0,516413.0,306104.0,79025.0,233859.57142857142,1337977.0,51438.0,95654.5,1550764.0,-29076.0,347512.0,357477.0
1993-07-01,201980.0,221017.0,557477.0,288272.0,518166.0,309142.0,76863.0,234945.0,1344091.0,51449.0,96583.0,1551346.0,-27646.0,348401.0,360551.0
1993-10-01,203712.42857142858,219706.0,566067.0,294558.0,517046.0,310395.0,76637.0,234743.2857142857,1350059.0,51874.0,98760.0,1556232.0,-26082.0,352180.0,362220.0
1994-01-01,205573.7142857143,226878.0,569810.0,296034.0,520506.0,309210.0,79746.0,235165.14285714287,1359392.0,52643.0,99844.0,1571716.0,-26000.0,357162.0,361744.0
1994-04-01,209418.7142857143,234772.0,575483.0,299412.0,524624.0,314908.0,80516.0,237754.2857142857,1380536.0,52467.0,102169.5,1599668.0,-25919.0,366516.0,367334.0
1994-07-01,212258.14285714287,238978.0,581791.0,303243.0,528042.0,320022.0,82111.0,239454.42857142858,1394442.0,53139.0,102758.5,1617120.0,-25812.0,371267.0,373130.0
1994-10-01,216192.14285714287,240281.0,588679.0,307859.0,532942.0,327443.0,84482.0,243221.0,1417406.0,54518.0,104976.0,1641646.0,-25242.0,377933.0,381922.0
1995-01-01,220400.57142857142,238460.0,592129.0,309876.0,539919.0,332602.0,88151.0,245569.57142857142,1438864.0,55518.0,105952.0,1662157.0,-23100.0,384961.0,388072.0
1995-04-01,223262.2857142857,233458.0,596587.0,310839.0,544927.0,335906.0,89979.0,247430.85714285713,1454034.0,56902.0,106457.5,1673860.0,-20743.0,390549.0,392702.0
1995-07-01,225244.7142857143,223853.0,605927.0,316491.0,549054.0,339159.0,88699.0,248672.42857142858,1463878.0,57661.0,107536.0,1676522.0,-17819.0,392163.0,396699.0
1995-10-01,227952.14285714287,220744.0,611516.0,320329.0,551414.0,339737.0,90373.0,247350.42857142858,1470593.0,58611.0,108365.0,1680803.0,-15145.0,393224.0,398160.0
1996-01-01,228929.42857142858,219257.0,618843.0,324303.0,557077.0,339578.0,86351.0,246889.57142857142,1472392.0,59820.0,108817.5,1681379.0,-14983.0,388639.0,399113.0
1996-04-01,230396.57142857142,222208.0,628491.0,331032.0,555961.0,341449.0,89572.0,247031.0,1478352.0,59440.0,109387.5,1689777.0,-14041.0,393558.0,400661.0
1996-07-01,233488.85714285713,231912.0,632300.0,334313.0,560581.0,338615.0,93411.0,245710.57142857142,1488766.0,59734.0,110089.0,1708325.0,-13081.0,400806.0,398069.0
1996-10-01,234150.2857142857,233255.0,642923.0,340481.0,564724.0,341715.0,93024.0,248592.57142857142,1498362.0,59618.0,110703.5,1719136.0,-14357.0,402525.0,401097.0
1997-01-01,236495.2857142857,230291.0,647689.0,343407.0,567486.0,349055.0,91777.0,251043.14285714287,1509344.0,59959.0,112016.0,1728046.0,-14591.0,403128.0,408828.0
1997-04-01,243532.42857142858,233172.0,652889.0,346431.0,580759.0,359867.0,92540.0,255050.42857142858,1541393.0,61003.0,114470.0,1763147.0,-15358.0,410003.0,420731.0
1997-07-01,247799.7142857143,236481.0,666744.0,356067.0,591394.0,365544.0,94365.0,258170.7142857143,1561531.0,61404.0,116229.5,1786415.0,-18593.0,414574.0,426846.0
1997-10-01,252796.2857142857,238675.0,670970.0,357818.0,601483.0,374318.0,97537.0,261832.42857142858,1584039.0,63218.0,117621.5,1811237.0,-22756.0,418221.0,437411.0
