Date,Equals: Gross national product,Equals: Net national product,General government,Government,Government enterprises,Gross domestic product,Less: Consumption of fixed capital,Less: Income payments to the rest of the world,Net domestic product,Net domestic purchases,Plus: Income receipts from the rest of the world,Private
2018-07-01,103.244,103.142,102.012,102.111,102.76,103.386,103.787,119.437,103.309,103.671,112.041,104.144
2018-10-01,103.414,103.179,102.482,102.596,103.349,103.532,104.673,122.069,103.316,103.801,114.458,105.115
2019-01-01,104.135,103.865,103.048,103.183,104.071,104.179,105.581,121.382,103.912,104.229,115.638,106.092
2019-04-01,104.99,104.71,103.617,103.77,104.775,105.049,106.489,123.862,104.775,105.237,117.336,107.069
2019-07-01,106.135,105.896,104.216,104.38,105.464,106.278,107.414,121.991,106.062,106.408,114.643,108.062
2019-10-01,106.763,106.469,104.842,105.012,106.136,107.003,108.333,120.875,106.749,106.666,112.085,109.042
2020-01-01,105.33,104.606,105.493,105.664,106.79,105.513,109.209,108.367,104.811,104.779,103.868,109.967
2020-04-01,96.659,94.203,106.17,106.333,107.41,97.168,109.835,95.575,94.766,95.057,85.743,110.583
2020-07-01,104.303,103.165,106.875,107.022,107.996,104.776,110.412,104.658,103.708,104.687,95.143,111.135
2020-10-01,105.309,104.212,107.604,107.728,108.547,105.913,111.187,110.932,104.912,106.274,97.302,111.926
2021-01-01,106.725,105.731,108.354,108.446,109.061,107.374,112.045,114.846,106.487,108.14,99.582,112.813
2021-04-01,108.128,107.219,109.099,109.157,109.551,109.06,112.988,120.77,108.311,110.169,98.577,113.807
2021-07-01,109.062,108.156,109.841,109.862,110.018,109.99,113.899,124.238,109.245,111.426,101.385,114.762
2021-10-01,111.124,110.44,110.579,110.559,110.461,111.974,114.765,121.881,111.438,113.661,101.869,115.664
2022-01-01,110.633,109.685,111.308,111.244,110.878,111.685,115.697,125.102,110.92,113.948,99.976,116.649
2022-04-01,110.885,109.801,112.042,111.935,111.298,111.764,116.683,125.438,110.828,113.703,103.767,117.699
2022-07-01,111.685,110.569,112.785,112.634,111.724,112.516,117.656,129.743,111.539,113.595,108.029,118.73
2022-10-01,112.452,111.301,113.538,113.341,112.159,113.448,118.611,137.534,112.466,114.325,110.517,119.74
2023-01-01,113.047,111.831,114.302,114.061,112.604,114.233,119.56,147.112,113.22,114.959,113.74,120.737
2023-04-01,113.748,112.489,115.071,114.783,113.048,114.926,120.497,150.827,113.867,115.632,116.757,121.721
2023-07-01,114.943,113.737,115.841,115.506,113.489,116.158,121.398,158.225,115.161,116.941,121.642,122.661
2023-10-01,115.821,114.62,116.613,116.231,113.928,117.074,122.25,158.065,116.089,117.824,121.027,123.539
2024-01-01,116.234,114.951,117.357,116.929,114.343,117.548,123.111,162.77,116.49,118.429,123.284,124.436
2024-04-01,116.999,115.677,118.123,117.646,114.768,118.416,124.087,165.592,117.338,119.572,123.433,125.468
2024-07-01,117.697,116.326,118.917,118.389,115.207,119.316,125.052,163.054,118.226,120.595,117.775,126.48
2024-10-01,118.668,117.304,119.735,119.155,115.659,120.04,125.984,163.274,118.911,121.181,123.164,127.448
