Date,Change in private inventories,Durable goods,Equipment,Exports,Federal,Fixed investment,Goods,Government consumption expenditures and gross investment,Gross domestic product,Gross private domestic investment,Imports,Intellectual property products,National defense,Net exports of goods and services,Nondefense,Nondurable goods,Nonresidential,Personal consumption expenditures,Residential,Residual,Services,State and local,Structures
2013-01-01,75942.0,1076207.0,993659.0,2150631.0,1305953.0,2782635.0,2296533.3333333335,3293099.0,17662400.0,2845380.0,2453983.0,688207.0,806700.0,-303352.0,498712.0,2461515.0,2196264.0,11814326.0,583345.0,-14024.0,3183040.6666666665,1987201.0,513041.0
2013-04-01,79526.0,1081462.0,995375.0,2170131.0,1295886.0,2811721.0,2317073.0,3288858.0,17709671.0,2882489.0,2489615.0,685463.0,802275.0,-319485.0,493013.0,2463711.0,2207605.0,11848089.0,603035.0,-15130.0,3191468.0,1993083.0,526559.0
2013-07-01,137289.0,1091328.0,998034.0,2188712.0,1277807.0,2863364.0,2334945.6666666665,3272825.0,17860450.0,2998991.0,2507502.0,699763.0,786507.0,-318791.0,490816.0,2482654.0,2248212.0,11896258.0,613966.0,-7553.0,3201216.6666666665,1995116.0,552040.0
2013-10-01,121413.0,1102516.0,1038905.0,2251769.0,1256027.0,2910211.0,2369569.6666666665,3247579.0,18016147.0,3027805.0,2527321.0,706401.0,774015.0,-275552.0,481526.0,2506699.0,2302178.0,12001027.0,604215.0,1246.0,3228310.3333333335,1991643.0,557443.0
2014-01-01,58313.0,1120977.0,1049377.0,2230209.0,1254936.0,2946011.0,2378445.0,3233646.0,17953974.0,2998148.0,2559945.0,713319.0,764400.0,-329736.0,490217.0,2514711.0,2339393.0,12044203.0,601624.0,-7714.0,3237575.3333333335,1978790.0,578061.0
2014-04-01,92815.0,1162828.0,1077672.0,2278387.0,1247703.0,3032651.0,2433066.0,3238033.0,18185911.0,3121321.0,2618248.0,731432.0,759699.0,-339861.0,487703.0,2540347.0,2406416.0,12159899.0,621366.0,-2851.0,3254771.6666666665,1990341.0,598857.0
2014-07-01,106049.0,1182991.0,1111248.0,2287790.0,1262053.0,3094489.0,2453683.0,3259900.0,18406941.0,3193152.0,2623176.0,747241.0,769714.0,-335386.0,492021.0,2561827.0,2458452.0,12280086.0,630798.0,-501.0,3278381.0,1997887.0,600814.0
2014-10-01,83220.0,1205849.0,1105789.0,2306749.0,1243057.0,3137275.0,2493707.6666666665,3257472.0,18500031.0,3203351.0,2692035.0,764208.0,747787.0,-385286.0,495105.0,2592382.0,2479937.0,12421595.0,653415.0,-16814.0,3314605.0,2014353.0,611158.0
2015-01-01,169373.0,1228897.0,1117415.0,2288491.0,1248048.0,3150326.0,2516520.0,3277170.0,18666621.0,3314895.0,2732128.0,759608.0,745606.0,-443637.0,502343.0,2618169.0,2481110.0,12516902.0,666289.0,-7805.0,3330499.0,2029059.0,604938.0
2015-04-01,145308.0,1253678.0,1122157.0,2294628.0,1251919.0,3184460.0,2539022.0,3309301.0,18782243.0,3328049.0,2753525.0,763776.0,747548.0,-458897.0,504279.0,2633975.0,2498351.0,12603053.0,684076.0,-4341.0,3345517.6666666665,2057326.0,613431.0
2015-07-01,120301.0,1270069.0,1140854.0,2276101.0,1250784.0,3220257.0,2552503.6666666665,3326769.0,18857418.0,3335270.0,2772301.0,775881.0,740332.0,-496200.0,510434.0,2661582.0,2513595.0,12691790.0,705645.0,-8093.0,3361491.0,2075918.0,597171.0
2015-10-01,99571.0,1278273.0,1128413.0,2273012.0,1260182.0,3219485.0,2554200.0,3341055.0,18892206.0,3315334.0,2780142.0,796860.0,746010.0,-507130.0,514151.0,2671659.0,2502473.0,12743411.0,716639.0,-6819.0,3378721.3333333335,2080801.0,577134.0
2016-01-01,62384.0,1295286.0,1125443.0,2266512.0,1261134.0,3243156.0,2570667.3333333335,3371646.0,19001690.0,3301090.0,2776830.0,821304.0,743247.0,-510318.0,517890.0,2696651.0,2504570.0,12839618.0,739045.0,-7200.0,3390771.6666666665,2110487.0,557417.0
2016-04-01,19192.0,1306272.0,1113799.0,2284053.0,1254810.0,3267121.0,2582773.3333333335,3369042.0,19062709.0,3287033.0,2780375.0,841936.0,735829.0,-496323.0,519006.0,2720377.0,2525941.0,12903306.0,741346.0,-1786.0,3406732.0,2114243.0,570209.0
2016-07-01,-3687.0,1339752.0,1112586.0,2321136.0,1261434.0,3303627.0,2609827.6666666665,3383696.0,19197938.0,3301079.0,2800667.0,858886.0,743289.0,-479531.0,518147.0,2729065.0,2564000.0,12993064.0,739347.0,-65.0,3428572.3333333335,2122261.0,592897.0
2016-10-01,55550.0,1360770.0,1118081.0,2303823.0,1262501.0,3333741.0,2634499.0,3389649.0,19304352.0,3391749.0,2841006.0,868457.0,742228.0,-537183.0,520280.0,2733555.0,2584602.0,13060061.0,748925.0,2151.0,3433842.0,2127153.0,598385.0
2017-01-01,7021.0,1371708.0,1125384.0,2359904.0,1257161.0,3376900.0,2667259.6666666665,3380244.0,19398343.0,3382703.0,2885003.0,887406.0,739054.0,-525099.0,518114.0,2759465.0,2610431.0,13160475.0,766457.0,-1346.0,3467886.0,2123095.0,597767.0
2017-04-01,26048.0,1389176.0,1146797.0,2367862.0,1263907.0,3410548.0,2686546.3333333335,3389811.0,19506949.0,3435929.0,2912428.0,893682.0,749843.0,-544566.0,514061.0,2785806.0,2639796.0,13225743.0,770751.0,-365.0,3482096.0,2125901.0,599305.0
2017-07-01,55486.0,1424942.0,1165922.0,2381788.0,1263116.0,3436561.0,2703478.3333333335,3394009.0,19660766.0,3493166.0,2923573.0,912926.0,746786.0,-541784.0,516326.0,2801812.0,2665246.0,13315382.0,771325.0,1279.0,3503390.0,2130886.0,586350.0
2017-10-01,42140.0,1477817.0,1201709.0,2443487.0,1280033.0,3515953.0,2781078.0,3424498.0,19882352.0,3558859.0,3005351.0,930972.0,757491.0,-561864.0,522541.0,2838132.0,2728927.0,13460902.0,787030.0,432.0,3522231.6666666665,2144464.0,596180.0
2018-01-01,34055.0,1496922.0,1222971.0,2459308.0,1293037.0,3576791.0,2805079.3333333335,3431709.0,20044077.0,3612936.0,3017795.0,950810.0,760228.0,-558487.0,532802.0,2858865.0,2805277.0,13558373.0,772134.0,251.0,3540168.3333333335,2138736.0,631345.0
2018-04-01,466.0,1505562.0,1225089.0,2472656.0,1302317.0,3613793.0,2821953.3333333335,3456309.0,20150476.0,3612389.0,3021689.0,977853.0,767159.0,-549033.0,535153.0,2860773.0,2837057.0,13630967.0,777417.0,-3357.0,3553158.3333333335,2154046.0,633902.0
2018-07-01,92854.0,1516435.0,1225125.0,2441791.0,1319077.0,3623466.0,2832270.6666666665,3483628.0,20276154.0,3722248.0,3064175.0,994495.0,779269.0,-622384.0,539801.0,2869965.0,2854550.0,13693790.0,770056.0,2463.0,3567747.3333333335,2164692.0,634805.0
2018-10-01,89813.0,1518940.0,1241159.0,2451936.0,1325345.0,3632827.0,2850561.0,3488352.0,20304874.0,3724752.0,3096191.0,1022761.0,791750.0,-644254.0,533616.0,2889741.0,2880391.0,13736572.0,754590.0,-2459.0,3577904.6666666665,2163215.0,616933.0
2019-01-01,114259.0,1505416.0,1248027.0,2474928.0,1339795.0,3643127.0,2854871.6666666665,3536600.0,20431641.0,3755530.0,3094294.0,1033447.0,810315.0,-619366.0,529671.0,2914915.0,2899840.0,13758331.0,746082.0,-6219.0,3587979.3333333335,2197011.0,619167.0
2019-04-01,82473.0,1549244.0,1260714.0,2462392.0,1353418.0,3710747.0,2874029.3333333335,3584587.0,20602275.0,3790049.0,3111425.0,1055701.0,808510.0,-649034.0,544929.0,2947945.0,2954978.0,13875705.0,758737.0,-8300.0,3609755.3333333335,2231325.0,639126.0
2019-07-01,67510.0,1585714.0,1241936.0,2462912.0,1370255.0,3750143.0,2896529.0,3625512.0,20843322.0,3819940.0,3097883.0,1076451.0,820689.0,-634972.0,549580.0,2976406.0,2983489.0,14033222.0,769618.0,-4190.0,3635543.6666666665,2255377.0,664450.0
2019-10-01,25300.0,1598589.0,1213833.0,2477908.0,1377757.0,3739506.0,2885601.6666666665,3654831.0,20985448.0,3770431.0,3039834.0,1102537.0,825709.0,-561926.0,552057.0,2979060.0,2970305.0,14125274.0,772063.0,-2767.0,3662090.0,2277036.0,653200.0
2020-01-01,-43045.0,1524961.0,1147518.0,2371835.0,1392158.0,3711281.0,2848041.6666666665,3694581.0,20693238.0,3673842.0,2929668.0,1118785.0,830920.0,-557833.0,561251.0,3022935.0,2913863.0,13885947.0,797964.0,756.0,3549257.3333333335,2302241.0,645588.0
2020-04-01,-262503.0,1518779.0,1016891.0,1870980.0,1494659.0,3420572.0,2562014.6666666665,3774372.0,19056617.0,3162976.0,2428918.0,1091130.0,835338.0,-557937.0,659198.0,2923911.0,2679633.0,12671879.0,740976.0,-7430.0,3102329.3333333335,2281491.0,570321.0
2020-07-01,107461.0,1808006.0,1126136.0,2104963.0,1447415.0,3643293.0,2933435.0,3716175.0,20548793.0,3747725.0,2835521.0,1111456.0,835082.0,-730558.0,612277.0,3128287.0,2796820.0,13813007.0,841267.0,-31121.0,3330567.0,2269820.0,560796.0
2020-10-01,79512.0,1828229.0,1171892.0,2233569.0,1447946.0,3780908.0,3034112.3333333335,3701905.0,20771691.0,3863835.0,3040959.0,1139155.0,860725.0,-807391.0,587189.0,3145965.0,2871648.0,14008054.0,900065.0,-17174.0,3405459.3333333335,2255342.0,563265.0
2021-01-01,-21978.0,1956048.0,1187194.0,2235418.0,1506690.0,3867147.0,3118706.6666666665,3749436.0,21058379.0,3840228.0,3102184.0,1177975.0,843275.0,-866766.0,663463.0,3228729.0,2937872.0,14328593.0,919079.0,-33163.0,3450657.3333333335,2246119.0,575264.0
2021-04-01,-141035.0,2024411.0,1212107.0,2253207.0,1475745.0,3919517.0,3190759.6666666665,3709192.0,21389005.0,3777719.0,3164663.0,1216680.0,837307.0,-911456.0,638413.0,3337787.0,3001432.0,14809081.0,910529.0,-35541.0,3565391.6666666665,2236118.0,576070.0
2021-07-01,9463.0,1884958.0,1178659.0,2258262.0,1447159.0,3898499.0,3144691.6666666665,3694853.0,21571421.0,3923193.0,3230229.0,1242027.0,827462.0,-971966.0,619634.0,3340796.0,2988173.0,14924311.0,902570.0,-9684.0,3669305.3333333335,2249049.0,570537.0
2021-10-01,200093.0,1924188.0,1183176.0,2390257.0,1458400.0,3926381.0,3241470.3333333335,3692239.0,21960388.0,4175670.0,3386276.0,1278955.0,819610.0,-996019.0,638844.0,3361266.0,3013341.0,15086943.0,905274.0,21054.0,3722941.3333333335,2236044.0,556523.0
2022-01-01,195818.0,1924621.0,1228878.0,2362172.0,1426258.0,4006834.0,3251001.3333333335,3660866.0,21903850.0,4250699.0,3494255.0,1317333.0,795656.0,-1132084.0,630766.0,3338702.0,3110734.0,15123357.0,894929.0,12924.0,3752117.0,2235334.0,571095.0
2022-04-01,86718.0,1914163.0,1232216.0,2433713.0,1414437.0,4026425.0,3265639.0,3647157.0,21919222.0,4156790.0,3544951.0,1357182.0,799503.0,-1111239.0,614862.0,3328789.0,3165864.0,15219860.0,867817.0,6761.0,3810211.6666666665,2232864.0,583304.0
2022-07-01,58761.0,1905092.0,1252146.0,2517458.0,1412852.0,4008246.0,3260869.0,3661345.0,22066784.0,4096015.0,3495702.0,1383561.0,793610.0,-978244.0,619308.0,3308124.0,3225096.0,15277569.0,807061.0,-18647.0,3844721.6666666665,2247984.0,596272.0
2022-10-01,135147.0,1895411.0,1255495.0,2510250.0,1443589.0,3988672.0,3240587.3333333335,3710100.0,22249459.0,4153817.0,3455513.0,1410240.0,808255.0,-945263.0,635455.0,3308795.0,3269990.0,15323980.0,756526.0,-34093.0,3864578.6666666665,2266853.0,610392.0
2023-01-01,20589.0,1971807.0,1258234.0,2522456.0,1460026.0,4018826.0,3279383.3333333335,3756400.0,22403435.0,4058115.0,3448496.0,1425801.0,817980.0,-926041.0,642150.0,3329215.0,3312833.0,15510201.0,748168.0,-53155.0,3890217.0,2296559.0,631896.0
2023-04-01,-215.0,1970227.0,1295723.0,2491635.0,1455991.0,4102957.0,3249586.0,3783653.0,22539418.0,4136632.0,3421259.0,1439636.0,819637.0,-929624.0,636374.0,3326227.0,3391569.0,15548526.0,756417.0,-40799.0,3912368.6666666665,2327070.0,656334.0
2023-07-01,67248.0,1990473.0,1292281.0,2521467.0,1474823.0,4128905.0,3286547.3333333335,3836304.0,22780933.0,4237303.0,3460391.0,1449666.0,833001.0,-938924.0,641771.0,3351601.0,3400854.0,15646695.0,770621.0,-33071.0,3931605.6666666665,2360788.0,659180.0
2023-10-01,44594.0,2004540.0,1294626.0,2559591.0,1473549.0,4164941.0,3312709.6666666665,3870720.0,22960600.0,4244835.0,3496290.0,1468297.0,830310.0,-936699.0,643238.0,3381695.0,3432910.0,15781367.0,775486.0,-39121.0,3974471.6666666665,2395915.0,669661.0
2024-01-01,17744.0,1995676.0,1295727.0,2571763.0,1472192.0,4231417.0,3322146.6666666665,3887718.0,23053545.0,4282515.0,3548749.0,1495002.0,825002.0,-976986.0,647332.0,3374532.0,3470983.0,15856867.0,800765.0,-30313.0,4010512.6666666665,2414007.0,679927.0
2024-04-01,71668.0,2022338.0,1326467.0,2578386.0,1487773.0,4255749.0,3356161.6666666665,3917049.0,23223906.0,4369185.0,3614047.0,1497699.0,837977.0,-1035661.0,649805.0,3388567.0,3504130.0,15967266.0,795185.0,-24200.0,4037542.0,2427888.0,680187.0
2024-07-01,57883.0,2059768.0,1360967.0,2638199.0,1519965.0,4277732.0,3420422.6666666665,3966247.0,23400294.0,4377736.0,3707429.0,1509243.0,865732.0,-1069229.0,653957.0,3426956.0,3538799.0,16113035.0,786523.0,-28613.0,4073931.0,2445286.0,671568.0
2024-10-01,8893.0,2120740.0,1330374.0,2637171.0,1534927.0,4265880.0,3428744.6666666665,3996274.0,23542349.0,4315094.0,3689829.0,1507204.0,875953.0,-1052658.0,658651.0,3453065.0,3512419.0,16273191.0,797108.0,-34970.0,4112670.0,2460444.0,676387.0
