Date,Air,All other electric,Alternative electric,Amusement and recreation,Brokers' commissions and other ownership transfer costs,Brokers' commissions on sale of structures,Commercial and health care,Communication,Dormitories,Educational and vocational,Electric,Farm,Food and beverage establishments,Health care,Hospitals,Hospitals and special care,Improvements,Land,Lodging,Manufactured homes,Manufacturing,Medical buildings,Mining,"Mining exploration, shafts, and wells",Multifamily structures,Multimerchandise shopping,Nonresidential,Nonresidential structures,Office,Other,Other commercial,Other power,Other structures,Permanent site,Petroleum and natural gas,Power,Power and communication,Private fixed investment in new structures,Private fixed investment in structures,Religious,Residential,Residential structures,Single-family structures,Special care,Transportation,Warehouses
2005-01-01,35.597,,,70.308,140.381,31.59,100.181,111.0,42.436,103.416,44.466,80.627,134.909,99.926,106.121,99.021,90.596,71.011,61.22,176.51,55.388,102.311,93.459,129.259,105.158,133.053,86.185,89.355,88.022,416.276,177.6,36.829,91.309,183.919,132.669,42.434,56.276,119.229,119.738,292.206,143.904,145.286,201.477,63.854,62.941,62.114
2006-01-01,32.083,,,80.435,124.978,40.225,106.239,114.038,53.688,101.819,48.244,73.79,119.834,103.407,117.364,110.757,90.759,86.441,78.444,149.422,59.067,84.06,138.887,139.652,105.847,158.987,92.776,95.824,98.191,493.906,156.502,39.853,92.0865,167.856,139.532,46.012,59.735,117.154,116.102,270.002,132.941,135.805,181.774,78.052,74.016,65.283
2007-01-01,34.48,,,83.96,103.058,54.866,116.849,135.664,74.715,108.8,70.654,76.219,122.393,109.764,125.469,117.496,88.299,87.074,116.785,130.83,69.82,89.413,121.813,137.356,93.717,178.618,105.146,108.238,108.919,515.271,179.15,69.859,93.8945,124.94,138.566,70.185,83.182,109.553,107.057,250.572,107.836,110.072,131.985,78.011,75.077,71.946
2008-01-01,30.979,,,84.767,81.134,63.902,112.584,128.128,100.621,110.63,83.461,99.738,116.686,116.103,128.078,121.693,79.893,94.868,147.182,106.045,87.484,101.392,113.751,147.449,82.413,157.056,111.952,114.773,107.876,444.993,154.31,80.842,93.2065,82.944,150.193,82.506,91.458,98.626,95.293,234.796,81.4,82.532,82.916,90.095,80.212,67.936
2009-01-01,20.295,,,70.674,74.983,56.607,78.047,97.72,69.131,99.189,95.769,85.77,69.129,111.223,129.149,120.754,76.344,87.98,110.202,61.207,91.927,86.139,96.599,105.314,52.429,88.45,91.014,93.052,70.564,283.18,93.581,79.579,81.1725,49.763,105.993,91.513,92.737,77.168,76.022,210.258,63.531,61.357,49.009,79.177,72.42,38.746
2010-01-01,14.654,101.12,40.523,57.129,74.401,44.668,58.677,81.807,46.662,80.709,76.004,82.593,67.227,97.454,117.736,110.465,73.799,97.481,51.021,59.401,66.916,63.211,120.697,123.376,26.335,61.858,76.453,78.361,47.391,278.296,69.596,83.721,68.6365,47.76,123.547,77.534,78.375,68.655,68.236,186.784,61.38,58.972,53.236,74.46,78.511,23.226
2011-01-01,22.184,81.56,67.571,58.954,75.756,44.685,58.403,74.961,60.647,78.511,77.22,75.44,75.0,94.578,111.155,105.999,73.279,89.905,37.951,56.442,64.393,64.519,196.957,155.809,27.495,64.553,78.831,80.778,45.155,228.562,70.172,62.153,66.3975,46.06,152.526,73.118,73.464,69.304,69.203,148.848,61.161,57.863,50.796,80.47,74.258,26.185
2012-01-01,38.848,100.379,105.228,53.597,87.615,50.792,63.286,67.859,80.604,87.089,104.704,98.19,80.269,101.629,113.82,111.619,75.047,97.282,45.447,59.324,74.202,75.335,190.853,174.278,40.3,69.457,89.338,91.407,50.826,168.466,72.878,71.951,72.3785,57.178,172.768,95.913,90.019,78.149,78.374,133.297,69.216,64.923,61.462,100.726,83.497,27.183
2013-01-01,35.508,94.749,58.474,56.962,96.887,57.437,65.546,74.947,103.292,81.825,81.225,114.71,88.184,93.879,100.677,98.952,75.752,97.067,55.511,63.728,77.85,80.527,192.865,173.489,56.806,75.637,90.313,92.199,54.981,151.388,76.37,111.869,76.38300000000001,71.609,171.778,89.333,86.26,82.748,83.536,119.035,78.021,73.439,75.347,90.413,82.616,32.924
2014-01-01,35.478,105.241,102.017,60.193,90.2,70.314,74.012,72.678,87.745,79.921,105.643,126.178,94.33,88.565,89.897,91.879,79.857,105.575,65.746,67.758,88.512,79.842,168.215,183.366,74.561,86.524,100.39,102.045,68.982,161.901,74.915,116.741,80.0685,78.876,184.104,108.563,101.05,90.53,89.867,106.719,81.199,79.16,79.991,101.698,89.165,50.187
2015-01-01,34.763,134.055,80.832,75.561,96.503,83.53,83.005,90.869,94.511,83.483,115.461,102.855,93.181,94.175,99.264,100.313,87.929,116.702,83.508,75.419,119.782,78.018,153.387,128.295,87.413,87.086,100.549,101.494,82.888,184.341,86.473,101.456,88.714,88.785,126.323,111.62,107.259,94.789,94.595,109.456,89.756,88.253,89.141,105.513,97.556,60.627
2016-01-01,61.742,135.59,111.015,90.701,99.684,94.596,96.895,93.187,106.178,93.623,127.215,88.074,104.011,96.086,99.221,99.082,95.172,100.805,99.286,88.961,114.794,88.198,86.447,72.984,101.352,95.797,97.449,97.603,101.912,111.497,106.911,87.809,95.715,95.369,71.922,116.587,111.669,96.405,96.646,109.52,96.009,95.263,93.739,98.397,91.585,80.138
2017-01-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2018-01-01,120.39,109.703,118.119,103.226,91.859,99.967,101.365,100.324,95.934,102.364,112.343,67.505,102.835,97.414,98.702,96.231,101.295,116.782,103.465,107.354,98.321,100.526,99.715,126.989,97.965,83.775,105.773,106.115,107.05,139.292,95.218,93.025,99.23349999999999,101.735,129.326,106.892,105.504,103.782,102.1,93.035,99.277,101.612,102.781,83.986,117.651,110.076
2019-01-01,124.628,113.003,145.173,99.374,92.406,102.788,102.899,88.095,93.544,92.671,122.447,73.826,105.14,100.85,95.562,96.867,104.482,104.551,105.204,102.907,103.837,111.331,125.233,126.655,102.142,56.08,108.251,108.584,118.765,196.956,93.713,116.517,99.69200000000001,97.545,126.607,120.957,113.905,104.312,102.648,95.062,98.368,100.363,96.257,103.323,109.449,110.261
2020-01-01,114.12,113.299,188.96,82.37,100.876,105.348,106.203,93.158,84.029,76.974,134.994,75.207,97.362,104.682,90.013,95.078,112.804,96.951,86.243,102.569,93.994,129.961,109.648,77.997,112.883,41.205,98.335,98.026,120.429,157.318,102.273,76.42,98.40899999999999,104.437,74.776,117.615,112.363,103.024,102.734,85.343,105.972,107.564,102.099,120.152,101.135,132.437
2021-01-01,114.615,106.645,196.312,78.099,109.612,106.083,102.284,84.996,55.319,69.154,132.136,71.16,85.897,103.006,84.913,89.162,113.628,91.102,55.042,116.275,97.054,139.427,121.856,92.16,126.255,36.388,95.747,95.173,108.528,170.067,91.043,68.255,94.996,125.538,89.252,113.074,107.05,108.378,108.383,71.556,117.549,120.134,125.164,110.193,96.88,151.087
2022-01-01,105.553,97.986,198.654,86.941,88.903,102.491,99.431,82.318,55.818,71.613,126.103,85.644,94.687,101.168,80.17,80.012,106.891,95.849,51.607,126.765,120.531,156.781,120.798,112.079,124.37,40.04,99.221,98.926,95.757,238.683,84.931,54.604,90.0595,117.265,112.167,104.41,99.669,106.224,103.81,65.657,107.329,112.926,115.361,79.152,98.078,162.81
2023-01-01,100.071,93.836,233.319,91.469,70.878,117.297,99.323,84.799,57.318,79.134,131.03,83.008,106.881,105.253,80.798,77.742,106.711,110.294,61.185,97.002,174.755,177.571,129.152,117.566,141.097,44.839,109.979,109.42,89.075,328.35,92.677,56.148,90.816,106.868,117.332,108.29,103.245,107.551,102.959,74.83,98.172,106.248,98.585,62.504,107.306,161.509
