Date,Change in private inventories,Durable goods,Final sales,Final sales of computers,Final sales of domestic product,Goods,Gross domestic product excluding final sales of computers,Gross domestic product excluding motor vehicle output,Gross domestic product excluding research and development,Motor vehicle output,Nondurable goods,Research and development,Services,Structures
1997-07-01,-1.0574999999999999,2.41,2.6133333333333333,0.58,6.5,2.51,4.51,4.14,5.02,0.94,0.1,0.06,1.83,0.75
1997-10-01,0.46499999999999997,1.04,0.44,0.18,2.84,1.28,3.28,2.81,3.41,0.65,0.24,0.05,2.05,0.13
1998-01-01,0.9325,2.38,0.7866666666666666,0.39,2.83,2.43,3.68,4.39,3.85,-0.32,0.04,0.22,1.37,0.28
1998-04-01,-2.16,-0.56,1.2566666666666666,0.43,6.63,-0.99,3.32,3.8,3.63,-0.05,-0.43,0.13,3.22,1.53
1998-07-01,0.45,2.39,1.41,0.48,4.53,2.72,4.65,5.06,4.95,0.07,0.33,0.18,1.64,0.77
1998-10-01,0.24,3.29,2.7866666666666666,0.41,6.28,4.5,6.19,4.66,6.57,1.94,1.21,0.02,1.82,0.27
1999-01-01,0.625,1.24,0.5266666666666667,0.48,2.98,1.63,3.33,4.23,3.65,-0.42,0.39,0.16,2.02,0.17
1999-04-01,-1.2974999999999999,0.66,2.04,0.43,5.11,1.33,2.95,3.27,3.19,0.11,0.67,0.19,1.94,0.11
1999-07-01,0.28500000000000003,2.85,1.3933333333333333,0.31,5.03,2.47,5.1,4.94,5.12,0.47,-0.38,0.29,2.67,0.27
1999-10-01,1.29,1.74,1.1133333333333333,-0.03,5.01,3.39,6.76,6.4,6.63,0.32,1.65,0.1,2.74,0.6
2000-01-01,-2.0475,1.2,1.3333333333333333,0.48,4.18,-0.72,0.98,1.22,1.19,0.24,-1.92,0.27,1.68,0.5
2000-04-01,2.2125000000000004,2.17,0.9566666666666667,0.44,4.54,4.39,7.05,8.08,7.44,-0.59,2.22,0.04,3.01,0.09
2000-07-01,-0.8325,-0.4,0.38666666666666666,0.12,1.52,-0.53,0.29,1.09,0.23,-0.68,-0.13,0.18,0.83,0.1
2000-10-01,-0.0325,0.39,0.37333333333333335,0.21,2.45,0.52,2.2,2.88,2.31,-0.47,0.13,0.1,1.76,0.14
2001-01-01,-2.3375,-1.93,0.30666666666666664,0.36,1.81,-2.66,-1.67,-0.71,-1.38,-0.6,-0.73,0.08,1.47,-0.12
2001-04-01,0.795,0.17,-0.17999999999999997,-0.15,1.46,0.79,2.67,1.6,2.39,0.92,0.61,0.13,0.82,0.92
2001-07-01,-0.7725,-1.74,-0.5333333333333333,-0.18,-0.56,-1.83,-1.41,-1.47,-1.61,-0.12,-0.09,0.02,0.66,-0.42
2001-10-01,-1.415,0.87,1.9333333333333333,0.17,2.99,1.01,0.94,0.57,1.11,0.53,0.14,0.0,0.86,-0.77
2002-01-01,2.075,1.26,-0.8866666666666667,-0.03,0.62,1.44,3.41,2.92,3.43,0.47,0.18,-0.05,1.78,0.17
2002-04-01,0.9675,0.31,-0.3066666666666667,0.01,1.19,0.82,2.46,1.78,2.37,0.7,0.51,0.1,1.92,-0.27
2002-07-01,0.045,1.12,0.6866666666666666,0.17,1.58,1.09,1.47,0.78,1.61,0.86,-0.03,0.02,0.93,-0.38
2002-10-01,0.1925,-0.76,-0.8733333333333334,0.09,0.24,-1.06,0.41,1.65,0.32,-1.16,-0.3,0.18,1.13,0.42
2003-01-01,-0.0225,0.35,0.8066666666666666,0.12,2.15,1.19,2.0,1.8,2.03,0.32,0.84,0.09,0.64,0.3
2003-04-01,-0.8775,1.36,1.3933333333333333,0.04,4.76,0.92,3.55,3.54,3.55,0.05,-0.44,0.04,2.17,0.5
2003-07-01,0.2275,2.67,2.766666666666667,0.39,6.52,4.45,6.43,6.43,6.83,0.39,1.78,-0.01,0.92,1.45
2003-10-01,0.8724999999999999,2.14,0.8933333333333334,0.13,3.56,2.5,4.59,4.63,4.71,0.09,0.37,0.02,1.64,0.58
2004-01-01,0.255,-0.03,-0.04,-0.18,1.95,0.28,2.47,2.31,2.26,-0.02,0.31,0.02,1.98,0.03
2004-04-01,0.7175,0.81,0.07333333333333333,0.01,2.18,1.07,3.12,3.45,3.02,-0.31,0.26,0.12,1.3,0.77
2004-07-01,-0.255,1.56,1.5866666666666667,0.04,4.19,2.03,3.81,3.17,3.7,0.68,0.47,0.15,1.69,0.12
2004-10-01,0.1775,0.98,1.0766666666666667,0.18,3.91,1.85,3.96,3.87,4.08,0.27,0.88,0.06,2.09,0.2
2005-01-01,0.63,2.12,0.8533333333333334,0.07,3.67,2.13,4.44,4.73,4.21,-0.22,0.0,0.3,1.65,0.74
2005-04-01,-1.7025,0.44,1.68,0.19,4.26,0.25,1.8,1.75,1.95,0.23,-0.19,0.04,1.39,0.35
2005-07-01,-0.215,1.76,1.2733333333333332,0.1,3.46,1.63,3.07,2.53,3.07,0.65,-0.13,0.1,1.41,0.14
2005-10-01,1.6275,0.32,-0.54,0.18,0.08,1.36,2.06,3.03,2.35,-0.79,1.04,-0.11,0.88,0.01
2006-01-01,-0.13499999999999995,1.0,2.5733333333333333,0.2,5.67,3.67,5.29,5.4,5.36,0.09,2.67,0.13,1.42,0.39
2006-04-01,-0.020000000000000018,1.38,0.4666666666666666,0.13,1.07,0.68,0.91,0.81,0.81,0.23,-0.7,0.23,1.3,-0.94
2006-07-01,0.11,1.11,0.58,0.1,0.45,1.02,0.5,0.79,0.22,-0.19,-0.09,0.38,0.9,-1.32
2006-10-01,-0.7575000000000001,0.63,2.31,0.14,4.49,2.46,3.34,3.88,3.2,-0.4,1.84,0.28,2.19,-1.17
2007-01-01,-0.435,1.11,0.5333333333333333,0.0,1.79,0.23,1.2,0.88,1.27,0.33,-0.88,-0.06,1.41,-0.43
2007-04-01,0.22,0.97,0.7599999999999999,0.06,2.18,1.43,2.41,2.34,2.39,0.13,0.46,0.08,1.03,0.0
2007-07-01,-0.3525,1.15,0.9933333333333333,0.26,2.79,1.02,2.06,2.47,2.36,-0.14,-0.13,-0.04,1.9,-0.6
2007-10-01,-0.0925,2.02,1.3866666666666667,0.19,2.66,1.96,2.35,2.49,2.32,0.05,-0.06,0.21,1.74,-1.16
2008-01-01,-0.6,-2.02,-0.47,0.0,-0.9,-1.51,-1.7,-0.98,-1.76,-0.72,0.51,0.06,1.18,-1.37
2008-04-01,-0.4275,0.13,1.07,0.1,2.97,1.03,2.3,3.04,2.28,-0.64,0.9,0.12,1.69,-0.32
2008-07-01,0.2925,-0.17,-1.1133333333333333,0.05,-2.47,-1.28,-2.13,-1.53,-1.9,-0.55,-1.11,-0.18,-0.07,-0.74
2008-10-01,-1.4925,-4.37,-3.6133333333333333,0.07,-6.48,-7.41,-8.54,-7.01,-8.51,-1.46,-3.04,0.04,0.61,-1.67
2009-01-01,-1.5,-4.24,-0.3,0.15,-2.47,-2.45,-4.61,-3.07,-4.12,-1.39,1.79,-0.34,0.3,-2.31
2009-04-01,-0.795,0.04,0.8700000000000001,-0.02,0.35,0.24,-0.69,-1.01,-0.97,0.3,0.2,0.26,0.66,-1.61
2009-07-01,-0.26249999999999996,1.56,1.03,-0.13,1.76,1.19,1.54,-0.08,1.33,1.49,-0.36,0.08,0.58,-0.36
2009-10-01,3.3675,2.59,0.2866666666666667,-0.08,-0.1,4.92,4.48,3.94,4.24,0.45,2.33,0.16,0.71,-1.24
2010-01-01,0.9375,2.82,0.7999999999999999,0.19,0.7,2.45,1.76,1.31,2.18,0.64,-0.37,-0.23,0.86,-1.36
2010-04-01,0.6975,1.42,0.41,-0.02,3.0,1.54,3.95,3.49,4.0,0.43,0.12,-0.07,1.24,1.14
2010-07-01,1.6875,1.64,0.5599999999999999,0.02,0.87,3.09,3.1,2.65,2.96,0.47,1.45,0.16,1.05,-1.02
2010-10-01,-0.9375,0.69,1.8133333333333335,0.04,3.37,1.47,2.08,2.0,2.0,0.12,0.78,0.12,0.49,0.16
2011-01-01,-0.7875,1.22,0.5733333333333334,0.06,0.1,-0.19,-1.01,-1.19,-0.97,0.25,-1.41,0.02,0.21,-0.97
2011-04-01,0.735,0.96,0.5666666666666668,0.03,1.75,1.83,2.7,3.06,2.68,-0.33,0.88,0.06,0.35,0.55
2011-07-01,-1.635,0.92,0.98,0.07,2.09,-0.71,-0.16,-0.37,-0.15,0.28,-1.63,0.06,0.01,0.61
2011-10-01,2.2874999999999996,1.41,0.9466666666666667,0.09,1.52,4.47,4.47,3.94,4.45,0.63,3.06,0.12,-0.49,0.59
2012-01-01,-0.36,1.28,1.16,0.14,3.88,1.26,3.25,2.72,3.53,0.68,-0.02,-0.13,1.26,0.88
2012-04-01,0.14250000000000002,1.08,0.81,0.0,1.61,1.41,1.79,1.73,1.84,0.06,0.33,-0.04,0.17,0.22
2012-07-01,0.0575,0.02,0.14666666666666667,0.08,0.5,0.3,0.49,0.66,0.58,-0.08,0.27,0.0,0.38,-0.1
2012-10-01,-1.26,0.41,1.0,0.06,2.14,-0.18,0.41,0.28,0.34,0.18,-0.58,0.13,0.45,0.19
2013-01-01,0.9825,1.63,1.6900000000000002,0.03,2.7,3.85,3.97,3.56,3.74,0.45,2.21,0.26,0.14,0.02
2013-04-01,0.14500000000000002,-0.49,-0.16666666666666666,0.02,0.88,-0.06,1.05,0.95,1.06,0.12,0.42,0.02,0.4,0.73
2013-07-01,1.1400000000000001,0.7,0.6,-0.02,1.93,2.42,3.47,3.93,3.34,-0.48,1.73,0.11,0.23,0.8
2013-10-01,-0.27499999999999997,1.65,2.02,0.07,3.9,2.66,3.46,2.88,3.58,0.65,1.01,-0.04,1.04,-0.17
2014-01-01,-1.0775,-0.47,-0.32666666666666666,0.0,0.06,-1.93,-1.38,-1.44,-1.34,0.07,-1.45,-0.03,0.29,0.27
2014-04-01,0.67,1.64,1.5866666666666667,0.09,4.37,3.27,5.18,4.82,5.06,0.44,1.63,0.21,0.98,1.02
2014-07-01,0.21000000000000002,1.71,1.5999999999999999,-0.02,4.68,2.68,4.97,4.53,4.79,0.42,0.97,0.16,1.98,0.29
2014-10-01,-0.525,-0.65,0.37000000000000005,-0.11,2.74,-0.15,2.15,2.12,1.72,-0.08,0.5,0.32,1.45,0.74
2015-01-01,1.645,-0.25,-0.37666666666666665,0.02,1.46,1.63,3.63,3.53,3.81,0.12,1.87,-0.16,1.94,0.08
2015-04-01,-0.3375,0.73,0.7333333333333334,0.09,2.95,0.65,2.41,1.99,2.48,0.51,-0.08,0.02,1.04,0.81
2015-07-01,-0.4575,0.26,0.7666666666666666,0.01,2.22,0.53,1.6,1.09,1.42,0.52,0.28,0.19,0.97,0.11
2015-10-01,-0.3075,0.43,0.42,0.01,1.15,0.22,0.73,1.45,0.48,-0.71,-0.21,0.26,0.9,-0.38
2016-01-01,-0.6,0.45,1.0866666666666667,0.16,3.14,0.83,2.18,2.06,2.09,0.28,0.38,0.24,1.19,0.32
2016-04-01,-0.6,0.03,0.5966666666666667,0.01,2.09,0.09,1.28,1.27,1.08,0.02,0.06,0.21,1.0,0.2
2016-07-01,-0.3525,1.14,1.08,-0.06,3.34,1.15,2.93,2.77,2.77,0.1,0.01,0.1,1.33,0.39
2016-10-01,0.9400000000000001,1.13,-0.013333333333333345,-0.04,0.98,1.23,2.28,2.2,2.26,0.04,0.11,-0.03,0.59,0.41
2017-01-01,-0.8250000000000001,-0.22,1.07,0.01,3.06,0.5,1.96,2.27,1.77,-0.31,0.72,0.19,1.19,0.26
2017-04-01,0.2925,0.99,0.8066666666666666,0.05,1.87,1.6,2.21,2.07,2.31,0.19,0.61,-0.06,0.52,0.14
2017-07-01,0.475,2.14,1.49,0.0,2.56,2.87,3.2,3.33,3.05,-0.14,0.72,0.14,0.56,-0.23
2017-10-01,-0.21000000000000002,0.93,1.64,0.09,4.86,2.18,4.5,3.67,4.47,0.92,1.25,0.12,1.67,0.73
2018-01-01,-0.10500000000000001,1.94,0.9466666666666667,0.12,3.43,1.28,3.17,3.41,3.15,-0.11,-0.66,0.14,1.71,0.31
2018-04-01,-0.5549999999999999,0.34,0.9633333333333333,0.07,2.88,0.7,2.07,1.76,1.89,0.38,0.36,0.25,1.09,0.35
2018-07-01,1.495,0.87,-0.48333333333333334,-0.09,0.52,1.27,2.61,2.53,2.43,-0.01,0.4,0.09,1.37,-0.12
2018-10-01,-0.08249999999999999,1.04,0.9066666666666667,0.16,0.68,1.25,0.4,0.56,0.26,0.01,0.21,0.3,0.25,-0.93
2019-01-01,0.34500000000000003,-0.14,0.8566666666666668,0.11,2.07,1.75,2.42,2.85,2.32,-0.31,1.89,0.21,0.65,0.13
2019-04-01,-0.465,0.92,0.7133333333333334,0.03,4.0,0.46,3.35,3.14,3.08,0.24,-0.46,0.31,2.07,0.86
2019-07-01,-0.135,1.1,1.3333333333333333,-0.01,4.94,1.82,4.77,4.54,4.52,0.22,0.71,0.24,2.29,0.65
2019-10-01,-0.585,-0.65,1.0366666666666668,-0.03,3.53,0.78,2.79,3.55,2.49,-0.8,1.43,0.26,2.25,-0.27
2020-01-01,-1.0050000000000001,-0.74,-0.3,-0.03,-4.11,-1.79,-5.43,-4.75,-5.62,-0.7,-1.05,0.16,-4.33,0.66
2020-04-01,-2.7525,-7.24,-2.466666666666667,-0.1,-24.41,-7.37,-27.98,-24.22,-27.74,-3.85,-0.13,-0.34,-18.16,-2.55
2020-07-01,6.2325,13.97,7.526666666666666,0.36,26.89,19.59,34.84,29.21,34.75,5.99,5.63,0.44,13.72,1.88
2020-10-01,-0.2525,0.35,0.5666666666666667,0.07,4.75,0.52,4.34,5.51,4.2,-1.1,0.17,0.21,2.61,1.28
2021-01-01,-1.4449999999999998,2.02,2.486666666666667,0.11,7.56,1.8,5.53,5.14,5.34,0.5,-0.22,0.3,3.45,0.38
2021-04-01,-1.5,0.65,2.56,-0.01,8.43,1.84,6.44,6.75,6.06,-0.32,1.19,0.37,5.04,-0.45
2021-07-01,2.3275,-0.68,-1.8566666666666667,-0.08,0.35,0.32,3.53,4.85,3.25,-1.4,0.99,0.2,3.56,-0.42
2021-10-01,3.1075,2.76,0.9066666666666667,0.11,3.27,5.51,7.3,6.69,7.07,0.72,2.75,0.34,2.26,-0.36
2022-01-01,-0.0775,-0.21,-0.93,-0.03,-0.92,-1.5,-1.0,-0.88,-1.24,-0.15,-1.28,0.21,0.44,0.02
2022-04-01,-1.5074999999999998,0.69,0.58,-0.01,2.29,-1.14,0.29,0.22,-0.02,0.07,-1.83,0.31,1.92,-0.5
2022-07-01,-0.54,1.89,1.8733333333333333,0.23,3.44,2.09,2.49,2.42,2.51,0.3,0.19,0.21,1.74,-1.1
2022-10-01,1.08,1.39,0.45333333333333337,0.18,1.91,2.12,3.17,3.35,3.14,0.0,0.72,0.22,2.0,-0.77
2023-01-01,-1.62,-1.16,1.5333333333333332,0.02,4.96,0.14,2.77,2.2,2.54,0.6,1.3,0.26,2.29,0.36
2023-04-01,-0.04250000000000004,1.86,0.38999999999999996,-0.03,2.51,0.53,2.48,2.1,2.3,0.35,-1.34,0.15,1.01,0.91
2023-07-01,1.0050000000000001,0.71,0.5866666666666667,0.02,3.01,2.22,4.33,4.59,4.31,-0.24,1.51,0.04,1.5,0.64
2023-10-01,-0.3525,0.19,0.8433333333333334,0.1,3.66,0.8,3.09,3.75,3.08,-0.56,0.6,0.12,1.67,0.73
2024-01-01,-0.37,-0.4,-0.42,-0.05,2.12,-1.12,1.68,1.54,1.48,0.09,-0.73,0.15,1.91,0.85
2024-04-01,0.79,0.94,0.3333333333333333,-0.13,1.93,1.56,3.11,2.52,2.99,0.47,0.62,0.0,1.48,-0.05
2024-07-01,-0.16499999999999998,0.44,1.0866666666666667,-0.04,3.29,1.41,3.12,3.58,2.94,-0.51,0.97,0.13,1.92,-0.26
2024-10-01,-0.6275,-0.03,0.71,0.14,3.29,0.23,2.31,2.35,2.53,0.1,0.25,-0.08,1.81,0.41
