Date,Average of GDP and GDI,Disposable personal income,Final sales to domestic purchasers,Final sales to private domestic purchasers,Gross domestic income (GDI),Gross domestic product (GDP),Gross domestic purchases,Gross national income,Gross national product,National income,Net domestic income,Net domestic product,Net national product
2003-01-01,11209962.0,8285363.0,11673310.0,9501300.0,11245795.0,11174129.0,11699391.0,11289355.0,11217689.0,9594327.0,9550767.0,9479101.0,9522661.0
2003-04-01,11344895.0,8387902.0,11839124.0,9640332.0,11377023.0,11312766.0,11832636.0,11433384.0,11369131.0,9724589.0,9668229.0,9603972.0,9660336.0
2003-07-01,11566034.0,8586985.0,12085224.0,9864792.0,11565399.0,11566669.0,12085663.0,11619905.0,11621172.0,9894192.0,9839686.0,9840956.0,9895459.0
2003-10-01,11753296.0,8652611.0,12259583.0,10008419.0,11734357.0,11772234.0,12295928.0,11813916.0,11851792.0,10067059.0,9987500.0,10025378.0,10104935.0
2004-01-01,11919726.0,8758765.0,12443398.0,10156804.0,11916004.0,11923447.0,12489423.0,12014015.0,12021455.0,10240028.0,10142017.0,10149461.0,10247468.0
2004-04-01,12130654.0,8907978.0,12656407.0,10335725.0,12148492.0,12112815.0,12730397.0,12221287.0,12185610.0,10417678.0,10344883.0,10309206.0,10382001.0
2004-07-01,12340691.0,9009501.0,12893812.0,10537441.0,12376076.0,12305307.0,12957979.0,12457688.0,12386919.0,10622543.0,10540930.0,10470161.0,10551774.0
2004-10-01,12533912.0,9192274.0,13155461.0,10766614.0,12540611.0,12527214.0,13227550.0,12595050.0,12581653.0,10720437.0,10665998.0,10652601.0,10707040.0
2005-01-01,12758671.0,9120286.0,13361463.0,10935325.0,12750057.0,12767286.0,13463940.0,12837135.0,12854364.0,10925533.0,10838456.0,10855684.0,10942763.0
2005-04-01,12943709.0,9261799.0,13601030.0,11148784.0,12964763.0,12922656.0,13629866.0,13039104.0,12996998.0,11090135.0,11015794.0,10973687.0,11048029.0
2005-07-01,13161609.0,9396375.0,13881250.0,11386812.0,13180576.0,13142642.0,13893603.0,13263602.0,13225668.0,11273926.0,11190901.0,11152967.0,11235993.0
2005-10-01,13406798.0,9556135.0,14042602.0,11514170.0,13489392.0,13324204.0,14128990.0,13544147.0,13378959.0,11510186.0,11455432.0,11290244.0,11344998.0
2006-01-01,13697527.0,9783858.0,14311764.0,11731679.0,13795893.0,13599160.0,14389979.0,13851685.0,13654952.0,11781257.0,11725465.0,11528732.0,11584523.0
2006-04-01,13863254.0,9906546.0,14471953.0,11861387.0,13973084.0,13753424.0,14547466.0,14022537.0,13802877.0,11915443.0,11865990.0,11646330.0,11695783.0
2006-07-01,13997613.0,9992332.0,14614718.0,11984438.0,14125037.0,13870188.0,14693472.0,14161494.0,13906646.0,12020387.0,11983929.0,11729080.0,11765538.0
2006-10-01,14123524.0,10097401.0,14733751.0,12059298.0,14207487.0,14039560.0,14777228.0,14251625.0,14083697.0,12073594.0,12029456.0,11861529.0,11905666.0
2007-01-01,14278816.0,10267697.0,14933552.0,12215061.0,14341982.0,14215651.0,14954924.0,14384925.0,14258594.0,12170250.0,12127307.0,12000976.0,12043919.0
2007-04-01,14456727.0,10406081.0,15105663.0,12335706.0,14511372.0,14402082.0,15147888.0,14572566.0,14463277.0,12331638.0,12270444.0,12161154.0,12222349.0
2007-07-01,14514622.0,10482565.0,15248149.0,12439431.0,14465128.0,14564117.0,15293071.0,14582761.0,14681751.0,12317160.0,12199527.0,12298516.0,12416150.0
2007-10-01,14622149.0,10602170.0,15417475.0,12552418.0,14529241.0,14715058.0,15444756.0,14690126.0,14875943.0,12400330.0,12239445.0,12425262.0,12586147.0
2008-01-01,14640312.0,10733994.0,15494459.0,12584819.0,14574086.0,14706538.0,15477786.0,14724889.0,14857342.0,12405094.0,12254291.0,12386744.0,12537547.0
2008-04-01,14741800.0,11061837.0,15664358.0,12692716.0,14617898.0,14865701.0,15642106.0,14775407.0,15023210.0,12428207.0,12270699.0,12518501.0,12676010.0
2008-07-01,14805002.0,10964447.0,15702178.0,12673145.0,14711004.0,14898999.0,15686352.0,14887736.0,15075730.0,12511695.0,12334964.0,12522958.0,12699689.0
2008-10-01,14509935.0,10912439.0,15298898.0,12277072.0,14411662.0,14608209.0,15236683.0,14507475.0,14704022.0,12114661.0,12018847.0,12215395.0,12311208.0
2009-01-01,14296726.0,10830420.0,15002890.0,11980843.0,14162551.0,14430902.0,14851894.0,14283233.0,14551583.0,11895792.0,11775111.0,12043461.0,12164143.0
2009-04-01,14284795.0,10946227.0,14935606.0,11865153.0,14188354.0,14381236.0,14739605.0,14311119.0,14504002.0,11942064.0,11819299.0,12012181.0,12134947.0
2009-07-01,14356262.0,10888262.0,15076886.0,11984828.0,14263641.0,14448882.0,14872880.0,14446067.0,14631308.0,12087085.0,11904660.0,12089901.0,12272327.0
2009-10-01,14591045.0,10988307.0,15176587.0,12055791.0,14530841.0,14651249.0,15124503.0,14705939.0,14826345.0,12336310.0,12161212.0,12281619.0,12456716.0
2010-01-01,14708559.0,11096944.0,15275039.0,12141220.0,14652508.0,14764610.0,15273802.0,14856792.0,14968895.0,12482241.0,12277957.0,12390059.0,12594344.0
2010-04-01,14922955.0,11298797.0,15486000.0,12320232.0,14865717.0,14980193.0,15522708.0,15072552.0,15187024.0,12689828.0,12482992.0,12597469.0,12804299.0
2010-07-01,15138890.0,11381992.0,15582653.0,12424352.0,15136173.0,15141607.0,15695550.0,15334280.0,15339713.0,12942506.0,12744400.0,12749833.0,12947939.0
2010-10-01,15286591.0,11498297.0,15765759.0,12601442.0,15263709.0,15309474.0,15833060.0,15477019.0,15522784.0,13064503.0,12851193.0,12896958.0,13110268.0
2011-01-01,15355198.0,11711593.0,15887847.0,12732080.0,15358947.0,15351448.0,15919925.0,15581835.0,15574336.0,13144602.0,12921715.0,12914215.0,13137103.0
2011-04-01,15565311.0,11803352.0,16077584.0,12909323.0,15573082.0,15557539.0,16138631.0,15795554.0,15780010.0,13331967.0,13109496.0,13093952.0,13316423.0
2011-07-01,15673981.0,11921125.0,16226823.0,13089901.0,15700283.0,15647680.0,16214791.0,15946101.0,15893498.0,13458525.0,13212707.0,13160104.0,13405922.0
2011-10-01,15853015.0,11987448.0,16340090.0,13209325.0,15863772.0,15842259.0,16444047.0,16124324.0,16102811.0,13615266.0,13354715.0,13333202.0,13593754.0
2012-01-01,16171815.0,12252058.0,16590798.0,13446774.0,16274824.0,16068805.0,16671076.0,16521012.0,16314993.0,13982742.0,13736554.0,13530535.0,13776723.0
2012-04-01,16293389.0,12364177.0,16680950.0,13550513.0,16379664.0,16207115.0,16772356.0,16607760.0,16435211.0,14043866.0,13815770.0,13643221.0,13871317.0
2012-07-01,16324416.0,12301844.0,16758195.0,13619083.0,16329290.0,16319541.0,16842624.0,16558502.0,16548753.0,13968354.0,13739142.0,13729394.0,13958605.0
2012-10-01,16533557.0,12715043.0,16907559.0,13775251.0,16646696.0,16420419.0,16936293.0,16873962.0,16647685.0,14264053.0,14036786.0,13810510.0,14037776.0
2013-01-01,16679827.0,12254043.0,17062314.0,13938860.0,16711465.0,16648189.0,17147537.0,16927367.0,16864086.0,14294155.0,14078253.0,14014978.0,14230874.0
2013-04-01,16788729.0,12353217.0,17144374.0,14013231.0,16848772.0,16728687.0,17227067.0,17077786.0,16957701.0,14413433.0,14184419.0,14064334.0,14293348.0
2013-07-01,16950413.0,12447306.0,17299256.0,14164064.0,16946988.0,16953838.0,17435905.0,17187404.0,17194256.0,14492630.0,14252215.0,14259065.0,14499483.0
2013-10-01,17163340.0,12510375.0,17508695.0,14368178.0,17134661.0,17192019.0,17626038.0,17370278.0,17427640.0,14636204.0,14400586.0,14457945.0,14693565.0
2014-01-01,17255544.0,12714402.0,17655831.0,14516771.0,17313351.0,17197738.0,17707826.0,17550819.0,17435205.0,14776092.0,14538624.0,14423011.0,14660478.0
2014-04-01,17585625.0,12931863.0,17926159.0,14771793.0,17652741.0,17518508.0,18023912.0,17881140.0,17746905.0,15079344.0,14850946.0,14716713.0,14945110.0
2014-07-01,17866568.0,13089117.0,18189651.0,14997902.0,17928908.0,17804228.0,18293586.0,18180910.0,18056230.0,15342881.0,15090879.0,14966200.0,15218201.0
2014-10-01,18006696.0,13258192.0,18357344.0,15168091.0,18101313.0,17912079.0,18442829.0,18324078.0,18134846.0,15459888.0,15237122.0,15047888.0,15270656.0
2015-01-01,18138239.0,13380512.0,18414719.0,15226804.0,18212948.0,18063529.0,18589961.0,18435684.0,18286270.0,15544478.0,15321742.0,15172323.0,15395064.0
2015-04-01,18330425.0,13487843.0,18638063.0,15403996.0,18381066.0,18279784.0,18789311.0,18593053.0,18491766.0,15680190.0,15468204.0,15366922.0,15578904.0
2015-07-01,18431200.0,13598262.0,18812857.0,15559303.0,18460774.0,18401626.0,18939708.0,18673956.0,18614786.0,15737131.0,15523949.0,15464802.0,15677961.0
2015-10-01,18466158.0,13664797.0,18851225.0,15593083.0,18497179.0,18435137.0,18958375.0,18729858.0,18667767.0,15778998.0,15546319.0,15484276.0,15716907.0
2016-01-01,18558998.0,13782355.0,18975296.0,15705155.0,18592063.0,18525933.0,19037614.0,18806704.0,18740558.0,15845271.0,15630630.0,15564500.0,15779126.0
2016-04-01,18671057.0,13841829.0,19170588.0,15881021.0,18630413.0,18711702.0,19201072.0,18846161.0,18927449.0,15851242.0,15635494.0,15716782.0,15932530.0
2016-07-01,18846760.0,13968109.0,19368544.0,16053373.0,18800880.0,18892639.0,19373869.0,19020698.0,19112464.0,16000452.0,15780635.0,15872394.0,16092219.0
2016-10-01,19037018.0,14123300.0,19562038.0,16224793.0,18984656.0,19089379.0,19620185.0,19259911.0,19364643.0,16204072.0,15928817.0,16033540.0,16308803.0
2017-01-01,19258550.0,14353057.0,19807193.0,16454097.0,19237015.0,19280084.0,19813504.0,19509288.0,19552357.0,16419879.0,16147606.0,16190675.0,16462948.0
2017-04-01,19422286.0,14538770.0,19966614.0,16596170.0,19405930.0,19438643.0,19992142.0,19670091.0,19702804.0,16541117.0,16276955.0,16309668.0,16573830.0
2017-07-01,19647111.0,14692113.0,20169234.0,16770347.0,19601627.0,19692595.0,20224092.0,19910082.0,20001049.0,16739623.0,16431168.0,16522135.0,16830590.0
2017-10-01,19984658.0,14871770.0,20547986.0,17081849.0,19932229.0,20037088.0,20591984.0,20259139.0,20363997.0,17052168.0,16725259.0,16830117.0,17157027.0
2018-01-01,20266755.0,15133060.0,20869539.0,17355664.0,20204957.0,20328553.0,20904584.0,20519779.0,20643376.0,17270306.0,16955484.0,17079080.0,17393903.0
2018-04-01,20525556.0,15349067.0,21128138.0,17557423.0,20470200.0,20580912.0,21124735.0,20773671.0,20884383.0,17478480.0,17175009.0,17285721.0,17589192.0
2018-07-01,20779783.0,15563066.0,21318313.0,17692227.0,20760836.0,20798730.0,21416977.0,21029080.0,21066974.0,17694642.0,17426398.0,17464292.0,17732536.0
2018-10-01,20927091.0,15770966.0,21456750.0,17805903.0,20936314.0,20917867.0,21552074.0,21211006.0,21192559.0,17839695.0,17565003.0,17546557.0,17821248.0
2019-01-01,21161429.0,15997305.0,21588969.0,17886036.0,21211258.0,21111600.0,21703894.0,21503573.0,21403915.0,18085256.0,17792941.0,17693283.0,17985598.0
2019-04-01,21383666.0,16074939.0,21932693.0,18171450.0,21369395.0,21397938.0,22015900.0,21662309.0,21690852.0,18199520.0,17906606.0,17935149.0,18228063.0
2019-07-01,21637432.0,16222056.0,22232483.0,18417647.0,21557692.0,21717171.0,22302718.0,21837438.0,21996917.0,18337641.0,18057896.0,18217374.0,18497120.0
2019-10-01,21863320.0,16363691.0,22423121.0,18558153.0,21793424.0,21933217.0,22446576.0,22056029.0,22195823.0,18526870.0,18264264.0,18404058.0,18666663.0
2020-01-01,21743905.0,16521436.0,22280274.0,18337263.0,21760154.0,21727657.0,22241235.0,22031445.0,21998949.0,18461290.0,18189999.0,18157502.0,18428794.0
2020-04-01,19862692.0,18086869.0,20754245.0,16728272.0,19789939.0,19935444.0,20471969.0,19968350.0,20113855.0,16367603.0,16189192.0,16334697.0,16513108.0
2020-07-01,21473260.0,17586023.0,22281975.0,18280405.0,21261970.0,21684551.0,22380950.0,21471847.0,21894428.0,17835272.0,17625395.0,18047976.0,18257854.0
2020-10-01,22121298.0,17304892.0,22749020.0,18721026.0,22173830.0,22068767.0,22827075.0,22360638.0,22255575.0,18674110.0,18487302.0,18382239.0,18569048.0
2021-01-01,22671677.0,19607747.0,23493770.0,19346144.0,22686561.0,22656793.0,23452551.0,22870024.0,22840255.0,19139313.0,18955851.0,18926083.0,19109545.0
2021-04-01,23353861.0,18359154.0,24368554.0,20198539.0,23338862.0,23368861.0,24203943.0,23468854.0,23498853.0,19655635.0,19525642.0,19555641.0,19685633.0
2021-07-01,23934831.0,18398833.0,24808863.0,20594894.0,23947672.0,23921991.0,24810671.0,24083092.0,24057411.0,20168646.0,20033225.0,20007545.0,20142965.0
2021-10-01,24761127.0,18491863.0,25444840.0,21162521.0,24745215.0,24777038.0,25697634.0,24906947.0,24938771.0,20879863.0,20718131.0,20749954.0,20911686.0
2022-01-01,25285352.0,18303323.0,26047598.0,21714988.0,25355214.0,25215491.0,26292535.0,25472865.0,25333142.0,21317908.0,21200257.0,21060534.0,21178185.0
2022-04-01,25859221.0,18555593.0,26710933.0,22273324.0,25912650.0,25805791.0,26827904.0,26073625.0,25966766.0,21794947.0,21633972.0,21527114.0,21688088.0
2022-07-01,26363340.0,19074878.0,27084087.0,22604037.0,26454670.0,26272011.0,27157908.0,26631234.0,26448575.0,22251964.0,22075400.0,21892741.0,22069305.0
2022-10-01,26670829.0,19442254.0,27422104.0,22857312.0,26607380.0,26734277.0,27584962.0,26749277.0,26876174.0,22308700.0,22166803.0,22293700.0,22435597.0
2023-01-01,27064425.0,20146973.0,27957114.0,23332528.0,26964490.0,27164359.0,27978007.0,27064555.0,27264425.0,22553991.0,22453925.0,22653794.0,22753860.0
2023-04-01,27341555.0,20460371.0,28257283.0,23611379.0,27229296.0,27453815.0,28257294.0,27334028.0,27558547.0,22775091.0,22670359.0,22894878.0,22999610.0
2023-07-01,27797806.0,20666370.0,28659598.0,23903150.0,27627915.0,27967697.0,28748787.0,27728416.0,28068197.0,23115374.0,23014873.0,23354655.0,23455156.0
2023-10-01,28189813.0,20913483.0,29031431.0,24216280.0,28082659.0,28296967.0,29088119.0,28177541.0,28391849.0,23509089.0,23414207.0,23628515.0,23723397.0
2024-01-01,28561640.0,21378574.0,29444234.0,24563274.0,28499212.0,28624069.0,29465638.0,28581403.0,28706261.0,23867319.0,23785127.0,23909985.0,23992176.0
2024-04-01,28919296.0,21568623.0,29826792.0,24883751.0,28821879.0,29016714.0,29923584.0,28881779.0,29076614.0,24100763.0,24040862.0,24235697.0,24295598.0
2024-07-01,29215137.0,21662565.0,30242627.0,25207619.0,29055361.0,29374914.0,30318597.0,29068512.0,29388064.0,24214618.0,24201468.0,24521020.0,24534171.0
2024-10-01,29634084.0,21893006.0,30630314.0,25530584.0,29544303.0,29723864.0,30643948.0,29621932.0,29801493.0,24705888.0,24628260.0,24807821.0,24885449.0
