Date,Consumption of fixed capital,Corporate business,Domestic business,Farm,Federal,Financial,General government,Government,Government enterprises,Households and institutions,Noncorporate business,Nonfarm,Nonfarm business,Nonfinancial,Nonprofit institutions serving households,Other private business,Owner-occupied housing,Private,Proprietors' income,Rental income of persons,Sole proprietorships and partnerships,State and local
1996-10-01,1196210.0,641321.0,775355.0,17871.0,76558.5,73164.0,222210.0,247168.0,24958.0,173687.0,134034.0,92462.0,779766.0,568157.0,39873.0,23701.0,133814.0,949041.0,2508.0,21192.0,110333.0,47026.0
1997-01-01,1213302.0,653021.0,788457.0,17996.0,76776.0,73969.0,223647.0,248872.0,25225.0,175973.0,135436.0,93531.0,792934.0,579052.0,40345.0,23908.0,135628.0,964430.0,2529.0,21379.0,111528.0,47660.0
1997-04-01,1231224.0,664515.0,801466.0,18135.0,77286.0,74881.0,225724.0,251310.0,25585.0,178449.0,136951.0,94689.0,806087.0,589634.0,40890.0,24127.0,137559.0,979915.0,2549.0,21579.0,112824.0,48368.5
1997-07-01,1247806.0,675803.0,814381.0,18286.0,77265.5,75900.0,226485.0,252309.0,25824.0,181115.0,138578.0,95935.0,819008.0,599903.0,41509.0,24357.0,139606.0,995497.0,2567.0,21791.0,114221.0,48889.5
1997-10-01,1264973.0,686885.0,827204.0,18451.0,77282.5,77026.0,227730.0,253798.0,26068.0,183971.0,140318.0,97269.0,831825.0,609859.0,42200.0,24599.0,141771.0,1011175.0,2583.0,22015.0,115720.0,49616.5
1998-01-01,1281346.0,697762.0,839933.0,18628.0,77109.0,78259.0,228112.0,254396.0,26283.0,187017.0,142171.0,98692.0,844505.0,619502.0,42964.0,24851.0,144053.0,1026950.0,2599.0,22252.0,117320.0,50089.5
1998-04-01,1300034.0,709003.0,853090.0,18778.0,77731.5,79805.0,230157.0,256688.0,26531.0,190256.0,144087.0,100193.0,857675.0,629197.0,43765.0,25116.0,146491.0,1043346.0,2614.0,22503.0,118971.0,50612.5
1998-07-01,1318769.0,720609.0,866676.0,18902.0,77785.0,81665.0,231516.0,258406.0,26890.0,193687.0,146067.0,101770.0,871416.0,638943.0,44601.0,25395.0,149086.0,1060363.0,2629.0,22766.0,120672.0,51417.5
1998-10-01,1338797.0,732579.0,880690.0,19000.0,78194.0,83838.0,233487.0,260796.0,27309.0,197311.0,148111.0,103425.0,885677.0,648741.0,45474.0,25686.0,151838.0,1078001.0,2643.0,23043.0,122425.0,52204.5
1999-01-01,1358687.0,744914.0,895132.0,19071.0,78284.0,86325.0,234700.0,262428.0,27728.0,201127.0,150218.0,105157.0,900397.0,658590.0,46382.0,25990.0,154745.0,1096259.0,2657.0,23333.0,124228.0,52930.5
1999-04-01,1383208.0,759736.0,912465.0,19110.0,78767.5,89012.0,237103.0,265264.0,28161.0,205479.0,152729.0,107256.0,918046.0,670724.0,47424.0,26363.0,158055.0,1117943.0,2684.0,23679.0,126366.0,53864.5
1999-07-01,1410656.0,777043.0,932687.0,19119.0,79145.0,91900.0,239047.0,267603.0,28555.0,210366.0,155645.0,109721.0,938572.0,685143.0,48599.0,26804.0,161767.0,1143053.0,2725.0,24080.0,128840.0,54656.5
1999-10-01,1443195.0,796835.0,955800.0,19096.0,80109.0,94988.0,242496.0,271607.0,29111.0,215788.0,158964.0,112554.0,962176.0,701847.0,49908.0,27315.0,165880.0,1171588.0,2779.0,24536.0,131650.0,55694.0
2000-01-01,1478970.0,819114.0,981803.0,19042.0,81024.0,98278.0,245846.0,275421.0,29575.0,221746.0,162688.0,115753.0,988604.0,720836.0,51350.0,27894.0,170396.0,1203549.0,2846.0,25048.0,134794.0,56686.5
2000-04-01,1506133.0,835823.0,1001305.0,19001.0,81419.0,100745.0,248454.0,278614.0,30160.0,226214.0,165481.0,118152.0,1008662.0,735078.0,52432.0,28329.0,173783.0,1227519.0,2897.0,25432.0,137153.0,57887.5
2000-07-01,1524963.0,846963.0,1014306.0,18974.0,81868.5,102390.0,250857.0,281464.0,30607.0,229193.0,167344.0,119752.0,1022092.0,744573.0,53153.0,28618.0,176040.0,1243499.0,2930.0,25688.0,138725.0,58863.5
2000-10-01,1534844.0,852532.0,1020807.0,18960.0,81929.0,103212.0,252328.0,283355.0,31026.0,230683.0,168275.0,120551.0,1029002.0,749320.0,53513.0,28763.0,177169.0,1251489.0,2947.0,25816.0,139511.0,59748.5
2001-01-01,1566444.0,871257.0,1043296.0,18962.0,81987.5,105170.0,253873.0,285223.0,31350.0,237925.0,172039.0,123659.0,1051673.0,766087.0,55008.0,29418.0,182916.0,1281221.0,3016.0,26402.0,142621.0,60624.5
2001-04-01,1594020.0,886819.0,1062348.0,18935.0,82138.0,107171.0,255296.0,286927.0,31631.0,244745.0,175529.0,126541.0,1070893.0,779648.0,56328.0,30053.0,188417.0,1307093.0,3085.0,26968.0,145476.0,61325.0
2001-07-01,1611579.0,894208.0,1072194.0,18914.0,82375.5,107614.0,256821.0,288741.0,31920.0,250644.0,177986.0,128460.0,1080924.0,786594.0,57303.0,30612.0,193341.0,1322838.0,3130.0,27482.0,147374.0,61995.5
2001-10-01,1625991.0,902053.0,1081822.0,18945.0,82395.0,108541.0,258071.0,290315.0,32244.0,253854.0,179770.0,129972.0,1090716.0,793512.0,58236.0,30853.0,195618.0,1335676.0,3181.0,27672.0,148916.0,62762.5
2002-01-01,1637530.0,907908.0,1088882.0,18847.0,82738.0,107760.0,259910.0,292566.0,32656.0,256082.0,180974.0,131130.0,1098232.0,800148.0,58991.0,30997.0,197091.0,1344964.0,3204.0,27793.0,149977.0,63545.0
2002-04-01,1649251.0,911059.0,1094023.0,18797.0,83085.5,108450.0,261842.0,294894.0,33052.0,260334.0,182964.0,132788.0,1103643.0,802609.0,60023.0,31379.0,200310.0,1354357.0,3228.0,28151.0,151585.0,64361.5
2002-07-01,1664403.0,917217.0,1102417.0,18809.0,83613.0,110168.0,263953.0,297375.0,33422.0,264611.0,185200.0,134653.0,1112216.0,807049.0,61168.0,31738.0,203443.0,1367028.0,3259.0,28479.0,153462.0,65074.5
2002-10-01,1680740.0,922162.0,1109932.0,18863.0,84196.0,111874.0,266056.0,299807.0,33750.0,271001.0,187770.0,136557.0,1119838.0,810288.0,62325.0,32350.0,208676.0,1380933.0,3285.0,29065.0,155420.0,65707.0
2003-01-01,1695027.0,923940.0,1113917.0,18925.0,84848.5,112402.0,268465.0,302731.0,34266.0,278379.0,189977.0,138026.0,1124136.0,811539.0,63506.0,33026.0,214873.0,1392296.0,3297.0,29729.0,156951.0,66516.5
2003-04-01,1708794.0,929045.0,1120518.0,18897.0,85579.0,113762.0,270668.0,305372.0,34704.0,282905.0,191473.0,139237.0,1131075.0,815283.0,64476.0,33339.0,218428.0,1403422.0,3314.0,30025.0,158134.0,67107.5
2003-07-01,1725713.0,934930.0,1128558.0,18959.0,86523.0,114923.0,273402.0,308525.0,35123.0,288629.0,193628.0,140854.0,1139315.0,820008.0,65509.0,33815.0,223120.0,1417187.0,3337.0,30478.0,159813.0,67739.5
2003-10-01,1746857.0,942249.0,1138623.0,19038.0,87548.0,116315.0,276273.0,311902.0,35629.0,296331.0,196374.0,142795.0,1149644.0,825934.0,66684.0,34540.0,229648.0,1434954.0,3364.0,31176.0,161834.0,68403.0
2004-01-01,1773987.0,953516.0,1153359.0,19250.0,88670.0,118224.0,279647.0,315889.0,36242.0,304739.0,199843.0,145240.0,1164580.0,835292.0,68069.0,35353.0,236670.0,1458098.0,3402.0,31951.0,164490.0,69274.5
2004-04-01,1803609.0,965405.0,1169022.0,19447.0,89693.5,120168.0,283917.0,321177.0,37261.0,313410.0,203617.0,147971.0,1180869.0,845237.0,69435.0,36199.0,243975.0,1482431.0,3446.0,32753.0,167418.0,70895.0
2004-07-01,1835146.0,977132.0,1184788.0,19664.0,90617.5,121844.0,289021.0,327436.0,38415.0,322922.0,207656.0,150882.0,1197380.0,855288.0,70963.0,37110.0,251958.0,1507710.0,3488.0,33622.0,170546.0,73100.5
2004-10-01,1874613.0,996000.0,1208177.0,19983.0,91989.5,124003.0,294828.0,334366.0,39538.0,332070.0,212176.0,154239.0,1221342.0,871997.0,72589.0,37954.0,259481.0,1540247.0,3540.0,34414.0,174222.0,75193.0
2005-01-01,1911601.0,1014800.0,1231790.0,20321.0,93354.5,126241.0,299131.0,339186.0,40055.0,340625.0,216990.0,157953.0,1244897.0,888558.0,74208.0,38717.0,266417.0,1572415.0,3592.0,35125.0,178273.0,76238.5
2005-04-01,1948969.0,1032806.0,1254318.0,20501.0,94555.5,127916.0,304140.0,345097.0,40957.0,349554.0,221512.0,161455.0,1267965.0,904891.0,75691.0,39557.0,273863.0,1603872.0,3652.0,35905.0,181955.0,77993.5
2005-07-01,1989675.0,1048999.0,1275838.0,20676.0,95832.5,128971.0,309821.0,351763.0,41942.0,362074.0,226839.0,165356.0,1290130.0,920027.0,77293.0,40807.0,284781.0,1637912.0,3685.0,37122.0,186032.0,80049.0
2005-10-01,2033960.0,1071669.0,1303885.0,20879.0,97327.0,130706.0,314996.0,357637.0,42641.0,372439.0,232215.0,169500.0,1318501.0,940963.0,78880.0,41836.0,293559.0,1676323.0,3742.0,38093.0,190380.0,81491.5
2006-01-01,2070428.0,1090323.0,1327452.0,21112.0,98701.5,132225.0,319078.0,362327.0,43250.0,380649.0,237128.0,173335.0,1342272.0,958098.0,80315.0,42682.0,300335.0,1708101.0,3825.0,38856.0,194447.0,82462.0
2006-04-01,2107094.0,1109302.0,1350678.0,21292.0,99984.0,133877.0,324929.0,369300.0,44372.0,387116.0,241376.0,176799.0,1366279.0,975425.0,81875.0,43285.0,305241.0,1737794.0,3905.0,39380.0,198091.0,84665.5
2006-07-01,2141108.0,1128407.0,1373700.0,21430.0,101329.5,135809.0,330056.0,375189.0,45133.0,392219.0,245293.0,180111.0,1389777.0,992598.0,83373.0,43752.0,308845.0,1765919.0,3996.0,39756.0,201541.0,86265.5
2006-10-01,2178031.0,1149181.0,1398627.0,21570.0,102556.0,137523.0,336250.0,382479.0,46230.0,396924.0,249446.0,183716.0,1415528.0,1011658.0,85062.0,44161.0,311863.0,1795551.0,4081.0,40079.0,205286.0,88684.0
2007-01-01,2214675.0,1168118.0,1421575.0,21750.0,104197.5,139465.0,343921.0,390958.0,47037.0,402142.0,253457.0,187066.0,1438945.0,1028654.0,86828.0,44641.0,315314.0,1823717.0,4172.0,40469.0,208816.0,91281.5
2007-04-01,2240928.0,1182837.0,1439130.0,21851.0,105623.0,141083.0,349326.0,397097.0,47772.0,404700.0,256294.0,189582.0,1457002.0,1041754.0,88241.0,44861.0,316459.0,1843831.0,4259.0,40602.0,211433.0,92926.0
2007-07-01,2265601.0,1195878.0,1454853.0,21948.0,107155.5,142421.0,354761.0,403322.0,48560.0,407427.0,258975.0,191933.0,1473288.0,1053457.0,89656.0,45093.0,317771.0,1862279.0,4350.0,40742.0,213882.0,94506.0
2007-10-01,2289796.0,1208945.0,1470849.0,22230.0,108633.0,143934.0,360442.0,409852.0,49410.0,409095.0,261905.0,194384.0,1489644.0,1065011.0,91224.0,45291.0,317871.0,1879944.0,4454.0,40837.0,216614.0,96293.0
2008-01-01,2319795.0,1228881.0,1493511.0,22426.0,110505.0,145531.0,366793.0,416972.0,50179.0,409312.0,264630.0,196900.0,1512699.0,1083350.0,92871.0,45304.0,316441.0,1902823.0,4572.0,40732.0,219326.0,97980.5
2008-04-01,2347200.0,1247703.0,1514875.0,22663.0,112230.0,147363.0,372618.0,423410.0,50792.0,408914.0,267173.0,199267.0,1534246.0,1100339.0,94956.0,45242.0,313958.0,1923790.0,4692.0,40550.0,221931.0,99475.0
2008-07-01,2376040.0,1269297.0,1539196.0,22995.0,113855.0,149117.0,378733.0,430344.0,51611.0,406500.0,269899.0,201857.0,1558816.0,1120180.0,97071.0,45046.0,309429.0,1945696.0,4827.0,40219.0,224853.0,101317.0
2008-10-01,2392814.0,1281083.0,1552325.0,23187.0,115127.0,149954.0,384834.0,437352.0,52519.0,403137.0,271241.0,203455.0,1572486.0,1131129.0,98938.0,44599.0,304199.0,1955462.0,4935.0,39664.0,226642.0,103548.5
2009-01-01,2387440.0,1276251.0,1546634.0,23271.0,115665.5,150140.0,387768.0,440635.0,52866.0,400172.0,270383.0,202853.0,1566919.0,1126110.0,100325.0,44260.0,299846.0,1946806.0,4991.0,39269.0,226123.0,104652.0
2009-04-01,2369055.0,1262815.0,1530388.0,23171.0,116266.5,149384.0,388798.0,441556.0,52758.0,397111.0,267573.0,200660.0,1550583.0,1113431.0,101055.0,43742.0,296056.0,1927499.0,5018.0,38724.0,223832.0,104511.0
2009-07-01,2358981.0,1255888.0,1521371.0,23121.0,116986.5,148365.0,389680.0,442626.0,52946.0,394984.0,265483.0,198992.0,1541710.0,1107523.0,101647.0,43370.0,293337.0,1916355.0,5051.0,38318.0,222113.0,104326.5
2009-10-01,2369629.0,1259681.0,1525668.0,23153.0,118362.5,148240.0,392880.0,446252.0,53373.0,397709.0,265987.0,199232.0,1546302.0,1111441.0,103152.0,43602.0,294557.0,1923377.0,5136.0,38467.0,222384.0,104764.0
2010-01-01,2374551.0,1261059.0,1526747.0,23117.0,119657.5,147463.0,396356.0,450305.0,53949.0,397499.0,265688.0,198948.0,1547931.0,1113596.0,104159.0,43623.0,293340.0,1924246.0,5231.0,38391.0,222065.0,105495.0
2010-04-01,2382725.0,1266900.0,1532161.0,23096.0,121265.0,147001.0,400610.0,455248.0,54638.0,395316.0,265261.0,198784.0,1553983.0,1119899.0,105018.0,43381.0,290298.0,1927477.0,5336.0,38045.0,221880.0,106359.0
2010-07-01,2391773.0,1271314.0,1536944.0,23267.0,122451.0,146931.0,403726.0,459075.0,55349.0,395754.0,265631.0,198970.0,1559164.0,1124383.0,106145.0,43393.0,289610.0,1932699.0,5434.0,37959.0,222238.0,107086.0
2010-10-01,2412516.0,1283582.0,1550340.0,23510.0,124105.5,147480.0,408033.0,463982.0,55949.0,398194.0,266757.0,199668.0,1572746.0,1136102.0,107758.0,43579.0,290436.0,1948534.0,5543.0,38036.0,223178.0,107885.5
2011-01-01,2437233.0,1299799.0,1567775.0,23752.0,125914.5,148737.0,413098.0,469697.0,56598.0,399761.0,267976.0,200562.0,1590415.0,1151062.0,109696.0,43662.0,290065.0,1967536.0,5657.0,38005.0,224314.0,108934.0
2011-04-01,2463587.0,1317501.0,1587258.0,24026.0,127122.0,150365.0,417562.0,474979.0,57416.0,401350.0,269758.0,201868.0,1610258.0,1167136.0,111713.0,43863.0,289637.0,1988608.0,5775.0,38088.0,225894.0,110368.0
2011-07-01,2487576.0,1333173.0,1604536.0,24331.0,128191.5,151899.0,421889.0,480170.0,58281.0,402870.0,271364.0,203042.0,1627897.0,1181274.0,113896.0,43990.0,288974.0,2007406.0,5890.0,38100.0,227373.0,111893.5
2011-10-01,2509057.0,1347675.0,1620462.0,24696.0,128648.0,153296.0,424725.0,483773.0,59048.0,404822.0,272787.0,203993.0,1644001.0,1194378.0,115991.0,44098.0,288832.0,2025284.0,5992.0,38106.0,228689.0,113238.0
2012-01-01,2538270.0,1368981.0,1643586.0,25039.0,129849.5,154960.0,428885.0,488598.0,59713.0,406086.0,274605.0,205394.0,1667221.0,1214021.0,118077.0,44172.0,288010.0,2049672.0,6101.0,38071.0,230433.0,114449.5
2012-04-01,2563894.0,1385523.0,1662091.0,25439.0,130608.5,156174.0,432182.0,492582.0,60400.0,409221.0,276568.0,206699.0,1685771.0,1229350.0,120054.0,44430.0,289167.0,2071312.0,6204.0,38227.0,232137.0,115682.0
2012-07-01,2590148.0,1401303.0,1680313.0,25875.0,131301.5,158017.0,434827.0,495846.0,61018.0,413989.0,279010.0,208285.0,1703923.0,1243286.0,121892.0,44849.0,292097.0,2094302.0,6322.0,38528.0,234160.0,116621.5
2012-10-01,2609909.0,1412310.0,1693720.0,26342.0,131515.5,159732.0,435943.0,497446.0,61504.0,418743.0,281411.0,209713.0,1717079.0,1252577.0,123005.0,45356.0,295738.0,2112463.0,6438.0,38918.0,236055.0,117207.5
2013-01-01,2633212.0,1423022.0,1707453.0,26891.0,131651.0,162088.0,437221.0,499255.0,62034.0,426504.0,284431.0,211465.0,1730493.0,1260934.0,125507.0,46075.0,300996.0,2133956.0,6577.0,39498.0,238356.0,117976.5
2013-04-01,2664353.0,1439018.0,1726893.0,27484.0,132588.5,164220.0,440340.0,502971.0,62631.0,434489.0,287875.0,213620.0,1749609.0,1274798.0,128271.0,46771.0,306218.0,2161382.0,6734.0,40037.0,241103.0,118897.0
2013-07-01,2694774.0,1454231.0,1745431.0,27966.0,133392.0,165852.0,443379.0,506536.0,63156.0,442807.0,291199.0,215748.0,1767915.0,1288379.0,130809.0,47486.0,311999.0,2188238.0,6892.0,40594.0,243713.0,119875.5
2013-10-01,2734074.0,1474506.0,1770194.0,28692.0,134529.5,167437.0,447528.0,511279.0,63751.0,452602.0,295688.0,218568.0,1792158.0,1307069.0,133596.0,48428.0,319005.0,2222795.0,7077.0,41351.0,247259.0,121109.5
2014-01-01,2774727.0,1495858.0,1796547.0,29510.0,135334.0,168957.0,450682.0,515026.0,64344.0,463154.0,300689.0,221677.0,1817841.0,1326901.0,135944.0,49501.0,327210.0,2259701.0,7278.0,42224.0,251187.0,122179.0
2014-04-01,2801795.0,1514201.0,1817888.0,30005.0,135412.0,170572.0,452138.0,517035.0,64897.0,466873.0,303687.0,223831.0,1838940.0,1343629.0,137859.0,49851.0,329014.0,2284761.0,7465.0,42386.0,253836.0,123105.0
2014-07-01,2838028.0,1534745.0,1843112.0,30569.0,135833.5,172605.0,454287.0,519883.0,65596.0,475033.0,308367.0,227019.0,1863993.0,1362140.0,140113.0,50780.0,334921.0,2318146.0,7656.0,43124.0,257587.0,124108.0
2014-10-01,2864191.0,1552439.0,1864053.0,31080.0,135978.5,174389.0,455318.0,521398.0,66081.0,478739.0,311615.0,229402.0,1884600.0,1378050.0,142153.0,51132.0,336586.0,2342792.0,7832.0,43300.0,260483.0,124720.5
2015-01-01,2891206.0,1569453.0,1884562.0,31470.0,136432.5,175751.0,456607.0,523063.0,66456.0,483581.0,315109.0,232017.0,1904863.0,1393703.0,144589.0,51621.0,338992.0,2368143.0,8008.0,43613.0,263487.0,125098.5
2015-04-01,2912862.0,1582579.0,1900375.0,31628.0,136235.5,177576.0,457564.0,524566.0,67002.0,487922.0,317796.0,234049.0,1920947.0,1405003.0,146602.0,52118.0,341320.0,2388297.0,8159.0,43959.0,265678.0,126047.5
2015-07-01,2936825.0,1595302.0,1916034.0,31731.0,136263.0,180125.0,458809.0,526229.0,67421.0,494561.0,320732.0,236242.0,1936844.0,1415177.0,148892.0,52759.0,345669.0,2410596.0,8302.0,44457.0,267973.0,126851.5
2015-10-01,2950860.0,1601550.0,1924233.0,31815.0,135938.0,182380.0,458795.0,526437.0,67642.0,500190.0,322683.0,237617.0,1945116.0,1419170.0,151041.0,53251.0,349149.0,2424423.0,8415.0,44837.0,269432.0,127281.0
2016-01-01,2961432.0,1606050.0,1929824.0,31774.0,135749.0,184893.0,458680.0,526640.0,67960.0,504968.0,323774.0,238369.0,1951073.0,1421158.0,152902.0,53630.0,352066.0,2434792.0,8506.0,45125.0,270143.0,127571.5
2016-04-01,2994919.0,1623246.0,1950174.0,31731.0,136553.5,187586.0,462665.0,531361.0,68696.0,513384.0,326928.0,240751.0,1972216.0,1435660.0,155489.0,54447.0,357895.0,2463558.0,8619.0,45828.0,272481.0,129127.0
2016-07-01,3020245.0,1635101.0,1964404.0,31701.0,137082.5,190088.0,464525.0,533917.0,69392.0,521924.0,329303.0,242354.0,1987181.0,1445013.0,157276.0,55248.0,364648.0,2486328.0,8702.0,46546.0,274055.0,129876.5
2016-10-01,3055839.0,1655231.0,1987671.0,31694.0,138005.5,192986.0,468048.0,538195.0,70147.0,529973.0,332440.0,244749.0,2011203.0,1462245.0,159576.0,55997.0,370397.0,2517644.0,8804.0,47193.0,276443.0,131092.0
2017-01-01,3089409.0,1675843.0,2011198.0,31617.0,138615.5,195773.0,471388.0,542362.0,70973.0,535849.0,335355.0,247160.0,2035649.0,1480070.0,161432.0,56578.0,374418.0,2547047.0,8888.0,47690.0,278777.0,132565.0
2017-04-01,3128974.0,1698020.0,2037221.0,31569.0,139541.5,198807.0,475306.0,546989.0,71683.0,544764.0,339201.0,250243.0,2062440.0,1499213.0,163623.0,57389.0,381141.0,2581985.0,8984.0,48404.0,281812.0,133953.0
2017-07-01,3170459.0,1721284.0,2064522.0,31621.0,140503.0,201119.0,479945.0,552396.0,72450.0,553541.0,343238.0,253441.0,2090417.0,1520165.0,166126.0,58176.0,387415.0,2618064.0,9092.0,49084.0,285062.0,135695.0
2017-10-01,3206970.0,1742105.0,2088905.0,31807.0,141686.0,203901.0,484486.0,557804.0,73319.0,560261.0,346800.0,256214.0,2115375.0,1538203.0,168198.0,58779.0,392063.0,2649166.0,9194.0,49585.0,288021.0,137215.5
2018-01-01,3249473.0,1760066.0,2111138.0,31750.0,143164.5,206159.0,490499.0,564900.0,74401.0,573435.0,351071.0,259317.0,2138758.0,1553907.0,170423.0,60004.0,403012.0,2684573.0,9132.0,50873.0,291067.0,139285.5
2018-04-01,3295191.0,1783075.0,2138662.0,31727.0,144620.5,209627.0,497237.0,572906.0,75670.0,583623.0,355587.0,262935.0,2167571.0,1573448.0,173052.0,60925.0,410571.0,2722285.0,9131.0,51794.0,294662.0,141833.0
2018-07-01,3334438.0,1805098.0,2164554.0,31806.0,145765.5,213285.0,501895.0,578650.0,76755.0,591235.0,359455.0,266072.0,2194410.0,1591813.0,175445.0,61578.0,415790.0,2755788.0,9172.0,52406.0,297877.0,143559.0
2018-10-01,3371311.0,1826023.0,2188953.0,31968.0,146749.5,216604.0,506938.0,584753.0,77815.0,597605.0,362930.0,268883.0,2219610.0,1609419.0,178259.0,62079.0,419345.0,2786558.0,9255.0,52824.0,300851.0,145626.5
2019-01-01,3418317.0,1857330.0,2224517.0,32116.0,148184.0,221341.0,511546.0,590268.0,78722.0,603532.0,367187.0,272519.0,2255850.0,1635988.0,181396.0,62553.0,422136.0,2828049.0,9424.0,53129.0,304635.0,146950.0
2019-04-01,3462789.0,1885207.0,2256863.0,32149.0,148830.5,225804.0,516029.0,595808.0,79779.0,610118.0,371656.0,276394.0,2289185.0,1659403.0,184196.0,63114.0,425922.0,2866981.0,9568.0,53546.0,308542.0,149073.5
2019-07-01,3499797.0,1904920.0,2280638.0,32205.0,149831.0,229454.0,520000.0,600571.0,80570.0,618589.0,375718.0,279647.0,2313651.0,1675466.0,186777.0,63865.0,431812.0,2899226.0,9676.0,54190.0,311852.0,150454.0
2019-10-01,3529160.0,1919866.0,2299069.0,32289.0,150873.0,231938.0,523378.0,604601.0,81223.0,625490.0,379203.0,282481.0,2332591.0,1687927.0,188832.0,64433.0,436658.0,2924558.0,9730.0,54703.0,314770.0,151427.5
2020-01-01,3570155.0,1944023.0,2328015.0,32519.0,152368.0,235839.0,527974.0,609803.0,81828.0,632337.0,383992.0,286509.0,2361775.0,1708184.0,191640.0,64964.0,440697.0,2960352.0,9814.0,55150.0,319028.0,152534.0
2020-04-01,3600747.0,1961434.0,2348211.0,32486.0,154410.0,238787.0,532588.0,614691.0,82102.0,637846.0,386776.0,288930.0,2382272.0,1722647.0,194159.0,65361.0,443687.0,2986057.0,9925.0,55436.0,321415.0,152935.0
2020-07-01,3636575.0,1971982.0,2362646.0,32469.0,155836.5,241065.0,538620.0,621989.0,83369.0,651940.0,390664.0,291453.0,2397983.0,1730917.0,196724.0,66741.0,455215.0,3014586.0,10056.0,56685.0,323923.0,155157.5
2020-10-01,3686528.0,1994197.0,2389868.0,32592.0,158319.0,244550.0,545692.0,630184.0,84492.0,666476.0,395670.0,294888.0,2426114.0,1749647.0,199673.0,68190.0,466802.0,3056343.0,10284.0,57906.0,327480.0,156773.5
2021-01-01,3730710.0,2005151.0,2405683.0,32863.0,159967.5,245831.0,553047.0,639487.0,86440.0,685541.0,400532.0,297437.0,2443456.0,1759320.0,201579.0,70232.0,483961.0,3091223.0,10505.0,59727.0,330300.0,159776.0
2021-04-01,3813220.0,2039619.0,2449962.0,33532.0,162479.0,251352.0,564255.0,653444.0,89188.0,709814.0,410343.0,303956.0,2489463.0,1788267.0,205205.0,72855.0,504609.0,3159776.0,10841.0,62014.0,337488.0,164242.5
2021-07-01,3914446.0,2088694.0,2511344.0,34541.0,165615.5,258021.0,576526.0,668333.0,91808.0,734769.0,422650.0,312496.0,2551932.0,1830673.0,208893.0,75612.0,525876.0,3246113.0,11211.0,64402.0,347037.0,168551.0
2021-10-01,4027084.0,2147762.0,2584387.0,35773.0,169377.0,264561.0,592040.0,686622.0,94582.0,756075.0,436625.0,322816.0,2625882.0,1883201.0,213731.0,78036.0,542345.0,3340462.0,11637.0,66399.0,358589.0,173934.5
2022-01-01,4154957.0,2207050.0,2659938.0,36836.0,173559.0,269771.0,608635.0,706623.0,97988.0,788395.0,452888.0,334439.0,2703235.0,1937278.0,218616.0,81614.0,569779.0,3448333.0,12036.0,69577.0,371275.0,179752.5
2022-04-01,4278678.0,2268949.0,2736723.0,37977.0,177799.5,275508.0,626563.0,728214.0,101651.0,813741.0,467774.0,345479.0,2781964.0,1993441.0,223581.0,84318.0,590160.0,3550464.0,12367.0,71951.0,383456.0,186307.0
2022-07-01,4379270.0,2321728.0,2802248.0,38775.0,181108.0,281449.0,640409.0,744354.0,103946.0,832668.0,480520.0,355569.0,2848570.0,2040280.0,228883.0,86176.0,603785.0,3634916.0,12597.0,73579.0,394344.0,191069.0
2022-10-01,4440577.0,2357200.0,2845743.0,39268.0,183282.5,284041.0,649718.0,755237.0,105519.0,839597.0,488543.0,362631.0,2892886.0,2073159.0,232231.0,86644.0,607365.0,3685340.0,12614.0,74030.0,401899.0,194336.0
2023-01-01,4510565.0,2409394.0,2905600.0,39384.0,185750.0,289871.0,659507.0,766523.0,107016.0,838442.0,496206.0,370695.0,2954027.0,2119523.0,236052.0,86127.0,602389.0,3744041.0,12617.0,73510.0,410079.0,197511.5
2023-04-01,4558937.0,2441066.0,2943334.0,39740.0,187782.5,291372.0,664619.0,772624.0,108005.0,842979.0,502268.0,376185.0,2992171.0,2149693.0,237622.0,86342.0,605357.0,3786313.0,12553.0,73789.0,415926.0,198530.0
2023-07-01,4613042.0,2466482.0,2975637.0,40075.0,190320.5,293710.0,671202.0,780356.0,109154.0,857048.0,509156.0,381448.0,3025102.0,2172772.0,239701.0,87633.0,617347.0,3832686.0,12563.0,75071.0,421522.0,199857.5
2023-10-01,4668451.0,2501595.0,3016439.0,40229.0,192532.0,296966.0,677710.0,787857.0,110147.0,864155.0,514844.0,386393.0,3066660.0,2204629.0,242225.0,88222.0,621930.0,3880594.0,12646.0,75575.0,426622.0,201396.5
2024-01-01,4714085.0,2533056.0,3051863.0,40398.0,194686.5,300874.0,685152.0,796110.0,110958.0,866111.0,518808.0,389962.0,3102625.0,2232182.0,245582.0,88447.0,620529.0,3917974.0,12849.0,75598.0,430360.0,203368.5
2024-04-01,4781017.0,2574186.0,3100450.0,40607.0,197409.0,306537.0,692315.0,804071.0,111756.0,876495.0,526265.0,396439.0,3151684.0,2267649.0,249106.0,89218.0,627389.0,3976945.0,12987.0,76232.0,437046.0,204626.5
2024-07-01,4853893.0,2616435.0,3150832.0,40912.0,200299.5,312812.0,702484.0,815053.0,112569.0,888009.0,534396.0,403213.0,3202392.0,2303623.0,252964.0,90271.0,635045.0,4038841.0,13116.0,77155.0,444125.0,207227.0
2024-10-01,4916043.0,2656430.0,3197225.0,41120.0,203384.5,318022.0,711695.0,824835.0,113140.0,893984.0,540794.0,408863.0,3249019.0,2338409.0,255852.0,90812.0,638132.0,4091208.0,13229.0,77582.0,449982.0,209033.0
